[2024-04-19 15:12:38.215545] [0x00007f50543bdf80] [info] [0x0000d691] [1] Initial timestamp, Current time, User-defined position x, User-defined position y, User-defined position z, User-defined velocity x, User-defined velocity y, User-defined velocity z, User-defined acceleration x, User-defined acceleration y, User-defined acceleration z, User-defined yaw, User-defined yaw_dot, User-defined yaw_dot_dot
[2024-04-19 15:12:43.606826] [0x00007f50543bdf80] [info] [0x0000d691] [540] 1713553958215421, 5.3913, 21.0448, 0.776046, -0.916284, 2.17778, 2.2627, 0.149099, -2.72175, 1.28913, -0.338051, 0.80452, 0.909093, 0.656976
[2024-04-19 15:12:43.616818] [0x00007f50543bdf80] [info] [0x0000d691] [541] 1713553958215421, 5.40129, 21.0664, 0.798721, -0.914811, 2.1505, 2.27552, 0.145721, -2.73795, 1.27686, -0.337984, 0.813637, 0.915688, 0.662932
[2024-04-19 15:12:43.626834] [0x00007f50543bdf80] [info] [0x0000d691] [542] 1713553958215421, 5.4113, 21.0878, 0.82157, -0.913369, 2.123, 2.28824, 0.142337, -2.75421, 1.26442, -0.337862, 0.82284, 0.922356, 0.6689
[2024-04-19 15:12:43.636790] [0x00007f50543bdf80] [info] [0x0000d691] [543] 1713553958215421, 5.42128, 21.1088, 0.844467, -0.911965, 2.09544, 2.3008, 0.138967, -2.77045, 1.25189, -0.337686, 0.832077, 0.92906, 0.674836
[2024-04-19 15:12:43.646783] [0x00007f50543bdf80] [info] [0x0000d691] [544] 1713553958215421, 5.43128, 21.1296, 0.867533, -0.910593, 2.06766, 2.31325, 0.135592, -2.78674, 1.2392, -0.337458, 0.8414, 0.935837, 0.680761
[2024-04-19 15:12:43.656856] [0x00007f50543bdf80] [info] [0x0000d691] [545] 1713553958215421, 5.44131, 21.1502, 0.890799, -0.90925, 2.03962, 2.32562, 0.132208, -2.80312, 1.22632, -0.337175, 0.850821, 0.942696, 0.686673
[2024-04-19 15:12:43.666797] [0x00007f50543bdf80] [info] [0x0000d691] [546] 1713553958215421, 5.45127, 21.1704, 0.914013, -0.90795, 2.01163, 2.33776, 0.128853, -2.8194, 1.21341, -0.336842, 0.860241, 0.949561, 0.692494
[2024-04-19 15:12:43.676788] [0x00007f50543bdf80] [info] [0x0000d691] [547] 1713553958215421, 5.46128, 21.1904, 0.937484, -0.906677, 1.98331, 2.34985, 0.125481, -2.8358, 1.20029, -0.336455, 0.869785, 0.956525, 0.698292
[2024-04-19 15:12:43.686781] [0x00007f50543bdf80] [info] [0x0000d691] [548] 1713553958215421, 5.47124, 21.21, 0.960941, -0.905444, 1.955, 2.36173, 0.122134, -2.85212, 1.18712, -0.336018, 0.879344, 0.963506, 0.703986
[2024-04-19 15:12:43.696796] [0x00007f50543bdf80] [info] [0x0000d691] [549] 1713553958215421, 5.48128, 21.2295, 0.984724, -0.904234, 1.92627, 2.37359, 0.118761, -2.86861, 1.1737, -0.335526, 0.889058, 0.970606, 0.709644
[2024-04-19 15:12:43.706824] [0x00007f50543bdf80] [info] [0x0000d691] [550] 1713553958215421, 5.4913, 21.2487, 1.00856, -0.903061, 1.89745, 2.38528, 0.115402, -2.88507, 1.16018, -0.334983, 0.898816, 0.977742, 0.715187
[2024-04-19 15:12:43.716819] [0x00007f50543bdf80] [info] [0x0000d691] [551] 1713553958215421, 5.50129, 21.2675, 1.03245, -0.901925, 1.86854, 2.3968, 0.112058, -2.90151, 1.14658, -0.334391, 0.90862, 0.984915, 0.7206
[2024-04-19 15:12:43.726830] [0x00007f50543bdf80] [info] [0x0000d691] [552] 1713553958215421, 5.5113, 21.286, 1.05649, -0.90082, 1.83942, 2.40821, 0.108715, -2.91799, 1.13283, -0.333748, 0.918514, 0.992153, 0.725893
[2024-04-19 15:12:43.736789] [0x00007f50543bdf80] [info] [0x0000d691] [553] 1713553958215421, 5.52128, 21.3042, 1.08059, -0.899752, 1.81021, 2.41945, 0.105387, -2.93444, 1.11899, -0.333056, 0.928453, 0.999425, 0.731026
[2024-04-19 15:12:43.746814] [0x00007f50543bdf80] [info] [0x0000d691] [554] 1713553958215421, 5.53129, 21.3222, 1.10487, -0.898713, 1.78075, 2.43058, 0.102056, -2.95095, 1.105, -0.332312, 0.938496, 1.00677, 0.736011
[2024-04-19 15:12:43.756827] [0x00007f50543bdf80] [info] [0x0000d691] [555] 1713553958215421, 5.5413, 21.3399, 1.12924, -0.897709, 1.75114, 2.44157, 0.0987353, -2.96746, 1.09089, -0.331519, 0.948606, 1.01416, 0.740811
[2024-04-19 15:12:43.766827] [0x00007f50543bdf80] [info] [0x0000d691] [556] 1713553958215421, 5.5513, 21.3573, 1.15371, -0.896738, 1.72138, 2.45241, 0.0954236, -2.98397, 1.07667, -0.330677, 0.958787, 1.02159, 0.745412
[2024-04-19 15:12:43.776820] [0x00007f50543bdf80] [info] [0x0000d691] [557] 1713553958215421, 5.56129, 21.3743, 1.17828, -0.8958, 1.69147, 2.46309, 0.0921232, -3.00047, 1.06235, -0.329788, 0.969034, 1.02906, 0.749792
[2024-04-19 15:12:43.786822] [0x00007f50543bdf80] [info] [0x0000d691] [558] 1713553958215421, 5.57129, 21.3911, 1.20296, -0.894896, 1.66139, 2.47365, 0.08883, -3.01699, 1.0479, -0.32885, 0.979362, 1.03658, 0.753939
[2024-04-19 15:12:43.796787] [0x00007f50543bdf80] [info] [0x0000d691] [559] 1713553958215421, 5.58128, 21.4075, 1.22771, -0.894025, 1.63118, 2.48404, 0.0855513, -3.03348, 1.03337, -0.327865, 0.98975, 1.04413, 0.757824
[2024-04-19 15:12:43.806836] [0x00007f50543bdf80] [info] [0x0000d691] [560] 1713553958215421, 5.5913, 21.4237, 1.25265, -0.893184, 1.6007, 2.49432, 0.0822712, -3.05003, 1.01867, -0.32683, 1.00025, 1.05174, 0.761446
[2024-04-19 15:12:43.816832] [0x00007f50543bdf80] [info] [0x0000d691] [561] 1713553958215421, 5.6013, 21.4396, 1.27766, -0.892378, 1.57011, 2.50443, 0.0790073, -3.06655, 1.0039, -0.32575, 1.01081, 1.05937, 0.764764
[2024-04-19 15:12:43.826789] [0x00007f50543bdf80] [info] [0x0000d691] [562] 1713553958215421, 5.61128, 21.4551, 1.3027, -0.891606, 1.53943, 2.51438, 0.0757622, -3.08303, 0.98905, -0.324625, 1.02142, 1.06702, 0.767758
[2024-04-19 15:12:43.836786] [0x00007f50543bdf80] [info] [0x0000d691] [563] 1713553958215421, 5.62128, 21.4703, 1.32789, -0.890864, 1.50851, 2.52419, 0.0725218, -3.09953, 0.974068, -0.323453, 1.03213, 1.07471, 0.770418
[2024-04-19 15:12:43.846832] [0x00007f50543bdf80] [info] [0x0000d691] [564] 1713553958215421, 5.6313, 21.4853, 1.35323, -0.890154, 1.47737, 2.53388, 0.0692869, -3.11606, 0.958953, -0.322232, 1.04293, 1.08244, 0.772721
[2024-04-19 15:12:43.856825] [0x00007f50543bdf80] [info] [0x0000d691] [565] 1713553958215421, 5.64129, 21.4999, 1.3786, -0.889477, 1.44615, 2.54339, 0.0660727, -3.13253, 0.943777, -0.32097, 1.05379, 1.09018, 0.774633
[2024-04-19 15:12:43.866826] [0x00007f50543bdf80] [info] [0x0000d691] [566] 1713553958215421, 5.6513, 21.5142, 1.40409, -0.888832, 1.41474, 2.55275, 0.0628692, -3.149, 0.928492, -0.319662, 1.06473, 1.09793, 0.776139
[2024-04-19 15:12:43.876828] [0x00007f50543bdf80] [info] [0x0000d691] [567] 1713553958215421, 5.6613, 21.5282, 1.42967, -0.88822, 1.38315, 2.56196, 0.0596781, -3.16546, 0.913106, -0.31831, 1.07576, 1.1057, 0.777215
[2024-04-19 15:12:43.886789] [0x00007f50543bdf80] [info] [0x0000d691] [568] 1713553958215421, 5.67128, 21.5418, 1.45529, -0.88764, 1.35147, 2.571, 0.0565076, -3.18187, 0.897659, -0.316917, 1.08683, 1.11346, 0.777835
[2024-04-19 15:12:43.896787] [0x00007f50543bdf80] [info] [0x0000d691] [569] 1713553958215421, 5.68128, 21.5552, 1.48105, -0.88709, 1.31957, 2.5799, 0.0533453, -3.19828, 0.882089, -0.315478, 1.09801, 1.12124, 0.77798
[2024-04-19 15:12:43.906826] [0x00007f50543bdf80] [info] [0x0000d691] [570] 1713553958215421, 5.6913, 21.5683, 1.50693, -0.886572, 1.28745, 2.58865, 0.0501929, -3.2147, 0.866405, -0.313994, 1.10928, 1.12903, 0.777622
[2024-04-19 15:12:43.916809] [0x00007f50543bdf80] [info] [0x0000d691] [571] 1713553958215421, 5.70127, 21.5809, 1.53279, -0.886087, 1.25532, 2.59722, 0.0470693, -3.23103, 0.850701, -0.312475, 1.12057, 1.13678, 0.776741
[2024-04-19 15:12:43.926802] [0x00007f50543bdf80] [info] [0x0000d691] [572] 1713553958215421, 5.71129, 21.5933, 1.55885, -0.885631, 1.22286, 2.60566, 0.0439467, -3.2474, 0.834836, -0.310906, 1.132, 1.14456, 0.775307
[2024-04-19 15:12:43.936792] [0x00007f50543bdf80] [info] [0x0000d691] [573] 1713553958215421, 5.72128, 21.6054, 1.58493, -0.885207, 1.19033, 2.61392, 0.0408475, -3.2637, 0.818924, -0.309301, 1.14348, 1.1523, 0.773302
[2024-04-19 15:12:43.946827] [0x00007f50543bdf80] [info] [0x0000d691] [574] 1713553958215421, 5.7313, 21.6172, 1.61115, -0.884814, 1.15756, 2.62204, 0.0377578, -3.28001, 0.802892, -0.307651, 1.15506, 1.16003, 0.770696
[2024-04-19 15:12:43.956824] [0x00007f50543bdf80] [info] [0x0000d691] [575] 1713553958215421, 5.74129, 21.6286, 1.6374, -0.884452, 1.12469, 2.62999, 0.0346909, -3.29625, 0.786811, -0.305964, 1.16669, 1.16772, 0.767473
[2024-04-19 15:12:43.966789] [0x00007f50543bdf80] [info] [0x0000d691] [576] 1713553958215421, 5.75127, 21.6396, 1.66366, -0.884121, 1.09174, 2.63775, 0.0316487, -3.31241, 0.77069, -0.304242, 1.17837, 1.17535, 0.763619
[2024-04-19 15:12:43.976833] [0x00007f50543bdf80] [info] [0x0000d691] [577] 1713553958215421, 5.7613, 21.6504, 1.69017, -0.883819, 1.05842, 2.64541, 0.0286048, -3.32863, 0.754388, -0.30247, 1.1902, 1.18299, 0.759071
[2024-04-19 15:12:43.986792] [0x00007f50543bdf80] [info] [0x0000d691] [578] 1713553958215421, 5.77128, 21.6608, 1.71662, -0.883548, 1.02511, 2.65286, 0.0255942, -3.34473, 0.738093, -0.300668, 1.20205, 1.19054, 0.753858
[2024-04-19 15:12:43.996791] [0x00007f50543bdf80] [info] [0x0000d691] [579] 1713553958215421, 5.78128, 21.6709, 1.74317, -0.883307, 0.991596, 2.66015, 0.0225976, -3.36081, 0.7217, -0.298826, 1.21399, 1.19805, 0.747929
[2024-04-19 15:12:44.006811] [0x00007f50543bdf80] [info] [0x0000d691] [580] 1713553958215421, 5.79127, 21.6806, 1.7698, -0.883096, 0.957925, 2.66728, 0.0196202, -3.37684, 0.705238, -0.296947, 1.226, 1.20549, 0.741271
[2024-04-19 15:12:44.016796] [0x00007f50543bdf80] [info] [0x0000d691] [581] 1713553958215421, 5.80127, 21.69, 1.79649, -0.882915, 0.9241, 2.67425, 0.0166623, -3.39282, 0.688708, -0.29503, 1.23809, 1.21287, 0.733864
[2024-04-19 15:12:44.026796] [0x00007f50543bdf80] [info] [0x0000d691] [582] 1713553958215421, 5.81128, 21.6991, 1.8233, -0.882763, 0.890041, 2.68106, 0.0137173, -3.40878, 0.672072, -0.293074, 1.25027, 1.22018, 0.725669
[2024-04-19 15:12:44.036837] [0x00007f50543bdf80] [info] [0x0000d691] [583] 1713553958215421, 5.8213, 21.7079, 1.8502, -0.88264, 0.855812, 2.68771, 0.0107913, -3.42469, 0.655364, -0.29108, 1.26253, 1.2274, 0.716681
[2024-04-19 15:12:44.046790] [0x00007f50543bdf80] [info] [0x0000d691] [584] 1713553958215421, 5.83128, 21.7162, 1.87705, -0.882547, 0.821551, 2.69417, 0.00789608, -3.44049, 0.638652, -0.289059, 1.27482, 1.23451, 0.706924
[2024-04-19 15:12:44.056824] [0x00007f50543bdf80] [info] [0x0000d691] [585] 1713553958215421, 5.8413, 21.7243, 1.90408, -0.882482, 0.787002, 2.70048, 0.0050103, -3.45629, 0.621812, -0.286995, 1.28722, 1.24154, 0.696307
[2024-04-19 15:12:44.066834] [0x00007f50543bdf80] [info] [0x0000d691] [586] 1713553958215421, 5.8513, 21.732, 1.93111, -0.882446, 0.752364, 2.70662, 0.00215108, -3.47199, 0.604945, -0.284901, 1.29967, 1.24844, 0.684876
[2024-04-19 15:12:44.076828] [0x00007f50543bdf80] [info] [0x0000d691] [587] 1713553958215421, 5.8613, 21.7393, 1.9582, -0.882439, 0.717573, 2.71258, -0.000686752, -3.48763, 0.588019, -0.282774, 1.31219, 1.25523, 0.672601
[2024-04-19 15:12:44.086794] [0x00007f50543bdf80] [info] [0x0000d691] [588] 1713553958215421, 5.87128, 21.7463, 1.98531, -0.88246, 0.682675, 2.71837, -0.00349922, -3.50318, 0.571058, -0.280616, 1.32475, 1.26188, 0.659487
[2024-04-19 15:12:44.096823] [0x00007f50543bdf80] [info] [0x0000d691] [589] 1713553958215421, 5.88129, 21.753, 2.01256, -0.882509, 0.647516, 2.724, -0.00629834, -3.51871, 0.553991, -0.278419, 1.33742, 1.26841, 0.645466
[2024-04-19 15:12:44.106830] [0x00007f50543bdf80] [info] [0x0000d691] [590] 1713553958215421, 5.8913, 21.7593, 2.03984, -0.882586, 0.612241, 2.72946, -0.00907226, -3.53414, 0.536887, -0.276193, 1.35014, 1.2748, 0.630587
[2024-04-19 15:12:44.116793] [0x00007f50543bdf80] [info] [0x0000d691] [591] 1713553958215421, 5.90127, 21.7652, 2.06707, -0.88269, 0.57694, 2.73472, -0.0118139, -3.54945, 0.519793, -0.273944, 1.36288, 1.281, 0.614886
[2024-04-19 15:12:44.126823] [0x00007f50543bdf80] [info] [0x0000d691] [592] 1713553958215421, 5.9113, 21.7708, 2.09454, -0.882822, 0.541244, 2.73985, -0.0145514, -3.56478, 0.502531, -0.271648, 1.37576, 1.28709, 0.598195
[2024-04-19 15:12:44.136824] [0x00007f50543bdf80] [info] [0x0000d691] [593] 1713553958215421, 5.9213, 21.7761, 2.12196, -0.882981, 0.505531, 2.74479, -0.0172555, -3.57998, 0.485286, -0.26933, 1.38866, 1.29298, 0.580683
[2024-04-19 15:12:44.146787] [0x00007f50543bdf80] [info] [0x0000d691] [594] 1713553958215421, 5.93128, 21.7809, 2.14938, -0.883167, 0.46972, 2.74955, -0.0199323, -3.59507, 0.46802, -0.266987, 1.40159, 1.29869, 0.56232
[2024-04-19 15:12:44.156830] [0x00007f50543bdf80] [info] [0x0000d691] [595] 1713553958215421, 5.9413, 21.7855, 2.17695, -0.88338, 0.433626, 2.75415, -0.0225953, -3.61013, 0.450644, -0.264606, 1.41463, 1.30423, 0.543012
[2024-04-19 15:12:44.166810] [0x00007f50543bdf80] [info] [0x0000d691] [596] 1713553958215421, 5.95127, 21.7896, 2.20444, -0.883619, 0.397551, 2.75856, -0.0252221, -3.62503, 0.433307, -0.262207, 1.42767, 1.30954, 0.522928
[2024-04-19 15:12:44.176794] [0x00007f50543bdf80] [info] [0x0000d691] [597] 1713553958215421, 5.96129, 21.7934, 2.23209, -0.883884, 0.361168, 2.76281, -0.0278361, -3.63991, 0.415851, -0.25977, 1.44081, 1.31468, 0.501894
[2024-04-19 15:12:44.186801] [0x00007f50543bdf80] [info] [0x0000d691] [598] 1713553958215421, 5.97129, 21.7968, 2.25974, -0.884176, 0.324692, 2.76688, -0.0304218, -3.65467, 0.398382, -0.257309, 1.45398, 1.31959, 0.480043
[2024-04-19 15:12:44.196825] [0x00007f50543bdf80] [info] [0x0000d691] [599] 1713553958215421, 5.9813, 21.7999, 2.28745, -0.884493, 0.288042, 2.77078, -0.0329845, -3.66935, 0.380863, -0.25482, 1.46721, 1.32428, 0.457343
[2024-04-19 15:12:44.206819] [0x00007f50543bdf80] [info] [0x0000d691] [600] 1713553958215421, 5.99129, 21.8026, 2.31517, -0.884835, 0.251283, 2.7745, -0.0355197, -3.68391, 0.363326, -0.252307, 1.48047, 1.32873, 0.433848
[2024-04-19 15:12:44.216802] [0x00007f50543bdf80] [info] [0x0000d691] [601] 1713553958215421, 6.00127, 21.8049, 2.34287, -0.885202, 0.21446, 2.77804, -0.0380241, -3.69834, 0.345793, -0.249774, 1.49375, 1.33294, 0.409613
[2024-04-19 15:12:44.226826] [0x00007f50543bdf80] [info] [0x0000d691] [602] 1713553958215421, 6.0113, 21.8069, 2.37074, -0.885596, 0.177301, 2.78142, -0.040516, -3.71274, 0.328137, -0.247204, 1.50714, 1.33692, 0.384475
[2024-04-19 15:12:44.236790] [0x00007f50543bdf80] [info] [0x0000d691] [603] 1713553958215421, 6.02128, 21.8085, 2.39853, -0.886013, 0.140158, 2.78461, -0.0429714, -3.72697, 0.310526, -0.244619, 1.52051, 1.34064, 0.358697
[2024-04-19 15:12:44.246790] [0x00007f50543bdf80] [info] [0x0000d691] [604] 1713553958215421, 6.03128, 21.8097, 2.42639, -0.886455, 0.102821, 2.78762, -0.0454043, -3.74111, 0.292862, -0.242008, 1.53393, 1.34409, 0.332164
[2024-04-19 15:12:44.256828] [0x00007f50543bdf80] [info] [0x0000d691] [605] 1713553958215421, 6.0413, 21.8105, 2.45433, -0.886922, 0.0652763, 2.79047, -0.0478153, -3.75517, 0.27514, -0.239368, 1.54741, 1.34728, 0.304893
[2024-04-19 15:12:44.266797] [0x00007f50543bdf80] [info] [0x0000d691] [606] 1713553958215421, 6.05127, 21.811, 2.48216, -0.88741, 0.0277718, 2.79312, -0.0501884, -3.76904, 0.257478, -0.236719, 1.56085, 1.35018, 0.277099
[2024-04-19 15:12:44.276792] [0x00007f50543bdf80] [info] [0x0000d691] [607] 1713553958215421, 6.06128, 21.8111, 2.51014, -0.887925, -0.0100369, 2.79561, -0.0525452, -3.78286, 0.239715, -0.234036, 1.57439, 1.35282, 0.248562
[2024-04-19 15:12:44.286825] [0x00007f50543bdf80] [info] [0x0000d691] [608] 1713553958215421, 6.0713, 21.8108, 2.53815, -0.888463, -0.0479947, 2.79792, -0.0548758, -3.79655, 0.221925, -0.231331, 1.58795, 1.35516, 0.219433
[2024-04-19 15:12:44.296788] [0x00007f50543bdf80] [info] [0x0000d691] [609] 1713553958215421, 6.08128, 21.8101, 2.5661, -0.889022, -0.0859748, 2.80005, -0.0571723, -3.81009, 0.20417, -0.228614, 1.60149, 1.3572, 0.18985
[2024-04-19 15:12:44.306830] [0x00007f50543bdf80] [info] [0x0000d691] [610] 1713553958215421, 6.0913, 21.8091, 2.59416, -0.889606, -0.124204, 2.80201, -0.0594484, -3.82354, 0.186344, -0.225868, 1.61509, 1.35895, 0.15968
[2024-04-19 15:12:44.316899] [0x00007f50543bdf80] [info] [0x0000d691] [611] 1713553958215421, 6.10133, 21.8076, 2.62227, -0.890214, -0.162629, 2.80379, -0.0617004, -3.83688, 0.168475, -0.223098, 1.62873, 1.3604, 0.129005
[2024-04-19 15:12:44.326814] [0x00007f50543bdf80] [info] [0x0000d691] [612] 1713553958215421, 6.11129, 21.8058, 2.65021, -0.890839, -0.20091, 2.80538, -0.0639087, -3.85, 0.15072, -0.220329, 1.64229, 1.36153, 0.0981447
[2024-04-19 15:12:44.336789] [0x00007f50543bdf80] [info] [0x0000d691] [613] 1713553958215421, 6.12128, 21.8036, 2.67824, -0.891489, -0.23944, 2.80679, -0.0660961, -3.86302, 0.132898, -0.217534, 1.6559, 1.36236, 0.066831
[2024-04-19 15:12:44.346821] [0x00007f50543bdf80] [info] [0x0000d691] [614] 1713553958215421, 6.13129, 21.801, 2.70636, -0.892162, -0.278185, 2.80803, -0.0682601, -3.87594, 0.115027, -0.214715, 1.66954, 1.36287, 0.0351389
[2024-04-19 15:12:44.356823] [0x00007f50543bdf80] [info] [0x0000d691] [615] 1713553958215421, 6.1413, 21.798, 2.73444, -0.892855, -0.317013, 2.8091, -0.0703933, -3.8887, 0.09717, -0.211882, 1.68317, 1.36306, 0.00322658
[2024-04-19 15:12:44.366790] [0x00007f50543bdf80] [info] [0x0000d691] [616] 1713553958215421, 6.15126, 21.7947, 2.76245, -0.893567, -0.355838, 2.80998, -0.0724912, -3.90128, 0.0793658, -0.209041, 1.69676, 1.36293, -0.0287851
[2024-04-19 15:12:44.376834] [0x00007f50543bdf80] [info] [0x0000d691] [617] 1713553958215421, 6.1613, 21.7909, 2.79065, -0.894305, -0.395046, 2.81068, -0.0745744, -3.91379, 0.0614395, -0.206167, 1.71043, 1.36248, -0.0611618
[2024-04-19 15:12:44.386802] [0x00007f50543bdf80] [info] [0x0000d691] [618] 1713553958215421, 6.17129, 21.7868, 2.81873, -0.89506, -0.434207, 2.81121, -0.0766196, -3.92611, 0.0435897, -0.203289, 1.72404, 1.36171, -0.0934952
[2024-04-19 15:12:44.396803] [0x00007f50543bdf80] [info] [0x0000d691] [619] 1713553958215421, 6.18128, 21.7822, 2.84683, -0.895836, -0.473509, 2.81155, -0.078637, -3.93828, 0.0257305, -0.200396, 1.73765, 1.36061, -0.125889
[2024-04-19 15:12:44.406824] [0x00007f50543bdf80] [info] [0x0000d691] [620] 1713553958215421, 6.1913, 21.7773, 2.87499, -0.896634, -0.513007, 2.81172, -0.0806292, -3.95032, 0.0078389, -0.197483, 1.75126, 1.35919, -0.158334
[2024-04-19 15:12:44.416807] [0x00007f50543bdf80] [info] [0x0000d691] [621] 1713553958215421, 6.20127, 21.772, 2.90303, -0.897447, -0.552467, 2.81171, -0.0825844, -3.96215, -0.00997782, -0.194569, 1.76481, 1.35745, -0.190586
[2024-04-19 15:12:44.426790] [0x00007f50543bdf80] [info] [0x0000d691] [622] 1713553958215421, 6.21128, 21.7663, 2.93118, -0.898284, -0.592191, 2.81152, -0.0845175, -3.97388, -0.0278553, -0.191631, 1.77839, 1.35538, -0.222837
[2024-04-19 15:12:44.436825] [0x00007f50543bdf80] [info] [0x0000d691] [623] 1713553958215421, 6.2213, 21.7601, 2.95934, -0.89914, -0.632051, 2.81115, -0.0864221, -3.98545, -0.0457346, -0.188679, 1.79196, 1.35299, -0.254932
[2024-04-19 15:12:44.446814] [0x00007f50543bdf80] [info] [0x0000d691] [624] 1713553958215421, 6.23129, 21.7536, 2.98743, -0.900013, -0.671943, 2.81061, -0.0882932, -3.99683, -0.0635673, -0.185721, 1.80547, 1.35028, -0.286733
[2024-04-19 15:12:44.456819] [0x00007f50543bdf80] [info] [0x0000d691] [625] 1713553958215421, 6.24129, 21.7467, 3.01554, -0.900905, -0.711971, 2.80988, -0.0901358, -4.00805, -0.0813997, -0.182751, 1.81895, 1.34726, -0.318274
[2024-04-19 15:12:44.466838] [0x00007f50543bdf80] [info] [0x0000d691] [626] 1713553958215421, 6.2513, 21.7394, 3.04365, -0.901817, -0.752135, 2.80898, -0.0919496, -4.01911, -0.09923, -0.179769, 1.83242, 1.34391, -0.349505
[2024-04-19 15:12:44.476821] [0x00007f50543bdf80] [info] [0x0000d691] [627] 1713553958215421, 6.26129, 21.7316, 3.07172, -0.902744, -0.792357, 2.8079, -0.0937313, -4.02998, -0.117022, -0.176781, 1.84583, 1.34027, -0.380316
[2024-04-19 15:12:44.486793] [0x00007f50543bdf80] [info] [0x0000d691] [628] 1713553958215421, 6.27128, 21.7235, 3.09976, -0.90369, -0.83267, 2.80664, -0.0954824, -4.04068, -0.134791, -0.173785, 1.8592, 1.33632, -0.410687
[2024-04-19 15:12:44.496805] [0x00007f50543bdf80] [info] [0x0000d691] [629] 1713553958215421, 6.28129, 21.715, 3.12784, -0.904654, -0.87315, 2.8052, -0.0972061, -4.05122, -0.152568, -0.170776, 1.87255, 1.33206, -0.440629
[2024-04-19 15:12:44.506824] [0x00007f50543bdf80] [info] [0x0000d691] [630] 1713553958215421, 6.2913, 21.7061, 3.1559, -0.905635, -0.913742, 2.80359, -0.0989, -4.06158, -0.170328, -0.167759, 1.88586, 1.3275, -0.470057
[2024-04-19 15:12:44.516795] [0x00007f50543bdf80] [info] [0x0000d691] [631] 1713553958215421, 6.30127, 21.6967, 3.18384, -0.906629, -0.954287, 2.8018, -0.100558, -4.07173, -0.188, -0.164745, 1.89907, 1.32267, -0.498817
[2024-04-19 15:12:44.526852] [0x00007f50543bdf80] [info] [0x0000d691] [632] 1713553958215421, 6.31128, 21.687, 3.2119, -0.907645, -0.995132, 2.79983, -0.102193, -4.08173, -0.205734, -0.16171, 1.9123, 1.31753, -0.527115
[2024-04-19 15:12:44.536826] [0x00007f50543bdf80] [info] [0x0000d691] [633] 1713553958215421, 6.3213, 21.6768, 3.23993, -0.908676, -1.03605, 2.79768, -0.103797, -4.09155, -0.223432, -0.15867, 1.92546, 1.31211, -0.554752
[2024-04-19 15:12:44.546797] [0x00007f50543bdf80] [info] [0x0000d691] [634] 1713553958215421, 6.33128, 21.6663, 3.26785, -0.90972, -1.07695, 2.79536, -0.105366, -4.10115, -0.241051, -0.155634, 1.93853, 1.30644, -0.581634
[2024-04-19 15:12:44.556821] [0x00007f50543bdf80] [info] [0x0000d691] [635] 1713553958215421, 6.34129, 21.6553, 3.29583, -0.910783, -1.11806, 2.79286, -0.106909, -4.11059, -0.258691, -0.152583, 1.95159, 1.30048, -0.607882
[2024-04-19 15:12:44.566801] [0x00007f50543bdf80] [info] [0x0000d691] [636] 1713553958215421, 6.35127, 21.6439, 3.32367, -0.911857, -1.15911, 2.79019, -0.108416, -4.1198, -0.276232, -0.14954, 1.96453, 1.29429, -0.633291
[2024-04-19 15:12:44.576809] [0x00007f50543bdf80] [info] [0x0000d691] [637] 1713553958215421, 6.36129, 21.6321, 3.35161, -0.912951, -1.20043, 2.78733, -0.109899, -4.12885, -0.293817, -0.14648, 1.97746, 1.28782, -0.658042
[2024-04-19 15:12:44.586792] [0x00007f50543bdf80] [info] [0x0000d691] [638] 1713553958215421, 6.37128, 21.6199, 3.37946, -0.914056, -1.24175, 2.78431, -0.111348, -4.13768, -0.311324, -0.143423, 1.9903, 1.28113, -0.681937
[2024-04-19 15:12:44.596827] [0x00007f50543bdf80] [info] [0x0000d691] [639] 1713553958215421, 6.3813, 21.6073, 3.40732, -0.915178, -1.28322, 2.7811, -0.112768, -4.14633, -0.328826, -0.140359, 2.0031, 1.27418, -0.705056
[2024-04-19 15:12:44.606827] [0x00007f50543bdf80] [info] [0x0000d691] [640] 1713553958215421, 6.3913, 21.5942, 3.43511, -0.916313, -1.32473, 2.77773, -0.114157, -4.15476, -0.346265, -0.137296, 2.0158, 1.26702, -0.727306
[2024-04-19 15:12:44.616796] [0x00007f50543bdf80] [info] [0x0000d691] [641] 1713553958215421, 6.40127, 21.5808, 3.46279, -0.917458, -1.36619, 2.77419, -0.11551, -4.16297, -0.36361, -0.134241, 2.0284, 1.25966, -0.748637
[2024-04-19 15:12:44.626792] [0x00007f50543bdf80] [info] [0x0000d691] [642] 1713553958215421, 6.41127, 21.5669, 3.49051, -0.91862, -1.40785, 2.77047, -0.116837, -4.17099, -0.380961, -0.131177, 2.04095, 1.25207, -0.769158
[2024-04-19 15:12:44.636802] [0x00007f50543bdf80] [info] [0x0000d691] [643] 1713553958215421, 6.42129, 21.5526, 3.51825, -0.919797, -1.44968, 2.76656, -0.118136, -4.17882, -0.398305, -0.128105, 2.05346, 1.24427, -0.788839
[2024-04-19 15:12:44.646784] [0x00007f50543bdf80] [info] [0x0000d691] [644] 1713553958215421, 6.43128, 21.5379, 3.54588, -0.920984, -1.49148, 2.7625, -0.119401, -4.18641, -0.415556, -0.125042, 2.06585, 1.23629, -0.807575
