[2024-04-19 11:18:28.931160] [0x00007f38cfd6af80] [info] [0x00003b40] [1] Initial timestamp, Current time, User-defined position x, User-defined position y, User-defined position z, User-defined velocity x, User-defined velocity y, User-defined velocity z, User-defined acceleration x, User-defined acceleration y, User-defined acceleration z, User-defined yaw, User-defined yaw_dot, User-defined yaw_dot_dot
[2024-04-19 11:18:28.945835] [0x00007f38c9df4700] [info] [0x00003b40] [2] 1713539908930092, 0.01557, 1.25439e-07, 9.37399e-09, -3.36154e-08, 3.21165e-05, 2.3979e-06, -8.60487e-06, 0.0061531, 0.000458717, -0.00164801, 0, 0, 0
[2024-04-19 11:18:28.955829] [0x00007f38c9df4700] [info] [0x00003b40] [3] 1713539908930092, 0.025599, 9.08593e-07, 6.77421e-08, -2.43358e-07, 0.00014118, 1.05103e-05, -3.78007e-05, 0.0163907, 0.00121716, -0.00438606, 0, 0, 0
[2024-04-19 11:18:28.965624] [0x00007f38c9df4700] [info] [0x00003b40] [4] 1713539908930092, 0.035412, 3.29878e-06, 2.45387e-07, -8.83084e-07, 0.000369731, 2.74458e-05, -9.89296e-05, 0.030917, 0.0022869, -0.00826581, 0, 0, 0
[2024-04-19 11:18:28.975862] [0x00007f38c9df4700] [info] [0x00003b40] [5] 1713539908930092, 0.045601, 8.9903e-06, 6.6716e-07, -2.40538e-06, 0.000780723, 5.77789e-05, -0.000208754, 0.0505035, 0.00372027, -0.0134896, 0, 0, 0
[2024-04-19 11:18:28.985826] [0x00007f38c9df4700] [info] [0x00003b40] [6] 1713539908930092, 0.05543, 1.94585e-05, 1.44063e-06, -5.2034e-06, 0.0013871, 0.00010235, -0.000370639, 0.073543, 0.00539543, -0.0196253, 0.073654, -0.0223176, -0.024517
[2024-04-19 11:18:28.996010] [0x00007f38c9df4700] [info] [0x00003b40] [7] 1713539908930092, 0.065476, 3.75512e-05, 2.77342e-06, -1.0036e-05, 0.002261, 0.000166321, -0.000603725, 0.101095, 0.0073853, -0.0269516, 0.0734285, -0.0225654, -0.0248297
[2024-04-19 11:18:29.006045] [0x00007f38c9df4700] [info] [0x00003b40] [8] 1713539908930092, 0.075484, 6.57486e-05, 4.84421e-06, -1.75624e-05, 0.00342614, 0.000251247, -0.000914191, 0.132367, 0.00962823, -0.0352543, 0.0732014, -0.0228155, -0.0251451
[2024-04-19 11:18:29.016199] [0x00007f38c9df4700] [info] [0x00003b40] [9] 1713539908930092, 0.085635, 0.00010794, 7.93296e-06, -2.88158e-05, 0.0049465, 0.000361581, -0.00131891, 0.167787, 0.0121502, -0.0446428, 0.0729685, -0.0230724, -0.0254691
[2024-04-19 11:18:29.026159] [0x00007f38c9df4700] [info] [0x00003b40] [10] 1713539908930092, 0.095511, 0.000165576, 1.21391e-05, -4.41779e-05, 0.00678779, 0.000494613, -0.00180856, 0.205636, 0.0148251, -0.0546585, 0.0727394, -0.0233255, -0.0257881
[2024-04-19 11:18:29.036301] [0x00007f38c9df4700] [info] [0x00003b40] [11] 1713539908930092, 0.105645, 0.00024563, 1.79624e-05, -6.54994e-05, 0.0090824, 0.000659646, -0.00241815, 0.247757, 0.017779, -0.0657859, 0.0725017, -0.0235885, -0.0261195
[2024-04-19 11:18:29.046044] [0x00007f38c9df4700] [info] [0x00003b40] [12] 1713539908930092, 0.115466, 0.000347469, 2.53465e-05, -9.26035e-05, 0.0117285, 0.00084908, -0.00312038, 0.291576, 0.0208274, -0.0773411, 0.0722688, -0.0238466, -0.0264446
[2024-04-19 11:18:29.056079] [0x00007f38c9df4700] [info] [0x00003b40] [13] 1713539908930092, 0.125505, 0.000480693, 3.49745e-05, -0.000128034, 0.0148925, 0.00107453, -0.00395918, 0.339239, 0.0241161, -0.0898875, 0.0720281, -0.0241138, -0.0267809
[2024-04-19 11:18:29.066241] [0x00007f38c9df4700] [info] [0x00003b40] [14] 1713539908930092, 0.135467, 0.000646701, 4.69316e-05, -0.00017215, 0.0185188, 0.00133169, -0.00491952, 0.389236, 0.0275361, -0.103024, 0.0717865, -0.0243823, -0.0271186
[2024-04-19 11:18:29.076215] [0x00007f38c9df4700] [info] [0x00003b40] [15] 1713539908930092, 0.145634, 0.000856012, 6.19561e-05, -0.000227731, 0.0227467, 0.00163001, -0.0060379, 0.44286, 0.0311713, -0.117085, 0.0715372, -0.0246597, -0.0274674
[2024-04-19 11:18:29.086121] [0x00007f38c9df4700] [info] [0x00003b40] [16] 1713539908930092, 0.155477, 0.00110223, 7.95688e-05, -0.000293061, 0.0273709, 0.00195467, -0.00725979, 0.497113, 0.034815, -0.131283, 0.0712931, -0.0249318, -0.0278091
[2024-04-19 11:18:29.096265] [0x00007f38c9df4700] [info] [0x00003b40] [17] 1713539908930092, 0.165484, 0.00140197, 0.000100936, -0.000372531, 0.0326307, 0.00232207, -0.00864805, 0.554468, 0.0386302, -0.146262, 0.0710423, -0.0252118, -0.0281605
[2024-04-19 11:18:29.106174] [0x00007f38c9df4700] [info] [0x00003b40] [18] 1713539908930092, 0.175496, 0.00175744, 0.000126185, -0.000466703, 0.038478, 0.00272835, -0.0101896, 0.613912, 0.0425446, -0.161753, 0.0707884, -0.0254955, -0.0285163
[2024-04-19 11:18:29.116122] [0x00007f38c9df4700] [info] [0x00003b40] [19] 1713539908930092, 0.185499, 0.00217406, 0.000155672, -0.000576985, 0.044924, 0.00317384, -0.0118869, 0.675207, 0.0465388, -0.177691, 0.070532, -0.0257826, -0.0288758
[2024-04-19 11:18:29.126093] [0x00007f38c9df4700] [info] [0x00003b40] [20] 1713539908930092, 0.195462, 0.00265619, 0.000189669, -0.000704502, 0.0519625, 0.00365762, -0.0137381, 0.738002, 0.0505861, -0.193982, 0.0702736, -0.0260721, -0.0292381
[2024-04-19 11:18:29.136275] [0x00007f38c9df4700] [info] [0x00003b40] [21] 1713539908930092, 0.205507, 0.00321647, 0.000229031, -0.000852568, 0.0597005, 0.00418649, -0.0157707, 0.802929, 0.0547234, -0.210786, 0.0700103, -0.0263676, -0.0296075
[2024-04-19 11:18:29.146064] [0x00007f38c9df4700] [info] [0x00003b40] [22] 1713539908930092, 0.215481, 0.00385294, 0.000273578, -0.00102063, 0.0680366, 0.00475298, -0.0179577, 0.868861, 0.0588748, -0.227809, 0.0697458, -0.0266648, -0.0299784
[2024-04-19 11:18:29.156162] [0x00007f38c9df4700] [info] [0x00003b40] [23] 1713539908930092, 0.225583, 0.00458574, 0.000324669, -0.00121396, 0.0771568, 0.0053691, -0.0203474, 0.936985, 0.0631109, -0.245352, 0.0694749, -0.0269695, -0.0303583
[2024-04-19 11:18:29.166041] [0x00007f38c9df4700] [info] [0x00003b40] [24] 1713539908930092, 0.235462, 0.00539479, 0.000380857, -0.00142723, 0.0867473, 0.00601312, -0.0228571, 1.00478, 0.0672722, -0.262766, 0.069207, -0.0272713, -0.0307339
[2024-04-19 11:18:29.176318] [0x00007f38c9df4700] [info] [0x00003b40] [25] 1713539908930092, 0.245639, 0.00633087, 0.000445611, -0.00167377, 0.097333, 0.0067196, -0.0256235, 1.07571, 0.0715662, -0.280933, 0.0689278, -0.0275861, -0.0311252
[2024-04-19 11:18:29.186182] [0x00007f38c9df4700] [info] [0x00003b40] [26] 1713539908930092, 0.255469, 0.00734074, 0.000515189, -0.0019395, 0.108248, 0.00744347, -0.0284721, 1.14514, 0.0757098, -0.298666, 0.0686552, -0.0278939, -0.0315072
[2024-04-19 11:18:29.196316] [0x00007f38c9df4700] [info] [0x00003b40] [27] 1713539908930092, 0.265636, 0.00850173, 0.000594853, -0.00224473, 0.120259, 0.00823494, -0.0316026, 1.21777, 0.07998, -0.317163, 0.0683699, -0.0282163, -0.0319065
[2024-04-19 11:18:29.206186] [0x00007f38c9df4700] [info] [0x00003b40] [28] 1713539908930092, 0.275492, 0.0097473, 0.000679968, -0.0025719, 0.132611, 0.00904352, -0.0348174, 1.28887, 0.0840941, -0.335213, 0.0680903, -0.0285326, -0.0322978
[2024-04-19 11:18:29.216075] [0x00007f38c9df4700] [info] [0x00003b40] [29] 1713539908930092, 0.285493, 0.0111392, 0.000774687, -0.00293718, 0.145864, 0.00990527, -0.0382618, 1.36158, 0.0882329, -0.353615, 0.0678033, -0.0288577, -0.0326989
[2024-04-19 11:18:29.226266] [0x00007f38c9df4700] [info] [0x00003b40] [30] 1713539908930092, 0.295462, 0.0126622, 0.000877885, -0.00333649, 0.159801, 0.0108052, -0.0418787, 1.43453, 0.0923128, -0.372014, 0.067514, -0.0291856, -0.0331029
[2024-04-19 11:18:29.236187] [0x00007f38c9df4700] [info] [0x00003b40] [31] 1713539908930092, 0.305638, 0.0143639, 0.00099269, -0.00378223, 0.174779, 0.0117656, -0.04576, 1.50935, 0.0964205, -0.390822, 0.0672153, -0.0295246, -0.0335195
[2024-04-19 11:18:29.246100] [0x00007f38c9df4700] [info] [0x00003b40] [32] 1713539908930092, 0.315457, 0.016154, 0.00111293, -0.00425068, 0.189955, 0.0127315, -0.0496866, 1.58179, 0.100321, -0.408965, 0.0669237, -0.0298557, -0.0339255
[2024-04-19 11:18:29.256139] [0x00007f38c9df4700] [info] [0x00003b40] [33] 1713539908930092, 0.325515, 0.0181458, 0.00124612, -0.00477143, 0.206239, 0.0137603, -0.0538933, 1.65613, 0.104242, -0.427517, 0.0666217, -0.0301991, -0.0343456
[2024-04-19 11:18:29.266105] [0x00007f38c9df4700] [info] [0x00003b40] [34] 1713539908930092, 0.335461, 0.0202802, 0.0013882, -0.0053289, 0.223076, 0.0148161, -0.0582363, 1.7297, 0.108038, -0.445802, 0.0663197, -0.0305428, -0.0347649
[2024-04-19 11:18:29.276076] [0x00007f38c9df4700] [info] [0x00003b40] [35] 1713539908930092, 0.345477, 0.0226025, 0.00154208, -0.00593486, 0.240772, 0.015917, -0.0627934, 1.80373, 0.11177, -0.464129, 0.066012, -0.0308931, -0.0351913
[2024-04-19 11:18:29.286048] [0x00007f38c9df4700] [info] [0x00003b40] [36] 1713539908930092, 0.355462, 0.0250978, 0.00170664, -0.00658529, 0.25915, 0.0170512, -0.0675184, 1.87739, 0.115393, -0.482287, 0.0657018, -0.0312466, -0.0356204
[2024-04-19 11:18:29.296287] [0x00007f38c9df4700] [info] [0x00003b40] [37] 1713539908930092, 0.365633, 0.027832, 0.0018861, -0.00729729, 0.278626, 0.0182431, -0.0725173, 1.95219, 0.118975, -0.500641, 0.0653821, -0.0316111, -0.0360616
[2024-04-19 11:18:29.306301] [0x00007f38c9df4700] [info] [0x00003b40] [38] 1713539908930092, 0.375484, 0.0306726, 0.00207164, -0.00803623, 0.298212, 0.0194318, -0.077536, 2.02432, 0.122332, -0.518258, 0.0650689, -0.0319685, -0.0364927
[2024-04-19 11:18:29.316412] [0x00007f38c9df4700] [info] [0x00003b40] [39] 1713539908930092, 0.385633, 0.0338047, 0.00227521, -0.00885015, 0.319132, 0.0206904, -0.0828871, 2.09822, 0.12567, -0.536221, 0.0647426, -0.0323411, -0.0369409
[2024-04-19 11:18:29.326019] [0x00007f38c9df4700] [info] [0x00003b40] [40] 1713539908930092, 0.395441, 0.0370368, 0.00248424, -0.00968917, 0.34006, 0.0219383, -0.0882307, 2.16916, 0.128771, -0.553377, 0.0644236, -0.0327056, -0.0373777
[2024-04-19 11:18:29.336180] [0x00007f38c9df4700] [info] [0x00003b40] [41] 1713539908930092, 0.405495, 0.0405666, 0.00271137, -0.0106045, 0.362232, 0.0232483, -0.0938818, 2.24133, 0.131817, -0.570735, 0.0640929, -0.0330837, -0.0378293
[2024-04-19 11:18:29.346181] [0x00007f38c9df4700] [info] [0x00003b40] [42] 1713539908930092, 0.415484, 0.044298, 0.00295022, -0.011571, 0.384976, 0.0245796, -0.099668, 2.31239, 0.134704, -0.587732, 0.0637605, -0.0334638, -0.0382817
[2024-04-19 11:18:29.356094] [0x00007f38c9df4700] [info] [0x00003b40] [43] 1713539908930092, 0.4255, 0.0482711, 0.00320321, -0.0125991, 0.408491, 0.0259427, -0.105639, 2.38294, 0.137455, -0.604506, 0.0634234, -0.0338495, -0.038739
[2024-04-19 11:18:29.366199] [0x00007f38c9df4700] [info] [0x00003b40] [44] 1713539908930092, 0.435481, 0.0524681, 0.00346904, -0.0136838, 0.432623, 0.0273277, -0.111755, 2.45248, 0.140045, -0.620935, 0.0630836, -0.0342385, -0.0391983
[2024-04-19 11:18:29.376248] [0x00007f38c9df4700] [info] [0x00003b40] [45] 1713539908930092, 0.445501, 0.0569272, 0.00374993, -0.0148351, 0.457543, 0.0287433, -0.118058, 2.52144, 0.142491, -0.637122, 0.0627386, -0.0346336, -0.0396628
[2024-04-19 11:18:29.386072] [0x00007f38c9df4700] [info] [0x00003b40] [46] 1713539908930092, 0.45546, 0.06161, 0.00404329, -0.0160427, 0.482992, 0.0301738, -0.124482, 2.58909, 0.144762, -0.652891, 0.0623917, -0.0350309, -0.040128
[2024-04-19 11:18:29.396332] [0x00007f38c9df4700] [info] [0x00003b40] [47] 1713539908930092, 0.465632, 0.0666582, 0.00435775, -0.0173429, 0.509675, 0.0316574, -0.131203, 2.6572, 0.146913, -0.66865, 0.0620333, -0.0354415, -0.0406065
[2024-04-19 11:18:29.406131] [0x00007f38c9df4700] [info] [0x00003b40] [48] 1713539908930092, 0.475493, 0.0718143, 0.0046771, -0.0186695, 0.536199, 0.0331157, -0.137871, 2.72222, 0.148832, -0.683577, 0.0616818, -0.0358442, -0.0410736
[2024-04-19 11:18:29.416416] [0x00007f38c9df4700] [info] [0x00003b40] [49] 1713539908930092, 0.485634, 0.077393, 0.00502061, -0.0201031, 0.56414, 0.0346343, -0.144879, 2.788, 0.150629, -0.698555, 0.0613162, -0.0362632, -0.0415571
[2024-04-19 11:18:29.425999] [0x00007f38c9df4700] [info] [0x00003b40] [50] 1713539908930092, 0.495442, 0.0830612, 0.00536757, -0.0215579, 0.591792, 0.0361195, -0.1518, 2.85051, 0.152195, -0.712666, 0.0609585, -0.0366731, -0.0420277
[2024-04-19 11:18:29.436101] [0x00007f38c9df4700] [info] [0x00003b40] [51] 1713539908930092, 0.505524, 0.0891736, 0.00573949, -0.0231248, 0.62085, 0.0376613, -0.159057, 2.9136, 0.153624, -0.726775, 0.0605867, -0.0370992, -0.0425143
[2024-04-19 11:18:29.446098] [0x00007f38c9df4700] [info] [0x00003b40] [52] 1713539908930092, 0.515484, 0.0955028, 0.00612223, -0.0247452, 0.650174, 0.0391977, -0.166363, 2.97471, 0.154852, -0.740305, 0.060215, -0.0375251, -0.0429978
[2024-04-19 11:18:29.456174] [0x00007f38c9df4700] [info] [0x00003b40] [53] 1713539908930092, 0.525509, 0.102171, 0.00652299, -0.0264505, 0.680299, 0.0407555, -0.173851, 3.03495, 0.155902, -0.753503, 0.0598367, -0.0379586, -0.0434871
[2024-04-19 11:18:29.466228] [0x00007f38c9df4700] [info] [0x00003b40] [54] 1713539908930092, 0.535473, 0.109101, 0.00693683, -0.0282203, 0.710832, 0.0423133, -0.181423, 3.09352, 0.156758, -0.766192, 0.0594563, -0.0383943, -0.0439759
[2024-04-19 11:18:29.476225] [0x00007f38c9df4700] [info] [0x00003b40] [55] 1713539908930092, 0.545422, 0.116328, 0.00736558, -0.0300634, 0.741895, 0.0438763, -0.189107, 3.15067, 0.157422, -0.778425, 0.0590721, -0.0388343, -0.0444662
[2024-04-19 11:18:29.486272] [0x00007f38c9df4700] [info] [0x00003b40] [56] 1713539908930092, 0.555463, 0.123937, 0.00781408, -0.0320017, 0.773815, 0.0454596, -0.196983, 3.20697, 0.157898, -0.790319, 0.0586799, -0.0392833, -0.0449633
[2024-04-19 11:18:29.496071] [0x00007f38c9df4700] [info] [0x00003b40] [57] 1713539908930092, 0.565476, 0.131847, 0.00827719, -0.0340139, 0.806201, 0.0470422, -0.204954, 3.26168, 0.158176, -0.801718, 0.0582843, -0.039736, -0.045461
[2024-04-19 11:18:29.506165] [0x00007f38c9df4700] [info] [0x00003b40] [58] 1713539908930092, 0.575502, 0.140094, 0.00875679, -0.0361092, 0.839171, 0.0486286, -0.213047, 3.31502, 0.158257, -0.812662, 0.0578836, -0.0401943, -0.0459612
[2024-04-19 11:18:29.516458] [0x00007f38c9df4700] [info] [0x00003b40] [59] 1713539908930092, 0.585636, 0.14877, 0.00925772, -0.0383102, 0.873032, 0.0502319, -0.221337, 3.36742, 0.158135, -0.823239, 0.0574739, -0.0406626, -0.0464684
[2024-04-19 11:18:29.526037] [0x00007f38c9df4700] [info] [0x00003b40] [60] 1713539908930092, 0.59545, 0.157501, 0.0097583, -0.0405222, 0.906323, 0.0517825, -0.229464, 3.41669, 0.157821, -0.83301, 0.0570726, -0.0411211, -0.046961
[2024-04-19 11:18:29.536198] [0x00007f38c9df4700] [info] [0x00003b40] [61] 1713539908930092, 0.605505, 0.166787, 0.0102869, -0.0428717, 0.940926, 0.0533669, -0.237889, 3.46565, 0.157299, -0.842533, 0.0566568, -0.0415958, -0.0474669
[2024-04-19 11:18:29.546236] [0x00007f38c9df4700] [info] [0x00003b40] [62] 1713539908930092, 0.61546, 0.176327, 0.010826, -0.0452818, 0.975661, 0.0549294, -0.246321, 3.51258, 0.15658, -0.85147, 0.0562403, -0.0420708, -0.0479687
[2024-04-19 11:18:29.556141] [0x00007f38c9df4700] [info] [0x00003b40] [63] 1713539908930092, 0.625518, 0.186318, 0.0113864, -0.0478025, 1.01122, 0.0564998, -0.254928, 3.55841, 0.15565, -0.859997, 0.0558147, -0.0425559, -0.0484765
[2024-04-19 11:18:29.566113] [0x00007f38c9df4700] [info] [0x00003b40] [64] 1713539908930092, 0.635461, 0.196549, 0.0119558, -0.0503799, 1.04682, 0.058042, -0.263519, 3.60213, 0.154529, -0.867926, 0.0553892, -0.0430404, -0.048979
[2024-04-19 11:18:29.576366] [0x00007f38c9df4700] [info] [0x00003b40] [65] 1713539908930092, 0.645633, 0.207385, 0.0125542, -0.0531055, 1.08368, 0.0596072, -0.272387, 3.64522, 0.153175, -0.875519, 0.0549489, -0.0435412, -0.0494933
[2024-04-19 11:18:29.586106] [0x00007f38c9df4700] [info] [0x00003b40] [66] 1713539908930092, 0.65548, 0.218233, 0.0131486, -0.0558302, 1.11978, 0.0611082, -0.281042, 3.68533, 0.151664, -0.882367, 0.0545177, -0.044031, -0.0499911
[2024-04-19 11:18:29.596071] [0x00007f38c9df4700] [info] [0x00003b40] [67] 1713539908930092, 0.665516, 0.229658, 0.0137695, -0.0586953, 1.15696, 0.0626217, -0.28993, 3.72459, 0.149921, -0.888835, 0.0540733, -0.0445353, -0.0504981
[2024-04-19 11:18:29.606017] [0x00007f38c9df4700] [info] [0x00003b40] [68] 1713539908930092, 0.675476, 0.241366, 0.0144006, -0.0616272, 1.19425, 0.0641055, -0.298813, 3.76191, 0.14799, -0.894741, 0.0536272, -0.0450407, -0.0510007
[2024-04-19 11:18:29.616185] [0x00007f38c9df4700] [info] [0x00003b40] [69] 1713539908930092, 0.685632, 0.25369, 0.0150592, -0.0647082, 1.23264, 0.0655976, -0.307928, 3.79827, 0.145814, -0.900237, 0.0531671, -0.0455613, -0.0515122
[2024-04-19 11:18:29.626042] [0x00007f38c9df4700] [info] [0x00003b40] [70] 1713539908930092, 0.695479, 0.266012, 0.0157122, -0.0677841, 1.27021, 0.0670222, -0.316817, 3.8319, 0.143507, -0.905056, 0.052716, -0.046071, -0.0520069
[2024-04-19 11:18:29.636185] [0x00007f38c9df4700] [info] [0x00003b40] [71] 1713539908930092, 0.705635, 0.279111, 0.0164002, -0.0710484, 1.30929, 0.0684668, -0.326032, 3.86489, 0.140925, -0.9095, 0.0522454, -0.0466017, -0.0525155
[2024-04-19 11:18:29.646011] [0x00007f38c9df4700] [info] [0x00003b40] [72] 1713539908930092, 0.71546, 0.292161, 0.0170797, -0.0742956, 1.34741, 0.0698383, -0.334987, 3.89517, 0.138231, -0.913292, 0.051785, -0.0471201, -0.0530056
[2024-04-19 11:18:29.656118] [0x00007f38c9df4700] [info] [0x00003b40] [73] 1713539908930092, 0.725577, 0.305993, 0.0177933, -0.0777315, 1.38697, 0.0712219, -0.344244, 3.92467, 0.135258, -0.916676, 0.0513055, -0.0476589, -0.0535078
[2024-04-19 11:18:29.666016] [0x00007f38c9df4700] [info] [0x00003b40] [74] 1713539908930092, 0.73546, 0.319893, 0.0185037, -0.0811785, 1.4259, 0.0725435, -0.353318, 3.95183, 0.132161, -0.919471, 0.0508319, -0.0481901, -0.0539958
[2024-04-19 11:18:29.676183] [0x00007f38c9df4700] [info] [0x00003b40] [75] 1713539908930092, 0.745633, 0.334603, 0.0192485, -0.0848204, 1.46623, 0.0738709, -0.362684, 3.9781, 0.128774, -0.921824, 0.0503389, -0.048742, -0.0544949
[2024-04-19 11:18:29.686030] [0x00007f38c9df4700] [info] [0x00003b40] [76] 1713539908930092, 0.755495, 0.349257, 0.0199832, -0.088442, 1.50558, 0.0751239, -0.371784, 4.00192, 0.125301, -0.9236, 0.0498555, -0.0492818, -0.0549752
[2024-04-19 11:18:29.695996] [0x00007f38c9df4700] [info] [0x00003b40] [77] 1713539908930092, 0.765473, 0.364479, 0.020739, -0.0921977, 1.54563, 0.0763558, -0.381007, 4.02438, 0.121598, -0.924892, 0.049361, -0.0498327, -0.0554572
[2024-04-19 11:18:29.706149] [0x00007f38c9df4700] [info] [0x00003b40] [78] 1713539908930092, 0.775494, 0.380171, 0.0215102, -0.0960622, 1.58606, 0.077555, -0.390279, 4.04529, 0.117691, -0.925682, 0.0488589, -0.0503909, -0.0559368
[2024-04-19 11:18:29.716215] [0x00007f38c9df4700] [info] [0x00003b40] [79] 1713539908930092, 0.785488, 0.396224, 0.022291, -0.100009, 1.62659, 0.0787109, -0.399533, 4.06449, 0.113609, -0.925967, 0.0483525, -0.0509523, -0.0564102
[2024-04-19 11:18:29.726097] [0x00007f38c9df4700] [info] [0x00003b40] [80] 1713539908930092, 0.795463, 0.412652, 0.0230818, -0.10404, 1.66722, 0.0798231, -0.408768, 4.08204, 0.109352, -0.925755, 0.0478414, -0.0515173, -0.0568773
[2024-04-19 11:18:29.736059] [0x00007f38c9df4700] [info] [0x00003b40] [81] 1713539908930092, 0.805504, 0.429598, 0.0238887, -0.108191, 1.70829, 0.0808988, -0.418061, 4.09807, 0.104885, -0.925043, 0.0473212, -0.0520907, -0.0573416
[2024-04-19 11:18:29.746205] [0x00007f38c9df4700] [info] [0x00003b40] [82] 1713539908930092, 0.815476, 0.446837, 0.0247006, -0.112406, 1.74923, 0.0819219, -0.42728, 4.11239, 0.100271, -0.923847, 0.0467989, -0.0526648, -0.0577962
[2024-04-19 11:18:29.756062] [0x00007f38c9df4700] [info] [0x00003b40] [83] 1713539908930092, 0.825519, 0.464613, 0.0255283, -0.116744, 1.7906, 0.0829048, -0.43655, 4.12521, 0.0954488, -0.922155, 0.0462671, -0.0532475, -0.0582471
[2024-04-19 11:18:29.766008] [0x00007f38c9df4700] [info] [0x00003b40] [84] 1713539908930092, 0.83546, 0.482617, 0.0263571, -0.121129, 1.83166, 0.0838292, -0.445707, 4.13634, 0.0905044, -0.920004, 0.0457349, -0.0538288, -0.0586858
[2024-04-19 11:18:29.776058] [0x00007f38c9df4700] [info] [0x00003b40] [85] 1713539908930092, 0.845498, 0.501212, 0.027203, -0.12565, 1.87323, 0.084712, -0.454929, 4.146, 0.0853423, -0.917356, 0.0451916, -0.05442, -0.0591207
[2024-04-19 11:18:29.786004] [0x00007f38c9df4700] [info] [0x00003b40] [86] 1713539908930092, 0.85546, 0.520079, 0.0280511, -0.130227, 1.91457, 0.0855359, -0.464053, 4.15406, 0.0800544, -0.914262, 0.0446465, -0.0550111, -0.0595437
[2024-04-19 11:18:29.796175] [0x00007f38c9df4700] [info] [0x00003b40] [87] 1713539908930092, 0.865623, 0.539751, 0.0289244, -0.13499, 1.95683, 0.0863214, -0.473326, 4.16072, 0.074494, -0.910633, 0.0440844, -0.0556184, -0.0599655
[2024-04-19 11:18:29.806041] [0x00007f38c9df4700] [info] [0x00003b40] [88] 1713539908930092, 0.875486, 0.559254, 0.0297793, -0.139703, 1.99789, 0.0870289, -0.482288, 4.16569, 0.0689411, -0.906663, 0.0435329, -0.0562118, -0.0603651
[2024-04-19 11:18:29.816151] [0x00007f38c9df4700] [info] [0x00003b40] [89] 1713539908930092, 0.885593, 0.579659, 0.0306624, -0.144624, 2.04001, 0.0876963, -0.49143, 4.1693, 0.0630944, -0.902143, 0.0429616, -0.056824, -0.0607637
[2024-04-19 11:18:29.826011] [0x00007f38c9df4700] [info] [0x00003b40] [90] 1713539908930092, 0.895462, 0.599995, 0.0315308, -0.149518, 2.08117, 0.0882902, -0.500309, 4.17138, 0.0572362, -0.897296, 0.0423979, -0.0574255, -0.0611418
[2024-04-19 11:18:29.836183] [0x00007f38c9df4700] [info] [0x00003b40] [91] 1713539908930092, 0.905631, 0.621374, 0.0324315, -0.154652, 2.12359, 0.0888409, -0.509407, 4.17206, 0.0510498, -0.89186, 0.0418108, -0.0580492, -0.0615192
[2024-04-19 11:18:29.845969] [0x00007f38c9df4700] [info] [0x00003b40] [92] 1713539908930092, 0.915452, 0.642431, 0.0333064, -0.159697, 2.16457, 0.0893123, -0.518138, 4.17132, 0.0449343, -0.886195, 0.0412377, -0.0586551, -0.0618711
[2024-04-19 11:18:29.856055] [0x00007f38c9df4700] [info] [0x00003b40] [93] 1713539908930092, 0.92548, 0.664347, 0.0342041, -0.164938, 2.20639, 0.089731, -0.526994, 4.1692, 0.0385512, -0.879996, 0.0406464, -0.0592773, -0.062217
[2024-04-19 11:18:29.866051] [0x00007f38c9df4700] [info] [0x00003b40] [94] 1713539908930092, 0.935481, 0.686622, 0.0351034, -0.170252, 2.24807, 0.0900842, -0.535762, 4.16571, 0.0320497, -0.873405, 0.0400504, -0.0599012, -0.0625477
[2024-04-19 11:18:29.876039] [0x00007f38c9df4700] [info] [0x00003b40] [95] 1713539908930092, 0.945495, 0.709343, 0.036007, -0.175661, 2.28976, 0.090372, -0.544474, 4.16088, 0.0254084, -0.866406, 0.0394474, -0.0605291, -0.0628637
[2024-04-19 11:18:29.885966] [0x00007f38c9df4700] [info] [0x00003b40] [96] 1713539908930092, 0.955453, 0.73235, 0.036908, -0.181126, 2.33116, 0.0905916, -0.553065, 4.15479, 0.0186781, -0.85906, 0.0388416, -0.0611566, -0.0631623
[2024-04-19 11:18:29.896180] [0x00007f38c9df4700] [info] [0x00003b40] [97] 1713539908930092, 0.965631, 0.756292, 0.0378309, -0.186799, 2.37341, 0.0907461, -0.561769, 4.14724, 0.0116738, -0.851161, 0.0382158, -0.061801, -0.0634505
[2024-04-19 11:18:29.906227] [0x00007f38c9df4700] [info] [0x00003b40] [98] 1713539908930092, 0.975477, 0.779862, 0.0387249, -0.192371, 2.41421, 0.0908272, -0.57011, 4.13872, 0.0047817, -0.843154, 0.0376043, -0.062427, -0.063712
[2024-04-19 11:18:29.916128] [0x00007f38c9df4700] [info] [0x00003b40] [99] 1713539908930092, 0.985576, 0.804454, 0.0396423, -0.198172, 2.45595, 0.0908394, -0.578582, 4.12874, -0.00240166, -0.834578, 0.0369706, -0.0630717, -0.0639618
[2024-04-19 11:18:29.926006] [0x00007f38c9df4700] [info] [0x00003b40] [100] 1713539908930092, 0.99546, 0.82893, 0.0405399, -0.203931, 2.49671, 0.0907804, -0.586788, 4.11781, -0.00953952, -0.825837, 0.036344, -0.0637051, -0.0641874
[2024-04-19 11:18:29.936055] [0x00007f38c9df4700] [info] [0x00003b40] [101] 1713539908930092, 1.0055, 0.854196, 0.0414504, -0.209862, 2.53798, 0.0906479, -0.595031, 4.10555, -0.016892, -0.81662, 0.0357014, -0.0643504, -0.0643964
