[2026-03-25 15:15:22.566655] [0x0000007f8f54a7c0] [MocapTag] [0x00000c24] [2] Mocap timestamp, Mocap time [s], Mocap position x [m], Mocap position y [m], Mocap position z [m], Mocap Quaternion q0 [-], Mocap Quaternion q1 [-], Mocap Quaternion q2 [-], Mocap Quaternion q3 [-], Mocap Velocity x [m/s], Mocap Velocity y [m/s], Mocap Velocity z [m/s], Mocap Angular velocity x [rad/s], Mocap Angular velocity y [rad/s], Mocap Angular velocity z [rad/s], 
[2026-03-25 15:15:22.572870] [0x0000007f7e7fb9a0] [MocapTag] [0x00000c24] [4] 1774466122572720, 2.63962, 0.0759589, -0.243529, -0.321915, 0.71434, 0.699054, 0.0044665, 0.0319587, 0, 0, 0, 0, 0, 0, 
[2026-03-25 15:15:22.576662] [0x0000007f7e7fb9a0] [MocapTag] [0x00000c24] [6] 1774466122576595, 2.6435, 0.0759589, -0.243529, -0.321915, 0.71434, 0.699054, 0.0044665, 0.0319587, 0, 0, 0, 0, 0, 0, 
[2026-03-25 15:15:22.578723] [0x0000007f7e7fb9a0] [MocapTag] [0x00000c24] [7] 1774466122578580, 2.64548, 0.0759524, -0.243529, -0.321914, 0.714341, 0.699053, 0.00446917, 0.0319561, 0, 0, 0, 0, 0, 0, 
[2026-03-25 15:15:22.580639] [0x0000007f7e7fb9a0] [MocapTag] [0x00000c24] [8] 1774466122580533, 2.64744, 0.0759524, -0.243529, -0.321914, 0.714341, 0.699053, 0.00446917, 0.0319561, 0, 0, 0, 0, 0, 0, 
[2026-03-25 15:15:22.583472] [0x0000007f7e7fb9a0] [MocapTag] [0x00000c24] [9] 1774466122583367, 2.65027, 0.0759524, -0.243529, -0.321914, 0.714341, 0.699053, 0.00446917, 0.0319561, 0, 0, 0, 0, 0, 0, 
[2026-03-25 15:15:22.586133] [0x0000007f7e7fb9a0] [MocapTag] [0x00000c24] [10] 1774466122586023, 2.65293, 0.0759524, -0.243529, -0.321914, 0.714341, 0.699053, 0.00446917, 0.0319561, 0, 0, 0, 0, 0, 0, 
[2026-03-25 15:15:22.590796] [0x0000007f7e7fb9a0] [MocapTag] [0x00000c24] [12] 1774466122590687, 2.65759, 0.0759554, -0.243532, -0.321916, 0.714342, 0.699054, 0.00446887, 0.0319338, 0, 0, 0, 0, 0, 0, 
[2026-03-25 15:15:22.593630] [0x0000007f7e7fb9a0] [MocapTag] [0x00000c24] [13] 1774466122593525, 2.66043, 0.0759554, -0.243532, -0.321916, 0.714342, 0.699054, 0.00446887, 0.0319338, 0, 0, 0, 0, 0, 0, 
[2026-03-25 15:15:22.596390] [0x0000007f7e7fb9a0] [MocapTag] [0x00000c24] [14] 1774466122596307, 2.66321, 0.0759554, -0.243532, -0.321916, 0.714342, 0.699054, 0.00446887, 0.0319338, 0, 0, 0, 0, 0, 0, 
[2026-03-25 15:15:22.599302] [0x0000007f7e7fb9a0] [MocapTag] [0x00000c24] [16] 1774466122599195, 2.6661, 0.0759539, -0.243529, -0.321918, 0.71434, 0.699055, 0.00447746, 0.0319523, 0, 0, 0, 0, 0, 0, 
[2026-03-25 15:15:22.603554] [0x0000007f7e7fb9a0] [MocapTag] [0x00000c24] [17] 1774466122603435, 2.67034, 0.0759539, -0.243529, -0.321918, 0.71434, 0.699055, 0.00447746, 0.0319523, 0, 0, 0, 0, 0, 0, 
[2026-03-25 15:15:22.606300] [0x0000007f7e7fb9a0] [MocapTag] [0x00000c24] [18] 1774466122606214, 2.67312, 0.0759539, -0.243529, -0.321918, 0.71434, 0.699055, 0.00447746, 0.0319523, 0, 0, 0, 0, 0, 0, 
[2026-03-25 15:15:22.608974] [0x0000007f7e7fb9a0] [MocapTag] [0x00000c24] [20] 1774466122608859, 2.67576, 0.0759487, -0.243531, -0.321917, 0.714353, 0.699042, 0.00447192, 0.0319494, 0, 0, 0, 0, 0, 0, 
[2026-03-25 15:15:22.611668] [0x0000007f7e7fb9a0] [MocapTag] [0x00000c24] [21] 1774466122611560, 2.67846, 0.0759487, -0.243531, -0.321917, 0.714353, 0.699042, 0.00447192, 0.0319494, 0, 0, 0, 0, 0, 0, 
[2026-03-25 15:15:22.614379] [0x0000007f7e7fb9a0] [MocapTag] [0x00000c24] [22] 1774466122614275, 2.68118, 0.0759487, -0.243531, -0.321917, 0.714353, 0.699042, 0.00447192, 0.0319494, 0, 0, 0, 0, 0, 0, 
[2026-03-25 15:15:22.620682] [0x0000007f7e7fb9a0] [MocapTag] [0x00000c24] [24] 1774466122620572, 2.68748, 0.0759487, -0.243531, -0.321917, 0.714353, 0.699042, 0.00447192, 0.0319494, 0, 0, 0, 0, 0, 0, 
[2026-03-25 15:15:22.621692] [0x0000007f7e7fb9a0] [MocapTag] [0x00000c24] [25] 1774466122621586, 2.68849, 0.0759518, -0.243526, -0.321916, 0.714339, 0.699056, 0.00447356, 0.0319516, 0, 0, 0, 0, 0, 0, 
[2026-03-25 15:15:22.624383] [0x0000007f7e7fb9a0] [MocapTag] [0x00000c24] [26] 1774466122624278, 2.69118, 0.0759518, -0.243526, -0.321916, 0.714339, 0.699056, 0.00447356, 0.0319516, 0, 0, 0, 0, 0, 0, 
[2026-03-25 15:15:22.627166] [0x0000007f7e7fb9a0] [MocapTag] [0x00000c24] [28] 1774466122627085, 2.69399, 0.0759518, -0.243526, -0.321916, 0.714339, 0.699056, 0.00447356, 0.0319516, 0, 0, 0, 0, 0, 0, 
[2026-03-25 15:15:22.629849] [0x0000007f7e7fb9a0] [MocapTag] [0x00000c24] [29] 1774466122629742, 2.69665, 0.0759533, -0.24353, -0.321917, 0.714343, 0.699053, 0.00446858, 0.0319326, 0, 0, 0, 0, 0, 0, 
[2026-03-25 15:15:22.634179] [0x0000007f7e7fb9a0] [MocapTag] [0x00000c24] [30] 1774466122634073, 2.70098, 0.0759533, -0.24353, -0.321917, 0.714343, 0.699053, 0.00446858, 0.0319326, 0, 0, 0, 0, 0, 0, 
[2026-03-25 15:15:22.636762] [0x0000007f7e7fb9a0] [MocapTag] [0x00000c24] [32] 1774466122636698, 2.7036, 0.0759533, -0.24353, -0.321917, 0.714343, 0.699053, 0.00446858, 0.0319326, 0, 0, 0, 0, 0, 0, 
[2026-03-25 15:15:22.639309] [0x0000007f7e7fb9a0] [MocapTag] [0x00000c24] [33] 1774466122639203, 2.70611, 0.0759512, -0.243526, -0.321914, 0.714334, 0.699061, 0.00446681, 0.0319442, 0, 0, 0, 0, 0, 0, 
[2026-03-25 15:15:22.642190] [0x0000007f7e7fb9a0] [MocapTag] [0x00000c24] [34] 1774466122642085, 2.70899, 0.0759512, -0.243526, -0.321914, 0.714334, 0.699061, 0.00446681, 0.0319442, 0, 0, 0, 0, 0, 0, 
[2026-03-25 15:15:22.644937] [0x0000007f7e7fb9a0] [MocapTag] [0x00000c24] [35] 1774466122644827, 2.71173, 0.0759512, -0.243526, -0.321914, 0.714334, 0.699061, 0.00446681, 0.0319442, 0, 0, 0, 0, 0, 0, 
[2026-03-25 15:15:22.647580] [0x0000007f7e7fb9a0] [MocapTag] [0x00000c24] [37] 1774466122647464, 2.71437, 0.0759476, -0.243524, -0.321919, 0.714342, 0.699053, 0.0044849, 0.0319442, 0, 0, 0, 0, 0, 0, 
[2026-03-25 15:15:22.653291] [0x0000007f7e7fb9a0] [MocapTag] [0x00000c24] [38] 1774466122653182, 2.72009, 0.0759476, -0.243524, -0.321919, 0.714342, 0.699053, 0.0044849, 0.0319442, 0, 0, 0, 0, 0, 0, 
[2026-03-25 15:15:22.654276] [0x0000007f7e7fb9a0] [MocapTag] [0x00000c24] [39] 1774466122654170, 2.72107, 0.0759476, -0.243524, -0.321919, 0.714342, 0.699053, 0.0044849, 0.0319442, 0, 0, 0, 0, 0, 0, 
[2026-03-25 15:15:22.656941] [0x0000007f7e7fb9a0] [MocapTag] [0x00000c24] [41] 1774466122656863, 2.72377, 0.0759476, -0.243524, -0.321919, 0.714342, 0.699053, 0.0044849, 0.0319442, 0, 0, 0, 0, 0, 0, 
[2026-03-25 15:15:22.659601] [0x0000007f7e7fb9a0] [MocapTag] [0x00000c24] [42] 1774466122659462, 2.72636, 0.0759509, -0.243524, -0.321917, 0.714342, 0.699053, 0.0044631, 0.0319599, 0, 0, 0, 0, 0, 0, 
[2026-03-25 15:15:22.662477] [0x0000007f7e7fb9a0] [MocapTag] [0x00000c24] [43] 1774466122662371, 2.72927, 0.0759509, -0.243524, -0.321917, 0.714342, 0.699053, 0.0044631, 0.0319599, 0, 0, 0, 0, 0, 0, 
[2026-03-25 15:15:22.666544] [0x0000007f7e7fb9a0] [MocapTag] [0x00000c24] [45] 1774466122666485, 2.73339, 0.0759509, -0.243524, -0.321917, 0.714342, 0.699053, 0.0044631, 0.0319599, 0, 0, 0, 0, 0, 0, 
[2026-03-25 15:15:22.669199] [0x0000007f7e7fb9a0] [MocapTag] [0x00000c24] [46] 1774466122669087, 2.73599, 0.0759486, -0.243526, -0.321921, 0.71434, 0.699055, 0.004471, 0.0319469, 0, 0, 0, 0, 0, 0, 
[2026-03-25 15:15:22.672295] [0x0000007f7e7fb9a0] [MocapTag] [0x00000c24] [47] 1774466122672189, 2.73909, 0.0759486, -0.243526, -0.321921, 0.71434, 0.699055, 0.004471, 0.0319469, 0, 0, 0, 0, 0, 0, 
[2026-03-25 15:15:22.674368] [0x0000007f7e7fb9a0] [MocapTag] [0x00000c24] [48] 1774466122674265, 2.74117, 0.0759486, -0.243526, -0.321921, 0.71434, 0.699055, 0.004471, 0.0319469, 0, 0, 0, 0, 0, 0, 
[2026-03-25 15:15:22.677017] [0x0000007f7e7fb9a0] [MocapTag] [0x00000c24] [49] 1774466122676929, 2.74383, 0.07595, -0.24353, -0.321917, 0.714352, 0.699042, 0.00446161, 0.0319605, 0, 0, 0, 0, 0, 0, 
[2026-03-25 15:15:22.686671] [0x0000007f7e7fb9a0] [MocapTag] [0x00000c24] [51] 1774466122686574, 2.75348, 0.07595, -0.24353, -0.321917, 0.714352, 0.699042, 0.00446161, 0.0319605, 0, 0, 0, 0, 0, 0, 
[2026-03-25 15:15:22.687296] [0x0000007f7e7fb9a0] [MocapTag] [0x00000c24] [53] 1774466122687207, 2.75411, 0.07595, -0.24353, -0.321917, 0.714352, 0.699042, 0.00446161, 0.0319605, 0, 0, 0, 0, 0, 0, 
[2026-03-25 15:15:22.687797] [0x0000007f7e7fb9a0] [MocapTag] [0x00000c24] [54] 1774466122687691, 2.75459, 0.07595, -0.24353, -0.321917, 0.714352, 0.699042, 0.00446161, 0.0319605, 0, 0, 0, 0, 0, 0, 
[2026-03-25 15:15:22.689155] [0x0000007f7e7fb9a0] [MocapTag] [0x00000c24] [55] 1774466122689037, 2.75594, 0.0759512, -0.243526, -0.321919, 0.714343, 0.699052, 0.00446182, 0.0319379, 0, 0, 0, 0, 0, 0, 
[2026-03-25 15:15:22.691683] [0x0000007f7e7fb9a0] [MocapTag] [0x00000c24] [56] 1774466122691575, 2.75848, 0.0759512, -0.243526, -0.321919, 0.714343, 0.699052, 0.00446182, 0.0319379, 0, 0, 0, 0, 0, 0, 
[2026-03-25 15:15:22.694489] [0x0000007f7e7fb9a0] [MocapTag] [0x00000c24] [57] 1774466122694387, 2.76129, 0.0759512, -0.243526, -0.321919, 0.714343, 0.699052, 0.00446182, 0.0319379, 0, 0, 0, 0, 0, 0, 
[2026-03-25 15:15:22.698255] [0x0000007f7e7fb9a0] [MocapTag] [0x00000c24] [59] 1774466122698147, 2.76505, 0.0759502, -0.243531, -0.321914, 0.714341, 0.699054, 0.00445953, 0.0319342, 0, 0, 0, 0, 0, 0, 
[2026-03-25 15:15:22.701019] [0x0000007f7e7fb9a0] [MocapTag] [0x00000c24] [60] 1774466122700910, 2.76781, 0.0759502, -0.243531, -0.321914, 0.714341, 0.699054, 0.00445953, 0.0319342, 0, 0, 0, 0, 0, 0, 
[2026-03-25 15:15:22.703635] [0x0000007f7e7fb9a0] [MocapTag] [0x00000c24] [61] 1774466122703530, 2.77043, 0.0759502, -0.243531, -0.321914, 0.714341, 0.699054, 0.00445953, 0.0319342, 0, 0, 0, 0, 0, 0, 
[2026-03-25 15:15:22.706391] [0x0000007f7e7fb9a0] [MocapTag] [0x00000c24] [62] 1774466122706305, 2.77321, 0.0759502, -0.243531, -0.321914, 0.714341, 0.699054, 0.00445953, 0.0319342, 0, 0, 0, 0, 0, 0, 
[2026-03-25 15:15:22.709135] [0x0000007f7e7fb9a0] [MocapTag] [0x00000c24] [64] 1774466122709028, 2.77593, 0.0759519, -0.243526, -0.321917, 0.714342, 0.699052, 0.00447919, 0.0319681, 0, 0, 0, 0, 0, 0, 
[2026-03-25 15:15:22.713316] [0x0000007f7e7fb9a0] [MocapTag] [0x00000c24] [65] 1774466122713209, 2.78011, 0.0759519, -0.243526, -0.321917, 0.714342, 0.699052, 0.00447919, 0.0319681, 0, 0, 0, 0, 0, 0, 
[2026-03-25 15:15:22.717898] [0x0000007f7e7fb9a0] [MocapTag] [0x00000c24] [67] 1774466122717780, 2.78468, 0.0759519, -0.243526, -0.321917, 0.714342, 0.699052, 0.00447919, 0.0319681, 0, 0, 0, 0, 0, 0, 
[2026-03-25 15:15:22.718806] [0x0000007f7e7fb9a0] [MocapTag] [0x00000c24] [68] 1774466122718690, 2.78559, 0.0759773, -0.243507, -0.321946, 0.714283, 0.699111, 0.00456977, 0.0319868, 0, 0, 0, 0, 0, 0, 
[2026-03-25 15:15:22.721197] [0x0000007f7e7fb9a0] [MocapTag] [0x00000c24] [69] 1774466122721092, 2.788, 0.0759773, -0.243507, -0.321946, 0.714283, 0.699111, 0.00456977, 0.0319868, 0.00253524, 0, -0.00286944, 0, 0, 0, 
[2026-03-25 15:15:22.723771] [0x0000007f7e7fb9a0] [MocapTag] [0x00000c24] [70] 1774466122723665, 2.79057, 0.0759773, -0.243507, -0.321946, 0.714283, 0.699111, 0.00456977, 0.0319868, 0, 0, 0, 0, 0, 0, 
[2026-03-25 15:15:22.728429] [0x0000007f7e7fb9a0] [MocapTag] [0x00000c24] [72] 1774466122728321, 2.79522, 0.0759773, -0.243507, -0.321946, 0.714283, 0.699111, 0.00456977, 0.0319868, 0, 0, 0, 0, 0, 0, 
[2026-03-25 15:15:22.731943] [0x0000007f7e7fb9a0] [MocapTag] [0x00000c24] [73] 1774466122731836, 2.79874, 0.0759605, -0.243527, -0.321925, 0.714343, 0.699053, 0.00447055, 0.0319099, 0, 0, 0, 0, 0, 0, 
[2026-03-25 15:15:22.734012] [0x0000007f7e7fb9a0] [MocapTag] [0x00000c24] [74] 1774466122733907, 2.80081, 0.0759605, -0.243527, -0.321925, 0.714343, 0.699053, 0.00447055, 0.0319099, 0, -0.00206701, 0.00212775, 0, 0, 0, 
[2026-03-25 15:15:22.736528] [0x0000007f7e7fb9a0] [MocapTag] [0x00000c24] [75] 1774466122736443, 2.80335, 0.0759605, -0.243527, -0.321925, 0.714343, 0.699053, 0.00447055, 0.0319099, 0, 0, 0, 0, 0, 0, 
[2026-03-25 15:15:22.739221] [0x0000007f7e7fb9a0] [MocapTag] [0x00000c24] [77] 1774466122739113, 2.80602, 0.0759547, -0.24356, -0.321895, 0.714368, 0.69903, 0.00438379, 0.0318777, 0, 0, 0, 0, 0, 0, 
[2026-03-25 15:15:22.743529] [0x0000007f7e7fb9a0] [MocapTag] [0x00000c24] [78] 1774466122743421, 2.81032, 0.0759547, -0.24356, -0.321895, 0.714368, 0.69903, 0.00438379, 0.0318777, 0, -0.00326868, 0.00292832, 0, 0, 0, 
[2026-03-25 15:15:22.746433] [0x0000007f7e7fb9a0] [MocapTag] [0x00000c24] [79] 1774466122746338, 2.81324, 0.0759547, -0.24356, -0.321895, 0.714368, 0.69903, 0.00438379, 0.0318777, 0, 0, 0, 0, 0, 0, 
[2026-03-25 15:15:22.749105] [0x0000007f7e7fb9a0] [MocapTag] [0x00000c24] [81] 1774466122748995, 2.8159, 0.0759989, -0.2435, -0.321951, 0.714281, 0.699112, 0.00457387, 0.032006, 0, 0, 0, 0, 0, 0, 
[2026-03-25 15:15:22.751487] [0x0000007f7e7fb9a0] [MocapTag] [0x00000c24] [82] 1774466122751384, 2.81829, 0.0759989, -0.2435, -0.321951, 0.714281, 0.699112, 0.00457387, 0.032006, 0.00441985, 0.00602136, -0.00553138, 0, -0.0455882, 0, 
[2026-03-25 15:15:22.755195] [0x0000007f7e7fb9a0] [MocapTag] [0x00000c24] [83] 1774466122755087, 2.82199, 0.0759989, -0.2435, -0.321951, 0.714281, 0.699112, 0.00457387, 0.032006, 0, 0, 0, 0, 0, 0, 
[2026-03-25 15:15:22.756772] [0x0000007f7e7fb9a0] [MocapTag] [0x00000c24] [85] 1774466122756705, 2.82361, 0.0759989, -0.2435, -0.321951, 0.714281, 0.699112, 0.00457387, 0.032006, 0, 0, 0, 0, 0, 0, 
[2026-03-25 15:15:22.759811] [0x0000007f7e7fb9a0] [MocapTag] [0x00000c24] [86] 1774466122759704, 2.82661, 0.0759677, -0.243518, -0.321921, 0.71434, 0.699054, 0.00450325, 0.0319749, 0, 0, 0, 0, 0, 0, 
[2026-03-25 15:15:22.762884] [0x0000007f7e7fb9a0] [MocapTag] [0x00000c24] [87] 1774466122762779, 2.82968, 0.0759677, -0.243518, -0.321921, 0.71434, 0.699054, 0.00450325, 0.0319749, -0.00312408, 0, 0.00299352, 0, 0, 0, 
[2026-03-25 15:15:22.765535] [0x0000007f7e7fb9a0] [MocapTag] [0x00000c24] [88] 1774466122765432, 2.83234, 0.0759677, -0.243518, -0.321921, 0.71434, 0.699054, 0.00450325, 0.0319749, 0, 0, 0, 0, 0, 0, 
[2026-03-25 15:15:22.768134] [0x0000007f7e7fb9a0] [MocapTag] [0x00000c24] [90] 1774466122768022, 2.83493, 0.0759489, -0.243564, -0.321878, 0.714356, 0.699039, 0.0044528, 0.0319197, 0, 0, 0, 0, 0, 0, 
[2026-03-25 15:15:22.770895] [0x0000007f7e7fb9a0] [MocapTag] [0x00000c24] [91] 1774466122770791, 2.83769, 0.0759489, -0.243564, -0.321878, 0.714356, 0.699039, 0.0044528, 0.0319197, 0, -0.00460507, 0.00430474, 0, 0, 0, 
[2026-03-25 15:15:22.775188] [0x0000007f7e7fb9a0] [MocapTag] [0x00000c24] [92] 1774466122775083, 2.84199, 0.0759489, -0.243564, -0.321878, 0.714356, 0.699039, 0.0044528, 0.0319197, 0, 0, 0, 0, 0, 0, 
[2026-03-25 15:15:22.778067] [0x0000007f7e7fb9a0] [MocapTag] [0x00000c24] [94] 1774466122777953, 2.84486, 0.0759735, -0.243507, -0.321927, 0.714297, 0.699095, 0.00458389, 0.0320122, 0, 0, 0, 0, 0, 0, 
[2026-03-25 15:15:22.780797] [0x0000007f7e7fb9a0] [MocapTag] [0x00000c24] [95] 1774466122780689, 2.84759, 0.0759735, -0.243507, -0.321927, 0.714297, 0.699095, 0.00458389, 0.0320122, 0.0024601, 0.00564795, -0.00490737, 0, 0, 0, 
[2026-03-25 15:15:22.783372] [0x0000007f7e7fb9a0] [MocapTag] [0x00000c24] [96] 1774466122783269, 2.85017, 0.0759735, -0.243507, -0.321927, 0.714297, 0.699095, 0.00458389, 0.0320122, 0, 0, 0, 0, 0, 0, 
[2026-03-25 15:15:22.786159] [0x0000007f7e7fb9a0] [MocapTag] [0x00000c24] [97] 1774466122786041, 2.85294, 0.0759735, -0.243507, -0.321927, 0.714297, 0.699095, 0.00458389, 0.0320122, 0, 0, 0, 0, 0, 0, 
[2026-03-25 15:15:22.788741] [0x0000007f7e7fb9a0] [MocapTag] [0x00000c24] [99] 1774466122788584, 2.85549, 0.0760541, -0.243451, -0.321966, 0.714255, 0.699129, 0.00487741, 0.032177, 0, 0, 0, 0, 0, 0, 
[2026-03-25 15:15:22.793819] [0x0000007f7e7fb9a0] [MocapTag] [0x00000c24] [100] 1774466122793710, 2.86061, 0.0760541, -0.243451, -0.321966, 0.714255, 0.699129, 0.00487741, 0.032177, 0.00806009, 0.00564545, -0.0038771, 0, -0.0652365, 0, 
[2026-03-25 15:15:22.796772] [0x0000007f7e7fb9a0] [MocapTag] [0x00000c24] [102] 1774466122796705, 2.86361, 0.0760541, -0.243451, -0.321966, 0.714255, 0.699129, 0.00487741, 0.032177, 0, 0, 0, 0, 0, 0, 
[2026-03-25 15:15:22.799340] [0x0000007f7e7fb9a0] [MocapTag] [0x00000c24] [103] 1774466122799233, 2.86614, 0.0759661, -0.243519, -0.321854, 0.714496, 0.698893, 0.00457815, 0.0319865, 0, 0, 0, 0, 0, 0, 
[2026-03-25 15:15:22.802172] [0x0000007f7e7fb9a0] [MocapTag] [0x00000c24] [104] 1774466122802067, 2.86897, 0.0759661, -0.243519, -0.321854, 0.714496, 0.698893, 0.00457815, 0.0319865, -0.0088033, -0.00682138, 0.0111379, -0.0666499, 0.0707656, 0, 
[2026-03-25 15:15:22.806924] [0x0000007f7e7fb9a0] [MocapTag] [0x00000c24] [106] 1774466122806823, 2.87373, 0.0759661, -0.243519, -0.321854, 0.714496, 0.698893, 0.00457815, 0.0319865, 0, 0, 0, 0, 0, 0, 
[2026-03-25 15:15:22.809688] [0x0000007f7e7fb9a0] [MocapTag] [0x00000c24] [107] 1774466122809579, 2.87648, 0.0759695, -0.243584, -0.321858, 0.714394, 0.699001, 0.00450771, 0.0319174, 0, 0, 0, 0, 0, 0, 
[2026-03-25 15:15:22.812561] [0x0000007f7e7fb9a0] [MocapTag] [0x00000c24] [108] 1774466122812433, 2.87934, 0.0759695, -0.243584, -0.321858, 0.714394, 0.699001, 0.00450771, 0.0319174, 0, -0.00648526, 0, 0, 0, 0, 
[2026-03-25 15:15:22.815248] [0x0000007f7e7fb9a0] [MocapTag] [0x00000c24] [109] 1774466122815144, 2.88205, 0.0759695, -0.243584, -0.321858, 0.714394, 0.699001, 0.00450771, 0.0319174, 0, 0, 0, 0, 0, 0, 
[2026-03-25 15:15:22.818763] [0x0000007f7e7fb9a0] [MocapTag] [0x00000c24] [111] 1774466122818604, 2.88551, 0.0759438, -0.243526, -0.321955, 0.714287, 0.699109, 0.00436518, 0.0319589, 0, 0, 0, 0, 0, 0, 
[2026-03-25 15:15:22.822354] [0x0000007f7e7fb9a0] [MocapTag] [0x00000c24] [112] 1774466122822246, 2.88915, 0.0759438, -0.243526, -0.321955, 0.714287, 0.699109, 0.00436518, 0.0319589, -0.00257317, 0.00577791, -0.00967437, 0, 0, 0, 
[2026-03-25 15:15:22.825007] [0x0000007f7e7fb9a0] [MocapTag] [0x00000c24] [113] 1774466122824903, 2.89181, 0.0759438, -0.243526, -0.321955, 0.714287, 0.699109, 0.00436518, 0.0319589, 0, 0, 0, 0, 0, 0, 
[2026-03-25 15:15:22.828105] [0x0000007f7e7fb9a0] [MocapTag] [0x00000c24] [115] 1774466122827997, 2.8949, 0.0759219, -0.243211, -0.321596, 0.714686, 0.698619, 0.00443633, 0.0337028, 0, 0, 0, 0, 0, 0, 
[2026-03-25 15:15:22.830972] [0x0000007f7e7fb9a0] [MocapTag] [0x00000c24] [116] 1774466122830863, 2.89777, 0.0759219, -0.243211, -0.321596, 0.714686, 0.698619, 0.00443633, 0.0337028, -0.00219043, 0.0315049, 0.0358581, -0.137496, -0.251394, -0.243379, 
[2026-03-25 15:15:22.834317] [0x0000007f7e7fb9a0] [MocapTag] [0x00000c24] [117] 1774466122834210, 2.90111, 0.0759219, -0.243211, -0.321596, 0.714686, 0.698619, 0.00443633, 0.0337028, 0, 0, 0, 0, 0, 0, 
[2026-03-25 15:15:22.838130] [0x0000007f7e7fb9a0] [MocapTag] [0x00000c24] [119] 1774466122838021, 2.90492, 0.0759219, -0.243211, -0.321596, 0.714686, 0.698619, 0.00443633, 0.0337028, 0, 0, 0, 0, 0, 0, 
[2026-03-25 15:15:22.840532] [0x0000007f7e7fb9a0] [MocapTag] [0x00000c24] [120] 1774466122840425, 2.90733, 0.0760227, -0.243497, -0.321941, 0.714314, 0.699077, 0.00469159, 0.0320242, 0, 0, 0, 0, 0, 0, 
[2026-03-25 15:15:22.843254] [0x0000007f7e7fb9a0] [MocapTag] [0x00000c24] [121] 1774466122843147, 2.91005, 0.0760227, -0.243497, -0.321941, 0.714314, 0.699077, 0.00469159, 0.0320242, 0.0100755, -0.0285829, -0.0345266, 0.128961, 0.195741, 0.279452, 
[2026-03-25 15:15:22.846175] [0x0000007f7e7fb9a0] [MocapTag] [0x00000c24] [122] 1774466122846090, 2.91299, 0.0760227, -0.243497, -0.321941, 0.714314, 0.699077, 0.00469159, 0.0320242, 0, 0, 0, 0, 0, 0, 
[2026-03-25 15:15:22.848705] [0x0000007f7e7fb9a0] [MocapTag] [0x00000c24] [124] 1774466122848560, 2.91546, 0.0759662, -0.243522, -0.321855, 0.714521, 0.69887, 0.00457508, 0.031924, 0, 0, 0, 0, 0, 0, 
[2026-03-25 15:15:22.851913] [0x0000007f7e7fb9a0] [MocapTag] [0x00000c24] [125] 1774466122851805, 2.91871, 0.0759662, -0.243522, -0.321855, 0.714521, 0.69887, 0.00457508, 0.031924, -0.00564768, -0.00250988, 0.00868731, -0.0580311, 0, 0, 
[2026-03-25 15:15:22.857566] [0x0000007f7e7fb9a0] [MocapTag] [0x00000c24] [127] 1774466122857448, 2.92435, 0.0759662, -0.243522, -0.321855, 0.714521, 0.69887, 0.00457508, 0.031924, 0, 0, 0, 0, 0, 0, 
[2026-03-25 15:15:22.858232] [0x0000007f7e7fb9a0] [MocapTag] [0x00000c24] [128] 1774466122858120, 2.92502, 0.0759709, -0.243579, -0.321859, 0.714366, 0.69903, 0.00456949, 0.0318992, 0, 0, 0, 0, 0, 0, 
[2026-03-25 15:15:22.860426] [0x0000007f7e7fb9a0] [MocapTag] [0x00000c24] [129] 1774466122860318, 2.92722, 0.0759709, -0.243579, -0.321859, 0.714366, 0.69903, 0.00456949, 0.0318992, 0, -0.00574926, 0, 0.0447989, 0, 0, 
[2026-03-25 15:15:22.862892] [0x0000007f7e7fb9a0] [MocapTag] [0x00000c24] [130] 1774466122862786, 2.92969, 0.0759709, -0.243579, -0.321859, 0.714366, 0.69903, 0.00456949, 0.0318992, 0, 0, 0, 0, 0, 0, 
[2026-03-25 15:15:22.865940] [0x0000007f7e7fb9a0] [MocapTag] [0x00000c24] [131] 1774466122865824, 2.93273, 0.0759709, -0.243579, -0.321859, 0.714366, 0.69903, 0.00456949, 0.0318992, 0, 0, 0, 0, 0, 0, 
[2026-03-25 15:15:22.869671] [0x0000007f7e7fb9a0] [MocapTag] [0x00000c24] [133] 1774466122869562, 2.93647, 0.0759293, -0.243546, -0.321897, 0.714352, 0.699043, 0.00445806, 0.0319502, 0, 0, 0, 0, 0, 0, 
[2026-03-25 15:15:22.872428] [0x0000007f7e7fb9a0] [MocapTag] [0x00000c24] [134] 1774466122872320, 2.93922, 0.0759293, -0.243546, -0.321897, 0.714352, 0.699043, 0.00445806, 0.0319502, -0.00416147, 0.00331648, -0.00380878, 0, 0, 0, 
[2026-03-25 15:15:22.875111] [0x0000007f7e7fb9a0] [MocapTag] [0x00000c24] [135] 1774466122875010, 2.94191, 0.0759293, -0.243546, -0.321897, 0.714352, 0.699043, 0.00445806, 0.0319502, 0, 0, 0, 0, 0, 0, 
[2026-03-25 15:15:22.877842] [0x0000007f7e7fb9a0] [MocapTag] [0x00000c24] [137] 1774466122877730, 2.94463, 0.0758801, -0.243292, -0.321674, 0.714222, 0.699089, 0.00425172, 0.0338182, 0, 0, 0, 0, 0, 0, 
[2026-03-25 15:15:22.880564] [0x0000007f7e7fb9a0] [MocapTag] [0x00000c24] [138] 1774466122880456, 2.94736, 0.0758801, -0.243292, -0.321674, 0.714222, 0.699089, 0.00425172, 0.0338182, -0.00491813, 0.0253931, 0.0222799, 0, -0.232187, -0.295953, 
