[2026-03-25 15:15:22.566655] [0x0000007f8f54a7c0] [MocapTag] [0x00000c24] [2] Mocap timestamp, Mocap time [s], Mocap position x [m], Mocap position y [m], Mocap position z [m], Mocap Quaternion q0 [-], Mocap Quaternion q1 [-], Mocap Quaternion q2 [-], Mocap Quaternion q3 [-], Mocap Velocity x [m/s], Mocap Velocity y [m/s], Mocap Velocity z [m/s], Mocap Angular velocity x [rad/s], Mocap Angular velocity y [rad/s], Mocap Angular velocity z [rad/s], 
[2026-03-25 15:16:05.254172] [0x0000007f7e7fb9a0] [MocapTag] [0x00000c24] [19178] 1774466165254061, 45.321, -0.094207, -0.163686, -1.3081, 0.607247, 0.593136, 0.376008, 0.371563, 0, 0, 0, 0, 0, 0, 
[2026-03-25 15:16:05.256997] [0x0000007f7e7fb9a0] [MocapTag] [0x00000c24] [19179] 1774466165256883, 45.3238, -0.094207, -0.163686, -1.3081, 0.607247, 0.593136, 0.376008, 0.371563, 0.02424, 0.0360353, -0.00243525, 0.0676036, 0.0547409, 0, 
[2026-03-25 15:16:05.259705] [0x0000007f7e7fb9a0] [MocapTag] [0x00000c24] [19181] 1774466165259604, 45.3265, -0.094207, -0.163686, -1.3081, 0.607247, 0.593136, 0.376008, 0.371563, 0, 0, 0, 0, 0, 0, 
[2026-03-25 15:16:05.262513] [0x0000007f7e7fb9a0] [MocapTag] [0x00000c24] [19182] 1774466165262403, 45.3293, -0.094207, -0.163686, -1.3081, 0.607247, 0.593136, 0.376008, 0.371563, 0, 0, 0, 0, 0, 0, 
[2026-03-25 15:16:05.264898] [0x0000007f7e7fb9a0] [MocapTag] [0x00000c24] [19183] 1774466165264792, 45.3317, -0.0939149, -0.1633, -1.30811, 0.607108, 0.593528, 0.375721, 0.371453, 0, 0, 0, 0, 0, 0, 
[2026-03-25 15:16:05.268671] [0x0000007f7e7fb9a0] [MocapTag] [0x00000c24] [19184] 1774466165268516, 45.3354, -0.0939149, -0.1633, -1.30811, 0.607108, 0.593528, 0.375721, 0.371453, 0.0292039, 0.038608, 0, 0.117397, 0.06603, 0.0450132, 
[2026-03-25 15:16:05.271308] [0x0000007f7e7fb9a0] [MocapTag] [0x00000c24] [19186] 1774466165271198, 45.3381, -0.0939149, -0.1633, -1.30811, 0.607108, 0.593528, 0.375721, 0.371453, 0, 0, 0, 0, 0, 0, 
[2026-03-25 15:16:05.274143] [0x0000007f7e7fb9a0] [MocapTag] [0x00000c24] [19187] 1774466165274034, 45.3409, -0.0939149, -0.1633, -1.30811, 0.607108, 0.593528, 0.375721, 0.371453, 0, 0, 0, 0, 0, 0, 
[2026-03-25 15:16:05.277028] [0x0000007f7e7fb9a0] [MocapTag] [0x00000c24] [19188] 1774466165276916, 45.3438, -0.0935708, -0.162897, -1.30812, 0.607147, 0.59376, 0.375384, 0.371361, 0, 0, 0, 0, 0, 0, 
[2026-03-25 15:16:05.279635] [0x0000007f7e7fb9a0] [MocapTag] [0x00000c24] [19190] 1774466165279528, 45.3464, -0.0935708, -0.162897, -1.30812, 0.607147, 0.59376, 0.375384, 0.371361, 0.0344178, 0.040293, 0, 0, 0.0719547, 0, 
[2026-03-25 15:16:05.283838] [0x0000007f7e7fb9a0] [MocapTag] [0x00000c24] [19191] 1774466165283728, 45.3506, -0.0935708, -0.162897, -1.30812, 0.607147, 0.59376, 0.375384, 0.371361, 0, 0, 0, 0, 0, 0, 
[2026-03-25 15:16:05.286633] [0x0000007f7e7fb9a0] [MocapTag] [0x00000c24] [19192] 1774466165286512, 45.3534, -0.0932892, -0.162578, -1.30814, 0.607095, 0.594135, 0.375063, 0.371171, 0, 0, 0, 0, 0, 0, 
[2026-03-25 15:16:05.289311] [0x0000007f7e7fb9a0] [MocapTag] [0x00000c24] [19193] 1774466165289223, 45.3561, -0.0932892, -0.162578, -1.30814, 0.607095, 0.594135, 0.375063, 0.371171, 0.0281508, 0.0318983, -0.00247799, 0.0972748, 0.0849724, 0.0402373, 
[2026-03-25 15:16:05.291946] [0x0000007f7e7fb9a0] [MocapTag] [0x00000c24] [19195] 1774466165291837, 45.3587, -0.0932892, -0.162578, -1.30814, 0.607095, 0.594135, 0.375063, 0.371171, 0, 0, 0, 0, 0, 0, 
[2026-03-25 15:16:05.294529] [0x0000007f7e7fb9a0] [MocapTag] [0x00000c24] [19196] 1774466165294421, 45.3613, -0.0930023, -0.162247, -1.30815, 0.607079, 0.594357, 0.374801, 0.371106, 0, 0, 0, 0, 0, 0, 
[2026-03-25 15:16:05.297348] [0x0000007f7e7fb9a0] [MocapTag] [0x00000c24] [19197] 1774466165297234, 45.3641, -0.0930023, -0.162247, -1.30815, 0.607079, 0.594357, 0.374801, 0.371106, 0.0286964, 0.0330912, 0, 0, 0.0546217, 0, 
[2026-03-25 15:16:05.300441] [0x0000007f7e7fb9a0] [MocapTag] [0x00000c24] [19199] 1774466165300331, 45.3672, -0.0930023, -0.162247, -1.30815, 0.607079, 0.594357, 0.374801, 0.371106, 0, 0, 0, 0, 0, 0, 
[2026-03-25 15:16:05.303330] [0x0000007f7e7fb9a0] [MocapTag] [0x00000c24] [19200] 1774466165303222, 45.3701, -0.0930023, -0.162247, -1.30815, 0.607079, 0.594357, 0.374801, 0.371106, 0, 0, 0, 0, 0, 0, 
[2026-03-25 15:16:05.306061] [0x0000007f7e7fb9a0] [MocapTag] [0x00000c24] [19201] 1774466165305947, 45.3728, -0.092651, -0.161878, -1.3082, 0.607057, 0.594798, 0.374352, 0.370888, 0, 0, 0, 0, 0, 0, 
[2026-03-25 15:16:05.308838] [0x0000007f7e7fb9a0] [MocapTag] [0x00000c24] [19202] 1774466165308750, 45.3757, -0.092651, -0.161878, -1.3082, 0.607057, 0.594798, 0.374352, 0.370888, 0.0351253, 0.0369567, -0.00513521, 0.090909, 0.111079, 0, 
[2026-03-25 15:16:05.311295] [0x0000007f7e7fb9a0] [MocapTag] [0x00000c24] [19204] 1774466165311186, 45.3781, -0.092651, -0.161878, -1.3082, 0.607057, 0.594798, 0.374352, 0.370888, 0, 0, 0, 0, 0, 0, 
[2026-03-25 15:16:05.316406] [0x0000007f7e7fb9a0] [MocapTag] [0x00000c24] [19205] 1774466165316293, 45.3832, -0.092651, -0.161878, -1.3082, 0.607057, 0.594798, 0.374352, 0.370888, 0, 0, 0, 0, 0, 0, 
[2026-03-25 15:16:05.318831] [0x0000007f7e7fb9a0] [MocapTag] [0x00000c24] [19206] 1774466165318746, 45.3856, -0.0924055, -0.161542, -1.30823, 0.607037, 0.595, 0.374127, 0.370824, 0, 0, 0, 0, 0, 0, 
[2026-03-25 15:16:05.321684] [0x0000007f7e7fb9a0] [MocapTag] [0x00000c24] [19208] 1774466165321574, 45.3885, -0.0924055, -0.161542, -1.30823, 0.607037, 0.595, 0.374127, 0.370824, 0.024553, 0.0335872, -0.00292654, 0.0349522, 0.0482321, 0, 
[2026-03-25 15:16:05.324529] [0x0000007f7e7fb9a0] [MocapTag] [0x00000c24] [19209] 1774466165324421, 45.3913, -0.0924055, -0.161542, -1.30823, 0.607037, 0.595, 0.374127, 0.370824, 0, 0, 0, 0, 0, 0, 
[2026-03-25 15:16:05.326988] [0x0000007f7e7fb9a0] [MocapTag] [0x00000c24] [19210] 1774466165326877, 45.3938, -0.0921673, -0.16127, -1.30832, 0.607027, 0.595245, 0.374005, 0.370569, 0, 0, 0, 0, 0, 0, 
[2026-03-25 15:16:05.331822] [0x0000007f7e7fb9a0] [MocapTag] [0x00000c24] [19212] 1774466165331710, 45.3986, -0.0921673, -0.16127, -1.30832, 0.607027, 0.595245, 0.374005, 0.370569, 0.0238162, 0.0272159, -0.00839044, 0.093627, 0.0620961, 0.0811012, 
[2026-03-25 15:16:05.334518] [0x0000007f7e7fb9a0] [MocapTag] [0x00000c24] [19213] 1774466165334410, 45.4013, -0.0921673, -0.16127, -1.30832, 0.607027, 0.595245, 0.374005, 0.370569, 0, 0, 0, 0, 0, 0, 
[2026-03-25 15:16:05.337244] [0x0000007f7e7fb9a0] [MocapTag] [0x00000c24] [19214] 1774466165337126, 45.404, -0.091848, -0.160886, -1.30836, 0.607058, 0.595522, 0.373529, 0.370555, 0, 0, 0, 0, 0, 0, 
[2026-03-25 15:16:05.340050] [0x0000007f7e7fb9a0] [MocapTag] [0x00000c24] [19216] 1774466165339934, 45.4068, -0.091848, -0.160886, -1.30836, 0.607058, 0.595522, 0.373529, 0.370555, 0.0319337, 0.038419, -0.00458646, 0, 0.0823379, -0.0802719, 
[2026-03-25 15:16:05.342733] [0x0000007f7e7fb9a0] [MocapTag] [0x00000c24] [19217] 1774466165342626, 45.4095, -0.091848, -0.160886, -1.30836, 0.607058, 0.595522, 0.373529, 0.370555, 0, 0, 0, 0, 0, 0, 
[2026-03-25 15:16:05.345562] [0x0000007f7e7fb9a0] [MocapTag] [0x00000c24] [19218] 1774466165345453, 45.4124, -0.0915094, -0.160596, -1.30841, 0.607143, 0.595879, 0.372999, 0.370375, 0, 0, 0, 0, 0, 0, 
[2026-03-25 15:16:05.348593] [0x0000007f7e7fb9a0] [MocapTag] [0x00000c24] [19219] 1774466165348506, 45.4154, -0.0915094, -0.160596, -1.30841, 0.607143, 0.595879, 0.372999, 0.370375, 0.0338549, 0.0289444, -0.00522833, 0, 0.118494, -0.044126, 
[2026-03-25 15:16:05.351440] [0x0000007f7e7fb9a0] [MocapTag] [0x00000c24] [19221] 1774466165351331, 45.4182, -0.0915094, -0.160596, -1.30841, 0.607143, 0.595879, 0.372999, 0.370375, 0, 0, 0, 0, 0, 0, 
[2026-03-25 15:16:05.354200] [0x0000007f7e7fb9a0] [MocapTag] [0x00000c24] [19222] 1774466165354091, 45.421, -0.0915094, -0.160596, -1.30841, 0.607143, 0.595879, 0.372999, 0.370375, 0, 0, 0, 0, 0, 0, 
[2026-03-25 15:16:05.356958] [0x0000007f7e7fb9a0] [MocapTag] [0x00000c24] [19223] 1774466165356847, 45.4237, -0.0913089, -0.160299, -1.3085, 0.607139, 0.596044, 0.372737, 0.370379, 0, 0, 0, 0, 0, 0, 
[2026-03-25 15:16:05.359935] [0x0000007f7e7fb9a0] [MocapTag] [0x00000c24] [19225] 1774466165359854, 45.4268, -0.0913089, -0.160299, -1.3085, 0.607139, 0.596044, 0.372737, 0.370379, 0.0200562, 0.0297131, -0.00909001, 0, 0.0433207, -0.0418463, 
[2026-03-25 15:16:05.364309] [0x0000007f7e7fb9a0] [MocapTag] [0x00000c24] [19226] 1774466165364198, 45.4311, -0.0913089, -0.160299, -1.3085, 0.607139, 0.596044, 0.372737, 0.370379, 0, 0, 0, 0, 0, 0, 
[2026-03-25 15:16:05.366994] [0x0000007f7e7fb9a0] [MocapTag] [0x00000c24] [19227] 1774466165366879, 45.4338, -0.0910441, -0.159958, -1.30858, 0.607035, 0.596431, 0.372431, 0.370235, 0, 0, 0, 0, 0, 0, 
[2026-03-25 15:16:05.369928] [0x0000007f7e7fb9a0] [MocapTag] [0x00000c24] [19229] 1774466165369842, 45.4367, -0.0910441, -0.159958, -1.30858, 0.607035, 0.596431, 0.372431, 0.370235, 0.026482, 0.0341088, -0.00769835, 0.107896, 0.0746727, 0.0409444, 
[2026-03-25 15:16:05.372577] [0x0000007f7e7fb9a0] [MocapTag] [0x00000c24] [19230] 1774466165372469, 45.4394, -0.0910441, -0.159958, -1.30858, 0.607035, 0.596431, 0.372431, 0.370235, 0, 0, 0, 0, 0, 0, 
[2026-03-25 15:16:05.375779] [0x0000007f7e7fb9a0] [MocapTag] [0x00000c24] [19231] 1774466165375664, 45.4426, -0.090715, -0.159587, -1.30863, 0.607055, 0.596661, 0.371958, 0.370308, 0, 0, 0, 0, 0, 0, 
[2026-03-25 15:16:05.380323] [0x0000007f7e7fb9a0] [MocapTag] [0x00000c24] [19233] 1774466165380201, 45.4471, -0.090715, -0.159587, -1.30863, 0.607055, 0.596661, 0.371958, 0.370308, 0.0329074, 0.0371197, -0.00531605, 0, 0.0674367, -0.109067, 
[2026-03-25 15:16:05.383284] [0x0000007f7e7fb9a0] [MocapTag] [0x00000c24] [19234] 1774466165383175, 45.4501, -0.090715, -0.159587, -1.30863, 0.607055, 0.596661, 0.371958, 0.370308, 0, 0, 0, 0, 0, 0, 
[2026-03-25 15:16:05.385668] [0x0000007f7e7fb9a0] [MocapTag] [0x00000c24] [19235] 1774466165385563, 45.4525, -0.0905191, -0.159272, -1.30876, 0.606986, 0.596953, 0.371693, 0.370214, 0, 0, 0, 0, 0, 0, 
[2026-03-25 15:16:05.388610] [0x0000007f7e7fb9a0] [MocapTag] [0x00000c24] [19236] 1774466165388502, 45.4554, -0.0905191, -0.159272, -1.30876, 0.606986, 0.596953, 0.371693, 0.370214, 0.0195909, 0.0314579, -0.0123376, 0.0706792, 0.0593901, 0, 
[2026-03-25 15:16:05.391193] [0x0000007f7e7fb9a0] [MocapTag] [0x00000c24] [19238] 1774466165391082, 45.458, -0.0905191, -0.159272, -1.30876, 0.606986, 0.596953, 0.371693, 0.370214, 0, 0, 0, 0, 0, 0, 
[2026-03-25 15:16:05.395572] [0x0000007f7e7fb9a0] [MocapTag] [0x00000c24] [19239] 1774466165395463, 45.4624, -0.0905191, -0.159272, -1.30876, 0.606986, 0.596953, 0.371693, 0.370214, 0, 0, 0, 0, 0, 0, 
[2026-03-25 15:16:05.398235] [0x0000007f7e7fb9a0] [MocapTag] [0x00000c24] [19240] 1774466165398122, 45.465, -0.0902793, -0.159004, -1.30885, 0.606998, 0.597164, 0.371405, 0.370145, 0, 0, 0, 0, 0, 0, 
[2026-03-25 15:16:05.401129] [0x0000007f7e7fb9a0] [MocapTag] [0x00000c24] [19242] 1774466165401016, 45.4679, -0.0902793, -0.159004, -1.30885, 0.606998, 0.597164, 0.371405, 0.370145, 0.0239795, 0.0267885, -0.00870032, 0, 0.0595689, 0, 
[2026-03-25 15:16:05.403897] [0x0000007f7e7fb9a0] [MocapTag] [0x00000c24] [19243] 1774466165403791, 45.4707, -0.0902793, -0.159004, -1.30885, 0.606998, 0.597164, 0.371405, 0.370145, 0, 0, 0, 0, 0, 0, 
[2026-03-25 15:16:05.406719] [0x0000007f7e7fb9a0] [MocapTag] [0x00000c24] [19244] 1774466165406605, 45.4735, -0.0899748, -0.158645, -1.30894, 0.606966, 0.597591, 0.37094, 0.369974, 0, 0, 0, 0, 0, 0, 
[2026-03-25 15:16:05.411103] [0x0000007f7e7fb9a0] [MocapTag] [0x00000c24] [19246] 1774466165410981, 45.4779, -0.0899748, -0.158645, -1.30894, 0.606966, 0.597591, 0.37094, 0.369974, 0.0304479, 0.0359811, -0.00977172, 0.0786662, 0.105715, 0, 
[2026-03-25 15:16:05.413803] [0x0000007f7e7fb9a0] [MocapTag] [0x00000c24] [19247] 1774466165413694, 45.4806, -0.0899748, -0.158645, -1.30894, 0.606966, 0.597591, 0.37094, 0.369974, 0, 0, 0, 0, 0, 0, 
[2026-03-25 15:16:05.416478] [0x0000007f7e7fb9a0] [MocapTag] [0x00000c24] [19248] 1774466165416366, 45.4833, -0.0897656, -0.158369, -1.30905, 0.606919, 0.59779, 0.370724, 0.369947, 0, 0, 0, 0, 0, 0, 
[2026-03-25 15:16:05.419290] [0x0000007f7e7fb9a0] [MocapTag] [0x00000c24] [19250] 1774466165419225, 45.4861, -0.0897656, -0.158369, -1.30905, 0.606919, 0.59779, 0.370724, 0.369947, 0.0209186, 0.0275212, -0.0102927, 0.0358939, 0.0404, 0, 
[2026-03-25 15:16:05.421930] [0x0000007f7e7fb9a0] [MocapTag] [0x00000c24] [19251] 1774466165421822, 45.4887, -0.0897656, -0.158369, -1.30905, 0.606919, 0.59779, 0.370724, 0.369947, 0, 0, 0, 0, 0, 0, 
[2026-03-25 15:16:05.425991] [0x0000007f7e7fb9a0] [MocapTag] [0x00000c24] [19252] 1774466165425877, 45.4928, -0.0896, -0.158022, -1.30919, 0.606763, 0.598089, 0.370584, 0.36986, 0, 0, 0, 0, 0, 0, 
[2026-03-25 15:16:05.428889] [0x0000007f7e7fb9a0] [MocapTag] [0x00000c24] [19254] 1774466165428830, 45.4957, -0.0896, -0.158022, -1.30919, 0.606763, 0.598089, 0.370584, 0.36986, 0.0165674, 0.0347014, -0.0147519, 0.113845, 0.0374794, 0.0616131, 
[2026-03-25 15:16:05.431808] [0x0000007f7e7fb9a0] [MocapTag] [0x00000c24] [19255] 1774466165431699, 45.4986, -0.0896, -0.158022, -1.30919, 0.606763, 0.598089, 0.370584, 0.36986, 0, 0, 0, 0, 0, 0, 
[2026-03-25 15:16:05.434123] [0x0000007f7e7fb9a0] [MocapTag] [0x00000c24] [19256] 1774466165434019, 45.5009, -0.0896, -0.158022, -1.30919, 0.606763, 0.598089, 0.370584, 0.36986, 0, 0, 0, 0, 0, 0, 
[2026-03-25 15:16:05.436915] [0x0000007f7e7fb9a0] [MocapTag] [0x00000c24] [19257] 1774466165436798, 45.5037, -0.0893355, -0.157679, -1.30929, 0.606719, 0.598425, 0.37012, 0.369853, 0, 0, 0, 0, 0, 0, 
[2026-03-25 15:16:05.441214] [0x0000007f7e7fb9a0] [MocapTag] [0x00000c24] [19259] 1774466165441102, 45.508, -0.0893355, -0.157679, -1.30929, 0.606719, 0.598425, 0.37012, 0.369853, 0.0264466, 0.0343526, -0.00940109, 0, 0.0786543, -0.0565803, 
[2026-03-25 15:16:05.443887] [0x0000007f7e7fb9a0] [MocapTag] [0x00000c24] [19260] 1774466165443781, 45.5107, -0.0893355, -0.157679, -1.30929, 0.606719, 0.598425, 0.37012, 0.369853, 0, 0, 0, 0, 0, 0, 
[2026-03-25 15:16:05.446646] [0x0000007f7e7fb9a0] [MocapTag] [0x00000c24] [19261] 1774466165446531, 45.5134, -0.0891194, -0.157347, -1.30941, 0.606694, 0.598661, 0.369832, 0.3698, 0, 0, 0, 0, 0, 0, 
[2026-03-25 15:16:05.449635] [0x0000007f7e7fb9a0] [MocapTag] [0x00000c24] [19262] 1774466165449544, 45.5164, -0.0891194, -0.157347, -1.30941, 0.606694, 0.598661, 0.369832, 0.3698, 0.0216111, 0.0332262, -0.0125659, 0, 0.0566125, 0, 
[2026-03-25 15:16:05.453574] [0x0000007f7e7fb9a0] [MocapTag] [0x00000c24] [19264] 1774466165453464, 45.5204, -0.0891194, -0.157347, -1.30941, 0.606694, 0.598661, 0.369832, 0.3698, 0, 0, 0, 0, 0, 0, 
[2026-03-25 15:16:05.455789] [0x0000007f7e7fb9a0] [MocapTag] [0x00000c24] [19265] 1774466165455672, 45.5226, -0.0889254, -0.157098, -1.30953, 0.606679, 0.598927, 0.369551, 0.369674, 0, 0, 0, 0, 0, 0, 
[2026-03-25 15:16:05.458723] [0x0000007f7e7fb9a0] [MocapTag] [0x00000c24] [19266] 1774466165458600, 45.5255, -0.0889254, -0.157098, -1.30953, 0.606679, 0.598927, 0.369551, 0.369674, 0.0193951, 0.0248656, -0.0119254, 0.0514984, 0.0674129, 0, 
[2026-03-25 15:16:05.461309] [0x0000007f7e7fb9a0] [MocapTag] [0x00000c24] [19268] 1774466165461198, 45.5281, -0.0889254, -0.157098, -1.30953, 0.606679, 0.598927, 0.369551, 0.369674, 0, 0, 0, 0, 0, 0, 
[2026-03-25 15:16:05.464007] [0x0000007f7e7fb9a0] [MocapTag] [0x00000c24] [19269] 1774466165463901, 45.5308, -0.0889254, -0.157098, -1.30953, 0.606679, 0.598927, 0.369551, 0.369674, 0, 0, 0, 0, 0, 0, 
[2026-03-25 15:16:05.466722] [0x0000007f7e7fb9a0] [MocapTag] [0x00000c24] [19270] 1774466165466610, 45.5335, -0.0887046, -0.156762, -1.30967, 0.606663, 0.599166, 0.369201, 0.369663, 0, 0, 0, 0, 0, 0, 
[2026-03-25 15:16:05.471117] [0x0000007f7e7fb9a0] [MocapTag] [0x00000c24] [19272] 1774466165470993, 45.5379, -0.0887046, -0.156762, -1.30967, 0.606663, 0.599166, 0.369201, 0.369663, 0.022086, 0.0336056, -0.0134512, 0, 0.0601292, -0.0463796, 
[2026-03-25 15:16:05.474054] [0x0000007f7e7fb9a0] [MocapTag] [0x00000c24] [19273] 1774466165473944, 45.5408, -0.0887046, -0.156762, -1.30967, 0.606663, 0.599166, 0.369201, 0.369663, 0, 0, 0, 0, 0, 0, 
[2026-03-25 15:16:05.476476] [0x0000007f7e7fb9a0] [MocapTag] [0x00000c24] [19274] 1774466165476361, 45.5433, -0.0884402, -0.156489, -1.30991, 0.606866, 0.599302, 0.3688, 0.369511, 0, 0, 0, 0, 0, 0, 
[2026-03-25 15:16:05.479313] [0x0000007f7e7fb9a0] [MocapTag] [0x00000c24] [19276] 1774466165479241, 45.5461, -0.0884402, -0.156489, -1.30991, 0.606866, 0.599302, 0.3688, 0.369511, 0.0264387, 0.0273326, -0.0244041, -0.0549674, 0.0922441, -0.0734751, 
[2026-03-25 15:16:05.481989] [0x0000007f7e7fb9a0] [MocapTag] [0x00000c24] [19277] 1774466165481855, 45.5488, -0.0884402, -0.156489, -1.30991, 0.606866, 0.599302, 0.3688, 0.369511, 0, 0, 0, 0, 0, 0, 
[2026-03-25 15:16:05.486087] [0x0000007f7e7fb9a0] [MocapTag] [0x00000c24] [19278] 1774466165485978, 45.5529, -0.0884313, -0.156398, -1.31041, 0.607085, 0.599167, 0.369162, 0.369007, 0, 0, 0, 0, 0, 0, 
[2026-03-25 15:16:05.488968] [0x0000007f7e7fb9a0] [MocapTag] [0x00000c24] [19279] 1774466165488883, 45.5558, -0.0884313, -0.156398, -1.31041, 0.607085, 0.599167, 0.369162, 0.369007, 0, 0.00909505, -0.0496605, 0.0476122, 0, 0.173015, 
[2026-03-25 15:16:05.491570] [0x0000007f7e7fb9a0] [MocapTag] [0x00000c24] [19281] 1774466165491460, 45.5584, -0.0884313, -0.156398, -1.31041, 0.607085, 0.599167, 0.369162, 0.369007, 0, 0, 0, 0, 0, 0, 
[2026-03-25 15:16:05.494131] [0x0000007f7e7fb9a0] [MocapTag] [0x00000c24] [19282] 1774466165494026, 45.5609, -0.0884313, -0.156398, -1.31041, 0.607085, 0.599167, 0.369162, 0.369007, 0, 0, 0, 0, 0, 0, 
[2026-03-25 15:16:05.496990] [0x0000007f7e7fb9a0] [MocapTag] [0x00000c24] [19283] 1774466165496877, 45.5638, -0.0883086, -0.156141, -1.31094, 0.607224, 0.599719, 0.368482, 0.368561, 0, 0, 0, 0, 0, 0, 
[2026-03-25 15:16:05.501317] [0x0000007f7e7fb9a0] [MocapTag] [0x00000c24] [19285] 1774466165501205, 45.5681, -0.0883086, -0.156141, -1.31094, 0.607224, 0.599719, 0.368482, 0.368561, 0.0122695, 0.0256341, -0.052822, 0.0775099, 0.186563, 0, 
[2026-03-25 15:16:05.504013] [0x0000007f7e7fb9a0] [MocapTag] [0x00000c24] [19286] 1774466165503906, 45.5708, -0.0883086, -0.156141, -1.31094, 0.607224, 0.599719, 0.368482, 0.368561, 0, 0, 0, 0, 0, 0, 
[2026-03-25 15:16:05.506820] [0x0000007f7e7fb9a0] [MocapTag] [0x00000c24] [19287] 1774466165506707, 45.5736, -0.0881447, -0.155435, -1.31189, 0.606698, 0.600248, 0.367418, 0.369628, 0, 0, 0, 0, 0, 0, 
[2026-03-25 15:16:05.509651] [0x0000007f7e7fb9a0] [MocapTag] [0x00000c24] [19289] 1774466165509595, 45.5765, -0.0881447, -0.155435, -1.31189, 0.606698, 0.600248, 0.367418, 0.369628, 0.0163956, 0.0705921, -0.095841, -0.0649691, 0, -0.392704, 
[2026-03-25 15:16:05.512375] [0x0000007f7e7fb9a0] [MocapTag] [0x00000c24] [19290] 1774466165512266, 45.5792, -0.0881447, -0.155435, -1.31189, 0.606698, 0.600248, 0.367418, 0.369628, 0, 0, 0, 0, 0, 0, 
[2026-03-25 15:16:05.514943] [0x0000007f7e7fb9a0] [MocapTag] [0x00000c24] [19291] 1774466165514834, 45.5817, -0.0880057, -0.1552, -1.31246, 0.606951, 0.600148, 0.367717, 0.369076, 0, 0, 0, 0, 0, 0, 
[2026-03-25 15:16:05.518117] [0x0000007f7e7fb9a0] [MocapTag] [0x00000c24] [19292] 1774466165518030, 45.5849, -0.0880057, -0.1552, -1.31246, 0.606951, 0.600148, 0.367717, 0.369076, 0.0138928, 0.023485, -0.0569723, 0.0454903, 0.0406504, 0.169437, 
[2026-03-25 15:16:05.520826] [0x0000007f7e7fb9a0] [MocapTag] [0x00000c24] [19294] 1774466165520716, 45.5876, -0.0880057, -0.1552, -1.31246, 0.606951, 0.600148, 0.367717, 0.369076, 0, 0, 0, 0, 0, 0, 
[2026-03-25 15:16:05.523280] [0x0000007f7e7fb9a0] [MocapTag] [0x00000c24] [19295] 1774466165523174, 45.5901, -0.0880057, -0.1552, -1.31246, 0.606951, 0.600148, 0.367717, 0.369076, 0, 0, 0, 0, 0, 0, 
[2026-03-25 15:16:05.525907] [0x0000007f7e7fb9a0] [MocapTag] [0x00000c24] [19296] 1774466165525793, 45.5927, -0.0879432, -0.155123, -1.31295, 0.607453, 0.59974, 0.367871, 0.368759, 0, 0, 0, 0, 0, 0, 
[2026-03-25 15:16:05.528881] [0x0000007f7e7fb9a0] [MocapTag] [0x00000c24] [19297] 1774466165528793, 45.5957, -0.0879432, -0.155123, -1.31295, 0.607453, 0.59974, 0.367871, 0.368759, 0.00625564, 0.00771833, -0.0483087, -0.163507, 0, 0, 
[2026-03-25 15:16:05.533215] [0x0000007f7e7fb9a0] [MocapTag] [0x00000c24] [19299] 1774466165533104, 45.6, -0.0879432, -0.155123, -1.31295, 0.607453, 0.59974, 0.367871, 0.368759, 0, 0, 0, 0, 0, 0, 
[2026-03-25 15:16:05.536098] [0x0000007f7e7fb9a0] [MocapTag] [0x00000c24] [19300] 1774466165535980, 45.6029, -0.087761, -0.154947, -1.3135, 0.607855, 0.59964, 0.36801, 0.368122, 0, 0, 0, 0, 0, 0, 
[2026-03-25 15:16:05.538922] [0x0000007f7e7fb9a0] [MocapTag] [0x00000c24] [19302] 1774466165538865, 45.6058, -0.087761, -0.154947, -1.3135, 0.607855, 0.59964, 0.36801, 0.368122, 0.0182154, 0.0176054, -0.0548959, 0, 0.0817895, 0.126968, 
[2026-03-25 15:16:05.541558] [0x0000007f7e7fb9a0] [MocapTag] [0x00000c24] [19303] 1774466165541447, 45.6084, -0.087761, -0.154947, -1.3135, 0.607855, 0.59964, 0.36801, 0.368122, 0, 0, 0, 0, 0, 0, 
[2026-03-25 15:16:05.544384] [0x0000007f7e7fb9a0] [MocapTag] [0x00000c24] [19304] 1774466165544278, 45.6112, -0.087761, -0.154947, -1.3135, 0.607855, 0.59964, 0.36801, 0.368122, 0, 0, 0, 0, 0, 0, 
[2026-03-25 15:16:05.547113] [0x0000007f7e7fb9a0] [MocapTag] [0x00000c24] [19305] 1774466165547000, 45.6139, -0.0876449, -0.154785, -1.31399, 0.608286, 0.599468, 0.368059, 0.367639, 0, 0, 0, 0, 0, 0, 
[2026-03-25 15:16:05.552349] [0x0000007f7e7fb9a0] [MocapTag] [0x00000c24] [19307] 1774466165552238, 45.6191, -0.0876449, -0.154785, -1.31399, 0.608286, 0.599468, 0.368059, 0.367639, 0.0116143, 0.0162596, -0.0498406, -0.0708699, 0.0715852, 0.0459829, 
[2026-03-25 15:16:05.556014] [0x0000007f7e7fb9a0] [MocapTag] [0x00000c24] [19308] 1774466165555901, 45.6228, -0.0875419, -0.154658, -1.31447, 0.608788, 0.598908, 0.368266, 0.367514, 0, 0, 0, 0, 0, 0, 
[2026-03-25 15:16:05.559469] [0x0000007f7e7fb9a0] [MocapTag] [0x00000c24] [19309] 1774466165559380, 45.6263, -0.0875419, -0.154658, -1.31447, 0.608788, 0.598908, 0.368266, 0.367514, 0.0103024, 0.0126364, -0.0473401, -0.226784, 0, -0.0833622, 
