[2026-03-25 19:28:12.934778] [0x0000007f8cee07c0] [MocapTag] [0x00000934] [2] Mocap timestamp, Mocap time [s], Mocap position x [m], Mocap position y [m], Mocap position z [m], Mocap Quaternion q0 [-], Mocap Quaternion q1 [-], Mocap Quaternion q2 [-], Mocap Quaternion q3 [-], Mocap Velocity x [m/s], Mocap Velocity y [m/s], Mocap Velocity z [m/s], Mocap Angular velocity x [rad/s], Mocap Angular velocity y [rad/s], Mocap Angular velocity z [rad/s], 
[2026-03-25 19:28:12.937496] [0x0000007f6bffe9a0] [MocapTag] [0x00000934] [3] 1774481292937330, 2.58921, -0.0355257, -0.335122, -0.322986, 0.711931, 0.701917, -0.00623075, 0.020672, 0, 0, 0, 0, 0, 0, 
[2026-03-25 19:28:12.939824] [0x0000007f6bffe9a0] [MocapTag] [0x00000934] [5] 1774481292939706, 2.59159, -0.0355257, -0.335122, -0.322986, 0.711931, 0.701917, -0.00623075, 0.020672, 0, 0, 0, 0, 0, 0, 
[2026-03-25 19:28:12.942315] [0x0000007f6bffe9a0] [MocapTag] [0x00000934] [6] 1774481292942208, 2.59409, -0.035534, -0.335121, -0.322996, 0.711925, 0.701923, -0.00622466, 0.0206716, 0, 0, 0, 0, 0, 0, 
[2026-03-25 19:28:12.947662] [0x0000007f6bffe9a0] [MocapTag] [0x00000934] [8] 1774481292947550, 2.59943, -0.035534, -0.335121, -0.322996, 0.711925, 0.701923, -0.00622466, 0.0206716, 0, 0, 0, 0, 0, 0, 
[2026-03-25 19:28:12.949850] [0x0000007f6bffe9a0] [MocapTag] [0x00000934] [9] 1774481292949748, 2.60163, -0.035534, -0.335121, -0.322996, 0.711925, 0.701923, -0.00622466, 0.0206716, 0, 0, 0, 0, 0, 0, 
[2026-03-25 19:28:12.952482] [0x0000007f6bffe9a0] [MocapTag] [0x00000934] [10] 1774481292952367, 2.60425, -0.035536, -0.335118, -0.323002, 0.711922, 0.701927, -0.00624114, 0.0206774, 0, 0, 0, 0, 0, 0, 
[2026-03-25 19:28:12.955362] [0x0000007f6bffe9a0] [MocapTag] [0x00000934] [11] 1774481292955280, 2.60716, -0.035536, -0.335118, -0.323002, 0.711922, 0.701927, -0.00624114, 0.0206774, 0, 0, 0, 0, 0, 0, 
[2026-03-25 19:28:12.958272] [0x0000007f6bffe9a0] [MocapTag] [0x00000934] [13] 1774481292958164, 2.61004, -0.035536, -0.335118, -0.323002, 0.711922, 0.701927, -0.00624114, 0.0206774, 0, 0, 0, 0, 0, 0, 
[2026-03-25 19:28:12.962998] [0x0000007f6bffe9a0] [MocapTag] [0x00000934] [14] 1774481292962892, 2.61477, -0.035536, -0.335118, -0.323002, 0.711922, 0.701927, -0.00624114, 0.0206774, 0, 0, 0, 0, 0, 0, 
[2026-03-25 19:28:12.965779] [0x0000007f6bffe9a0] [MocapTag] [0x00000934] [16] 1774481292965717, 2.6176, -0.0355319, -0.335119, -0.323006, 0.711922, 0.701926, -0.00623255, 0.0206951, 0, 0, 0, 0, 0, 0, 
[2026-03-25 19:28:12.968693] [0x0000007f6bffe9a0] [MocapTag] [0x00000934] [17] 1774481292968582, 2.62046, -0.0355319, -0.335119, -0.323006, 0.711922, 0.701926, -0.00623255, 0.0206951, 0, 0, 0, 0, 0, 0, 
[2026-03-25 19:28:12.971403] [0x0000007f6bffe9a0] [MocapTag] [0x00000934] [18] 1774481292971296, 2.62318, -0.03553, -0.335123, -0.323017, 0.711932, 0.701917, -0.00621773, 0.020676, 0, 0, 0, 0, 0, 0, 
[2026-03-25 19:28:12.974626] [0x0000007f6bffe9a0] [MocapTag] [0x00000934] [19] 1774481292974520, 2.6264, -0.03553, -0.335123, -0.323017, 0.711932, 0.701917, -0.00621773, 0.020676, 0, 0, 0, 0, 0, 0, 
[2026-03-25 19:28:12.976774] [0x0000007f6bffe9a0] [MocapTag] [0x00000934] [21] 1774481292976665, 2.62854, -0.03553, -0.335123, -0.323017, 0.711932, 0.701917, -0.00621773, 0.020676, 0, 0, 0, 0, 0, 0, 
[2026-03-25 19:28:12.981067] [0x0000007f6bffe9a0] [MocapTag] [0x00000934] [22] 1774481292980960, 2.63284, -0.03553, -0.335123, -0.323017, 0.711932, 0.701917, -0.00621773, 0.020676, 0, 0, 0, 0, 0, 0, 
[2026-03-25 19:28:12.983630] [0x0000007f6bffe9a0] [MocapTag] [0x00000934] [23] 1774481292983528, 2.63541, -0.0355233, -0.335127, -0.323015, 0.711936, 0.701913, -0.00624155, 0.0206778, 0, 0, 0, 0, 0, 0, 
[2026-03-25 19:28:12.986911] [0x0000007f6bffe9a0] [MocapTag] [0x00000934] [25] 1774481292986803, 2.63868, -0.0355233, -0.335127, -0.323015, 0.711936, 0.701913, -0.00624155, 0.0206778, 0, 0, 0, 0, 0, 0, 
[2026-03-25 19:28:12.989123] [0x0000007f6bffe9a0] [MocapTag] [0x00000934] [26] 1774481292989018, 2.6409, -0.0355233, -0.335127, -0.323015, 0.711936, 0.701913, -0.00624155, 0.0206778, 0, 0, 0, 0, 0, 0, 
[2026-03-25 19:28:12.991781] [0x0000007f6bffe9a0] [MocapTag] [0x00000934] [27] 1774481292991673, 2.64355, -0.0355238, -0.335131, -0.323015, 0.711938, 0.701909, -0.00622899, 0.0206985, 0, 0, 0, 0, 0, 0, 
[2026-03-25 19:28:12.995499] [0x0000007f6bffe9a0] [MocapTag] [0x00000934] [28] 1774481292995426, 2.64731, -0.0355238, -0.335131, -0.323015, 0.711938, 0.701909, -0.00622899, 0.0206985, 0, 0, 0, 0, 0, 0, 
[2026-03-25 19:28:12.999179] [0x0000007f6bffe9a0] [MocapTag] [0x00000934] [30] 1774481292999069, 2.65095, -0.0355238, -0.335131, -0.323015, 0.711938, 0.701909, -0.00622899, 0.0206985, 0, 0, 0, 0, 0, 0, 
[2026-03-25 19:28:13.000995] [0x0000007f6bffe9a0] [MocapTag] [0x00000934] [31] 1774481293000895, 2.65278, -0.0355238, -0.335131, -0.323015, 0.711938, 0.701909, -0.00622899, 0.0206985, 0, 0, 0, 0, 0, 0, 
[2026-03-25 19:28:13.003682] [0x0000007f6bffe9a0] [MocapTag] [0x00000934] [32] 1774481293003574, 2.65545, -0.0355158, -0.335131, -0.323007, 0.71193, 0.701917, -0.00624995, 0.0206986, 0, 0, 0, 0, 0, 0, 
[2026-03-25 19:28:13.006557] [0x0000007f6bffe9a0] [MocapTag] [0x00000934] [34] 1774481293006444, 2.65832, -0.0355158, -0.335131, -0.323007, 0.71193, 0.701917, -0.00624995, 0.0206986, 0, 0, 0, 0, 0, 0, 
[2026-03-25 19:28:13.014219] [0x0000007f6bffe9a0] [MocapTag] [0x00000934] [35] 1774481293014093, 2.66597, -0.0355158, -0.335131, -0.323007, 0.71193, 0.701917, -0.00624995, 0.0206986, 0, 0, 0, 0, 0, 0, 
[2026-03-25 19:28:13.014825] [0x0000007f6bffe9a0] [MocapTag] [0x00000934] [36] 1774481293014731, 2.66661, -0.0355173, -0.335138, -0.32301, 0.711931, 0.701917, -0.00621869, 0.0206839, 0, 0, 0, 0, 0, 0, 
[2026-03-25 19:28:13.016628] [0x0000007f6bffe9a0] [MocapTag] [0x00000934] [38] 1774481293016517, 2.6684, -0.0355173, -0.335138, -0.32301, 0.711931, 0.701917, -0.00621869, 0.0206839, 0, 0, 0, 0, 0, 0, 
[2026-03-25 19:28:13.021147] [0x0000007f6bffe9a0] [MocapTag] [0x00000934] [39] 1774481293021039, 2.67292, -0.0355173, -0.335138, -0.32301, 0.711931, 0.701917, -0.00621869, 0.0206839, 0, 0, 0, 0, 0, 0, 
[2026-03-25 19:28:13.022627] [0x0000007f6bffe9a0] [MocapTag] [0x00000934] [40] 1774481293022495, 2.67437, -0.0354874, -0.335155, -0.32296, 0.711993, 0.701857, -0.00600497, 0.020663, 0, 0, 0, 0, 0, 0, 
[2026-03-25 19:28:13.027098] [0x0000007f6bffe9a0] [MocapTag] [0x00000934] [42] 1774481293026962, 2.67884, -0.0354874, -0.335155, -0.32296, 0.711993, 0.701857, -0.00600497, 0.020663, 0.0029818, 0, 0.0049358, 0, 0, 0, 
[2026-03-25 19:28:13.029959] [0x0000007f6bffe9a0] [MocapTag] [0x00000934] [43] 1774481293029853, 2.68173, -0.0354874, -0.335155, -0.32296, 0.711993, 0.701857, -0.00600497, 0.020663, 0, 0, 0, 0, 0, 0, 
[2026-03-25 19:28:13.032950] [0x0000007f6bffe9a0] [MocapTag] [0x00000934] [44] 1774481293032843, 2.68472, -0.0354745, -0.335123, -0.323006, 0.711958, 0.70189, -0.00589174, 0.0207844, 0, 0, 0, 0, 0, 0, 
[2026-03-25 19:28:13.035489] [0x0000007f6bffe9a0] [MocapTag] [0x00000934] [45] 1774481293035404, 2.68728, -0.0354745, -0.335123, -0.323006, 0.711958, 0.70189, -0.00589174, 0.0207844, 0, 0.0031881, -0.00453374, 0, 0, 0, 
[2026-03-25 19:28:13.039050] [0x0000007f6bffe9a0] [MocapTag] [0x00000934] [47] 1774481293038919, 2.6908, -0.0354745, -0.335123, -0.323006, 0.711958, 0.70189, -0.00589174, 0.0207844, 0, 0, 0, 0, 0, 0, 
[2026-03-25 19:28:13.042361] [0x0000007f6bffe9a0] [MocapTag] [0x00000934] [48] 1774481293042258, 2.69414, -0.0354745, -0.335123, -0.323006, 0.711958, 0.70189, -0.00589174, 0.0207844, 0, 0, 0, 0, 0, 0, 
[2026-03-25 19:28:13.044990] [0x0000007f6bffe9a0] [MocapTag] [0x00000934] [49] 1774481293044879, 2.69676, -0.0355076, -0.33509, -0.323061, 0.711882, 0.701962, -0.00605788, 0.0208886, 0, 0, 0, 0, 0, 0, 
[2026-03-25 19:28:13.048040] [0x0000007f6bffe9a0] [MocapTag] [0x00000934] [51] 1774481293047930, 2.69981, -0.0355076, -0.33509, -0.323061, 0.711882, 0.701962, -0.00605788, 0.0208886, -0.00331388, 0.00331861, -0.00548362, 0, 0, -0.0379641, 
[2026-03-25 19:28:13.050784] [0x0000007f6bffe9a0] [MocapTag] [0x00000934] [52] 1774481293050683, 2.70256, -0.0355076, -0.33509, -0.323061, 0.711882, 0.701962, -0.00605788, 0.0208886, 0, 0, 0, 0, 0, 0, 
[2026-03-25 19:28:13.053521] [0x0000007f6bffe9a0] [MocapTag] [0x00000934] [53] 1774481293053414, 2.70529, -0.0355105, -0.335103, -0.322982, 0.712, 0.701847, -0.00602956, 0.0207432, 0, 0, 0, 0, 0, 0, 
[2026-03-25 19:28:13.056307] [0x0000007f6bffe9a0] [MocapTag] [0x00000934] [55] 1774481293056166, 2.70805, -0.0355105, -0.335103, -0.322982, 0.712, 0.701847, -0.00602956, 0.0207432, 0, 0, 0.00789876, 0, 0, 0, 
[2026-03-25 19:28:13.059503] [0x0000007f6bffe9a0] [MocapTag] [0x00000934] [56] 1774481293059396, 2.71128, -0.0355105, -0.335103, -0.322982, 0.712, 0.701847, -0.00602956, 0.0207432, 0, 0, 0, 0, 0, 0, 
[2026-03-25 19:28:13.062338] [0x0000007f6bffe9a0] [MocapTag] [0x00000934] [57] 1774481293062238, 2.71412, -0.0354654, -0.335053, -0.322966, 0.712133, 0.701714, -0.0056642, 0.0207725, 0, 0, 0, 0, 0, 0, 
[2026-03-25 19:28:13.065360] [0x0000007f6bffe9a0] [MocapTag] [0x00000934] [58] 1774481293065278, 2.71716, -0.0354654, -0.335053, -0.322966, 0.712133, 0.701714, -0.0056642, 0.0207725, 0.0045121, 0.00501733, 0, -0.0382543, -0.0554476, 0.0467092, 
[2026-03-25 19:28:13.068178] [0x0000007f6bffe9a0] [MocapTag] [0x00000934] [60] 1774481293068066, 2.71995, -0.0354654, -0.335053, -0.322966, 0.712133, 0.701714, -0.0056642, 0.0207725, 0, 0, 0, 0, 0, 0, 
[2026-03-25 19:28:13.070997] [0x0000007f6bffe9a0] [MocapTag] [0x00000934] [61] 1774481293070893, 2.72277, -0.0354654, -0.335053, -0.322966, 0.712133, 0.701714, -0.0056642, 0.0207725, 0, 0, 0, 0, 0, 0, 
[2026-03-25 19:28:13.075267] [0x0000007f6bffe9a0] [MocapTag] [0x00000934] [62] 1774481293075182, 2.72706, -0.0354819, -0.335117, -0.323017, 0.711981, 0.701867, -0.00591149, 0.0207634, 0, 0, 0, 0, 0, 0, 
[2026-03-25 19:28:13.078273] [0x0000007f6bffe9a0] [MocapTag] [0x00000934] [64] 1774481293078164, 2.73004, -0.0354819, -0.335117, -0.323017, 0.711981, 0.701867, -0.00591149, 0.0207634, 0, -0.00641086, -0.00511631, 0.0434756, 0.0356924, 0, 
[2026-03-25 19:28:13.080998] [0x0000007f6bffe9a0] [MocapTag] [0x00000934] [65] 1774481293080893, 2.73277, -0.0354819, -0.335117, -0.323017, 0.711981, 0.701867, -0.00591149, 0.0207634, 0, 0, 0, 0, 0, 0, 
[2026-03-25 19:28:13.083578] [0x0000007f6bffe9a0] [MocapTag] [0x00000934] [66] 1774481293083477, 2.73536, -0.0355011, -0.335097, -0.323083, 0.711911, 0.701936, -0.00603394, 0.0208003, 0, 0, 0, 0, 0, 0, 
[2026-03-25 19:28:13.086560] [0x0000007f6bffe9a0] [MocapTag] [0x00000934] [68] 1774481293086442, 2.73832, -0.0355011, -0.335097, -0.323083, 0.711911, 0.701936, -0.00603394, 0.0208003, 0, 0.00201172, -0.00656568, 0, 0, 0, 
[2026-03-25 19:28:13.090904] [0x0000007f6bffe9a0] [MocapTag] [0x00000934] [69] 1774481293090797, 2.74268, -0.0355011, -0.335097, -0.323083, 0.711911, 0.701936, -0.00603394, 0.0208003, 0, 0, 0, 0, 0, 0, 
[2026-03-25 19:28:13.093467] [0x0000007f6bffe9a0] [MocapTag] [0x00000934] [70] 1774481293093364, 2.74524, -0.0355234, -0.335097, -0.322978, 0.711959, 0.701894, -0.00604288, 0.0205857, 0, 0, 0, 0, 0, 0, 
[2026-03-25 19:28:13.096545] [0x0000007f6bffe9a0] [MocapTag] [0x00000934] [72] 1774481293096430, 2.74831, -0.0355234, -0.335097, -0.322978, 0.711959, 0.701894, -0.00604288, 0.0205857, -0.00222932, 0, 0.0105214, 0, 0, 0, 
[2026-03-25 19:28:13.099226] [0x0000007f6bffe9a0] [MocapTag] [0x00000934] [73] 1774481293099123, 2.751, -0.0355234, -0.335097, -0.322978, 0.711959, 0.701894, -0.00604288, 0.0205857, 0, 0, 0, 0, 0, 0, 
[2026-03-25 19:28:13.101992] [0x0000007f6bffe9a0] [MocapTag] [0x00000934] [74] 1774481293101888, 2.75377, -0.035499, -0.33511, -0.322975, 0.712055, 0.701792, -0.0059787, 0.020725, 0, 0, 0, 0, 0, 0, 
[2026-03-25 19:28:13.106408] [0x0000007f6bffe9a0] [MocapTag] [0x00000934] [76] 1774481293106315, 2.7582, -0.035499, -0.33511, -0.322975, 0.712055, 0.701792, -0.0059787, 0.020725, 0.00243653, 0, 0, 0, 0, 0, 
[2026-03-25 19:28:13.109346] [0x0000007f6bffe9a0] [MocapTag] [0x00000934] [77] 1774481293109240, 2.76112, -0.035499, -0.33511, -0.322975, 0.712055, 0.701792, -0.0059787, 0.020725, 0, 0, 0, 0, 0, 0, 
[2026-03-25 19:28:13.111851] [0x0000007f6bffe9a0] [MocapTag] [0x00000934] [78] 1774481293111749, 2.76363, -0.0354943, -0.335135, -0.322971, 0.711998, 0.701849, -0.00598012, 0.0207624, 0, 0, 0, 0, 0, 0, 
[2026-03-25 19:28:13.116418] [0x0000007f6bffe9a0] [MocapTag] [0x00000934] [80] 1774481293116313, 2.76819, -0.0354943, -0.335135, -0.322971, 0.711998, 0.701849, -0.00598012, 0.0207624, 0, -0.00247878, 0, 0, 0, 0, 
[2026-03-25 19:28:13.117510] [0x0000007f6bffe9a0] [MocapTag] [0x00000934] [81] 1774481293117405, 2.76928, -0.0354943, -0.335135, -0.322971, 0.711998, 0.701849, -0.00598012, 0.0207624, 0, 0, 0, 0, 0, 0, 
[2026-03-25 19:28:13.120086] [0x0000007f6bffe9a0] [MocapTag] [0x00000934] [82] 1774481293119989, 2.77187, -0.0354943, -0.335135, -0.322971, 0.711998, 0.701849, -0.00598012, 0.0207624, 0, 0, 0, 0, 0, 0, 
[2026-03-25 19:28:13.123110] [0x0000007f6bffe9a0] [MocapTag] [0x00000934] [83] 1774481293123006, 2.77489, -0.0354908, -0.335091, -0.323009, 0.711974, 0.701871, -0.00589452, 0.0208469, 0, 0, 0, 0, 0, 0, 
[2026-03-25 19:28:13.125993] [0x0000007f6bffe9a0] [MocapTag] [0x00000934] [85] 1774481293125921, 2.7778, -0.0354908, -0.335091, -0.323009, 0.711974, 0.701871, -0.00589452, 0.0208469, 0, 0.00446176, -0.00383221, 0, 0, 0, 
[2026-03-25 19:28:13.129139] [0x0000007f6bffe9a0] [MocapTag] [0x00000934] [86] 1774481293129023, 2.7809, -0.0354908, -0.335091, -0.323009, 0.711974, 0.701871, -0.00589452, 0.0208469, 0, 0, 0, 0, 0, 0, 
[2026-03-25 19:28:13.131380] [0x0000007f6bffe9a0] [MocapTag] [0x00000934] [87] 1774481293131274, 2.78315, -0.0355042, -0.335078, -0.323069, 0.711882, 0.701962, -0.005977, 0.0209114, 0, 0, 0, 0, 0, 0, 
[2026-03-25 19:28:13.134395] [0x0000007f6bffe9a0] [MocapTag] [0x00000934] [88] 1774481293134282, 2.78616, -0.0355042, -0.335078, -0.323069, 0.711882, 0.701962, -0.005977, 0.0209114, 0, 0, -0.00599209, 0, 0, 0, 
[2026-03-25 19:28:13.138772] [0x0000007f6bffe9a0] [MocapTag] [0x00000934] [90] 1774481293138662, 2.79054, -0.0355042, -0.335078, -0.323069, 0.711882, 0.701962, -0.005977, 0.0209114, 0, 0, 0, 0, 0, 0, 
[2026-03-25 19:28:13.141511] [0x0000007f6bffe9a0] [MocapTag] [0x00000934] [91] 1774481293141403, 2.79328, -0.0355042, -0.335078, -0.323069, 0.711882, 0.701962, -0.005977, 0.0209114, 0, 0, 0, 0, 0, 0, 
[2026-03-25 19:28:13.144132] [0x0000007f6bffe9a0] [MocapTag] [0x00000934] [92] 1774481293144031, 2.79591, -0.0354844, -0.335052, -0.323065, 0.711952, 0.701892, -0.00574709, 0.0209314, 0, 0, 0, 0, 0, 0, 
[2026-03-25 19:28:13.147132] [0x0000007f6bffe9a0] [MocapTag] [0x00000934] [94] 1774481293146987, 2.79887, -0.0354844, -0.335052, -0.323065, 0.711952, 0.701892, -0.00574709, 0.0209314, 0, 0.00258516, 0, 0, -0.0351764, 0, 
[2026-03-25 19:28:13.149897] [0x0000007f6bffe9a0] [MocapTag] [0x00000934] [95] 1774481293149789, 2.80167, -0.0354844, -0.335052, -0.323065, 0.711952, 0.701892, -0.00574709, 0.0209314, 0, 0, 0, 0, 0, 0, 
[2026-03-25 19:28:13.154242] [0x0000007f6bffe9a0] [MocapTag] [0x00000934] [96] 1774481293154137, 2.80602, -0.035494, -0.33508, -0.323036, 0.711978, 0.701869, -0.00590311, 0.0207938, 0, 0, 0, 0, 0, 0, 
[2026-03-25 19:28:13.157443] [0x0000007f6bffe9a0] [MocapTag] [0x00000934] [98] 1774481293157334, 2.80921, -0.035494, -0.33508, -0.323036, 0.711978, 0.701869, -0.00590311, 0.0207938, 0, -0.00287843, 0.00285596, 0, 0.0416769, 0, 
[2026-03-25 19:28:13.160290] [0x0000007f6bffe9a0] [MocapTag] [0x00000934] [99] 1774481293160182, 2.81206, -0.035494, -0.33508, -0.323036, 0.711978, 0.701869, -0.00590311, 0.0207938, 0, 0, 0, 0, 0, 0, 
[2026-03-25 19:28:13.162834] [0x0000007f6bffe9a0] [MocapTag] [0x00000934] [100] 1774481293162735, 2.81461, -0.0355057, -0.33509, -0.322999, 0.712018, 0.70183, -0.00600774, 0.0206981, 0, 0, 0, 0, 0, 0, 
[2026-03-25 19:28:13.165721] [0x0000007f6bffe9a0] [MocapTag] [0x00000934] [102] 1774481293165657, 2.81754, -0.0355057, -0.33509, -0.322999, 0.712018, 0.70183, -0.00600774, 0.0206981, 0, 0, 0.00368639, 0, 0, 0, 
[2026-03-25 19:28:13.170157] [0x0000007f6bffe9a0] [MocapTag] [0x00000934] [103] 1774481293170048, 2.82193, -0.0355057, -0.33509, -0.322999, 0.712018, 0.70183, -0.00600774, 0.0206981, 0, 0, 0, 0, 0, 0, 
[2026-03-25 19:28:13.172876] [0x0000007f6bffe9a0] [MocapTag] [0x00000934] [104] 1774481293172759, 2.82464, -0.0354939, -0.335075, -0.322959, 0.712136, 0.701712, -0.00591579, 0.0206794, 0, 0, 0, 0, 0, 0, 
[2026-03-25 19:28:13.175612] [0x0000007f6bffe9a0] [MocapTag] [0x00000934] [106] 1774481293175553, 2.82743, -0.0354939, -0.335075, -0.322959, 0.712136, 0.701712, -0.00591579, 0.0206794, 0, 0, 0.00408934, 0, 0, 0, 
[2026-03-25 19:28:13.178412] [0x0000007f6bffe9a0] [MocapTag] [0x00000934] [107] 1774481293178305, 2.83019, -0.0354939, -0.335075, -0.322959, 0.712136, 0.701712, -0.00591579, 0.0206794, 0, 0, 0, 0, 0, 0, 
[2026-03-25 19:28:13.180998] [0x0000007f6bffe9a0] [MocapTag] [0x00000934] [108] 1774481293180893, 2.83277, -0.0354939, -0.335075, -0.322959, 0.712136, 0.701712, -0.00591579, 0.0206794, 0, 0, 0, 0, 0, 0, 
[2026-03-25 19:28:13.183579] [0x0000007f6bffe9a0] [MocapTag] [0x00000934] [109] 1774481293183480, 2.83536, -0.0354774, -0.33507, -0.322944, 0.712183, 0.701666, -0.00575388, 0.020672, 0, 0, 0, 0, 0, 0, 
[2026-03-25 19:28:13.187227] [0x0000007f6bffe9a0] [MocapTag] [0x00000934] [111] 1774481293187102, 2.83898, -0.0354774, -0.33507, -0.322944, 0.712183, 0.701666, -0.00575388, 0.020672, 0, 0, 0, 0, 0, 0, 
[2026-03-25 19:28:13.190126] [0x0000007f6bffe9a0] [MocapTag] [0x00000934] [112] 1774481293190019, 2.8419, -0.0354774, -0.33507, -0.322944, 0.712183, 0.701666, -0.00575388, 0.020672, 0, 0, 0, 0, 0, 0, 
[2026-03-25 19:28:13.193112] [0x0000007f6bffe9a0] [MocapTag] [0x00000934] [113] 1774481293193007, 2.84489, -0.0355108, -0.335137, -0.322969, 0.712052, 0.701796, -0.00607113, 0.0206666, 0, 0, 0, 0, 0, 0, 
[2026-03-25 19:28:13.195624] [0x0000007f6bffe9a0] [MocapTag] [0x00000934] [114] 1774481293195537, 2.84742, -0.0355108, -0.335137, -0.322969, 0.712052, 0.701796, -0.00607113, 0.0206666, -0.00334434, -0.00672858, -0.0024578, 0.0374913, 0.045261, -0.043365, 
[2026-03-25 19:28:13.198271] [0x0000007f6bffe9a0] [MocapTag] [0x00000934] [116] 1774481293198165, 2.85005, -0.0355108, -0.335137, -0.322969, 0.712052, 0.701796, -0.00607113, 0.0206666, 0, 0, 0, 0, 0, 0, 
[2026-03-25 19:28:13.202658] [0x0000007f6bffe9a0] [MocapTag] [0x00000934] [117] 1774481293202551, 2.85443, -0.0355108, -0.335137, -0.322969, 0.712052, 0.701796, -0.00607113, 0.0206666, 0, 0, 0, 0, 0, 0, 
[2026-03-25 19:28:13.205235] [0x0000007f6bffe9a0] [MocapTag] [0x00000934] [118] 1774481293205151, 2.85703, -0.0355058, -0.335152, -0.322969, 0.712007, 0.701842, -0.00603924, 0.0206761, 0, 0, 0, 0, 0, 0, 
[2026-03-25 19:28:13.208133] [0x0000007f6bffe9a0] [MocapTag] [0x00000934] [120] 1774481293208022, 2.8599, -0.0355058, -0.335152, -0.322969, 0.712007, 0.701842, -0.00603924, 0.0206761, 0, 0, 0, 0, 0, 0, 
[2026-03-25 19:28:13.210788] [0x0000007f6bffe9a0] [MocapTag] [0x00000934] [121] 1774481293210681, 2.86256, -0.0355058, -0.335152, -0.322969, 0.712007, 0.701842, -0.00603924, 0.0206761, 0, 0, 0, 0, 0, 0, 
[2026-03-25 19:28:13.213348] [0x0000007f6bffe9a0] [MocapTag] [0x00000934] [122] 1774481293213231, 2.86511, -0.0355062, -0.335145, -0.322968, 0.712017, 0.701832, -0.00597118, 0.0206848, 0, 0, 0, 0, 0, 0, 
[2026-03-25 19:28:13.218890] [0x0000007f6bffe9a0] [MocapTag] [0x00000934] [124] 1774481293218784, 2.87066, -0.0355062, -0.335145, -0.322968, 0.712017, 0.701832, -0.00597118, 0.0206848, 0, 0, 0, 0, 0, 0, 
[2026-03-25 19:28:13.220649] [0x0000007f6bffe9a0] [MocapTag] [0x00000934] [125] 1774481293220544, 2.87242, -0.0355062, -0.335145, -0.322968, 0.712017, 0.701832, -0.00597118, 0.0206848, 0, 0, 0, 0, 0, 0, 
[2026-03-25 19:28:13.223081] [0x0000007f6bffe9a0] [MocapTag] [0x00000934] [126] 1774481293222982, 2.87486, -0.035512, -0.335149, -0.322962, 0.712022, 0.701828, -0.00602573, 0.0206093, 0, 0, 0, 0, 0, 0, 
[2026-03-25 19:28:13.226022] [0x0000007f6bffe9a0] [MocapTag] [0x00000934] [128] 1774481293225934, 2.87781, -0.035512, -0.335149, -0.322962, 0.712022, 0.701828, -0.00602573, 0.0206093, 0, 0, 0, 0, 0, 0, 
[2026-03-25 19:28:13.228661] [0x0000007f6bffe9a0] [MocapTag] [0x00000934] [129] 1774481293228553, 2.88043, -0.035512, -0.335149, -0.322962, 0.712022, 0.701828, -0.00602573, 0.0206093, 0, 0, 0, 0, 0, 0, 
[2026-03-25 19:28:13.231476] [0x0000007f6bffe9a0] [MocapTag] [0x00000934] [130] 1774481293231374, 2.88325, -0.0355159, -0.335151, -0.322961, 0.712018, 0.701834, -0.00606853, 0.0205822, 0, 0, 0, 0, 0, 0, 
[2026-03-25 19:28:13.234586] [0x0000007f6bffe9a0] [MocapTag] [0x00000934] [131] 1774481293234483, 2.88636, -0.0355159, -0.335151, -0.322961, 0.712018, 0.701834, -0.00606853, 0.0205822, 0, 0, 0, 0, 0, 0, 
[2026-03-25 19:28:13.237314] [0x0000007f6bffe9a0] [MocapTag] [0x00000934] [133] 1774481293237207, 2.88909, -0.0355159, -0.335151, -0.322961, 0.712018, 0.701834, -0.00606853, 0.0205822, 0, 0, 0, 0, 0, 0, 
[2026-03-25 19:28:13.240092] [0x0000007f6bffe9a0] [MocapTag] [0x00000934] [134] 1774481293239991, 2.89187, -0.0355159, -0.335151, -0.322961, 0.712018, 0.701834, -0.00606853, 0.0205822, 0, 0, 0, 0, 0, 0, 
[2026-03-25 19:28:13.242847] [0x0000007f6bffe9a0] [MocapTag] [0x00000934] [135] 1774481293242745, 2.89463, -0.0355091, -0.33515, -0.322959, 0.712017, 0.701834, -0.00612003, 0.0205921, 0, 0, 0, 0, 0, 0, 
[2026-03-25 19:28:13.245622] [0x0000007f6bffe9a0] [MocapTag] [0x00000934] [136] 1774481293245538, 2.89742, -0.0355091, -0.33515, -0.322959, 0.712017, 0.701834, -0.00612003, 0.0205921, 0, 0, 0, 0, 0, 0, 
[2026-03-25 19:28:13.249895] [0x0000007f6bffe9a0] [MocapTag] [0x00000934] [138] 1774481293249786, 2.90167, -0.0355091, -0.33515, -0.322959, 0.712017, 0.701834, -0.00612003, 0.0205921, 0, 0, 0, 0, 0, 0, 
[2026-03-25 19:28:13.252499] [0x0000007f6bffe9a0] [MocapTag] [0x00000934] [139] 1774481293252393, 2.90427, -0.035496, -0.335141, -0.322974, 0.711988, 0.701863, -0.00597229, 0.0206327, 0, 0, 0, 0, 0, 0, 
[2026-03-25 19:28:13.255354] [0x0000007f6bffe9a0] [MocapTag] [0x00000934] [140] 1774481293255273, 2.90715, -0.035496, -0.335141, -0.322974, 0.711988, 0.701863, -0.00597229, 0.0206327, 0, 0, 0, 0, 0, 0, 
