[2026-03-25 19:28:12.934778] [0x0000007f8cee07c0] [MocapTag] [0x00000934] [2] Mocap timestamp, Mocap time [s], Mocap position x [m], Mocap position y [m], Mocap position z [m], Mocap Quaternion q0 [-], Mocap Quaternion q1 [-], Mocap Quaternion q2 [-], Mocap Quaternion q3 [-], Mocap Velocity x [m/s], Mocap Velocity y [m/s], Mocap Velocity z [m/s], Mocap Angular velocity x [rad/s], Mocap Angular velocity y [rad/s], Mocap Angular velocity z [rad/s], 
[2026-03-25 19:28:40.278375] [0x0000007f6bffe9a0] [MocapTag] [0x00000934] [12180] 1774481320278313, 29.9302, 1.34282, 0.791474, -2.77275, 0.722179, 0.68178, 0.0814364, 0.083673, 0, 0, 0, 0, 0, 0, 
[2026-03-25 19:28:40.280892] [0x0000007f6bffe9a0] [MocapTag] [0x00000934] [12181] 1774481320280782, 29.9327, 1.34932, 0.792609, -2.77042, 0.722665, 0.682055, 0.0781692, 0.0802837, 0, 0, 0, 0, 0, 0, 
[2026-03-25 19:28:40.283592] [0x0000007f6bffe9a0] [MocapTag] [0x00000934] [12182] 1774481320283490, 29.9354, 1.34932, 0.792609, -2.77042, 0.722665, 0.682055, 0.0781692, 0.0802837, 0.649775, 0.113522, 0.232834, 0, 0.946786, 0.0438197, 
[2026-03-25 19:28:40.286064] [0x0000007f6bffe9a0] [MocapTag] [0x00000934] [12183] 1774481320285953, 29.9378, 1.34932, 0.792609, -2.77042, 0.722665, 0.682055, 0.0781692, 0.0802837, 0, 0, 0, 0, 0, 0, 
[2026-03-25 19:28:40.289297] [0x0000007f6bffe9a0] [MocapTag] [0x00000934] [12185] 1774481320289160, 29.941, 1.34932, 0.792609, -2.77042, 0.722665, 0.682055, 0.0781692, 0.0802837, 0, 0, 0, 0, 0, 0, 
[2026-03-25 19:28:40.291866] [0x0000007f6bffe9a0] [MocapTag] [0x00000934] [12186] 1774481320291758, 29.9436, 1.35588, 0.793718, -2.76812, 0.722642, 0.68289, 0.0740756, 0.0772152, 0, 0, 0, 0, 0, 0, 
[2026-03-25 19:28:40.294554] [0x0000007f6bffe9a0] [MocapTag] [0x00000934] [12187] 1774481320294425, 29.9463, 1.35588, 0.793718, -2.76812, 0.722642, 0.68289, 0.0740756, 0.0772152, 0.65555, 0.110908, 0.22931, 0.119448, 1.02216, -0.102374, 
[2026-03-25 19:28:40.297107] [0x0000007f6bffe9a0] [MocapTag] [0x00000934] [12188] 1774481320296963, 29.9488, 1.35588, 0.793718, -2.76812, 0.722642, 0.68289, 0.0740756, 0.0772152, 0, 0, 0, 0, 0, 0, 
[2026-03-25 19:28:40.299539] [0x0000007f6bffe9a0] [MocapTag] [0x00000934] [12190] 1774481320299430, 29.9513, 1.3623, 0.794617, -2.76571, 0.722646, 0.683747, 0.0695768, 0.0737028, 0, 0, 0, 0, 0, 0, 
[2026-03-25 19:28:40.302293] [0x0000007f6bffe9a0] [MocapTag] [0x00000934] [12191] 1774481320302177, 29.9541, 1.3623, 0.794617, -2.76571, 0.722646, 0.683747, 0.0695768, 0.0737028, 0.641787, 0.0899176, 0.241494, 0.12114, 1.14196, -0.0943454, 
[2026-03-25 19:28:40.305016] [0x0000007f6bffe9a0] [MocapTag] [0x00000934] [12192] 1774481320304905, 29.9568, 1.3623, 0.794617, -2.76571, 0.722646, 0.683747, 0.0695768, 0.0737028, 0, 0, 0, 0, 0, 0, 
[2026-03-25 19:28:40.307569] [0x0000007f6bffe9a0] [MocapTag] [0x00000934] [12193] 1774481320307458, 29.9593, 1.3623, 0.794617, -2.76571, 0.722646, 0.683747, 0.0695768, 0.0737028, 0, 0, 0, 0, 0, 0, 
[2026-03-25 19:28:40.310221] [0x0000007f6bffe9a0] [MocapTag] [0x00000934] [12195] 1774481320310112, 29.962, 1.36866, 0.7956, -2.76325, 0.722931, 0.684224, 0.065549, 0.0700915, 0, 0, 0, 0, 0, 0, 
[2026-03-25 19:28:40.312728] [0x0000007f6bffe9a0] [MocapTag] [0x00000934] [12196] 1774481320312624, 29.9645, 1.36866, 0.7956, -2.76325, 0.722931, 0.684224, 0.065549, 0.0700915, 0.636883, 0.0982582, 0.245673, 0, 1.08666, 0, 
[2026-03-25 19:28:40.315215] [0x0000007f6bffe9a0] [MocapTag] [0x00000934] [12197] 1774481320315106, 29.967, 1.36866, 0.7956, -2.76325, 0.722931, 0.684224, 0.065549, 0.0700915, 0, 0, 0, 0, 0, 0, 
[2026-03-25 19:28:40.317804] [0x0000007f6bffe9a0] [MocapTag] [0x00000934] [12198] 1774481320317719, 29.9696, 1.36866, 0.7956, -2.76325, 0.722931, 0.684224, 0.065549, 0.0700915, 0, 0, 0, 0, 0, 0, 
[2026-03-25 19:28:40.322790] [0x0000007f6bffe9a0] [MocapTag] [0x00000934] [12200] 1774481320322680, 29.9746, 1.37512, 0.796467, -2.76074, 0.723276, 0.684528, 0.0617061, 0.0669813, 0, 0, 0, 0, 0, 0, 
[2026-03-25 19:28:40.324024] [0x0000007f6bffe9a0] [MocapTag] [0x00000934] [12201] 1774481320323922, 29.9758, 1.37512, 0.796467, -2.76074, 0.723276, 0.684528, 0.0617061, 0.0669813, 0.645481, 0.0867307, 0.251329, 0, 0.99017, -0.0761307, 
[2026-03-25 19:28:40.326448] [0x0000007f6bffe9a0] [MocapTag] [0x00000934] [12202] 1774481320326338, 29.9782, 1.37512, 0.796467, -2.76074, 0.723276, 0.684528, 0.0617061, 0.0669813, 0, 0, 0, 0, 0, 0, 
[2026-03-25 19:28:40.330588] [0x0000007f6bffe9a0] [MocapTag] [0x00000934] [12204] 1774481320330480, 29.9824, 1.37512, 0.796467, -2.76074, 0.723276, 0.684528, 0.0617061, 0.0669813, 0, 0, 0, 0, 0, 0, 
[2026-03-25 19:28:40.331512] [0x0000007f6bffe9a0] [MocapTag] [0x00000934] [12205] 1774481320331407, 29.9833, 1.38148, 0.797257, -2.75823, 0.723578, 0.684879, 0.0576199, 0.0636868, 0, 0, 0, 0, 0, 0, 
[2026-03-25 19:28:40.334254] [0x0000007f6bffe9a0] [MocapTag] [0x00000934] [12206] 1774481320334145, 29.986, 1.38148, 0.797257, -2.75823, 0.723578, 0.684879, 0.0576199, 0.0636868, 0.635684, 0.0790244, 0.251212, 0, 1.05052, -0.0815423, 
[2026-03-25 19:28:40.337265] [0x0000007f6bffe9a0] [MocapTag] [0x00000934] [12207] 1774481320337154, 29.989, 1.38148, 0.797257, -2.75823, 0.723578, 0.684879, 0.0576199, 0.0636868, 0, 0, 0, 0, 0, 0, 
[2026-03-25 19:28:40.339723] [0x0000007f6bffe9a0] [MocapTag] [0x00000934] [12209] 1774481320339613, 29.9915, 1.3878, 0.797971, -2.75562, 0.724017, 0.685043, 0.0536281, 0.0603256, 0, 0, 0, 0, 0, 0, 
[2026-03-25 19:28:40.342381] [0x0000007f6bffe9a0] [MocapTag] [0x00000934] [12210] 1774481320342273, 29.9942, 1.3878, 0.797971, -2.75562, 0.724017, 0.685043, 0.0536281, 0.0603256, 0.632028, 0.0713684, 0.260792, 0, 1.0458, -0.0623725, 
[2026-03-25 19:28:40.344740] [0x0000007f6bffe9a0] [MocapTag] [0x00000934] [12211] 1774481320344626, 29.9965, 1.3878, 0.797971, -2.75562, 0.724017, 0.685043, 0.0536281, 0.0603256, 0, 0, 0, 0, 0, 0, 
[2026-03-25 19:28:40.347375] [0x0000007f6bffe9a0] [MocapTag] [0x00000934] [12212] 1774481320347265, 29.9991, 1.3878, 0.797971, -2.75562, 0.724017, 0.685043, 0.0536281, 0.0603256, 0, 0, 0, 0, 0, 0, 
[2026-03-25 19:28:40.349651] [0x0000007f6bffe9a0] [MocapTag] [0x00000934] [12214] 1774481320349543, 30.0014, 1.39393, 0.798578, -2.75285, 0.724296, 0.685521, 0.0477258, 0.056385, 0, 0, 0, 0, 0, 0, 
[2026-03-25 19:28:40.353616] [0x0000007f6bffe9a0] [MocapTag] [0x00000934] [12215] 1774481320353504, 30.0054, 1.39393, 0.798578, -2.75285, 0.724296, 0.685521, 0.0477258, 0.056385, 0.613107, 0.0606824, 0.276675, 0, 1.40314, -0.236182, 
[2026-03-25 19:28:40.355709] [0x0000007f6bffe9a0] [MocapTag] [0x00000934] [12216] 1774481320355598, 30.0075, 1.39393, 0.798578, -2.75285, 0.724296, 0.685521, 0.0477258, 0.056385, 0, 0, 0, 0, 0, 0, 
[2026-03-25 19:28:40.358258] [0x0000007f6bffe9a0] [MocapTag] [0x00000934] [12218] 1774481320358191, 30.0101, 1.39393, 0.798578, -2.75285, 0.724296, 0.685521, 0.0477258, 0.056385, 0, 0, 0, 0, 0, 0, 
[2026-03-25 19:28:40.362156] [0x0000007f6bffe9a0] [MocapTag] [0x00000934] [12219] 1774481320362046, 30.0139, 1.40035, 0.799139, -2.75011, 0.724727, 0.685587, 0.0437432, 0.0531875, 0, 0, 0, 0, 0, 0, 
[2026-03-25 19:28:40.363511] [0x0000007f6bffe9a0] [MocapTag] [0x00000934] [12220] 1774481320363410, 30.0153, 1.40035, 0.799139, -2.75011, 0.724727, 0.685587, 0.0437432, 0.0531875, 0.642718, 0.0560827, 0.27443, -0.0472426, 1.0211, -0.0852982, 
[2026-03-25 19:28:40.367785] [0x0000007f6bffe9a0] [MocapTag] [0x00000934] [12221] 1774481320367694, 30.0196, 1.40035, 0.799139, -2.75011, 0.724727, 0.685587, 0.0437432, 0.0531875, 0, 0, 0, 0, 0, 0, 
[2026-03-25 19:28:40.370288] [0x0000007f6bffe9a0] [MocapTag] [0x00000934] [12223] 1774481320370178, 30.0221, 1.40666, 0.799778, -2.74716, 0.724678, 0.686116, 0.0393043, 0.050416, 0, 0, 0, 0, 0, 0, 
[2026-03-25 19:28:40.373006] [0x0000007f6bffe9a0] [MocapTag] [0x00000934] [12224] 1774481320372881, 30.0248, 1.40666, 0.799778, -2.74716, 0.724678, 0.686116, 0.0393043, 0.050416, 0.630646, 0.0639462, 0.295303, 0.0797749, 1.02736, -0.201608, 
[2026-03-25 19:28:40.375612] [0x0000007f6bffe9a0] [MocapTag] [0x00000934] [12225] 1774481320375497, 30.0274, 1.40666, 0.799778, -2.74716, 0.724678, 0.686116, 0.0393043, 0.050416, 0, 0, 0, 0, 0, 0, 
[2026-03-25 19:28:40.378171] [0x0000007f6bffe9a0] [MocapTag] [0x00000934] [12227] 1774481320378090, 30.03, 1.40666, 0.799778, -2.74716, 0.724678, 0.686116, 0.0393043, 0.050416, 0, 0, 0, 0, 0, 0, 
[2026-03-25 19:28:40.382432] [0x0000007f6bffe9a0] [MocapTag] [0x00000934] [12228] 1774481320382319, 30.0342, 1.41296, 0.800577, -2.7442, 0.72474, 0.686555, 0.0348349, 0.0467039, 0, 0, 0, 0, 0, 0, 
[2026-03-25 19:28:40.385024] [0x0000007f6bffe9a0] [MocapTag] [0x00000934] [12229] 1774481320384922, 30.0368, 1.41296, 0.800577, -2.7442, 0.72474, 0.686555, 0.0348349, 0.0467039, 0.629681, 0.0799172, 0.295771, 0.062573, 1.16107, -0.0705816, 
[2026-03-25 19:28:40.387551] [0x0000007f6bffe9a0] [MocapTag] [0x00000934] [12230] 1774481320387428, 30.0393, 1.41296, 0.800577, -2.7442, 0.72474, 0.686555, 0.0348349, 0.0467039, 0, 0, 0, 0, 0, 0, 
[2026-03-25 19:28:40.390051] [0x0000007f6bffe9a0] [MocapTag] [0x00000934] [12232] 1774481320389940, 30.0418, 1.41917, 0.80101, -2.74126, 0.72507, 0.686639, 0.0306221, 0.0431569, 0, 0, 0, 0, 0, 0, 
[2026-03-25 19:28:40.392753] [0x0000007f6bffe9a0] [MocapTag] [0x00000934] [12233] 1774481320392645, 30.0445, 1.41917, 0.80101, -2.74126, 0.72507, 0.686639, 0.0306221, 0.0431569, 0.621396, 0.0432497, 0.29427, 0, 1.10153, -0.0646183, 
[2026-03-25 19:28:40.395297] [0x0000007f6bffe9a0] [MocapTag] [0x00000934] [12234] 1774481320395185, 30.0471, 1.41917, 0.80101, -2.74126, 0.72507, 0.686639, 0.0306221, 0.0431569, 0, 0, 0, 0, 0, 0, 
[2026-03-25 19:28:40.399021] [0x0000007f6bffe9a0] [MocapTag] [0x00000934] [12236] 1774481320398951, 30.0508, 1.41917, 0.80101, -2.74126, 0.72507, 0.686639, 0.0306221, 0.0431569, 0, 0, 0, 0, 0, 0, 
[2026-03-25 19:28:40.401539] [0x0000007f6bffe9a0] [MocapTag] [0x00000934] [12237] 1774481320401429, 30.0533, 1.42529, 0.801443, -2.73827, 0.725249, 0.686857, 0.0261677, 0.0394512, 0, 0, 0, 0, 0, 0, 
[2026-03-25 19:28:40.404363] [0x0000007f6bffe9a0] [MocapTag] [0x00000934] [12238] 1774481320404256, 30.0561, 1.42529, 0.801443, -2.73827, 0.725249, 0.686857, 0.0261677, 0.0394512, 0.612303, 0.0433338, 0.298056, 0, 1.15775, -0.0725981, 
[2026-03-25 19:28:40.406948] [0x0000007f6bffe9a0] [MocapTag] [0x00000934] [12239] 1774481320406836, 30.0587, 1.42529, 0.801443, -2.73827, 0.725249, 0.686857, 0.0261677, 0.0394512, 0, 0, 0, 0, 0, 0, 
[2026-03-25 19:28:40.409489] [0x0000007f6bffe9a0] [MocapTag] [0x00000934] [12241] 1774481320409374, 30.0613, 1.42529, 0.801443, -2.73827, 0.725249, 0.686857, 0.0261677, 0.0394512, 0, 0, 0, 0, 0, 0, 
[2026-03-25 19:28:40.411901] [0x0000007f6bffe9a0] [MocapTag] [0x00000934] [12242] 1774481320411792, 30.0637, 1.4316, 0.801739, -2.73521, 0.725597, 0.686814, 0.0221478, 0.0361143, 0, 0, 0, 0, 0, 0, 
[2026-03-25 19:28:40.415415] [0x0000007f6bffe9a0] [MocapTag] [0x00000934] [12243] 1774481320415301, 30.0672, 1.4316, 0.801739, -2.73521, 0.725597, 0.686814, 0.0221478, 0.0361143, 0.630771, 0.0296084, 0.306908, -0.0457406, 1.04421, -0.0692153, 
[2026-03-25 19:28:40.418083] [0x0000007f6bffe9a0] [MocapTag] [0x00000934] [12244] 1774481320417974, 30.0699, 1.4316, 0.801739, -2.73521, 0.725597, 0.686814, 0.0221478, 0.0361143, 0, 0, 0, 0, 0, 0, 
[2026-03-25 19:28:40.420681] [0x0000007f6bffe9a0] [MocapTag] [0x00000934] [12246] 1774481320420573, 30.0725, 1.43777, 0.802006, -2.73211, 0.725865, 0.686838, 0.0177742, 0.0325331, 0, 0, 0, 0, 0, 0, 
[2026-03-25 19:28:40.423163] [0x0000007f6bffe9a0] [MocapTag] [0x00000934] [12247] 1774481320423053, 30.0749, 1.43777, 0.802006, -2.73211, 0.725865, 0.686838, 0.0177742, 0.0325331, 0.616904, 0.0266392, 0.309446, 0, 1.12879, -0.0810362, 
[2026-03-25 19:28:40.425976] [0x0000007f6bffe9a0] [MocapTag] [0x00000934] [12248] 1774481320425864, 30.0777, 1.43777, 0.802006, -2.73211, 0.725865, 0.686838, 0.0177742, 0.0325331, 0, 0, 0, 0, 0, 0, 
[2026-03-25 19:28:40.430688] [0x0000007f6bffe9a0] [MocapTag] [0x00000934] [12250] 1774481320430578, 30.0825, 1.43777, 0.802006, -2.73211, 0.725865, 0.686838, 0.0177742, 0.0325331, 0, 0, 0, 0, 0, 0, 
[2026-03-25 19:28:40.433102] [0x0000007f6bffe9a0] [MocapTag] [0x00000934] [12251] 1774481320432999, 30.0849, 1.4439, 0.802176, -2.72895, 0.726214, 0.686722, 0.0136435, 0.0289782, 0, 0, 0, 0, 0, 0, 
[2026-03-25 19:28:40.436075] [0x0000007f6bffe9a0] [MocapTag] [0x00000934] [12252] 1774481320435956, 30.0878, 1.4439, 0.802176, -2.72895, 0.726214, 0.686722, 0.0136435, 0.0289782, 0.612816, 0.0170097, 0.316265, -0.053966, 1.09003, -0.0521963, 
[2026-03-25 19:28:40.438358] [0x0000007f6bffe9a0] [MocapTag] [0x00000934] [12254] 1774481320438303, 30.0902, 1.4439, 0.802176, -2.72895, 0.726214, 0.686722, 0.0136435, 0.0289782, 0, 0, 0, 0, 0, 0, 
[2026-03-25 19:28:40.440793] [0x0000007f6bffe9a0] [MocapTag] [0x00000934] [12255] 1774481320440684, 30.0926, 1.45003, 0.802227, -2.7257, 0.726653, 0.686468, 0.00967356, 0.0253753, 0, 0, 0, 0, 0, 0, 
[2026-03-25 19:28:40.443308] [0x0000007f6bffe9a0] [MocapTag] [0x00000934] [12256] 1774481320443202, 30.0951, 1.45003, 0.802227, -2.7257, 0.726653, 0.686468, 0.00967356, 0.0253753, 0.6133, 0.00514877, 0.324878, -0.0853181, 1.07347, 0, 
[2026-03-25 19:28:40.447165] [0x0000007f6bffe9a0] [MocapTag] [0x00000934] [12257] 1774481320447025, 30.0989, 1.45003, 0.802227, -2.7257, 0.726653, 0.686468, 0.00967356, 0.0253753, 0, 0, 0, 0, 0, 0, 
[2026-03-25 19:28:40.449436] [0x0000007f6bffe9a0] [MocapTag] [0x00000934] [12259] 1774481320449323, 30.1012, 1.45003, 0.802227, -2.7257, 0.726653, 0.686468, 0.00967356, 0.0253753, 0, 0, 0, 0, 0, 0, 
[2026-03-25 19:28:40.451939] [0x0000007f6bffe9a0] [MocapTag] [0x00000934] [12260] 1774481320451831, 30.1037, 1.45627, 0.80264, -2.72277, 0.726726, 0.686524, 0.00795383, 0.0221443, 0, 0, 0, 0, 0, 0, 
[2026-03-25 19:28:40.455974] [0x0000007f6bffe9a0] [MocapTag] [0x00000934] [12261] 1774481320455860, 30.1077, 1.45627, 0.80264, -2.72277, 0.726726, 0.686524, 0.00795383, 0.0221443, 0.623486, 0.0412695, 0.292808, 0, 0.693869, 0.234225, 
[2026-03-25 19:28:40.457248] [0x0000007f6bffe9a0] [MocapTag] [0x00000934] [12262] 1774481320457134, 30.109, 1.45627, 0.80264, -2.72277, 0.726726, 0.686524, 0.00795383, 0.0221443, 0, 0, 0, 0, 0, 0, 
[2026-03-25 19:28:40.459684] [0x0000007f6bffe9a0] [MocapTag] [0x00000934] [12264] 1774481320459573, 30.1115, 1.46241, 0.8029, -2.71942, 0.726865, 0.686512, 0.00383763, 0.018795, 0, 0, 0, 0, 0, 0, 
[2026-03-25 19:28:40.462863] [0x0000007f6bffe9a0] [MocapTag] [0x00000934] [12265] 1774481320462756, 30.1146, 1.46241, 0.8029, -2.71942, 0.726865, 0.686512, 0.00383763, 0.018795, 0.613964, 0.0260615, 0.335564, 0, 1.05881, -0.0781238, 
[2026-03-25 19:28:40.465498] [0x0000007f6bffe9a0] [MocapTag] [0x00000934] [12266] 1774481320465385, 30.1173, 1.46241, 0.8029, -2.71942, 0.726865, 0.686512, 0.00383763, 0.018795, 0, 0, 0, 0, 0, 0, 
[2026-03-25 19:28:40.468517] [0x0000007f6bffe9a0] [MocapTag] [0x00000934] [12268] 1774481320468452, 30.1203, 1.46241, 0.8029, -2.71942, 0.726865, 0.686512, 0.00383763, 0.018795, 0, 0, 0, 0, 0, 0, 
[2026-03-25 19:28:40.472530] [0x0000007f6bffe9a0] [MocapTag] [0x00000934] [12269] 1774481320472421, 30.1243, 1.46854, 0.802831, -2.71615, 0.726966, 0.686507, -0.000613151, 0.0151316, 0, 0, 0, 0, 0, 0, 
[2026-03-25 19:28:40.473158] [0x0000007f6bffe9a0] [MocapTag] [0x00000934] [12270] 1774481320473037, 30.1249, 1.46854, 0.802831, -2.71615, 0.726966, 0.686507, -0.000613151, 0.0151316, 0.612894, -0.00691717, 0.326705, 0, 1.15042, -0.0782399, 
[2026-03-25 19:28:40.475570] [0x0000007f6bffe9a0] [MocapTag] [0x00000934] [12271] 1774481320475457, 30.1273, 1.46854, 0.802831, -2.71615, 0.726966, 0.686507, -0.000613151, 0.0151316, 0, 0, 0, 0, 0, 0, 
[2026-03-25 19:28:40.478775] [0x0000007f6bffe9a0] [MocapTag] [0x00000934] [12272] 1774481320478689, 30.1306, 1.46854, 0.802831, -2.71615, 0.726966, 0.686507, -0.000613151, 0.0151316, 0, 0, 0, 0, 0, 0, 
[2026-03-25 19:28:40.481407] [0x0000007f6bffe9a0] [MocapTag] [0x00000934] [12274] 1774481320481297, 30.1332, 1.47455, 0.802555, -2.71272, 0.727151, 0.686368, -0.00505026, 0.0111424, 0, 0, 0, 0, 0, 0, 
[2026-03-25 19:28:40.483994] [0x0000007f6bffe9a0] [MocapTag] [0x00000934] [12275] 1774481320483892, 30.1358, 1.47455, 0.802555, -2.71272, 0.727151, 0.686368, -0.00505026, 0.0111424, 0.601063, -0.0275953, 0.342812, 0, 1.19347, 0, 
[2026-03-25 19:28:40.486602] [0x0000007f6bffe9a0] [MocapTag] [0x00000934] [12276] 1774481320486484, 30.1384, 1.47455, 0.802555, -2.71272, 0.727151, 0.686368, -0.00505026, 0.0111424, 0, 0, 0, 0, 0, 0, 
[2026-03-25 19:28:40.489041] [0x0000007f6bffe9a0] [MocapTag] [0x00000934] [12277] 1774481320488955, 30.1408, 1.47455, 0.802555, -2.71272, 0.727151, 0.686368, -0.00505026, 0.0111424, 0, 0, 0, 0, 0, 0, 
[2026-03-25 19:28:40.491623] [0x0000007f6bffe9a0] [MocapTag] [0x00000934] [12279] 1774481320491505, 30.1434, 1.48057, 0.802359, -2.70917, 0.727308, 0.686207, -0.00936385, 0.00737603, 0, 0, 0, 0, 0, 0, 
[2026-03-25 19:28:40.495014] [0x0000007f6bffe9a0] [MocapTag] [0x00000934] [12280] 1774481320494923, 30.1468, 1.48057, 0.802359, -2.70917, 0.727308, 0.686207, -0.00936385, 0.00737603, 0.602502, -0.0196193, 0.354872, 0, 1.14489, -0.0442831, 
[2026-03-25 19:28:40.497339] [0x0000007f6bffe9a0] [MocapTag] [0x00000934] [12281] 1774481320497228, 30.1491, 1.48057, 0.802359, -2.70917, 0.727308, 0.686207, -0.00936385, 0.00737603, 0, 0, 0, 0, 0, 0, 
[2026-03-25 19:28:40.499927] [0x0000007f6bffe9a0] [MocapTag] [0x00000934] [12283] 1774481320499825, 30.1517, 1.48653, 0.802084, -2.70558, 0.727459, 0.686007, -0.0136114, 0.00352177, 0, 0, 0, 0, 0, 0, 
[2026-03-25 19:28:40.502678] [0x0000007f6bffe9a0] [MocapTag] [0x00000934] [12284] 1774481320502569, 30.1544, 1.48653, 0.802084, -2.70558, 0.727459, 0.686007, -0.0136114, 0.00352177, 0.595527, -0.0275176, 0.358891, -0.0362515, 1.14743, 0, 
[2026-03-25 19:28:40.505017] [0x0000007f6bffe9a0] [MocapTag] [0x00000934] [12285] 1774481320504904, 30.1568, 1.48653, 0.802084, -2.70558, 0.727459, 0.686007, -0.0136114, 0.00352177, 0, 0, 0, 0, 0, 0, 
[2026-03-25 19:28:40.507579] [0x0000007f6bffe9a0] [MocapTag] [0x00000934] [12286] 1774481320507470, 30.1593, 1.48653, 0.802084, -2.70558, 0.727459, 0.686007, -0.0136114, 0.00352177, 0, 0, 0, 0, 0, 0, 
[2026-03-25 19:28:40.510600] [0x0000007f6bffe9a0] [MocapTag] [0x00000934] [12288] 1774481320510487, 30.1624, 1.49253, 0.801739, -2.70195, 0.727555, 0.685805, -0.018298, -0.000328099, 0, 0, 0, 0, 0, 0, 
[2026-03-25 19:28:40.513278] [0x0000007f6bffe9a0] [MocapTag] [0x00000934] [12289] 1774481320513167, 30.165, 1.49253, 0.801739, -2.70195, 0.727555, 0.685805, -0.018298, -0.000328099, 0.600472, -0.0344948, 0.362873, 0, 1.21068, -0.0827992, 
[2026-03-25 19:28:40.515830] [0x0000007f6bffe9a0] [MocapTag] [0x00000934] [12290] 1774481320515720, 30.1676, 1.49253, 0.801739, -2.70195, 0.727555, 0.685805, -0.018298, -0.000328099, 0, 0, 0, 0, 0, 0, 
[2026-03-25 19:28:40.519067] [0x0000007f6bffe9a0] [MocapTag] [0x00000934] [12292] 1774481320518950, 30.1708, 1.49253, 0.801739, -2.70195, 0.727555, 0.685805, -0.018298, -0.000328099, 0, 0, 0, 0, 0, 0, 
[2026-03-25 19:28:40.520900] [0x0000007f6bffe9a0] [MocapTag] [0x00000934] [12293] 1774481320520789, 30.1727, 1.49847, 0.801332, -2.69825, 0.727715, 0.68549, -0.0227158, -0.00425296, 0, 0, 0, 0, 0, 0, 
[2026-03-25 19:28:40.523595] [0x0000007f6bffe9a0] [MocapTag] [0x00000934] [12294] 1774481320523493, 30.1754, 1.49847, 0.801332, -2.69825, 0.727715, 0.68549, -0.0227158, -0.00425296, 0.593532, -0.0406826, 0.370271, -0.0526547, 1.18229, 0, 
[2026-03-25 19:28:40.526669] [0x0000007f6bffe9a0] [MocapTag] [0x00000934] [12295] 1774481320526560, 30.1784, 1.49847, 0.801332, -2.69825, 0.727715, 0.68549, -0.0227158, -0.00425296, 0, 0, 0, 0, 0, 0, 
[2026-03-25 19:28:40.529152] [0x0000007f6bffe9a0] [MocapTag] [0x00000934] [12297] 1774481320529039, 30.1809, 1.49847, 0.801332, -2.69825, 0.727715, 0.68549, -0.0227158, -0.00425296, 0, 0, 0, 0, 0, 0, 
[2026-03-25 19:28:40.531657] [0x0000007f6bffe9a0] [MocapTag] [0x00000934] [12298] 1774481320531547, 30.1834, 1.50419, 0.800835, -2.69441, 0.72805, 0.684956, -0.0265021, -0.00870556, 0, 0, 0, 0, 0, 0, 
[2026-03-25 19:28:40.535192] [0x0000007f6bffe9a0] [MocapTag] [0x00000934] [12299] 1774481320535081, 30.187, 1.50419, 0.800835, -2.69441, 0.72805, 0.684956, -0.0265021, -0.00870556, 0.572206, -0.0497279, 0.384398, -0.112355, 1.16353, 0.131268, 
[2026-03-25 19:28:40.536836] [0x0000007f6bffe9a0] [MocapTag] [0x00000934] [12300] 1774481320536726, 30.1886, 1.50419, 0.800835, -2.69441, 0.72805, 0.684956, -0.0265021, -0.00870556, 0, 0, 0, 0, 0, 0, 
[2026-03-25 19:28:40.539289] [0x0000007f6bffe9a0] [MocapTag] [0x00000934] [12302] 1774481320539176, 30.1911, 1.50419, 0.800835, -2.69441, 0.72805, 0.684956, -0.0265021, -0.00870556, 0, 0, 0, 0, 0, 0, 
[2026-03-25 19:28:40.542526] [0x0000007f6bffe9a0] [MocapTag] [0x00000934] [12303] 1774481320542419, 30.1943, 1.51032, 0.800326, -2.69069, 0.727951, 0.684796, -0.0315909, -0.0119599, 0, 0, 0, 0, 0, 0, 
[2026-03-25 19:28:40.545173] [0x0000007f6bffe9a0] [MocapTag] [0x00000934] [12304] 1774481320545063, 30.1969, 1.51032, 0.800326, -2.69069, 0.727951, 0.684796, -0.0315909, -0.0119599, 0.613062, -0.0509005, 0.371624, 0, 1.1877, -0.224567, 
[2026-03-25 19:28:40.547773] [0x0000007f6bffe9a0] [MocapTag] [0x00000934] [12305] 1774481320547690, 30.1996, 1.51032, 0.800326, -2.69069, 0.727951, 0.684796, -0.0315909, -0.0119599, 0, 0, 0, 0, 0, 0, 
[2026-03-25 19:28:40.550270] [0x0000007f6bffe9a0] [MocapTag] [0x00000934] [12307] 1774481320550160, 30.202, 1.51597, 0.799654, -2.68668, 0.727728, 0.684559, -0.038892, -0.016683, 0, 0, 0, 0, 0, 0, 
[2026-03-25 19:28:40.552924] [0x0000007f6bffe9a0] [MocapTag] [0x00000934] [12308] 1774481320552819, 30.2047, 1.51597, 0.799654, -2.68668, 0.727728, 0.684559, -0.038892, -0.016683, 0.565461, -0.067186, 0.401561, 0, 1.71163, -0.315486, 
[2026-03-25 19:28:40.558165] [0x0000007f6bffe9a0] [MocapTag] [0x00000934] [12309] 1774481320558084, 30.21, 1.51597, 0.799654, -2.68668, 0.727728, 0.684559, -0.038892, -0.016683, 0, 0, 0, 0, 0, 0, 
