[2025-10-13 20:02:13.503944] [0x0000007fb05557c0] [MocapTag] [0x00002ed4] [2] Mocap timestamp, Mocap time [s], Mocap position x [m], Mocap position y [m], Mocap position z [m], Mocap Quaternion q0 [-], Mocap Quaternion q1 [-], Mocap Quaternion q2 [-], Mocap Quaternion q3 [-], Mocap Velocity x [m/s], Mocap Velocity y [m/s], Mocap Velocity z [m/s], Mocap Angular velocity x [rad/s], Mocap Angular velocity y [rad/s], Mocap Angular velocity z [rad/s], 
[2025-10-13 20:02:13.507784] [0x0000007f977fd9a0] [MocapTag] [0x00002ed4] [3] 1760400133507601, 0.058071, 0.0381511, -0.367479, -0.309673, -0.999735, -0.00955798, 0.00896932, 0.0189087, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:02:13.510375] [0x0000007f977fd9a0] [MocapTag] [0x00002ed4] [6] 1760400133510306, 0.060776, 0.0381449, -0.367475, -0.309676, -0.999735, -0.00956162, 0.00898436, 0.0189, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:02:13.513232] [0x0000007f977fd9a0] [MocapTag] [0x00002ed4] [7] 1760400133513097, 0.063567, 0.0381449, -0.367475, -0.309676, -0.999735, -0.00956162, 0.00898436, 0.0189, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:02:13.515861] [0x0000007f977fd9a0] [MocapTag] [0x00002ed4] [8] 1760400133515714, 0.066184, 0.0381449, -0.367475, -0.309676, -0.999735, -0.00956162, 0.00898436, 0.0189, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:02:13.518314] [0x0000007f977fd9a0] [MocapTag] [0x00002ed4] [9] 1760400133518209, 0.068679, 0.0381449, -0.367475, -0.309676, -0.999735, -0.00956162, 0.00898436, 0.0189, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:02:13.520885] [0x0000007f977fd9a0] [MocapTag] [0x00002ed4] [11] 1760400133520796, 0.071266, 0.0381404, -0.367471, -0.309679, -0.999735, -0.00956158, 0.00895763, 0.0189279, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:02:13.523731] [0x0000007f977fd9a0] [MocapTag] [0x00002ed4] [12] 1760400133523619, 0.074089, 0.0381404, -0.367471, -0.309679, -0.999735, -0.00956158, 0.00895763, 0.0189279, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:02:13.526459] [0x0000007f977fd9a0] [MocapTag] [0x00002ed4] [13] 1760400133526347, 0.076817, 0.0381404, -0.367471, -0.309679, -0.999735, -0.00956158, 0.00895763, 0.0189279, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:02:13.528944] [0x0000007f977fd9a0] [MocapTag] [0x00002ed4] [14] 1760400133528833, 0.079303, 0.038134, -0.367465, -0.309677, -0.999735, -0.00956264, 0.00895099, 0.0189128, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:02:13.531946] [0x0000007f977fd9a0] [MocapTag] [0x00002ed4] [16] 1760400133531830, 0.0823, 0.038134, -0.367465, -0.309677, -0.999735, -0.00956264, 0.00895099, 0.0189128, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:02:13.534301] [0x0000007f977fd9a0] [MocapTag] [0x00002ed4] [17] 1760400133534194, 0.084664, 0.038134, -0.367465, -0.309677, -0.999735, -0.00956264, 0.00895099, 0.0189128, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:02:13.537041] [0x0000007f977fd9a0] [MocapTag] [0x00002ed4] [18] 1760400133536935, 0.087405, 0.038134, -0.367465, -0.309677, -0.999735, -0.00956264, 0.00895099, 0.0189128, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:02:13.539611] [0x0000007f977fd9a0] [MocapTag] [0x00002ed4] [19] 1760400133539525, 0.089995, 0.0381192, -0.367464, -0.309675, -0.999735, -0.00956055, 0.0089426, 0.0189122, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:02:13.542438] [0x0000007f977fd9a0] [MocapTag] [0x00002ed4] [21] 1760400133542327, 0.092797, 0.0381192, -0.367464, -0.309675, -0.999735, -0.00956055, 0.0089426, 0.0189122, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:02:13.544993] [0x0000007f977fd9a0] [MocapTag] [0x00002ed4] [22] 1760400133544837, 0.095307, 0.0381192, -0.367464, -0.309675, -0.999735, -0.00956055, 0.0089426, 0.0189122, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:02:13.548209] [0x0000007f977fd9a0] [MocapTag] [0x00002ed4] [23] 1760400133548099, 0.098569, 0.0381192, -0.367464, -0.309675, -0.999735, -0.00956055, 0.0089426, 0.0189122, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:02:13.550975] [0x0000007f977fd9a0] [MocapTag] [0x00002ed4] [25] 1760400133550854, 0.101324, 0.0381225, -0.367474, -0.309664, -0.999735, -0.00957025, 0.00894733, 0.0189304, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:02:13.553756] [0x0000007f977fd9a0] [MocapTag] [0x00002ed4] [26] 1760400133553644, 0.104114, 0.0381225, -0.367474, -0.309664, -0.999735, -0.00957025, 0.00894733, 0.0189304, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:02:13.556440] [0x0000007f977fd9a0] [MocapTag] [0x00002ed4] [27] 1760400133556336, 0.106806, 0.0381225, -0.367474, -0.309664, -0.999735, -0.00957025, 0.00894733, 0.0189304, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:02:13.559173] [0x0000007f977fd9a0] [MocapTag] [0x00002ed4] [28] 1760400133559049, 0.109519, 0.0381246, -0.367477, -0.309668, -0.999735, -0.00958001, 0.00893481, 0.0189311, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:02:13.562015] [0x0000007f977fd9a0] [MocapTag] [0x00002ed4] [30] 1760400133561864, 0.112334, 0.0381246, -0.367477, -0.309668, -0.999735, -0.00958001, 0.00893481, 0.0189311, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:02:13.564533] [0x0000007f977fd9a0] [MocapTag] [0x00002ed4] [31] 1760400133564427, 0.114897, 0.0381246, -0.367477, -0.309668, -0.999735, -0.00958001, 0.00893481, 0.0189311, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:02:13.567317] [0x0000007f977fd9a0] [MocapTag] [0x00002ed4] [32] 1760400133567207, 0.117677, 0.0381246, -0.367477, -0.309668, -0.999735, -0.00958001, 0.00893481, 0.0189311, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:02:13.571352] [0x0000007f977fd9a0] [MocapTag] [0x00002ed4] [34] 1760400133571237, 0.121707, 0.0381384, -0.36748, -0.309651, -0.999735, -0.00956571, 0.00895378, 0.018909, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:02:13.572797] [0x0000007f977fd9a0] [MocapTag] [0x00002ed4] [35] 1760400133572691, 0.123161, 0.0381384, -0.36748, -0.309651, -0.999735, -0.00956571, 0.00895378, 0.018909, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:02:13.575406] [0x0000007f977fd9a0] [MocapTag] [0x00002ed4] [36] 1760400133575252, 0.125722, 0.0381384, -0.36748, -0.309651, -0.999735, -0.00956571, 0.00895378, 0.018909, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:02:13.578035] [0x0000007f977fd9a0] [MocapTag] [0x00002ed4] [37] 1760400133577931, 0.128401, 0.0381384, -0.36748, -0.309651, -0.999735, -0.00956571, 0.00895378, 0.018909, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:02:13.580649] [0x0000007f977fd9a0] [MocapTag] [0x00002ed4] [39] 1760400133580559, 0.131029, 0.0381473, -0.367489, -0.309659, -0.999735, -0.00954851, 0.00894636, 0.018922, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:02:13.583529] [0x0000007f977fd9a0] [MocapTag] [0x00002ed4] [40] 1760400133583418, 0.133888, 0.0381473, -0.367489, -0.309659, -0.999735, -0.00954851, 0.00894636, 0.018922, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:02:13.586035] [0x0000007f977fd9a0] [MocapTag] [0x00002ed4] [41] 1760400133585931, 0.136401, 0.0381473, -0.367489, -0.309659, -0.999735, -0.00954851, 0.00894636, 0.018922, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:02:13.588948] [0x0000007f977fd9a0] [MocapTag] [0x00002ed4] [42] 1760400133588839, 0.139309, 0.0381532, -0.367482, -0.30967, -0.999736, -0.00955061, 0.00896499, 0.0188888, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:02:13.591563] [0x0000007f977fd9a0] [MocapTag] [0x00002ed4] [44] 1760400133591451, 0.141921, 0.0381532, -0.367482, -0.30967, -0.999736, -0.00955061, 0.00896499, 0.0188888, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:02:13.593911] [0x0000007f977fd9a0] [MocapTag] [0x00002ed4] [45] 1760400133593803, 0.144273, 0.0381532, -0.367482, -0.30967, -0.999736, -0.00955061, 0.00896499, 0.0188888, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:02:13.596722] [0x0000007f977fd9a0] [MocapTag] [0x00002ed4] [46] 1760400133596613, 0.147083, 0.0381532, -0.367482, -0.30967, -0.999736, -0.00955061, 0.00896499, 0.0188888, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:02:13.599427] [0x0000007f977fd9a0] [MocapTag] [0x00002ed4] [47] 1760400133599310, 0.14978, 0.038151, -0.367475, -0.309674, -0.999735, -0.00955794, 0.00893893, 0.0189282, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:02:13.602258] [0x0000007f977fd9a0] [MocapTag] [0x00002ed4] [49] 1760400133602147, 0.152617, 0.038151, -0.367475, -0.309674, -0.999735, -0.00955794, 0.00893893, 0.0189282, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:02:13.604668] [0x0000007f977fd9a0] [MocapTag] [0x00002ed4] [50] 1760400133604565, 0.155035, 0.038151, -0.367475, -0.309674, -0.999735, -0.00955794, 0.00893893, 0.0189282, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:02:13.607415] [0x0000007f977fd9a0] [MocapTag] [0x00002ed4] [51] 1760400133607311, 0.157781, 0.038151, -0.367475, -0.309674, -0.999735, -0.00955794, 0.00893893, 0.0189282, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:02:13.610567] [0x0000007f977fd9a0] [MocapTag] [0x00002ed4] [53] 1760400133610490, 0.16096, 0.0381508, -0.367475, -0.309682, -0.999735, -0.00956033, 0.0089707, 0.018905, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:02:13.613501] [0x0000007f977fd9a0] [MocapTag] [0x00002ed4] [54] 1760400133613388, 0.163858, 0.0381508, -0.367475, -0.309682, -0.999735, -0.00956033, 0.0089707, 0.018905, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:02:13.616255] [0x0000007f977fd9a0] [MocapTag] [0x00002ed4] [55] 1760400133616121, 0.166591, 0.0381508, -0.367475, -0.309682, -0.999735, -0.00956033, 0.0089707, 0.018905, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:02:13.618975] [0x0000007f977fd9a0] [MocapTag] [0x00002ed4] [56] 1760400133618863, 0.169333, 0.0381425, -0.367485, -0.309687, -0.999735, -0.00954713, 0.00898714, 0.0189213, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:02:13.622000] [0x0000007f977fd9a0] [MocapTag] [0x00002ed4] [58] 1760400133621839, 0.172309, 0.0381425, -0.367485, -0.309687, -0.999735, -0.00954713, 0.00898714, 0.0189213, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:02:13.624312] [0x0000007f977fd9a0] [MocapTag] [0x00002ed4] [59] 1760400133624203, 0.174673, 0.0381425, -0.367485, -0.309687, -0.999735, -0.00954713, 0.00898714, 0.0189213, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:02:13.627546] [0x0000007f977fd9a0] [MocapTag] [0x00002ed4] [60] 1760400133627440, 0.17791, 0.0381425, -0.367485, -0.309687, -0.999735, -0.00954713, 0.00898714, 0.0189213, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:02:13.630201] [0x0000007f977fd9a0] [MocapTag] [0x00002ed4] [61] 1760400133630113, 0.180583, 0.0381406, -0.367485, -0.309681, -0.999735, -0.00954946, 0.00898212, 0.0189297, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:02:13.633219] [0x0000007f977fd9a0] [MocapTag] [0x00002ed4] [63] 1760400133633109, 0.183579, 0.0381406, -0.367485, -0.309681, -0.999735, -0.00954946, 0.00898212, 0.0189297, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:02:13.635807] [0x0000007f977fd9a0] [MocapTag] [0x00002ed4] [64] 1760400133635701, 0.186171, 0.0381406, -0.367485, -0.309681, -0.999735, -0.00954946, 0.00898212, 0.0189297, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:02:13.638494] [0x0000007f977fd9a0] [MocapTag] [0x00002ed4] [65] 1760400133638384, 0.188854, 0.0381363, -0.367493, -0.309675, -0.999735, -0.00954256, 0.00897805, 0.0189232, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:02:13.641459] [0x0000007f977fd9a0] [MocapTag] [0x00002ed4] [67] 1760400133641339, 0.191809, 0.0381363, -0.367493, -0.309675, -0.999735, -0.00954256, 0.00897805, 0.0189232, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:02:13.644105] [0x0000007f977fd9a0] [MocapTag] [0x00002ed4] [68] 1760400133643997, 0.194467, 0.0381363, -0.367493, -0.309675, -0.999735, -0.00954256, 0.00897805, 0.0189232, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:02:13.647187] [0x0000007f977fd9a0] [MocapTag] [0x00002ed4] [69] 1760400133647080, 0.19755, 0.0381363, -0.367493, -0.309675, -0.999735, -0.00954256, 0.00897805, 0.0189232, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:02:13.650476] [0x0000007f977fd9a0] [MocapTag] [0x00002ed4] [71] 1760400133650395, 0.200865, 0.0381445, -0.367479, -0.309665, -0.999735, -0.00957024, 0.00897358, 0.0189404, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:02:13.652618] [0x0000007f977fd9a0] [MocapTag] [0x00002ed4] [72] 1760400133652507, 0.202977, 0.0381445, -0.367479, -0.309665, -0.999735, -0.00957024, 0.00897358, 0.0189404, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:02:13.655166] [0x0000007f977fd9a0] [MocapTag] [0x00002ed4] [73] 1760400133655064, 0.205534, 0.0381445, -0.367479, -0.309665, -0.999735, -0.00957024, 0.00897358, 0.0189404, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:02:13.658890] [0x0000007f977fd9a0] [MocapTag] [0x00002ed4] [74] 1760400133658779, 0.209249, 0.0381445, -0.367479, -0.309665, -0.999735, -0.00957024, 0.00897358, 0.0189404, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:02:13.661437] [0x0000007f977fd9a0] [MocapTag] [0x00002ed4] [76] 1760400133661336, 0.211806, 0.0381262, -0.367507, -0.30967, -0.999733, -0.00957913, 0.00901167, 0.0190154, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:02:13.664218] [0x0000007f977fd9a0] [MocapTag] [0x00002ed4] [77] 1760400133664108, 0.214578, 0.0381262, -0.367507, -0.30967, -0.999733, -0.00957913, 0.00901167, 0.0190154, 0, -0.00281734, 0, 0, 0, 0, 
[2025-10-13 20:02:13.667241] [0x0000007f977fd9a0] [MocapTag] [0x00002ed4] [78] 1760400133667130, 0.2176, 0.0381262, -0.367507, -0.30967, -0.999733, -0.00957913, 0.00901167, 0.0190154, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:02:13.669826] [0x0000007f977fd9a0] [MocapTag] [0x00002ed4] [79] 1760400133669740, 0.22021, 0.0380983, -0.367531, -0.309656, -0.999731, -0.00954377, 0.00896538, 0.0191293, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:02:13.672747] [0x0000007f977fd9a0] [MocapTag] [0x00002ed4] [81] 1760400133672632, 0.223102, 0.0380983, -0.367531, -0.309656, -0.999731, -0.00954377, 0.00896538, 0.0191293, -0.0027853, -0.00238162, 0, 0, 0, 0, 
[2025-10-13 20:02:13.675160] [0x0000007f977fd9a0] [MocapTag] [0x00002ed4] [82] 1760400133675055, 0.225525, 0.0380983, -0.367531, -0.309656, -0.999731, -0.00954377, 0.00896538, 0.0191293, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:02:13.678000] [0x0000007f977fd9a0] [MocapTag] [0x00002ed4] [83] 1760400133677868, 0.228338, 0.0380983, -0.367531, -0.309656, -0.999731, -0.00954377, 0.00896538, 0.0191293, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:02:13.680446] [0x0000007f977fd9a0] [MocapTag] [0x00002ed4] [85] 1760400133680377, 0.230847, 0.0378823, -0.367674, -0.309559, -0.999722, -0.0095471, 0.00898855, 0.0196079, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:02:13.683363] [0x0000007f977fd9a0] [MocapTag] [0x00002ed4] [86] 1760400133683249, 0.233719, 0.0378823, -0.367674, -0.309559, -0.999722, -0.0095471, 0.00898855, 0.0196079, -0.0216024, -0.0143299, 0.00965257, 0, 0, 0.0957064, 
[2025-10-13 20:02:13.686127] [0x0000007f977fd9a0] [MocapTag] [0x00002ed4] [87] 1760400133686015, 0.236485, 0.0378823, -0.367674, -0.309559, -0.999722, -0.0095471, 0.00898855, 0.0196079, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:02:13.688858] [0x0000007f977fd9a0] [MocapTag] [0x00002ed4] [88] 1760400133688751, 0.239221, 0.0379371, -0.36765, -0.309588, -0.999723, -0.0096142, 0.00907348, 0.019465, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:02:13.691739] [0x0000007f977fd9a0] [MocapTag] [0x00002ed4] [90] 1760400133691616, 0.242086, 0.0379371, -0.36765, -0.309588, -0.999723, -0.0096142, 0.00907348, 0.019465, 0.00547497, 0.00242015, -0.00285472, 0, 0, 0, 
[2025-10-13 20:02:13.694191] [0x0000007f977fd9a0] [MocapTag] [0x00002ed4] [91] 1760400133694084, 0.244554, 0.0379371, -0.36765, -0.309588, -0.999723, -0.0096142, 0.00907348, 0.019465, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:02:13.697054] [0x0000007f977fd9a0] [MocapTag] [0x00002ed4] [92] 1760400133696951, 0.247421, 0.0379371, -0.36765, -0.309588, -0.999723, -0.0096142, 0.00907348, 0.019465, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:02:13.699705] [0x0000007f977fd9a0] [MocapTag] [0x00002ed4] [93] 1760400133699619, 0.250089, 0.0381554, -0.367478, -0.309662, -0.999734, -0.00962161, 0.00904768, 0.018893, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:02:13.702499] [0x0000007f977fd9a0] [MocapTag] [0x00002ed4] [95] 1760400133702386, 0.252856, 0.0381554, -0.367478, -0.309662, -0.999734, -0.00962161, 0.00904768, 0.018893, 0.021833, 0.0172311, -0.00743422, 0, 0, -0.11441, 
[2025-10-13 20:02:13.705123] [0x0000007f977fd9a0] [MocapTag] [0x00002ed4] [96] 1760400133705014, 0.255484, 0.0381554, -0.367478, -0.309662, -0.999734, -0.00962161, 0.00904768, 0.018893, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:02:13.707811] [0x0000007f977fd9a0] [MocapTag] [0x00002ed4] [97] 1760400133707703, 0.258173, 0.0381554, -0.367478, -0.309662, -0.999734, -0.00962161, 0.00904768, 0.018893, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:02:13.710489] [0x0000007f977fd9a0] [MocapTag] [0x00002ed4] [98] 1760400133710398, 0.260868, 0.0381448, -0.36749, -0.309655, -0.999734, -0.00959573, 0.00903367, 0.0189379, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:02:13.713990] [0x0000007f977fd9a0] [MocapTag] [0x00002ed4] [100] 1760400133713879, 0.264349, 0.0381448, -0.36749, -0.309655, -0.999734, -0.00959573, 0.00903367, 0.0189379, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:02:13.716759] [0x0000007f977fd9a0] [MocapTag] [0x00002ed4] [101] 1760400133716646, 0.267116, 0.0381448, -0.36749, -0.309655, -0.999734, -0.00959573, 0.00903367, 0.0189379, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:02:13.719298] [0x0000007f977fd9a0] [MocapTag] [0x00002ed4] [102] 1760400133719192, 0.269662, 0.0380236, -0.36754, -0.309599, -0.999732, -0.00949101, 0.00893111, 0.0191567, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:02:13.722800] [0x0000007f977fd9a0] [MocapTag] [0x00002ed4] [104] 1760400133722688, 0.273158, 0.0380236, -0.36754, -0.309599, -0.999732, -0.00949101, 0.00893111, 0.0191567, -0.0121203, -0.00497277, 0.005652, 0, 0, 0.0441406, 
[2025-10-13 20:02:13.725354] [0x0000007f977fd9a0] [MocapTag] [0x00002ed4] [105] 1760400133725201, 0.275671, 0.0380236, -0.36754, -0.309599, -0.999732, -0.00949101, 0.00893111, 0.0191567, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:02:13.727911] [0x0000007f977fd9a0] [MocapTag] [0x00002ed4] [106] 1760400133727806, 0.278276, 0.0380236, -0.36754, -0.309599, -0.999732, -0.00949101, 0.00893111, 0.0191567, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:02:13.730612] [0x0000007f977fd9a0] [MocapTag] [0x00002ed4] [108] 1760400133730529, 0.280999, 0.0379347, -0.367656, -0.309595, -0.999722, -0.00959362, 0.00908013, 0.0195161, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:02:13.733728] [0x0000007f977fd9a0] [MocapTag] [0x00002ed4] [109] 1760400133733617, 0.284087, 0.0379347, -0.367656, -0.309595, -0.999722, -0.00959362, 0.00908013, 0.0195161, -0.00889183, -0.0115916, 0, 0, 0, 0.0714432, 
[2025-10-13 20:02:13.736415] [0x0000007f977fd9a0] [MocapTag] [0x00002ed4] [110] 1760400133736306, 0.286776, 0.0379347, -0.367656, -0.309595, -0.999722, -0.00959362, 0.00908013, 0.0195161, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:02:13.738992] [0x0000007f977fd9a0] [MocapTag] [0x00002ed4] [111] 1760400133738881, 0.289351, 0.0381838, -0.367994, -0.309286, -0.999747, -0.00874572, 0.00867168, 0.0188252, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:02:13.741950] [0x0000007f977fd9a0] [MocapTag] [0x00002ed4] [113] 1760400133741829, 0.292299, 0.0381838, -0.367994, -0.309286, -0.999747, -0.00874572, 0.00867168, 0.0188252, 0.0249097, -0.0337881, 0.0308763, -0.166774, -0.0861572, -0.135981, 
[2025-10-13 20:02:13.744343] [0x0000007f977fd9a0] [MocapTag] [0x00002ed4] [114] 1760400133744233, 0.294703, 0.0381838, -0.367994, -0.309286, -0.999747, -0.00874572, 0.00867168, 0.0188252, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:02:13.747044] [0x0000007f977fd9a0] [MocapTag] [0x00002ed4] [115] 1760400133746939, 0.297409, 0.0381838, -0.367994, -0.309286, -0.999747, -0.00874572, 0.00867168, 0.0188252, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:02:13.749724] [0x0000007f977fd9a0] [MocapTag] [0x00002ed4] [116] 1760400133749607, 0.300077, 0.0384233, -0.367824, -0.309378, -0.999753, -0.00885618, 0.00879469, 0.0184044, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:02:13.752866] [0x0000007f977fd9a0] [MocapTag] [0x00002ed4] [118] 1760400133752754, 0.303224, 0.0384233, -0.367824, -0.309378, -0.999753, -0.00885618, 0.00879469, 0.0184044, 0.0239564, 0.0169765, -0.00922, 0, 0, -0.0845879, 
[2025-10-13 20:02:13.755034] [0x0000007f977fd9a0] [MocapTag] [0x00002ed4] [119] 1760400133754933, 0.305403, 0.0384233, -0.367824, -0.309378, -0.999753, -0.00885618, 0.00879469, 0.0184044, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:02:13.757866] [0x0000007f977fd9a0] [MocapTag] [0x00002ed4] [120] 1760400133757756, 0.308226, 0.0384233, -0.367824, -0.309378, -0.999753, -0.00885618, 0.00879469, 0.0184044, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:02:13.760464] [0x0000007f977fd9a0] [MocapTag] [0x00002ed4] [122] 1760400133760389, 0.310859, 0.0384012, -0.367845, -0.309377, -0.999752, -0.00887298, 0.00881603, 0.01844, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:02:13.763258] [0x0000007f977fd9a0] [MocapTag] [0x00002ed4] [123] 1760400133763147, 0.313617, 0.0384012, -0.367845, -0.309377, -0.999752, -0.00887298, 0.00881603, 0.01844, -0.00221253, -0.00213055, 0, 0, 0, 0, 
[2025-10-13 20:02:13.765819] [0x0000007f977fd9a0] [MocapTag] [0x00002ed4] [124] 1760400133765715, 0.316185, 0.0384012, -0.367845, -0.309377, -0.999752, -0.00887298, 0.00881603, 0.01844, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:02:13.769569] [0x0000007f977fd9a0] [MocapTag] [0x00002ed4] [125] 1760400133769456, 0.319926, 0.0383883, -0.367838, -0.309373, -0.999753, -0.00886528, 0.0087776, 0.0184123, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:02:13.771380] [0x0000007f977fd9a0] [MocapTag] [0x00002ed4] [127] 1760400133771268, 0.321738, 0.0383883, -0.367838, -0.309373, -0.999753, -0.00886528, 0.0087776, 0.0184123, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:02:13.773938] [0x0000007f977fd9a0] [MocapTag] [0x00002ed4] [128] 1760400133773832, 0.324302, 0.0383883, -0.367838, -0.309373, -0.999753, -0.00886528, 0.0087776, 0.0184123, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:02:13.776743] [0x0000007f977fd9a0] [MocapTag] [0x00002ed4] [129] 1760400133776626, 0.327096, 0.0383883, -0.367838, -0.309373, -0.999753, -0.00886528, 0.0087776, 0.0184123, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:02:13.779351] [0x0000007f977fd9a0] [MocapTag] [0x00002ed4] [130] 1760400133779236, 0.329706, 0.0383654, -0.367833, -0.309354, -0.999753, -0.00884416, 0.00874887, 0.0184312, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:02:13.782269] [0x0000007f977fd9a0] [MocapTag] [0x00002ed4] [132] 1760400133782157, 0.332627, 0.0383654, -0.367833, -0.309354, -0.999753, -0.00884416, 0.00874887, 0.0184312, -0.00228525, 0, 0, 0, 0, 0, 
[2025-10-13 20:02:13.784833] [0x0000007f977fd9a0] [MocapTag] [0x00002ed4] [133] 1760400133784713, 0.335183, 0.0383654, -0.367833, -0.309354, -0.999753, -0.00884416, 0.00874887, 0.0184312, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:02:13.787579] [0x0000007f977fd9a0] [MocapTag] [0x00002ed4] [134] 1760400133787471, 0.337941, 0.0383654, -0.367833, -0.309354, -0.999753, -0.00884416, 0.00874887, 0.0184312, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:02:13.790210] [0x0000007f977fd9a0] [MocapTag] [0x00002ed4] [135] 1760400133790121, 0.340591, 0.0383118, -0.367844, -0.309321, -0.999752, -0.00879196, 0.0087519, 0.0184702, 0, 0, 0, 0, 0, 0, 
