[2025-10-13 20:02:13.503944] [0x0000007fb05557c0] [MocapTag] [0x00002ed4] [2] Mocap timestamp, Mocap time [s], Mocap position x [m], Mocap position y [m], Mocap position z [m], Mocap Quaternion q0 [-], Mocap Quaternion q1 [-], Mocap Quaternion q2 [-], Mocap Quaternion q3 [-], Mocap Velocity x [m/s], Mocap Velocity y [m/s], Mocap Velocity z [m/s], Mocap Angular velocity x [rad/s], Mocap Angular velocity y [rad/s], Mocap Angular velocity z [rad/s], 
[2025-10-13 20:02:15.343677] [0x0000007f977fd9a0] [MocapTag] [0x00002ed4] [855] 1760400135343568, 1.89404, 0.0383715, -0.367835, -0.309362, -0.999753, -0.00886224, 0.00872749, 0.018431, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:02:15.346456] [0x0000007f977fd9a0] [MocapTag] [0x00002ed4] [856] 1760400135346347, 1.89682, 0.0383715, -0.367835, -0.309362, -0.999753, -0.00886224, 0.00872749, 0.018431, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:02:15.349092] [0x0000007f977fd9a0] [MocapTag] [0x00002ed4] [857] 1760400135348983, 1.89945, 0.0383753, -0.367844, -0.309353, -0.999752, -0.00885842, 0.00873772, 0.0184656, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:02:15.353212] [0x0000007f977fd9a0] [MocapTag] [0x00002ed4] [859] 1760400135353099, 1.90357, 0.0383753, -0.367844, -0.309353, -0.999752, -0.00885842, 0.00873772, 0.0184656, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:02:15.355138] [0x0000007f977fd9a0] [MocapTag] [0x00002ed4] [860] 1760400135355036, 1.90551, 0.0383753, -0.367844, -0.309353, -0.999752, -0.00885842, 0.00873772, 0.0184656, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:02:15.357815] [0x0000007f977fd9a0] [MocapTag] [0x00002ed4] [861] 1760400135357703, 1.90817, 0.0383753, -0.367844, -0.309353, -0.999752, -0.00885842, 0.00873772, 0.0184656, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:02:15.360415] [0x0000007f977fd9a0] [MocapTag] [0x00002ed4] [863] 1760400135360353, 1.91082, 0.0383809, -0.367849, -0.309348, -0.999752, -0.00885256, 0.00875155, 0.0184664, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:02:15.363445] [0x0000007f977fd9a0] [MocapTag] [0x00002ed4] [864] 1760400135363334, 1.9138, 0.0383809, -0.367849, -0.309348, -0.999752, -0.00885256, 0.00875155, 0.0184664, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:02:15.366107] [0x0000007f977fd9a0] [MocapTag] [0x00002ed4] [865] 1760400135365992, 1.91646, 0.0383809, -0.367849, -0.309348, -0.999752, -0.00885256, 0.00875155, 0.0184664, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:02:15.368836] [0x0000007f977fd9a0] [MocapTag] [0x00002ed4] [866] 1760400135368728, 1.9192, 0.0383861, -0.367844, -0.309357, -0.999752, -0.00887161, 0.00876908, 0.0184487, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:02:15.371833] [0x0000007f977fd9a0] [MocapTag] [0x00002ed4] [868] 1760400135371722, 1.92219, 0.0383861, -0.367844, -0.309357, -0.999752, -0.00887161, 0.00876908, 0.0184487, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:02:15.374265] [0x0000007f977fd9a0] [MocapTag] [0x00002ed4] [869] 1760400135374162, 1.92463, 0.0383861, -0.367844, -0.309357, -0.999752, -0.00887161, 0.00876908, 0.0184487, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:02:15.377011] [0x0000007f977fd9a0] [MocapTag] [0x00002ed4] [870] 1760400135376910, 1.92738, 0.0383861, -0.367844, -0.309357, -0.999752, -0.00887161, 0.00876908, 0.0184487, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:02:15.379673] [0x0000007f977fd9a0] [MocapTag] [0x00002ed4] [871] 1760400135379590, 1.93006, 0.0383942, -0.367842, -0.309347, -0.999752, -0.00888396, 0.00880002, 0.0184532, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:02:15.383452] [0x0000007f977fd9a0] [MocapTag] [0x00002ed4] [873] 1760400135383340, 1.93381, 0.0383942, -0.367842, -0.309347, -0.999752, -0.00888396, 0.00880002, 0.0184532, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:02:15.385567] [0x0000007f977fd9a0] [MocapTag] [0x00002ed4] [874] 1760400135385461, 1.93593, 0.0383942, -0.367842, -0.309347, -0.999752, -0.00888396, 0.00880002, 0.0184532, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:02:15.388213] [0x0000007f977fd9a0] [MocapTag] [0x00002ed4] [875] 1760400135388103, 1.93857, 0.0383859, -0.36784, -0.309349, -0.999752, -0.00887741, 0.00878294, 0.0184485, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:02:15.391571] [0x0000007f977fd9a0] [MocapTag] [0x00002ed4] [877] 1760400135391452, 1.94192, 0.0383859, -0.36784, -0.309349, -0.999752, -0.00887741, 0.00878294, 0.0184485, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:02:15.393585] [0x0000007f977fd9a0] [MocapTag] [0x00002ed4] [878] 1760400135393473, 1.94394, 0.0383859, -0.36784, -0.309349, -0.999752, -0.00887741, 0.00878294, 0.0184485, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:02:15.396279] [0x0000007f977fd9a0] [MocapTag] [0x00002ed4] [879] 1760400135396174, 1.94664, 0.0383859, -0.36784, -0.309349, -0.999752, -0.00887741, 0.00878294, 0.0184485, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:02:15.398924] [0x0000007f977fd9a0] [MocapTag] [0x00002ed4] [880] 1760400135398813, 1.94928, 0.0383874, -0.36783, -0.309356, -0.999752, -0.00889696, 0.00878677, 0.0184519, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:02:15.401871] [0x0000007f977fd9a0] [MocapTag] [0x00002ed4] [882] 1760400135401761, 1.95223, 0.0383874, -0.36783, -0.309356, -0.999752, -0.00889696, 0.00878677, 0.0184519, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:02:15.404407] [0x0000007f977fd9a0] [MocapTag] [0x00002ed4] [883] 1760400135404301, 1.95477, 0.0383874, -0.36783, -0.309356, -0.999752, -0.00889696, 0.00878677, 0.0184519, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:02:15.407059] [0x0000007f977fd9a0] [MocapTag] [0x00002ed4] [884] 1760400135406938, 1.95741, 0.0383874, -0.36783, -0.309356, -0.999752, -0.00889696, 0.00878677, 0.0184519, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:02:15.409709] [0x0000007f977fd9a0] [MocapTag] [0x00002ed4] [885] 1760400135409596, 1.96007, 0.0383717, -0.367829, -0.309365, -0.999752, -0.00888785, 0.00877069, 0.0184303, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:02:15.413029] [0x0000007f977fd9a0] [MocapTag] [0x00002ed4] [887] 1760400135412917, 1.96339, 0.0383717, -0.367829, -0.309365, -0.999752, -0.00888785, 0.00877069, 0.0184303, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:02:15.415573] [0x0000007f977fd9a0] [MocapTag] [0x00002ed4] [888] 1760400135415465, 1.96593, 0.0383717, -0.367829, -0.309365, -0.999752, -0.00888785, 0.00877069, 0.0184303, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:02:15.418271] [0x0000007f977fd9a0] [MocapTag] [0x00002ed4] [889] 1760400135418169, 1.96864, 0.0383717, -0.367829, -0.309365, -0.999752, -0.00888785, 0.00877069, 0.0184303, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:02:15.420857] [0x0000007f977fd9a0] [MocapTag] [0x00002ed4] [891] 1760400135420760, 1.97123, 0.0383725, -0.367832, -0.30937, -0.999752, -0.00888414, 0.00877587, 0.0184467, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:02:15.423739] [0x0000007f977fd9a0] [MocapTag] [0x00002ed4] [892] 1760400135423628, 1.9741, 0.0383725, -0.367832, -0.30937, -0.999752, -0.00888414, 0.00877587, 0.0184467, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:02:15.426279] [0x0000007f977fd9a0] [MocapTag] [0x00002ed4] [893] 1760400135426168, 1.97664, 0.0383725, -0.367832, -0.30937, -0.999752, -0.00888414, 0.00877587, 0.0184467, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:02:15.429037] [0x0000007f977fd9a0] [MocapTag] [0x00002ed4] [894] 1760400135428930, 1.9794, 0.0383691, -0.367837, -0.309365, -0.999751, -0.00890513, 0.00879267, 0.0184581, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:02:15.431848] [0x0000007f977fd9a0] [MocapTag] [0x00002ed4] [896] 1760400135431739, 1.98221, 0.0383691, -0.367837, -0.309365, -0.999751, -0.00890513, 0.00879267, 0.0184581, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:02:15.434359] [0x0000007f977fd9a0] [MocapTag] [0x00002ed4] [897] 1760400135434250, 1.98472, 0.0383691, -0.367837, -0.309365, -0.999751, -0.00890513, 0.00879267, 0.0184581, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:02:15.437160] [0x0000007f977fd9a0] [MocapTag] [0x00002ed4] [898] 1760400135437054, 1.98752, 0.0383691, -0.367837, -0.309365, -0.999751, -0.00890513, 0.00879267, 0.0184581, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:02:15.439702] [0x0000007f977fd9a0] [MocapTag] [0x00002ed4] [899] 1760400135439584, 1.99005, 0.0383708, -0.367846, -0.309363, -0.999751, -0.00888616, 0.00879338, 0.0184623, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:02:15.442617] [0x0000007f977fd9a0] [MocapTag] [0x00002ed4] [901] 1760400135442506, 1.99298, 0.0383708, -0.367846, -0.309363, -0.999751, -0.00888616, 0.00879338, 0.0184623, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:02:15.445122] [0x0000007f977fd9a0] [MocapTag] [0x00002ed4] [902] 1760400135444988, 1.99546, 0.0383708, -0.367846, -0.309363, -0.999751, -0.00888616, 0.00879338, 0.0184623, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:02:15.447973] [0x0000007f977fd9a0] [MocapTag] [0x00002ed4] [903] 1760400135447856, 1.99833, 0.0383708, -0.367846, -0.309363, -0.999751, -0.00888616, 0.00879338, 0.0184623, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:02:15.450678] [0x0000007f977fd9a0] [MocapTag] [0x00002ed4] [905] 1760400135450605, 2.00108, 0.0383773, -0.367838, -0.309355, -0.999751, -0.00889097, 0.00878898, 0.0184608, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:02:15.453708] [0x0000007f977fd9a0] [MocapTag] [0x00002ed4] [906] 1760400135453597, 2.00407, 0.0383773, -0.367838, -0.309355, -0.999751, -0.00889097, 0.00878898, 0.0184608, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:02:15.456350] [0x0000007f977fd9a0] [MocapTag] [0x00002ed4] [907] 1760400135456240, 2.00671, 0.0383773, -0.367838, -0.309355, -0.999751, -0.00889097, 0.00878898, 0.0184608, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:02:15.459427] [0x0000007f977fd9a0] [MocapTag] [0x00002ed4] [908] 1760400135459317, 2.00979, 0.038387, -0.367843, -0.309349, -0.999752, -0.00887105, 0.00879152, 0.0184419, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:02:15.463215] [0x0000007f977fd9a0] [MocapTag] [0x00002ed4] [910] 1760400135463104, 2.01357, 0.038387, -0.367843, -0.309349, -0.999752, -0.00887105, 0.00879152, 0.0184419, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:02:15.464772] [0x0000007f977fd9a0] [MocapTag] [0x00002ed4] [911] 1760400135464670, 2.01514, 0.038387, -0.367843, -0.309349, -0.999752, -0.00887105, 0.00879152, 0.0184419, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:02:15.467525] [0x0000007f977fd9a0] [MocapTag] [0x00002ed4] [912] 1760400135467421, 2.01789, 0.038387, -0.367843, -0.309349, -0.999752, -0.00887105, 0.00879152, 0.0184419, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:02:15.470187] [0x0000007f977fd9a0] [MocapTag] [0x00002ed4] [914] 1760400135470129, 2.0206, 0.0383867, -0.367846, -0.309354, -0.999752, -0.00886993, 0.00877059, 0.0184512, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:02:15.472963] [0x0000007f977fd9a0] [MocapTag] [0x00002ed4] [915] 1760400135472852, 2.02332, 0.0383867, -0.367846, -0.309354, -0.999752, -0.00886993, 0.00877059, 0.0184512, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:02:15.476273] [0x0000007f977fd9a0] [MocapTag] [0x00002ed4] [916] 1760400135476163, 2.02663, 0.0383867, -0.367846, -0.309354, -0.999752, -0.00886993, 0.00877059, 0.0184512, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:02:15.478839] [0x0000007f977fd9a0] [MocapTag] [0x00002ed4] [917] 1760400135478733, 2.0292, 0.0383358, -0.367842, -0.309322, -0.999751, -0.00884949, 0.00872077, 0.0185183, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:02:15.481688] [0x0000007f977fd9a0] [MocapTag] [0x00002ed4] [919] 1760400135481577, 2.03205, 0.0383358, -0.367842, -0.309322, -0.999751, -0.00884949, 0.00872077, 0.0185183, -0.005087, 0, 0.00324779, 0, 0, 0, 
[2025-10-13 20:02:15.485161] [0x0000007f977fd9a0] [MocapTag] [0x00002ed4] [920] 1760400135485055, 2.03552, 0.0383358, -0.367842, -0.309322, -0.999751, -0.00884949, 0.00872077, 0.0185183, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:02:15.486901] [0x0000007f977fd9a0] [MocapTag] [0x00002ed4] [921] 1760400135486797, 2.03727, 0.0383358, -0.367842, -0.309322, -0.999751, -0.00884949, 0.00872077, 0.0185183, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:02:15.490225] [0x0000007f977fd9a0] [MocapTag] [0x00002ed4] [922] 1760400135490134, 2.0406, 0.0381758, -0.36798, -0.309285, -0.999747, -0.00876679, 0.00866735, 0.0188011, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:02:15.493589] [0x0000007f977fd9a0] [MocapTag] [0x00002ed4] [924] 1760400135493470, 2.04394, 0.0381758, -0.36798, -0.309285, -0.999747, -0.00876679, 0.00866735, 0.0188011, -0.0159931, -0.0138629, 0.00365619, 0, 0, 0.0568129, 
[2025-10-13 20:02:15.495597] [0x0000007f977fd9a0] [MocapTag] [0x00002ed4] [925] 1760400135495488, 2.04596, 0.0381758, -0.36798, -0.309285, -0.999747, -0.00876679, 0.00866735, 0.0188011, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:02:15.498272] [0x0000007f977fd9a0] [MocapTag] [0x00002ed4] [926] 1760400135498169, 2.04864, 0.0381758, -0.36798, -0.309285, -0.999747, -0.00876679, 0.00866735, 0.0188011, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:02:15.500904] [0x0000007f977fd9a0] [MocapTag] [0x00002ed4] [928] 1760400135500793, 2.05126, 0.0384269, -0.367767, -0.309364, -0.999754, -0.008868, 0.00871824, 0.0183494, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:02:15.503565] [0x0000007f977fd9a0] [MocapTag] [0x00002ed4] [929] 1760400135503453, 2.05392, 0.0384269, -0.367767, -0.309364, -0.999754, -0.008868, 0.00871824, 0.0183494, 0.0251042, 0.0213676, -0.00788364, 0, 0, -0.0906315, 
[2025-10-13 20:02:15.506975] [0x0000007f977fd9a0] [MocapTag] [0x00002ed4] [930] 1760400135506865, 2.05734, 0.0384269, -0.367767, -0.309364, -0.999754, -0.008868, 0.00871824, 0.0183494, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:02:15.509552] [0x0000007f977fd9a0] [MocapTag] [0x00002ed4] [931] 1760400135509437, 2.05991, 0.0383795, -0.367843, -0.309368, -0.999752, -0.00887392, 0.00878365, 0.0184432, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:02:15.512648] [0x0000007f977fd9a0] [MocapTag] [0x00002ed4] [933] 1760400135512537, 2.06301, 0.0383795, -0.367843, -0.309368, -0.999752, -0.00887392, 0.00878365, 0.0184432, -0.00474277, -0.00758616, 0, 0, 0, 0, 
[2025-10-13 20:02:15.515177] [0x0000007f977fd9a0] [MocapTag] [0x00002ed4] [934] 1760400135515068, 2.06554, 0.0383795, -0.367843, -0.309368, -0.999752, -0.00887392, 0.00878365, 0.0184432, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:02:15.517842] [0x0000007f977fd9a0] [MocapTag] [0x00002ed4] [935] 1760400135517733, 2.0682, 0.0383795, -0.367843, -0.309368, -0.999752, -0.00887392, 0.00878365, 0.0184432, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:02:15.520518] [0x0000007f977fd9a0] [MocapTag] [0x00002ed4] [936] 1760400135520431, 2.0709, 0.0383219, -0.367854, -0.309331, -0.999752, -0.00881493, 0.00873835, 0.0185097, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:02:15.523482] [0x0000007f977fd9a0] [MocapTag] [0x00002ed4] [938] 1760400135523371, 2.07384, 0.0383219, -0.367854, -0.309331, -0.999752, -0.00881493, 0.00873835, 0.0185097, -0.00575728, 0, 0.00363115, 0, 0, 0, 
[2025-10-13 20:02:15.526036] [0x0000007f977fd9a0] [MocapTag] [0x00002ed4] [939] 1760400135525931, 2.0764, 0.0383219, -0.367854, -0.309331, -0.999752, -0.00881493, 0.00873835, 0.0185097, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:02:15.528792] [0x0000007f977fd9a0] [MocapTag] [0x00002ed4] [940] 1760400135528687, 2.07916, 0.0381834, -0.367947, -0.309283, -0.999748, -0.00876901, 0.00872238, 0.0187096, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:02:15.531670] [0x0000007f977fd9a0] [MocapTag] [0x00002ed4] [942] 1760400135531558, 2.08203, 0.0381834, -0.367947, -0.309283, -0.999748, -0.00876901, 0.00872238, 0.0187096, -0.0138501, -0.00934834, 0.0048146, 0, 0, 0.0400987, 
[2025-10-13 20:02:15.534416] [0x0000007f977fd9a0] [MocapTag] [0x00002ed4] [943] 1760400135534310, 2.08478, 0.0381834, -0.367947, -0.309283, -0.999748, -0.00876901, 0.00872238, 0.0187096, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:02:15.537232] [0x0000007f977fd9a0] [MocapTag] [0x00002ed4] [944] 1760400135537123, 2.08759, 0.0381834, -0.367947, -0.309283, -0.999748, -0.00876901, 0.00872238, 0.0187096, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:02:15.539806] [0x0000007f977fd9a0] [MocapTag] [0x00002ed4] [945] 1760400135539719, 2.09019, 0.0381921, -0.36794, -0.309275, -0.999748, -0.00879166, 0.00875826, 0.018708, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:02:15.542764] [0x0000007f977fd9a0] [MocapTag] [0x00002ed4] [947] 1760400135542654, 2.09312, 0.0381921, -0.36794, -0.309275, -0.999748, -0.00879166, 0.00875826, 0.018708, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:02:15.545346] [0x0000007f977fd9a0] [MocapTag] [0x00002ed4] [948] 1760400135545200, 2.09567, 0.0381921, -0.36794, -0.309275, -0.999748, -0.00879166, 0.00875826, 0.018708, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:02:15.547854] [0x0000007f977fd9a0] [MocapTag] [0x00002ed4] [949] 1760400135547748, 2.09822, 0.0381921, -0.36794, -0.309275, -0.999748, -0.00879166, 0.00875826, 0.018708, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:02:15.550579] [0x0000007f977fd9a0] [MocapTag] [0x00002ed4] [951] 1760400135550514, 2.10098, 0.0383881, -0.367795, -0.309369, -0.999753, -0.00890875, 0.00879533, 0.0183484, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:02:15.553470] [0x0000007f977fd9a0] [MocapTag] [0x00002ed4] [952] 1760400135553359, 2.10383, 0.0383881, -0.367795, -0.309369, -0.999753, -0.00890875, 0.00879533, 0.0183484, 0.0196053, 0.0144553, -0.00941186, 0, 0, -0.0722025, 
[2025-10-13 20:02:15.556225] [0x0000007f977fd9a0] [MocapTag] [0x00002ed4] [953] 1760400135556114, 2.10658, 0.0383881, -0.367795, -0.309369, -0.999753, -0.00890875, 0.00879533, 0.0183484, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:02:15.558686] [0x0000007f977fd9a0] [MocapTag] [0x00002ed4] [954] 1760400135558556, 2.10903, 0.0383695, -0.367831, -0.309355, -0.999752, -0.00887944, 0.00875597, 0.0184417, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:02:15.561951] [0x0000007f977fd9a0] [MocapTag] [0x00002ed4] [956] 1760400135561837, 2.11231, 0.0383695, -0.367831, -0.309355, -0.999752, -0.00887944, 0.00875597, 0.0184417, 0, -0.00360508, 0, 0, 0, 0, 
[2025-10-13 20:02:15.564168] [0x0000007f977fd9a0] [MocapTag] [0x00002ed4] [957] 1760400135564064, 2.11453, 0.0383695, -0.367831, -0.309355, -0.999752, -0.00887944, 0.00875597, 0.0184417, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:02:15.567045] [0x0000007f977fd9a0] [MocapTag] [0x00002ed4] [958] 1760400135566938, 2.11741, 0.0383695, -0.367831, -0.309355, -0.999752, -0.00887944, 0.00875597, 0.0184417, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:02:15.569526] [0x0000007f977fd9a0] [MocapTag] [0x00002ed4] [959] 1760400135569424, 2.11989, 0.0383283, -0.367841, -0.309318, -0.999752, -0.00880409, 0.00870296, 0.0185139, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:02:15.572601] [0x0000007f977fd9a0] [MocapTag] [0x00002ed4] [961] 1760400135572488, 2.12296, 0.0383283, -0.367841, -0.309318, -0.999752, -0.00880409, 0.00870296, 0.0185139, -0.00411832, 0, 0.00369931, 0, 0, 0, 
[2025-10-13 20:02:15.575051] [0x0000007f977fd9a0] [MocapTag] [0x00002ed4] [962] 1760400135574949, 2.12542, 0.0383283, -0.367841, -0.309318, -0.999752, -0.00880409, 0.00870296, 0.0185139, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:02:15.577851] [0x0000007f977fd9a0] [MocapTag] [0x00002ed4] [963] 1760400135577742, 2.12821, 0.0383283, -0.367841, -0.309318, -0.999752, -0.00880409, 0.00870296, 0.0185139, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:02:15.580433] [0x0000007f977fd9a0] [MocapTag] [0x00002ed4] [965] 1760400135580368, 2.13084, 0.0381795, -0.367941, -0.309254, -0.999748, -0.00870939, 0.00863999, 0.0187934, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:02:15.583372] [0x0000007f977fd9a0] [MocapTag] [0x00002ed4] [966] 1760400135583261, 2.13373, 0.0381795, -0.367941, -0.309254, -0.999748, -0.00870939, 0.00863999, 0.0187934, -0.0148871, -0.0100351, 0.00642539, 0, 0, 0.0561859, 
[2025-10-13 20:02:15.585797] [0x0000007f977fd9a0] [MocapTag] [0x00002ed4] [967] 1760400135585693, 2.13616, 0.0381795, -0.367941, -0.309254, -0.999748, -0.00870939, 0.00863999, 0.0187934, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:02:15.588407] [0x0000007f977fd9a0] [MocapTag] [0x00002ed4] [968] 1760400135588304, 2.13877, 0.0383504, -0.368382, -0.309125, -0.999762, -0.0082326, 0.00848529, 0.0183273, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:02:15.591349] [0x0000007f977fd9a0] [MocapTag] [0x00002ed4] [970] 1760400135591233, 2.1417, 0.0383504, -0.368382, -0.309125, -0.999762, -0.0082326, 0.00848529, 0.0183273, 0.0170931, -0.044083, 0.0128835, -0.0939608, 0, -0.0921793, 
[2025-10-13 20:02:15.596126] [0x0000007f977fd9a0] [MocapTag] [0x00002ed4] [971] 1760400135596014, 2.14648, 0.0383504, -0.368382, -0.309125, -0.999762, -0.0082326, 0.00848529, 0.0183273, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:02:15.596761] [0x0000007f977fd9a0] [MocapTag] [0x00002ed4] [972] 1760400135596660, 2.14713, 0.0383504, -0.368382, -0.309125, -0.999762, -0.0082326, 0.00848529, 0.0183273, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:02:15.599942] [0x0000007f977fd9a0] [MocapTag] [0x00002ed4] [973] 1760400135599853, 2.15032, 0.0383566, -0.368366, -0.309128, -0.999763, -0.00823206, 0.00848653, 0.0182655, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:02:15.602824] [0x0000007f977fd9a0] [MocapTag] [0x00002ed4] [975] 1760400135602713, 2.15318, 0.0383566, -0.368366, -0.309128, -0.999763, -0.00823206, 0.00848653, 0.0182655, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:02:15.605159] [0x0000007f977fd9a0] [MocapTag] [0x00002ed4] [976] 1760400135605053, 2.15552, 0.0383566, -0.368366, -0.309128, -0.999763, -0.00823206, 0.00848653, 0.0182655, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:02:15.607903] [0x0000007f977fd9a0] [MocapTag] [0x00002ed4] [977] 1760400135607799, 2.15827, 0.0383566, -0.368366, -0.309128, -0.999763, -0.00823206, 0.00848653, 0.0182655, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:02:15.610597] [0x0000007f977fd9a0] [MocapTag] [0x00002ed4] [979] 1760400135610511, 2.16098, 0.0383691, -0.368361, -0.309124, -0.999764, -0.00822435, 0.00849729, 0.0182411, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:02:15.613643] [0x0000007f977fd9a0] [MocapTag] [0x00002ed4] [980] 1760400135613530, 2.164, 0.0383691, -0.368361, -0.309124, -0.999764, -0.00822435, 0.00849729, 0.0182411, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:02:15.616358] [0x0000007f977fd9a0] [MocapTag] [0x00002ed4] [981] 1760400135616244, 2.16671, 0.0383691, -0.368361, -0.309124, -0.999764, -0.00822435, 0.00849729, 0.0182411, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:02:15.618989] [0x0000007f977fd9a0] [MocapTag] [0x00002ed4] [982] 1760400135618882, 2.16935, 0.0386504, -0.368179, -0.309232, -0.999769, -0.00840086, 0.0085926, 0.0178163, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:02:15.621935] [0x0000007f977fd9a0] [MocapTag] [0x00002ed4] [984] 1760400135621824, 2.17229, 0.0386504, -0.368179, -0.309232, -0.999769, -0.00840086, 0.0085926, 0.0178163, 0.0281248, 0.0182504, -0.010784, 0.0356913, 0, -0.0854518, 
[2025-10-13 20:02:15.624459] [0x0000007f977fd9a0] [MocapTag] [0x00002ed4] [985] 1760400135624350, 2.17482, 0.0386504, -0.368179, -0.309232, -0.999769, -0.00840086, 0.0085926, 0.0178163, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:02:15.627797] [0x0000007f977fd9a0] [MocapTag] [0x00002ed4] [986] 1760400135627691, 2.17816, 0.0386504, -0.368179, -0.309232, -0.999769, -0.00840086, 0.0085926, 0.0178163, 0, 0, 0, 0, 0, 0, 
