[2025-10-13 20:17:00.592888] [0x0000007fa49ba7c0] [MocapTag] [0x000008b6] [2] Mocap timestamp, Mocap time [s], Mocap position x [m], Mocap position y [m], Mocap position z [m], Mocap Quaternion q0 [-], Mocap Quaternion q1 [-], Mocap Quaternion q2 [-], Mocap Quaternion q3 [-], Mocap Velocity x [m/s], Mocap Velocity y [m/s], Mocap Velocity z [m/s], Mocap Angular velocity x [rad/s], Mocap Angular velocity y [rad/s], Mocap Angular velocity z [rad/s], 
[2025-10-13 20:17:00.596268] [0x0000007f83ffe9a0] [MocapTag] [0x000008b6] [3] 1760401020596088, 0.086058, 0.0213932, -0.348441, -0.310678, -0.999655, -0.0125128, 0.018, 0.0144888, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:17:00.598668] [0x0000007f83ffe9a0] [MocapTag] [0x000008b6] [5] 1760401020598545, 0.088515, 0.0213948, -0.348454, -0.310683, -0.999655, -0.0124705, 0.0180563, 0.0144187, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:17:00.601589] [0x0000007f83ffe9a0] [MocapTag] [0x000008b6] [6] 1760401020601471, 0.091441, 0.0213948, -0.348454, -0.310683, -0.999655, -0.0124705, 0.0180563, 0.0144187, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:17:00.603950] [0x0000007f83ffe9a0] [MocapTag] [0x000008b6] [7] 1760401020603841, 0.093811, 0.0213948, -0.348454, -0.310683, -0.999655, -0.0124705, 0.0180563, 0.0144187, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:17:00.606605] [0x0000007f83ffe9a0] [MocapTag] [0x000008b6] [9] 1760401020606541, 0.096511, 0.0213948, -0.348454, -0.310683, -0.999655, -0.0124705, 0.0180563, 0.0144187, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:17:00.609208] [0x0000007f83ffe9a0] [MocapTag] [0x000008b6] [10] 1760401020609098, 0.099068, 0.0214066, -0.348449, -0.310703, -0.999654, -0.0124924, 0.0181123, 0.0144461, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:17:00.612080] [0x0000007f83ffe9a0] [MocapTag] [0x000008b6] [11] 1760401020611957, 0.101927, 0.0214066, -0.348449, -0.310703, -0.999654, -0.0124924, 0.0181123, 0.0144461, 0, 0, -0.00207244, 0, 0, 0, 
[2025-10-13 20:17:00.614687] [0x0000007f83ffe9a0] [MocapTag] [0x000008b6] [12] 1760401020614579, 0.104549, 0.0214066, -0.348449, -0.310703, -0.999654, -0.0124924, 0.0181123, 0.0144461, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:17:00.617363] [0x0000007f83ffe9a0] [MocapTag] [0x000008b6] [14] 1760401020617250, 0.10722, 0.0213697, -0.348447, -0.310691, -0.999656, -0.0125039, 0.0179411, 0.0144937, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:17:00.620082] [0x0000007f83ffe9a0] [MocapTag] [0x000008b6] [15] 1760401020619971, 0.109941, 0.0213697, -0.348447, -0.310691, -0.999656, -0.0125039, 0.0179411, 0.0144937, -0.0036902, 0, 0, 0, 0, 0, 
[2025-10-13 20:17:00.622538] [0x0000007f83ffe9a0] [MocapTag] [0x000008b6] [16] 1760401020622425, 0.112395, 0.0213697, -0.348447, -0.310691, -0.999656, -0.0125039, 0.0179411, 0.0144937, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:17:00.625315] [0x0000007f83ffe9a0] [MocapTag] [0x000008b6] [17] 1760401020625207, 0.115177, 0.0213697, -0.348447, -0.310691, -0.999656, -0.0125039, 0.0179411, 0.0144937, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:17:00.628071] [0x0000007f83ffe9a0] [MocapTag] [0x000008b6] [19] 1760401020627956, 0.117926, 0.0214009, -0.348452, -0.310678, -0.999654, -0.0124936, 0.0181157, 0.014424, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:17:00.630747] [0x0000007f83ffe9a0] [MocapTag] [0x000008b6] [20] 1760401020630634, 0.120604, 0.0214009, -0.348452, -0.310678, -0.999654, -0.0124936, 0.0181157, 0.014424, 0.00311748, 0, 0, 0, 0, 0, 
[2025-10-13 20:17:00.633355] [0x0000007f83ffe9a0] [MocapTag] [0x000008b6] [21] 1760401020633245, 0.123215, 0.0214009, -0.348452, -0.310678, -0.999654, -0.0124936, 0.0181157, 0.014424, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:17:00.636019] [0x0000007f83ffe9a0] [MocapTag] [0x000008b6] [22] 1760401020635934, 0.125904, 0.0214009, -0.348452, -0.310678, -0.999654, -0.0124936, 0.0181157, 0.014424, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:17:00.638598] [0x0000007f83ffe9a0] [MocapTag] [0x000008b6] [24] 1760401020638487, 0.128457, 0.0214355, -0.348453, -0.310712, -0.999649, -0.0125676, 0.0182287, 0.0145331, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:17:00.641536] [0x0000007f83ffe9a0] [MocapTag] [0x000008b6] [25] 1760401020641428, 0.131398, 0.0214355, -0.348453, -0.310712, -0.999649, -0.0125676, 0.0182287, 0.0145331, 0.00346706, 0, -0.0033882, 0, 0, 0, 
[2025-10-13 20:17:00.644112] [0x0000007f83ffe9a0] [MocapTag] [0x000008b6] [26] 1760401020644001, 0.133971, 0.0214355, -0.348453, -0.310712, -0.999649, -0.0125676, 0.0182287, 0.0145331, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:17:00.646658] [0x0000007f83ffe9a0] [MocapTag] [0x000008b6] [28] 1760401020646597, 0.136567, 0.0213816, -0.348434, -0.310681, -0.999655, -0.0125428, 0.0178987, 0.0145998, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:17:00.649787] [0x0000007f83ffe9a0] [MocapTag] [0x000008b6] [29] 1760401020649676, 0.139646, 0.0213816, -0.348434, -0.310681, -0.999655, -0.0125428, 0.0178987, 0.0145998, -0.00539164, 0, 0.00307877, 0, -0.0658974, 0, 
[2025-10-13 20:17:00.652754] [0x0000007f83ffe9a0] [MocapTag] [0x000008b6] [30] 1760401020652612, 0.142582, 0.0213816, -0.348434, -0.310681, -0.999655, -0.0125428, 0.0178987, 0.0145998, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:17:00.655649] [0x0000007f83ffe9a0] [MocapTag] [0x000008b6] [31] 1760401020655542, 0.145512, 0.0213816, -0.348434, -0.310681, -0.999655, -0.0125428, 0.0178987, 0.0145998, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:17:00.658260] [0x0000007f83ffe9a0] [MocapTag] [0x000008b6] [33] 1760401020658150, 0.14812, 0.0213766, -0.348443, -0.310672, -0.999656, -0.0124768, 0.0179787, 0.0144498, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:17:00.661052] [0x0000007f83ffe9a0] [MocapTag] [0x000008b6] [34] 1760401020660943, 0.150913, 0.0213766, -0.348443, -0.310672, -0.999656, -0.0124768, 0.0179787, 0.0144498, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:17:00.663533] [0x0000007f83ffe9a0] [MocapTag] [0x000008b6] [35] 1760401020663427, 0.153397, 0.0213766, -0.348443, -0.310672, -0.999656, -0.0124768, 0.0179787, 0.0144498, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:17:00.669198] [0x0000007f83ffe9a0] [MocapTag] [0x000008b6] [37] 1760401020669075, 0.159045, 0.0213766, -0.348443, -0.310672, -0.999656, -0.0124768, 0.0179787, 0.0144498, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:17:00.669841] [0x0000007f83ffe9a0] [MocapTag] [0x000008b6] [38] 1760401020669739, 0.159709, 0.0214064, -0.348422, -0.310683, -0.999653, -0.0125543, 0.0180523, 0.014527, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:17:00.672327] [0x0000007f83ffe9a0] [MocapTag] [0x000008b6] [39] 1760401020672205, 0.162175, 0.0214064, -0.348422, -0.310683, -0.999653, -0.0125543, 0.0180523, 0.014527, 0.00297716, 0.00213166, 0, 0, 0, 0, 
[2025-10-13 20:17:00.675053] [0x0000007f83ffe9a0] [MocapTag] [0x000008b6] [40] 1760401020674944, 0.164914, 0.0214064, -0.348422, -0.310683, -0.999653, -0.0125543, 0.0180523, 0.014527, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:17:00.677738] [0x0000007f83ffe9a0] [MocapTag] [0x000008b6] [42] 1760401020677621, 0.167591, 0.0213896, -0.348446, -0.31068, -0.999653, -0.0125406, 0.0179883, 0.0145755, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:17:00.680582] [0x0000007f83ffe9a0] [MocapTag] [0x000008b6] [43] 1760401020680470, 0.17044, 0.0213896, -0.348446, -0.31068, -0.999653, -0.0125406, 0.0179883, 0.0145755, 0, -0.00239287, 0, 0, 0, 0, 
[2025-10-13 20:17:00.683192] [0x0000007f83ffe9a0] [MocapTag] [0x000008b6] [44] 1760401020683088, 0.173058, 0.0213896, -0.348446, -0.31068, -0.999653, -0.0125406, 0.0179883, 0.0145755, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:17:00.688279] [0x0000007f83ffe9a0] [MocapTag] [0x000008b6] [46] 1760401020688157, 0.178127, 0.0213896, -0.348446, -0.31068, -0.999653, -0.0125406, 0.0179883, 0.0145755, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:17:00.688967] [0x0000007f83ffe9a0] [MocapTag] [0x000008b6] [47] 1760401020688859, 0.178829, 0.021415, -0.348439, -0.310695, -0.999652, -0.0125319, 0.0181238, 0.0145225, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:17:00.691439] [0x0000007f83ffe9a0] [MocapTag] [0x000008b6] [48] 1760401020691321, 0.181291, 0.021415, -0.348439, -0.310695, -0.999652, -0.0125319, 0.0181238, 0.0145225, 0.00254072, 0, 0, 0, 0, 0, 
[2025-10-13 20:17:00.693979] [0x0000007f83ffe9a0] [MocapTag] [0x000008b6] [49] 1760401020693869, 0.183839, 0.021415, -0.348439, -0.310695, -0.999652, -0.0125319, 0.0181238, 0.0145225, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:17:00.696551] [0x0000007f83ffe9a0] [MocapTag] [0x000008b6] [51] 1760401020696493, 0.186463, 0.021415, -0.348439, -0.310695, -0.999652, -0.0125319, 0.0181238, 0.0145225, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:17:00.699130] [0x0000007f83ffe9a0] [MocapTag] [0x000008b6] [52] 1760401020699017, 0.188987, 0.0214017, -0.348487, -0.310725, -0.999654, -0.0124169, 0.0181863, 0.0143747, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:17:00.701725] [0x0000007f83ffe9a0] [MocapTag] [0x000008b6] [53] 1760401020701614, 0.191584, 0.0214017, -0.348487, -0.310725, -0.999654, -0.0124169, 0.0181863, 0.0143747, 0, -0.00479175, -0.00303427, 0, 0, 0, 
[2025-10-13 20:17:00.704311] [0x0000007f83ffe9a0] [MocapTag] [0x000008b6] [54] 1760401020704204, 0.194174, 0.0214017, -0.348487, -0.310725, -0.999654, -0.0124169, 0.0181863, 0.0143747, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:17:00.707370] [0x0000007f83ffe9a0] [MocapTag] [0x000008b6] [56] 1760401020707256, 0.197226, 0.0213943, -0.348458, -0.310698, -0.999655, -0.0124749, 0.0180161, 0.0144957, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:17:00.709972] [0x0000007f83ffe9a0] [MocapTag] [0x000008b6] [57] 1760401020709860, 0.19983, 0.0213943, -0.348458, -0.310698, -0.999655, -0.0124749, 0.0180161, 0.0144957, 0, 0.00289613, 0.00269957, 0, 0, 0, 
[2025-10-13 20:17:00.712409] [0x0000007f83ffe9a0] [MocapTag] [0x000008b6] [58] 1760401020712308, 0.202278, 0.0213943, -0.348458, -0.310698, -0.999655, -0.0124749, 0.0180161, 0.0144957, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:17:00.716228] [0x0000007f83ffe9a0] [MocapTag] [0x000008b6] [59] 1760401020716143, 0.206113, 0.0213943, -0.348458, -0.310698, -0.999655, -0.0124749, 0.0180161, 0.0144957, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:17:00.717731] [0x0000007f83ffe9a0] [MocapTag] [0x000008b6] [61] 1760401020717610, 0.20758, 0.0214163, -0.348452, -0.310691, -0.999652, -0.0125397, 0.018116, 0.0145191, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:17:00.720553] [0x0000007f83ffe9a0] [MocapTag] [0x000008b6] [62] 1760401020720444, 0.210414, 0.0214163, -0.348452, -0.310691, -0.999652, -0.0125397, 0.018116, 0.0145191, 0.00220017, 0, 0, 0, 0, 0, 
[2025-10-13 20:17:00.723097] [0x0000007f83ffe9a0] [MocapTag] [0x000008b6] [63] 1760401020722987, 0.212957, 0.0214163, -0.348452, -0.310691, -0.999652, -0.0125397, 0.018116, 0.0145191, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:17:00.725755] [0x0000007f83ffe9a0] [MocapTag] [0x000008b6] [64] 1760401020725654, 0.215624, 0.0214163, -0.348452, -0.310691, -0.999652, -0.0125397, 0.018116, 0.0145191, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:17:00.728423] [0x0000007f83ffe9a0] [MocapTag] [0x000008b6] [66] 1760401020728310, 0.21828, 0.0214272, -0.348465, -0.310715, -0.999653, -0.0124652, 0.0181296, 0.0144686, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:17:00.731118] [0x0000007f83ffe9a0] [MocapTag] [0x000008b6] [67] 1760401020731008, 0.220978, 0.0214272, -0.348465, -0.310715, -0.999653, -0.0124652, 0.0181296, 0.0144686, 0, 0, -0.00234474, 0, 0, 0, 
[2025-10-13 20:17:00.733670] [0x0000007f83ffe9a0] [MocapTag] [0x000008b6] [68] 1760401020733548, 0.223518, 0.0214272, -0.348465, -0.310715, -0.999653, -0.0124652, 0.0181296, 0.0144686, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:17:00.736458] [0x0000007f83ffe9a0] [MocapTag] [0x000008b6] [70] 1760401020736404, 0.226374, 0.0214272, -0.348465, -0.310715, -0.999653, -0.0124652, 0.0181296, 0.0144686, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:17:00.739087] [0x0000007f83ffe9a0] [MocapTag] [0x000008b6] [71] 1760401020738977, 0.228947, 0.0213945, -0.34846, -0.310707, -0.999653, -0.0125033, 0.018087, 0.0145108, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:17:00.741910] [0x0000007f83ffe9a0] [MocapTag] [0x000008b6] [72] 1760401020741804, 0.231774, 0.0213945, -0.34846, -0.310707, -0.999653, -0.0125033, 0.018087, 0.0145108, -0.00326883, 0, 0, 0, 0, 0, 
[2025-10-13 20:17:00.744608] [0x0000007f83ffe9a0] [MocapTag] [0x000008b6] [73] 1760401020744499, 0.234469, 0.0213945, -0.34846, -0.310707, -0.999653, -0.0125033, 0.018087, 0.0145108, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:17:00.747477] [0x0000007f83ffe9a0] [MocapTag] [0x000008b6] [75] 1760401020747371, 0.237341, 0.0213828, -0.348457, -0.310681, -0.999656, -0.0124729, 0.0179685, 0.0144457, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:17:00.750490] [0x0000007f83ffe9a0] [MocapTag] [0x000008b6] [76] 1760401020750372, 0.240342, 0.0213828, -0.348457, -0.310681, -0.999656, -0.0124729, 0.0179685, 0.0144457, 0, 0, 0.00257066, 0, 0, 0, 
[2025-10-13 20:17:00.753092] [0x0000007f83ffe9a0] [MocapTag] [0x000008b6] [77] 1760401020752983, 0.242953, 0.0213828, -0.348457, -0.310681, -0.999656, -0.0124729, 0.0179685, 0.0144457, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:17:00.755764] [0x0000007f83ffe9a0] [MocapTag] [0x000008b6] [78] 1760401020755659, 0.245629, 0.0213828, -0.348457, -0.310681, -0.999656, -0.0124729, 0.0179685, 0.0144457, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:17:00.758681] [0x0000007f83ffe9a0] [MocapTag] [0x000008b6] [80] 1760401020758559, 0.248529, 0.0216965, -0.348237, -0.310698, -0.999609, -0.0134484, 0.0188863, 0.0156389, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:17:00.761939] [0x0000007f83ffe9a0] [MocapTag] [0x000008b6] [81] 1760401020761830, 0.2518, 0.0216965, -0.348237, -0.310698, -0.999609, -0.0134484, 0.0188863, 0.0156389, 0.031372, 0.0219956, 0, 0.188112, 0.189495, 0.232892, 
[2025-10-13 20:17:00.764706] [0x0000007f83ffe9a0] [MocapTag] [0x000008b6] [82] 1760401020764596, 0.254566, 0.0216965, -0.348237, -0.310698, -0.999609, -0.0134484, 0.0188863, 0.0156389, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:17:00.767490] [0x0000007f83ffe9a0] [MocapTag] [0x000008b6] [84] 1760401020767382, 0.257352, 0.0213883, -0.348454, -0.310696, -0.999654, -0.0125062, 0.0180173, 0.0144882, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:17:00.770218] [0x0000007f83ffe9a0] [MocapTag] [0x000008b6] [85] 1760401020770107, 0.260077, 0.0213883, -0.348454, -0.310696, -0.999654, -0.0125062, 0.0180173, 0.0144882, -0.0308204, -0.021634, 0, -0.181746, -0.179528, -0.224627, 
[2025-10-13 20:17:00.773940] [0x0000007f83ffe9a0] [MocapTag] [0x000008b6] [86] 1760401020773830, 0.2638, 0.0213883, -0.348454, -0.310696, -0.999654, -0.0125062, 0.0180173, 0.0144882, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:17:00.779541] [0x0000007f83ffe9a0] [MocapTag] [0x000008b6] [88] 1760401020779373, 0.269343, 0.0213883, -0.348454, -0.310696, -0.999654, -0.0125062, 0.0180173, 0.0144882, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:17:00.780137] [0x0000007f83ffe9a0] [MocapTag] [0x000008b6] [89] 1760401020780045, 0.270015, 0.0213964, -0.34847, -0.310702, -0.999654, -0.0124565, 0.0181313, 0.0144192, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:17:00.782641] [0x0000007f83ffe9a0] [MocapTag] [0x000008b6] [90] 1760401020782540, 0.27251, 0.0213964, -0.34847, -0.310702, -0.999654, -0.0124565, 0.0181313, 0.0144192, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:17:00.784292] [0x0000007f83ffe9a0] [MocapTag] [0x000008b6] [91] 1760401020784182, 0.274152, 0.0213964, -0.34847, -0.310702, -0.999654, -0.0124565, 0.0181313, 0.0144192, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:17:00.786818] [0x0000007f83ffe9a0] [MocapTag] [0x000008b6] [92] 1760401020786732, 0.276702, 0.0214109, -0.348475, -0.310715, -0.999655, -0.0124011, 0.0181636, 0.0143491, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:17:00.789935] [0x0000007f83ffe9a0] [MocapTag] [0x000008b6] [94] 1760401020789823, 0.279793, 0.0214109, -0.348475, -0.310715, -0.999655, -0.0124011, 0.0181636, 0.0143491, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:17:00.792316] [0x0000007f83ffe9a0] [MocapTag] [0x000008b6] [95] 1760401020792208, 0.282178, 0.0214109, -0.348475, -0.310715, -0.999655, -0.0124011, 0.0181636, 0.0143491, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:17:00.795261] [0x0000007f83ffe9a0] [MocapTag] [0x000008b6] [96] 1760401020795152, 0.285122, 0.0214109, -0.348475, -0.310715, -0.999655, -0.0124011, 0.0181636, 0.0143491, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:17:00.797712] [0x0000007f83ffe9a0] [MocapTag] [0x000008b6] [98] 1760401020797602, 0.287572, 0.0214129, -0.348435, -0.310679, -0.999652, -0.0125462, 0.0180683, 0.0145505, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:17:00.800729] [0x0000007f83ffe9a0] [MocapTag] [0x000008b6] [99] 1760401020800616, 0.290586, 0.0214129, -0.348435, -0.310679, -0.999652, -0.0125462, 0.0180683, 0.0145505, 0, 0.00393575, 0.00355981, 0, 0, 0.0399994, 
[2025-10-13 20:17:00.803199] [0x0000007f83ffe9a0] [MocapTag] [0x000008b6] [100] 1760401020803087, 0.293057, 0.0214129, -0.348435, -0.310679, -0.999652, -0.0125462, 0.0180683, 0.0145505, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:17:00.805967] [0x0000007f83ffe9a0] [MocapTag] [0x000008b6] [101] 1760401020805869, 0.295839, 0.0214129, -0.348435, -0.310679, -0.999652, -0.0125462, 0.0180683, 0.0145505, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:17:00.808735] [0x0000007f83ffe9a0] [MocapTag] [0x000008b6] [103] 1760401020808624, 0.298594, 0.0213932, -0.348412, -0.310667, -0.999653, -0.0125778, 0.0180012, 0.0145718, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:17:00.811588] [0x0000007f83ffe9a0] [MocapTag] [0x000008b6] [104] 1760401020811477, 0.301447, 0.0213932, -0.348412, -0.310667, -0.999653, -0.0125778, 0.0180012, 0.0145718, 0, 0.00236771, 0, 0, 0, 0, 
[2025-10-13 20:17:00.814042] [0x0000007f83ffe9a0] [MocapTag] [0x000008b6] [105] 1760401020813933, 0.303903, 0.0213932, -0.348412, -0.310667, -0.999653, -0.0125778, 0.0180012, 0.0145718, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:17:00.816868] [0x0000007f83ffe9a0] [MocapTag] [0x000008b6] [107] 1760401020816798, 0.306768, 0.0213932, -0.348412, -0.310667, -0.999653, -0.0125778, 0.0180012, 0.0145718, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:17:00.819558] [0x0000007f83ffe9a0] [MocapTag] [0x000008b6] [108] 1760401020819437, 0.309407, 0.0213928, -0.348462, -0.31069, -0.999655, -0.0124967, 0.0180005, 0.0145044, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:17:00.822237] [0x0000007f83ffe9a0] [MocapTag] [0x000008b6] [109] 1760401020822120, 0.31209, 0.0213928, -0.348462, -0.31069, -0.999655, -0.0124967, 0.0180005, 0.0145044, 0, -0.00506295, -0.00234056, 0, 0, 0, 
[2025-10-13 20:17:00.824944] [0x0000007f83ffe9a0] [MocapTag] [0x000008b6] [110] 1760401020824836, 0.314806, 0.0213928, -0.348462, -0.31069, -0.999655, -0.0124967, 0.0180005, 0.0145044, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:17:00.827719] [0x0000007f83ffe9a0] [MocapTag] [0x000008b6] [112] 1760401020827603, 0.317573, 0.0214043, -0.348442, -0.310667, -0.999654, -0.0125254, 0.0180651, 0.0144771, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:17:00.830383] [0x0000007f83ffe9a0] [MocapTag] [0x000008b6] [113] 1760401020830261, 0.320231, 0.0214043, -0.348442, -0.310667, -0.999654, -0.0125254, 0.0180651, 0.0144771, 0, 0.00201001, 0.00240063, 0, 0, 0, 
[2025-10-13 20:17:00.832993] [0x0000007f83ffe9a0] [MocapTag] [0x000008b6] [114] 1760401020832882, 0.322852, 0.0214043, -0.348442, -0.310667, -0.999654, -0.0125254, 0.0180651, 0.0144771, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:17:00.835687] [0x0000007f83ffe9a0] [MocapTag] [0x000008b6] [115] 1760401020835567, 0.325537, 0.0214043, -0.348442, -0.310667, -0.999654, -0.0125254, 0.0180651, 0.0144771, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:17:00.838357] [0x0000007f83ffe9a0] [MocapTag] [0x000008b6] [117] 1760401020838243, 0.328213, 0.0213913, -0.348447, -0.310663, -0.999655, -0.012518, 0.0179605, 0.0144944, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:17:00.841034] [0x0000007f83ffe9a0] [MocapTag] [0x000008b6] [118] 1760401020840930, 0.3309, 0.0213913, -0.348447, -0.310663, -0.999655, -0.012518, 0.0179605, 0.0144944, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:17:00.844592] [0x0000007f83ffe9a0] [MocapTag] [0x000008b6] [119] 1760401020844483, 0.334453, 0.0213913, -0.348447, -0.310663, -0.999655, -0.012518, 0.0179605, 0.0144944, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:17:00.846685] [0x0000007f83ffe9a0] [MocapTag] [0x000008b6] [120] 1760401020846598, 0.336568, 0.0214294, -0.348473, -0.310721, -0.999652, -0.0124665, 0.0181883, 0.0144854, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:17:00.849693] [0x0000007f83ffe9a0] [MocapTag] [0x000008b6] [122] 1760401020849581, 0.339551, 0.0214294, -0.348473, -0.310721, -0.999652, -0.0124665, 0.0181883, 0.0144854, 0.00381041, -0.00255332, -0.00575145, 0, 0.0453804, 0, 
[2025-10-13 20:17:00.852611] [0x0000007f83ffe9a0] [MocapTag] [0x000008b6] [123] 1760401020852500, 0.34247, 0.0214294, -0.348473, -0.310721, -0.999652, -0.0124665, 0.0181883, 0.0144854, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:17:00.855463] [0x0000007f83ffe9a0] [MocapTag] [0x000008b6] [124] 1760401020855346, 0.345316, 0.0214294, -0.348473, -0.310721, -0.999652, -0.0124665, 0.0181883, 0.0144854, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:17:00.858600] [0x0000007f83ffe9a0] [MocapTag] [0x000008b6] [126] 1760401020858488, 0.348458, 0.0213562, -0.348453, -0.310669, -0.999658, -0.0124651, 0.0178982, 0.0144235, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:17:00.861275] [0x0000007f83ffe9a0] [MocapTag] [0x000008b6] [127] 1760401020861168, 0.351138, 0.0213562, -0.348453, -0.310669, -0.999658, -0.0124651, 0.0178982, 0.0144235, -0.00732133, 0, 0.00522378, 0, -0.0581712, 0, 
[2025-10-13 20:17:00.863927] [0x0000007f83ffe9a0] [MocapTag] [0x000008b6] [128] 1760401020863821, 0.353791, 0.0213562, -0.348453, -0.310669, -0.999658, -0.0124651, 0.0178982, 0.0144235, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:17:00.866658] [0x0000007f83ffe9a0] [MocapTag] [0x000008b6] [130] 1760401020866597, 0.356567, 0.0213562, -0.348453, -0.310669, -0.999658, -0.0124651, 0.0178982, 0.0144235, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:17:00.870626] [0x0000007f83ffe9a0] [MocapTag] [0x000008b6] [131] 1760401020870508, 0.360478, 0.0213998, -0.348488, -0.310709, -0.999656, -0.0123954, 0.0180828, 0.014429, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:17:00.872318] [0x0000007f83ffe9a0] [MocapTag] [0x000008b6] [132] 1760401020872209, 0.362179, 0.0213998, -0.348488, -0.310709, -0.999656, -0.0123954, 0.0180828, 0.014429, 0.00436444, -0.00352267, -0.00401264, 0, 0.0367336, 0, 
[2025-10-13 20:17:00.874785] [0x0000007f83ffe9a0] [MocapTag] [0x000008b6] [133] 1760401020874679, 0.364649, 0.0213998, -0.348488, -0.310709, -0.999656, -0.0123954, 0.0180828, 0.014429, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:17:00.877485] [0x0000007f83ffe9a0] [MocapTag] [0x000008b6] [135] 1760401020877374, 0.367344, 0.0211167, -0.34878, -0.310754, -0.999639, -0.0125965, 0.0179986, 0.0154559, 0, 0, 0, 0, 0, 0, 
