[2025-10-13 20:17:00.592888] [0x0000007fa49ba7c0] [MocapTag] [0x000008b6] [2] Mocap timestamp, Mocap time [s], Mocap position x [m], Mocap position y [m], Mocap position z [m], Mocap Quaternion q0 [-], Mocap Quaternion q1 [-], Mocap Quaternion q2 [-], Mocap Quaternion q3 [-], Mocap Velocity x [m/s], Mocap Velocity y [m/s], Mocap Velocity z [m/s], Mocap Angular velocity x [rad/s], Mocap Angular velocity y [rad/s], Mocap Angular velocity z [rad/s], 
[2025-10-13 20:17:33.940942] [0x0000007f83ffe9a0] [MocapTag] [0x000008b6] [15713] 1760401053940887, 33.4309, 0.194916, -0.41049, -0.30409, -0.953496, -0.00683639, 0.0394992, 0.298727, 0.211146, -0.056541, 0.0780953, -0.243044, 0.835994, 0, 
[2025-10-13 20:17:33.944334] [0x0000007f83ffe9a0] [MocapTag] [0x000008b6] [15714] 1760401053944216, 33.4342, 0.194916, -0.41049, -0.30409, -0.953496, -0.00683639, 0.0394992, 0.298727, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:17:33.946963] [0x0000007f83ffe9a0] [MocapTag] [0x000008b6] [15715] 1760401053946851, 33.4368, 0.194916, -0.41049, -0.30409, -0.953496, -0.00683639, 0.0394992, 0.298727, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:17:33.949563] [0x0000007f83ffe9a0] [MocapTag] [0x000008b6] [15716] 1760401053949446, 33.4394, 0.198012, -0.411379, -0.303688, -0.953656, -0.00722039, 0.0454531, 0.297359, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:17:33.952902] [0x0000007f83ffe9a0] [MocapTag] [0x000008b6] [15718] 1760401053952782, 33.4428, 0.198012, -0.411379, -0.303688, -0.953656, -0.00722039, 0.0454531, 0.297359, 0.30957, -0.0889191, 0.0402178, -0.272012, 1.16204, -0.252301, 
[2025-10-13 20:17:33.954643] [0x0000007f83ffe9a0] [MocapTag] [0x000008b6] [15719] 1760401053954536, 33.4445, 0.198012, -0.411379, -0.303688, -0.953656, -0.00722039, 0.0454531, 0.297359, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:17:33.958084] [0x0000007f83ffe9a0] [MocapTag] [0x000008b6] [15720] 1760401053957970, 33.4479, 0.198012, -0.411379, -0.303688, -0.953656, -0.00722039, 0.0454531, 0.297359, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:17:33.960487] [0x0000007f83ffe9a0] [MocapTag] [0x000008b6] [15721] 1760401053960374, 33.4503, 0.198456, -0.411376, -0.302955, -0.953342, -0.00707353, 0.0466858, 0.298176, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:17:33.963243] [0x0000007f83ffe9a0] [MocapTag] [0x000008b6] [15723] 1760401053963130, 33.4531, 0.198456, -0.411376, -0.302955, -0.953342, -0.00707353, 0.0466858, 0.298176, 0.0443965, 0, 0.0733386, -0.110173, 0.225568, 0.181526, 
[2025-10-13 20:17:33.965804] [0x0000007f83ffe9a0] [MocapTag] [0x000008b6] [15724] 1760401053965694, 33.4557, 0.198456, -0.411376, -0.302955, -0.953342, -0.00707353, 0.0466858, 0.298176, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:17:33.968313] [0x0000007f83ffe9a0] [MocapTag] [0x000008b6] [15725] 1760401053968200, 33.4582, 0.181242, -0.406645, -0.31011, -0.949406, -0.0109402, 0.0185556, 0.313313, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:17:33.971101] [0x0000007f83ffe9a0] [MocapTag] [0x000008b6] [15726] 1760401053971015, 33.461, 0.181242, -0.406645, -0.31011, -0.949406, -0.0109402, 0.0185556, 0.313313, -1.72139, 0.473173, -0.715545, -625.961, -5.12676, 3.0385, 
[2025-10-13 20:17:33.974390] [0x0000007f83ffe9a0] [MocapTag] [0x000008b6] [15728] 1760401053974278, 33.4642, 0.181242, -0.406645, -0.31011, -0.949406, -0.0109402, 0.0185556, 0.313313, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:17:33.977020] [0x0000007f83ffe9a0] [MocapTag] [0x000008b6] [15729] 1760401053976914, 33.4669, 0.181242, -0.406645, -0.31011, -0.949406, -0.0109402, 0.0185556, 0.313313, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:17:33.980060] [0x0000007f83ffe9a0] [MocapTag] [0x000008b6] [15730] 1760401053979942, 33.4699, 0.181901, -0.405908, -0.310071, -0.950348, -0.0100247, 0.01795, 0.31051, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:17:33.982521] [0x0000007f83ffe9a0] [MocapTag] [0x000008b6] [15732] 1760401053982407, 33.4724, 0.181901, -0.405908, -0.310071, -0.950348, -0.0100247, 0.01795, 0.31051, 0.0658874, 0.0736226, 0.00385734, -0.124121, -0.174749, -0.588191, 
[2025-10-13 20:17:33.985107] [0x0000007f83ffe9a0] [MocapTag] [0x000008b6] [15733] 1760401053984990, 33.475, 0.181901, -0.405908, -0.310071, -0.950348, -0.0100247, 0.01795, 0.31051, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:17:33.987719] [0x0000007f83ffe9a0] [MocapTag] [0x000008b6] [15734] 1760401053987601, 33.4776, 0.181901, -0.405908, -0.310071, -0.950348, -0.0100247, 0.01795, 0.31051, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:17:33.990335] [0x0000007f83ffe9a0] [MocapTag] [0x000008b6] [15735] 1760401053990250, 33.4802, 0.182154, -0.405472, -0.309995, -0.95081, -0.0103395, 0.0183192, 0.30906, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:17:33.993153] [0x0000007f83ffe9a0] [MocapTag] [0x000008b6] [15737] 1760401053993035, 33.483, 0.182154, -0.405472, -0.309995, -0.95081, -0.0103395, 0.0183192, 0.30906, 0.025254, 0.0436265, 0.00768017, 0.043273, 0.0884939, -0.30576, 
[2025-10-13 20:17:33.995659] [0x0000007f83ffe9a0] [MocapTag] [0x000008b6] [15738] 1760401053995551, 33.4855, 0.182154, -0.405472, -0.309995, -0.95081, -0.0103395, 0.0183192, 0.30906, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:17:33.998362] [0x0000007f83ffe9a0] [MocapTag] [0x000008b6] [15739] 1760401053998246, 33.4882, 0.182049, -0.40518, -0.310055, -0.951133, -0.0103095, 0.0180539, 0.308082, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:17:34.001136] [0x0000007f83ffe9a0] [MocapTag] [0x000008b6] [15741] 1760401054001050, 33.491, 0.182049, -0.40518, -0.310055, -0.951133, -0.0103095, 0.0180539, 0.308082, -0.0104919, 0.0291918, -0.00599946, 0, -0.0531983, -0.206077, 
[2025-10-13 20:17:34.003706] [0x0000007f83ffe9a0] [MocapTag] [0x000008b6] [15742] 1760401054003593, 33.4936, 0.182049, -0.40518, -0.310055, -0.951133, -0.0103095, 0.0180539, 0.308082, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:17:34.006473] [0x0000007f83ffe9a0] [MocapTag] [0x000008b6] [15743] 1760401054006354, 33.4963, 0.182049, -0.40518, -0.310055, -0.951133, -0.0103095, 0.0180539, 0.308082, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:17:34.009141] [0x0000007f83ffe9a0] [MocapTag] [0x000008b6] [15744] 1760401054009027, 33.499, 0.181355, -0.405536, -0.310309, -0.951085, -0.0102438, 0.0173648, 0.308272, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:17:34.011839] [0x0000007f83ffe9a0] [MocapTag] [0x000008b6] [15746] 1760401054011719, 33.5017, 0.181355, -0.405536, -0.310309, -0.951085, -0.0102438, 0.0173648, 0.308272, -0.0693574, -0.0355271, -0.0254889, 0, -0.135013, 0.039202, 
[2025-10-13 20:17:34.014316] [0x0000007f83ffe9a0] [MocapTag] [0x000008b6] [15747] 1760401054014196, 33.5042, 0.181355, -0.405536, -0.310309, -0.951085, -0.0102438, 0.0173648, 0.308272, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:17:34.017081] [0x0000007f83ffe9a0] [MocapTag] [0x000008b6] [15748] 1760401054016969, 33.5069, 0.181355, -0.405536, -0.310309, -0.951085, -0.0102438, 0.0173648, 0.308272, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:17:34.019863] [0x0000007f83ffe9a0] [MocapTag] [0x000008b6] [15749] 1760401054019751, 33.5097, 0.180299, -0.405885, -0.310608, -0.950862, -0.00968571, 0.0157305, 0.309063, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:17:34.022511] [0x0000007f83ffe9a0] [MocapTag] [0x000008b6] [15751] 1760401054022387, 33.5124, 0.180299, -0.405885, -0.310608, -0.950862, -0.00968571, 0.0157305, 0.309063, -0.105622, -0.0349638, -0.029816, 0, -0.344686, 0.165945, 
[2025-10-13 20:17:34.025058] [0x0000007f83ffe9a0] [MocapTag] [0x000008b6] [15752] 1760401054024947, 33.5149, 0.180299, -0.405885, -0.310608, -0.950862, -0.00968571, 0.0157305, 0.309063, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:17:34.027694] [0x0000007f83ffe9a0] [MocapTag] [0x000008b6] [15753] 1760401054027579, 33.5175, 0.180299, -0.405885, -0.310608, -0.950862, -0.00968571, 0.0157305, 0.309063, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:17:34.030258] [0x0000007f83ffe9a0] [MocapTag] [0x000008b6] [15754] 1760401054030142, 33.5201, 0.179046, -0.406048, -0.310954, -0.950611, -0.00931459, 0.0136604, 0.309943, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:17:34.032995] [0x0000007f83ffe9a0] [MocapTag] [0x000008b6] [15756] 1760401054032879, 33.5228, 0.179046, -0.406048, -0.310954, -0.950611, -0.00931459, 0.0136604, 0.309943, -0.125304, -0.0162423, -0.034594, 0.054431, -0.41591, 0.183773, 
[2025-10-13 20:17:34.035441] [0x0000007f83ffe9a0] [MocapTag] [0x000008b6] [15757] 1760401054035324, 33.5253, 0.179046, -0.406048, -0.310954, -0.950611, -0.00931459, 0.0136604, 0.309943, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:17:34.038214] [0x0000007f83ffe9a0] [MocapTag] [0x000008b6] [15758] 1760401054038095, 33.5281, 0.17748, -0.406415, -0.311318, -0.949757, -0.0108978, 0.0125737, 0.312547, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:17:34.040994] [0x0000007f83ffe9a0] [MocapTag] [0x000008b6] [15759] 1760401054040909, 33.5309, 0.17748, -0.406415, -0.311318, -0.949757, -0.0108978, 0.0125737, 0.312547, -0.156633, -0.0367096, -0.0364692, 0.360131, -0.10499, 0.543183, 
[2025-10-13 20:17:34.043950] [0x0000007f83ffe9a0] [MocapTag] [0x000008b6] [15761] 1760401054043835, 33.5338, 0.17748, -0.406415, -0.311318, -0.949757, -0.0108978, 0.0125737, 0.312547, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:17:34.045911] [0x0000007f83ffe9a0] [MocapTag] [0x000008b6] [15762] 1760401054045802, 33.5358, 0.17748, -0.406415, -0.311318, -0.949757, -0.0108978, 0.0125737, 0.312547, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:17:34.048739] [0x0000007f83ffe9a0] [MocapTag] [0x000008b6] [15763] 1760401054048625, 33.5386, 0.176039, -0.406146, -0.311751, -0.949532, -0.0110189, 0.0100252, 0.313316, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:17:34.051241] [0x0000007f83ffe9a0] [MocapTag] [0x000008b6] [15765] 1760401054051185, 33.5412, 0.176039, -0.406146, -0.311751, -0.949532, -0.0110189, 0.0100252, 0.313316, -0.144051, 0.0269165, -0.043247, 0.180173, -0.475471, 0.160944, 
[2025-10-13 20:17:34.055340] [0x0000007f83ffe9a0] [MocapTag] [0x000008b6] [15766] 1760401054055226, 33.5452, 0.176039, -0.406146, -0.311751, -0.949532, -0.0110189, 0.0100252, 0.313316, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:17:34.056938] [0x0000007f83ffe9a0] [MocapTag] [0x000008b6] [15767] 1760401054056829, 33.5468, 0.176039, -0.406146, -0.311751, -0.949532, -0.0110189, 0.0100252, 0.313316, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:17:34.059718] [0x0000007f83ffe9a0] [MocapTag] [0x000008b6] [15768] 1760401054059600, 33.5496, 0.174602, -0.405697, -0.312132, -0.949462, -0.0111994, 0.0073341, 0.313596, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:17:34.062400] [0x0000007f83ffe9a0] [MocapTag] [0x000008b6] [15770] 1760401054062288, 33.5523, 0.174602, -0.405697, -0.312132, -0.949462, -0.0111994, 0.0073341, 0.313596, -0.143665, 0.0448079, -0.0381054, 0.202227, -0.499354, 0.058955, 
[2025-10-13 20:17:34.066141] [0x0000007f83ffe9a0] [MocapTag] [0x000008b6] [15771] 1760401054065981, 33.556, 0.174602, -0.405697, -0.312132, -0.949462, -0.0111994, 0.0073341, 0.313596, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:17:34.067545] [0x0000007f83ffe9a0] [MocapTag] [0x000008b6] [15772] 1760401054067439, 33.5574, 0.174602, -0.405697, -0.312132, -0.949462, -0.0111994, 0.0073341, 0.313596, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:17:34.070151] [0x0000007f83ffe9a0] [MocapTag] [0x000008b6] [15773] 1760401054070037, 33.56, 0.173354, -0.40504, -0.312482, -0.949252, -0.0117763, 0.0049959, 0.314256, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:17:34.072875] [0x0000007f83ffe9a0] [MocapTag] [0x000008b6] [15775] 1760401054072760, 33.5627, 0.173354, -0.40504, -0.312482, -0.949252, -0.0117763, 0.0049959, 0.314256, -0.124859, 0.0657204, -0.0350096, 0.254989, -0.406554, 0.139755, 
[2025-10-13 20:17:34.075397] [0x0000007f83ffe9a0] [MocapTag] [0x000008b6] [15776] 1760401054075291, 33.5653, 0.173354, -0.40504, -0.312482, -0.949252, -0.0117763, 0.0049959, 0.314256, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:17:34.078095] [0x0000007f83ffe9a0] [MocapTag] [0x000008b6] [15777] 1760401054077976, 33.5679, 0.17192, -0.404181, -0.312451, -0.948897, -0.0121122, 0.0033665, 0.315335, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:17:34.080852] [0x0000007f83ffe9a0] [MocapTag] [0x000008b6] [15778] 1760401054080765, 33.5707, 0.17192, -0.404181, -0.312451, -0.948897, -0.0121122, 0.0033665, 0.315335, -0.143404, 0.0859275, 0.00311076, 0.16458, -0.285885, 0.228953, 
[2025-10-13 20:17:34.083346] [0x0000007f83ffe9a0] [MocapTag] [0x000008b6] [15780] 1760401054083228, 33.5732, 0.17192, -0.404181, -0.312451, -0.948897, -0.0121122, 0.0033665, 0.315335, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:17:34.086266] [0x0000007f83ffe9a0] [MocapTag] [0x000008b6] [15781] 1760401054086153, 33.5761, 0.17192, -0.404181, -0.312451, -0.948897, -0.0121122, 0.0033665, 0.315335, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:17:34.089083] [0x0000007f83ffe9a0] [MocapTag] [0x000008b6] [15782] 1760401054088962, 33.5789, 0.170945, -0.403401, -0.312717, -0.949035, -0.0125332, 0.000912737, 0.314919, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:17:34.091847] [0x0000007f83ffe9a0] [MocapTag] [0x000008b6] [15784] 1760401054091725, 33.5817, 0.170945, -0.403401, -0.312717, -0.949035, -0.0125332, 0.000912737, 0.314919, -0.0974976, 0.0780437, -0.0265885, 0.235009, -0.440175, -0.0843585, 
[2025-10-13 20:17:34.094381] [0x0000007f83ffe9a0] [MocapTag] [0x000008b6] [15785] 1760401054094271, 33.5842, 0.170945, -0.403401, -0.312717, -0.949035, -0.0125332, 0.000912737, 0.314919, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:17:34.097055] [0x0000007f83ffe9a0] [MocapTag] [0x000008b6] [15786] 1760401054096947, 33.5869, 0.170945, -0.403401, -0.312717, -0.949035, -0.0125332, 0.000912737, 0.314919, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:17:34.100385] [0x0000007f83ffe9a0] [MocapTag] [0x000008b6] [15787] 1760401054100274, 33.5902, 0.17005, -0.402482, -0.313123, -0.948978, -0.0135573, -0.000801422, 0.315049, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:17:34.103004] [0x0000007f83ffe9a0] [MocapTag] [0x000008b6] [15789] 1760401054102885, 33.5929, 0.17005, -0.402482, -0.313123, -0.948978, -0.0135573, -0.000801422, 0.315049, -0.089446, 0.0918326, -0.040654, 0.302267, -0.260506, 0, 
[2025-10-13 20:17:34.105589] [0x0000007f83ffe9a0] [MocapTag] [0x000008b6] [15790] 1760401054105477, 33.5954, 0.17005, -0.402482, -0.313123, -0.948978, -0.0135573, -0.000801422, 0.315049, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:17:34.108387] [0x0000007f83ffe9a0] [MocapTag] [0x000008b6] [15791] 1760401054108266, 33.5982, 0.169357, -0.401633, -0.31344, -0.94912, -0.0143777, -0.00256328, 0.314576, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:17:34.111205] [0x0000007f83ffe9a0] [MocapTag] [0x000008b6] [15793] 1760401054111143, 33.6011, 0.169357, -0.401633, -0.31344, -0.94912, -0.0143777, -0.00256328, 0.314576, -0.0693815, 0.0849017, -0.0316628, 0.266933, -0.284139, -0.0955582, 
[2025-10-13 20:17:34.114453] [0x0000007f83ffe9a0] [MocapTag] [0x000008b6] [15794] 1760401054114338, 33.6043, 0.169357, -0.401633, -0.31344, -0.94912, -0.0143777, -0.00256328, 0.314576, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:17:34.116564] [0x0000007f83ffe9a0] [MocapTag] [0x000008b6] [15795] 1760401054116451, 33.6064, 0.169357, -0.401633, -0.31344, -0.94912, -0.0143777, -0.00256328, 0.314576, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:17:34.119449] [0x0000007f83ffe9a0] [MocapTag] [0x000008b6] [15796] 1760401054119292, 33.6093, 0.168867, -0.400816, -0.313524, -0.949506, -0.0147208, -0.00444801, 0.313373, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:17:34.122087] [0x0000007f83ffe9a0] [MocapTag] [0x000008b6] [15798] 1760401054121997, 33.612, 0.168867, -0.400816, -0.313524, -0.949506, -0.0147208, -0.00444801, 0.313373, -0.0489297, 0.0817672, -0.0084402, 0.183845, -0.340061, -0.247717, 
[2025-10-13 20:17:34.124603] [0x0000007f83ffe9a0] [MocapTag] [0x000008b6] [15799] 1760401054124489, 33.6145, 0.168867, -0.400816, -0.313524, -0.949506, -0.0147208, -0.00444801, 0.313373, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:17:34.127278] [0x0000007f83ffe9a0] [MocapTag] [0x000008b6] [15800] 1760401054127171, 33.6171, 0.168867, -0.400816, -0.313524, -0.949506, -0.0147208, -0.00444801, 0.313373, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:17:34.130018] [0x0000007f83ffe9a0] [MocapTag] [0x000008b6] [15801] 1760401054129904, 33.6199, 0.168151, -0.399941, -0.314497, -0.950211, -0.0155374, -0.00720527, 0.311137, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:17:34.132805] [0x0000007f83ffe9a0] [MocapTag] [0x000008b6] [15803] 1760401054132636, 33.6226, 0.168151, -0.399941, -0.314497, -0.950211, -0.0155374, -0.00720527, 0.311137, -0.0716465, 0.0874353, -0.0972753, 0.327063, -0.480394, -0.460935, 
[2025-10-13 20:17:34.135185] [0x0000007f83ffe9a0] [MocapTag] [0x000008b6] [15804] 1760401054135076, 33.625, 0.168151, -0.399941, -0.314497, -0.950211, -0.0155374, -0.00720527, 0.311137, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:17:34.137686] [0x0000007f83ffe9a0] [MocapTag] [0x000008b6] [15805] 1760401054137575, 33.6275, 0.168151, -0.399941, -0.314497, -0.950211, -0.0155374, -0.00720527, 0.311137, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:17:34.140391] [0x0000007f83ffe9a0] [MocapTag] [0x000008b6] [15806] 1760401054140276, 33.6302, 0.167933, -0.399478, -0.314574, -0.950352, -0.0161607, -0.00775627, 0.310659, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:17:34.143237] [0x0000007f83ffe9a0] [MocapTag] [0x000008b6] [15808] 1760401054143117, 33.6331, 0.167933, -0.399478, -0.314574, -0.950352, -0.0161607, -0.00775627, 0.310659, -0.0217464, 0.0462889, -0.00771243, 0.152564, -0.0676888, -0.0981808, 
[2025-10-13 20:17:34.145601] [0x0000007f83ffe9a0] [MocapTag] [0x000008b6] [15809] 1760401054145491, 33.6355, 0.167933, -0.399478, -0.314574, -0.950352, -0.0161607, -0.00775627, 0.310659, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:17:34.148260] [0x0000007f83ffe9a0] [MocapTag] [0x000008b6] [15810] 1760401054148145, 33.6381, 0.167948, -0.399219, -0.314649, -0.950449, -0.0166308, -0.00765955, 0.31034, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:17:34.151012] [0x0000007f83ffe9a0] [MocapTag] [0x000008b6] [15811] 1760401054150923, 33.6409, 0.167948, -0.399219, -0.314649, -0.950449, -0.0166308, -0.00765955, 0.31034, 0, 0.0259405, -0.00751179, 0.0832081, 0.0463808, -0.0672281, 
[2025-10-13 20:17:34.153466] [0x0000007f83ffe9a0] [MocapTag] [0x000008b6] [15813] 1760401054153354, 33.6433, 0.167948, -0.399219, -0.314649, -0.950449, -0.0166308, -0.00765955, 0.31034, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:17:34.157579] [0x0000007f83ffe9a0] [MocapTag] [0x000008b6] [15814] 1760401054157467, 33.6474, 0.167948, -0.399219, -0.314649, -0.950449, -0.0166308, -0.00765955, 0.31034, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:17:34.159289] [0x0000007f83ffe9a0] [MocapTag] [0x000008b6] [15815] 1760401054159176, 33.6491, 0.1681, -0.399278, -0.314575, -0.950523, -0.0166208, -0.00718803, 0.310125, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:17:34.161869] [0x0000007f83ffe9a0] [MocapTag] [0x000008b6] [15817] 1760401054161762, 33.6517, 0.1681, -0.399278, -0.314575, -0.950523, -0.0166208, -0.00718803, 0.310125, 0.015207, -0.00594341, 0.00746336, 0, 0.0881862, -0.0472784, 
[2025-10-13 20:17:34.164249] [0x0000007f83ffe9a0] [MocapTag] [0x000008b6] [15818] 1760401054164124, 33.6541, 0.1681, -0.399278, -0.314575, -0.950523, -0.0166208, -0.00718803, 0.310125, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:17:34.166838] [0x0000007f83ffe9a0] [MocapTag] [0x000008b6] [15819] 1760401054166727, 33.6567, 0.1681, -0.399278, -0.314575, -0.950523, -0.0166208, -0.00718803, 0.310125, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:17:34.169439] [0x0000007f83ffe9a0] [MocapTag] [0x000008b6] [15820] 1760401054169289, 33.6593, 0.168323, -0.399688, -0.314446, -0.950535, -0.0161269, -0.00659575, 0.310127, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:17:34.171955] [0x0000007f83ffe9a0] [MocapTag] [0x000008b6] [15822] 1760401054171845, 33.6618, 0.168323, -0.399688, -0.314446, -0.950535, -0.0161269, -0.00659575, 0.310127, 0.0223578, -0.0409801, 0.0128574, -0.130677, 0.0819528, 0, 
[2025-10-13 20:17:34.175833] [0x0000007f83ffe9a0] [MocapTag] [0x000008b6] [15823] 1760401054175719, 33.6657, 0.168323, -0.399688, -0.314446, -0.950535, -0.0161269, -0.00659575, 0.310127, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:17:34.177231] [0x0000007f83ffe9a0] [MocapTag] [0x000008b6] [15824] 1760401054177120, 33.6671, 0.168323, -0.399688, -0.314446, -0.950535, -0.0161269, -0.00659575, 0.310127, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:17:34.180016] [0x0000007f83ffe9a0] [MocapTag] [0x000008b6] [15825] 1760401054179900, 33.6699, 0.168585, -0.400262, -0.314374, -0.950438, -0.0155103, -0.00591094, 0.31047, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:17:34.182867] [0x0000007f83ffe9a0] [MocapTag] [0x000008b6] [15827] 1760401054182697, 33.6727, 0.168585, -0.400262, -0.314374, -0.950438, -0.0155103, -0.00591094, 0.31047, 0.026209, -0.0573695, 0.00724085, -0.159693, 0.093122, 0.069499, 
[2025-10-13 20:17:34.185253] [0x0000007f83ffe9a0] [MocapTag] [0x000008b6] [15828] 1760401054185127, 33.6751, 0.168585, -0.400262, -0.314374, -0.950438, -0.0155103, -0.00591094, 0.31047, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:17:34.187820] [0x0000007f83ffe9a0] [MocapTag] [0x000008b6] [15829] 1760401054187705, 33.6777, 0.168585, -0.400262, -0.314374, -0.950438, -0.0155103, -0.00591094, 0.31047, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:17:34.190390] [0x0000007f83ffe9a0] [MocapTag] [0x000008b6] [15830] 1760401054190285, 33.6803, 0.168885, -0.400888, -0.314267, -0.950347, -0.0148672, -0.00508635, 0.310795, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:17:34.193072] [0x0000007f83ffe9a0] [MocapTag] [0x000008b6] [15832] 1760401054192957, 33.6829, 0.168885, -0.400888, -0.314267, -0.950347, -0.0148672, -0.00508635, 0.310795, 0.0299867, -0.0626608, 0.0106452, -0.173473, 0.117875, 0.0654876, 
[2025-10-13 20:17:34.196093] [0x0000007f83ffe9a0] [MocapTag] [0x000008b6] [15833] 1760401054195948, 33.6859, 0.168885, -0.400888, -0.314267, -0.950347, -0.0148672, -0.00508635, 0.310795, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:17:34.198787] [0x0000007f83ffe9a0] [MocapTag] [0x000008b6] [15834] 1760401054198664, 33.6886, 0.169333, -0.401492, -0.314143, -0.950256, -0.0142544, -0.00409699, 0.311117, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:17:34.201487] [0x0000007f83ffe9a0] [MocapTag] [0x000008b6] [15836] 1760401054201399, 33.6914, 0.169333, -0.401492, -0.314143, -0.950256, -0.0142544, -0.00409699, 0.311117, 0.0448154, -0.0603374, 0.0124034, -0.178075, 0.150943, 0.0645041, 
[2025-10-13 20:17:34.203669] [0x0000007f83ffe9a0] [MocapTag] [0x000008b6] [15837] 1760401054203556, 33.6935, 0.169333, -0.401492, -0.314143, -0.950256, -0.0142544, -0.00409699, 0.311117, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:17:34.206956] [0x0000007f83ffe9a0] [MocapTag] [0x000008b6] [15838] 1760401054206846, 33.6968, 0.169333, -0.401492, -0.314143, -0.950256, -0.0142544, -0.00409699, 0.311117, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:17:34.209715] [0x0000007f83ffe9a0] [MocapTag] [0x000008b6] [15839] 1760401054209602, 33.6996, 0.169938, -0.402084, -0.313986, -0.950143, -0.0137695, -0.00286063, 0.311498, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:17:34.212348] [0x0000007f83ffe9a0] [MocapTag] [0x000008b6] [15841] 1760401054212234, 33.7022, 0.169938, -0.402084, -0.313986, -0.950143, -0.0137695, -0.00286063, 0.311498, 0.0604505, -0.059256, 0.0156898, -0.169206, 0.205922, 0.0767946, 
