[2025-10-13 20:34:15.395395] [0x0000007fba9397c0] [MocapTag] [0x00000b18] [2] Mocap timestamp, Mocap time [s], Mocap position x [m], Mocap position y [m], Mocap position z [m], Mocap Quaternion q0 [-], Mocap Quaternion q1 [-], Mocap Quaternion q2 [-], Mocap Quaternion q3 [-], Mocap Velocity x [m/s], Mocap Velocity y [m/s], Mocap Velocity z [m/s], Mocap Angular velocity x [rad/s], Mocap Angular velocity y [rad/s], Mocap Angular velocity z [rad/s], 
[2025-10-13 20:34:19.681856] [0x0000007fb1ffa9a0] [MocapTag] [0x00000b18] [1906] 1760402059681754, 4.334, 0.00190003, -0.369057, -0.310086, -0.999426, -0.00506448, 0.021075, 0.0260417, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:34:19.685292] [0x0000007fb1ffa9a0] [MocapTag] [0x00000b18] [1908] 1760402059685206, 4.33745, 0.00190003, -0.369057, -0.310086, -0.999426, -0.00506448, 0.021075, 0.0260417, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:34:19.688172] [0x0000007fb1ffa9a0] [MocapTag] [0x00000b18] [1909] 1760402059688062, 4.34031, 0.00189636, -0.369069, -0.310083, -0.999427, -0.00504758, 0.0211017, 0.0259794, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:34:19.691935] [0x0000007fb1ffa9a0] [MocapTag] [0x00000b18] [1910] 1760402059691827, 4.34407, 0.00189636, -0.369069, -0.310083, -0.999427, -0.00504758, 0.0211017, 0.0259794, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:34:19.693517] [0x0000007fb1ffa9a0] [MocapTag] [0x00000b18] [1911] 1760402059693380, 4.34563, 0.00189636, -0.369069, -0.310083, -0.999427, -0.00504758, 0.0211017, 0.0259794, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:34:19.696389] [0x0000007fb1ffa9a0] [MocapTag] [0x00000b18] [1913] 1760402059696280, 4.34853, 0.00189405, -0.369032, -0.310068, -0.999426, -0.00511466, 0.0211191, 0.0259725, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:34:19.700032] [0x0000007fb1ffa9a0] [MocapTag] [0x00000b18] [1914] 1760402059699923, 4.35217, 0.00189405, -0.369032, -0.310068, -0.999426, -0.00511466, 0.0211191, 0.0259725, 0, 0.00364093, 0, 0, 0, 0, 
[2025-10-13 20:34:19.703094] [0x0000007fb1ffa9a0] [MocapTag] [0x00000b18] [1915] 1760402059702992, 4.35524, 0.00189405, -0.369032, -0.310068, -0.999426, -0.00511466, 0.0211191, 0.0259725, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:34:19.705483] [0x0000007fb1ffa9a0] [MocapTag] [0x00000b18] [1917] 1760402059705376, 4.35762, 0.00188517, -0.369029, -0.310061, -0.999427, -0.00512481, 0.0210925, 0.0259707, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:34:19.708297] [0x0000007fb1ffa9a0] [MocapTag] [0x00000b18] [1918] 1760402059708185, 4.36043, 0.00188517, -0.369029, -0.310061, -0.999427, -0.00512481, 0.0210925, 0.0259707, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:34:19.710810] [0x0000007fb1ffa9a0] [MocapTag] [0x00000b18] [1919] 1760402059710700, 4.36295, 0.00188517, -0.369029, -0.310061, -0.999427, -0.00512481, 0.0210925, 0.0259707, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:34:19.713792] [0x0000007fb1ffa9a0] [MocapTag] [0x00000b18] [1920] 1760402059713684, 4.36593, 0.00188517, -0.369029, -0.310061, -0.999427, -0.00512481, 0.0210925, 0.0259707, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:34:19.716264] [0x0000007fb1ffa9a0] [MocapTag] [0x00000b18] [1922] 1760402059716166, 4.36841, 0.00186441, -0.369023, -0.310065, -0.999427, -0.00512405, 0.020992, 0.0260529, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:34:19.719312] [0x0000007fb1ffa9a0] [MocapTag] [0x00000b18] [1923] 1760402059719200, 4.37145, 0.00186441, -0.369023, -0.310065, -0.999427, -0.00512405, 0.020992, 0.0260529, -0.00207614, 0, 0, 0, 0, 0, 
[2025-10-13 20:34:19.721745] [0x0000007fb1ffa9a0] [MocapTag] [0x00000b18] [1924] 1760402059721641, 4.37389, 0.00186441, -0.369023, -0.310065, -0.999427, -0.00512405, 0.020992, 0.0260529, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:34:19.724372] [0x0000007fb1ffa9a0] [MocapTag] [0x00000b18] [1925] 1760402059724261, 4.37651, 0.00186441, -0.369023, -0.310065, -0.999427, -0.00512405, 0.020992, 0.0260529, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:34:19.727088] [0x0000007fb1ffa9a0] [MocapTag] [0x00000b18] [1927] 1760402059726977, 4.37922, 0.00187841, -0.369045, -0.31007, -0.999426, -0.00511639, 0.0211009, 0.0259911, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:34:19.729857] [0x0000007fb1ffa9a0] [MocapTag] [0x00000b18] [1928] 1760402059729756, 4.382, 0.00187841, -0.369045, -0.31007, -0.999426, -0.00511639, 0.0211009, 0.0259911, 0, -0.00214566, 0, 0, 0, 0, 
[2025-10-13 20:34:19.733709] [0x0000007fb1ffa9a0] [MocapTag] [0x00000b18] [1929] 1760402059733601, 4.38585, 0.00187841, -0.369045, -0.31007, -0.999426, -0.00511639, 0.0211009, 0.0259911, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:34:19.735249] [0x0000007fb1ffa9a0] [MocapTag] [0x00000b18] [1931] 1760402059735176, 4.38742, 0.00188409, -0.369034, -0.31006, -0.999425, -0.00512377, 0.0210284, 0.0260866, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:34:19.738194] [0x0000007fb1ffa9a0] [MocapTag] [0x00000b18] [1932] 1760402059738084, 4.39033, 0.00188409, -0.369034, -0.31006, -0.999425, -0.00512377, 0.0210284, 0.0260866, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:34:19.740630] [0x0000007fb1ffa9a0] [MocapTag] [0x00000b18] [1933] 1760402059740525, 4.39277, 0.00188409, -0.369034, -0.31006, -0.999425, -0.00512377, 0.0210284, 0.0260866, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:34:19.744503] [0x0000007fb1ffa9a0] [MocapTag] [0x00000b18] [1934] 1760402059744414, 4.39666, 0.00188409, -0.369034, -0.31006, -0.999425, -0.00512377, 0.0210284, 0.0260866, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:34:19.747318] [0x0000007fb1ffa9a0] [MocapTag] [0x00000b18] [1936] 1760402059747208, 4.39945, 0.00186952, -0.369033, -0.31008, -0.999427, -0.00509879, 0.0210296, 0.0260371, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:34:19.749476] [0x0000007fb1ffa9a0] [MocapTag] [0x00000b18] [1937] 1760402059749375, 4.40162, 0.00186952, -0.369033, -0.31008, -0.999427, -0.00509879, 0.0210296, 0.0260371, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:34:19.751804] [0x0000007fb1ffa9a0] [MocapTag] [0x00000b18] [1938] 1760402059751696, 4.40394, 0.00186952, -0.369033, -0.31008, -0.999427, -0.00509879, 0.0210296, 0.0260371, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:34:19.754397] [0x0000007fb1ffa9a0] [MocapTag] [0x00000b18] [1939] 1760402059754282, 4.40653, 0.00186952, -0.369033, -0.31008, -0.999427, -0.00509879, 0.0210296, 0.0260371, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:34:19.757834] [0x0000007fb1ffa9a0] [MocapTag] [0x00000b18] [1941] 1760402059757716, 4.40996, 0.00191295, -0.369047, -0.310066, -0.999426, -0.00510059, 0.0211111, 0.0259993, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:34:19.760174] [0x0000007fb1ffa9a0] [MocapTag] [0x00000b18] [1942] 1760402059760024, 4.41227, 0.00191295, -0.369047, -0.310066, -0.999426, -0.00510059, 0.0211111, 0.0259993, 0.00434336, 0, 0, 0, 0, 0, 
[2025-10-13 20:34:19.763657] [0x0000007fb1ffa9a0] [MocapTag] [0x00000b18] [1943] 1760402059763554, 4.4158, 0.00191295, -0.369047, -0.310066, -0.999426, -0.00510059, 0.0211111, 0.0259993, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:34:19.766266] [0x0000007fb1ffa9a0] [MocapTag] [0x00000b18] [1945] 1760402059766145, 4.41839, 0.00188751, -0.369041, -0.31005, -0.999426, -0.00511075, 0.0210241, 0.0260689, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:34:19.769042] [0x0000007fb1ffa9a0] [MocapTag] [0x00000b18] [1946] 1760402059768932, 4.42118, 0.00188751, -0.369041, -0.31005, -0.999426, -0.00511075, 0.0210241, 0.0260689, -0.00254443, 0, 0, 0, 0, 0, 
[2025-10-13 20:34:19.771681] [0x0000007fb1ffa9a0] [MocapTag] [0x00000b18] [1947] 1760402059771566, 4.42381, 0.00188751, -0.369041, -0.31005, -0.999426, -0.00511075, 0.0210241, 0.0260689, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:34:19.776445] [0x0000007fb1ffa9a0] [MocapTag] [0x00000b18] [1949] 1760402059776336, 4.42858, 0.00188751, -0.369041, -0.31005, -0.999426, -0.00511075, 0.0210241, 0.0260689, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:34:19.777143] [0x0000007fb1ffa9a0] [MocapTag] [0x00000b18] [1950] 1760402059777035, 4.42928, 0.00189654, -0.369053, -0.310075, -0.999427, -0.00506299, 0.0211069, 0.0259807, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:34:19.780245] [0x0000007fb1ffa9a0] [MocapTag] [0x00000b18] [1951] 1760402059780134, 4.43238, 0.00189654, -0.369053, -0.310075, -0.999427, -0.00506299, 0.0211069, 0.0259807, 0, 0, -0.00253782, 0, 0, 0, 
[2025-10-13 20:34:19.782862] [0x0000007fb1ffa9a0] [MocapTag] [0x00000b18] [1952] 1760402059782760, 4.43501, 0.00189654, -0.369053, -0.310075, -0.999427, -0.00506299, 0.0211069, 0.0259807, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:34:19.785568] [0x0000007fb1ffa9a0] [MocapTag] [0x00000b18] [1954] 1760402059785470, 4.43772, 0.00189539, -0.369033, -0.310057, -0.999427, -0.0050798, 0.0210835, 0.0259927, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:34:19.788941] [0x0000007fb1ffa9a0] [MocapTag] [0x00000b18] [1955] 1760402059788830, 4.44108, 0.00189539, -0.369033, -0.310057, -0.999427, -0.0050798, 0.0210835, 0.0259927, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:34:19.791126] [0x0000007fb1ffa9a0] [MocapTag] [0x00000b18] [1956] 1760402059791021, 4.44327, 0.00189539, -0.369033, -0.310057, -0.999427, -0.0050798, 0.0210835, 0.0259927, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:34:19.795361] [0x0000007fb1ffa9a0] [MocapTag] [0x00000b18] [1958] 1760402059795273, 4.44752, 0.00189539, -0.369033, -0.310057, -0.999427, -0.0050798, 0.0210835, 0.0259927, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:34:19.797430] [0x0000007fb1ffa9a0] [MocapTag] [0x00000b18] [1959] 1760402059797321, 4.44957, 0.00189944, -0.369026, -0.310063, -0.999426, -0.00512252, 0.0209984, 0.0260973, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:34:19.800234] [0x0000007fb1ffa9a0] [MocapTag] [0x00000b18] [1960] 1760402059800093, 4.45234, 0.00189944, -0.369026, -0.310063, -0.999426, -0.00512252, 0.0209984, 0.0260973, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:34:19.803020] [0x0000007fb1ffa9a0] [MocapTag] [0x00000b18] [1961] 1760402059802912, 4.45516, 0.00189944, -0.369026, -0.310063, -0.999426, -0.00512252, 0.0209984, 0.0260973, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:34:19.806314] [0x0000007fb1ffa9a0] [MocapTag] [0x00000b18] [1963] 1760402059806204, 4.45845, 0.00188179, -0.369026, -0.310071, -0.999426, -0.00511006, 0.0209823, 0.0260834, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:34:19.808540] [0x0000007fb1ffa9a0] [MocapTag] [0x00000b18] [1964] 1760402059808432, 4.46068, 0.00188179, -0.369026, -0.310071, -0.999426, -0.00511006, 0.0209823, 0.0260834, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:34:19.812020] [0x0000007fb1ffa9a0] [MocapTag] [0x00000b18] [1965] 1760402059811908, 4.46415, 0.00188179, -0.369026, -0.310071, -0.999426, -0.00511006, 0.0209823, 0.0260834, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:34:19.814887] [0x0000007fb1ffa9a0] [MocapTag] [0x00000b18] [1967] 1760402059814831, 4.46708, 0.00188179, -0.369026, -0.310071, -0.999426, -0.00511006, 0.0209823, 0.0260834, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:34:19.817559] [0x0000007fb1ffa9a0] [MocapTag] [0x00000b18] [1968] 1760402059817448, 4.46969, 0.00186563, -0.369039, -0.310073, -0.999426, -0.00509657, 0.0209633, 0.0261032, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:34:19.820558] [0x0000007fb1ffa9a0] [MocapTag] [0x00000b18] [1969] 1760402059820449, 4.47269, 0.00186563, -0.369039, -0.310073, -0.999426, -0.00509657, 0.0209633, 0.0261032, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:34:19.823900] [0x0000007fb1ffa9a0] [MocapTag] [0x00000b18] [1970] 1760402059823794, 4.47604, 0.00186563, -0.369039, -0.310073, -0.999426, -0.00509657, 0.0209633, 0.0261032, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:34:19.826700] [0x0000007fb1ffa9a0] [MocapTag] [0x00000b18] [1972] 1760402059826582, 4.47883, 0.00186081, -0.369037, -0.310087, -0.999427, -0.00509558, 0.0210056, 0.0260496, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:34:19.830040] [0x0000007fb1ffa9a0] [MocapTag] [0x00000b18] [1973] 1760402059829931, 4.48218, 0.00186081, -0.369037, -0.310087, -0.999427, -0.00509558, 0.0210056, 0.0260496, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:34:19.832819] [0x0000007fb1ffa9a0] [MocapTag] [0x00000b18] [1974] 1760402059832710, 4.48496, 0.00186081, -0.369037, -0.310087, -0.999427, -0.00509558, 0.0210056, 0.0260496, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:34:19.835432] [0x0000007fb1ffa9a0] [MocapTag] [0x00000b18] [1976] 1760402059835344, 4.48759, 0.00186409, -0.369035, -0.310079, -0.999426, -0.00511035, 0.020978, 0.0260895, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:34:19.838289] [0x0000007fb1ffa9a0] [MocapTag] [0x00000b18] [1977] 1760402059838180, 4.49043, 0.00186409, -0.369035, -0.310079, -0.999426, -0.00511035, 0.020978, 0.0260895, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:34:19.841944] [0x0000007fb1ffa9a0] [MocapTag] [0x00000b18] [1978] 1760402059841837, 4.49408, 0.00186409, -0.369035, -0.310079, -0.999426, -0.00511035, 0.020978, 0.0260895, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:34:19.843886] [0x0000007fb1ffa9a0] [MocapTag] [0x00000b18] [1979] 1760402059843779, 4.49603, 0.00186409, -0.369035, -0.310079, -0.999426, -0.00511035, 0.020978, 0.0260895, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:34:19.846984] [0x0000007fb1ffa9a0] [MocapTag] [0x00000b18] [1981] 1760402059846873, 4.49912, 0.00184267, -0.369032, -0.310061, -0.999428, -0.00511016, 0.0209174, 0.0260603, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:34:19.849618] [0x0000007fb1ffa9a0] [MocapTag] [0x00000b18] [1982] 1760402059849515, 4.50176, 0.00184267, -0.369032, -0.310061, -0.999428, -0.00511016, 0.0209174, 0.0260603, -0.00214263, 0, 0, 0, 0, 0, 
[2025-10-13 20:34:19.852310] [0x0000007fb1ffa9a0] [MocapTag] [0x00000b18] [1983] 1760402059852194, 4.50444, 0.00184267, -0.369032, -0.310061, -0.999428, -0.00511016, 0.0209174, 0.0260603, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:34:19.855003] [0x0000007fb1ffa9a0] [MocapTag] [0x00000b18] [1985] 1760402059854946, 4.50719, 0.00186911, -0.36903, -0.310074, -0.999427, -0.00511928, 0.0210396, 0.0260333, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:34:19.858679] [0x0000007fb1ffa9a0] [MocapTag] [0x00000b18] [1986] 1760402059858568, 4.51081, 0.00186911, -0.36903, -0.310074, -0.999427, -0.00511928, 0.0210396, 0.0260333, 0.00264426, 0, 0, 0, 0, 0, 
[2025-10-13 20:34:19.861296] [0x0000007fb1ffa9a0] [MocapTag] [0x00000b18] [1987] 1760402059861186, 4.51343, 0.00186911, -0.36903, -0.310074, -0.999427, -0.00511928, 0.0210396, 0.0260333, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:34:19.865432] [0x0000007fb1ffa9a0] [MocapTag] [0x00000b18] [1989] 1760402059865353, 4.5176, 0.00186911, -0.36903, -0.310074, -0.999427, -0.00511928, 0.0210396, 0.0260333, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:34:19.866955] [0x0000007fb1ffa9a0] [MocapTag] [0x00000b18] [1990] 1760402059866845, 4.51909, 0.00186547, -0.369027, -0.310078, -0.999427, -0.00513201, 0.021031, 0.0260098, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:34:19.870054] [0x0000007fb1ffa9a0] [MocapTag] [0x00000b18] [1991] 1760402059869944, 4.52219, 0.00186547, -0.369027, -0.310078, -0.999427, -0.00513201, 0.021031, 0.0260098, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:34:19.872240] [0x0000007fb1ffa9a0] [MocapTag] [0x00000b18] [1992] 1760402059872140, 4.52439, 0.00186547, -0.369027, -0.310078, -0.999427, -0.00513201, 0.021031, 0.0260098, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:34:19.875035] [0x0000007fb1ffa9a0] [MocapTag] [0x00000b18] [1994] 1760402059874976, 4.52722, 0.00185575, -0.369028, -0.310053, -0.999427, -0.00511288, 0.0209359, 0.0260957, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:34:19.878058] [0x0000007fb1ffa9a0] [MocapTag] [0x00000b18] [1995] 1760402059877948, 4.53019, 0.00185575, -0.369028, -0.310053, -0.999427, -0.00511288, 0.0209359, 0.0260957, 0, 0, 0.00250923, 0, 0, 0, 
[2025-10-13 20:34:19.880610] [0x0000007fb1ffa9a0] [MocapTag] [0x00000b18] [1996] 1760402059880492, 4.53274, 0.00185575, -0.369028, -0.310053, -0.999427, -0.00511288, 0.0209359, 0.0260957, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:34:19.883599] [0x0000007fb1ffa9a0] [MocapTag] [0x00000b18] [1997] 1760402059883488, 4.53573, 0.00185575, -0.369028, -0.310053, -0.999427, -0.00511288, 0.0209359, 0.0260957, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:34:19.886313] [0x0000007fb1ffa9a0] [MocapTag] [0x00000b18] [1999] 1760402059886195, 4.53844, 0.00189026, -0.369043, -0.31007, -0.999426, -0.00510146, 0.0210664, 0.0260293, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:34:19.889683] [0x0000007fb1ffa9a0] [MocapTag] [0x00000b18] [2000] 1760402059889574, 4.54182, 0.00189026, -0.369043, -0.31007, -0.999426, -0.00510146, 0.0210664, 0.0260293, 0.00345164, 0, 0, 0, 0, 0, 
[2025-10-13 20:34:19.892122] [0x0000007fb1ffa9a0] [MocapTag] [0x00000b18] [2001] 1760402059892019, 4.54427, 0.00189026, -0.369043, -0.31007, -0.999426, -0.00510146, 0.0210664, 0.0260293, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:34:19.894813] [0x0000007fb1ffa9a0] [MocapTag] [0x00000b18] [2002] 1760402059894722, 4.54697, 0.00128695, -0.368981, -0.309744, -0.999417, -0.00527831, 0.0192776, 0.0276857, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:34:19.898942] [0x0000007fb1ffa9a0] [MocapTag] [0x00000b18] [2004] 1760402059898830, 4.55108, 0.00128695, -0.368981, -0.309744, -0.999417, -0.00527831, 0.0192776, 0.0276857, -0.0603312, 0.0062611, 0.0326697, 0.0381708, -0.355223, 0.33216, 
[2025-10-13 20:34:19.900317] [0x0000007fb1ffa9a0] [MocapTag] [0x00000b18] [2005] 1760402059900213, 4.55246, 0.00128695, -0.368981, -0.309744, -0.999417, -0.00527831, 0.0192776, 0.0276857, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:34:19.903869] [0x0000007fb1ffa9a0] [MocapTag] [0x00000b18] [2006] 1760402059903760, 4.55601, 0.00128695, -0.368981, -0.309744, -0.999417, -0.00527831, 0.0192776, 0.0276857, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:34:19.906467] [0x0000007fb1ffa9a0] [MocapTag] [0x00000b18] [2008] 1760402059906357, 4.5586, 0.00179246, -0.369007, -0.309888, -0.999352, -0.00485071, 0.0177496, 0.0309332, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:34:19.909302] [0x0000007fb1ffa9a0] [MocapTag] [0x00000b18] [2009] 1760402059909190, 4.56144, 0.00179246, -0.369007, -0.309888, -0.999352, -0.00485071, 0.0177496, 0.0309332, 0.0505511, -0.00261334, -0.0144501, -0.0887871, -0.305074, 0.652749, 
[2025-10-13 20:34:19.911888] [0x0000007fb1ffa9a0] [MocapTag] [0x00000b18] [2010] 1760402059911785, 4.56403, 0.00179246, -0.369007, -0.309888, -0.999352, -0.00485071, 0.0177496, 0.0309332, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:34:19.916460] [0x0000007fb1ffa9a0] [MocapTag] [0x00000b18] [2012] 1760402059916351, 4.5686, 0.00179246, -0.369007, -0.309888, -0.999352, -0.00485071, 0.0177496, 0.0309332, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:34:19.917398] [0x0000007fb1ffa9a0] [MocapTag] [0x00000b18] [2013] 1760402059917294, 4.56954, 0.000145621, -0.366039, -0.309813, -0.999265, -0.00920954, 0.0132905, 0.034756, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:34:19.920399] [0x0000007fb1ffa9a0] [MocapTag] [0x00000b18] [2014] 1760402059920295, 4.57254, 0.000145621, -0.366039, -0.309813, -0.999265, -0.00920954, 0.0132905, 0.034756, -0.164684, 0.29682, 0.00752773, 0.888658, -0.857901, 0.756454, 
[2025-10-13 20:34:19.923445] [0x0000007fb1ffa9a0] [MocapTag] [0x00000b18] [2015] 1760402059923295, 4.57554, 0.000145621, -0.366039, -0.309813, -0.999265, -0.00920954, 0.0132905, 0.034756, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:34:19.927309] [0x0000007fb1ffa9a0] [MocapTag] [0x00000b18] [2017] 1760402059927198, 4.57944, 5.76964e-05, -0.366116, -0.309797, -0.999255, -0.00926105, 0.0134324, 0.0349717, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:34:19.929555] [0x0000007fb1ffa9a0] [MocapTag] [0x00000b18] [2018] 1760402059929445, 4.58169, 5.76964e-05, -0.366116, -0.309797, -0.999255, -0.00926105, 0.0134324, 0.0349717, -0.00879249, -0.00777294, 0, 0, 0, 0.042811, 
[2025-10-13 20:34:19.932199] [0x0000007fb1ffa9a0] [MocapTag] [0x00000b18] [2019] 1760402059932088, 4.58433, 5.76964e-05, -0.366116, -0.309797, -0.999255, -0.00926105, 0.0134324, 0.0349717, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:34:19.935146] [0x0000007fb1ffa9a0] [MocapTag] [0x00000b18] [2021] 1760402059935082, 4.58733, 5.76964e-05, -0.366116, -0.309797, -0.999255, -0.00926105, 0.0134324, 0.0349717, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:34:19.937958] [0x0000007fb1ffa9a0] [MocapTag] [0x00000b18] [2022] 1760402059937846, 4.59009, 0.000617322, -0.365852, -0.309713, -0.999178, -0.0101308, 0.0142472, 0.0365842, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:34:19.940773] [0x0000007fb1ffa9a0] [MocapTag] [0x00000b18] [2023] 1760402059940663, 4.59291, 0.000617322, -0.365852, -0.309713, -0.999178, -0.0101308, 0.0142472, 0.0365842, 0.0559626, 0.0263866, 0.00834387, 0.163555, 0.172036, 0.318981, 
[2025-10-13 20:34:19.943811] [0x0000007fb1ffa9a0] [MocapTag] [0x00000b18] [2024] 1760402059943703, 4.59595, 0.000617322, -0.365852, -0.309713, -0.999178, -0.0101308, 0.0142472, 0.0365842, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:34:19.946462] [0x0000007fb1ffa9a0] [MocapTag] [0x00000b18] [2026] 1760402059946348, 4.59859, -0.000105211, -0.366305, -0.309812, -0.999245, -0.00918772, 0.0132856, 0.0353331, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:34:19.949278] [0x0000007fb1ffa9a0] [MocapTag] [0x00000b18] [2027] 1760402059949170, 4.60142, -0.000105211, -0.366305, -0.309812, -0.999245, -0.00918772, 0.0132856, 0.0353331, -0.0722533, -0.0452185, -0.00984809, -0.178194, -0.201262, -0.246213, 
[2025-10-13 20:34:19.952782] [0x0000007fb1ffa9a0] [MocapTag] [0x00000b18] [2028] 1760402059952675, 4.60492, -0.000105211, -0.366305, -0.309812, -0.999245, -0.00918772, 0.0132856, 0.0353331, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:34:19.955579] [0x0000007fb1ffa9a0] [MocapTag] [0x00000b18] [2030] 1760402059955477, 4.60772, -3.8741e-05, -0.36624, -0.309785, -0.99925, -0.0089913, 0.0130613, 0.0353191, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:34:19.958463] [0x0000007fb1ffa9a0] [MocapTag] [0x00000b18] [2031] 1760402059958350, 4.6106, -3.8741e-05, -0.36624, -0.309785, -0.99925, -0.0089913, 0.0130613, 0.0353191, 0.00664699, 0.00650014, 0.002734, -0.0376463, -0.0462374, 0, 
[2025-10-13 20:34:19.961045] [0x0000007fb1ffa9a0] [MocapTag] [0x00000b18] [2032] 1760402059960938, 4.61318, -3.8741e-05, -0.36624, -0.309785, -0.99925, -0.0089913, 0.0130613, 0.0353191, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:34:19.963897] [0x0000007fb1ffa9a0] [MocapTag] [0x00000b18] [2033] 1760402059963777, 4.61602, -3.8741e-05, -0.36624, -0.309785, -0.99925, -0.0089913, 0.0130613, 0.0353191, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:34:19.966695] [0x0000007fb1ffa9a0] [MocapTag] [0x00000b18] [2035] 1760402059966586, 4.61883, 0.000250032, -0.365964, -0.309791, -0.999266, -0.00900503, 0.0130252, 0.0348854, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:34:19.969254] [0x0000007fb1ffa9a0] [MocapTag] [0x00000b18] [2036] 1760402059969149, 4.62139, 0.000250032, -0.365964, -0.309791, -0.999266, -0.00900503, 0.0130252, 0.0348854, 0.0288773, 0.0275604, 0, 0, 0, -0.0867777, 
