[2025-10-13 20:34:15.395395] [0x0000007fba9397c0] [MocapTag] [0x00000b18] [2] Mocap timestamp, Mocap time [s], Mocap position x [m], Mocap position y [m], Mocap position z [m], Mocap Quaternion q0 [-], Mocap Quaternion q1 [-], Mocap Quaternion q2 [-], Mocap Quaternion q3 [-], Mocap Velocity x [m/s], Mocap Velocity y [m/s], Mocap Velocity z [m/s], Mocap Angular velocity x [rad/s], Mocap Angular velocity y [rad/s], Mocap Angular velocity z [rad/s], 
[2025-10-13 20:34:15.398601] [0x0000007fb1ffa9a0] [MocapTag] [0x00000b18] [3] 1760402055398416, 0.050662, 0.00218526, -0.368994, -0.310079, -0.99936, -0.00490362, 0.0186314, 0.0301321, 0.00224204, 0, 0, 0, 0, 0, 
[2025-10-13 20:34:15.401483] [0x0000007fb1ffa9a0] [MocapTag] [0x00000b18] [5] 1760402055401342, 0.053588, 0.00218526, -0.368994, -0.310079, -0.99936, -0.00490362, 0.0186314, 0.0301321, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:34:15.404123] [0x0000007fb1ffa9a0] [MocapTag] [0x00000b18] [6] 1760402055404008, 0.056254, 0.00218526, -0.368994, -0.310079, -0.99936, -0.00490362, 0.0186314, 0.0301321, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:34:15.406723] [0x0000007fb1ffa9a0] [MocapTag] [0x00000b18] [8] 1760402055406610, 0.058856, 0.00218026, -0.368984, -0.31007, -0.99936, -0.00493371, 0.0186252, 0.0301305, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:34:15.409448] [0x0000007fb1ffa9a0] [MocapTag] [0x00000b18] [9] 1760402055409333, 0.061579, 0.00218026, -0.368984, -0.31007, -0.99936, -0.00493371, 0.0186252, 0.0301305, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:34:15.412066] [0x0000007fb1ffa9a0] [MocapTag] [0x00000b18] [10] 1760402055411955, 0.064201, 0.00218026, -0.368984, -0.31007, -0.99936, -0.00493371, 0.0186252, 0.0301305, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:34:15.414665] [0x0000007fb1ffa9a0] [MocapTag] [0x00000b18] [11] 1760402055414573, 0.066819, 0.00218026, -0.368984, -0.31007, -0.99936, -0.00493371, 0.0186252, 0.0301305, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:34:15.417654] [0x0000007fb1ffa9a0] [MocapTag] [0x00000b18] [13] 1760402055417533, 0.069779, 0.00218729, -0.368996, -0.310084, -0.999361, -0.00490922, 0.0186386, 0.0300863, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:34:15.420553] [0x0000007fb1ffa9a0] [MocapTag] [0x00000b18] [14] 1760402055420446, 0.072692, 0.00218729, -0.368996, -0.310084, -0.999361, -0.00490922, 0.0186386, 0.0300863, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:34:15.424136] [0x0000007fb1ffa9a0] [MocapTag] [0x00000b18] [15] 1760402055424024, 0.07627, 0.00218729, -0.368996, -0.310084, -0.999361, -0.00490922, 0.0186386, 0.0300863, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:34:15.425952] [0x0000007fb1ffa9a0] [MocapTag] [0x00000b18] [17] 1760402055425828, 0.078074, 0.00217645, -0.368991, -0.310088, -0.999361, -0.00491585, 0.0186314, 0.0300955, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:34:15.428911] [0x0000007fb1ffa9a0] [MocapTag] [0x00000b18] [18] 1760402055428793, 0.081039, 0.00217645, -0.368991, -0.310088, -0.999361, -0.00491585, 0.0186314, 0.0300955, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:34:15.432533] [0x0000007fb1ffa9a0] [MocapTag] [0x00000b18] [19] 1760402055432423, 0.084669, 0.00217645, -0.368991, -0.310088, -0.999361, -0.00491585, 0.0186314, 0.0300955, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:34:15.435249] [0x0000007fb1ffa9a0] [MocapTag] [0x00000b18] [21] 1760402055435176, 0.087422, 0.00217227, -0.368983, -0.310089, -0.999361, -0.00492863, 0.0185892, 0.0301358, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:34:15.439442] [0x0000007fb1ffa9a0] [MocapTag] [0x00000b18] [22] 1760402055439332, 0.091578, 0.00217227, -0.368983, -0.310089, -0.999361, -0.00492863, 0.0185892, 0.0301358, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:34:15.440901] [0x0000007fb1ffa9a0] [MocapTag] [0x00000b18] [23] 1760402055440799, 0.093045, 0.00217227, -0.368983, -0.310089, -0.999361, -0.00492863, 0.0185892, 0.0301358, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:34:15.443942] [0x0000007fb1ffa9a0] [MocapTag] [0x00000b18] [24] 1760402055443825, 0.096071, 0.00217227, -0.368983, -0.310089, -0.999361, -0.00492863, 0.0185892, 0.0301358, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:34:15.446667] [0x0000007fb1ffa9a0] [MocapTag] [0x00000b18] [26] 1760402055446556, 0.098802, 0.00215647, -0.368976, -0.310108, -0.999361, -0.00493417, 0.0185429, 0.0301585, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:34:15.449518] [0x0000007fb1ffa9a0] [MocapTag] [0x00000b18] [27] 1760402055449412, 0.101658, 0.00215647, -0.368976, -0.310108, -0.999361, -0.00493417, 0.0185429, 0.0301585, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:34:15.452061] [0x0000007fb1ffa9a0] [MocapTag] [0x00000b18] [28] 1760402055451954, 0.1042, 0.00215647, -0.368976, -0.310108, -0.999361, -0.00493417, 0.0185429, 0.0301585, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:34:15.454847] [0x0000007fb1ffa9a0] [MocapTag] [0x00000b18] [30] 1760402055454790, 0.107036, 0.00215501, -0.368953, -0.310106, -0.99936, -0.0049609, 0.018568, 0.0301712, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:34:15.457678] [0x0000007fb1ffa9a0] [MocapTag] [0x00000b18] [31] 1760402055457567, 0.109813, 0.00215501, -0.368953, -0.310106, -0.99936, -0.0049609, 0.018568, 0.0301712, 0, 0.00221952, 0, 0, 0, 0, 
[2025-10-13 20:34:15.460405] [0x0000007fb1ffa9a0] [MocapTag] [0x00000b18] [32] 1760402055460298, 0.112544, 0.00215501, -0.368953, -0.310106, -0.99936, -0.0049609, 0.018568, 0.0301712, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:34:15.463300] [0x0000007fb1ffa9a0] [MocapTag] [0x00000b18] [33] 1760402055463191, 0.115437, 0.00215501, -0.368953, -0.310106, -0.99936, -0.0049609, 0.018568, 0.0301712, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:34:15.466117] [0x0000007fb1ffa9a0] [MocapTag] [0x00000b18] [35] 1760402055466003, 0.118249, 0.00214571, -0.368959, -0.310118, -0.999361, -0.00494691, 0.0186179, 0.0301153, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:34:15.469660] [0x0000007fb1ffa9a0] [MocapTag] [0x00000b18] [36] 1760402055469551, 0.121797, 0.00214571, -0.368959, -0.310118, -0.999361, -0.00494691, 0.0186179, 0.0301153, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:34:15.472237] [0x0000007fb1ffa9a0] [MocapTag] [0x00000b18] [37] 1760402055472132, 0.124378, 0.00214571, -0.368959, -0.310118, -0.999361, -0.00494691, 0.0186179, 0.0301153, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:34:15.475006] [0x0000007fb1ffa9a0] [MocapTag] [0x00000b18] [38] 1760402055474920, 0.127166, 0.00213373, -0.368962, -0.310123, -0.999361, -0.00495618, 0.0185887, 0.0301268, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:34:15.477948] [0x0000007fb1ffa9a0] [MocapTag] [0x00000b18] [40] 1760402055477839, 0.130085, 0.00213373, -0.368962, -0.310123, -0.999361, -0.00495618, 0.0185887, 0.0301268, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:34:15.480992] [0x0000007fb1ffa9a0] [MocapTag] [0x00000b18] [41] 1760402055480888, 0.133134, 0.00213373, -0.368962, -0.310123, -0.999361, -0.00495618, 0.0185887, 0.0301268, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:34:15.483834] [0x0000007fb1ffa9a0] [MocapTag] [0x00000b18] [42] 1760402055483715, 0.135961, 0.00213373, -0.368962, -0.310123, -0.999361, -0.00495618, 0.0185887, 0.0301268, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:34:15.487921] [0x0000007fb1ffa9a0] [MocapTag] [0x00000b18] [44] 1760402055487811, 0.140057, 0.000255963, -0.365911, -0.309829, -0.999282, -0.00893567, 0.0127834, 0.0345232, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:34:15.489317] [0x0000007fb1ffa9a0] [MocapTag] [0x00000b18] [45] 1760402055489195, 0.141441, 0.000255963, -0.365911, -0.309829, -0.999282, -0.00893567, 0.0127834, 0.0345232, -0.187776, 0.30516, 0.0294067, 0.819016, -1.12928, 0.87371, 
[2025-10-13 20:34:15.491902] [0x0000007fb1ffa9a0] [MocapTag] [0x00000b18] [46] 1760402055491792, 0.144038, 0.000255963, -0.365911, -0.309829, -0.999282, -0.00893567, 0.0127834, 0.0345232, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:34:15.494632] [0x0000007fb1ffa9a0] [MocapTag] [0x00000b18] [47] 1760402055494547, 0.146793, 0.000255963, -0.365911, -0.309829, -0.999282, -0.00893567, 0.0127834, 0.0345232, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:34:15.498550] [0x0000007fb1ffa9a0] [MocapTag] [0x00000b18] [49] 1760402055498439, 0.150685, 0.000195418, -0.365936, -0.309779, -0.999273, -0.00893676, 0.0127253, 0.0348019, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:34:15.500289] [0x0000007fb1ffa9a0] [MocapTag] [0x00000b18] [50] 1760402055500180, 0.152426, 0.000195418, -0.365936, -0.309779, -0.999273, -0.00893676, 0.0127253, 0.0348019, -0.00605442, -0.00251521, 0.00497419, 0, 0, 0.0558637, 
[2025-10-13 20:34:15.503225] [0x0000007fb1ffa9a0] [MocapTag] [0x00000b18] [51] 1760402055503118, 0.155364, 0.000195418, -0.365936, -0.309779, -0.999273, -0.00893676, 0.0127253, 0.0348019, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:34:15.505965] [0x0000007fb1ffa9a0] [MocapTag] [0x00000b18] [53] 1760402055505844, 0.15809, 9.61436e-05, -0.366044, -0.309789, -0.999268, -0.00916741, 0.0132092, 0.0347097, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:34:15.509547] [0x0000007fb1ffa9a0] [MocapTag] [0x00000b18] [54] 1760402055509423, 0.161669, 9.61436e-05, -0.366044, -0.309789, -0.999268, -0.00916741, 0.0132092, 0.0347097, -0.00992747, -0.010838, 0, 0.0430346, 0.098169, 0, 
[2025-10-13 20:34:15.512037] [0x0000007fb1ffa9a0] [MocapTag] [0x00000b18] [55] 1760402055511927, 0.164173, 9.61436e-05, -0.366044, -0.309789, -0.999268, -0.00916741, 0.0132092, 0.0347097, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:34:15.514866] [0x0000007fb1ffa9a0] [MocapTag] [0x00000b18] [57] 1760402055514808, 0.167054, 0.000113509, -0.36604, -0.309796, -0.999266, -0.00915088, 0.0131984, 0.0347749, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:34:15.517820] [0x0000007fb1ffa9a0] [MocapTag] [0x00000b18] [58] 1760402055517708, 0.169954, 0.000113509, -0.36604, -0.309796, -0.999266, -0.00915088, 0.0131984, 0.0347749, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:34:15.520398] [0x0000007fb1ffa9a0] [MocapTag] [0x00000b18] [59] 1760402055520291, 0.172537, 0.000113509, -0.36604, -0.309796, -0.999266, -0.00915088, 0.0131984, 0.0347749, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:34:15.523228] [0x0000007fb1ffa9a0] [MocapTag] [0x00000b18] [60] 1760402055523127, 0.175373, 0.000113509, -0.36604, -0.309796, -0.999266, -0.00915088, 0.0131984, 0.0347749, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:34:15.526845] [0x0000007fb1ffa9a0] [MocapTag] [0x00000b18] [62] 1760402055526688, 0.178934, 0.000307775, -0.365903, -0.309817, -0.999279, -0.00896429, 0.0127782, 0.0345999, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:34:15.529649] [0x0000007fb1ffa9a0] [MocapTag] [0x00000b18] [63] 1760402055529529, 0.181775, 0.000307775, -0.365903, -0.309817, -0.999279, -0.00896429, 0.0127782, 0.0345999, 0.0194266, 0.0137117, -0.00210592, 0, -0.0855945, 0, 
[2025-10-13 20:34:15.533691] [0x0000007fb1ffa9a0] [MocapTag] [0x00000b18] [64] 1760402055533581, 0.185827, 0.000307775, -0.365903, -0.309817, -0.999279, -0.00896429, 0.0127782, 0.0345999, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:34:15.535013] [0x0000007fb1ffa9a0] [MocapTag] [0x00000b18] [65] 1760402055534926, 0.187172, 0.000301227, -0.365914, -0.309809, -0.999278, -0.0089305, 0.0128227, 0.0346444, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:34:15.538068] [0x0000007fb1ffa9a0] [MocapTag] [0x00000b18] [67] 1760402055537957, 0.190203, 0.000301227, -0.365914, -0.309809, -0.999278, -0.0089305, 0.0128227, 0.0346444, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:34:15.540776] [0x0000007fb1ffa9a0] [MocapTag] [0x00000b18] [68] 1760402055540669, 0.192915, 0.000301227, -0.365914, -0.309809, -0.999278, -0.0089305, 0.0128227, 0.0346444, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:34:15.543893] [0x0000007fb1ffa9a0] [MocapTag] [0x00000b18] [69] 1760402055543781, 0.196027, 0.000301227, -0.365914, -0.309809, -0.999278, -0.0089305, 0.0128227, 0.0346444, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:34:15.546338] [0x0000007fb1ffa9a0] [MocapTag] [0x00000b18] [71] 1760402055546226, 0.198472, 0.00111522, -0.368208, -0.309413, -0.999337, -0.00604512, 0.0134299, 0.03331, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:34:15.549157] [0x0000007fb1ffa9a0] [MocapTag] [0x00000b18] [72] 1760402055549044, 0.20129, 0.00111522, -0.368208, -0.309413, -0.999337, -0.00604512, 0.0134299, 0.03331, 0.0813989, -0.22942, 0.0396159, -0.577426, 0.0999562, -0.260151, 
[2025-10-13 20:34:15.551700] [0x0000007fb1ffa9a0] [MocapTag] [0x00000b18] [73] 1760402055551591, 0.203837, 0.00111522, -0.368208, -0.309413, -0.999337, -0.00604512, 0.0134299, 0.03331, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:34:15.554516] [0x0000007fb1ffa9a0] [MocapTag] [0x00000b18] [74] 1760402055554432, 0.206678, 0.00111522, -0.368208, -0.309413, -0.999337, -0.00604512, 0.0134299, 0.03331, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:34:15.557252] [0x0000007fb1ffa9a0] [MocapTag] [0x00000b18] [76] 1760402055557132, 0.209378, 0.000938757, -0.368657, -0.309484, -0.999325, -0.00623049, 0.0140002, 0.0333865, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:34:15.560932] [0x0000007fb1ffa9a0] [MocapTag] [0x00000b18] [77] 1760402055560820, 0.213066, 0.000938757, -0.368657, -0.309484, -0.999325, -0.00623049, 0.0140002, 0.0333865, -0.0176459, -0.0448714, -0.00714299, 0, 0.115318, 0, 
[2025-10-13 20:34:15.564667] [0x0000007fb1ffa9a0] [MocapTag] [0x00000b18] [78] 1760402055564577, 0.216823, 0.000938757, -0.368657, -0.309484, -0.999325, -0.00623049, 0.0140002, 0.0333865, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:34:15.566997] [0x0000007fb1ffa9a0] [MocapTag] [0x00000b18] [80] 1760402055566885, 0.219131, 0.00106213, -0.368378, -0.309471, -0.999333, -0.00612656, 0.013717, 0.0332735, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:34:15.569615] [0x0000007fb1ffa9a0] [MocapTag] [0x00000b18] [81] 1760402055569513, 0.221759, 0.00106213, -0.368378, -0.309471, -0.999333, -0.00612656, 0.013717, 0.0332735, 0.012337, 0.027932, 0, 0, -0.0574343, 0, 
[2025-10-13 20:34:15.573186] [0x0000007fb1ffa9a0] [MocapTag] [0x00000b18] [82] 1760402055573078, 0.225324, 0.00106213, -0.368378, -0.309471, -0.999333, -0.00612656, 0.013717, 0.0332735, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:34:15.576004] [0x0000007fb1ffa9a0] [MocapTag] [0x00000b18] [84] 1760402055575893, 0.228139, 0.00105354, -0.368377, -0.309474, -0.999334, -0.00615871, 0.0136948, 0.0332704, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:34:15.578784] [0x0000007fb1ffa9a0] [MocapTag] [0x00000b18] [85] 1760402055578675, 0.230921, 0.00105354, -0.368377, -0.309474, -0.999334, -0.00615871, 0.0136948, 0.0332704, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:34:15.581390] [0x0000007fb1ffa9a0] [MocapTag] [0x00000b18] [86] 1760402055581284, 0.23353, 0.00105354, -0.368377, -0.309474, -0.999334, -0.00615871, 0.0136948, 0.0332704, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:34:15.584590] [0x0000007fb1ffa9a0] [MocapTag] [0x00000b18] [87] 1760402055584498, 0.236744, 0.00105354, -0.368377, -0.309474, -0.999334, -0.00615871, 0.0136948, 0.0332704, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:34:15.586863] [0x0000007fb1ffa9a0] [MocapTag] [0x00000b18] [89] 1760402055586714, 0.23896, 0.00104831, -0.368366, -0.309484, -0.999333, -0.00616823, 0.0136633, 0.0333101, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:34:15.589952] [0x0000007fb1ffa9a0] [MocapTag] [0x00000b18] [90] 1760402055589840, 0.242086, 0.00104831, -0.368366, -0.309484, -0.999333, -0.00616823, 0.0136633, 0.0333101, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:34:15.592405] [0x0000007fb1ffa9a0] [MocapTag] [0x00000b18] [91] 1760402055592296, 0.244542, 0.00104831, -0.368366, -0.309484, -0.999333, -0.00616823, 0.0136633, 0.0333101, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:34:15.595160] [0x0000007fb1ffa9a0] [MocapTag] [0x00000b18] [93] 1760402055595064, 0.24731, 0.00103375, -0.368357, -0.309484, -0.999334, -0.00617011, 0.013693, 0.0332441, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:34:15.597959] [0x0000007fb1ffa9a0] [MocapTag] [0x00000b18] [94] 1760402055597848, 0.250094, 0.00103375, -0.368357, -0.309484, -0.999334, -0.00617011, 0.013693, 0.0332441, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:34:15.600597] [0x0000007fb1ffa9a0] [MocapTag] [0x00000b18] [95] 1760402055600480, 0.252726, 0.00103375, -0.368357, -0.309484, -0.999334, -0.00617011, 0.013693, 0.0332441, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:34:15.603506] [0x0000007fb1ffa9a0] [MocapTag] [0x00000b18] [96] 1760402055603340, 0.255586, 0.00103375, -0.368357, -0.309484, -0.999334, -0.00617011, 0.013693, 0.0332441, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:34:15.606860] [0x0000007fb1ffa9a0] [MocapTag] [0x00000b18] [98] 1760402055606710, 0.258956, 0.00103317, -0.368358, -0.309476, -0.999333, -0.00616906, 0.0136626, 0.0332854, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:34:15.609666] [0x0000007fb1ffa9a0] [MocapTag] [0x00000b18] [99] 1760402055609558, 0.261804, 0.00103317, -0.368358, -0.309476, -0.999333, -0.00616906, 0.0136626, 0.0332854, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:34:15.612384] [0x0000007fb1ffa9a0] [MocapTag] [0x00000b18] [100] 1760402055612277, 0.264523, 0.00103317, -0.368358, -0.309476, -0.999333, -0.00616906, 0.0136626, 0.0332854, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:34:15.615422] [0x0000007fb1ffa9a0] [MocapTag] [0x00000b18] [102] 1760402055615346, 0.267592, 0.00102674, -0.368352, -0.309484, -0.999334, -0.00618117, 0.013675, 0.0332551, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:34:15.618078] [0x0000007fb1ffa9a0] [MocapTag] [0x00000b18] [103] 1760402055617964, 0.27021, 0.00102674, -0.368352, -0.309484, -0.999334, -0.00618117, 0.013675, 0.0332551, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:34:15.621519] [0x0000007fb1ffa9a0] [MocapTag] [0x00000b18] [104] 1760402055621410, 0.273656, 0.00102674, -0.368352, -0.309484, -0.999334, -0.00618117, 0.013675, 0.0332551, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:34:15.624426] [0x0000007fb1ffa9a0] [MocapTag] [0x00000b18] [105] 1760402055624337, 0.276583, 0.00102674, -0.368352, -0.309484, -0.999334, -0.00618117, 0.013675, 0.0332551, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:34:15.627083] [0x0000007fb1ffa9a0] [MocapTag] [0x00000b18] [107] 1760402055626974, 0.27922, 0.000230257, -0.365918, -0.309806, -0.999278, -0.00892058, 0.0127935, 0.0346472, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:34:15.629906] [0x0000007fb1ffa9a0] [MocapTag] [0x00000b18] [108] 1760402055629797, 0.282043, 0.000230257, -0.365918, -0.309806, -0.999278, -0.00892058, 0.0127935, 0.0346472, -0.0796482, 0.243315, -0.0321634, 0.549912, -0.155689, 0.272358, 
[2025-10-13 20:34:15.632744] [0x0000007fb1ffa9a0] [MocapTag] [0x00000b18] [109] 1760402055632637, 0.284883, 0.000230257, -0.365918, -0.309806, -0.999278, -0.00892058, 0.0127935, 0.0346472, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:34:15.637266] [0x0000007fb1ffa9a0] [MocapTag] [0x00000b18] [111] 1760402055637154, 0.2894, -3.85673e-05, -0.366167, -0.309777, -0.999262, -0.00885967, 0.0126641, 0.0351768, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:34:15.639569] [0x0000007fb1ffa9a0] [MocapTag] [0x00000b18] [112] 1760402055639454, 0.2917, -3.85673e-05, -0.366167, -0.309777, -0.999262, -0.00885967, 0.0126641, 0.0351768, -0.0268824, -0.0248472, 0.00292371, 0, 0, 0.106372, 
[2025-10-13 20:34:15.644081] [0x0000007fb1ffa9a0] [MocapTag] [0x00000b18] [113] 1760402055643962, 0.296208, -3.85673e-05, -0.366167, -0.309777, -0.999262, -0.00885967, 0.0126641, 0.0351768, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:34:15.645441] [0x0000007fb1ffa9a0] [MocapTag] [0x00000b18] [115] 1760402055645325, 0.297571, 0.000222752, -0.365935, -0.309794, -0.999274, -0.00892094, 0.0127097, 0.0348008, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:34:15.648331] [0x0000007fb1ffa9a0] [MocapTag] [0x00000b18] [116] 1760402055648215, 0.300461, 0.000222752, -0.365935, -0.309794, -0.999274, -0.00892094, 0.0127097, 0.0348008, 0.0261319, 0.0232129, 0, 0, 0, -0.0755072, 
[2025-10-13 20:34:15.651120] [0x0000007fb1ffa9a0] [MocapTag] [0x00000b18] [117] 1760402055651015, 0.303261, 0.000222752, -0.365935, -0.309794, -0.999274, -0.00892094, 0.0127097, 0.0348008, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:34:15.653981] [0x0000007fb1ffa9a0] [MocapTag] [0x00000b18] [118] 1760402055653865, 0.306111, 0.000222752, -0.365935, -0.309794, -0.999274, -0.00892094, 0.0127097, 0.0348008, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:34:15.656881] [0x0000007fb1ffa9a0] [MocapTag] [0x00000b18] [120] 1760402055656722, 0.308968, 4.94904e-05, -0.366138, -0.309821, -0.99926, -0.00891603, 0.0126905, 0.0351954, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:34:15.659635] [0x0000007fb1ffa9a0] [MocapTag] [0x00000b18] [121] 1760402055659529, 0.311775, 4.94904e-05, -0.366138, -0.309821, -0.99926, -0.00891603, 0.0126905, 0.0351954, -0.0173261, -0.0202732, -0.00263193, 0, 0, 0.0790298, 
[2025-10-13 20:34:15.662408] [0x0000007fb1ffa9a0] [MocapTag] [0x00000b18] [122] 1760402055662298, 0.314544, 4.94904e-05, -0.366138, -0.309821, -0.99926, -0.00891603, 0.0126905, 0.0351954, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:34:15.665815] [0x0000007fb1ffa9a0] [MocapTag] [0x00000b18] [124] 1760402055665695, 0.317941, 0.000294727, -0.365944, -0.309837, -0.999278, -0.00887518, 0.0127465, 0.0346605, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:34:15.669077] [0x0000007fb1ffa9a0] [MocapTag] [0x00000b18] [125] 1760402055668965, 0.321211, 0.000294727, -0.365944, -0.309837, -0.999278, -0.00887518, 0.0127465, 0.0346605, 0.0245236, 0.0193692, 0, 0, 0, -0.107047, 
[2025-10-13 20:34:15.671638] [0x0000007fb1ffa9a0] [MocapTag] [0x00000b18] [126] 1760402055671532, 0.323778, 0.000294727, -0.365944, -0.309837, -0.999278, -0.00887518, 0.0127465, 0.0346605, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:34:15.674426] [0x0000007fb1ffa9a0] [MocapTag] [0x00000b18] [127] 1760402055674343, 0.326589, 0.000294727, -0.365944, -0.309837, -0.999278, -0.00887518, 0.0127465, 0.0346605, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:34:15.677090] [0x0000007fb1ffa9a0] [MocapTag] [0x00000b18] [129] 1760402055676980, 0.329226, 7.10469e-05, -0.366122, -0.309821, -0.999266, -0.00891279, 0.0127247, 0.0350088, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:34:15.680096] [0x0000007fb1ffa9a0] [MocapTag] [0x00000b18] [130] 1760402055679957, 0.332203, 7.10469e-05, -0.366122, -0.309821, -0.999266, -0.00891279, 0.0127247, 0.0350088, -0.022368, -0.0178235, 0, 0, 0, 0.0696555, 
[2025-10-13 20:34:15.683674] [0x0000007fb1ffa9a0] [MocapTag] [0x00000b18] [131] 1760402055683569, 0.335815, 7.10469e-05, -0.366122, -0.309821, -0.999266, -0.00891279, 0.0127247, 0.0350088, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:34:15.685927] [0x0000007fb1ffa9a0] [MocapTag] [0x00000b18] [133] 1760402055685817, 0.338063, 0.000302149, -0.365868, -0.30982, -0.999286, -0.00897572, 0.0128977, 0.0343453, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:34:15.688709] [0x0000007fb1ffa9a0] [MocapTag] [0x00000b18] [134] 1760402055688599, 0.340845, 0.000302149, -0.365868, -0.30982, -0.999286, -0.00897572, 0.0128977, 0.0343453, 0.0231102, 0.0254514, 0, 0, 0, -0.13323, 
[2025-10-13 20:34:15.692791] [0x0000007fb1ffa9a0] [MocapTag] [0x00000b18] [135] 1760402055692676, 0.344922, 0.000302149, -0.365868, -0.30982, -0.999286, -0.00897572, 0.0128977, 0.0343453, 0, 0, 0, 0, 0, 0, 
