[2025-10-13 19:58:46.575214] [0x0000007f9e79e7c0] [MocapTag] [0x000028bb] [2] Mocap timestamp, Mocap time [s], Mocap position x [m], Mocap position y [m], Mocap position z [m], Mocap Quaternion q0 [-], Mocap Quaternion q1 [-], Mocap Quaternion q2 [-], Mocap Quaternion q3 [-], Mocap Velocity x [m/s], Mocap Velocity y [m/s], Mocap Velocity z [m/s], Mocap Angular velocity x [rad/s], Mocap Angular velocity y [rad/s], Mocap Angular velocity z [rad/s], 
[2025-10-13 19:58:52.178233] [0x0000007f8def99a0] [MocapTag] [0x000028bb] [2596] 1760399932178127, 5.65731, 0.0110608, -0.355066, -0.309366, -0.999808, -0.00727766, 0.0097739, 0.0153135, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:58:52.181007] [0x0000007f8def99a0] [MocapTag] [0x000028bb] [2597] 1760399932180883, 5.66007, 0.0110608, -0.355066, -0.309366, -0.999808, -0.00727766, 0.0097739, 0.0153135, 0.0313677, 0.0329727, -0.00980063, 0, 0, -0.161756, 
[2025-10-13 19:58:52.183618] [0x0000007f8def99a0] [MocapTag] [0x000028bb] [2599] 1760399932183507, 5.66269, 0.0110608, -0.355066, -0.309366, -0.999808, -0.00727766, 0.0097739, 0.0153135, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:58:52.186498] [0x0000007f8def99a0] [MocapTag] [0x000028bb] [2600] 1760399932186390, 5.66557, 0.0110608, -0.355066, -0.309366, -0.999808, -0.00727766, 0.0097739, 0.0153135, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:58:52.189302] [0x0000007f8def99a0] [MocapTag] [0x000028bb] [2601] 1760399932189193, 5.66838, 0.0111359, -0.355063, -0.309408, -0.999809, -0.00736181, 0.00976443, 0.0152322, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:58:52.191756] [0x0000007f8def99a0] [MocapTag] [0x000028bb] [2602] 1760399932191643, 5.67083, 0.0111359, -0.355063, -0.309408, -0.999809, -0.00736181, 0.00976443, 0.0152322, 0.00751026, 0, -0.00413626, 0, 0, 0, 
[2025-10-13 19:58:52.195887] [0x0000007f8def99a0] [MocapTag] [0x000028bb] [2604] 1760399932195777, 5.67496, 0.0111359, -0.355063, -0.309408, -0.999809, -0.00736181, 0.00976443, 0.0152322, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:58:52.197023] [0x0000007f8def99a0] [MocapTag] [0x000028bb] [2605] 1760399932196916, 5.6761, 0.0111359, -0.355063, -0.309408, -0.999809, -0.00736181, 0.00976443, 0.0152322, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:58:52.200021] [0x0000007f8def99a0] [MocapTag] [0x000028bb] [2606] 1760399932199913, 5.6791, 0.0108902, -0.355219, -0.309266, -0.999803, -0.00724221, 0.00972252, 0.0157363, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:58:52.202729] [0x0000007f8def99a0] [MocapTag] [0x000028bb] [2608] 1760399932202623, 5.68181, 0.0108902, -0.355219, -0.309266, -0.999803, -0.00724221, 0.00972252, 0.0157363, -0.0245671, -0.0156905, 0.0141641, 0, 0, 0.10114, 
[2025-10-13 19:58:52.205269] [0x0000007f8def99a0] [MocapTag] [0x000028bb] [2609] 1760399932205161, 5.68435, 0.0108902, -0.355219, -0.309266, -0.999803, -0.00724221, 0.00972252, 0.0157363, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:58:52.207888] [0x0000007f8def99a0] [MocapTag] [0x000028bb] [2610] 1760399932207774, 5.68696, 0.0108222, -0.355296, -0.309235, -0.999799, -0.00722375, 0.00978133, 0.0159218, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:58:52.210793] [0x0000007f8def99a0] [MocapTag] [0x000028bb] [2611] 1760399932210681, 5.68987, 0.0108222, -0.355296, -0.309235, -0.999799, -0.00722375, 0.00978133, 0.0159218, -0.00680302, -0.00766907, 0.00312023, 0, 0, 0.0370745, 
[2025-10-13 19:58:52.213557] [0x0000007f8def99a0] [MocapTag] [0x000028bb] [2613] 1760399932213437, 5.69262, 0.0108222, -0.355296, -0.309235, -0.999799, -0.00722375, 0.00978133, 0.0159218, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:58:52.216451] [0x0000007f8def99a0] [MocapTag] [0x000028bb] [2614] 1760399932216336, 5.69552, 0.0108222, -0.355296, -0.309235, -0.999799, -0.00722375, 0.00978133, 0.0159218, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:58:52.219085] [0x0000007f8def99a0] [MocapTag] [0x000028bb] [2615] 1760399932218975, 5.69816, 0.0111349, -0.355055, -0.309368, -0.999808, -0.00734904, 0.00979905, 0.0153005, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:58:52.222042] [0x0000007f8def99a0] [MocapTag] [0x000028bb] [2616] 1760399932221890, 5.70107, 0.0111349, -0.355055, -0.309368, -0.999808, -0.00734904, 0.00979905, 0.0153005, 0.031271, 0.0241273, -0.013307, 0, 0, -0.124559, 
[2025-10-13 19:58:52.224688] [0x0000007f8def99a0] [MocapTag] [0x000028bb] [2618] 1760399932224579, 5.70376, 0.0111349, -0.355055, -0.309368, -0.999808, -0.00734904, 0.00979905, 0.0153005, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:58:52.228327] [0x0000007f8def99a0] [MocapTag] [0x000028bb] [2619] 1760399932228217, 5.7074, 0.0111349, -0.355055, -0.309368, -0.999808, -0.00734904, 0.00979905, 0.0153005, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:58:52.230512] [0x0000007f8def99a0] [MocapTag] [0x000028bb] [2620] 1760399932230397, 5.70958, 0.01119, -0.355039, -0.309423, -0.999808, -0.00739345, 0.00984492, 0.0152291, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:58:52.233400] [0x0000007f8def99a0] [MocapTag] [0x000028bb] [2622] 1760399932233290, 5.71247, 0.01119, -0.355039, -0.309423, -0.999808, -0.00739345, 0.00984492, 0.0152291, 0.00551467, 0, -0.00547536, 0, 0, 0, 
[2025-10-13 19:58:52.236387] [0x0000007f8def99a0] [MocapTag] [0x000028bb] [2623] 1760399932236275, 5.71546, 0.01119, -0.355039, -0.309423, -0.999808, -0.00739345, 0.00984492, 0.0152291, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:58:52.238544] [0x0000007f8def99a0] [MocapTag] [0x000028bb] [2624] 1760399932238435, 5.71762, 0.0109129, -0.355203, -0.309316, -0.999801, -0.00728345, 0.00976963, 0.0157872, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:58:52.241244] [0x0000007f8def99a0] [MocapTag] [0x000028bb] [2625] 1760399932241137, 5.72032, 0.0109129, -0.355203, -0.309316, -0.999801, -0.00728345, 0.00976963, 0.0157872, -0.0277124, -0.016379, 0.0107004, 0, 0, 0.111972, 
[2025-10-13 19:58:52.244431] [0x0000007f8def99a0] [MocapTag] [0x000028bb] [2627] 1760399932244321, 5.72351, 0.0109129, -0.355203, -0.309316, -0.999801, -0.00728345, 0.00976963, 0.0157872, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:58:52.247119] [0x0000007f8def99a0] [MocapTag] [0x000028bb] [2628] 1760399932247013, 5.7262, 0.0109129, -0.355203, -0.309316, -0.999801, -0.00728345, 0.00976963, 0.0157872, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:58:52.249738] [0x0000007f8def99a0] [MocapTag] [0x000028bb] [2629] 1760399932249632, 5.72882, 0.0109012, -0.355132, -0.309303, -0.999803, -0.0072423, 0.00975369, 0.0156971, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:58:52.252637] [0x0000007f8def99a0] [MocapTag] [0x000028bb] [2631] 1760399932252581, 5.73177, 0.0109012, -0.355132, -0.309303, -0.999803, -0.0072423, 0.00975369, 0.0156971, 0, 0.00701147, 0, 0, 0, 0, 
[2025-10-13 19:58:52.255371] [0x0000007f8def99a0] [MocapTag] [0x000028bb] [2632] 1760399932255222, 5.73441, 0.0109012, -0.355132, -0.309303, -0.999803, -0.0072423, 0.00975369, 0.0156971, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:58:52.257941] [0x0000007f8def99a0] [MocapTag] [0x000028bb] [2633] 1760399932257829, 5.73701, 0.0111045, -0.355008, -0.309418, -0.999807, -0.00740255, 0.00977037, 0.0153313, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:58:52.260651] [0x0000007f8def99a0] [MocapTag] [0x000028bb] [2634] 1760399932260541, 5.73972, 0.0111045, -0.355008, -0.309418, -0.999807, -0.00740255, 0.00977037, 0.0153313, 0.0203288, 0.0124039, -0.0115165, 0, 0, -0.0735153, 
[2025-10-13 19:58:52.263263] [0x0000007f8def99a0] [MocapTag] [0x000028bb] [2636] 1760399932263145, 5.74233, 0.0111045, -0.355008, -0.309418, -0.999807, -0.00740255, 0.00977037, 0.0153313, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:58:52.266188] [0x0000007f8def99a0] [MocapTag] [0x000028bb] [2637] 1760399932266080, 5.74526, 0.0111045, -0.355008, -0.309418, -0.999807, -0.00740255, 0.00977037, 0.0153313, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:58:52.268614] [0x0000007f8def99a0] [MocapTag] [0x000028bb] [2638] 1760399932268507, 5.74769, 0.0111325, -0.354983, -0.309448, -0.999809, -0.00738221, 0.00980184, 0.0151971, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:58:52.271416] [0x0000007f8def99a0] [MocapTag] [0x000028bb] [2639] 1760399932271300, 5.75048, 0.0111325, -0.354983, -0.309448, -0.999809, -0.00738221, 0.00980184, 0.0151971, 0.00279874, 0.00257016, -0.00297875, 0, 0, 0, 
[2025-10-13 19:58:52.274072] [0x0000007f8def99a0] [MocapTag] [0x000028bb] [2641] 1760399932273960, 5.75314, 0.0111325, -0.354983, -0.309448, -0.999809, -0.00738221, 0.00980184, 0.0151971, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:58:52.276754] [0x0000007f8def99a0] [MocapTag] [0x000028bb] [2642] 1760399932276645, 5.75583, 0.0111325, -0.354983, -0.309448, -0.999809, -0.00738221, 0.00980184, 0.0151971, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:58:52.279435] [0x0000007f8def99a0] [MocapTag] [0x000028bb] [2643] 1760399932279323, 5.75851, 0.0108468, -0.355149, -0.309311, -0.999802, -0.00727703, 0.0097345, 0.0157625, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:58:52.282192] [0x0000007f8def99a0] [MocapTag] [0x000028bb] [2644] 1760399932282099, 5.76128, 0.0108468, -0.355149, -0.309311, -0.999802, -0.00727703, 0.0097345, 0.0157625, -0.0285741, -0.0166245, 0.0136696, 0, 0, 0.113401, 
[2025-10-13 19:58:52.285178] [0x0000007f8def99a0] [MocapTag] [0x000028bb] [2646] 1760399932285068, 5.76425, 0.0108468, -0.355149, -0.309311, -0.999802, -0.00727703, 0.0097345, 0.0157625, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:58:52.287366] [0x0000007f8def99a0] [MocapTag] [0x000028bb] [2647] 1760399932287258, 5.76644, 0.0108468, -0.355149, -0.309311, -0.999802, -0.00727703, 0.0097345, 0.0157625, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:58:52.290115] [0x0000007f8def99a0] [MocapTag] [0x000028bb] [2648] 1760399932290007, 5.76919, 0.0109623, -0.355073, -0.309338, -0.999805, -0.00725703, 0.00971752, 0.0155588, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:58:52.292836] [0x0000007f8def99a0] [MocapTag] [0x000028bb] [2650] 1760399932292731, 5.77191, 0.0109623, -0.355073, -0.309338, -0.999805, -0.00725703, 0.00971752, 0.0155588, 0.0115548, 0.00758228, -0.00261267, 0, 0, -0.04068, 
[2025-10-13 19:58:52.295584] [0x0000007f8def99a0] [MocapTag] [0x000028bb] [2651] 1760399932295473, 5.77466, 0.0109623, -0.355073, -0.309338, -0.999805, -0.00725703, 0.00971752, 0.0155588, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:58:52.298136] [0x0000007f8def99a0] [MocapTag] [0x000028bb] [2652] 1760399932298024, 5.77721, 0.011156, -0.355034, -0.309432, -0.999808, -0.00739526, 0.00981597, 0.0152683, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:58:52.300923] [0x0000007f8def99a0] [MocapTag] [0x000028bb] [2653] 1760399932300813, 5.78, 0.011156, -0.355034, -0.309432, -0.999808, -0.00739526, 0.00981597, 0.0152683, 0.0193696, 0.00392218, -0.00943047, 0, 0, -0.0585174, 
[2025-10-13 19:58:52.303808] [0x0000007f8def99a0] [MocapTag] [0x000028bb] [2655] 1760399932303698, 5.78288, 0.011156, -0.355034, -0.309432, -0.999808, -0.00739526, 0.00981597, 0.0152683, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:58:52.306182] [0x0000007f8def99a0] [MocapTag] [0x000028bb] [2656] 1760399932306067, 5.78525, 0.011156, -0.355034, -0.309432, -0.999808, -0.00739526, 0.00981597, 0.0152683, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:58:52.308815] [0x0000007f8def99a0] [MocapTag] [0x000028bb] [2657] 1760399932308706, 5.78789, 0.0111926, -0.355012, -0.309445, -0.999809, -0.00742742, 0.00983143, 0.0151722, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:58:52.311515] [0x0000007f8def99a0] [MocapTag] [0x000028bb] [2658] 1760399932311396, 5.79058, 0.0111926, -0.355012, -0.309445, -0.999809, -0.00742742, 0.00983143, 0.0151722, 0.00366124, 0.00218438, 0, 0, 0, 0, 
[2025-10-13 19:58:52.314488] [0x0000007f8def99a0] [MocapTag] [0x000028bb] [2660] 1760399932314379, 5.79356, 0.0111926, -0.355012, -0.309445, -0.999809, -0.00742742, 0.00983143, 0.0151722, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:58:52.316979] [0x0000007f8def99a0] [MocapTag] [0x000028bb] [2661] 1760399932316866, 5.79605, 0.0111926, -0.355012, -0.309445, -0.999809, -0.00742742, 0.00983143, 0.0151722, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:58:52.319538] [0x0000007f8def99a0] [MocapTag] [0x000028bb] [2662] 1760399932319421, 5.79861, 0.0109015, -0.355241, -0.309321, -0.9998, -0.00730012, 0.00981203, 0.015815, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:58:52.322317] [0x0000007f8def99a0] [MocapTag] [0x000028bb] [2663] 1760399932322227, 5.80141, 0.0109015, -0.355241, -0.309321, -0.9998, -0.00730012, 0.00981203, 0.015815, -0.0291113, -0.0228811, 0.0123858, 0, 0, 0.128858, 
[2025-10-13 19:58:52.324924] [0x0000007f8def99a0] [MocapTag] [0x000028bb] [2665] 1760399932324815, 5.804, 0.0109015, -0.355241, -0.309321, -0.9998, -0.00730012, 0.00981203, 0.015815, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:58:52.327818] [0x0000007f8def99a0] [MocapTag] [0x000028bb] [2666] 1760399932327704, 5.80689, 0.0110357, -0.355121, -0.309386, -0.999805, -0.00727957, 0.00980806, 0.0154972, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:58:52.331788] [0x0000007f8def99a0] [MocapTag] [0x000028bb] [2667] 1760399932331675, 5.81086, 0.0110357, -0.355121, -0.309386, -0.999805, -0.00727957, 0.00980806, 0.0154972, 0.0134215, 0.011958, -0.00652553, 0, 0, -0.0635253, 
[2025-10-13 19:58:52.333326] [0x0000007f8def99a0] [MocapTag] [0x000028bb] [2669] 1760399932333208, 5.81239, 0.0110357, -0.355121, -0.309386, -0.999805, -0.00727957, 0.00980806, 0.0154972, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:58:52.335792] [0x0000007f8def99a0] [MocapTag] [0x000028bb] [2670] 1760399932335680, 5.81486, 0.0110357, -0.355121, -0.309386, -0.999805, -0.00727957, 0.00980806, 0.0154972, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:58:52.338753] [0x0000007f8def99a0] [MocapTag] [0x000028bb] [2671] 1760399932338618, 5.8178, 0.011127, -0.355092, -0.309451, -0.999807, -0.00734536, 0.00985605, 0.0153081, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:58:52.341186] [0x0000007f8def99a0] [MocapTag] [0x000028bb] [2672] 1760399932341076, 5.82026, 0.011127, -0.355092, -0.309451, -0.999807, -0.00734536, 0.00985605, 0.0153081, 0.00912431, 0.0029564, -0.00654132, 0, 0, -0.03803, 
[2025-10-13 19:58:52.343795] [0x0000007f8def99a0] [MocapTag] [0x000028bb] [2674] 1760399932343683, 5.82287, 0.011127, -0.355092, -0.309451, -0.999807, -0.00734536, 0.00985605, 0.0153081, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:58:52.346492] [0x0000007f8def99a0] [MocapTag] [0x000028bb] [2675] 1760399932346388, 5.82557, 0.011127, -0.355092, -0.309451, -0.999807, -0.00734536, 0.00985605, 0.0153081, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:58:52.349069] [0x0000007f8def99a0] [MocapTag] [0x000028bb] [2676] 1760399932348961, 5.82815, 0.0111464, -0.355037, -0.309468, -0.99981, -0.00729653, 0.00978885, 0.0152167, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:58:52.352243] [0x0000007f8def99a0] [MocapTag] [0x000028bb] [2678] 1760399932352188, 5.83137, 0.0111464, -0.355037, -0.309468, -0.99981, -0.00729653, 0.00978885, 0.0152167, 0, 0.00544459, 0, 0, 0, 0, 
[2025-10-13 19:58:52.355470] [0x0000007f8def99a0] [MocapTag] [0x000028bb] [2679] 1760399932355358, 5.83454, 0.0111464, -0.355037, -0.309468, -0.99981, -0.00729653, 0.00978885, 0.0152167, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:58:52.358235] [0x0000007f8def99a0] [MocapTag] [0x000028bb] [2680] 1760399932358129, 5.83731, 0.0108242, -0.355248, -0.30933, -0.999802, -0.00720033, 0.00972785, 0.0157759, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:58:52.360745] [0x0000007f8def99a0] [MocapTag] [0x000028bb] [2681] 1760399932360634, 5.83982, 0.0108242, -0.355248, -0.30933, -0.999802, -0.00720033, 0.00972785, 0.0157759, -0.0322234, -0.021097, 0.0137726, 0, 0, 0.112134, 
[2025-10-13 19:58:52.363369] [0x0000007f8def99a0] [MocapTag] [0x000028bb] [2683] 1760399932363251, 5.84244, 0.0108242, -0.355248, -0.30933, -0.999802, -0.00720033, 0.00972785, 0.0157759, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:58:52.366036] [0x0000007f8def99a0] [MocapTag] [0x000028bb] [2684] 1760399932365927, 5.84511, 0.0108242, -0.355248, -0.30933, -0.999802, -0.00720033, 0.00972785, 0.0157759, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:58:52.368712] [0x0000007f8def99a0] [MocapTag] [0x000028bb] [2685] 1760399932368572, 5.84776, 0.0109777, -0.355084, -0.309392, -0.999809, -0.00724309, 0.00964754, 0.0153798, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:58:52.372041] [0x0000007f8def99a0] [MocapTag] [0x000028bb] [2686] 1760399932371924, 5.85111, 0.0109777, -0.355084, -0.309392, -0.999809, -0.00724309, 0.00964754, 0.0153798, 0.0153523, 0.0163985, -0.00622382, 0, 0, -0.079211, 
[2025-10-13 19:58:52.375831] [0x0000007f8def99a0] [MocapTag] [0x000028bb] [2688] 1760399932375718, 5.8549, 0.0109777, -0.355084, -0.309392, -0.999809, -0.00724309, 0.00964754, 0.0153798, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:58:52.377255] [0x0000007f8def99a0] [MocapTag] [0x000028bb] [2689] 1760399932377148, 5.85633, 0.0109777, -0.355084, -0.309392, -0.999809, -0.00724309, 0.00964754, 0.0153798, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:58:52.379876] [0x0000007f8def99a0] [MocapTag] [0x000028bb] [2690] 1760399932379771, 5.85895, 0.0110962, -0.355065, -0.309441, -0.99981, -0.00735893, 0.00969537, 0.0152288, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:58:52.382653] [0x0000007f8def99a0] [MocapTag] [0x000028bb] [2692] 1760399932382567, 5.86175, 0.0110962, -0.355065, -0.309441, -0.99981, -0.00735893, 0.00969537, 0.0152288, 0.0118489, 0, -0.00485032, 0, 0, 0, 
[2025-10-13 19:58:52.385195] [0x0000007f8def99a0] [MocapTag] [0x000028bb] [2693] 1760399932385086, 5.86427, 0.0110962, -0.355065, -0.309441, -0.99981, -0.00735893, 0.00969537, 0.0152288, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:58:52.388128] [0x0000007f8def99a0] [MocapTag] [0x000028bb] [2694] 1760399932388016, 5.8672, 0.0108391, -0.355233, -0.309297, -0.999803, -0.00722979, 0.00968417, 0.0157382, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:58:52.390920] [0x0000007f8def99a0] [MocapTag] [0x000028bb] [2695] 1760399932390808, 5.86999, 0.0108391, -0.355233, -0.309297, -0.999803, -0.00722979, 0.00968417, 0.0157382, -0.0257044, -0.0167883, 0.014329, 0, 0, 0.102169, 
[2025-10-13 19:58:52.393613] [0x0000007f8def99a0] [MocapTag] [0x000028bb] [2697] 1760399932393500, 5.87268, 0.0108391, -0.355233, -0.309297, -0.999803, -0.00722979, 0.00968417, 0.0157382, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:58:52.396293] [0x0000007f8def99a0] [MocapTag] [0x000028bb] [2698] 1760399932396185, 5.87537, 0.0108391, -0.355233, -0.309297, -0.999803, -0.00722979, 0.00968417, 0.0157382, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:58:52.398785] [0x0000007f8def99a0] [MocapTag] [0x000028bb] [2699] 1760399932398634, 5.87782, 0.0107154, -0.355458, -0.309288, -0.999794, -0.00731683, 0.0097702, 0.0162297, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:58:52.401505] [0x0000007f8def99a0] [MocapTag] [0x000028bb] [2700] 1760399932401390, 5.88057, 0.0107154, -0.355458, -0.309288, -0.999794, -0.00731683, 0.0097702, 0.0162297, -0.0123735, -0.0225699, 0, 0, 0, 0.0980347, 
[2025-10-13 19:58:52.404074] [0x0000007f8def99a0] [MocapTag] [0x000028bb] [2702] 1760399932403956, 5.88314, 0.0107154, -0.355458, -0.309288, -0.999794, -0.00731683, 0.0097702, 0.0162297, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:58:52.406928] [0x0000007f8def99a0] [MocapTag] [0x000028bb] [2703] 1760399932406819, 5.886, 0.0107154, -0.355458, -0.309288, -0.999794, -0.00731683, 0.0097702, 0.0162297, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:58:52.409525] [0x0000007f8def99a0] [MocapTag] [0x000028bb] [2704] 1760399932409410, 5.88859, 0.0110219, -0.355079, -0.309386, -0.999807, -0.00730459, 0.00970526, 0.0154128, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:58:52.412319] [0x0000007f8def99a0] [MocapTag] [0x000028bb] [2705] 1760399932412227, 5.89141, 0.0110219, -0.355079, -0.309386, -0.999807, -0.00730459, 0.00970526, 0.0154128, 0.030654, 0.0379199, -0.0097402, 0, 0, -0.163291, 
[2025-10-13 19:58:52.414831] [0x0000007f8def99a0] [MocapTag] [0x000028bb] [2707] 1760399932414722, 5.89391, 0.0110219, -0.355079, -0.309386, -0.999807, -0.00730459, 0.00970526, 0.0154128, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:58:52.417425] [0x0000007f8def99a0] [MocapTag] [0x000028bb] [2708] 1760399932417305, 5.89649, 0.0111047, -0.35506, -0.309443, -0.999808, -0.00738435, 0.0097115, 0.0153016, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:58:52.420673] [0x0000007f8def99a0] [MocapTag] [0x000028bb] [2709] 1760399932420561, 5.89975, 0.0111047, -0.35506, -0.309443, -0.999808, -0.00738435, 0.0097115, 0.0153016, 0.00827993, 0, -0.00573711, 0, 0, 0, 
[2025-10-13 19:58:52.423331] [0x0000007f8def99a0] [MocapTag] [0x000028bb] [2711] 1760399932423213, 5.9024, 0.0111047, -0.35506, -0.309443, -0.999808, -0.00738435, 0.0097115, 0.0153016, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:58:52.426062] [0x0000007f8def99a0] [MocapTag] [0x000028bb] [2712] 1760399932425952, 5.90514, 0.0111047, -0.35506, -0.309443, -0.999808, -0.00738435, 0.0097115, 0.0153016, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:58:52.428618] [0x0000007f8def99a0] [MocapTag] [0x000028bb] [2713] 1760399932428513, 5.9077, 0.0108282, -0.355233, -0.30933, -0.999803, -0.00722425, 0.00964205, 0.0157881, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:58:52.431564] [0x0000007f8def99a0] [MocapTag] [0x000028bb] [2714] 1760399932431476, 5.91066, 0.0108282, -0.355233, -0.30933, -0.999803, -0.00722425, 0.00964205, 0.0157881, -0.0276567, -0.0172955, 0.0113302, 0, 0, 0.09773, 
[2025-10-13 19:58:52.434178] [0x0000007f8def99a0] [MocapTag] [0x000028bb] [2716] 1760399932434067, 5.91325, 0.0108282, -0.355233, -0.30933, -0.999803, -0.00722425, 0.00964205, 0.0157881, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:58:52.437935] [0x0000007f8def99a0] [MocapTag] [0x000028bb] [2717] 1760399932437826, 5.91701, 0.0108282, -0.355233, -0.30933, -0.999803, -0.00722425, 0.00964205, 0.0157881, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:58:52.439598] [0x0000007f8def99a0] [MocapTag] [0x000028bb] [2718] 1760399932439487, 5.91867, 0.0107435, -0.355335, -0.309324, -0.9998, -0.0072779, 0.00960638, 0.0159869, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:58:52.442453] [0x0000007f8def99a0] [MocapTag] [0x000028bb] [2720] 1760399932442384, 5.92157, 0.0107435, -0.355335, -0.309324, -0.9998, -0.0072779, 0.00960638, 0.0159869, -0.00846358, -0.0102186, 0, 0, 0, 0.0397116, 
[2025-10-13 19:58:52.445056] [0x0000007f8def99a0] [MocapTag] [0x000028bb] [2721] 1760399932444944, 5.92413, 0.0107435, -0.355335, -0.309324, -0.9998, -0.0072779, 0.00960638, 0.0159869, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:58:52.447779] [0x0000007f8def99a0] [MocapTag] [0x000028bb] [2722] 1760399932447670, 5.92685, 0.0110073, -0.355081, -0.309415, -0.99981, -0.00726651, 0.00959137, 0.0153042, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:58:52.451038] [0x0000007f8def99a0] [MocapTag] [0x000028bb] [2723] 1760399932450922, 5.93011, 0.0110073, -0.355081, -0.309415, -0.99981, -0.00726651, 0.00959137, 0.0153042, 0.0263722, 0.0254018, -0.00909603, 0, 0, -0.136529, 
[2025-10-13 19:58:52.454306] [0x0000007f8def99a0] [MocapTag] [0x000028bb] [2725] 1760399932454197, 5.93338, 0.0110073, -0.355081, -0.309415, -0.99981, -0.00726651, 0.00959137, 0.0153042, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:58:52.457147] [0x0000007f8def99a0] [MocapTag] [0x000028bb] [2726] 1760399932457027, 5.93621, 0.0110073, -0.355081, -0.309415, -0.99981, -0.00726651, 0.00959137, 0.0153042, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:58:52.459819] [0x0000007f8def99a0] [MocapTag] [0x000028bb] [2727] 1760399932459709, 5.93889, 0.0110584, -0.355067, -0.309452, -0.999811, -0.00734785, 0.00960729, 0.0152351, 0, 0, 0, 0, 0, 0, 
