[2025-10-13 19:58:46.575214] [0x0000007f9e79e7c0] [MocapTag] [0x000028bb] [2] Mocap timestamp, Mocap time [s], Mocap position x [m], Mocap position y [m], Mocap position z [m], Mocap Quaternion q0 [-], Mocap Quaternion q1 [-], Mocap Quaternion q2 [-], Mocap Quaternion q3 [-], Mocap Velocity x [m/s], Mocap Velocity y [m/s], Mocap Velocity z [m/s], Mocap Angular velocity x [rad/s], Mocap Angular velocity y [rad/s], Mocap Angular velocity z [rad/s], 
[2025-10-13 19:58:46.578498] [0x0000007f8def99a0] [MocapTag] [0x000028bb] [3] 1760399926578318, 0.057502, 0.0108179, -0.3554, -0.309526, -0.999817, -0.00539691, 0.0119217, 0.0139657, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:58:46.581087] [0x0000007f8def99a0] [MocapTag] [0x000028bb] [5] 1760399926580968, 0.060152, 0.0108179, -0.3554, -0.309526, -0.999817, -0.00539691, 0.0119217, 0.0139657, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:58:46.583464] [0x0000007f8def99a0] [MocapTag] [0x000028bb] [7] 1760399926583351, 0.062535, 0.0108179, -0.3554, -0.309526, -0.999817, -0.00539691, 0.0119217, 0.0139657, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:58:46.586219] [0x0000007f8def99a0] [MocapTag] [0x000028bb] [8] 1760399926586109, 0.065293, 0.0108179, -0.3554, -0.309526, -0.999817, -0.00539691, 0.0119217, 0.0139657, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:58:46.588791] [0x0000007f8def99a0] [MocapTag] [0x000028bb] [9] 1760399926588683, 0.067867, 0.0108157, -0.355386, -0.30952, -0.999816, -0.00544542, 0.0119396, 0.0139777, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:58:46.591690] [0x0000007f8def99a0] [MocapTag] [0x000028bb] [10] 1760399926591602, 0.070786, 0.0108157, -0.355386, -0.30952, -0.999816, -0.00544542, 0.0119396, 0.0139777, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:58:46.594827] [0x0000007f8def99a0] [MocapTag] [0x000028bb] [12] 1760399926594711, 0.073895, 0.0108157, -0.355386, -0.30952, -0.999816, -0.00544542, 0.0119396, 0.0139777, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:58:46.597432] [0x0000007f8def99a0] [MocapTag] [0x000028bb] [13] 1760399926597316, 0.0765, 0.0108157, -0.355386, -0.30952, -0.999816, -0.00544542, 0.0119396, 0.0139777, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:58:46.599917] [0x0000007f8def99a0] [MocapTag] [0x000028bb] [14] 1760399926599808, 0.078992, 0.0108069, -0.355381, -0.30952, -0.999817, -0.00542071, 0.0119219, 0.0139621, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:58:46.603081] [0x0000007f8def99a0] [MocapTag] [0x000028bb] [16] 1760399926602966, 0.08215, 0.0108069, -0.355381, -0.30952, -0.999817, -0.00542071, 0.0119219, 0.0139621, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:58:46.605784] [0x0000007f8def99a0] [MocapTag] [0x000028bb] [17] 1760399926605673, 0.084857, 0.0108069, -0.355381, -0.30952, -0.999817, -0.00542071, 0.0119219, 0.0139621, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:58:46.608387] [0x0000007f8def99a0] [MocapTag] [0x000028bb] [18] 1760399926608274, 0.087458, 0.0108236, -0.355384, -0.309522, -0.999816, -0.00543416, 0.0119278, 0.013979, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:58:46.612159] [0x0000007f8def99a0] [MocapTag] [0x000028bb] [20] 1760399926612080, 0.091264, 0.0108236, -0.355384, -0.309522, -0.999816, -0.00543416, 0.0119278, 0.013979, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:58:46.613729] [0x0000007f8def99a0] [MocapTag] [0x000028bb] [21] 1760399926613618, 0.092802, 0.0108236, -0.355384, -0.309522, -0.999816, -0.00543416, 0.0119278, 0.013979, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:58:46.616971] [0x0000007f8def99a0] [MocapTag] [0x000028bb] [22] 1760399926616861, 0.096045, 0.0108236, -0.355384, -0.309522, -0.999816, -0.00543416, 0.0119278, 0.013979, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:58:46.619106] [0x0000007f8def99a0] [MocapTag] [0x000028bb] [23] 1760399926618999, 0.098183, 0.0108144, -0.355383, -0.30952, -0.999816, -0.00543359, 0.0119439, 0.0139638, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:58:46.621917] [0x0000007f8def99a0] [MocapTag] [0x000028bb] [25] 1760399926621860, 0.101044, 0.0108144, -0.355383, -0.30952, -0.999816, -0.00543359, 0.0119439, 0.0139638, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:58:46.624787] [0x0000007f8def99a0] [MocapTag] [0x000028bb] [26] 1760399926624637, 0.103821, 0.0108144, -0.355383, -0.30952, -0.999816, -0.00543359, 0.0119439, 0.0139638, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:58:46.627442] [0x0000007f8def99a0] [MocapTag] [0x000028bb] [27] 1760399926627336, 0.10652, 0.0108144, -0.355383, -0.30952, -0.999816, -0.00543359, 0.0119439, 0.0139638, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:58:46.630113] [0x0000007f8def99a0] [MocapTag] [0x000028bb] [28] 1760399926630003, 0.109187, 0.0108186, -0.355386, -0.30952, -0.999816, -0.00544477, 0.0119304, 0.013972, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:58:46.632834] [0x0000007f8def99a0] [MocapTag] [0x000028bb] [30] 1760399926632716, 0.1119, 0.0108186, -0.355386, -0.30952, -0.999816, -0.00544477, 0.0119304, 0.013972, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:58:46.635587] [0x0000007f8def99a0] [MocapTag] [0x000028bb] [31] 1760399926635476, 0.11466, 0.0108186, -0.355386, -0.30952, -0.999816, -0.00544477, 0.0119304, 0.013972, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:58:46.638287] [0x0000007f8def99a0] [MocapTag] [0x000028bb] [32] 1760399926638179, 0.117363, 0.0108189, -0.355381, -0.30953, -0.999817, -0.00543113, 0.0119668, 0.0139349, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:58:46.641400] [0x0000007f8def99a0] [MocapTag] [0x000028bb] [33] 1760399926641317, 0.120501, 0.0108189, -0.355381, -0.30953, -0.999817, -0.00543113, 0.0119668, 0.0139349, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:58:46.644068] [0x0000007f8def99a0] [MocapTag] [0x000028bb] [35] 1760399926643957, 0.123141, 0.0108189, -0.355381, -0.30953, -0.999817, -0.00543113, 0.0119668, 0.0139349, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:58:46.647453] [0x0000007f8def99a0] [MocapTag] [0x000028bb] [36] 1760399926647344, 0.126528, 0.0108189, -0.355381, -0.30953, -0.999817, -0.00543113, 0.0119668, 0.0139349, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:58:46.649801] [0x0000007f8def99a0] [MocapTag] [0x000028bb] [37] 1760399926649689, 0.128873, 0.0108117, -0.355371, -0.309534, -0.999817, -0.0054501, 0.0119387, 0.0139535, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:58:46.652776] [0x0000007f8def99a0] [MocapTag] [0x000028bb] [39] 1760399926652664, 0.131848, 0.0108117, -0.355371, -0.309534, -0.999817, -0.0054501, 0.0119387, 0.0139535, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:58:46.655978] [0x0000007f8def99a0] [MocapTag] [0x000028bb] [40] 1760399926655866, 0.13505, 0.0108117, -0.355371, -0.309534, -0.999817, -0.0054501, 0.0119387, 0.0139535, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:58:46.658589] [0x0000007f8def99a0] [MocapTag] [0x000028bb] [41] 1760399926658479, 0.137663, 0.0108045, -0.355369, -0.309543, -0.999816, -0.00545116, 0.0119366, 0.0139645, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:58:46.661320] [0x0000007f8def99a0] [MocapTag] [0x000028bb] [42] 1760399926661207, 0.140391, 0.0108045, -0.355369, -0.309543, -0.999816, -0.00545116, 0.0119366, 0.0139645, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:58:46.664128] [0x0000007f8def99a0] [MocapTag] [0x000028bb] [44] 1760399926664016, 0.1432, 0.0108045, -0.355369, -0.309543, -0.999816, -0.00545116, 0.0119366, 0.0139645, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:58:46.666751] [0x0000007f8def99a0] [MocapTag] [0x000028bb] [45] 1760399926666638, 0.145822, 0.0108045, -0.355369, -0.309543, -0.999816, -0.00545116, 0.0119366, 0.0139645, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:58:46.669322] [0x0000007f8def99a0] [MocapTag] [0x000028bb] [46] 1760399926669213, 0.148397, 0.0108073, -0.355372, -0.309541, -0.999816, -0.00545443, 0.0119678, 0.0139402, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:58:46.672365] [0x0000007f8def99a0] [MocapTag] [0x000028bb] [48] 1760399926672180, 0.151364, 0.0108073, -0.355372, -0.309541, -0.999816, -0.00545443, 0.0119678, 0.0139402, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:58:46.675147] [0x0000007f8def99a0] [MocapTag] [0x000028bb] [49] 1760399926675034, 0.154218, 0.0108073, -0.355372, -0.309541, -0.999816, -0.00545443, 0.0119678, 0.0139402, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:58:46.677999] [0x0000007f8def99a0] [MocapTag] [0x000028bb] [50] 1760399926677883, 0.157067, 0.0108073, -0.355372, -0.309541, -0.999816, -0.00545443, 0.0119678, 0.0139402, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:58:46.679985] [0x0000007f8def99a0] [MocapTag] [0x000028bb] [51] 1760399926679872, 0.159056, 0.0108093, -0.35538, -0.309541, -0.999816, -0.00543935, 0.0119577, 0.01396, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:58:46.682857] [0x0000007f8def99a0] [MocapTag] [0x000028bb] [53] 1760399926682741, 0.161925, 0.0108093, -0.35538, -0.309541, -0.999816, -0.00543935, 0.0119577, 0.01396, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:58:46.685514] [0x0000007f8def99a0] [MocapTag] [0x000028bb] [54] 1760399926685399, 0.164583, 0.0108093, -0.35538, -0.309541, -0.999816, -0.00543935, 0.0119577, 0.01396, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:58:46.688030] [0x0000007f8def99a0] [MocapTag] [0x000028bb] [55] 1760399926687922, 0.167106, 0.0108174, -0.355383, -0.309537, -0.999816, -0.0054356, 0.0119595, 0.0139678, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:58:46.690896] [0x0000007f8def99a0] [MocapTag] [0x000028bb] [56] 1760399926690792, 0.169976, 0.0108174, -0.355383, -0.309537, -0.999816, -0.0054356, 0.0119595, 0.0139678, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:58:46.693736] [0x0000007f8def99a0] [MocapTag] [0x000028bb] [58] 1760399926693620, 0.172804, 0.0108174, -0.355383, -0.309537, -0.999816, -0.0054356, 0.0119595, 0.0139678, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:58:46.696477] [0x0000007f8def99a0] [MocapTag] [0x000028bb] [59] 1760399926696365, 0.175549, 0.0108174, -0.355383, -0.309537, -0.999816, -0.0054356, 0.0119595, 0.0139678, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:58:46.699000] [0x0000007f8def99a0] [MocapTag] [0x000028bb] [60] 1760399926698891, 0.178075, 0.0108176, -0.35538, -0.309518, -0.999816, -0.00544217, 0.0119491, 0.0139654, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:58:46.701704] [0x0000007f8def99a0] [MocapTag] [0x000028bb] [61] 1760399926701614, 0.180798, 0.0108176, -0.35538, -0.309518, -0.999816, -0.00544217, 0.0119491, 0.0139654, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:58:46.704347] [0x0000007f8def99a0] [MocapTag] [0x000028bb] [63] 1760399926704234, 0.183418, 0.0108176, -0.35538, -0.309518, -0.999816, -0.00544217, 0.0119491, 0.0139654, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:58:46.706956] [0x0000007f8def99a0] [MocapTag] [0x000028bb] [64] 1760399926706846, 0.18603, 0.0108176, -0.35538, -0.309518, -0.999816, -0.00544217, 0.0119491, 0.0139654, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:58:46.709654] [0x0000007f8def99a0] [MocapTag] [0x000028bb] [65] 1760399926709530, 0.188714, 0.0108166, -0.355382, -0.309528, -0.999817, -0.00542855, 0.0119307, 0.0139687, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:58:46.712699] [0x0000007f8def99a0] [MocapTag] [0x000028bb] [67] 1760399926712606, 0.19179, 0.0108166, -0.355382, -0.309528, -0.999817, -0.00542855, 0.0119307, 0.0139687, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:58:46.715076] [0x0000007f8def99a0] [MocapTag] [0x000028bb] [68] 1760399926714959, 0.194143, 0.0108166, -0.355382, -0.309528, -0.999817, -0.00542855, 0.0119307, 0.0139687, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:58:46.717659] [0x0000007f8def99a0] [MocapTag] [0x000028bb] [69] 1760399926717538, 0.196722, 0.0108343, -0.355382, -0.309513, -0.999816, -0.00543971, 0.0119619, 0.0139582, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:58:46.720571] [0x0000007f8def99a0] [MocapTag] [0x000028bb] [70] 1760399926720454, 0.199638, 0.0108343, -0.355382, -0.309513, -0.999816, -0.00543971, 0.0119619, 0.0139582, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:58:46.723182] [0x0000007f8def99a0] [MocapTag] [0x000028bb] [72] 1760399926723064, 0.202248, 0.0108343, -0.355382, -0.309513, -0.999816, -0.00543971, 0.0119619, 0.0139582, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:58:46.725909] [0x0000007f8def99a0] [MocapTag] [0x000028bb] [73] 1760399926725790, 0.204974, 0.0108343, -0.355382, -0.309513, -0.999816, -0.00543971, 0.0119619, 0.0139582, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:58:46.728773] [0x0000007f8def99a0] [MocapTag] [0x000028bb] [74] 1760399926728605, 0.207789, 0.0108766, -0.355385, -0.309569, -0.999816, -0.00551607, 0.012013, 0.0139025, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:58:46.731475] [0x0000007f8def99a0] [MocapTag] [0x000028bb] [75] 1760399926731357, 0.210541, 0.0108766, -0.355385, -0.309569, -0.999816, -0.00551607, 0.012013, 0.0139025, 0.00422326, 0, -0.0055994, 0, 0, 0, 
[2025-10-13 19:58:46.733915] [0x0000007f8def99a0] [MocapTag] [0x000028bb] [77] 1760399926733803, 0.212987, 0.0108766, -0.355385, -0.309569, -0.999816, -0.00551607, 0.012013, 0.0139025, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:58:46.736813] [0x0000007f8def99a0] [MocapTag] [0x000028bb] [78] 1760399926736694, 0.215878, 0.0108766, -0.355385, -0.309569, -0.999816, -0.00551607, 0.012013, 0.0139025, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:58:46.739724] [0x0000007f8def99a0] [MocapTag] [0x000028bb] [79] 1760399926739599, 0.218783, 0.0108795, -0.355393, -0.309569, -0.999815, -0.00551527, 0.0120395, 0.0139425, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:58:46.742171] [0x0000007f8def99a0] [MocapTag] [0x000028bb] [80] 1760399926742080, 0.221264, 0.0108795, -0.355393, -0.309569, -0.999815, -0.00551527, 0.0120395, 0.0139425, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:58:46.744786] [0x0000007f8def99a0] [MocapTag] [0x000028bb] [82] 1760399926744669, 0.223853, 0.0108795, -0.355393, -0.309569, -0.999815, -0.00551527, 0.0120395, 0.0139425, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:58:46.747594] [0x0000007f8def99a0] [MocapTag] [0x000028bb] [83] 1760399926747477, 0.226661, 0.0108795, -0.355393, -0.309569, -0.999815, -0.00551527, 0.0120395, 0.0139425, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:58:46.751427] [0x0000007f8def99a0] [MocapTag] [0x000028bb] [84] 1760399926751303, 0.230487, 0.0111556, -0.355224, -0.309709, -0.999821, -0.00560844, 0.0121301, 0.0133885, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:58:46.754155] [0x0000007f8def99a0] [MocapTag] [0x000028bb] [86] 1760399926754037, 0.233221, 0.0111556, -0.355224, -0.309709, -0.999821, -0.00560844, 0.0121301, 0.0133885, 0.027612, 0.0169001, -0.0140283, 0, 0, -0.111149, 
[2025-10-13 19:58:46.756979] [0x0000007f8def99a0] [MocapTag] [0x000028bb] [87] 1760399926756861, 0.236045, 0.0111556, -0.355224, -0.309709, -0.999821, -0.00560844, 0.0121301, 0.0133885, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:58:46.759396] [0x0000007f8def99a0] [MocapTag] [0x000028bb] [88] 1760399926759278, 0.238462, 0.0111256, -0.355231, -0.309684, -0.999821, -0.00558333, 0.0121282, 0.0134237, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:58:46.762357] [0x0000007f8def99a0] [MocapTag] [0x000028bb] [90] 1760399926762258, 0.241442, 0.0111256, -0.355231, -0.309684, -0.999821, -0.00558333, 0.0121282, 0.0134237, -0.00300278, 0, 0.00257146, 0, 0, 0, 
[2025-10-13 19:58:46.765910] [0x0000007f8def99a0] [MocapTag] [0x000028bb] [91] 1760399926765791, 0.244975, 0.0111256, -0.355231, -0.309684, -0.999821, -0.00558333, 0.0121282, 0.0134237, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:58:46.768336] [0x0000007f8def99a0] [MocapTag] [0x000028bb] [92] 1760399926768213, 0.247397, 0.0108585, -0.355333, -0.309545, -0.999817, -0.00548696, 0.0119879, 0.0138612, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:58:46.771231] [0x0000007f8def99a0] [MocapTag] [0x000028bb] [93] 1760399926771101, 0.250285, 0.0108585, -0.355333, -0.309545, -0.999817, -0.00548696, 0.0119879, 0.0138612, -0.026714, -0.01019, 0.01383, 0, 0, 0.0879012, 
[2025-10-13 19:58:46.773979] [0x0000007f8def99a0] [MocapTag] [0x000028bb] [95] 1760399926773864, 0.253048, 0.0108585, -0.355333, -0.309545, -0.999817, -0.00548696, 0.0119879, 0.0138612, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:58:46.776695] [0x0000007f8def99a0] [MocapTag] [0x000028bb] [96] 1760399926776563, 0.255747, 0.0108585, -0.355333, -0.309545, -0.999817, -0.00548696, 0.0119879, 0.0138612, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:58:46.779261] [0x0000007f8def99a0] [MocapTag] [0x000028bb] [97] 1760399926779148, 0.258332, 0.0108997, -0.355355, -0.309563, -0.999817, -0.00555055, 0.0121044, 0.0137533, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:58:46.782122] [0x0000007f8def99a0] [MocapTag] [0x000028bb] [99] 1760399926782061, 0.261245, 0.0108997, -0.355355, -0.309563, -0.999817, -0.00555055, 0.0121044, 0.0137533, 0.00412291, -0.00219577, 0, 0, 0, 0, 
[2025-10-13 19:58:46.784606] [0x0000007f8def99a0] [MocapTag] [0x000028bb] [100] 1760399926784493, 0.263677, 0.0108997, -0.355355, -0.309563, -0.999817, -0.00555055, 0.0121044, 0.0137533, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:58:46.787343] [0x0000007f8def99a0] [MocapTag] [0x000028bb] [101] 1760399926787234, 0.266418, 0.0108997, -0.355355, -0.309563, -0.999817, -0.00555055, 0.0121044, 0.0137533, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:58:46.790049] [0x0000007f8def99a0] [MocapTag] [0x000028bb] [102] 1760399926789942, 0.269126, 0.0111765, -0.355177, -0.309691, -0.999823, -0.00565784, 0.0122471, 0.0131426, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:58:46.792845] [0x0000007f8def99a0] [MocapTag] [0x000028bb] [104] 1760399926792736, 0.27192, 0.0111765, -0.355177, -0.309691, -0.999823, -0.00565784, 0.0122471, 0.0131426, 0.0276849, 0.0178375, -0.0128003, 0, 0, -0.122595, 
[2025-10-13 19:58:46.795866] [0x0000007f8def99a0] [MocapTag] [0x000028bb] [105] 1760399926795754, 0.274938, 0.0111765, -0.355177, -0.309691, -0.999823, -0.00565784, 0.0122471, 0.0131426, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:58:46.798029] [0x0000007f8def99a0] [MocapTag] [0x000028bb] [106] 1760399926797922, 0.277106, 0.0111095, -0.355178, -0.309669, -0.999823, -0.00562669, 0.0121452, 0.0132186, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:58:46.801505] [0x0000007f8def99a0] [MocapTag] [0x000028bb] [107] 1760399926801417, 0.280601, 0.0111095, -0.355178, -0.309669, -0.999823, -0.00562669, 0.0121452, 0.0132186, -0.0067079, 0, 0.00227797, 0, 0, 0, 
[2025-10-13 19:58:46.804212] [0x0000007f8def99a0] [MocapTag] [0x000028bb] [109] 1760399926804103, 0.283287, 0.0111095, -0.355178, -0.309669, -0.999823, -0.00562669, 0.0121452, 0.0132186, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:58:46.806799] [0x0000007f8def99a0] [MocapTag] [0x000028bb] [110] 1760399926806690, 0.285874, 0.0111095, -0.355178, -0.309669, -0.999823, -0.00562669, 0.0121452, 0.0132186, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:58:46.809735] [0x0000007f8def99a0] [MocapTag] [0x000028bb] [111] 1760399926809616, 0.2888, 0.0108135, -0.355356, -0.309509, -0.999817, -0.00545699, 0.0119583, 0.0138996, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:58:46.812252] [0x0000007f8def99a0] [MocapTag] [0x000028bb] [113] 1760399926812171, 0.291355, 0.0108135, -0.355356, -0.309509, -0.999817, -0.00545699, 0.0119583, 0.0138996, -0.0296007, -0.017806, 0.0159465, -0.0350952, -0.0371078, 0.136842, 
[2025-10-13 19:58:46.815373] [0x0000007f8def99a0] [MocapTag] [0x000028bb] [114] 1760399926815207, 0.294391, 0.0108135, -0.355356, -0.309509, -0.999817, -0.00545699, 0.0119583, 0.0138996, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:58:46.817801] [0x0000007f8def99a0] [MocapTag] [0x000028bb] [115] 1760399926817692, 0.296876, 0.0108773, -0.355373, -0.309567, -0.999817, -0.00552779, 0.0120203, 0.0138408, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:58:46.820579] [0x0000007f8def99a0] [MocapTag] [0x000028bb] [116] 1760399926820469, 0.299653, 0.0108773, -0.355373, -0.309567, -0.999817, -0.00552779, 0.0120203, 0.0138408, 0.00638378, 0, -0.00576831, 0, 0, 0, 
[2025-10-13 19:58:46.823231] [0x0000007f8def99a0] [MocapTag] [0x000028bb] [118] 1760399926823109, 0.302293, 0.0108773, -0.355373, -0.309567, -0.999817, -0.00552779, 0.0120203, 0.0138408, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:58:46.825931] [0x0000007f8def99a0] [MocapTag] [0x000028bb] [119] 1760399926825824, 0.305008, 0.0108773, -0.355373, -0.309567, -0.999817, -0.00552779, 0.0120203, 0.0138408, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:58:46.828619] [0x0000007f8def99a0] [MocapTag] [0x000028bb] [120] 1760399926828509, 0.307693, 0.0111826, -0.355212, -0.309697, -0.999822, -0.00561106, 0.0121398, 0.0133264, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:58:46.831957] [0x0000007f8def99a0] [MocapTag] [0x000028bb] [122] 1760399926831893, 0.311077, 0.0111826, -0.355212, -0.309697, -0.999822, -0.00561106, 0.0121398, 0.0133264, 0.0305298, 0.016121, -0.0130186, 0, 0, -0.103242, 
[2025-10-13 19:58:46.835174] [0x0000007f8def99a0] [MocapTag] [0x000028bb] [123] 1760399926835056, 0.31424, 0.0111826, -0.355212, -0.309697, -0.999822, -0.00561106, 0.0121398, 0.0133264, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:58:46.837472] [0x0000007f8def99a0] [MocapTag] [0x000028bb] [124] 1760399926837362, 0.316546, 0.0111826, -0.355212, -0.309697, -0.999822, -0.00561106, 0.0121398, 0.0133264, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:58:46.840207] [0x0000007f8def99a0] [MocapTag] [0x000028bb] [125] 1760399926840097, 0.319281, 0.0111711, -0.355232, -0.309681, -0.999821, -0.0056012, 0.0121357, 0.0134233, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:58:46.843140] [0x0000007f8def99a0] [MocapTag] [0x000028bb] [127] 1760399926843016, 0.3222, 0.0111711, -0.355232, -0.309681, -0.999821, -0.0056012, 0.0121357, 0.0134233, 0, -0.00206391, 0, 0, 0, 0, 
[2025-10-13 19:58:46.845730] [0x0000007f8def99a0] [MocapTag] [0x000028bb] [128] 1760399926845619, 0.324803, 0.0111711, -0.355232, -0.309681, -0.999821, -0.0056012, 0.0121357, 0.0134233, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:58:46.848641] [0x0000007f8def99a0] [MocapTag] [0x000028bb] [129] 1760399926848534, 0.327718, 0.0111302, -0.355223, -0.309645, -0.99982, -0.00557075, 0.0120816, 0.0134994, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:58:46.852245] [0x0000007f8def99a0] [MocapTag] [0x000028bb] [131] 1760399926852165, 0.331349, 0.0111302, -0.355223, -0.309645, -0.99982, -0.00557075, 0.0120816, 0.0134994, -0.00408467, 0, 0.00361178, 0, 0, 0, 
[2025-10-13 19:58:46.854087] [0x0000007f8def99a0] [MocapTag] [0x000028bb] [132] 1760399926853980, 0.333164, 0.0111302, -0.355223, -0.309645, -0.99982, -0.00557075, 0.0120816, 0.0134994, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:58:46.856924] [0x0000007f8def99a0] [MocapTag] [0x000028bb] [133] 1760399926856816, 0.336, 0.0111302, -0.355223, -0.309645, -0.99982, -0.00557075, 0.0120816, 0.0134994, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:58:46.859614] [0x0000007f8def99a0] [MocapTag] [0x000028bb] [134] 1760399926859500, 0.338684, 0.0108675, -0.355363, -0.309507, -0.999816, -0.0054469, 0.0119496, 0.0139769, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:58:46.863737] [0x0000007f8def99a0] [MocapTag] [0x000028bb] [136] 1760399926863624, 0.342808, 0.0108675, -0.355363, -0.309507, -0.999816, -0.0054469, 0.0119496, 0.0139769, -0.0262694, -0.0139403, 0.0138169, 0, 0, 0.0959661, 
[2025-10-13 19:58:46.866475] [0x0000007f8def99a0] [MocapTag] [0x000028bb] [137] 1760399926866364, 0.345548, 0.0108675, -0.355363, -0.309507, -0.999816, -0.0054469, 0.0119496, 0.0139769, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:58:46.869104] [0x0000007f8def99a0] [MocapTag] [0x000028bb] [138] 1760399926868999, 0.348183, 0.0109077, -0.355362, -0.309547, -0.999817, -0.00553965, 0.0120349, 0.0138094, 0, 0, 0, 0, 0, 0, 
