[2025-10-13 20:31:35.952323] [0x0000007fb371a7c0] [MocapTag] [0x0000068f] [2] Mocap timestamp, Mocap time [s], Mocap position x [m], Mocap position y [m], Mocap position z [m], Mocap Quaternion q0 [-], Mocap Quaternion q1 [-], Mocap Quaternion q2 [-], Mocap Quaternion q3 [-], Mocap Velocity x [m/s], Mocap Velocity y [m/s], Mocap Velocity z [m/s], Mocap Angular velocity x [rad/s], Mocap Angular velocity y [rad/s], Mocap Angular velocity z [rad/s], 
[2025-10-13 20:31:37.840760] [0x0000007fa27fb9a0] [MocapTag] [0x0000068f] [879] 1760401897840637, 1.96254, 0.0347021, -0.373228, -0.310822, -0.998172, -0.00865692, 0.00186917, 0.0597932, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:31:37.843516] [0x0000007fa27fb9a0] [MocapTag] [0x0000068f] [880] 1760401897843360, 1.96526, 0.0347021, -0.373228, -0.310822, -0.998172, -0.00865692, 0.00186917, 0.0597932, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:31:37.846187] [0x0000007fa27fb9a0] [MocapTag] [0x0000068f] [881] 1760401897846080, 1.96798, 0.0345179, -0.373182, -0.310694, -0.99819, -0.00875193, 0.00140067, 0.0594905, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:31:37.849200] [0x0000007fa27fb9a0] [MocapTag] [0x0000068f] [882] 1760401897849115, 1.97101, 0.0345179, -0.373182, -0.310694, -0.99819, -0.00875193, 0.00140067, 0.0594905, -0.018418, 0.00464681, 0.0128146, 0, -0.0929173, -0.0599034, 
[2025-10-13 20:31:37.852062] [0x0000007fa27fb9a0] [MocapTag] [0x0000068f] [884] 1760401897851952, 1.97385, 0.0345179, -0.373182, -0.310694, -0.99819, -0.00875193, 0.00140067, 0.0594905, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:31:37.854464] [0x0000007fa27fb9a0] [MocapTag] [0x0000068f] [885] 1760401897854347, 1.97625, 0.0346269, -0.373167, -0.310687, -0.998149, -0.00878172, 0.000993847, 0.0601758, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:31:37.857240] [0x0000007fa27fb9a0] [MocapTag] [0x0000068f] [886] 1760401897857131, 1.97903, 0.0346269, -0.373167, -0.310687, -0.998149, -0.00878172, 0.000993847, 0.0601758, 0.0108963, 0, 0, 0, -0.0796682, 0.137966, 
[2025-10-13 20:31:37.859875] [0x0000007fa27fb9a0] [MocapTag] [0x0000068f] [888] 1760401897859777, 1.98168, 0.0346269, -0.373167, -0.310687, -0.998149, -0.00878172, 0.000993847, 0.0601758, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:31:37.863202] [0x0000007fa27fb9a0] [MocapTag] [0x0000068f] [889] 1760401897863092, 1.98499, 0.0346269, -0.373167, -0.310687, -0.998149, -0.00878172, 0.000993847, 0.0601758, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:31:37.865864] [0x0000007fa27fb9a0] [MocapTag] [0x0000068f] [890] 1760401897865757, 1.98766, 0.0345062, -0.373197, -0.310704, -0.998197, -0.00873124, 0.00151685, 0.0593574, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:31:37.868550] [0x0000007fa27fb9a0] [MocapTag] [0x0000068f] [891] 1760401897868435, 1.99033, 0.0345062, -0.373197, -0.310704, -0.998197, -0.00873124, 0.00151685, 0.0593574, -0.0120629, -0.00294529, 0, 0, 0.102385, -0.164828, 
[2025-10-13 20:31:37.871106] [0x0000007fa27fb9a0] [MocapTag] [0x0000068f] [893] 1760401897870995, 1.99289, 0.0345062, -0.373197, -0.310704, -0.998197, -0.00873124, 0.00151685, 0.0593574, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:31:37.873925] [0x0000007fa27fb9a0] [MocapTag] [0x0000068f] [894] 1760401897873817, 1.99572, 0.0345062, -0.373197, -0.310704, -0.998197, -0.00873124, 0.00151685, 0.0593574, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:31:37.877217] [0x0000007fa27fb9a0] [MocapTag] [0x0000068f] [895] 1760401897877106, 1.999, 0.0348407, -0.373117, -0.310857, -0.998184, -0.00870906, 0.00120918, 0.0595982, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:31:37.879966] [0x0000007fa27fb9a0] [MocapTag] [0x0000068f] [897] 1760401897879856, 2.00176, 0.0348407, -0.373117, -0.310857, -0.998184, -0.00870906, 0.00120918, 0.0595982, 0.0334444, 0.00802165, -0.0152845, 0, -0.0612698, 0.0487775, 
[2025-10-13 20:31:37.882952] [0x0000007fa27fb9a0] [MocapTag] [0x0000068f] [898] 1760401897882845, 2.00474, 0.0348407, -0.373117, -0.310857, -0.998184, -0.00870906, 0.00120918, 0.0595982, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:31:37.885508] [0x0000007fa27fb9a0] [MocapTag] [0x0000068f] [899] 1760401897885400, 2.0073, 0.0347513, -0.373166, -0.310845, -0.998197, -0.00868961, 0.00152029, 0.0593643, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:31:37.888311] [0x0000007fa27fb9a0] [MocapTag] [0x0000068f] [900] 1760401897888204, 2.0101, 0.0347513, -0.373166, -0.310845, -0.998197, -0.00868961, 0.00152029, 0.0593643, -0.00893585, -0.00493364, 0, 0, 0.0614751, -0.0473909, 
[2025-10-13 20:31:37.891042] [0x0000007fa27fb9a0] [MocapTag] [0x0000068f] [902] 1760401897890931, 2.01283, 0.0347513, -0.373166, -0.310845, -0.998197, -0.00868961, 0.00152029, 0.0593643, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:31:37.894524] [0x0000007fa27fb9a0] [MocapTag] [0x0000068f] [903] 1760401897894414, 2.01631, 0.0347513, -0.373166, -0.310845, -0.998197, -0.00868961, 0.00152029, 0.0593643, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:31:37.897203] [0x0000007fa27fb9a0] [MocapTag] [0x0000068f] [904] 1760401897897098, 2.019, 0.0345777, -0.37321, -0.310764, -0.998196, -0.00869495, 0.00181851, 0.0593717, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:31:37.899718] [0x0000007fa27fb9a0] [MocapTag] [0x0000068f] [906] 1760401897899642, 2.02154, 0.0345777, -0.37321, -0.310764, -0.998196, -0.00869495, 0.00181851, 0.0593717, -0.0173639, -0.00438009, 0.00807968, 0, 0.0596136, 0, 
[2025-10-13 20:31:37.902498] [0x0000007fa27fb9a0] [MocapTag] [0x0000068f] [907] 1760401897902389, 2.02429, 0.0345777, -0.37321, -0.310764, -0.998196, -0.00869495, 0.00181851, 0.0593717, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:31:37.905014] [0x0000007fa27fb9a0] [MocapTag] [0x0000068f] [908] 1760401897904903, 2.0268, 0.0345685, -0.373161, -0.310711, -0.998179, -0.00879517, 0.00139164, 0.0596685, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:31:37.907826] [0x0000007fa27fb9a0] [MocapTag] [0x0000068f] [909] 1760401897907719, 2.02962, 0.0345685, -0.373161, -0.310711, -0.998179, -0.00879517, 0.00139164, 0.0596685, 0, 0.00487409, 0.00526969, 0, -0.083515, 0.0601292, 
[2025-10-13 20:31:37.910681] [0x0000007fa27fb9a0] [MocapTag] [0x0000068f] [911] 1760401897910566, 2.03247, 0.0345685, -0.373161, -0.310711, -0.998179, -0.00879517, 0.00139164, 0.0596685, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:31:37.913253] [0x0000007fa27fb9a0] [MocapTag] [0x0000068f] [912] 1760401897913133, 2.03503, 0.0345685, -0.373161, -0.310711, -0.998179, -0.00879517, 0.00139164, 0.0596685, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:31:37.917362] [0x0000007fa27fb9a0] [MocapTag] [0x0000068f] [913] 1760401897917252, 2.03915, 0.034826, -0.373085, -0.310843, -0.998201, -0.00876867, 0.00134899, 0.0592987, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:31:37.918561] [0x0000007fa27fb9a0] [MocapTag] [0x0000068f] [914] 1760401897918452, 2.04035, 0.034826, -0.373085, -0.310843, -0.998201, -0.00876867, 0.00134899, 0.0592987, 0.025754, 0.0075958, -0.0131434, 0, 0, -0.0740118, 
[2025-10-13 20:31:37.921049] [0x0000007fa27fb9a0] [MocapTag] [0x0000068f] [916] 1760401897920927, 2.04283, 0.034826, -0.373085, -0.310843, -0.998201, -0.00876867, 0.00134899, 0.0592987, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:31:37.923639] [0x0000007fa27fb9a0] [MocapTag] [0x0000068f] [917] 1760401897923530, 2.04543, 0.034826, -0.373085, -0.310843, -0.998201, -0.00876867, 0.00134899, 0.0592987, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:31:37.926109] [0x0000007fa27fb9a0] [MocapTag] [0x0000068f] [918] 1760401897926004, 2.0479, 0.0347712, -0.373107, -0.310849, -0.998207, -0.00878922, 0.00161621, 0.0591861, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:31:37.928870] [0x0000007fa27fb9a0] [MocapTag] [0x0000068f] [919] 1760401897928754, 2.05065, 0.0347712, -0.373107, -0.310849, -0.998207, -0.00878922, 0.00161621, 0.0591861, -0.00548611, -0.00215279, 0, 0, 0.0533948, 0, 
[2025-10-13 20:31:37.931613] [0x0000007fa27fb9a0] [MocapTag] [0x0000068f] [921] 1760401897931503, 2.0534, 0.0347712, -0.373107, -0.310849, -0.998207, -0.00878922, 0.00161621, 0.0591861, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:31:37.934089] [0x0000007fa27fb9a0] [MocapTag] [0x0000068f] [922] 1760401897933971, 2.05587, 0.0346759, -0.373189, -0.310862, -0.998211, -0.00883348, 0.00242185, 0.0590872, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:31:37.937013] [0x0000007fa27fb9a0] [MocapTag] [0x0000068f] [923] 1760401897936906, 2.0588, 0.0346759, -0.373189, -0.310862, -0.998211, -0.00883348, 0.00242185, 0.0590872, -0.00952765, -0.00825471, 0, 0, 0.161194, 0, 
[2025-10-13 20:31:37.939589] [0x0000007fa27fb9a0] [MocapTag] [0x0000068f] [925] 1760401897939516, 2.06142, 0.0346759, -0.373189, -0.310862, -0.998211, -0.00883348, 0.00242185, 0.0590872, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:31:37.942414] [0x0000007fa27fb9a0] [MocapTag] [0x0000068f] [926] 1760401897942301, 2.0642, 0.0346759, -0.373189, -0.310862, -0.998211, -0.00883348, 0.00242185, 0.0590872, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:31:37.944831] [0x0000007fa27fb9a0] [MocapTag] [0x0000068f] [927] 1760401897944725, 2.06662, 0.0335941, -0.373182, -0.310604, -0.998203, -0.013026, 0.00807989, 0.0579298, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:31:37.947709] [0x0000007fa27fb9a0] [MocapTag] [0x0000068f] [928] 1760401897947600, 2.0695, 0.0335941, -0.373182, -0.310604, -0.998203, -0.013026, 0.00807989, 0.0579298, -0.108177, 0, 0.0258668, 0.772524, 1.17619, -0.248022, 
[2025-10-13 20:31:37.950264] [0x0000007fa27fb9a0] [MocapTag] [0x0000068f] [930] 1760401897950161, 2.07206, 0.0335941, -0.373182, -0.310604, -0.998203, -0.013026, 0.00807989, 0.0579298, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:31:37.954231] [0x0000007fa27fb9a0] [MocapTag] [0x0000068f] [931] 1760401897954114, 2.07601, 0.0335941, -0.373182, -0.310604, -0.998203, -0.013026, 0.00807989, 0.0579298, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:31:37.955735] [0x0000007fa27fb9a0] [MocapTag] [0x0000068f] [932] 1760401897955627, 2.07753, 0.0350865, -0.373667, -0.310131, -0.998294, -0.00849654, 0.000964153, 0.0577606, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:31:37.958317] [0x0000007fa27fb9a0] [MocapTag] [0x0000068f] [933] 1760401897958212, 2.08011, 0.0350865, -0.373667, -0.310131, -0.998294, -0.00849654, 0.000964153, 0.0577606, 0.149242, -0.0484783, 0.0472989, -0.82221, -1.47343, 0, 
[2025-10-13 20:31:37.961046] [0x0000007fa27fb9a0] [MocapTag] [0x0000068f] [935] 1760401897960936, 2.08284, 0.0350865, -0.373667, -0.310131, -0.998294, -0.00849654, 0.000964153, 0.0577606, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:31:37.964627] [0x0000007fa27fb9a0] [MocapTag] [0x0000068f] [936] 1760401897964519, 2.08642, 0.0350865, -0.373667, -0.310131, -0.998294, -0.00849654, 0.000964153, 0.0577606, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:31:37.966305] [0x0000007fa27fb9a0] [MocapTag] [0x0000068f] [937] 1760401897966203, 2.0881, 0.0350292, -0.373674, -0.310117, -0.998302, -0.00859513, 0.00125674, 0.057607, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:31:37.969076] [0x0000007fa27fb9a0] [MocapTag] [0x0000068f] [938] 1760401897968990, 2.09089, 0.0350292, -0.373674, -0.310117, -0.998302, -0.00859513, 0.00125674, 0.057607, -0.00572949, 0, 0, 0, 0.059295, 0, 
[2025-10-13 20:31:37.971757] [0x0000007fa27fb9a0] [MocapTag] [0x0000068f] [940] 1760401897971646, 2.09355, 0.0350292, -0.373674, -0.310117, -0.998302, -0.00859513, 0.00125674, 0.057607, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:31:37.974452] [0x0000007fa27fb9a0] [MocapTag] [0x0000068f] [941] 1760401897974346, 2.09625, 0.0348242, -0.373767, -0.309998, -0.998286, -0.00858345, 0.00140565, 0.0578723, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:31:37.977359] [0x0000007fa27fb9a0] [MocapTag] [0x0000068f] [942] 1760401897977248, 2.09915, 0.0348242, -0.373767, -0.309998, -0.998286, -0.00858345, 0.00140565, 0.0578723, -0.0205029, -0.00931062, 0.0118219, 0, 0, 0.0528999, 
[2025-10-13 20:31:37.979960] [0x0000007fa27fb9a0] [MocapTag] [0x0000068f] [944] 1760401897979885, 2.10178, 0.0348242, -0.373767, -0.309998, -0.998286, -0.00858345, 0.00140565, 0.0578723, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:31:37.982755] [0x0000007fa27fb9a0] [MocapTag] [0x0000068f] [945] 1760401897982639, 2.10454, 0.0348242, -0.373767, -0.309998, -0.998286, -0.00858345, 0.00140565, 0.0578723, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:31:37.985370] [0x0000007fa27fb9a0] [MocapTag] [0x0000068f] [946] 1760401897985261, 2.10716, 0.0348303, -0.373782, -0.309995, -0.998278, -0.00858218, 0.00130501, 0.0580184, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:31:37.989950] [0x0000007fa27fb9a0] [MocapTag] [0x0000068f] [948] 1760401897989842, 2.11174, 0.0348303, -0.373782, -0.309995, -0.998278, -0.00858218, 0.00130501, 0.0580184, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:31:37.991604] [0x0000007fa27fb9a0] [MocapTag] [0x0000068f] [949] 1760401897991495, 2.11339, 0.0348303, -0.373782, -0.309995, -0.998278, -0.00858218, 0.00130501, 0.0580184, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:31:37.994177] [0x0000007fa27fb9a0] [MocapTag] [0x0000068f] [950] 1760401897994070, 2.11597, 0.0348523, -0.373139, -0.310879, -0.998191, -0.00856653, 0.00123451, 0.0594897, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:31:37.996972] [0x0000007fa27fb9a0] [MocapTag] [0x0000068f] [951] 1760401897996866, 2.11876, 0.0348523, -0.373139, -0.310879, -0.998191, -0.00856653, 0.00123451, 0.0594897, 0.00220242, 0.0643277, -0.0884442, 0, 0, 0.294888, 
[2025-10-13 20:31:37.999705] [0x0000007fa27fb9a0] [MocapTag] [0x0000068f] [953] 1760401897999635, 2.12153, 0.0348523, -0.373139, -0.310879, -0.998191, -0.00856653, 0.00123451, 0.0594897, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:31:38.003303] [0x0000007fa27fb9a0] [MocapTag] [0x0000068f] [954] 1760401898003194, 2.12509, 0.0348523, -0.373139, -0.310879, -0.998191, -0.00856653, 0.00123451, 0.0594897, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:31:38.005812] [0x0000007fa27fb9a0] [MocapTag] [0x0000068f] [955] 1760401898005707, 2.12761, 0.0347116, -0.373146, -0.310835, -0.998217, -0.00869746, 0.00151535, 0.0590367, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:31:38.008984] [0x0000007fa27fb9a0] [MocapTag] [0x0000068f] [956] 1760401898008868, 2.13077, 0.0347116, -0.373146, -0.310835, -0.998217, -0.00869746, 0.00151535, 0.0590367, -0.0140671, 0, 0.00441624, 0, 0.0568445, -0.0912778, 
[2025-10-13 20:31:38.011184] [0x0000007fa27fb9a0] [MocapTag] [0x0000068f] [958] 1760401898011074, 2.13297, 0.0347116, -0.373146, -0.310835, -0.998217, -0.00869746, 0.00151535, 0.0590367, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:31:38.013726] [0x0000007fa27fb9a0] [MocapTag] [0x0000068f] [959] 1760401898013622, 2.13552, 0.0345368, -0.373171, -0.310776, -0.998219, -0.00891476, 0.00202032, 0.0589536, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:31:38.016644] [0x0000007fa27fb9a0] [MocapTag] [0x0000068f] [960] 1760401898016533, 2.13843, 0.0345368, -0.373171, -0.310776, -0.998219, -0.00891476, 0.00202032, 0.0589536, -0.0174815, -0.0024578, 0.00589483, 0.0374794, 0.103232, 0, 
[2025-10-13 20:31:38.019602] [0x0000007fa27fb9a0] [MocapTag] [0x0000068f] [962] 1760401898019530, 2.14143, 0.0345368, -0.373171, -0.310776, -0.998219, -0.00891476, 0.00202032, 0.0589536, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:31:38.022454] [0x0000007fa27fb9a0] [MocapTag] [0x0000068f] [963] 1760401898022334, 2.14423, 0.0345368, -0.373171, -0.310776, -0.998219, -0.00891476, 0.00202032, 0.0589536, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:31:38.024979] [0x0000007fa27fb9a0] [MocapTag] [0x0000068f] [964] 1760401898024870, 2.14677, 0.0345212, -0.373166, -0.310731, -0.998202, -0.00889225, 0.00190775, 0.0592401, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:31:38.027683] [0x0000007fa27fb9a0] [MocapTag] [0x0000068f] [965] 1760401898027578, 2.14948, 0.0345212, -0.373166, -0.310731, -0.998202, -0.00889225, 0.00190775, 0.0592401, 0, 0, 0.00452657, 0, 0, 0.0576109, 
[2025-10-13 20:31:38.030326] [0x0000007fa27fb9a0] [MocapTag] [0x0000068f] [967] 1760401898030203, 2.1521, 0.0345212, -0.373166, -0.310731, -0.998202, -0.00889225, 0.00190775, 0.0592401, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:31:38.033056] [0x0000007fa27fb9a0] [MocapTag] [0x0000068f] [968] 1760401898032948, 2.15485, 0.0345212, -0.373166, -0.310731, -0.998202, -0.00889225, 0.00190775, 0.0592401, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:31:38.035714] [0x0000007fa27fb9a0] [MocapTag] [0x0000068f] [969] 1760401898035606, 2.15751, 0.0349868, -0.373092, -0.31086, -0.998167, -0.00847424, 0.000696871, 0.0599221, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:31:38.038428] [0x0000007fa27fb9a0] [MocapTag] [0x0000068f] [970] 1760401898038323, 2.16022, 0.0349868, -0.373092, -0.31086, -0.998167, -0.00847424, 0.000696871, 0.0599221, 0.0465519, 0.00737873, -0.0128621, -0.0692844, -0.245544, 0.138822, 
[2025-10-13 20:31:38.041135] [0x0000007fa27fb9a0] [MocapTag] [0x0000068f] [972] 1760401898041026, 2.16292, 0.0349868, -0.373092, -0.31086, -0.998167, -0.00847424, 0.000696871, 0.0599221, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:31:38.043659] [0x0000007fa27fb9a0] [MocapTag] [0x0000068f] [973] 1760401898043545, 2.16544, 0.0349868, -0.373092, -0.31086, -0.998167, -0.00847424, 0.000696871, 0.0599221, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:31:38.046334] [0x0000007fa27fb9a0] [MocapTag] [0x0000068f] [974] 1760401898046228, 2.16813, 0.0347498, -0.373088, -0.310807, -0.998192, -0.00887923, 0.001415, 0.059431, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:31:38.049362] [0x0000007fa27fb9a0] [MocapTag] [0x0000068f] [975] 1760401898049273, 2.17117, 0.0347498, -0.373088, -0.310807, -0.998192, -0.00887923, 0.001415, 0.059431, -0.0236977, 0, 0.0052052, 0.0724554, 0.147352, -0.099732, 
[2025-10-13 20:31:38.053246] [0x0000007fa27fb9a0] [MocapTag] [0x0000068f] [977] 1760401898053133, 2.17503, 0.0347498, -0.373088, -0.310807, -0.998192, -0.00887923, 0.001415, 0.059431, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:31:38.055028] [0x0000007fa27fb9a0] [MocapTag] [0x0000068f] [978] 1760401898054911, 2.17681, 0.0345672, -0.373196, -0.310757, -0.998195, -0.00867169, 0.00168277, 0.0594067, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:31:38.057712] [0x0000007fa27fb9a0] [MocapTag] [0x0000068f] [979] 1760401898057603, 2.1795, 0.0345672, -0.373196, -0.310757, -0.998195, -0.00867169, 0.00168277, 0.0594067, -0.0182591, -0.0107388, 0.00508804, -0.0446081, 0.0509491, 0, 
[2025-10-13 20:31:38.060718] [0x0000007fa27fb9a0] [MocapTag] [0x0000068f] [981] 1760401898060611, 2.18251, 0.0345672, -0.373196, -0.310757, -0.998195, -0.00867169, 0.00168277, 0.0594067, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:31:38.063141] [0x0000007fa27fb9a0] [MocapTag] [0x0000068f] [982] 1760401898063020, 2.18492, 0.0345672, -0.373196, -0.310757, -0.998195, -0.00867169, 0.00168277, 0.0594067, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:31:38.067349] [0x0000007fa27fb9a0] [MocapTag] [0x0000068f] [983] 1760401898067239, 2.18914, 0.0347774, -0.373135, -0.310882, -0.998207, -0.00870156, 0.00149369, 0.0592089, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:31:38.069591] [0x0000007fa27fb9a0] [MocapTag] [0x0000068f] [985] 1760401898069520, 2.19142, 0.0347774, -0.373135, -0.310882, -0.998207, -0.00870156, 0.00149369, 0.0592089, 0.0210226, 0.00609696, -0.0125498, 0, -0.0377342, -0.0393242, 
[2025-10-13 20:31:38.072402] [0x0000007fa27fb9a0] [MocapTag] [0x0000068f] [986] 1760401898072292, 2.19419, 0.0347774, -0.373135, -0.310882, -0.998207, -0.00870156, 0.00149369, 0.0592089, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:31:38.074952] [0x0000007fa27fb9a0] [MocapTag] [0x0000068f] [987] 1760401898074845, 2.19674, 0.0347239, -0.373249, -0.310818, -0.998151, -0.0086266, 0.00155583, 0.0601409, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:31:38.077736] [0x0000007fa27fb9a0] [MocapTag] [0x0000068f] [988] 1760401898077627, 2.19953, 0.0347239, -0.373249, -0.310818, -0.998151, -0.0086266, 0.00155583, 0.0601409, -0.00535564, -0.0114564, 0.00645511, 0, 0, 0.186647, 
[2025-10-13 20:31:38.080446] [0x0000007fa27fb9a0] [MocapTag] [0x0000068f] [990] 1760401898080330, 2.20223, 0.0347239, -0.373249, -0.310818, -0.998151, -0.0086266, 0.00155583, 0.0601409, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:31:38.083522] [0x0000007fa27fb9a0] [MocapTag] [0x0000068f] [991] 1760401898083367, 2.20527, 0.0347239, -0.373249, -0.310818, -0.998151, -0.0086266, 0.00155583, 0.0601409, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:31:38.086122] [0x0000007fa27fb9a0] [MocapTag] [0x0000068f] [992] 1760401898086012, 2.20791, 0.0345454, -0.373205, -0.310719, -0.998174, -0.00872208, 0.00128728, 0.0597624, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:31:38.088823] [0x0000007fa27fb9a0] [MocapTag] [0x0000068f] [993] 1760401898088737, 2.21064, 0.0345454, -0.373205, -0.310719, -0.998174, -0.00872208, 0.00128728, 0.0597624, -0.0178495, 0.00437694, 0.00980954, 0, -0.0531167, -0.0754125, 
[2025-10-13 20:31:38.091377] [0x0000007fa27fb9a0] [MocapTag] [0x0000068f] [995] 1760401898091260, 2.21316, 0.0345454, -0.373205, -0.310719, -0.998174, -0.00872208, 0.00128728, 0.0597624, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:31:38.093999] [0x0000007fa27fb9a0] [MocapTag] [0x0000068f] [996] 1760401898093888, 2.21579, 0.0347021, -0.373142, -0.31087, -0.998236, -0.00867367, 0.00177165, 0.0587138, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:31:38.098233] [0x0000007fa27fb9a0] [MocapTag] [0x0000068f] [997] 1760401898098124, 2.22002, 0.0347021, -0.373142, -0.31087, -0.998236, -0.00867367, 0.00177165, 0.0587138, 0.0156754, 0.0063768, -0.0150138, 0, 0.0943223, -0.210874, 
[2025-10-13 20:31:38.099526] [0x0000007fa27fb9a0] [MocapTag] [0x0000068f] [998] 1760401898099438, 2.22134, 0.0347021, -0.373142, -0.31087, -0.998236, -0.00867367, 0.00177165, 0.0587138, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:31:38.102799] [0x0000007fa27fb9a0] [MocapTag] [0x0000068f] [1000] 1760401898102691, 2.22459, 0.0347021, -0.373142, -0.31087, -0.998236, -0.00867367, 0.00177165, 0.0587138, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:31:38.105519] [0x0000007fa27fb9a0] [MocapTag] [0x0000068f] [1001] 1760401898105410, 2.22731, 0.0345793, -0.373187, -0.31072, -0.99818, -0.00874567, 0.00147757, 0.0596518, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:31:38.107958] [0x0000007fa27fb9a0] [MocapTag] [0x0000068f] [1002] 1760401898107851, 2.22975, 0.0345793, -0.373187, -0.31072, -0.99818, -0.00874567, 0.00147757, 0.0596518, -0.0122828, -0.00448976, 0.014942, 0, -0.0562435, 0.188385, 
[2025-10-13 20:31:38.110633] [0x0000007fa27fb9a0] [MocapTag] [0x0000068f] [1004] 1760401898110519, 2.23242, 0.0345793, -0.373187, -0.31072, -0.99818, -0.00874567, 0.00147757, 0.0596518, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:31:38.113251] [0x0000007fa27fb9a0] [MocapTag] [0x0000068f] [1005] 1760401898113141, 2.23504, 0.0345793, -0.373187, -0.31072, -0.99818, -0.00874567, 0.00147757, 0.0596518, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:31:38.116579] [0x0000007fa27fb9a0] [MocapTag] [0x0000068f] [1006] 1760401898116473, 2.23837, 0.0344825, -0.373189, -0.31074, -0.998232, -0.00873372, 0.00211385, 0.0587572, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:31:38.119478] [0x0000007fa27fb9a0] [MocapTag] [0x0000068f] [1007] 1760401898119391, 2.24129, 0.0344825, -0.373189, -0.31074, -0.998232, -0.00873372, 0.00211385, 0.0587572, -0.00968324, 0, -0.00201242, 0, 0.125343, -0.180295, 
