[2025-10-13 20:31:35.952323] [0x0000007fb371a7c0] [MocapTag] [0x0000068f] [2] Mocap timestamp, Mocap time [s], Mocap position x [m], Mocap position y [m], Mocap position z [m], Mocap Quaternion q0 [-], Mocap Quaternion q1 [-], Mocap Quaternion q2 [-], Mocap Quaternion q3 [-], Mocap Velocity x [m/s], Mocap Velocity y [m/s], Mocap Velocity z [m/s], Mocap Angular velocity x [rad/s], Mocap Angular velocity y [rad/s], Mocap Angular velocity z [rad/s], 
[2025-10-13 20:31:35.955586] [0x0000007fa27fb9a0] [MocapTag] [0x0000068f] [3] 1760401895955399, 0.077298, 0.0346063, -0.37318, -0.310729, -0.998161, -0.00878795, 0.00127584, 0.0599664, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:31:35.959118] [0x0000007fa27fb9a0] [MocapTag] [0x0000068f] [5] 1760401895958995, 0.080894, 0.0346063, -0.37318, -0.310729, -0.998161, -0.00878795, 0.00127584, 0.0599664, -0.0108322, 0.00311189, 0.00676529, 0, -0.0563277, 0, 
[2025-10-13 20:31:35.961576] [0x0000007fa27fb9a0] [MocapTag] [0x0000068f] [7] 1760401895961461, 0.08336, 0.0346063, -0.37318, -0.310729, -0.998161, -0.00878795, 0.00127584, 0.0599664, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:31:35.964271] [0x0000007fa27fb9a0] [MocapTag] [0x0000068f] [8] 1760401895964158, 0.086057, 0.0345899, -0.373198, -0.310732, -0.998175, -0.00874875, 0.00147095, 0.0597275, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:31:35.966998] [0x0000007fa27fb9a0] [MocapTag] [0x0000068f] [9] 1760401895966889, 0.088788, 0.0345899, -0.373198, -0.310732, -0.998175, -0.00874875, 0.00147095, 0.0597275, 0, 0, 0, 0, 0.0380653, -0.0481792, 
[2025-10-13 20:31:35.969441] [0x0000007fa27fb9a0] [MocapTag] [0x0000068f] [10] 1760401895969379, 0.091278, 0.0345899, -0.373198, -0.310732, -0.998175, -0.00874875, 0.00147095, 0.0597275, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:31:35.972133] [0x0000007fa27fb9a0] [MocapTag] [0x0000068f] [12] 1760401895972024, 0.093923, 0.0345899, -0.373198, -0.310732, -0.998175, -0.00874875, 0.00147095, 0.0597275, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:31:35.974855] [0x0000007fa27fb9a0] [MocapTag] [0x0000068f] [13] 1760401895974749, 0.096648, 0.0346159, -0.373199, -0.310722, -0.998164, -0.00872399, 0.0012454, 0.059922, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:31:35.977887] [0x0000007fa27fb9a0] [MocapTag] [0x0000068f] [14] 1760401895977774, 0.099673, 0.0346159, -0.373199, -0.310722, -0.998164, -0.00872399, 0.0012454, 0.059922, 0.00259802, 0, 0, 0, -0.0449876, 0.0393488, 
[2025-10-13 20:31:35.980703] [0x0000007fa27fb9a0] [MocapTag] [0x0000068f] [16] 1760401895980593, 0.102492, 0.0346159, -0.373199, -0.310722, -0.998164, -0.00872399, 0.0012454, 0.059922, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:31:35.983523] [0x0000007fa27fb9a0] [MocapTag] [0x0000068f] [17] 1760401895983368, 0.105267, 0.0346159, -0.373199, -0.310722, -0.998164, -0.00872399, 0.0012454, 0.059922, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:31:35.985928] [0x0000007fa27fb9a0] [MocapTag] [0x0000068f] [18] 1760401895985826, 0.107725, 0.0345669, -0.373166, -0.310697, -0.998164, -0.00881105, 0.00115437, 0.0599067, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:31:35.990289] [0x0000007fa27fb9a0] [MocapTag] [0x0000068f] [20] 1760401895990171, 0.11207, 0.0345669, -0.373166, -0.310697, -0.998164, -0.00881105, 0.00115437, 0.0599067, -0.00490732, 0.00326, 0.00249298, 0, 0, 0, 
[2025-10-13 20:31:35.993010] [0x0000007fa27fb9a0] [MocapTag] [0x0000068f] [21] 1760401895992898, 0.114797, 0.0345669, -0.373166, -0.310697, -0.998164, -0.00881105, 0.00115437, 0.0599067, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:31:35.995439] [0x0000007fa27fb9a0] [MocapTag] [0x0000068f] [22] 1760401895995334, 0.117233, 0.0345236, -0.373202, -0.310719, -0.998205, -0.00869934, 0.00165715, 0.0592277, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:31:35.998353] [0x0000007fa27fb9a0] [MocapTag] [0x0000068f] [23] 1760401895998240, 0.120139, 0.0345236, -0.373202, -0.310719, -0.998205, -0.00869934, 0.00165715, 0.0592277, -0.00433088, -0.00353383, -0.00218945, 0, 0.0978648, -0.136846, 
[2025-10-13 20:31:36.000998] [0x0000007fa27fb9a0] [MocapTag] [0x0000068f] [25] 1760401896000889, 0.122788, 0.0345236, -0.373202, -0.310719, -0.998205, -0.00869934, 0.00165715, 0.0592277, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:31:36.003831] [0x0000007fa27fb9a0] [MocapTag] [0x0000068f] [26] 1760401896003723, 0.125622, 0.0345236, -0.373202, -0.310719, -0.998205, -0.00869934, 0.00165715, 0.0592277, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:31:36.006388] [0x0000007fa27fb9a0] [MocapTag] [0x0000068f] [27] 1760401896006277, 0.128176, 0.0348908, -0.373086, -0.31085, -0.998179, -0.00876057, 0.00111597, 0.0596697, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:31:36.008953] [0x0000007fa27fb9a0] [MocapTag] [0x0000068f] [28] 1760401896008870, 0.130769, 0.0348908, -0.373086, -0.31085, -0.998179, -0.00876057, 0.00111597, 0.0596697, 0.0367258, 0.0115092, -0.0130976, 0, -0.106548, 0.089436, 
[2025-10-13 20:31:36.011650] [0x0000007fa27fb9a0] [MocapTag] [0x0000068f] [30] 1760401896011530, 0.133429, 0.0348908, -0.373086, -0.31085, -0.998179, -0.00876057, 0.00111597, 0.0596697, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:31:36.014268] [0x0000007fa27fb9a0] [MocapTag] [0x0000068f] [31] 1760401896014134, 0.136033, 0.0348662, -0.37314, -0.310885, -0.998191, -0.00869059, 0.00169035, 0.0594693, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:31:36.017397] [0x0000007fa27fb9a0] [MocapTag] [0x0000068f] [32] 1760401896017285, 0.139184, 0.0348662, -0.37314, -0.310885, -0.998191, -0.00869059, 0.00169035, 0.0594693, -0.00246272, -0.00530653, -0.00355139, 0, 0.113488, -0.0410944, 
[2025-10-13 20:31:36.019565] [0x0000007fa27fb9a0] [MocapTag] [0x0000068f] [34] 1760401896019504, 0.141403, 0.0348662, -0.37314, -0.310885, -0.998191, -0.00869059, 0.00169035, 0.0594693, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:31:36.022375] [0x0000007fa27fb9a0] [MocapTag] [0x0000068f] [35] 1760401896022267, 0.144166, 0.0348662, -0.37314, -0.310885, -0.998191, -0.00869059, 0.00169035, 0.0594693, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:31:36.025107] [0x0000007fa27fb9a0] [MocapTag] [0x0000068f] [36] 1760401896024997, 0.146896, 0.0338401, -0.373155, -0.31076, -0.998393, -0.0104081, 0.00579054, 0.0554086, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:31:36.030020] [0x0000007fa27fb9a0] [MocapTag] [0x0000068f] [38] 1760401896029906, 0.151805, 0.0338401, -0.373155, -0.31076, -0.998393, -0.0104081, 0.00579054, 0.0554086, -0.102603, 0, 0.0125181, 0.299454, 0.830796, -0.822175, 
[2025-10-13 20:31:36.030689] [0x0000007fa27fb9a0] [MocapTag] [0x0000068f] [39] 1760401896030571, 0.15247, 0.0338401, -0.373155, -0.31076, -0.998393, -0.0104081, 0.00579054, 0.0554086, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:31:36.033013] [0x0000007fa27fb9a0] [MocapTag] [0x0000068f] [40] 1760401896032904, 0.154803, 0.0338401, -0.373155, -0.31076, -0.998393, -0.0104081, 0.00579054, 0.0554086, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:31:36.035699] [0x0000007fa27fb9a0] [MocapTag] [0x0000068f] [41] 1760401896035592, 0.157491, 0.0345189, -0.37319, -0.31073, -0.9982, -0.00877323, 0.00174304, 0.0592965, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:31:36.038521] [0x0000007fa27fb9a0] [MocapTag] [0x0000068f] [42] 1760401896038407, 0.160306, 0.0345189, -0.37319, -0.31073, -0.9982, -0.00877323, 0.00174304, 0.0592965, 0.067876, -0.00357166, 0.00304344, -0.283504, -0.819593, 0.787448, 
[2025-10-13 20:31:36.041021] [0x0000007fa27fb9a0] [MocapTag] [0x0000068f] [44] 1760401896040899, 0.162798, 0.0345189, -0.37319, -0.31073, -0.9982, -0.00877323, 0.00174304, 0.0592965, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:31:36.043884] [0x0000007fa27fb9a0] [MocapTag] [0x0000068f] [45] 1760401896043771, 0.16567, 0.0345189, -0.37319, -0.31073, -0.9982, -0.00877323, 0.00174304, 0.0592965, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:31:36.046192] [0x0000007fa27fb9a0] [MocapTag] [0x0000068f] [46] 1760401896046087, 0.167986, 0.0349957, -0.373206, -0.310969, -0.998163, -0.00843873, 0.00134894, 0.059972, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:31:36.048956] [0x0000007fa27fb9a0] [MocapTag] [0x0000068f] [47] 1760401896048869, 0.170768, 0.0349957, -0.373206, -0.310969, -0.998163, -0.00843873, 0.00134894, 0.059972, 0.0476778, 0, -0.0239022, -0.0623465, -0.0815151, 0.136125, 
[2025-10-13 20:31:36.052023] [0x0000007fa27fb9a0] [MocapTag] [0x0000068f] [49] 1760401896051911, 0.17381, 0.0349957, -0.373206, -0.310969, -0.998163, -0.00843873, 0.00134894, 0.059972, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:31:36.054384] [0x0000007fa27fb9a0] [MocapTag] [0x0000068f] [50] 1760401896054274, 0.176173, 0.0348081, -0.373206, -0.310903, -0.998196, -0.00855257, 0.00149588, 0.059405, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:31:36.057218] [0x0000007fa27fb9a0] [MocapTag] [0x0000068f] [51] 1760401896057109, 0.179008, 0.0348081, -0.373206, -0.310903, -0.998196, -0.00855257, 0.00149588, 0.059405, -0.0187554, 0, 0.00659165, 0, 0, -0.113884, 
[2025-10-13 20:31:36.059744] [0x0000007fa27fb9a0] [MocapTag] [0x0000068f] [53] 1760401896059651, 0.18155, 0.0348081, -0.373206, -0.310903, -0.998196, -0.00855257, 0.00149588, 0.059405, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:31:36.062490] [0x0000007fa27fb9a0] [MocapTag] [0x0000068f] [54] 1760401896062381, 0.18428, 0.0348081, -0.373206, -0.310903, -0.998196, -0.00855257, 0.00149588, 0.059405, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:31:36.065266] [0x0000007fa27fb9a0] [MocapTag] [0x0000068f] [55] 1760401896065149, 0.187048, 0.0346824, -0.3732, -0.310818, -0.998187, -0.00872551, 0.00156948, 0.0595372, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:31:36.067984] [0x0000007fa27fb9a0] [MocapTag] [0x0000068f] [56] 1760401896067873, 0.189772, 0.0346824, -0.3732, -0.310818, -0.998187, -0.00872551, 0.00156948, 0.0595372, -0.0125716, 0, 0.00842045, 0, 0, 0, 
[2025-10-13 20:31:36.070696] [0x0000007fa27fb9a0] [MocapTag] [0x0000068f] [58] 1760401896070583, 0.192482, 0.0346824, -0.3732, -0.310818, -0.998187, -0.00872551, 0.00156948, 0.0595372, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:31:36.073360] [0x0000007fa27fb9a0] [MocapTag] [0x0000068f] [59] 1760401896073251, 0.19515, 0.0346824, -0.3732, -0.310818, -0.998187, -0.00872551, 0.00156948, 0.0595372, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:31:36.075946] [0x0000007fa27fb9a0] [MocapTag] [0x0000068f] [60] 1760401896075843, 0.197742, 0.0345699, -0.373192, -0.310723, -0.998174, -0.0087431, 0.00131494, 0.0597489, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:31:36.078768] [0x0000007fa27fb9a0] [MocapTag] [0x0000068f] [61] 1760401896078651, 0.20055, 0.0345699, -0.373192, -0.310723, -0.998174, -0.0087431, 0.00131494, 0.0597489, -0.0112563, 0, 0.00957677, 0, -0.0502396, 0.0428282, 
[2025-10-13 20:31:36.081639] [0x0000007fa27fb9a0] [MocapTag] [0x0000068f] [63] 1760401896081528, 0.203427, 0.0345699, -0.373192, -0.310723, -0.998174, -0.0087431, 0.00131494, 0.0597489, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:31:36.084990] [0x0000007fa27fb9a0] [MocapTag] [0x0000068f] [64] 1760401896084882, 0.206781, 0.0345741, -0.373179, -0.31074, -0.998194, -0.00875442, 0.00165007, 0.0594119, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:31:36.087698] [0x0000007fa27fb9a0] [MocapTag] [0x0000068f] [65] 1760401896087592, 0.209491, 0.0345741, -0.373179, -0.31074, -0.998194, -0.00875442, 0.00165007, 0.0594119, 0, 0, 0, 0, 0.0664564, -0.0680894, 
[2025-10-13 20:31:36.090334] [0x0000007fa27fb9a0] [MocapTag] [0x0000068f] [67] 1760401896090217, 0.212116, 0.0345741, -0.373179, -0.31074, -0.998194, -0.00875442, 0.00165007, 0.0594119, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:31:36.093164] [0x0000007fa27fb9a0] [MocapTag] [0x0000068f] [68] 1760401896093051, 0.21495, 0.0345741, -0.373179, -0.31074, -0.998194, -0.00875442, 0.00165007, 0.0594119, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:31:36.095563] [0x0000007fa27fb9a0] [MocapTag] [0x0000068f] [69] 1760401896095455, 0.217354, 0.0349522, -0.3731, -0.3109, -0.998202, -0.00826564, 0.000976684, 0.0593626, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:31:36.098630] [0x0000007fa27fb9a0] [MocapTag] [0x0000068f] [70] 1760401896098511, 0.22041, 0.0349522, -0.3731, -0.3109, -0.998202, -0.00826564, 0.000976684, 0.0593626, 0.0378108, 0.00791688, -0.0159862, -0.0895739, -0.140323, 0, 
[2025-10-13 20:31:36.102130] [0x0000007fa27fb9a0] [MocapTag] [0x0000068f] [72] 1760401896102020, 0.223919, 0.0349522, -0.3731, -0.3109, -0.998202, -0.00826564, 0.000976684, 0.0593626, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:31:36.104965] [0x0000007fa27fb9a0] [MocapTag] [0x0000068f] [73] 1760401896104856, 0.226755, 0.0348112, -0.37309, -0.310849, -0.998205, -0.00869106, 0.00131474, 0.0592399, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:31:36.107438] [0x0000007fa27fb9a0] [MocapTag] [0x0000068f] [74] 1760401896107333, 0.229232, 0.0348112, -0.37309, -0.310849, -0.998205, -0.00869106, 0.00131474, 0.0592399, -0.0140994, 0, 0.00509856, 0.0809669, 0.0723281, 0, 
[2025-10-13 20:31:36.110931] [0x0000007fa27fb9a0] [MocapTag] [0x0000068f] [76] 1760401896110822, 0.232721, 0.0348112, -0.37309, -0.310849, -0.998205, -0.00869106, 0.00131474, 0.0592399, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:31:36.112754] [0x0000007fa27fb9a0] [MocapTag] [0x0000068f] [77] 1760401896112633, 0.234532, 0.0348112, -0.37309, -0.310849, -0.998205, -0.00869106, 0.00131474, 0.0592399, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:31:36.115626] [0x0000007fa27fb9a0] [MocapTag] [0x0000068f] [78] 1760401896115517, 0.237416, 0.0347928, -0.373103, -0.31085, -0.998197, -0.0088086, 0.00143708, 0.0593539, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:31:36.118183] [0x0000007fa27fb9a0] [MocapTag] [0x0000068f] [79] 1760401896118080, 0.239979, 0.0347928, -0.373103, -0.31085, -0.998197, -0.0088086, 0.00143708, 0.0593539, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:31:36.121768] [0x0000007fa27fb9a0] [MocapTag] [0x0000068f] [81] 1760401896121655, 0.243554, 0.0347928, -0.373103, -0.31085, -0.998197, -0.0088086, 0.00143708, 0.0593539, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:31:36.123477] [0x0000007fa27fb9a0] [MocapTag] [0x0000068f] [82] 1760401896123330, 0.245229, 0.0347928, -0.373103, -0.31085, -0.998197, -0.0088086, 0.00143708, 0.0593539, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:31:36.126092] [0x0000007fa27fb9a0] [MocapTag] [0x0000068f] [83] 1760401896125981, 0.24788, 0.0347563, -0.373149, -0.310847, -0.998204, -0.00869047, 0.00141938, 0.0592592, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:31:36.128831] [0x0000007fa27fb9a0] [MocapTag] [0x0000068f] [84] 1760401896128720, 0.250619, 0.0347563, -0.373149, -0.310847, -0.998204, -0.00869047, 0.00141938, 0.0592592, -0.00364972, -0.00451717, 0, 0, 0, 0, 
[2025-10-13 20:31:36.131687] [0x0000007fa27fb9a0] [MocapTag] [0x0000068f] [86] 1760401896131576, 0.253475, 0.0347563, -0.373149, -0.310847, -0.998204, -0.00869047, 0.00141938, 0.0592592, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:31:36.135150] [0x0000007fa27fb9a0] [MocapTag] [0x0000068f] [87] 1760401896135040, 0.256939, 0.0349325, -0.373209, -0.310951, -0.998167, -0.00857951, 0.00175132, 0.0598749, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:31:36.137119] [0x0000007fa27fb9a0] [MocapTag] [0x0000068f] [88] 1760401896137011, 0.25891, 0.0349325, -0.373209, -0.310951, -0.998167, -0.00857951, 0.00175132, 0.0598749, 0.0176124, -0.00605645, -0.0104282, 0, 0.0659981, 0.122859, 
[2025-10-13 20:31:36.139780] [0x0000007fa27fb9a0] [MocapTag] [0x0000068f] [90] 1760401896139679, 0.261578, 0.0349325, -0.373209, -0.310951, -0.998167, -0.00857951, 0.00175132, 0.0598749, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:31:36.142435] [0x0000007fa27fb9a0] [MocapTag] [0x0000068f] [91] 1760401896142325, 0.264224, 0.0349325, -0.373209, -0.310951, -0.998167, -0.00857951, 0.00175132, 0.0598749, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:31:36.145459] [0x0000007fa27fb9a0] [MocapTag] [0x0000068f] [92] 1760401896145354, 0.267253, 0.0347209, -0.373184, -0.310838, -0.998196, -0.00863683, 0.00152332, 0.0593949, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:31:36.147970] [0x0000007fa27fb9a0] [MocapTag] [0x0000068f] [93] 1760401896147859, 0.269758, 0.0347209, -0.373184, -0.310838, -0.998196, -0.00863683, 0.00152332, 0.0593949, -0.0211578, 0.00252687, 0.0112833, 0, -0.0456516, -0.0958189, 
[2025-10-13 20:31:36.150694] [0x0000007fa27fb9a0] [MocapTag] [0x0000068f] [95] 1760401896150583, 0.272482, 0.0347209, -0.373184, -0.310838, -0.998196, -0.00863683, 0.00152332, 0.0593949, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:31:36.153206] [0x0000007fa27fb9a0] [MocapTag] [0x0000068f] [96] 1760401896153100, 0.274999, 0.0347209, -0.373184, -0.310838, -0.998196, -0.00863683, 0.00152332, 0.0593949, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:31:36.155877] [0x0000007fa27fb9a0] [MocapTag] [0x0000068f] [97] 1760401896155768, 0.277667, 0.03462, -0.373183, -0.310801, -0.998206, -0.00880111, 0.00182198, 0.0591992, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:31:36.158460] [0x0000007fa27fb9a0] [MocapTag] [0x0000068f] [98] 1760401896158346, 0.280245, 0.03462, -0.373183, -0.310801, -0.998206, -0.00880111, 0.00182198, 0.0591992, -0.0100881, 0, 0.00374793, 0, 0.0612359, -0.0397749, 
[2025-10-13 20:31:36.161066] [0x0000007fa27fb9a0] [MocapTag] [0x0000068f] [100] 1760401896160956, 0.282855, 0.03462, -0.373183, -0.310801, -0.998206, -0.00880111, 0.00182198, 0.0591992, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:31:36.163623] [0x0000007fa27fb9a0] [MocapTag] [0x0000068f] [101] 1760401896163514, 0.285413, 0.03462, -0.373183, -0.310801, -0.998206, -0.00880111, 0.00182198, 0.0591992, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:31:36.166100] [0x0000007fa27fb9a0] [MocapTag] [0x0000068f] [102] 1760401896165993, 0.287892, 0.0345025, -0.373168, -0.310741, -0.998213, -0.00914275, 0.00215211, 0.0590134, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:31:36.169008] [0x0000007fa27fb9a0] [MocapTag] [0x0000068f] [103] 1760401896168916, 0.290815, 0.0345025, -0.373168, -0.310741, -0.998213, -0.00914275, 0.00215211, 0.0590134, -0.011746, 0, 0.00596066, 0.0643969, 0.0696174, -0.0379629, 
[2025-10-13 20:31:36.171283] [0x0000007fa27fb9a0] [MocapTag] [0x0000068f] [105] 1760401896171166, 0.293065, 0.0345025, -0.373168, -0.310741, -0.998213, -0.00914275, 0.00215211, 0.0590134, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:31:36.174023] [0x0000007fa27fb9a0] [MocapTag] [0x0000068f] [106] 1760401896173909, 0.295808, 0.0343503, -0.373163, -0.310835, -0.998283, -0.00952178, 0.003841, 0.0576618, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:31:36.177993] [0x0000007fa27fb9a0] [MocapTag] [0x0000068f] [107] 1760401896177873, 0.299772, 0.0343503, -0.373163, -0.310835, -0.998283, -0.00952178, 0.003841, 0.0576618, -0.0152195, 0, -0.00938273, 0.0569582, 0.339137, -0.274003, 
[2025-10-13 20:31:36.179302] [0x0000007fa27fb9a0] [MocapTag] [0x0000068f] [108] 1760401896179208, 0.301107, 0.0343503, -0.373163, -0.310835, -0.998283, -0.00952178, 0.003841, 0.0576618, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:31:36.182481] [0x0000007fa27fb9a0] [MocapTag] [0x0000068f] [110] 1760401896182369, 0.304268, 0.0343503, -0.373163, -0.310835, -0.998283, -0.00952178, 0.003841, 0.0576618, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:31:36.185105] [0x0000007fa27fb9a0] [MocapTag] [0x0000068f] [111] 1760401896184993, 0.306892, 0.0322681, -0.374685, -0.309142, -0.999263, -0.00708962, 0.00942385, 0.0365179, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:31:36.188033] [0x0000007fa27fb9a0] [MocapTag] [0x0000068f] [112] 1760401896187915, 0.309814, 0.0322681, -0.374685, -0.309142, -0.999263, -0.00708962, 0.00942385, 0.0365179, -0.208229, -0.152187, 0.169352, -0.508618, 1.05858, -4.23856, 
[2025-10-13 20:31:36.190317] [0x0000007fa27fb9a0] [MocapTag] [0x0000068f] [114] 1760401896190195, 0.312094, 0.0322681, -0.374685, -0.309142, -0.999263, -0.00708962, 0.00942385, 0.0365179, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:31:36.193229] [0x0000007fa27fb9a0] [MocapTag] [0x0000068f] [115] 1760401896193105, 0.315004, 0.0322681, -0.374685, -0.309142, -0.999263, -0.00708962, 0.00942385, 0.0365179, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:31:36.195720] [0x0000007fa27fb9a0] [MocapTag] [0x0000068f] [116] 1760401896195603, 0.317502, 0.0322664, -0.374705, -0.309146, -0.999262, -0.00706363, 0.00941949, 0.0365586, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:31:36.199044] [0x0000007fa27fb9a0] [MocapTag] [0x0000068f] [117] 1760401896198923, 0.320822, 0.0322664, -0.374705, -0.309146, -0.999262, -0.00706363, 0.00941949, 0.0365586, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:31:36.201576] [0x0000007fa27fb9a0] [MocapTag] [0x0000068f] [119] 1760401896201455, 0.323354, 0.0322664, -0.374705, -0.309146, -0.999262, -0.00706363, 0.00941949, 0.0365586, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:31:36.204370] [0x0000007fa27fb9a0] [MocapTag] [0x0000068f] [120] 1760401896204240, 0.326139, 0.0322806, -0.374704, -0.309152, -0.999262, -0.00706349, 0.00945013, 0.0365441, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:31:36.207157] [0x0000007fa27fb9a0] [MocapTag] [0x0000068f] [121] 1760401896207040, 0.328939, 0.0322806, -0.374704, -0.309152, -0.999262, -0.00706349, 0.00945013, 0.0365441, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:31:36.209482] [0x0000007fa27fb9a0] [MocapTag] [0x0000068f] [123] 1760401896209415, 0.331314, 0.0322806, -0.374704, -0.309152, -0.999262, -0.00706349, 0.00945013, 0.0365441, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:31:36.213379] [0x0000007fa27fb9a0] [MocapTag] [0x0000068f] [124] 1760401896213246, 0.335145, 0.0322806, -0.374704, -0.309152, -0.999262, -0.00706349, 0.00945013, 0.0365441, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:31:36.215932] [0x0000007fa27fb9a0] [MocapTag] [0x0000068f] [125] 1760401896215817, 0.337716, 0.0322643, -0.374711, -0.309158, -0.99926, -0.00706428, 0.00940262, 0.0366157, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:31:36.219191] [0x0000007fa27fb9a0] [MocapTag] [0x0000068f] [126] 1760401896219070, 0.340969, 0.0322643, -0.374711, -0.309158, -0.99926, -0.00706428, 0.00940262, 0.0366157, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:31:36.221373] [0x0000007fa27fb9a0] [MocapTag] [0x0000068f] [128] 1760401896221248, 0.343147, 0.0322643, -0.374711, -0.309158, -0.99926, -0.00706428, 0.00940262, 0.0366157, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:31:36.224168] [0x0000007fa27fb9a0] [MocapTag] [0x0000068f] [129] 1760401896224042, 0.345941, 0.0322667, -0.374705, -0.309156, -0.999262, -0.0070632, 0.00943229, 0.0365681, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:31:36.226912] [0x0000007fa27fb9a0] [MocapTag] [0x0000068f] [130] 1760401896226795, 0.348694, 0.0322667, -0.374705, -0.309156, -0.999262, -0.0070632, 0.00943229, 0.0365681, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:31:36.229677] [0x0000007fa27fb9a0] [MocapTag] [0x0000068f] [132] 1760401896229597, 0.351496, 0.0322667, -0.374705, -0.309156, -0.999262, -0.0070632, 0.00943229, 0.0365681, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:31:36.232384] [0x0000007fa27fb9a0] [MocapTag] [0x0000068f] [133] 1760401896232271, 0.35417, 0.0322667, -0.374705, -0.309156, -0.999262, -0.0070632, 0.00943229, 0.0365681, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:31:36.235003] [0x0000007fa27fb9a0] [MocapTag] [0x0000068f] [134] 1760401896234886, 0.356785, 0.0348391, -0.37374, -0.310024, -0.998297, -0.00876802, 0.00150246, 0.0576468, 0, 0, 0, 0, 0, 0, 
