[2025-10-13 20:22:22.120401] [0x0000007fa94857c0] [MocapTag] [0x000012d0] [2] Mocap timestamp, Mocap time [s], Mocap position x [m], Mocap position y [m], Mocap position z [m], Mocap Quaternion q0 [-], Mocap Quaternion q1 [-], Mocap Quaternion q2 [-], Mocap Quaternion q3 [-], Mocap Velocity x [m/s], Mocap Velocity y [m/s], Mocap Velocity z [m/s], Mocap Angular velocity x [rad/s], Mocap Angular velocity y [rad/s], Mocap Angular velocity z [rad/s], 
[2025-10-13 20:22:22.125013] [0x0000007fa4b5e9a0] [MocapTag] [0x000012d0] [4] 1760401342124868, 0.057808, -0.0115837, -0.320438, -0.310815, -0.99956, -0.0132168, 0.0197947, 0.0177215, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:22:22.128610] [0x0000007fa4b5e9a0] [MocapTag] [0x000012d0] [6] 1760401342128488, 0.061428, -0.0115837, -0.320438, -0.310815, -0.99956, -0.0132168, 0.0197947, 0.0177215, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:22:22.130445] [0x0000007fa4b5e9a0] [MocapTag] [0x000012d0] [7] 1760401342130331, 0.063271, -0.011576, -0.320454, -0.310833, -0.99956, -0.0131592, 0.0198841, 0.0176301, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:22:22.133231] [0x0000007fa4b5e9a0] [MocapTag] [0x000012d0] [8] 1760401342133122, 0.066062, -0.011576, -0.320454, -0.310833, -0.99956, -0.0131592, 0.0198841, 0.0176301, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:22:22.135638] [0x0000007fa4b5e9a0] [MocapTag] [0x000012d0] [9] 1760401342135533, 0.068473, -0.011576, -0.320454, -0.310833, -0.99956, -0.0131592, 0.0198841, 0.0176301, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:22:22.138713] [0x0000007fa4b5e9a0] [MocapTag] [0x000012d0] [11] 1760401342138600, 0.07154, -0.011576, -0.320454, -0.310833, -0.99956, -0.0131592, 0.0198841, 0.0176301, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:22:22.142632] [0x0000007fa4b5e9a0] [MocapTag] [0x000012d0] [12] 1760401342142522, 0.075462, -0.011564, -0.320439, -0.310815, -0.999558, -0.0132217, 0.019871, 0.0177064, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:22:22.143873] [0x0000007fa4b5e9a0] [MocapTag] [0x000012d0] [13] 1760401342143765, 0.076705, -0.011564, -0.320439, -0.310815, -0.999558, -0.0132217, 0.019871, 0.0177064, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:22:22.146590] [0x0000007fa4b5e9a0] [MocapTag] [0x000012d0] [14] 1760401342146469, 0.079409, -0.011564, -0.320439, -0.310815, -0.999558, -0.0132217, 0.019871, 0.0177064, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:22:22.150076] [0x0000007fa4b5e9a0] [MocapTag] [0x000012d0] [16] 1760401342149966, 0.082906, -0.0115654, -0.320433, -0.310834, -0.999557, -0.0132397, 0.0198749, 0.0177564, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:22:22.152015] [0x0000007fa4b5e9a0] [MocapTag] [0x000012d0] [17] 1760401342151912, 0.084852, -0.0115654, -0.320433, -0.310834, -0.999557, -0.0132397, 0.0198749, 0.0177564, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:22:22.155157] [0x0000007fa4b5e9a0] [MocapTag] [0x000012d0] [18] 1760401342155050, 0.08799, -0.0115654, -0.320433, -0.310834, -0.999557, -0.0132397, 0.0198749, 0.0177564, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:22:22.158680] [0x0000007fa4b5e9a0] [MocapTag] [0x000012d0] [20] 1760401342158568, 0.091508, -0.0115654, -0.320433, -0.310834, -0.999557, -0.0132397, 0.0198749, 0.0177564, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:22:22.160691] [0x0000007fa4b5e9a0] [MocapTag] [0x000012d0] [21] 1760401342160577, 0.093517, -0.0115628, -0.320437, -0.310818, -0.999558, -0.0132066, 0.0198834, 0.0176943, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:22:22.163731] [0x0000007fa4b5e9a0] [MocapTag] [0x000012d0] [22] 1760401342163622, 0.096562, -0.0115628, -0.320437, -0.310818, -0.999558, -0.0132066, 0.0198834, 0.0176943, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:22:22.171934] [0x0000007fa4b5e9a0] [MocapTag] [0x000012d0] [24] 1760401342171810, 0.10475, -0.0115628, -0.320437, -0.310818, -0.999558, -0.0132066, 0.0198834, 0.0176943, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:22:22.172540] [0x0000007fa4b5e9a0] [MocapTag] [0x000012d0] [25] 1760401342172427, 0.105367, -0.0119346, -0.320747, -0.310856, -0.999619, -0.0119718, 0.0189459, 0.0160891, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:22:22.173203] [0x0000007fa4b5e9a0] [MocapTag] [0x000012d0] [26] 1760401342173086, 0.106026, -0.0119346, -0.320747, -0.310856, -0.999619, -0.0119718, 0.0189459, 0.0160891, -0.0371761, -0.0310256, -0.00375808, -0.237751, -0.195543, -0.314231, 
[2025-10-13 20:22:22.175846] [0x0000007fa4b5e9a0] [MocapTag] [0x000012d0] [27] 1760401342175734, 0.108674, -0.0119346, -0.320747, -0.310856, -0.999619, -0.0119718, 0.0189459, 0.0160891, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:22:22.178447] [0x0000007fa4b5e9a0] [MocapTag] [0x000012d0] [29] 1760401342178329, 0.111269, -0.0119346, -0.320747, -0.310856, -0.999619, -0.0119718, 0.0189459, 0.0160891, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:22:22.182185] [0x0000007fa4b5e9a0] [MocapTag] [0x000012d0] [30] 1760401342182074, 0.115014, -0.0119588, -0.320755, -0.310844, -0.999619, -0.0119647, 0.0189536, 0.0161346, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:22:22.183823] [0x0000007fa4b5e9a0] [MocapTag] [0x000012d0] [31] 1760401342183705, 0.116645, -0.0119588, -0.320755, -0.310844, -0.999619, -0.0119647, 0.0189536, 0.0161346, -0.00241629, 0, 0, 0, 0, 0, 
[2025-10-13 20:22:22.187185] [0x0000007fa4b5e9a0] [MocapTag] [0x000012d0] [32] 1760401342187088, 0.120028, -0.0119588, -0.320755, -0.310844, -0.999619, -0.0119647, 0.0189536, 0.0161346, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:22:22.190088] [0x0000007fa4b5e9a0] [MocapTag] [0x000012d0] [34] 1760401342189974, 0.122914, -0.011689, -0.320587, -0.310939, -0.999534, -0.0137315, 0.0204378, 0.0180209, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:22:22.192956] [0x0000007fa4b5e9a0] [MocapTag] [0x000012d0] [35] 1760401342192847, 0.125787, -0.011689, -0.320587, -0.310939, -0.999534, -0.0137315, 0.0204378, 0.0180209, 0.0269763, 0.0167617, -0.00955268, 0.341153, 0.307513, 0.366943, 
[2025-10-13 20:22:22.196294] [0x0000007fa4b5e9a0] [MocapTag] [0x000012d0] [36] 1760401342196187, 0.129127, -0.011689, -0.320587, -0.310939, -0.999534, -0.0137315, 0.0204378, 0.0180209, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:22:22.198609] [0x0000007fa4b5e9a0] [MocapTag] [0x000012d0] [38] 1760401342198497, 0.131437, -0.0118175, -0.320691, -0.310916, -0.999625, -0.0119388, 0.0189049, 0.0158297, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:22:22.202224] [0x0000007fa4b5e9a0] [MocapTag] [0x000012d0] [39] 1760401342202113, 0.135053, -0.0118175, -0.320691, -0.310916, -0.999625, -0.0119388, 0.0189049, 0.0158297, -0.0128509, -0.0103461, 0.00230776, -0.345016, -0.318034, -0.427762, 
[2025-10-13 20:22:22.204917] [0x0000007fa4b5e9a0] [MocapTag] [0x000012d0] [40] 1760401342204804, 0.137744, -0.0118175, -0.320691, -0.310916, -0.999625, -0.0119388, 0.0189049, 0.0158297, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:22:22.207899] [0x0000007fa4b5e9a0] [MocapTag] [0x000012d0] [42] 1760401342207788, 0.140728, -0.0118175, -0.320691, -0.310916, -0.999625, -0.0119388, 0.0189049, 0.0158297, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:22:22.211211] [0x0000007fa4b5e9a0] [MocapTag] [0x000012d0] [43] 1760401342211103, 0.144043, -0.0115405, -0.320412, -0.310878, -0.999563, -0.0132619, 0.0198406, 0.0174467, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:22:22.213814] [0x0000007fa4b5e9a0] [MocapTag] [0x000012d0] [44] 1760401342213707, 0.146647, -0.0115405, -0.320412, -0.310878, -0.999563, -0.0132619, 0.0198406, 0.0174467, 0.0277047, 0.0278735, 0.00383787, 0.255418, 0.195453, 0.316243, 
[2025-10-13 20:22:22.215903] [0x0000007fa4b5e9a0] [MocapTag] [0x000012d0] [45] 1760401342215786, 0.148726, -0.0115405, -0.320412, -0.310878, -0.999563, -0.0132619, 0.0198406, 0.0174467, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:22:22.218838] [0x0000007fa4b5e9a0] [MocapTag] [0x000012d0] [47] 1760401342218721, 0.151661, -0.0119515, -0.320719, -0.310845, -0.99962, -0.0120224, 0.0189019, 0.0160727, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:22:22.221840] [0x0000007fa4b5e9a0] [MocapTag] [0x000012d0] [48] 1760401342221730, 0.15467, -0.0119515, -0.320719, -0.310845, -0.99962, -0.0120224, 0.0189019, 0.0160727, -0.0411073, -0.0306606, 0.00329426, -0.239611, -0.195223, -0.267927, 
[2025-10-13 20:22:22.224156] [0x0000007fa4b5e9a0] [MocapTag] [0x000012d0] [49] 1760401342224050, 0.15699, -0.0119515, -0.320719, -0.310845, -0.99962, -0.0120224, 0.0189019, 0.0160727, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:22:22.226967] [0x0000007fa4b5e9a0] [MocapTag] [0x000012d0] [50] 1760401342226870, 0.15981, -0.0119515, -0.320719, -0.310845, -0.99962, -0.0120224, 0.0189019, 0.0160727, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:22:22.229759] [0x0000007fa4b5e9a0] [MocapTag] [0x000012d0] [52] 1760401342229640, 0.16258, -0.0116801, -0.320524, -0.310922, -0.999535, -0.0137721, 0.0205016, 0.0178677, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:22:22.233105] [0x0000007fa4b5e9a0] [MocapTag] [0x000012d0] [53] 1760401342232995, 0.165935, -0.0116801, -0.320524, -0.310922, -0.999535, -0.0137721, 0.0205016, 0.0178677, 0.0271485, 0.019445, -0.00770622, 0.337768, 0.330289, 0.348465, 
[2025-10-13 20:22:22.235142] [0x0000007fa4b5e9a0] [MocapTag] [0x000012d0] [54] 1760401342235036, 0.167976, -0.0116801, -0.320524, -0.310922, -0.999535, -0.0137721, 0.0205016, 0.0178677, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:22:22.238060] [0x0000007fa4b5e9a0] [MocapTag] [0x000012d0] [56] 1760401342237957, 0.170897, -0.0116801, -0.320524, -0.310922, -0.999535, -0.0137721, 0.0205016, 0.0178677, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:22:22.240713] [0x0000007fa4b5e9a0] [MocapTag] [0x000012d0] [57] 1760401342240602, 0.173542, -0.0120163, -0.320846, -0.310991, -0.999591, -0.0125484, 0.0198459, 0.0163269, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:22:22.243408] [0x0000007fa4b5e9a0] [MocapTag] [0x000012d0] [58] 1760401342243303, 0.176243, -0.0120163, -0.320846, -0.310991, -0.999591, -0.0125484, 0.0198459, 0.0163269, -0.033622, -0.0321547, -0.00694761, -0.236464, -0.139209, -0.301801, 
[2025-10-13 20:22:22.246108] [0x0000007fa4b5e9a0] [MocapTag] [0x000012d0] [59] 1760401342245956, 0.178896, -0.0120163, -0.320846, -0.310991, -0.999591, -0.0125484, 0.0198459, 0.0163269, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:22:22.248832] [0x0000007fa4b5e9a0] [MocapTag] [0x000012d0] [61] 1760401342248723, 0.181663, -0.0118527, -0.320716, -0.310928, -0.999618, -0.0120665, 0.0191296, 0.0158661, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:22:22.251577] [0x0000007fa4b5e9a0] [MocapTag] [0x000012d0] [62] 1760401342251462, 0.184402, -0.0118527, -0.320716, -0.310928, -0.999618, -0.0120665, 0.0191296, 0.0158661, 0.0163601, 0.0130309, 0.00632971, -0.092411, -0.145889, -0.0886887, 
[2025-10-13 20:22:22.254223] [0x0000007fa4b5e9a0] [MocapTag] [0x000012d0] [63] 1760401342254113, 0.187053, -0.0118527, -0.320716, -0.310928, -0.999618, -0.0120665, 0.0191296, 0.0158661, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:22:22.257068] [0x0000007fa4b5e9a0] [MocapTag] [0x000012d0] [64] 1760401342256981, 0.189921, -0.0118527, -0.320716, -0.310928, -0.999618, -0.0120665, 0.0191296, 0.0158661, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:22:22.259735] [0x0000007fa4b5e9a0] [MocapTag] [0x000012d0] [66] 1760401342259624, 0.192564, -0.0118794, -0.320751, -0.310922, -0.999619, -0.0119865, 0.0190599, 0.0159922, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:22:22.262556] [0x0000007fa4b5e9a0] [MocapTag] [0x000012d0] [67] 1760401342262446, 0.195386, -0.0118794, -0.320751, -0.310922, -0.999619, -0.0119865, 0.0190599, 0.0159922, -0.00267348, -0.00354908, 0, 0, 0, 0, 
[2025-10-13 20:22:22.265829] [0x0000007fa4b5e9a0] [MocapTag] [0x000012d0] [68] 1760401342265712, 0.198652, -0.0118794, -0.320751, -0.310922, -0.999619, -0.0119865, 0.0190599, 0.0159922, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:22:22.268502] [0x0000007fa4b5e9a0] [MocapTag] [0x000012d0] [70] 1760401342268382, 0.201322, -0.0119768, -0.320771, -0.310847, -0.999617, -0.0119396, 0.0189567, 0.0162208, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:22:22.271337] [0x0000007fa4b5e9a0] [MocapTag] [0x000012d0] [71] 1760401342271228, 0.204168, -0.0119768, -0.320771, -0.310847, -0.999617, -0.0119396, 0.0189567, 0.0162208, -0.00973488, -0.00200893, 0.00754091, 0, 0, 0.046153, 
[2025-10-13 20:22:22.274032] [0x0000007fa4b5e9a0] [MocapTag] [0x000012d0] [72] 1760401342273927, 0.206867, -0.0119768, -0.320771, -0.310847, -0.999617, -0.0119396, 0.0189567, 0.0162208, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:22:22.276657] [0x0000007fa4b5e9a0] [MocapTag] [0x000012d0] [73] 1760401342276545, 0.209485, -0.0119768, -0.320771, -0.310847, -0.999617, -0.0119396, 0.0189567, 0.0162208, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:22:22.279565] [0x0000007fa4b5e9a0] [MocapTag] [0x000012d0] [75] 1760401342279451, 0.212391, -0.0118549, -0.320662, -0.310859, -0.999518, -0.0139229, 0.0204497, 0.0187435, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:22:22.282963] [0x0000007fa4b5e9a0] [MocapTag] [0x000012d0] [76] 1760401342282854, 0.215794, -0.0118549, -0.320662, -0.310859, -0.999518, -0.0139229, 0.0204497, 0.0187435, 0.0121821, 0.0109571, 0, 0.381804, 0.311793, 0.493412, 
[2025-10-13 20:22:22.285273] [0x0000007fa4b5e9a0] [MocapTag] [0x000012d0] [77] 1760401342285168, 0.218108, -0.0118549, -0.320662, -0.310859, -0.999518, -0.0139229, 0.0204497, 0.0187435, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:22:22.287932] [0x0000007fa4b5e9a0] [MocapTag] [0x000012d0] [79] 1760401342287824, 0.220764, -0.0118549, -0.320662, -0.310859, -0.999518, -0.0139229, 0.0204497, 0.0187435, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:22:22.290706] [0x0000007fa4b5e9a0] [MocapTag] [0x000012d0] [80] 1760401342290594, 0.223534, -0.0116807, -0.320559, -0.31094, -0.999532, -0.013762, 0.0205561, 0.0180064, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:22:22.294969] [0x0000007fa4b5e9a0] [MocapTag] [0x000012d0] [81] 1760401342294858, 0.227798, -0.0116807, -0.320559, -0.31094, -0.999532, -0.013762, 0.0205561, 0.0180064, 0.0174214, 0.0102838, -0.00805014, 0, 0, -0.147136, 
[2025-10-13 20:22:22.296245] [0x0000007fa4b5e9a0] [MocapTag] [0x000012d0] [82] 1760401342296137, 0.229077, -0.0116807, -0.320559, -0.31094, -0.999532, -0.013762, 0.0205561, 0.0180064, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:22:22.298909] [0x0000007fa4b5e9a0] [MocapTag] [0x000012d0] [84] 1760401342298790, 0.23173, -0.0114359, -0.320342, -0.31085, -0.999568, -0.0131587, 0.0198077, 0.0172469, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:22:22.302310] [0x0000007fa4b5e9a0] [MocapTag] [0x000012d0] [85] 1760401342302202, 0.235142, -0.0114359, -0.320342, -0.31085, -0.999568, -0.0131587, 0.0198077, 0.0172469, 0.0244808, 0.021678, 0.00891742, -0.115085, -0.153771, -0.14767, 
[2025-10-13 20:22:22.304281] [0x0000007fa4b5e9a0] [MocapTag] [0x000012d0] [86] 1760401342304175, 0.237115, -0.0114359, -0.320342, -0.31085, -0.999568, -0.0131587, 0.0198077, 0.0172469, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:22:22.307196] [0x0000007fa4b5e9a0] [MocapTag] [0x000012d0] [87] 1760401342307109, 0.240049, -0.0114359, -0.320342, -0.31085, -0.999568, -0.0131587, 0.0198077, 0.0172469, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:22:22.310129] [0x0000007fa4b5e9a0] [MocapTag] [0x000012d0] [89] 1760401342310017, 0.242957, -0.0118304, -0.320672, -0.310936, -0.999616, -0.0121113, 0.0192388, 0.0158183, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:22:22.313677] [0x0000007fa4b5e9a0] [MocapTag] [0x000012d0] [90] 1760401342313569, 0.246509, -0.0118304, -0.320672, -0.310936, -0.999616, -0.0121113, 0.0192388, 0.0158183, -0.0394478, -0.0330037, -0.00859655, -0.202179, -0.120698, -0.280453, 
[2025-10-13 20:22:22.315964] [0x0000007fa4b5e9a0] [MocapTag] [0x000012d0] [91] 1760401342315856, 0.248796, -0.0118304, -0.320672, -0.310936, -0.999616, -0.0121113, 0.0192388, 0.0158183, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:22:22.318799] [0x0000007fa4b5e9a0] [MocapTag] [0x000012d0] [93] 1760401342318689, 0.251629, -0.0118483, -0.320685, -0.310926, -0.999616, -0.012124, 0.0191748, 0.0158966, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:22:22.321697] [0x0000007fa4b5e9a0] [MocapTag] [0x000012d0] [94] 1760401342321589, 0.254529, -0.0118483, -0.320685, -0.310926, -0.999616, -0.012124, 0.0191748, 0.0158966, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:22:22.324288] [0x0000007fa4b5e9a0] [MocapTag] [0x000012d0] [95] 1760401342324181, 0.257121, -0.0118483, -0.320685, -0.310926, -0.999616, -0.012124, 0.0191748, 0.0158966, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:22:22.327182] [0x0000007fa4b5e9a0] [MocapTag] [0x000012d0] [97] 1760401342327127, 0.260067, -0.0118483, -0.320685, -0.310926, -0.999616, -0.012124, 0.0191748, 0.0158966, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:22:22.330226] [0x0000007fa4b5e9a0] [MocapTag] [0x000012d0] [98] 1760401342330115, 0.263055, -0.0115113, -0.320421, -0.310878, -0.999561, -0.0132642, 0.0199394, 0.0174577, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:22:22.333146] [0x0000007fa4b5e9a0] [MocapTag] [0x000012d0] [99] 1760401342333036, 0.265976, -0.0115113, -0.320421, -0.310878, -0.999561, -0.0132642, 0.0199394, 0.0174577, 0.0336929, 0.0263417, 0.00481206, 0.219512, 0.160532, 0.306119, 
[2025-10-13 20:22:22.335543] [0x0000007fa4b5e9a0] [MocapTag] [0x000012d0] [100] 1760401342335435, 0.268375, -0.0115113, -0.320421, -0.310878, -0.999561, -0.0132642, 0.0199394, 0.0174577, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:22:22.338652] [0x0000007fa4b5e9a0] [MocapTag] [0x000012d0] [102] 1760401342338531, 0.271471, -0.0115307, -0.320423, -0.310865, -0.999561, -0.0132435, 0.0198709, 0.0175139, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:22:22.343944] [0x0000007fa4b5e9a0] [MocapTag] [0x000012d0] [103] 1760401342343820, 0.27676, -0.0115307, -0.320423, -0.310865, -0.999561, -0.0132435, 0.0198709, 0.0175139, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:22:22.344545] [0x0000007fa4b5e9a0] [MocapTag] [0x000012d0] [104] 1760401342344448, 0.277388, -0.0115307, -0.320423, -0.310865, -0.999561, -0.0132435, 0.0198709, 0.0175139, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:22:22.346746] [0x0000007fa4b5e9a0] [MocapTag] [0x000012d0] [105] 1760401342346633, 0.279573, -0.0115307, -0.320423, -0.310865, -0.999561, -0.0132435, 0.0198709, 0.0175139, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:22:22.349980] [0x0000007fa4b5e9a0] [MocapTag] [0x000012d0] [107] 1760401342349860, 0.2828, -0.0115115, -0.320412, -0.31086, -0.999556, -0.0132784, 0.020024, 0.0176066, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:22:22.352164] [0x0000007fa4b5e9a0] [MocapTag] [0x000012d0] [108] 1760401342352061, 0.285001, -0.0115115, -0.320412, -0.31086, -0.999556, -0.0132784, 0.020024, 0.0176066, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:22:22.354796] [0x0000007fa4b5e9a0] [MocapTag] [0x000012d0] [109] 1760401342354688, 0.287628, -0.0115115, -0.320412, -0.31086, -0.999556, -0.0132784, 0.020024, 0.0176066, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:22:22.357655] [0x0000007fa4b5e9a0] [MocapTag] [0x000012d0] [111] 1760401342357597, 0.290537, -0.0115115, -0.320412, -0.31086, -0.999556, -0.0132784, 0.020024, 0.0176066, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:22:22.361144] [0x0000007fa4b5e9a0] [MocapTag] [0x000012d0] [112] 1760401342361007, 0.293947, -0.0115207, -0.32044, -0.310842, -0.999558, -0.0131914, 0.019975, 0.0176148, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:22:22.363101] [0x0000007fa4b5e9a0] [MocapTag] [0x000012d0] [113] 1760401342362993, 0.295933, -0.0115207, -0.32044, -0.310842, -0.999558, -0.0131914, 0.019975, 0.0176148, 0, -0.0027628, 0, 0, 0, 0, 
[2025-10-13 20:22:22.365705] [0x0000007fa4b5e9a0] [MocapTag] [0x000012d0] [114] 1760401342365589, 0.298529, -0.0115207, -0.32044, -0.310842, -0.999558, -0.0131914, 0.019975, 0.0176148, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:22:22.368437] [0x0000007fa4b5e9a0] [MocapTag] [0x000012d0] [116] 1760401342368321, 0.301261, -0.0115207, -0.32044, -0.310842, -0.999558, -0.0131914, 0.019975, 0.0176148, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:22:22.370927] [0x0000007fa4b5e9a0] [MocapTag] [0x000012d0] [117] 1760401342370819, 0.303759, -0.0116684, -0.320579, -0.310938, -0.999532, -0.0137541, 0.0204934, 0.018049, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:22:22.373815] [0x0000007fa4b5e9a0] [MocapTag] [0x000012d0] [118] 1760401342373693, 0.306633, -0.0116684, -0.320579, -0.310938, -0.999532, -0.0137541, 0.0204934, 0.018049, -0.0147739, -0.0139307, -0.00957963, 0.109076, 0.106803, 0.0833184, 
[2025-10-13 20:22:22.377764] [0x0000007fa4b5e9a0] [MocapTag] [0x000012d0] [120] 1760401342377668, 0.310608, -0.0116684, -0.320579, -0.310938, -0.999532, -0.0137541, 0.0204934, 0.018049, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:22:22.380100] [0x0000007fa4b5e9a0] [MocapTag] [0x000012d0] [121] 1760401342379990, 0.31293, -0.0116701, -0.32056, -0.310935, -0.999529, -0.0138506, 0.0205052, 0.0181749, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:22:22.383072] [0x0000007fa4b5e9a0] [MocapTag] [0x000012d0] [122] 1760401342382969, 0.315909, -0.0116701, -0.32056, -0.310935, -0.999529, -0.0138506, 0.0205052, 0.0181749, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:22:22.385526] [0x0000007fa4b5e9a0] [MocapTag] [0x000012d0] [123] 1760401342385424, 0.318364, -0.0116701, -0.32056, -0.310935, -0.999529, -0.0138506, 0.0205052, 0.0181749, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:22:22.388380] [0x0000007fa4b5e9a0] [MocapTag] [0x000012d0] [125] 1760401342388259, 0.321199, -0.0116701, -0.32056, -0.310935, -0.999529, -0.0138506, 0.0205052, 0.0181749, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:22:22.390938] [0x0000007fa4b5e9a0] [MocapTag] [0x000012d0] [126] 1760401342390831, 0.323771, -0.0118619, -0.320714, -0.310932, -0.999618, -0.0120608, 0.0191078, 0.015908, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:22:22.394695] [0x0000007fa4b5e9a0] [MocapTag] [0x000012d0] [127] 1760401342394572, 0.327512, -0.0118619, -0.320714, -0.310932, -0.999618, -0.0120608, 0.0191078, 0.015908, -0.0191785, -0.0153632, 0, -0.344515, -0.291225, -0.443164, 
[2025-10-13 20:22:22.397063] [0x0000007fa4b5e9a0] [MocapTag] [0x000012d0] [128] 1760401342396979, 0.329919, -0.0118619, -0.320714, -0.310932, -0.999618, -0.0120608, 0.0191078, 0.015908, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:22:22.399920] [0x0000007fa4b5e9a0] [MocapTag] [0x000012d0] [130] 1760401342399810, 0.33275, -0.0115739, -0.32042, -0.310818, -0.999558, -0.0132456, 0.0198741, 0.0176809, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:22:22.402655] [0x0000007fa4b5e9a0] [MocapTag] [0x000012d0] [131] 1760401342402553, 0.335493, -0.0115739, -0.32042, -0.310818, -0.999558, -0.0132456, 0.0198741, 0.0176809, 0.0288027, 0.0294247, 0.011378, 0.227642, 0.161557, 0.34835, 
[2025-10-13 20:22:22.405897] [0x0000007fa4b5e9a0] [MocapTag] [0x000012d0] [132] 1760401342405794, 0.338734, -0.0115739, -0.32042, -0.310818, -0.999558, -0.0132456, 0.0198741, 0.0176809, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:22:22.409395] [0x0000007fa4b5e9a0] [MocapTag] [0x000012d0] [134] 1760401342409245, 0.342185, -0.0115739, -0.32042, -0.310818, -0.999558, -0.0132456, 0.0198741, 0.0176809, 0, 0, 0, 0, 0, 0, 
