[2025-10-13 20:22:22.120401] [0x0000007fa94857c0] [MocapTag] [0x000012d0] [2] Mocap timestamp, Mocap time [s], Mocap position x [m], Mocap position y [m], Mocap position z [m], Mocap Quaternion q0 [-], Mocap Quaternion q1 [-], Mocap Quaternion q2 [-], Mocap Quaternion q3 [-], Mocap Velocity x [m/s], Mocap Velocity y [m/s], Mocap Velocity z [m/s], Mocap Angular velocity x [rad/s], Mocap Angular velocity y [rad/s], Mocap Angular velocity z [rad/s], 
[2025-10-13 20:22:24.955706] [0x0000007fa4b5e9a0] [MocapTag] [0x000012d0] [1296] 1760401344955600, 2.88854, -0.0115524, -0.322111, -0.310256, -0.999725, -0.00833886, 0.0181516, 0.0123122, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:22:24.958920] [0x0000007fa4b5e9a0] [MocapTag] [0x000012d0] [1298] 1760401344958808, 2.89175, -0.0115524, -0.322111, -0.310256, -0.999725, -0.00833886, 0.0181516, 0.0123122, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:22:24.961516] [0x0000007fa4b5e9a0] [MocapTag] [0x000012d0] [1299] 1760401344961404, 2.89434, -0.0114155, -0.322064, -0.310339, -0.99972, -0.00842816, 0.01859, 0.0119433, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:22:24.964274] [0x0000007fa4b5e9a0] [MocapTag] [0x000012d0] [1300] 1760401344964143, 2.89708, -0.0114155, -0.322064, -0.310339, -0.99972, -0.00842816, 0.01859, 0.0119433, 0.013694, 0.00472979, -0.00824186, 0, 0.0873119, -0.0748292, 
[2025-10-13 20:22:24.967244] [0x0000007fa4b5e9a0] [MocapTag] [0x000012d0] [1301] 1760401344967154, 2.90009, -0.0114155, -0.322064, -0.310339, -0.99972, -0.00842816, 0.01859, 0.0119433, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:22:24.969913] [0x0000007fa4b5e9a0] [MocapTag] [0x000012d0] [1303] 1760401344969800, 2.90274, -0.0112257, -0.321915, -0.310379, -0.999728, -0.0083244, 0.0184597, 0.0115805, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:22:24.972506] [0x0000007fa4b5e9a0] [MocapTag] [0x000012d0] [1304] 1760401344972394, 2.90533, -0.0112257, -0.321915, -0.310379, -0.999728, -0.0083244, 0.0184597, 0.0115805, 0.0189782, 0.0148513, -0.00408267, 0, 0, -0.0720048, 
[2025-10-13 20:22:24.975194] [0x0000007fa4b5e9a0] [MocapTag] [0x000012d0] [1305] 1760401344975089, 2.90803, -0.0112257, -0.321915, -0.310379, -0.999728, -0.0083244, 0.0184597, 0.0115805, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:22:24.977996] [0x0000007fa4b5e9a0] [MocapTag] [0x000012d0] [1307] 1760401344977917, 2.91086, -0.0112257, -0.321915, -0.310379, -0.999728, -0.0083244, 0.0184597, 0.0115805, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:22:24.981126] [0x0000007fa4b5e9a0] [MocapTag] [0x000012d0] [1308] 1760401344981016, 2.91396, -0.0112586, -0.321896, -0.310339, -0.999728, -0.00832797, 0.0184489, 0.0115979, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:22:24.983445] [0x0000007fa4b5e9a0] [MocapTag] [0x000012d0] [1309] 1760401344983334, 2.91627, -0.0112586, -0.321896, -0.310339, -0.999728, -0.00832797, 0.0184489, 0.0115979, -0.00328689, 0, 0.00399933, 0, 0, 0, 
[2025-10-13 20:22:24.986117] [0x0000007fa4b5e9a0] [MocapTag] [0x000012d0] [1310] 1760401344985972, 2.91891, -0.0112586, -0.321896, -0.310339, -0.999728, -0.00832797, 0.0184489, 0.0115979, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:22:24.988980] [0x0000007fa4b5e9a0] [MocapTag] [0x000012d0] [1312] 1760401344988868, 2.92181, -0.011413, -0.321933, -0.310263, -0.99973, -0.0082904, 0.0181191, 0.0119199, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:22:24.991702] [0x0000007fa4b5e9a0] [MocapTag] [0x000012d0] [1313] 1760401344991596, 2.92454, -0.011413, -0.321933, -0.310263, -0.99973, -0.0082904, 0.0181191, 0.0119199, -0.015447, -0.00373995, 0.00768989, 0, -0.0655316, 0.0650637, 
[2025-10-13 20:22:24.994188] [0x0000007fa4b5e9a0] [MocapTag] [0x000012d0] [1314] 1760401344994082, 2.92702, -0.011413, -0.321933, -0.310263, -0.99973, -0.0082904, 0.0181191, 0.0119199, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:22:24.997135] [0x0000007fa4b5e9a0] [MocapTag] [0x000012d0] [1315] 1760401344997045, 2.92998, -0.011413, -0.321933, -0.310263, -0.99973, -0.0082904, 0.0181191, 0.0119199, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:22:25.001006] [0x0000007fa4b5e9a0] [MocapTag] [0x000012d0] [1317] 1760401345000896, 2.93384, -0.0113962, -0.322066, -0.310348, -0.99972, -0.00843893, 0.0185785, 0.0119767, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:22:25.002442] [0x0000007fa4b5e9a0] [MocapTag] [0x000012d0] [1318] 1760401345002337, 2.93528, -0.0113962, -0.322066, -0.310348, -0.99972, -0.00843893, 0.0185785, 0.0119767, 0, -0.0132657, -0.00858129, 0, 0.0923157, 0, 
[2025-10-13 20:22:25.005147] [0x0000007fa4b5e9a0] [MocapTag] [0x000012d0] [1319] 1760401345005036, 2.93798, -0.0113962, -0.322066, -0.310348, -0.99972, -0.00843893, 0.0185785, 0.0119767, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:22:25.007785] [0x0000007fa4b5e9a0] [MocapTag] [0x000012d0] [1321] 1760401345007729, 2.94067, -0.0113962, -0.322066, -0.310348, -0.99972, -0.00843893, 0.0185785, 0.0119767, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:22:25.010566] [0x0000007fa4b5e9a0] [MocapTag] [0x000012d0] [1322] 1760401345010457, 2.9434, -0.0113811, -0.322094, -0.310354, -0.99972, -0.00840269, 0.0185831, 0.0119745, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:22:25.013209] [0x0000007fa4b5e9a0] [MocapTag] [0x000012d0] [1323] 1760401345013102, 2.94604, -0.0113811, -0.322094, -0.310354, -0.99972, -0.00840269, 0.0185831, 0.0119745, 0, -0.00276279, 0, 0, 0, 0, 
[2025-10-13 20:22:25.015842] [0x0000007fa4b5e9a0] [MocapTag] [0x000012d0] [1324] 1760401345015736, 2.94868, -0.0113811, -0.322094, -0.310354, -0.99972, -0.00840269, 0.0185831, 0.0119745, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:22:25.018641] [0x0000007fa4b5e9a0] [MocapTag] [0x000012d0] [1326] 1760401345018527, 2.95147, -0.0112233, -0.321917, -0.310372, -0.999728, -0.00830572, 0.0184476, 0.0115976, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:22:25.022996] [0x0000007fa4b5e9a0] [MocapTag] [0x000012d0] [1327] 1760401345022884, 2.95582, -0.0112233, -0.321917, -0.310372, -0.999728, -0.00830572, 0.0184476, 0.0115976, 0.0157845, 0.0176937, 0, 0, 0, -0.074845, 
[2025-10-13 20:22:25.024344] [0x0000007fa4b5e9a0] [MocapTag] [0x000012d0] [1328] 1760401345024235, 2.95717, -0.0112233, -0.321917, -0.310372, -0.999728, -0.00830572, 0.0184476, 0.0115976, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:22:25.027349] [0x0000007fa4b5e9a0] [MocapTag] [0x000012d0] [1329] 1760401345027264, 2.9602, -0.0112233, -0.321917, -0.310372, -0.999728, -0.00830572, 0.0184476, 0.0115976, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:22:25.030123] [0x0000007fa4b5e9a0] [MocapTag] [0x000012d0] [1331] 1760401345030009, 2.96295, -0.0112404, -0.321945, -0.310368, -0.999728, -0.00828268, 0.0184399, 0.0116491, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:22:25.033036] [0x0000007fa4b5e9a0] [MocapTag] [0x000012d0] [1332] 1760401345032927, 2.96587, -0.0112404, -0.321945, -0.310368, -0.999728, -0.00828268, 0.0184399, 0.0116491, 0, -0.00281402, 0, 0, 0, 0, 
[2025-10-13 20:22:25.035680] [0x0000007fa4b5e9a0] [MocapTag] [0x000012d0] [1333] 1760401345035576, 2.96852, -0.0112404, -0.321945, -0.310368, -0.999728, -0.00828268, 0.0184399, 0.0116491, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:22:25.038908] [0x0000007fa4b5e9a0] [MocapTag] [0x000012d0] [1335] 1760401345038798, 2.97174, -0.0112404, -0.321945, -0.310368, -0.999728, -0.00828268, 0.0184399, 0.0116491, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:22:25.041461] [0x0000007fa4b5e9a0] [MocapTag] [0x000012d0] [1336] 1760401345041357, 2.9743, -0.010797, -0.320402, -0.310771, -0.999523, -0.0123841, 0.0154782, 0.0236686, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:22:25.044296] [0x0000007fa4b5e9a0] [MocapTag] [0x000012d0] [1337] 1760401345044184, 2.97712, -0.010797, -0.320402, -0.310771, -0.999523, -0.0123841, 0.0154782, 0.0236686, 0.0443345, 0.154321, -0.0403094, 0.789499, -0.553823, 2.39676, 
[2025-10-13 20:22:25.047129] [0x0000007fa4b5e9a0] [MocapTag] [0x000012d0] [1338] 1760401345047041, 2.97998, -0.010797, -0.320402, -0.310771, -0.999523, -0.0123841, 0.0154782, 0.0236686, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:22:25.049906] [0x0000007fa4b5e9a0] [MocapTag] [0x000012d0] [1340] 1760401345049786, 2.98273, -0.0108433, -0.32042, -0.310721, -0.999525, -0.0122867, 0.0150997, 0.0238916, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:22:25.052513] [0x0000007fa4b5e9a0] [MocapTag] [0x000012d0] [1341] 1760401345052403, 2.98534, -0.0108433, -0.32042, -0.310721, -0.999525, -0.0122867, 0.0150997, 0.0238916, -0.00463261, 0, 0.00501322, 0, -0.0756007, 0.0457831, 
[2025-10-13 20:22:25.055070] [0x0000007fa4b5e9a0] [MocapTag] [0x000012d0] [1342] 1760401345054964, 2.9879, -0.0108433, -0.32042, -0.310721, -0.999525, -0.0122867, 0.0150997, 0.0238916, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:22:25.057868] [0x0000007fa4b5e9a0] [MocapTag] [0x000012d0] [1344] 1760401345057808, 2.99075, -0.0108433, -0.32042, -0.310721, -0.999525, -0.0122867, 0.0150997, 0.0238916, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:22:25.061139] [0x0000007fa4b5e9a0] [MocapTag] [0x000012d0] [1345] 1760401345061027, 2.99397, -0.0109234, -0.320444, -0.310703, -0.99952, -0.0122976, 0.0152436, 0.0239985, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:22:25.063333] [0x0000007fa4b5e9a0] [MocapTag] [0x000012d0] [1346] 1760401345063214, 2.99615, -0.0109234, -0.320444, -0.310703, -0.99952, -0.0122976, 0.0152436, 0.0239985, -0.00800081, -0.00244596, 0, 0, 0, 0, 
[2025-10-13 20:22:25.067128] [0x0000007fa4b5e9a0] [MocapTag] [0x000012d0] [1347] 1760401345067013, 2.99995, -0.0109234, -0.320444, -0.310703, -0.99952, -0.0122976, 0.0152436, 0.0239985, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:22:25.071262] [0x0000007fa4b5e9a0] [MocapTag] [0x000012d0] [1349] 1760401345071152, 3.00409, -0.0110324, -0.320476, -0.310719, -0.999519, -0.0125181, 0.0156815, 0.0236623, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:22:25.073210] [0x0000007fa4b5e9a0] [MocapTag] [0x000012d0] [1350] 1760401345073086, 3.00603, -0.0110324, -0.320476, -0.310719, -0.999519, -0.0125181, 0.0156815, 0.0236623, -0.0109024, -0.00313403, 0, 0.0431299, 0.0877956, -0.068973, 
[2025-10-13 20:22:25.075742] [0x0000007fa4b5e9a0] [MocapTag] [0x000012d0] [1351] 1760401345075634, 3.00857, -0.0110324, -0.320476, -0.310719, -0.999519, -0.0125181, 0.0156815, 0.0236623, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:22:25.078535] [0x0000007fa4b5e9a0] [MocapTag] [0x000012d0] [1353] 1760401345078415, 3.01136, -0.0110324, -0.320476, -0.310719, -0.999519, -0.0125181, 0.0156815, 0.0236623, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:22:25.081136] [0x0000007fa4b5e9a0] [MocapTag] [0x000012d0] [1354] 1760401345081026, 3.01397, -0.0122078, -0.320981, -0.310935, -0.999585, -0.0125625, 0.019671, 0.0168797, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:22:25.083946] [0x0000007fa4b5e9a0] [MocapTag] [0x000012d0] [1355] 1760401345083841, 3.01678, -0.0122078, -0.320981, -0.310935, -0.999585, -0.0125625, 0.019671, 0.0168797, -0.117541, -0.05055, -0.0215919, 0, 0.781447, -1.36668, 
[2025-10-13 20:22:25.087483] [0x0000007fa4b5e9a0] [MocapTag] [0x000012d0] [1356] 1760401345087398, 3.02034, -0.0122078, -0.320981, -0.310935, -0.999585, -0.0125625, 0.019671, 0.0168797, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:22:25.090125] [0x0000007fa4b5e9a0] [MocapTag] [0x000012d0] [1358] 1760401345090015, 3.02296, -0.0120336, -0.320901, -0.310995, -0.999596, -0.0124355, 0.01966, 0.0163542, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:22:25.093124] [0x0000007fa4b5e9a0] [MocapTag] [0x000012d0] [1359] 1760401345093016, 3.02596, -0.0120336, -0.320901, -0.310995, -0.999596, -0.0124355, 0.01966, 0.0163542, 0.0174181, 0.00804576, -0.00604928, 0, 0, -0.104639, 
[2025-10-13 20:22:25.095764] [0x0000007fa4b5e9a0] [MocapTag] [0x000012d0] [1360] 1760401345095656, 3.0286, -0.0120336, -0.320901, -0.310995, -0.999596, -0.0124355, 0.01966, 0.0163542, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:22:25.098572] [0x0000007fa4b5e9a0] [MocapTag] [0x000012d0] [1362] 1760401345098464, 3.0314, -0.0120336, -0.320901, -0.310995, -0.999596, -0.0124355, 0.01966, 0.0163542, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:22:25.101150] [0x0000007fa4b5e9a0] [MocapTag] [0x000012d0] [1363] 1760401345101038, 3.03398, -0.0123834, -0.323177, -0.309176, -0.999808, -0.00851792, 0.0122057, 0.0127766, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:22:25.104089] [0x0000007fa4b5e9a0] [MocapTag] [0x000012d0] [1364] 1760401345103983, 3.03692, -0.0123834, -0.323177, -0.309176, -0.999808, -0.00851792, 0.0122057, 0.0127766, -0.0349785, -0.227638, 0.181958, -0.751281, -1.50945, -0.688646, 
[2025-10-13 20:22:25.107148] [0x0000007fa4b5e9a0] [MocapTag] [0x000012d0] [1365] 1760401345107055, 3.03999, -0.0123834, -0.323177, -0.309176, -0.999808, -0.00851792, 0.0122057, 0.0127766, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:22:25.109891] [0x0000007fa4b5e9a0] [MocapTag] [0x000012d0] [1367] 1760401345109781, 3.04272, -0.0123766, -0.323183, -0.309173, -0.999807, -0.00852388, 0.0121923, 0.0128033, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:22:25.112729] [0x0000007fa4b5e9a0] [MocapTag] [0x000012d0] [1368] 1760401345112591, 3.04553, -0.0123766, -0.323183, -0.309173, -0.999807, -0.00852388, 0.0121923, 0.0128033, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:22:25.115646] [0x0000007fa4b5e9a0] [MocapTag] [0x000012d0] [1369] 1760401345115536, 3.04848, -0.0123766, -0.323183, -0.309173, -0.999807, -0.00852388, 0.0121923, 0.0128033, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:22:25.118828] [0x0000007fa4b5e9a0] [MocapTag] [0x000012d0] [1371] 1760401345118712, 3.05165, -0.0123766, -0.323183, -0.309173, -0.999807, -0.00852388, 0.0121923, 0.0128033, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:22:25.121391] [0x0000007fa4b5e9a0] [MocapTag] [0x000012d0] [1372] 1760401345121283, 3.05422, -0.0123748, -0.323195, -0.309174, -0.999808, -0.00850865, 0.0121869, 0.0128066, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:22:25.124207] [0x0000007fa4b5e9a0] [MocapTag] [0x000012d0] [1373] 1760401345124102, 3.05704, -0.0123748, -0.323195, -0.309174, -0.999808, -0.00850865, 0.0121869, 0.0128066, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:22:25.126991] [0x0000007fa4b5e9a0] [MocapTag] [0x000012d0] [1374] 1760401345126875, 3.05981, -0.0123748, -0.323195, -0.309174, -0.999808, -0.00850865, 0.0121869, 0.0128066, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:22:25.129903] [0x0000007fa4b5e9a0] [MocapTag] [0x000012d0] [1376] 1760401345129791, 3.06273, -0.0123718, -0.323185, -0.309168, -0.999808, -0.00852664, 0.012186, 0.0127902, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:22:25.133134] [0x0000007fa4b5e9a0] [MocapTag] [0x000012d0] [1377] 1760401345133030, 3.06597, -0.0123718, -0.323185, -0.309168, -0.999808, -0.00852664, 0.012186, 0.0127902, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:22:25.134944] [0x0000007fa4b5e9a0] [MocapTag] [0x000012d0] [1378] 1760401345134832, 3.06777, -0.0123718, -0.323185, -0.309168, -0.999808, -0.00852664, 0.012186, 0.0127902, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:22:25.138043] [0x0000007fa4b5e9a0] [MocapTag] [0x000012d0] [1380] 1760401345137936, 3.07088, -0.0123718, -0.323185, -0.309168, -0.999808, -0.00852664, 0.012186, 0.0127902, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:22:25.140837] [0x0000007fa4b5e9a0] [MocapTag] [0x000012d0] [1381] 1760401345140720, 3.07366, -0.0123632, -0.323188, -0.309171, -0.999807, -0.00852054, 0.0122037, 0.0127836, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:22:25.143616] [0x0000007fa4b5e9a0] [MocapTag] [0x000012d0] [1382] 1760401345143508, 3.07645, -0.0123632, -0.323188, -0.309171, -0.999807, -0.00852054, 0.0122037, 0.0127836, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:22:25.146371] [0x0000007fa4b5e9a0] [MocapTag] [0x000012d0] [1383] 1760401345146265, 3.0792, -0.0123632, -0.323188, -0.309171, -0.999807, -0.00852054, 0.0122037, 0.0127836, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:22:25.149120] [0x0000007fa4b5e9a0] [MocapTag] [0x000012d0] [1385] 1760401345149010, 3.08195, -0.0123612, -0.323188, -0.309165, -0.999807, -0.0085151, 0.0122088, 0.012783, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:22:25.152338] [0x0000007fa4b5e9a0] [MocapTag] [0x000012d0] [1386] 1760401345152232, 3.08517, -0.0123612, -0.323188, -0.309165, -0.999807, -0.0085151, 0.0122088, 0.012783, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:22:25.155076] [0x0000007fa4b5e9a0] [MocapTag] [0x000012d0] [1387] 1760401345154973, 3.08791, -0.0123612, -0.323188, -0.309165, -0.999807, -0.0085151, 0.0122088, 0.012783, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:22:25.157839] [0x0000007fa4b5e9a0] [MocapTag] [0x000012d0] [1389] 1760401345157765, 3.0907, -0.0123612, -0.323188, -0.309165, -0.999807, -0.0085151, 0.0122088, 0.012783, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:22:25.160508] [0x0000007fa4b5e9a0] [MocapTag] [0x000012d0] [1390] 1760401345160399, 3.09334, -0.0123557, -0.323195, -0.309172, -0.999808, -0.00851052, 0.0122179, 0.012766, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:22:25.163583] [0x0000007fa4b5e9a0] [MocapTag] [0x000012d0] [1391] 1760401345163479, 3.09642, -0.0123557, -0.323195, -0.309172, -0.999808, -0.00851052, 0.0122179, 0.012766, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:22:25.166192] [0x0000007fa4b5e9a0] [MocapTag] [0x000012d0] [1392] 1760401345166080, 3.09902, -0.0123557, -0.323195, -0.309172, -0.999808, -0.00851052, 0.0122179, 0.012766, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:22:25.168733] [0x0000007fa4b5e9a0] [MocapTag] [0x000012d0] [1394] 1760401345168626, 3.10157, -0.0123626, -0.323191, -0.309171, -0.999808, -0.00850186, 0.0121901, 0.0127943, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:22:25.171632] [0x0000007fa4b5e9a0] [MocapTag] [0x000012d0] [1395] 1760401345171522, 3.10446, -0.0123626, -0.323191, -0.309171, -0.999808, -0.00850186, 0.0121901, 0.0127943, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:22:25.174245] [0x0000007fa4b5e9a0] [MocapTag] [0x000012d0] [1396] 1760401345174141, 3.10708, -0.0123626, -0.323191, -0.309171, -0.999808, -0.00850186, 0.0121901, 0.0127943, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:22:25.177301] [0x0000007fa4b5e9a0] [MocapTag] [0x000012d0] [1397] 1760401345177214, 3.11015, -0.0123626, -0.323191, -0.309171, -0.999808, -0.00850186, 0.0121901, 0.0127943, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:22:25.180522] [0x0000007fa4b5e9a0] [MocapTag] [0x000012d0] [1399] 1760401345180411, 3.11335, -0.0123613, -0.32319, -0.309174, -0.999807, -0.008526, 0.0121909, 0.0128068, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:22:25.183271] [0x0000007fa4b5e9a0] [MocapTag] [0x000012d0] [1400] 1760401345183159, 3.1161, -0.0123613, -0.32319, -0.309174, -0.999807, -0.008526, 0.0121909, 0.0128068, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:22:25.186095] [0x0000007fa4b5e9a0] [MocapTag] [0x000012d0] [1401] 1760401345185956, 3.1189, -0.0123613, -0.32319, -0.309174, -0.999807, -0.008526, 0.0121909, 0.0128068, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:22:25.188997] [0x0000007fa4b5e9a0] [MocapTag] [0x000012d0] [1403] 1760401345188880, 3.12182, -0.0123589, -0.323194, -0.30917, -0.999807, -0.00850488, 0.0122154, 0.0127913, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:22:25.191705] [0x0000007fa4b5e9a0] [MocapTag] [0x000012d0] [1404] 1760401345191600, 3.12454, -0.0123589, -0.323194, -0.30917, -0.999807, -0.00850488, 0.0122154, 0.0127913, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:22:25.194814] [0x0000007fa4b5e9a0] [MocapTag] [0x000012d0] [1405] 1760401345194711, 3.12765, -0.0123589, -0.323194, -0.30917, -0.999807, -0.00850488, 0.0122154, 0.0127913, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:22:25.197635] [0x0000007fa4b5e9a0] [MocapTag] [0x000012d0] [1407] 1760401345197562, 3.1305, -0.0123589, -0.323194, -0.30917, -0.999807, -0.00850488, 0.0122154, 0.0127913, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:22:25.200394] [0x0000007fa4b5e9a0] [MocapTag] [0x000012d0] [1408] 1760401345200283, 3.13322, -0.0123774, -0.323188, -0.309176, -0.999807, -0.00851312, 0.0121876, 0.0128143, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:22:25.203387] [0x0000007fa4b5e9a0] [MocapTag] [0x000012d0] [1409] 1760401345203276, 3.13622, -0.0123774, -0.323188, -0.309176, -0.999807, -0.00851312, 0.0121876, 0.0128143, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:22:25.206414] [0x0000007fa4b5e9a0] [MocapTag] [0x000012d0] [1410] 1760401345206305, 3.13924, -0.0123774, -0.323188, -0.309176, -0.999807, -0.00851312, 0.0121876, 0.0128143, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:22:25.208651] [0x0000007fa4b5e9a0] [MocapTag] [0x000012d0] [1412] 1760401345208547, 3.14149, -0.0123787, -0.32318, -0.309176, -0.999808, -0.00851148, 0.0121767, 0.0127847, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:22:25.212142] [0x0000007fa4b5e9a0] [MocapTag] [0x000012d0] [1413] 1760401345212034, 3.14497, -0.0123787, -0.32318, -0.309176, -0.999808, -0.00851148, 0.0121767, 0.0127847, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:22:25.214593] [0x0000007fa4b5e9a0] [MocapTag] [0x000012d0] [1414] 1760401345214489, 3.14743, -0.0123787, -0.32318, -0.309176, -0.999808, -0.00851148, 0.0121767, 0.0127847, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:22:25.217643] [0x0000007fa4b5e9a0] [MocapTag] [0x000012d0] [1415] 1760401345217556, 3.1505, -0.0123787, -0.32318, -0.309176, -0.999808, -0.00851148, 0.0121767, 0.0127847, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:22:25.220143] [0x0000007fa4b5e9a0] [MocapTag] [0x000012d0] [1417] 1760401345220033, 3.15297, -0.0123724, -0.323187, -0.309177, -0.999807, -0.00851997, 0.0121948, 0.0128016, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:22:25.223201] [0x0000007fa4b5e9a0] [MocapTag] [0x000012d0] [1418] 1760401345223092, 3.15603, -0.0123724, -0.323187, -0.309177, -0.999807, -0.00851997, 0.0121948, 0.0128016, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:22:25.226374] [0x0000007fa4b5e9a0] [MocapTag] [0x000012d0] [1419] 1760401345226268, 3.15921, -0.0123724, -0.323187, -0.309177, -0.999807, -0.00851997, 0.0121948, 0.0128016, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:22:25.229084] [0x0000007fa4b5e9a0] [MocapTag] [0x000012d0] [1421] 1760401345228969, 3.16191, -0.0123791, -0.323184, -0.309178, -0.999808, -0.00851801, 0.0121822, 0.0127903, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:22:25.232023] [0x0000007fa4b5e9a0] [MocapTag] [0x000012d0] [1422] 1760401345231914, 3.16485, -0.0123791, -0.323184, -0.309178, -0.999808, -0.00851801, 0.0121822, 0.0127903, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:22:25.234470] [0x0000007fa4b5e9a0] [MocapTag] [0x000012d0] [1423] 1760401345234364, 3.1673, -0.0123791, -0.323184, -0.309178, -0.999808, -0.00851801, 0.0121822, 0.0127903, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:22:25.237875] [0x0000007fa4b5e9a0] [MocapTag] [0x000012d0] [1425] 1760401345237800, 3.17074, -0.0123791, -0.323184, -0.309178, -0.999808, -0.00851801, 0.0121822, 0.0127903, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:22:25.240132] [0x0000007fa4b5e9a0] [MocapTag] [0x000012d0] [1426] 1760401345240022, 3.17296, -0.0123748, -0.323177, -0.309173, -0.999807, -0.00851743, 0.0122071, 0.0127868, 0, 0, 0, 0, 0, 0, 
