[2025-10-13 20:24:04.288773] [0x0000007fa357c7c0] [MocapTag] [0x000015cf] [2] Mocap timestamp, Mocap time [s], Mocap position x [m], Mocap position y [m], Mocap position z [m], Mocap Quaternion q0 [-], Mocap Quaternion q1 [-], Mocap Quaternion q2 [-], Mocap Quaternion q3 [-], Mocap Velocity x [m/s], Mocap Velocity y [m/s], Mocap Velocity z [m/s], Mocap Angular velocity x [rad/s], Mocap Angular velocity y [rad/s], Mocap Angular velocity z [rad/s], 
[2025-10-13 20:24:04.291712] [0x0000007f927fb9a0] [MocapTag] [0x000015cf] [3] 1760401444291542, 0.050567, 0.0214462, -0.370719, -0.309702, -0.999663, -0.00770873, 0.0100832, -0.0226572, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:24:04.294452] [0x0000007f927fb9a0] [MocapTag] [0x000015cf] [5] 1760401444294332, 0.053357, 0.0214462, -0.370719, -0.309702, -0.999663, -0.00770873, 0.0100832, -0.0226572, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:24:04.297171] [0x0000007f927fb9a0] [MocapTag] [0x000015cf] [6] 1760401444297054, 0.056079, 0.0214462, -0.370719, -0.309702, -0.999663, -0.00770873, 0.0100832, -0.0226572, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:24:04.299870] [0x0000007f927fb9a0] [MocapTag] [0x000015cf] [8] 1760401444299754, 0.058779, 0.0215182, -0.370643, -0.309716, -0.999657, -0.00764473, 0.0100264, -0.0229418, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:24:04.303346] [0x0000007f927fb9a0] [MocapTag] [0x000015cf] [9] 1760401444303234, 0.062259, 0.0215182, -0.370643, -0.309716, -0.999657, -0.00764473, 0.0100264, -0.0229418, 0.00720064, 0.00755505, 0, 0, 0, -0.056725, 
[2025-10-13 20:24:04.305027] [0x0000007f927fb9a0] [MocapTag] [0x000015cf] [10] 1760401444304904, 0.063929, 0.0215182, -0.370643, -0.309716, -0.999657, -0.00764473, 0.0100264, -0.0229418, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:24:04.307914] [0x0000007f927fb9a0] [MocapTag] [0x000015cf] [11] 1760401444307802, 0.066827, 0.0215182, -0.370643, -0.309716, -0.999657, -0.00764473, 0.0100264, -0.0229418, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:24:04.311987] [0x0000007f927fb9a0] [MocapTag] [0x000015cf] [13] 1760401444311873, 0.070898, 0.0215237, -0.370647, -0.309711, -0.999657, -0.00762035, 0.0100247, -0.0229704, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:24:04.313351] [0x0000007f927fb9a0] [MocapTag] [0x000015cf] [14] 1760401444313221, 0.072246, 0.0215237, -0.370647, -0.309711, -0.999657, -0.00762035, 0.0100247, -0.0229704, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:24:04.316298] [0x0000007f927fb9a0] [MocapTag] [0x000015cf] [15] 1760401444316181, 0.075206, 0.0215237, -0.370647, -0.309711, -0.999657, -0.00762035, 0.0100247, -0.0229704, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:24:04.318576] [0x0000007f927fb9a0] [MocapTag] [0x000015cf] [16] 1760401444318487, 0.077512, 0.0215237, -0.370647, -0.309711, -0.999657, -0.00762035, 0.0100247, -0.0229704, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:24:04.321319] [0x0000007f927fb9a0] [MocapTag] [0x000015cf] [18] 1760401444321196, 0.080221, 0.0214387, -0.370711, -0.3097, -0.999662, -0.00771977, 0.0100717, -0.0226723, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:24:04.324005] [0x0000007f927fb9a0] [MocapTag] [0x000015cf] [19] 1760401444323890, 0.082915, 0.0214387, -0.370711, -0.3097, -0.999662, -0.00771977, 0.0100717, -0.0226723, -0.00850093, -0.00635289, 0, 0, 0, 0.0593528, 
[2025-10-13 20:24:04.326678] [0x0000007f927fb9a0] [MocapTag] [0x000015cf] [20] 1760401444326553, 0.085578, 0.0214387, -0.370711, -0.3097, -0.999662, -0.00771977, 0.0100717, -0.0226723, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:24:04.329544] [0x0000007f927fb9a0] [MocapTag] [0x000015cf] [22] 1760401444329391, 0.088416, 0.0214471, -0.370716, -0.309692, -0.999663, -0.00770375, 0.0100678, -0.0226652, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:24:04.332214] [0x0000007f927fb9a0] [MocapTag] [0x000015cf] [23] 1760401444332094, 0.091119, 0.0214471, -0.370716, -0.309692, -0.999663, -0.00770375, 0.0100678, -0.0226652, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:24:04.334708] [0x0000007f927fb9a0] [MocapTag] [0x000015cf] [24] 1760401444334590, 0.093615, 0.0214471, -0.370716, -0.309692, -0.999663, -0.00770375, 0.0100678, -0.0226652, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:24:04.337446] [0x0000007f927fb9a0] [MocapTag] [0x000015cf] [25] 1760401444337335, 0.09636, 0.0214471, -0.370716, -0.309692, -0.999663, -0.00770375, 0.0100678, -0.0226652, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:24:04.340193] [0x0000007f927fb9a0] [MocapTag] [0x000015cf] [27] 1760401444340074, 0.099099, 0.0214444, -0.37071, -0.309697, -0.999663, -0.00771459, 0.0100715, -0.0226322, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:24:04.343154] [0x0000007f927fb9a0] [MocapTag] [0x000015cf] [28] 1760401444342974, 0.101999, 0.0214444, -0.37071, -0.309697, -0.999663, -0.00771459, 0.0100715, -0.0226322, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:24:04.346084] [0x0000007f927fb9a0] [MocapTag] [0x000015cf] [29] 1760401444345934, 0.104959, 0.0214444, -0.37071, -0.309697, -0.999663, -0.00771459, 0.0100715, -0.0226322, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:24:04.348693] [0x0000007f927fb9a0] [MocapTag] [0x000015cf] [31] 1760401444348619, 0.107644, 0.0214444, -0.37071, -0.309697, -0.999663, -0.00771459, 0.0100715, -0.0226322, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:24:04.351402] [0x0000007f927fb9a0] [MocapTag] [0x000015cf] [32] 1760401444351287, 0.110312, 0.0215186, -0.370646, -0.309724, -0.999657, -0.0076213, 0.0100216, -0.0229521, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:24:04.354047] [0x0000007f927fb9a0] [MocapTag] [0x000015cf] [33] 1760401444353931, 0.112956, 0.0215186, -0.370646, -0.309724, -0.999657, -0.0076213, 0.0100216, -0.0229521, 0.00741595, 0.00639291, -0.00261963, 0, 0, -0.0637397, 
[2025-10-13 20:24:04.357461] [0x0000007f927fb9a0] [MocapTag] [0x000015cf] [34] 1760401444357327, 0.116352, 0.0215186, -0.370646, -0.309724, -0.999657, -0.0076213, 0.0100216, -0.0229521, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:24:04.360076] [0x0000007f927fb9a0] [MocapTag] [0x000015cf] [36] 1760401444359945, 0.11897, 0.021445, -0.370719, -0.309703, -0.999663, -0.00769078, 0.0100767, -0.0226594, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:24:04.362972] [0x0000007f927fb9a0] [MocapTag] [0x000015cf] [37] 1760401444362849, 0.121874, 0.021445, -0.370719, -0.309703, -0.999663, -0.00769078, 0.0100767, -0.0226594, -0.00735378, -0.00730525, 0.00209167, 0, 0, 0.0583291, 
[2025-10-13 20:24:04.365239] [0x0000007f927fb9a0] [MocapTag] [0x000015cf] [38] 1760401444365127, 0.124152, 0.021445, -0.370719, -0.309703, -0.999663, -0.00769078, 0.0100767, -0.0226594, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:24:04.367967] [0x0000007f927fb9a0] [MocapTag] [0x000015cf] [39] 1760401444367841, 0.126866, 0.021445, -0.370719, -0.309703, -0.999663, -0.00769078, 0.0100767, -0.0226594, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:24:04.370485] [0x0000007f927fb9a0] [MocapTag] [0x000015cf] [41] 1760401444370342, 0.129367, 0.0214426, -0.370716, -0.309705, -0.999663, -0.00771344, 0.010082, -0.0226348, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:24:04.373284] [0x0000007f927fb9a0] [MocapTag] [0x000015cf] [42] 1760401444373169, 0.132194, 0.0214426, -0.370716, -0.309705, -0.999663, -0.00771344, 0.010082, -0.0226348, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:24:04.376282] [0x0000007f927fb9a0] [MocapTag] [0x000015cf] [43] 1760401444376158, 0.135183, 0.0214426, -0.370716, -0.309705, -0.999663, -0.00771344, 0.010082, -0.0226348, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:24:04.378794] [0x0000007f927fb9a0] [MocapTag] [0x000015cf] [44] 1760401444378696, 0.137721, 0.0214426, -0.370716, -0.309705, -0.999663, -0.00771344, 0.010082, -0.0226348, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:24:04.381568] [0x0000007f927fb9a0] [MocapTag] [0x000015cf] [46] 1760401444381447, 0.140472, 0.0215117, -0.37064, -0.309716, -0.999657, -0.00764224, 0.010011, -0.022961, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:24:04.384294] [0x0000007f927fb9a0] [MocapTag] [0x000015cf] [47] 1760401444384182, 0.143207, 0.0215117, -0.37064, -0.309716, -0.999657, -0.00764224, 0.010011, -0.022961, 0.00691725, 0.00759038, 0, 0, 0, -0.064997, 
[2025-10-13 20:24:04.387016] [0x0000007f927fb9a0] [MocapTag] [0x000015cf] [48] 1760401444386910, 0.145935, 0.0215117, -0.37064, -0.309716, -0.999657, -0.00764224, 0.010011, -0.022961, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:24:04.390274] [0x0000007f927fb9a0] [MocapTag] [0x000015cf] [50] 1760401444390162, 0.149187, 0.0215116, -0.370635, -0.309721, -0.999657, -0.00763464, 0.0100033, -0.0229487, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:24:04.392428] [0x0000007f927fb9a0] [MocapTag] [0x000015cf] [51] 1760401444392324, 0.151349, 0.0215116, -0.370635, -0.309721, -0.999657, -0.00763464, 0.0100033, -0.0229487, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:24:04.395161] [0x0000007f927fb9a0] [MocapTag] [0x000015cf] [52] 1760401444395053, 0.154078, 0.0215116, -0.370635, -0.309721, -0.999657, -0.00763464, 0.0100033, -0.0229487, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:24:04.397714] [0x0000007f927fb9a0] [MocapTag] [0x000015cf] [53] 1760401444397598, 0.156623, 0.0215116, -0.370635, -0.309721, -0.999657, -0.00763464, 0.0100033, -0.0229487, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:24:04.400262] [0x0000007f927fb9a0] [MocapTag] [0x000015cf] [55] 1760401444400148, 0.159173, 0.021509, -0.370646, -0.30972, -0.999657, -0.00763072, 0.0100186, -0.0229446, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:24:04.403417] [0x0000007f927fb9a0] [MocapTag] [0x000015cf] [56] 1760401444403303, 0.162328, 0.021509, -0.370646, -0.30972, -0.999657, -0.00763072, 0.0100186, -0.0229446, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:24:04.406073] [0x0000007f927fb9a0] [MocapTag] [0x000015cf] [57] 1760401444405920, 0.164945, 0.021509, -0.370646, -0.30972, -0.999657, -0.00763072, 0.0100186, -0.0229446, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:24:04.408649] [0x0000007f927fb9a0] [MocapTag] [0x000015cf] [59] 1760401444408592, 0.167617, 0.021509, -0.370646, -0.30972, -0.999657, -0.00763072, 0.0100186, -0.0229446, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:24:04.411724] [0x0000007f927fb9a0] [MocapTag] [0x000015cf] [60] 1760401444411611, 0.170636, 0.0215089, -0.370647, -0.309722, -0.999658, -0.00762479, 0.00999801, -0.0229415, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:24:04.414593] [0x0000007f927fb9a0] [MocapTag] [0x000015cf] [61] 1760401444414475, 0.1735, 0.0215089, -0.370647, -0.309722, -0.999658, -0.00762479, 0.00999801, -0.0229415, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:24:04.416713] [0x0000007f927fb9a0] [MocapTag] [0x000015cf] [62] 1760401444416602, 0.175627, 0.0215089, -0.370647, -0.309722, -0.999658, -0.00762479, 0.00999801, -0.0229415, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:24:04.419645] [0x0000007f927fb9a0] [MocapTag] [0x000015cf] [64] 1760401444419523, 0.178548, 0.0214335, -0.370707, -0.309702, -0.999663, -0.00771853, 0.0100724, -0.0226631, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:24:04.422191] [0x0000007f927fb9a0] [MocapTag] [0x000015cf] [65] 1760401444422082, 0.181107, 0.0214335, -0.370707, -0.309702, -0.999663, -0.00771853, 0.0100724, -0.0226631, -0.00753638, -0.00599879, 0.00209064, 0, 0, 0.0553943, 
[2025-10-13 20:24:04.425912] [0x0000007f927fb9a0] [MocapTag] [0x000015cf] [66] 1760401444425804, 0.184829, 0.0214335, -0.370707, -0.309702, -0.999663, -0.00771853, 0.0100724, -0.0226631, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:24:04.427616] [0x0000007f927fb9a0] [MocapTag] [0x000015cf] [67] 1760401444427502, 0.186527, 0.0214335, -0.370707, -0.309702, -0.999663, -0.00771853, 0.0100724, -0.0226631, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:24:04.430101] [0x0000007f927fb9a0] [MocapTag] [0x000015cf] [69] 1760401444429988, 0.189013, 0.0214502, -0.370721, -0.309697, -0.999662, -0.0077042, 0.0101112, -0.0226763, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:24:04.433371] [0x0000007f927fb9a0] [MocapTag] [0x000015cf] [70] 1760401444433258, 0.192283, 0.0214502, -0.370721, -0.309697, -0.999662, -0.0077042, 0.0101112, -0.0226763, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:24:04.435383] [0x0000007f927fb9a0] [MocapTag] [0x000015cf] [71] 1760401444435280, 0.194305, 0.0214502, -0.370721, -0.309697, -0.999662, -0.0077042, 0.0101112, -0.0226763, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:24:04.438504] [0x0000007f927fb9a0] [MocapTag] [0x000015cf] [73] 1760401444438449, 0.197474, 0.0214502, -0.370721, -0.309697, -0.999662, -0.0077042, 0.0101112, -0.0226763, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:24:04.441214] [0x0000007f927fb9a0] [MocapTag] [0x000015cf] [74] 1760401444441101, 0.200126, 0.0217347, -0.370584, -0.309861, -0.999648, -0.00785248, 0.0101278, -0.0232376, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:24:04.444060] [0x0000007f927fb9a0] [MocapTag] [0x000015cf] [75] 1760401444443950, 0.202975, 0.0217347, -0.370584, -0.309861, -0.999648, -0.00785248, 0.0101278, -0.0232376, 0.0284482, 0.013627, -0.0164336, 0, 0, -0.112622, 
[2025-10-13 20:24:04.448222] [0x0000007f927fb9a0] [MocapTag] [0x000015cf] [76] 1760401444448128, 0.207153, 0.0217347, -0.370584, -0.309861, -0.999648, -0.00785248, 0.0101278, -0.0232376, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:24:04.449320] [0x0000007f927fb9a0] [MocapTag] [0x000015cf] [78] 1760401444449200, 0.208225, 0.0217156, -0.370565, -0.309843, -0.999648, -0.00784924, 0.0101152, -0.0232481, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:24:04.453582] [0x0000007f927fb9a0] [MocapTag] [0x000015cf] [79] 1760401444453460, 0.212485, 0.0217156, -0.370565, -0.309843, -0.999648, -0.00784924, 0.0101152, -0.0232481, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:24:04.456117] [0x0000007f927fb9a0] [MocapTag] [0x000015cf] [80] 1760401444455962, 0.214987, 0.0217156, -0.370565, -0.309843, -0.999648, -0.00784924, 0.0101152, -0.0232481, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:24:04.459220] [0x0000007f927fb9a0] [MocapTag] [0x000015cf] [82] 1760401444459129, 0.218154, 0.0217156, -0.370565, -0.309843, -0.999648, -0.00784924, 0.0101152, -0.0232481, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:24:04.461576] [0x0000007f927fb9a0] [MocapTag] [0x000015cf] [83] 1760401444461454, 0.220479, 0.0215451, -0.370615, -0.309711, -0.999655, -0.0076078, 0.00999888, -0.0230561, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:24:04.466340] [0x0000007f927fb9a0] [MocapTag] [0x000015cf] [84] 1760401444466229, 0.225254, 0.0215451, -0.370615, -0.309711, -0.999655, -0.0076078, 0.00999888, -0.0230561, -0.0170515, -0.00500592, 0.0131354, -0.0492096, 0, 0.0390787, 
[2025-10-13 20:24:04.467670] [0x0000007f927fb9a0] [MocapTag] [0x000015cf] [85] 1760401444467559, 0.226584, 0.0215451, -0.370615, -0.309711, -0.999655, -0.0076078, 0.00999888, -0.0230561, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:24:04.470415] [0x0000007f927fb9a0] [MocapTag] [0x000015cf] [87] 1760401444470303, 0.229328, 0.0214539, -0.370705, -0.309701, -0.999661, -0.00770786, 0.0101023, -0.0227176, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:24:04.473202] [0x0000007f927fb9a0] [MocapTag] [0x000015cf] [88] 1760401444473086, 0.232111, 0.0214539, -0.370705, -0.309701, -0.999661, -0.00770786, 0.0101023, -0.0227176, -0.00912017, -0.00901421, 0, 0, 0, 0.0673629, 
[2025-10-13 20:24:04.476142] [0x0000007f927fb9a0] [MocapTag] [0x000015cf] [89] 1760401444475985, 0.23501, 0.0214539, -0.370705, -0.309701, -0.999661, -0.00770786, 0.0101023, -0.0227176, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:24:04.478556] [0x0000007f927fb9a0] [MocapTag] [0x000015cf] [91] 1760401444478495, 0.23752, 0.0214539, -0.370705, -0.309701, -0.999661, -0.00770786, 0.0101023, -0.0227176, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:24:04.481321] [0x0000007f927fb9a0] [MocapTag] [0x000015cf] [92] 1760401444481196, 0.240221, 0.0217295, -0.37056, -0.309869, -0.999646, -0.00787482, 0.0101443, -0.0233143, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:24:04.484605] [0x0000007f927fb9a0] [MocapTag] [0x000015cf] [93] 1760401444484490, 0.243515, 0.0217295, -0.37056, -0.309869, -0.999646, -0.00787482, 0.0101443, -0.0233143, 0.0275612, 0.0145321, -0.0167694, 0, 0, -0.119798, 
[2025-10-13 20:24:04.486562] [0x0000007f927fb9a0] [MocapTag] [0x000015cf] [94] 1760401444486458, 0.245483, 0.0217295, -0.37056, -0.309869, -0.999646, -0.00787482, 0.0101443, -0.0233143, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:24:04.489256] [0x0000007f927fb9a0] [MocapTag] [0x000015cf] [96] 1760401444489140, 0.248165, 0.0217116, -0.370566, -0.309854, -0.999647, -0.00782607, 0.0101323, -0.023286, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:24:04.492064] [0x0000007f927fb9a0] [MocapTag] [0x000015cf] [97] 1760401444491953, 0.250978, 0.0217116, -0.370566, -0.309854, -0.999647, -0.00782607, 0.0101323, -0.023286, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:24:04.494748] [0x0000007f927fb9a0] [MocapTag] [0x000015cf] [98] 1760401444494634, 0.253659, 0.0217116, -0.370566, -0.309854, -0.999647, -0.00782607, 0.0101323, -0.023286, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:24:04.497946] [0x0000007f927fb9a0] [MocapTag] [0x000015cf] [99] 1760401444497848, 0.256873, 0.0217116, -0.370566, -0.309854, -0.999647, -0.00782607, 0.0101323, -0.023286, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:24:04.500588] [0x0000007f927fb9a0] [MocapTag] [0x000015cf] [101] 1760401444500476, 0.259501, 0.0213233, -0.37068, -0.30955, -0.999666, -0.00731523, 0.00983524, -0.0227459, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:24:04.503282] [0x0000007f927fb9a0] [MocapTag] [0x000015cf] [102] 1760401444503173, 0.262198, 0.0213233, -0.37068, -0.30955, -0.999666, -0.00731523, 0.00983524, -0.0227459, -0.0388271, -0.0113641, 0.0304339, -0.104618, -0.0561874, 0.109551, 
[2025-10-13 20:24:04.505975] [0x0000007f927fb9a0] [MocapTag] [0x000015cf] [103] 1760401444505865, 0.26489, 0.0213233, -0.37068, -0.30955, -0.999666, -0.00731523, 0.00983524, -0.0227459, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:24:04.510095] [0x0000007f927fb9a0] [MocapTag] [0x000015cf] [105] 1760401444509982, 0.269007, 0.0213233, -0.37068, -0.30955, -0.999666, -0.00731523, 0.00983524, -0.0227459, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:24:04.511296] [0x0000007f927fb9a0] [MocapTag] [0x000015cf] [106] 1760401444511188, 0.270213, 0.0217273, -0.370571, -0.309866, -0.999647, -0.00784866, 0.0101362, -0.0232682, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:24:04.514081] [0x0000007f927fb9a0] [MocapTag] [0x000015cf] [107] 1760401444513967, 0.272992, 0.0217273, -0.370571, -0.309866, -0.999647, -0.00784866, 0.0101362, -0.0232682, 0.0404004, 0.0109171, -0.0315634, 0.1091, 0.0568965, -0.106032, 
[2025-10-13 20:24:04.516529] [0x0000007f927fb9a0] [MocapTag] [0x000015cf] [108] 1760401444516420, 0.275445, 0.0217273, -0.370571, -0.309866, -0.999647, -0.00784866, 0.0101362, -0.0232682, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:24:04.519482] [0x0000007f927fb9a0] [MocapTag] [0x000015cf] [110] 1760401444519328, 0.278353, 0.0217297, -0.370581, -0.309874, -0.999648, -0.00783845, 0.0101325, -0.0232441, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:24:04.522255] [0x0000007f927fb9a0] [MocapTag] [0x000015cf] [111] 1760401444522141, 0.281166, 0.0217297, -0.370581, -0.309874, -0.999648, -0.00783845, 0.0101325, -0.0232441, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:24:04.524769] [0x0000007f927fb9a0] [MocapTag] [0x000015cf] [112] 1760401444524630, 0.283655, 0.0217297, -0.370581, -0.309874, -0.999648, -0.00783845, 0.0101325, -0.0232441, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:24:04.528345] [0x0000007f927fb9a0] [MocapTag] [0x000015cf] [113] 1760401444528262, 0.287287, 0.0217297, -0.370581, -0.309874, -0.999648, -0.00783845, 0.0101325, -0.0232441, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:24:04.530685] [0x0000007f927fb9a0] [MocapTag] [0x000015cf] [115] 1760401444530572, 0.289597, 0.02165, -0.370598, -0.309806, -0.999651, -0.00769424, 0.0100416, -0.0232025, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:24:04.533359] [0x0000007f927fb9a0] [MocapTag] [0x000015cf] [116] 1760401444533246, 0.292271, 0.02165, -0.370598, -0.309806, -0.999651, -0.00769424, 0.0100416, -0.0232025, -0.00797294, 0, 0.00682451, 0, 0, 0, 
[2025-10-13 20:24:04.535796] [0x0000007f927fb9a0] [MocapTag] [0x000015cf] [117] 1760401444535688, 0.294713, 0.02165, -0.370598, -0.309806, -0.999651, -0.00769424, 0.0100416, -0.0232025, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:24:04.538443] [0x0000007f927fb9a0] [MocapTag] [0x000015cf] [118] 1760401444538359, 0.297384, 0.02165, -0.370598, -0.309806, -0.999651, -0.00769424, 0.0100416, -0.0232025, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:24:04.541161] [0x0000007f927fb9a0] [MocapTag] [0x000015cf] [120] 1760401444541000, 0.300025, 0.0214434, -0.370711, -0.309709, -0.999663, -0.00770287, 0.0100938, -0.0226634, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:24:04.544143] [0x0000007f927fb9a0] [MocapTag] [0x000015cf] [121] 1760401444544028, 0.303053, 0.0214434, -0.370711, -0.309709, -0.999663, -0.00770287, 0.0100938, -0.0226634, -0.0206622, -0.0113177, 0.00966221, 0, 0, 0.107753, 
[2025-10-13 20:24:04.547627] [0x0000007f927fb9a0] [MocapTag] [0x000015cf] [122] 1760401444547513, 0.306538, 0.0214434, -0.370711, -0.309709, -0.999663, -0.00770287, 0.0100938, -0.0226634, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:24:04.549781] [0x0000007f927fb9a0] [MocapTag] [0x000015cf] [124] 1760401444549666, 0.308691, 0.0217405, -0.370562, -0.309864, -0.999647, -0.00785683, 0.0101337, -0.0232713, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:24:04.552381] [0x0000007f927fb9a0] [MocapTag] [0x000015cf] [125] 1760401444552262, 0.311287, 0.0217405, -0.370562, -0.309864, -0.999647, -0.00785683, 0.0101337, -0.0232713, 0.0297156, 0.0148582, -0.0154866, 0, 0, -0.121996, 
[2025-10-13 20:24:04.555190] [0x0000007f927fb9a0] [MocapTag] [0x000015cf] [126] 1760401444555080, 0.314105, 0.0217405, -0.370562, -0.309864, -0.999647, -0.00785683, 0.0101337, -0.0232713, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:24:04.557965] [0x0000007f927fb9a0] [MocapTag] [0x000015cf] [127] 1760401444557850, 0.316875, 0.0217405, -0.370562, -0.309864, -0.999647, -0.00785683, 0.0101337, -0.0232713, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:24:04.560484] [0x0000007f927fb9a0] [MocapTag] [0x000015cf] [129] 1760401444560363, 0.319388, 0.0217339, -0.370555, -0.309858, -0.999645, -0.00787487, 0.0101846, -0.02333, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:24:04.563371] [0x0000007f927fb9a0] [MocapTag] [0x000015cf] [130] 1760401444563259, 0.322284, 0.0217339, -0.370555, -0.309858, -0.999645, -0.00787487, 0.0101846, -0.02333, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:24:04.565802] [0x0000007f927fb9a0] [MocapTag] [0x000015cf] [131] 1760401444565695, 0.32472, 0.0217339, -0.370555, -0.309858, -0.999645, -0.00787487, 0.0101846, -0.02333, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:24:04.568722] [0x0000007f927fb9a0] [MocapTag] [0x000015cf] [133] 1760401444568636, 0.327661, 0.0217339, -0.370555, -0.309858, -0.999645, -0.00787487, 0.0101846, -0.02333, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:24:04.571357] [0x0000007f927fb9a0] [MocapTag] [0x000015cf] [134] 1760401444571244, 0.330269, 0.0216507, -0.370567, -0.309788, -0.999649, -0.00771309, 0.0100486, -0.0232618, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:24:04.574081] [0x0000007f927fb9a0] [MocapTag] [0x000015cf] [135] 1760401444573968, 0.332993, 0.0216507, -0.370567, -0.309788, -0.999649, -0.00771309, 0.0100486, -0.0232618, -0.00832449, 0, 0.00705493, 0, 0, 0, 
[2025-10-13 20:24:04.576666] [0x0000007f927fb9a0] [MocapTag] [0x000015cf] [136] 1760401444576559, 0.335584, 0.0216507, -0.370567, -0.309788, -0.999649, -0.00771309, 0.0100486, -0.0232618, 0, 0, 0, 0, 0, 0, 
