[2025-10-13 20:24:04.288773] [0x0000007fa357c7c0] [MocapTag] [0x000015cf] [2] Mocap timestamp, Mocap time [s], Mocap position x [m], Mocap position y [m], Mocap position z [m], Mocap Quaternion q0 [-], Mocap Quaternion q1 [-], Mocap Quaternion q2 [-], Mocap Quaternion q3 [-], Mocap Velocity x [m/s], Mocap Velocity y [m/s], Mocap Velocity z [m/s], Mocap Angular velocity x [rad/s], Mocap Angular velocity y [rad/s], Mocap Angular velocity z [rad/s], 
[2025-10-13 20:24:35.682048] [0x0000007f927fb9a0] [MocapTag] [0x000015cf] [14772] 1760401475681931, 31.441, 0.0755569, -0.368655, -0.74447, -0.958337, -0.015363, 0.00367017, 0.285204, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:24:35.685851] [0x0000007f927fb9a0] [MocapTag] [0x000015cf] [14774] 1760401475685734, 31.4448, 0.0755569, -0.368655, -0.74447, -0.958337, -0.015363, 0.00367017, 0.285204, 0.0144435, -0.00770966, 0.589787, 0.0854969, -0.108531, -0.0713587, 
[2025-10-13 20:24:35.687396] [0x0000007f927fb9a0] [MocapTag] [0x000015cf] [14775] 1760401475687287, 31.4463, 0.0755569, -0.368655, -0.74447, -0.958337, -0.015363, 0.00367017, 0.285204, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:24:35.690076] [0x0000007f927fb9a0] [MocapTag] [0x000015cf] [14776] 1760401475689958, 31.449, 0.0755569, -0.368655, -0.74447, -0.958337, -0.015363, 0.00367017, 0.285204, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:24:35.692895] [0x0000007f927fb9a0] [MocapTag] [0x000015cf] [14777] 1760401475692809, 31.4518, 0.0757364, -0.370192, -0.738485, -0.961857, -0.0109348, -0.0060909, 0.273265, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:24:35.695630] [0x0000007f927fb9a0] [MocapTag] [0x000015cf] [14779] 1760401475695515, 31.4545, 0.0757364, -0.370192, -0.738485, -0.961857, -0.0109348, -0.0060909, 0.273265, 0.0179486, -0.153715, 0.598473, -0.299215, -2.15394, -2.46118, 
[2025-10-13 20:24:35.698609] [0x0000007f927fb9a0] [MocapTag] [0x000015cf] [14780] 1760401475698497, 31.4575, 0.0757364, -0.370192, -0.738485, -0.961857, -0.0109348, -0.0060909, 0.273265, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:24:35.701030] [0x0000007f927fb9a0] [MocapTag] [0x000015cf] [14781] 1760401475700914, 31.4599, 0.0757862, -0.370238, -0.73224, -0.961889, -0.0109102, -0.00652796, 0.273145, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:24:35.704595] [0x0000007f927fb9a0] [MocapTag] [0x000015cf] [14783] 1760401475704479, 31.4635, 0.0757862, -0.370238, -0.73224, -0.961889, -0.0109102, -0.00652796, 0.273145, 0.0049831, -0.00455313, 0.624503, 0, -0.0857265, 0, 
[2025-10-13 20:24:35.706307] [0x0000007f927fb9a0] [MocapTag] [0x000015cf] [14784] 1760401475706195, 31.4652, 0.0757862, -0.370238, -0.73224, -0.961889, -0.0109102, -0.00652796, 0.273145, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:24:35.709137] [0x0000007f927fb9a0] [MocapTag] [0x000015cf] [14785] 1760401475709027, 31.4681, 0.0757862, -0.370238, -0.73224, -0.961889, -0.0109102, -0.00652796, 0.273145, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:24:35.712066] [0x0000007f927fb9a0] [MocapTag] [0x000015cf] [14786] 1760401475711951, 31.471, 0.0759951, -0.370258, -0.726114, -0.961781, -0.0111784, -0.00638013, 0.273518, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:24:35.714616] [0x0000007f927fb9a0] [MocapTag] [0x000015cf] [14788] 1760401475714501, 31.4735, 0.0759951, -0.370258, -0.726114, -0.961781, -0.0111784, -0.00638013, 0.273518, 0.0208861, -0.00204234, 0.612623, 0.0437498, 0.0440631, 0.0772655, 
[2025-10-13 20:24:35.718089] [0x0000007f927fb9a0] [MocapTag] [0x000015cf] [14789] 1760401475717976, 31.477, 0.0759951, -0.370258, -0.726114, -0.961781, -0.0111784, -0.00638013, 0.273518, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:24:35.720809] [0x0000007f927fb9a0] [MocapTag] [0x000015cf] [14790] 1760401475720690, 31.4797, 0.0763697, -0.370344, -0.719873, -0.961928, -0.0110353, -0.00674856, 0.272997, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:24:35.723531] [0x0000007f927fb9a0] [MocapTag] [0x000015cf] [14792] 1760401475723416, 31.4824, 0.0763697, -0.370344, -0.719873, -0.961928, -0.0110353, -0.00674856, 0.272997, 0.0374623, -0.00854515, 0.624042, 0, -0.0800447, -0.107366, 
[2025-10-13 20:24:35.725984] [0x0000007f927fb9a0] [MocapTag] [0x000015cf] [14793] 1760401475725870, 31.4849, 0.0763697, -0.370344, -0.719873, -0.961928, -0.0110353, -0.00674856, 0.272997, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:24:35.728793] [0x0000007f927fb9a0] [MocapTag] [0x000015cf] [14794] 1760401475728682, 31.4877, 0.0763697, -0.370344, -0.719873, -0.961928, -0.0110353, -0.00674856, 0.272997, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:24:35.731706] [0x0000007f927fb9a0] [MocapTag] [0x000015cf] [14795] 1760401475731589, 31.4906, 0.0765963, -0.370471, -0.713737, -0.961715, -0.0113654, -0.00615458, 0.273746, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:24:35.734491] [0x0000007f927fb9a0] [MocapTag] [0x000015cf] [14797] 1760401475734376, 31.4934, 0.0765963, -0.370471, -0.713737, -0.961715, -0.0113654, -0.00615458, 0.273746, 0.0226607, -0.0126816, 0.613602, 0, 0.134264, 0.154346, 
[2025-10-13 20:24:35.737489] [0x0000007f927fb9a0] [MocapTag] [0x000015cf] [14798] 1760401475737370, 31.4964, 0.0765963, -0.370471, -0.713737, -0.961715, -0.0113654, -0.00615458, 0.273746, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:24:35.741602] [0x0000007f927fb9a0] [MocapTag] [0x000015cf] [14799] 1760401475741487, 31.5005, 0.0765963, -0.370471, -0.713737, -0.961715, -0.0113654, -0.00615458, 0.273746, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:24:35.742214] [0x0000007f927fb9a0] [MocapTag] [0x000015cf] [14800] 1760401475742142, 31.5012, 0.0772936, -0.370436, -0.70736, -0.961518, -0.0123065, -0.00647861, 0.274389, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:24:35.745257] [0x0000007f927fb9a0] [MocapTag] [0x000015cf] [14802] 1760401475745142, 31.5042, 0.0772936, -0.370436, -0.70736, -0.961518, -0.0123065, -0.00647861, 0.274389, 0.06973, 0.00341262, 0.637697, 0.199175, 0, 0.135136, 
[2025-10-13 20:24:35.747938] [0x0000007f927fb9a0] [MocapTag] [0x000015cf] [14803] 1760401475747827, 31.5069, 0.0772936, -0.370436, -0.70736, -0.961518, -0.0123065, -0.00647861, 0.274389, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:24:35.750896] [0x0000007f927fb9a0] [MocapTag] [0x000015cf] [14804] 1760401475750780, 31.5098, 0.0783442, -0.370779, -0.700438, -0.961523, -0.0123223, -0.00546634, 0.274392, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:24:35.753455] [0x0000007f927fb9a0] [MocapTag] [0x000015cf] [14805] 1760401475753363, 31.5124, 0.0783442, -0.370779, -0.700438, -0.961523, -0.0123223, -0.00546634, 0.274392, 0.10506, -0.0342834, 0.692223, -0.0525236, 0.195537, 0, 
[2025-10-13 20:24:35.756047] [0x0000007f927fb9a0] [MocapTag] [0x000015cf] [14807] 1760401475755888, 31.5149, 0.0783442, -0.370779, -0.700438, -0.961523, -0.0123223, -0.00546634, 0.274392, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:24:35.758856] [0x0000007f927fb9a0] [MocapTag] [0x000015cf] [14808] 1760401475758744, 31.5178, 0.0783442, -0.370779, -0.700438, -0.961523, -0.0123223, -0.00546634, 0.274392, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:24:35.762180] [0x0000007f927fb9a0] [MocapTag] [0x000015cf] [14809] 1760401475762087, 31.5211, 0.0786182, -0.370855, -0.69422, -0.961367, -0.0127128, -0.00536862, 0.274923, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:24:35.765250] [0x0000007f927fb9a0] [MocapTag] [0x000015cf] [14811] 1760401475765131, 31.5242, 0.0786182, -0.370855, -0.69422, -0.961367, -0.0127128, -0.00536862, 0.274923, 0.0273976, -0.00756472, 0.621762, 0.0699043, 0.0417353, 0.110161, 
[2025-10-13 20:24:35.768070] [0x0000007f927fb9a0] [MocapTag] [0x000015cf] [14812] 1760401475767959, 31.527, 0.0786182, -0.370855, -0.69422, -0.961367, -0.0127128, -0.00536862, 0.274923, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:24:35.770915] [0x0000007f927fb9a0] [MocapTag] [0x000015cf] [14813] 1760401475770798, 31.5298, 0.0787385, -0.370939, -0.687806, -0.960917, -0.012998, -0.00426989, 0.276499, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:24:35.773636] [0x0000007f927fb9a0] [MocapTag] [0x000015cf] [14815] 1760401475773515, 31.5325, 0.0787385, -0.370939, -0.687806, -0.960917, -0.012998, -0.00426989, 0.276499, 0.0120266, -0.00839543, 0.641384, 0, 0.231424, 0.324696, 
[2025-10-13 20:24:35.776751] [0x0000007f927fb9a0] [MocapTag] [0x000015cf] [14816] 1760401475776631, 31.5357, 0.0787385, -0.370939, -0.687806, -0.960917, -0.012998, -0.00426989, 0.276499, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:24:35.779542] [0x0000007f927fb9a0] [MocapTag] [0x000015cf] [14817] 1760401475779421, 31.5384, 0.0787385, -0.370939, -0.687806, -0.960917, -0.012998, -0.00426989, 0.276499, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:24:35.782103] [0x0000007f927fb9a0] [MocapTag] [0x000015cf] [14818] 1760401475781983, 31.541, 0.0791031, -0.370967, -0.681561, -0.960828, -0.0132601, -0.00427919, 0.276793, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:24:35.784883] [0x0000007f927fb9a0] [MocapTag] [0x000015cf] [14820] 1760401475784766, 31.5438, 0.0791031, -0.370967, -0.681561, -0.960828, -0.0132601, -0.00427919, 0.276793, 0.0364655, -0.00276564, 0.624519, 0.0509262, 0, 0.0612855, 
[2025-10-13 20:24:35.787323] [0x0000007f927fb9a0] [MocapTag] [0x000015cf] [14821] 1760401475787199, 31.5462, 0.0791031, -0.370967, -0.681561, -0.960828, -0.0132601, -0.00427919, 0.276793, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:24:35.789990] [0x0000007f927fb9a0] [MocapTag] [0x000015cf] [14822] 1760401475789871, 31.5489, 0.0791031, -0.370967, -0.681561, -0.960828, -0.0132601, -0.00427919, 0.276793, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:24:35.793154] [0x0000007f927fb9a0] [MocapTag] [0x000015cf] [14824] 1760401475793082, 31.5521, 0.0795188, -0.370831, -0.675375, -0.961055, -0.0147939, -0.00476265, 0.275921, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:24:35.795883] [0x0000007f927fb9a0] [MocapTag] [0x000015cf] [14825] 1760401475795766, 31.5548, 0.0795188, -0.370831, -0.675375, -0.961055, -0.0147939, -0.00476265, 0.275921, 0.0415632, 0.0135545, 0.618583, 0.321484, 0, -0.179863, 
[2025-10-13 20:24:35.799951] [0x0000007f927fb9a0] [MocapTag] [0x000015cf] [14826] 1760401475799832, 31.5589, 0.0795188, -0.370831, -0.675375, -0.961055, -0.0147939, -0.00476265, 0.275921, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:24:35.801389] [0x0000007f927fb9a0] [MocapTag] [0x000015cf] [14827] 1760401475801271, 31.5603, 0.0796897, -0.370864, -0.668869, -0.960811, -0.0150997, -0.00430119, 0.276759, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:24:35.804174] [0x0000007f927fb9a0] [MocapTag] [0x000015cf] [14829] 1760401475804053, 31.5631, 0.0796897, -0.370864, -0.668869, -0.960811, -0.0150997, -0.00430119, 0.276759, 0.0170895, -0.00331659, 0.650635, 0, 0.108317, 0.172853, 
[2025-10-13 20:24:35.806569] [0x0000007f927fb9a0] [MocapTag] [0x000015cf] [14830] 1760401475806455, 31.5655, 0.0796897, -0.370864, -0.668869, -0.960811, -0.0150997, -0.00430119, 0.276759, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:24:35.809756] [0x0000007f927fb9a0] [MocapTag] [0x000015cf] [14831] 1760401475809630, 31.5687, 0.0796897, -0.370864, -0.668869, -0.960811, -0.0150997, -0.00430119, 0.276759, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:24:35.812736] [0x0000007f927fb9a0] [MocapTag] [0x000015cf] [14832] 1760401475812618, 31.5716, 0.0849874, -0.373409, -0.660471, -0.961083, -0.00112207, 0.0289409, 0.274736, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:24:35.815834] [0x0000007f927fb9a0] [MocapTag] [0x000015cf] [14834] 1760401475815718, 31.5747, 0.0849874, -0.373409, -0.660471, -0.961083, -0.00112207, 0.0289409, 0.274736, 0.529776, -0.254517, 0.839846, 623.802, 5.61828, -0.365114, 
[2025-10-13 20:24:35.817776] [0x0000007f927fb9a0] [MocapTag] [0x000015cf] [14835] 1760401475817665, 31.5767, 0.0849874, -0.373409, -0.660471, -0.961083, -0.00112207, 0.0289409, 0.274736, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:24:35.821978] [0x0000007f927fb9a0] [MocapTag] [0x000015cf] [14836] 1760401475821891, 31.5809, 0.0852966, -0.373503, -0.654327, -0.960983, -0.0002206, 0.0301536, 0.274959, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:24:35.823286] [0x0000007f927fb9a0] [MocapTag] [0x000015cf] [14838] 1760401475823159, 31.5822, 0.0852966, -0.373503, -0.654327, -0.960983, -0.0002206, 0.0301536, 0.274959, 0.0309141, -0.0093592, 0.614381, -0.241852, 0.183279, 0.0566661, 
[2025-10-13 20:24:35.825809] [0x0000007f927fb9a0] [MocapTag] [0x000015cf] [14839] 1760401475825697, 31.5847, 0.0852966, -0.373503, -0.654327, -0.960983, -0.0002206, 0.0301536, 0.274959, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:24:35.828411] [0x0000007f927fb9a0] [MocapTag] [0x000015cf] [14840] 1760401475828300, 31.5873, 0.0852966, -0.373503, -0.654327, -0.960983, -0.0002206, 0.0301536, 0.274959, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:24:35.831305] [0x0000007f927fb9a0] [MocapTag] [0x000015cf] [14841] 1760401475831183, 31.5902, 0.0855689, -0.373608, -0.648215, -0.960913, 0.000682282, 0.0311035, 0.275097, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:24:35.834030] [0x0000007f927fb9a0] [MocapTag] [0x000015cf] [14843] 1760401475833910, 31.5929, 0.0855689, -0.373608, -0.648215, -0.960913, 0.000682282, 0.0311035, 0.275097, 0.0272323, -0.0105157, 0.611137, -0.227165, 0.132689, 0.0383496, 
[2025-10-13 20:24:35.836892] [0x0000007f927fb9a0] [MocapTag] [0x000015cf] [14844] 1760401475836776, 31.5958, 0.0855689, -0.373608, -0.648215, -0.960913, 0.000682282, 0.0311035, 0.275097, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:24:35.840764] [0x0000007f927fb9a0] [MocapTag] [0x000015cf] [14845] 1760401475840648, 31.5997, 0.0855689, -0.373608, -0.648215, -0.960913, 0.000682282, 0.0311035, 0.275097, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:24:35.841898] [0x0000007f927fb9a0] [MocapTag] [0x000015cf] [14846] 1760401475841777, 31.6008, 0.0858077, -0.373649, -0.642217, -0.960885, 0.0013742, 0.0318843, 0.275102, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:24:35.844620] [0x0000007f927fb9a0] [MocapTag] [0x000015cf] [14848] 1760401475844504, 31.6035, 0.0858077, -0.373649, -0.642217, -0.960885, 0.0013742, 0.0318843, 0.275102, 0.0238806, -0.00407666, 0.59982, -0.17643, 0.111998, 0, 
[2025-10-13 20:24:35.847172] [0x0000007f927fb9a0] [MocapTag] [0x000015cf] [14849] 1760401475847061, 31.6061, 0.0858077, -0.373649, -0.642217, -0.960885, 0.0013742, 0.0318843, 0.275102, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:24:35.849990] [0x0000007f927fb9a0] [MocapTag] [0x000015cf] [14850] 1760401475849870, 31.6089, 0.0858077, -0.373649, -0.642217, -0.960885, 0.0013742, 0.0318843, 0.275102, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:24:35.852612] [0x0000007f927fb9a0] [MocapTag] [0x000015cf] [14851] 1760401475852525, 31.6116, 0.0862199, -0.373716, -0.636281, -0.960818, 0.00193768, 0.0328745, 0.275217, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:24:35.855627] [0x0000007f927fb9a0] [MocapTag] [0x000015cf] [14853] 1760401475855511, 31.6145, 0.0862199, -0.373716, -0.636281, -0.960818, 0.00193768, 0.0328745, 0.275217, 0.0412196, -0.00675873, 0.593671, -0.164056, 0.159101, 0, 
[2025-10-13 20:24:35.858732] [0x0000007f927fb9a0] [MocapTag] [0x000015cf] [14854] 1760401475858602, 31.6176, 0.0862199, -0.373716, -0.636281, -0.960818, 0.00193768, 0.0328745, 0.275217, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:24:35.860958] [0x0000007f927fb9a0] [MocapTag] [0x000015cf] [14855] 1760401475860841, 31.6199, 0.0866944, -0.373844, -0.630324, -0.960685, 0.0024396, 0.033936, 0.275549, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:24:35.864249] [0x0000007f927fb9a0] [MocapTag] [0x000015cf] [14857] 1760401475864141, 31.6232, 0.0866944, -0.373844, -0.630324, -0.960685, 0.0024396, 0.033936, 0.275549, 0.0474469, -0.0127622, 0.595647, -0.157666, 0.17564, 0.0781655, 
[2025-10-13 20:24:35.866727] [0x0000007f927fb9a0] [MocapTag] [0x000015cf] [14858] 1760401475866611, 31.6256, 0.0866944, -0.373844, -0.630324, -0.960685, 0.0024396, 0.033936, 0.275549, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:24:35.869555] [0x0000007f927fb9a0] [MocapTag] [0x000015cf] [14859] 1760401475869445, 31.6285, 0.0866944, -0.373844, -0.630324, -0.960685, 0.0024396, 0.033936, 0.275549, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:24:35.872928] [0x0000007f927fb9a0] [MocapTag] [0x000015cf] [14860] 1760401475872840, 31.6319, 0.0869342, -0.373941, -0.624526, -0.960579, 0.00277037, 0.0341092, 0.275892, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:24:35.875727] [0x0000007f927fb9a0] [MocapTag] [0x000015cf] [14862] 1760401475875611, 31.6346, 0.0869342, -0.373941, -0.624526, -0.960579, 0.00277037, 0.0341092, 0.275892, 0.0239841, -0.0097414, 0.579834, -0.0755787, 0, 0.0745058, 
[2025-10-13 20:24:35.878566] [0x0000007f927fb9a0] [MocapTag] [0x000015cf] [14863] 1760401475878448, 31.6375, 0.0869342, -0.373941, -0.624526, -0.960579, 0.00277037, 0.0341092, 0.275892, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:24:35.881188] [0x0000007f927fb9a0] [MocapTag] [0x000015cf] [14864] 1760401475881073, 31.6401, 0.0872013, -0.374634, -0.619106, -0.959677, 0.00262685, 0.0318524, 0.279281, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:24:35.883952] [0x0000007f927fb9a0] [MocapTag] [0x000015cf] [14866] 1760401475883825, 31.6428, 0.0872013, -0.374634, -0.619106, -0.959677, 0.00262685, 0.0318524, 0.279281, 0.0267127, -0.0692731, 0.541949, 0.131893, -0.434, 0.692385, 
[2025-10-13 20:24:35.887106] [0x0000007f927fb9a0] [MocapTag] [0x000015cf] [14867] 1760401475886991, 31.646, 0.0872013, -0.374634, -0.619106, -0.959677, 0.00262685, 0.0318524, 0.279281, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:24:35.889963] [0x0000007f927fb9a0] [MocapTag] [0x000015cf] [14868] 1760401475889844, 31.6489, 0.0872013, -0.374634, -0.619106, -0.959677, 0.00262685, 0.0318524, 0.279281, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:24:35.892522] [0x0000007f927fb9a0] [MocapTag] [0x000015cf] [14869] 1760401475892405, 31.6514, 0.0819964, -0.370719, -0.616745, -0.956636, -0.00502705, 0.0167688, 0.290758, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:24:35.895262] [0x0000007f927fb9a0] [MocapTag] [0x000015cf] [14871] 1760401475895114, 31.6541, 0.0819964, -0.370719, -0.616745, -0.956636, -0.00502705, 0.0167688, 0.290758, -0.520488, 0.391545, 0.236171, 2.27427, -2.46905, 2.30627, 
[2025-10-13 20:24:35.898070] [0x0000007f927fb9a0] [MocapTag] [0x000015cf] [14872] 1760401475897959, 31.657, 0.0819964, -0.370719, -0.616745, -0.956636, -0.00502705, 0.0167688, 0.290758, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:24:35.900509] [0x0000007f927fb9a0] [MocapTag] [0x000015cf] [14873] 1760401475900390, 31.6594, 0.0827671, -0.371026, -0.611281, -0.956376, -0.00530486, 0.0140185, 0.291755, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:24:35.903832] [0x0000007f927fb9a0] [MocapTag] [0x000015cf] [14875] 1760401475903756, 31.6628, 0.0827671, -0.371026, -0.611281, -0.956376, -0.00530486, 0.0140185, 0.291755, 0.0770647, -0.0306981, 0.546353, -628.108, -0.510008, 0.202698, 
[2025-10-13 20:24:35.906868] [0x0000007f927fb9a0] [MocapTag] [0x000015cf] [14876] 1760401475906753, 31.6658, 0.0827671, -0.371026, -0.611281, -0.956376, -0.00530486, 0.0140185, 0.291755, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:24:35.909587] [0x0000007f927fb9a0] [MocapTag] [0x000015cf] [14877] 1760401475909468, 31.6685, 0.0827671, -0.371026, -0.611281, -0.956376, -0.00530486, 0.0140185, 0.291755, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:24:35.912120] [0x0000007f927fb9a0] [MocapTag] [0x000015cf] [14878] 1760401475912032, 31.6711, 0.0831316, -0.37111, -0.605756, -0.956431, -0.00540758, 0.0135314, 0.291594, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:24:35.914992] [0x0000007f927fb9a0] [MocapTag] [0x000015cf] [14880] 1760401475914877, 31.6739, 0.0831316, -0.37111, -0.605756, -0.956431, -0.00540758, 0.0135314, 0.291594, 0.0364525, -0.00846655, 0.552527, 0.0485897, -0.0872333, 0, 
[2025-10-13 20:24:35.918062] [0x0000007f927fb9a0] [MocapTag] [0x000015cf] [14881] 1760401475917948, 31.677, 0.0831316, -0.37111, -0.605756, -0.956431, -0.00540758, 0.0135314, 0.291594, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:24:35.920263] [0x0000007f927fb9a0] [MocapTag] [0x000015cf] [14882] 1760401475920136, 31.6792, 0.0840728, -0.373517, -0.600311, -0.962053, 0.00199291, 0.00882454, 0.272712, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:24:35.923145] [0x0000007f927fb9a0] [MocapTag] [0x000015cf] [14884] 1760401475923086, 31.6821, 0.0840728, -0.373517, -0.600311, -0.962053, 0.00199291, 0.00882454, 0.272712, 0.0941188, -0.240651, 0.544435, 627.208, -1.31483, -3.93015, 
[2025-10-13 20:24:35.925588] [0x0000007f927fb9a0] [MocapTag] [0x000015cf] [14885] 1760401475925474, 31.6845, 0.0840728, -0.373517, -0.600311, -0.962053, 0.00199291, 0.00882454, 0.272712, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:24:35.928493] [0x0000007f927fb9a0] [MocapTag] [0x000015cf] [14886] 1760401475928370, 31.6874, 0.0840728, -0.373517, -0.600311, -0.962053, 0.00199291, 0.00882454, 0.272712, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:24:35.932192] [0x0000007f927fb9a0] [MocapTag] [0x000015cf] [14887] 1760401475932080, 31.6911, 0.0835851, -0.372993, -0.594424, -0.961654, 0.000896039, 0.006732, 0.27418, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:24:35.934035] [0x0000007f927fb9a0] [MocapTag] [0x000015cf] [14889] 1760401475933907, 31.6929, 0.0835851, -0.372993, -0.594424, -0.961654, 0.000896039, 0.006732, 0.27418, -0.0487724, 0.0523855, 0.588775, 0.323343, -0.343637, 0.300711, 
[2025-10-13 20:24:35.936837] [0x0000007f927fb9a0] [MocapTag] [0x000015cf] [14890] 1760401475936722, 31.6957, 0.0835851, -0.372993, -0.594424, -0.961654, 0.000896039, 0.006732, 0.27418, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:24:35.939566] [0x0000007f927fb9a0] [MocapTag] [0x000015cf] [14891] 1760401475939454, 31.6985, 0.0835851, -0.372993, -0.594424, -0.961654, 0.000896039, 0.006732, 0.27418, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:24:35.942382] [0x0000007f927fb9a0] [MocapTag] [0x000015cf] [14892] 1760401475942267, 31.7013, 0.0840337, -0.373177, -0.589076, -0.961562, 0.000125513, 0.00577454, 0.274526, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:24:35.944987] [0x0000007f927fb9a0] [MocapTag] [0x000015cf] [14894] 1760401475944862, 31.7039, 0.0840337, -0.373177, -0.589076, -0.961562, 0.000125513, 0.00577454, 0.274526, 0.0448629, -0.0183756, 0.534771, 0.200319, -0.142021, 0.0700116, 
[2025-10-13 20:24:35.947433] [0x0000007f927fb9a0] [MocapTag] [0x000015cf] [14895] 1760401475947322, 31.7063, 0.0840337, -0.373177, -0.589076, -0.961562, 0.000125513, 0.00577454, 0.274526, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:24:35.950896] [0x0000007f927fb9a0] [MocapTag] [0x000015cf] [14896] 1760401475950778, 31.7098, 0.0845357, -0.373386, -0.583782, -0.961509, -0.000519125, 0.00452, 0.274737, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:24:35.953993] [0x0000007f927fb9a0] [MocapTag] [0x000015cf] [14898] 1760401475953889, 31.7129, 0.0845357, -0.373386, -0.583782, -0.961509, -0.000519125, 0.00452, 0.274737, 0.0501949, -0.0209111, 0.529339, 0.192666, -0.205907, 0.0424206, 
[2025-10-13 20:24:35.956262] [0x0000007f927fb9a0] [MocapTag] [0x000015cf] [14899] 1760401475956147, 31.7152, 0.0845357, -0.373386, -0.583782, -0.961509, -0.000519125, 0.00452, 0.274737, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:24:35.959181] [0x0000007f927fb9a0] [MocapTag] [0x000015cf] [14900] 1760401475959068, 31.7181, 0.0845357, -0.373386, -0.583782, -0.961509, -0.000519125, 0.00452, 0.274737, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:24:35.961913] [0x0000007f927fb9a0] [MocapTag] [0x000015cf] [14901] 1760401475961801, 31.7208, 0.0855009, -0.373786, -0.578866, -0.961483, -0.00159975, 0.00246001, 0.274848, 0, 0, 0, 0, 0, 0, 
