[2025-10-13 20:36:43.858787] [0x0000007f980be7c0] [MocapTag] [0x00000f53] [2] Mocap timestamp, Mocap time [s], Mocap position x [m], Mocap position y [m], Mocap position z [m], Mocap Quaternion q0 [-], Mocap Quaternion q1 [-], Mocap Quaternion q2 [-], Mocap Quaternion q3 [-], Mocap Velocity x [m/s], Mocap Velocity y [m/s], Mocap Velocity z [m/s], Mocap Angular velocity x [rad/s], Mocap Angular velocity y [rad/s], Mocap Angular velocity z [rad/s], 
[2025-10-13 20:36:43.862771] [0x0000007f8f7929a0] [MocapTag] [0x00000f53] [3] 1760402203862636, 0.051091, 0.0428603, -0.362537, -0.310577, -0.999257, -0.00871497, 0.0043575, 0.0372963, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:36:43.865477] [0x0000007f8f7929a0] [MocapTag] [0x00000f53] [5] 1760402203865361, 0.053816, 0.0428603, -0.362537, -0.310577, -0.999257, -0.00871497, 0.0043575, 0.0372963, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:36:43.868080] [0x0000007f8f7929a0] [MocapTag] [0x00000f53] [6] 1760402203867961, 0.056416, 0.042857, -0.362453, -0.310489, -0.999235, -0.00896733, 0.00378679, 0.0378869, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:36:43.870644] [0x0000007f8f7929a0] [MocapTag] [0x00000f53] [8] 1760402203870527, 0.058982, 0.042857, -0.362453, -0.310489, -0.999235, -0.00896733, 0.00378679, 0.0378869, 0, 0.0084633, 0.00886257, 0.0541925, -0.111135, 0.118936, 
[2025-10-13 20:36:43.873001] [0x0000007f8f7929a0] [MocapTag] [0x00000f53] [9] 1760402203872896, 0.061351, 0.042857, -0.362453, -0.310489, -0.999235, -0.00896733, 0.00378679, 0.0378869, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:36:43.875738] [0x0000007f8f7929a0] [MocapTag] [0x00000f53] [10] 1760402203875634, 0.064089, 0.0428857, -0.362531, -0.310592, -0.999251, -0.00869639, 0.00436756, 0.0374544, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:36:43.878694] [0x0000007f8f7929a0] [MocapTag] [0x00000f53] [11] 1760402203878605, 0.06706, 0.0428857, -0.362531, -0.310592, -0.999251, -0.00869639, 0.00436756, 0.0374544, 0.00287528, -0.00787122, -0.0103263, -0.0581264, 0.113278, -0.0873096, 
[2025-10-13 20:36:43.881191] [0x0000007f8f7929a0] [MocapTag] [0x00000f53] [13] 1760402203881079, 0.069534, 0.0428857, -0.362531, -0.310592, -0.999251, -0.00869639, 0.00436756, 0.0374544, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:36:43.883828] [0x0000007f8f7929a0] [MocapTag] [0x00000f53] [14] 1760402203883720, 0.072175, 0.0428857, -0.362531, -0.310592, -0.999251, -0.00869639, 0.00436756, 0.0374544, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:36:43.886361] [0x0000007f8f7929a0] [MocapTag] [0x00000f53] [15] 1760402203886261, 0.074716, 0.0428405, -0.362445, -0.310474, -0.999232, -0.00901496, 0.00364174, 0.0379503, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:36:43.889268] [0x0000007f8f7929a0] [MocapTag] [0x00000f53] [17] 1760402203889160, 0.077615, 0.0428405, -0.362445, -0.310474, -0.999232, -0.00901496, 0.00364174, 0.0379503, -0.00451916, 0.00865019, 0.011763, 0.0686884, -0.141793, 0.100191, 
[2025-10-13 20:36:43.891838] [0x0000007f8f7929a0] [MocapTag] [0x00000f53] [18] 1760402203891689, 0.080144, 0.0428405, -0.362445, -0.310474, -0.999232, -0.00901496, 0.00364174, 0.0379503, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:36:43.894593] [0x0000007f8f7929a0] [MocapTag] [0x00000f53] [19] 1760402203894479, 0.082934, 0.0428405, -0.362445, -0.310474, -0.999232, -0.00901496, 0.00364174, 0.0379503, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:36:43.897202] [0x0000007f8f7929a0] [MocapTag] [0x00000f53] [20] 1760402203897091, 0.085546, 0.0428629, -0.362451, -0.310485, -0.99923, -0.00900952, 0.00368501, 0.0380076, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:36:43.899984] [0x0000007f8f7929a0] [MocapTag] [0x00000f53] [22] 1760402203899863, 0.088318, 0.0428629, -0.362451, -0.310485, -0.99923, -0.00900952, 0.00368501, 0.0380076, 0.00223451, 0, 0, 0, 0, 0, 
[2025-10-13 20:36:43.902377] [0x0000007f8f7929a0] [MocapTag] [0x00000f53] [23] 1760402203902274, 0.090729, 0.0428629, -0.362451, -0.310485, -0.99923, -0.00900952, 0.00368501, 0.0380076, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:36:43.905856] [0x0000007f8f7929a0] [MocapTag] [0x00000f53] [24] 1760402203905755, 0.09421, 0.0428629, -0.362451, -0.310485, -0.99923, -0.00900952, 0.00368501, 0.0380076, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:36:43.907675] [0x0000007f8f7929a0] [MocapTag] [0x00000f53] [25] 1760402203907561, 0.096016, 0.0427638, -0.362462, -0.3105, -0.999246, -0.00910727, 0.00421168, 0.0375025, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:36:43.910948] [0x0000007f8f7929a0] [MocapTag] [0x00000f53] [27] 1760402203910836, 0.099291, 0.0427638, -0.362462, -0.3105, -0.999246, -0.00910727, 0.00421168, 0.0375025, -0.00990481, 0, 0, 0, 0.105094, -0.102083, 
[2025-10-13 20:36:43.913145] [0x0000007f8f7929a0] [MocapTag] [0x00000f53] [28] 1760402203913028, 0.101483, 0.0427638, -0.362462, -0.3105, -0.999246, -0.00910727, 0.00421168, 0.0375025, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:36:43.915767] [0x0000007f8f7929a0] [MocapTag] [0x00000f53] [29] 1760402203915659, 0.104114, 0.0428167, -0.362527, -0.310567, -0.999254, -0.00880395, 0.0047082, 0.0373143, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:36:43.918560] [0x0000007f8f7929a0] [MocapTag] [0x00000f53] [30] 1760402203918464, 0.106919, 0.0428167, -0.362527, -0.310567, -0.999254, -0.00880395, 0.0047082, 0.0373143, 0.00528154, -0.00644817, -0.00672525, -0.0641346, 0.0966349, -0.0382133, 
[2025-10-13 20:36:43.921183] [0x0000007f8f7929a0] [MocapTag] [0x00000f53] [32] 1760402203921071, 0.109526, 0.0428167, -0.362527, -0.310567, -0.999254, -0.00880395, 0.0047082, 0.0373143, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:36:43.924255] [0x0000007f8f7929a0] [MocapTag] [0x00000f53] [33] 1760402203924149, 0.112604, 0.0428167, -0.362527, -0.310567, -0.999254, -0.00880395, 0.0047082, 0.0373143, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:36:43.929315] [0x0000007f8f7929a0] [MocapTag] [0x00000f53] [35] 1760402203929237, 0.117692, 0.0429748, -0.36247, -0.310153, -0.999084, -0.00858166, 0.000624395, 0.0419149, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:36:43.930445] [0x0000007f8f7929a0] [MocapTag] [0x00000f53] [36] 1760402203930326, 0.118781, 0.0429748, -0.36247, -0.310153, -0.999084, -0.00858166, 0.000624395, 0.0419149, 0.0158131, 0.00561222, 0.0414168, 0, -0.809953, 0.927792, 
[2025-10-13 20:36:43.932758] [0x0000007f8f7929a0] [MocapTag] [0x00000f53] [37] 1760402203932651, 0.121106, 0.0429748, -0.36247, -0.310153, -0.999084, -0.00858166, 0.000624395, 0.0419149, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:36:43.936556] [0x0000007f8f7929a0] [MocapTag] [0x00000f53] [38] 1760402203936447, 0.124902, 0.0429748, -0.36247, -0.310153, -0.999084, -0.00858166, 0.000624395, 0.0419149, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:36:43.939375] [0x0000007f8f7929a0] [MocapTag] [0x00000f53] [40] 1760402203939273, 0.127728, 0.0429757, -0.362491, -0.310155, -0.999085, -0.00848414, 0.000522055, 0.0419195, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:36:43.943623] [0x0000007f8f7929a0] [MocapTag] [0x00000f53] [41] 1760402203943509, 0.131964, 0.0429757, -0.362491, -0.310155, -0.999085, -0.00848414, 0.000522055, 0.0419195, 0, -0.00205082, 0, 0, 0, 0, 
[2025-10-13 20:36:43.946022] [0x0000007f8f7929a0] [MocapTag] [0x00000f53] [42] 1760402203945918, 0.134373, 0.0429757, -0.362491, -0.310155, -0.999085, -0.00848414, 0.000522055, 0.0419195, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:36:43.947771] [0x0000007f8f7929a0] [MocapTag] [0x00000f53] [43] 1760402203947666, 0.136121, 0.0427539, -0.362491, -0.310504, -0.999245, -0.0089972, 0.00404262, 0.0375763, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:36:43.950784] [0x0000007f8f7929a0] [MocapTag] [0x00000f53] [45] 1760402203950661, 0.139116, 0.0427539, -0.362491, -0.310504, -0.999245, -0.0089972, 0.00404262, 0.0375763, -0.0221777, 0, -0.034903, 0.07689, 0.700096, -0.875518, 
[2025-10-13 20:36:43.953954] [0x0000007f8f7929a0] [MocapTag] [0x00000f53] [46] 1760402203953842, 0.142297, 0.0427539, -0.362491, -0.310504, -0.999245, -0.0089972, 0.00404262, 0.0375763, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:36:43.956196] [0x0000007f8f7929a0] [MocapTag] [0x00000f53] [47] 1760402203956074, 0.144529, 0.0427353, -0.362492, -0.310442, -0.999232, -0.00901624, 0.00374611, 0.0379366, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:36:43.959055] [0x0000007f8f7929a0] [MocapTag] [0x00000f53] [49] 1760402203958991, 0.147446, 0.0427353, -0.362492, -0.310442, -0.999232, -0.00901624, 0.00374611, 0.0379366, 0, 0, 0.00616721, 0, -0.0584768, 0.0725985, 
[2025-10-13 20:36:43.961745] [0x0000007f8f7929a0] [MocapTag] [0x00000f53] [50] 1760402203961631, 0.150086, 0.0427353, -0.362492, -0.310442, -0.999232, -0.00901624, 0.00374611, 0.0379366, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:36:43.964437] [0x0000007f8f7929a0] [MocapTag] [0x00000f53] [51] 1760402203964322, 0.152777, 0.0427353, -0.362492, -0.310442, -0.999232, -0.00901624, 0.00374611, 0.0379366, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:36:43.967980] [0x0000007f8f7929a0] [MocapTag] [0x00000f53] [52] 1760402203967856, 0.156311, 0.042279, -0.362569, -0.310306, -0.999267, -0.00923361, 0.00474874, 0.0368601, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:36:43.970876] [0x0000007f8f7929a0] [MocapTag] [0x00000f53] [54] 1760402203970745, 0.1592, 0.042279, -0.362569, -0.310306, -0.999267, -0.00923361, 0.00474874, 0.0368601, -0.0456292, -0.00770323, 0.0136166, 0.0369549, 0.200075, -0.217367, 
[2025-10-13 20:36:43.973697] [0x0000007f8f7929a0] [MocapTag] [0x00000f53] [55] 1760402203973591, 0.162046, 0.042279, -0.362569, -0.310306, -0.999267, -0.00923361, 0.00474874, 0.0368601, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:36:43.976216] [0x0000007f8f7929a0] [MocapTag] [0x00000f53] [56] 1760402203976104, 0.164559, 0.0428141, -0.36266, -0.310395, -0.999195, -0.00812569, 0.00313658, 0.0391518, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:36:43.978913] [0x0000007f8f7929a0] [MocapTag] [0x00000f53] [58] 1760402203978852, 0.167307, 0.0428141, -0.36266, -0.310395, -0.999195, -0.00812569, 0.00313658, 0.0391518, 0.0535096, -0.0090873, -0.00891837, -0.211167, -0.326696, 0.462246, 
[2025-10-13 20:36:43.983005] [0x0000007f8f7929a0] [MocapTag] [0x00000f53] [59] 1760402203982881, 0.171336, 0.0428141, -0.36266, -0.310395, -0.999195, -0.00812569, 0.00313658, 0.0391518, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:36:43.984823] [0x0000007f8f7929a0] [MocapTag] [0x00000f53] [60] 1760402203984712, 0.173167, 0.0428141, -0.36266, -0.310395, -0.999195, -0.00812569, 0.00313658, 0.0391518, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:36:43.987404] [0x0000007f8f7929a0] [MocapTag] [0x00000f53] [61] 1760402203987300, 0.175755, 0.04296, -0.362533, -0.310602, -0.999251, -0.00856622, 0.0043584, 0.0374887, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:36:43.990444] [0x0000007f8f7929a0] [MocapTag] [0x00000f53] [63] 1760402203990328, 0.178783, 0.04296, -0.362533, -0.310602, -0.999251, -0.00856622, 0.0043584, 0.0374887, 0.0145837, 0.0126888, -0.0206415, 0.080061, 0.244824, -0.335154, 
[2025-10-13 20:36:43.992693] [0x0000007f8f7929a0] [MocapTag] [0x00000f53] [64] 1760402203992583, 0.181038, 0.04296, -0.362533, -0.310602, -0.999251, -0.00856622, 0.0043584, 0.0374887, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:36:43.995590] [0x0000007f8f7929a0] [MocapTag] [0x00000f53] [65] 1760402203995429, 0.183884, 0.04296, -0.362533, -0.310602, -0.999251, -0.00856622, 0.0043584, 0.0374887, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:36:43.998104] [0x0000007f8f7929a0] [MocapTag] [0x00000f53] [66] 1760402203997984, 0.186439, 0.0427839, -0.36251, -0.310567, -0.999268, -0.0088732, 0.00482182, 0.0369029, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:36:44.000859] [0x0000007f8f7929a0] [MocapTag] [0x00000f53] [68] 1760402204000744, 0.189199, 0.0427839, -0.36251, -0.310567, -0.999268, -0.0088732, 0.00482182, 0.0369029, -0.0176103, 0.00229368, 0.00348387, 0.0585079, 0.0938972, -0.118287, 
[2025-10-13 20:36:44.003612] [0x0000007f8f7929a0] [MocapTag] [0x00000f53] [69] 1760402204003496, 0.191951, 0.0427839, -0.36251, -0.310567, -0.999268, -0.0088732, 0.00482182, 0.0369029, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:36:44.006219] [0x0000007f8f7929a0] [MocapTag] [0x00000f53] [70] 1760402204006107, 0.194562, 0.0428333, -0.362519, -0.310567, -0.999252, -0.00889507, 0.0046521, 0.0373379, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:36:44.008941] [0x0000007f8f7929a0] [MocapTag] [0x00000f53] [71] 1760402204008849, 0.197304, 0.0428333, -0.362519, -0.310567, -0.999252, -0.00889507, 0.0046521, 0.0373379, 0.00493955, 0, 0, 0, 0, 0.0873081, 
[2025-10-13 20:36:44.011463] [0x0000007f8f7929a0] [MocapTag] [0x00000f53] [73] 1760402204011353, 0.199808, 0.0428333, -0.362519, -0.310567, -0.999252, -0.00889507, 0.0046521, 0.0373379, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:36:44.014124] [0x0000007f8f7929a0] [MocapTag] [0x00000f53] [74] 1760402204014020, 0.202475, 0.0428333, -0.362519, -0.310567, -0.999252, -0.00889507, 0.0046521, 0.0373379, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:36:44.016757] [0x0000007f8f7929a0] [MocapTag] [0x00000f53] [75] 1760402204016628, 0.205083, 0.0428069, -0.362534, -0.310554, -0.999246, -0.00880201, 0.00451475, 0.0375528, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:36:44.020219] [0x0000007f8f7929a0] [MocapTag] [0x00000f53] [77] 1760402204020100, 0.208555, 0.0428069, -0.362534, -0.310554, -0.999246, -0.00880201, 0.00451475, 0.0375528, -0.00263854, 0, 0, 0, 0, 0.0433415, 
[2025-10-13 20:36:44.022079] [0x0000007f8f7929a0] [MocapTag] [0x00000f53] [78] 1760402204021971, 0.210426, 0.0428069, -0.362534, -0.310554, -0.999246, -0.00880201, 0.00451475, 0.0375528, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:36:44.024942] [0x0000007f8f7929a0] [MocapTag] [0x00000f53] [79] 1760402204024829, 0.213284, 0.0428069, -0.362534, -0.310554, -0.999246, -0.00880201, 0.00451475, 0.0375528, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:36:44.027524] [0x0000007f8f7929a0] [MocapTag] [0x00000f53] [80] 1760402204027418, 0.215873, 0.0425952, -0.362519, -0.310359, -0.999232, -0.00907633, 0.00385972, 0.0379264, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:36:44.030438] [0x0000007f8f7929a0] [MocapTag] [0x00000f53] [82] 1760402204030325, 0.21878, 0.0425952, -0.362519, -0.310359, -0.999232, -0.00907633, 0.00385972, 0.0379264, -0.0211652, 0, 0.0195206, 0.0594139, -0.128184, 0.0756294, 
[2025-10-13 20:36:44.032751] [0x0000007f8f7929a0] [MocapTag] [0x00000f53] [83] 1760402204032648, 0.221103, 0.0425952, -0.362519, -0.310359, -0.999232, -0.00907633, 0.00385972, 0.0379264, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:36:44.035370] [0x0000007f8f7929a0] [MocapTag] [0x00000f53] [84] 1760402204035267, 0.223722, 0.0425952, -0.362519, -0.310359, -0.999232, -0.00907633, 0.00385972, 0.0379264, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:36:44.038097] [0x0000007f8f7929a0] [MocapTag] [0x00000f53] [85] 1760402204037984, 0.226439, 0.0429696, -0.362492, -0.31015, -0.999083, -0.00855074, 0.000548314, 0.0419536, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:36:44.040839] [0x0000007f8f7929a0] [MocapTag] [0x00000f53] [87] 1760402204040726, 0.229181, 0.0429696, -0.362492, -0.31015, -0.999083, -0.00855074, 0.000548314, 0.0419536, 0.0374386, 0.00272145, 0.0209262, -0.0806808, -0.658899, 0.811973, 
[2025-10-13 20:36:44.043264] [0x0000007f8f7929a0] [MocapTag] [0x00000f53] [88] 1760402204043160, 0.231615, 0.0429696, -0.362492, -0.31015, -0.999083, -0.00855074, 0.000548314, 0.0419536, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:36:44.045865] [0x0000007f8f7929a0] [MocapTag] [0x00000f53] [89] 1760402204045762, 0.234217, 0.0429863, -0.362518, -0.310159, -0.999085, -0.00846033, 0.000573061, 0.0419134, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:36:44.048660] [0x0000007f8f7929a0] [MocapTag] [0x00000f53] [90] 1760402204048570, 0.237025, 0.0429863, -0.362518, -0.310159, -0.999085, -0.00846033, 0.000573061, 0.0419134, 0, -0.00261181, 0, 0, 0, 0, 
[2025-10-13 20:36:44.051212] [0x0000007f8f7929a0] [MocapTag] [0x00000f53] [92] 1760402204051100, 0.239555, 0.0429863, -0.362518, -0.310159, -0.999085, -0.00846033, 0.000573061, 0.0419134, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:36:44.053900] [0x0000007f8f7929a0] [MocapTag] [0x00000f53] [93] 1760402204053792, 0.242247, 0.0429863, -0.362518, -0.310159, -0.999085, -0.00846033, 0.000573061, 0.0419134, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:36:44.056412] [0x0000007f8f7929a0] [MocapTag] [0x00000f53] [94] 1760402204056305, 0.24476, 0.0428157, -0.362665, -0.310442, -0.999197, -0.00812328, 0.00331658, 0.0391063, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:36:44.059051] [0x0000007f8f7929a0] [MocapTag] [0x00000f53] [96] 1760402204058975, 0.24743, 0.0428157, -0.362665, -0.310442, -0.999197, -0.00812328, 0.00331658, 0.0391063, -0.0170569, -0.0147492, -0.0282588, -0.0882864, 0.540896, -0.566108, 
[2025-10-13 20:36:44.061633] [0x0000007f8f7929a0] [MocapTag] [0x00000f53] [97] 1760402204061522, 0.249977, 0.0428157, -0.362665, -0.310442, -0.999197, -0.00812328, 0.00331658, 0.0391063, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:36:44.064404] [0x0000007f8f7929a0] [MocapTag] [0x00000f53] [98] 1760402204064293, 0.252748, 0.0428157, -0.362665, -0.310442, -0.999197, -0.00812328, 0.00331658, 0.0391063, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:36:44.067127] [0x0000007f8f7929a0] [MocapTag] [0x00000f53] [99] 1760402204067019, 0.255474, 0.0429958, -0.362483, -0.310139, -0.999077, -0.00856486, 0.000477076, 0.0420846, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:36:44.070871] [0x0000007f8f7929a0] [MocapTag] [0x00000f53] [101] 1760402204070758, 0.259213, 0.0429958, -0.362483, -0.310139, -0.999077, -0.00856486, 0.000477076, 0.0420846, 0.0180106, 0.0182103, 0.0302623, 0.109959, -0.558907, 0.600518, 
[2025-10-13 20:36:44.072250] [0x0000007f8f7929a0] [MocapTag] [0x00000f53] [102] 1760402204072149, 0.260604, 0.0429958, -0.362483, -0.310139, -0.999077, -0.00856486, 0.000477076, 0.0420846, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:36:44.075240] [0x0000007f8f7929a0] [MocapTag] [0x00000f53] [103] 1760402204075137, 0.263592, 0.0429958, -0.362483, -0.310139, -0.999077, -0.00856486, 0.000477076, 0.0420846, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:36:44.077805] [0x0000007f8f7929a0] [MocapTag] [0x00000f53] [104] 1760402204077693, 0.266148, 0.0430891, -0.362529, -0.310596, -0.99923, -0.00822936, 0.00331603, 0.0382298, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:36:44.081955] [0x0000007f8f7929a0] [MocapTag] [0x00000f53] [106] 1760402204081841, 0.270296, 0.0430891, -0.362529, -0.310596, -0.99923, -0.00822936, 0.00331603, 0.0382298, 0.00932701, -0.00461082, -0.0457384, -0.0881195, 0.558207, -0.776032, 
[2025-10-13 20:36:44.083128] [0x0000007f8f7929a0] [MocapTag] [0x00000f53] [107] 1760402204083020, 0.271475, 0.0430891, -0.362529, -0.310596, -0.99923, -0.00822936, 0.00331603, 0.0382298, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:36:44.085824] [0x0000007f8f7929a0] [MocapTag] [0x00000f53] [108] 1760402204085711, 0.274166, 0.0430618, -0.36243, -0.310468, -0.999193, -0.00884813, 0.00278081, 0.0390929, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:36:44.088703] [0x0000007f8f7929a0] [MocapTag] [0x00000f53] [109] 1760402204088607, 0.277062, 0.0430618, -0.36243, -0.310468, -0.999193, -0.00884813, 0.00278081, 0.0390929, -0.00272963, 0.00992412, 0.0127983, 0.12722, -0.100726, 0.173195, 
[2025-10-13 20:36:44.091193] [0x0000007f8f7929a0] [MocapTag] [0x00000f53] [111] 1760402204091081, 0.279536, 0.0430618, -0.36243, -0.310468, -0.999193, -0.00884813, 0.00278081, 0.0390929, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:36:44.094036] [0x0000007f8f7929a0] [MocapTag] [0x00000f53] [112] 1760402204093928, 0.282383, 0.0430618, -0.36243, -0.310468, -0.999193, -0.00884813, 0.00278081, 0.0390929, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:36:44.096502] [0x0000007f8f7929a0] [MocapTag] [0x00000f53] [113] 1760402204096400, 0.284855, 0.04297, -0.362534, -0.31061, -0.999241, -0.00856113, 0.00407276, 0.0377932, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:36:44.099399] [0x0000007f8f7929a0] [MocapTag] [0x00000f53] [115] 1760402204099301, 0.287756, 0.04297, -0.362534, -0.31061, -0.999241, -0.00856113, 0.00407276, 0.0377932, -0.00918189, -0.0103975, -0.0141149, -0.0662804, 0.253759, -0.262041, 
[2025-10-13 20:36:44.101861] [0x0000007f8f7929a0] [MocapTag] [0x00000f53] [116] 1760402204101748, 0.290203, 0.04297, -0.362534, -0.31061, -0.999241, -0.00856113, 0.00407276, 0.0377932, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:36:44.104454] [0x0000007f8f7929a0] [MocapTag] [0x00000f53] [117] 1760402204104344, 0.292799, 0.04297, -0.362534, -0.31061, -0.999241, -0.00856113, 0.00407276, 0.0377932, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:36:44.108096] [0x0000007f8f7929a0] [MocapTag] [0x00000f53] [118] 1760402204107979, 0.296434, 0.0429323, -0.362459, -0.310485, -0.99922, -0.00893924, 0.00350358, 0.0383106, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:36:44.109666] [0x0000007f8f7929a0] [MocapTag] [0x00000f53] [120] 1760402204109544, 0.297999, 0.0429323, -0.362459, -0.310485, -0.99922, -0.00893924, 0.00350358, 0.0383106, -0.00376855, 0.00752252, 0.012424, 0.0794649, -0.109986, 0.104174, 
[2025-10-13 20:36:44.112327] [0x0000007f8f7929a0] [MocapTag] [0x00000f53] [121] 1760402204112214, 0.300669, 0.0429323, -0.362459, -0.310485, -0.99922, -0.00893924, 0.00350358, 0.0383106, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:36:44.115370] [0x0000007f8f7929a0] [MocapTag] [0x00000f53] [122] 1760402204115256, 0.303711, 0.0429323, -0.362459, -0.310485, -0.99922, -0.00893924, 0.00350358, 0.0383106, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:36:44.117933] [0x0000007f8f7929a0] [MocapTag] [0x00000f53] [123] 1760402204117826, 0.306281, 0.0429485, -0.362547, -0.31059, -0.999248, -0.00858438, 0.00417849, 0.0375754, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:36:44.120487] [0x0000007f8f7929a0] [MocapTag] [0x00000f53] [125] 1760402204120361, 0.308816, 0.0429485, -0.362547, -0.31059, -0.999248, -0.00858438, 0.00417849, 0.0375754, 0, -0.00883928, -0.010474, -0.0754356, 0.130924, -0.147963, 
[2025-10-13 20:36:44.123504] [0x0000007f8f7929a0] [MocapTag] [0x00000f53] [126] 1760402204123345, 0.3118, 0.0429485, -0.362547, -0.31059, -0.999248, -0.00858438, 0.00417849, 0.0375754, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:36:44.125912] [0x0000007f8f7929a0] [MocapTag] [0x00000f53] [127] 1760402204125810, 0.314265, 0.0427633, -0.362469, -0.310484, -0.999247, -0.00911162, 0.00414706, 0.0374948, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:36:44.128691] [0x0000007f8f7929a0] [MocapTag] [0x00000f53] [128] 1760402204128598, 0.317053, 0.0427633, -0.362469, -0.310484, -0.999247, -0.00911162, 0.00414706, 0.0374948, -0.0185183, 0.00785591, 0.0106394, 0.105691, 0, 0, 
[2025-10-13 20:36:44.132259] [0x0000007f8f7929a0] [MocapTag] [0x00000f53] [130] 1760402204132148, 0.320603, 0.0427633, -0.362469, -0.310484, -0.999247, -0.00911162, 0.00414706, 0.0374948, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:36:44.133877] [0x0000007f8f7929a0] [MocapTag] [0x00000f53] [131] 1760402204133773, 0.322228, 0.0427633, -0.362469, -0.310484, -0.999247, -0.00911162, 0.00414706, 0.0374948, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:36:44.136847] [0x0000007f8f7929a0] [MocapTag] [0x00000f53] [132] 1760402204136711, 0.325166, 0.0427681, -0.362471, -0.310442, -0.999235, -0.00909307, 0.00387111, 0.0378316, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:36:44.139860] [0x0000007f8f7929a0] [MocapTag] [0x00000f53] [134] 1760402204139746, 0.328201, 0.0427681, -0.362471, -0.310442, -0.999235, -0.00909307, 0.00387111, 0.0378316, 0, 0, 0.00418421, 0, -0.0546866, 0.0679009, 
