[2025-10-13 20:36:43.858787] [0x0000007f980be7c0] [MocapTag] [0x00000f53] [2] Mocap timestamp, Mocap time [s], Mocap position x [m], Mocap position y [m], Mocap position z [m], Mocap Quaternion q0 [-], Mocap Quaternion q1 [-], Mocap Quaternion q2 [-], Mocap Quaternion q3 [-], Mocap Velocity x [m/s], Mocap Velocity y [m/s], Mocap Velocity z [m/s], Mocap Angular velocity x [rad/s], Mocap Angular velocity y [rad/s], Mocap Angular velocity z [rad/s], 
[2025-10-13 20:37:14.436080] [0x0000007f8f7929a0] [MocapTag] [0x00000f53] [14350] 1760402234435965, 30.6244, 0.113372, -0.315953, -1.15572, -0.954083, -0.00727941, 0.00190031, 0.299446, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:37:14.438602] [0x0000007f8f7929a0] [MocapTag] [0x00000f53] [14351] 1760402234438494, 30.6269, 0.112791, -0.316411, -1.15247, -0.954093, -0.00742268, 0.00209583, 0.29941, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:37:14.444429] [0x0000007f8f7929a0] [MocapTag] [0x00000f53] [14353] 1760402234444301, 30.6328, 0.112791, -0.316411, -1.15247, -0.954093, -0.00742268, 0.00209583, 0.29941, -0.0581719, -0.0457972, 0.325668, 0, 0.0458397, 0, 
[2025-10-13 20:37:14.445102] [0x0000007f8f7929a0] [MocapTag] [0x00000f53] [14354] 1760402234444997, 30.6335, 0.112791, -0.316411, -1.15247, -0.954093, -0.00742268, 0.00209583, 0.29941, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:37:14.446569] [0x0000007f8f7929a0] [MocapTag] [0x00000f53] [14355] 1760402234446469, 30.6349, 0.112791, -0.316411, -1.15247, -0.954093, -0.00742268, 0.00209583, 0.29941, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:37:14.449099] [0x0000007f8f7929a0] [MocapTag] [0x00000f53] [14356] 1760402234448989, 30.6374, 0.112198, -0.31683, -1.14912, -0.954138, -0.00751739, 0.00214131, 0.299266, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:37:14.452001] [0x0000007f8f7929a0] [MocapTag] [0x00000f53] [14357] 1760402234451885, 30.6403, 0.112198, -0.31683, -1.14912, -0.954138, -0.00751739, 0.00214131, 0.299266, -0.0592428, -0.0418255, 0.335012, 0, 0, 0, 
[2025-10-13 20:37:14.454532] [0x0000007f8f7929a0] [MocapTag] [0x00000f53] [14359] 1760402234454419, 30.6429, 0.112198, -0.31683, -1.14912, -0.954138, -0.00751739, 0.00214131, 0.299266, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:37:14.457227] [0x0000007f8f7929a0] [MocapTag] [0x00000f53] [14360] 1760402234457115, 30.6456, 0.111633, -0.317279, -1.14571, -0.954167, -0.00765273, 0.00209514, 0.299169, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:37:14.460334] [0x0000007f8f7929a0] [MocapTag] [0x00000f53] [14361] 1760402234460212, 30.6487, 0.111633, -0.317279, -1.14571, -0.954167, -0.00765273, 0.00209514, 0.299169, -0.0565076, -0.0449821, 0.340524, 0, 0, 0, 
[2025-10-13 20:37:14.463730] [0x0000007f8f7929a0] [MocapTag] [0x00000f53] [14363] 1760402234463636, 30.6521, 0.111633, -0.317279, -1.14571, -0.954167, -0.00765273, 0.00209514, 0.299169, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:37:14.466272] [0x0000007f8f7929a0] [MocapTag] [0x00000f53] [14364] 1760402234466160, 30.6546, 0.111633, -0.317279, -1.14571, -0.954167, -0.00765273, 0.00209514, 0.299169, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:37:14.468876] [0x0000007f8f7929a0] [MocapTag] [0x00000f53] [14365] 1760402234468765, 30.6572, 0.111336, -0.317642, -1.14235, -0.953978, -0.00836795, 0.00308293, 0.299743, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:37:14.471877] [0x0000007f8f7929a0] [MocapTag] [0x00000f53] [14366] 1760402234471761, 30.6602, 0.111336, -0.317642, -1.14235, -0.953978, -0.00836795, 0.00308293, 0.299743, -0.0297189, -0.0362722, 0.336626, 0.0767469, 0.232152, 0.118846, 
[2025-10-13 20:37:14.474026] [0x0000007f8f7929a0] [MocapTag] [0x00000f53] [14368] 1760402234473905, 30.6624, 0.111336, -0.317642, -1.14235, -0.953978, -0.00836795, 0.00308293, 0.299743, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:37:14.477403] [0x0000007f8f7929a0] [MocapTag] [0x00000f53] [14369] 1760402234477290, 30.6657, 0.11044, -0.318199, -1.13877, -0.954182, -0.00795312, 0.00238483, 0.299111, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:37:14.480138] [0x0000007f8f7929a0] [MocapTag] [0x00000f53] [14370] 1760402234479985, 30.6684, 0.11044, -0.318199, -1.13877, -0.954182, -0.00795312, 0.00238483, 0.299111, -0.0896141, -0.0556538, 0.357456, -0.0366926, -0.15898, -0.131524, 
[2025-10-13 20:37:14.482708] [0x0000007f8f7929a0] [MocapTag] [0x00000f53] [14371] 1760402234482595, 30.6711, 0.11044, -0.318199, -1.13877, -0.954182, -0.00795312, 0.00238483, 0.299111, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:37:14.487289] [0x0000007f8f7929a0] [MocapTag] [0x00000f53] [14373] 1760402234487176, 30.6756, 0.11044, -0.318199, -1.13877, -0.954182, -0.00795312, 0.00238483, 0.299111, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:37:14.487950] [0x0000007f8f7929a0] [MocapTag] [0x00000f53] [14374] 1760402234487837, 30.6763, 0.109841, -0.318692, -1.1352, -0.954166, -0.00810721, 0.00261472, 0.299156, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:37:14.491203] [0x0000007f8f7929a0] [MocapTag] [0x00000f53] [14375] 1760402234491087, 30.6795, 0.109841, -0.318692, -1.1352, -0.954166, -0.00810721, 0.00261472, 0.299156, -0.0598985, -0.0493157, 0.35762, 0, 0.0531564, 0, 
[2025-10-13 20:37:14.494263] [0x0000007f8f7929a0] [MocapTag] [0x00000f53] [14377] 1760402234494150, 30.6826, 0.109841, -0.318692, -1.1352, -0.954166, -0.00810721, 0.00261472, 0.299156, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:37:14.497786] [0x0000007f8f7929a0] [MocapTag] [0x00000f53] [14378] 1760402234497674, 30.6861, 0.109841, -0.318692, -1.1352, -0.954166, -0.00810721, 0.00261472, 0.299156, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:37:14.499041] [0x0000007f8f7929a0] [MocapTag] [0x00000f53] [14379] 1760402234498935, 30.6874, 0.109291, -0.319189, -1.13163, -0.954181, -0.00821976, 0.00279284, 0.299104, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:37:14.501869] [0x0000007f8f7929a0] [MocapTag] [0x00000f53] [14380] 1760402234501751, 30.6902, 0.109291, -0.319189, -1.13163, -0.954181, -0.00821976, 0.00279284, 0.299104, -0.0550104, -0.0497474, 0.356801, 0, 0.0406496, 0, 
[2025-10-13 20:37:14.504222] [0x0000007f8f7929a0] [MocapTag] [0x00000f53] [14382] 1760402234504165, 30.6926, 0.109291, -0.319189, -1.13163, -0.954181, -0.00821976, 0.00279284, 0.299104, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:37:14.506816] [0x0000007f8f7929a0] [MocapTag] [0x00000f53] [14383] 1760402234506651, 30.6951, 0.108724, -0.319643, -1.12797, -0.954163, -0.00847944, 0.00280337, 0.299153, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:37:14.510153] [0x0000007f8f7929a0] [MocapTag] [0x00000f53] [14384] 1760402234509997, 30.6985, 0.108724, -0.319643, -1.12797, -0.954163, -0.00847944, 0.00280337, 0.299153, -0.0566645, -0.0453893, 0.365976, 0.0488758, 0, 0, 
[2025-10-13 20:37:14.512950] [0x0000007f8f7929a0] [MocapTag] [0x00000f53] [14385] 1760402234512837, 30.7013, 0.108724, -0.319643, -1.12797, -0.954163, -0.00847944, 0.00280337, 0.299153, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:37:14.515654] [0x0000007f8f7929a0] [MocapTag] [0x00000f53] [14387] 1760402234515543, 30.704, 0.108724, -0.319643, -1.12797, -0.954163, -0.00847944, 0.00280337, 0.299153, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:37:14.518282] [0x0000007f8f7929a0] [MocapTag] [0x00000f53] [14388] 1760402234518170, 30.7066, 0.108129, -0.320113, -1.12427, -0.95416, -0.00867822, 0.00278814, 0.299157, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:37:14.521115] [0x0000007f8f7929a0] [MocapTag] [0x00000f53] [14389] 1760402234520994, 30.7094, 0.108129, -0.320113, -1.12427, -0.95416, -0.00867822, 0.00278814, 0.299157, -0.0595247, -0.0469508, 0.370027, 0.0388384, 0, 0, 
[2025-10-13 20:37:14.523582] [0x0000007f8f7929a0] [MocapTag] [0x00000f53] [14391] 1760402234523500, 30.712, 0.108129, -0.320113, -1.12427, -0.95416, -0.00867822, 0.00278814, 0.299157, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:37:14.528202] [0x0000007f8f7929a0] [MocapTag] [0x00000f53] [14392] 1760402234528085, 30.7165, 0.108129, -0.320113, -1.12427, -0.95416, -0.00867822, 0.00278814, 0.299157, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:37:14.528824] [0x0000007f8f7929a0] [MocapTag] [0x00000f53] [14393] 1760402234528728, 30.7172, 0.107551, -0.320621, -1.12052, -0.954139, -0.00891382, 0.00283855, 0.299219, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:37:14.531866] [0x0000007f8f7929a0] [MocapTag] [0x00000f53] [14394] 1760402234531749, 30.7202, 0.107551, -0.320621, -1.12052, -0.954139, -0.00891382, 0.00283855, 0.299219, -0.0577778, -0.0508309, 0.374643, 0.0418901, 0, 0, 
[2025-10-13 20:37:14.534519] [0x0000007f8f7929a0] [MocapTag] [0x00000f53] [14396] 1760402234534389, 30.7228, 0.107551, -0.320621, -1.12052, -0.954139, -0.00891382, 0.00283855, 0.299219, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:37:14.537068] [0x0000007f8f7929a0] [MocapTag] [0x00000f53] [14397] 1760402234536951, 30.7254, 0.106964, -0.321105, -1.11673, -0.954154, -0.00913371, 0.00276333, 0.299164, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:37:14.539802] [0x0000007f8f7929a0] [MocapTag] [0x00000f53] [14398] 1760402234539688, 30.7281, 0.106964, -0.321105, -1.11673, -0.954154, -0.00913371, 0.00276333, 0.299164, -0.0587546, -0.0483631, 0.3789, 0.0465393, 0, 0, 
[2025-10-13 20:37:14.542420] [0x0000007f8f7929a0] [MocapTag] [0x00000f53] [14399] 1760402234542242, 30.7307, 0.106964, -0.321105, -1.11673, -0.954154, -0.00913371, 0.00276333, 0.299164, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:37:14.545080] [0x0000007f8f7929a0] [MocapTag] [0x00000f53] [14401] 1760402234544965, 30.7334, 0.106964, -0.321105, -1.11673, -0.954154, -0.00913371, 0.00276333, 0.299164, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:37:14.547762] [0x0000007f8f7929a0] [MocapTag] [0x00000f53] [14402] 1760402234547650, 30.7361, 0.106339, -0.321583, -1.11289, -0.95417, -0.00935194, 0.00254776, 0.299107, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:37:14.550588] [0x0000007f8f7929a0] [MocapTag] [0x00000f53] [14403] 1760402234550464, 30.7389, 0.106339, -0.321583, -1.11289, -0.95417, -0.00935194, 0.00254776, 0.299107, -0.062427, -0.0477975, 0.38448, 0.0545979, 0, 0, 
[2025-10-13 20:37:14.554156] [0x0000007f8f7929a0] [MocapTag] [0x00000f53] [14405] 1760402234554036, 30.7425, 0.106339, -0.321583, -1.11289, -0.95417, -0.00935194, 0.00254776, 0.299107, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:37:14.557103] [0x0000007f8f7929a0] [MocapTag] [0x00000f53] [14406] 1760402234556989, 30.7454, 0.106339, -0.321583, -1.11289, -0.95417, -0.00935194, 0.00254776, 0.299107, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:37:14.558075] [0x0000007f8f7929a0] [MocapTag] [0x00000f53] [14407] 1760402234557969, 30.7464, 0.105768, -0.32207, -1.10899, -0.954191, -0.00950149, 0.00233744, 0.299039, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:37:14.560921] [0x0000007f8f7929a0] [MocapTag] [0x00000f53] [14408] 1760402234560804, 30.7493, 0.105768, -0.32207, -1.10899, -0.954191, -0.00950149, 0.00233744, 0.299039, -0.0571427, -0.0487861, 0.390118, 0.0411987, 0, 0, 
[2025-10-13 20:37:14.563908] [0x0000007f8f7929a0] [MocapTag] [0x00000f53] [14409] 1760402234563848, 30.7523, 0.105768, -0.32207, -1.10899, -0.954191, -0.00950149, 0.00233744, 0.299039, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:37:14.568622] [0x0000007f8f7929a0] [MocapTag] [0x00000f53] [14411] 1760402234568507, 30.757, 0.105768, -0.32207, -1.10899, -0.954191, -0.00950149, 0.00233744, 0.299039, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:37:14.569199] [0x0000007f8f7929a0] [MocapTag] [0x00000f53] [14412] 1760402234569115, 30.7576, 0.10521, -0.322557, -1.10503, -0.954206, -0.00978642, 0.002105, 0.298984, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:37:14.572094] [0x0000007f8f7929a0] [MocapTag] [0x00000f53] [14413] 1760402234571977, 30.7604, 0.10521, -0.322557, -1.10503, -0.954206, -0.00978642, 0.002105, 0.298984, -0.0558216, -0.0486573, 0.395642, 0.0683308, 0, 0, 
[2025-10-13 20:37:14.575503] [0x0000007f8f7929a0] [MocapTag] [0x00000f53] [14415] 1760402234575375, 30.7638, 0.10521, -0.322557, -1.10503, -0.954206, -0.00978642, 0.002105, 0.298984, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:37:14.578015] [0x0000007f8f7929a0] [MocapTag] [0x00000f53] [14416] 1760402234577903, 30.7664, 0.104671, -0.323034, -1.101, -0.954187, -0.0100807, 0.00203622, 0.299033, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:37:14.580818] [0x0000007f8f7929a0] [MocapTag] [0x00000f53] [14417] 1760402234580703, 30.7692, 0.104671, -0.323034, -1.101, -0.954187, -0.0100807, 0.00203622, 0.299033, -0.0538251, -0.0477188, 0.402787, 0.0602245, 0, 0, 
[2025-10-13 20:37:14.583244] [0x0000007f8f7929a0] [MocapTag] [0x00000f53] [14419] 1760402234583188, 30.7716, 0.104671, -0.323034, -1.101, -0.954187, -0.0100807, 0.00203622, 0.299033, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:37:14.585896] [0x0000007f8f7929a0] [MocapTag] [0x00000f53] [14420] 1760402234585782, 30.7742, 0.104671, -0.323034, -1.101, -0.954187, -0.0100807, 0.00203622, 0.299033, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:37:14.588838] [0x0000007f8f7929a0] [MocapTag] [0x00000f53] [14421] 1760402234588730, 30.7772, 0.104041, -0.323546, -1.09692, -0.954191, -0.0101828, 0.0019704, 0.299018, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:37:14.591753] [0x0000007f8f7929a0] [MocapTag] [0x00000f53] [14422] 1760402234591636, 30.7801, 0.104041, -0.323546, -1.09692, -0.954191, -0.0101828, 0.0019704, 0.299018, -0.0630081, -0.0511484, 0.40815, 0, 0, 0, 
[2025-10-13 20:37:14.594152] [0x0000007f8f7929a0] [MocapTag] [0x00000f53] [14424] 1760402234594035, 30.7825, 0.104041, -0.323546, -1.09692, -0.954191, -0.0101828, 0.0019704, 0.299018, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:37:14.598041] [0x0000007f8f7929a0] [MocapTag] [0x00000f53] [14425] 1760402234597929, 30.7864, 0.104041, -0.323546, -1.09692, -0.954191, -0.0101828, 0.0019704, 0.299018, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:37:14.599271] [0x0000007f8f7929a0] [MocapTag] [0x00000f53] [14426] 1760402234599163, 30.7876, 0.103486, -0.324021, -1.0928, -0.954192, -0.0103882, 0.00200353, 0.299009, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:37:14.602125] [0x0000007f8f7929a0] [MocapTag] [0x00000f53] [14427] 1760402234602008, 30.7905, 0.103486, -0.324021, -1.0928, -0.954192, -0.0103882, 0.00200353, 0.299009, -0.0555687, -0.0474871, 0.412486, 0.0372171, 0, 0, 
[2025-10-13 20:37:14.605188] [0x0000007f8f7929a0] [MocapTag] [0x00000f53] [14429] 1760402234605071, 30.7935, 0.103486, -0.324021, -1.0928, -0.954192, -0.0103882, 0.00200353, 0.299009, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:37:14.607744] [0x0000007f8f7929a0] [MocapTag] [0x00000f53] [14430] 1760402234607636, 30.7961, 0.103239, -0.324378, -1.0887, -0.95403, -0.0110945, 0.00286274, 0.299491, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:37:14.611877] [0x0000007f8f7929a0] [MocapTag] [0x00000f53] [14431] 1760402234611759, 30.8002, 0.103239, -0.324378, -1.0887, -0.95403, -0.0110945, 0.00286274, 0.299491, -0.0246396, -0.0356944, 0.4094, 0.0828505, 0.207201, 0.0992119, 
[2025-10-13 20:37:14.612968] [0x0000007f8f7929a0] [MocapTag] [0x00000f53] [14432] 1760402234612882, 30.8013, 0.103239, -0.324378, -1.0887, -0.95403, -0.0110945, 0.00286274, 0.299491, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:37:14.615663] [0x0000007f8f7929a0] [MocapTag] [0x00000f53] [14434] 1760402234615549, 30.804, 0.103239, -0.324378, -1.0887, -0.95403, -0.0110945, 0.00286274, 0.299491, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:37:14.618169] [0x0000007f8f7929a0] [MocapTag] [0x00000f53] [14435] 1760402234618050, 30.8065, 0.1024, -0.324973, -1.08441, -0.954285, -0.0105724, 0.00202896, 0.298705, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:37:14.621234] [0x0000007f8f7929a0] [MocapTag] [0x00000f53] [14436] 1760402234621115, 30.8096, 0.1024, -0.324973, -1.08441, -0.954285, -0.0105724, 0.00202896, 0.298705, -0.0839423, -0.0595981, 0.428925, -0.0488758, -0.191936, -0.163311, 
[2025-10-13 20:37:14.623541] [0x0000007f8f7929a0] [MocapTag] [0x00000f53] [14437] 1760402234623453, 30.8119, 0.1024, -0.324973, -1.08441, -0.954285, -0.0105724, 0.00202896, 0.298705, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:37:14.626091] [0x0000007f8f7929a0] [MocapTag] [0x00000f53] [14439] 1760402234625977, 30.8144, 0.1024, -0.324973, -1.08441, -0.954285, -0.0105724, 0.00202896, 0.298705, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:37:14.628498] [0x0000007f8f7929a0] [MocapTag] [0x00000f53] [14440] 1760402234628389, 30.8168, 0.10183, -0.325451, -1.0801, -0.954291, -0.0106505, 0.00185085, 0.298684, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:37:14.631204] [0x0000007f8f7929a0] [MocapTag] [0x00000f53] [14441] 1760402234631080, 30.8195, 0.10183, -0.325451, -1.0801, -0.954291, -0.0106505, 0.00185085, 0.298684, -0.0569356, -0.0477973, 0.431226, 0, 0, 0, 
[2025-10-13 20:37:14.633911] [0x0000007f8f7929a0] [MocapTag] [0x00000f53] [14442] 1760402234633822, 30.8223, 0.10183, -0.325451, -1.0801, -0.954291, -0.0106505, 0.00185085, 0.298684, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:37:14.636537] [0x0000007f8f7929a0] [MocapTag] [0x00000f53] [14444] 1760402234636425, 30.8249, 0.10183, -0.325451, -1.0801, -0.954291, -0.0106505, 0.00185085, 0.298684, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:37:14.639090] [0x0000007f8f7929a0] [MocapTag] [0x00000f53] [14445] 1760402234638976, 30.8274, 0.101312, -0.325964, -1.07575, -0.954274, -0.0108209, 0.00190999, 0.298732, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:37:14.641901] [0x0000007f8f7929a0] [MocapTag] [0x00000f53] [14446] 1760402234641782, 30.8302, 0.101312, -0.325964, -1.07575, -0.954274, -0.0108209, 0.00190999, 0.298732, -0.0518771, -0.051206, 0.434528, 0, 0, 0, 
[2025-10-13 20:37:14.644373] [0x0000007f8f7929a0] [MocapTag] [0x00000f53] [14448] 1760402234644250, 30.8327, 0.101312, -0.325964, -1.07575, -0.954274, -0.0108209, 0.00190999, 0.298732, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:37:14.646908] [0x0000007f8f7929a0] [MocapTag] [0x00000f53] [14449] 1760402234646793, 30.8352, 0.100802, -0.326472, -1.07136, -0.954296, -0.0109493, 0.00204829, 0.298657, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:37:14.649713] [0x0000007f8f7929a0] [MocapTag] [0x00000f53] [14450] 1760402234649610, 30.8381, 0.100802, -0.326472, -1.07136, -0.954296, -0.0109493, 0.00204829, 0.298657, -0.0510005, -0.050873, 0.439531, 0, 0, 0, 
[2025-10-13 20:37:14.652627] [0x0000007f8f7929a0] [MocapTag] [0x00000f53] [14451] 1760402234652510, 30.841, 0.100802, -0.326472, -1.07136, -0.954296, -0.0109493, 0.00204829, 0.298657, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:37:14.655059] [0x0000007f8f7929a0] [MocapTag] [0x00000f53] [14453] 1760402234654946, 30.8434, 0.100802, -0.326472, -1.07136, -0.954296, -0.0109493, 0.00204829, 0.298657, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:37:14.657743] [0x0000007f8f7929a0] [MocapTag] [0x00000f53] [14454] 1760402234657633, 30.8461, 0.100266, -0.326962, -1.0669, -0.954346, -0.0109638, 0.00216346, 0.298493, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:37:14.660708] [0x0000007f8f7929a0] [MocapTag] [0x00000f53] [14455] 1760402234660589, 30.849, 0.100266, -0.326962, -1.0669, -0.954346, -0.0109638, 0.00216346, 0.298493, -0.053553, -0.0489449, 0.445516, 0, 0, 0, 
[2025-10-13 20:37:14.664049] [0x0000007f8f7929a0] [MocapTag] [0x00000f53] [14457] 1760402234663958, 30.8524, 0.100266, -0.326962, -1.0669, -0.954346, -0.0109638, 0.00216346, 0.298493, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:37:14.665702] [0x0000007f8f7929a0] [MocapTag] [0x00000f53] [14458] 1760402234665586, 30.854, 0.100266, -0.326962, -1.0669, -0.954346, -0.0109638, 0.00216346, 0.298493, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:37:14.668113] [0x0000007f8f7929a0] [MocapTag] [0x00000f53] [14459] 1760402234668005, 30.8565, 0.0997138, -0.327467, -1.06235, -0.954395, -0.010902, 0.00228478, 0.298339, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:37:14.670903] [0x0000007f8f7929a0] [MocapTag] [0x00000f53] [14460] 1760402234670785, 30.8592, 0.0997138, -0.327467, -1.06235, -0.954395, -0.010902, 0.00228478, 0.298339, -0.0552255, -0.0505072, 0.455493, 0, 0, 0, 
[2025-10-13 20:37:14.674166] [0x0000007f8f7929a0] [MocapTag] [0x00000f53] [14461] 1760402234674079, 30.8625, 0.0997138, -0.327467, -1.06235, -0.954395, -0.010902, 0.00228478, 0.298339, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:37:14.676539] [0x0000007f8f7929a0] [MocapTag] [0x00000f53] [14463] 1760402234676424, 30.8649, 0.0997138, -0.327467, -1.06235, -0.954395, -0.010902, 0.00228478, 0.298339, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:37:14.679095] [0x0000007f8f7929a0] [MocapTag] [0x00000f53] [14464] 1760402234678990, 30.8674, 0.0991727, -0.327952, -1.0578, -0.954433, -0.0108671, 0.00248902, 0.298217, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:37:14.682253] [0x0000007f8f7929a0] [MocapTag] [0x00000f53] [14465] 1760402234682136, 30.8706, 0.0991727, -0.327952, -1.0578, -0.954433, -0.0108671, 0.00248902, 0.298217, -0.0541091, -0.0484993, 0.454445, 0, 0.0366556, 0, 
[2025-10-13 20:37:14.685465] [0x0000007f8f7929a0] [MocapTag] [0x00000f53] [14467] 1760402234685344, 30.8738, 0.0991727, -0.327952, -1.0578, -0.954433, -0.0108671, 0.00248902, 0.298217, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:37:14.688773] [0x0000007f8f7929a0] [MocapTag] [0x00000f53] [14468] 1760402234688659, 30.8771, 0.0986737, -0.328438, -1.05319, -0.954464, -0.0107759, 0.00270476, 0.298121, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:37:14.691351] [0x0000007f8f7929a0] [MocapTag] [0x00000f53] [14469] 1760402234691233, 30.8797, 0.0986737, -0.328438, -1.05319, -0.954464, -0.0107759, 0.00270476, 0.298121, -0.0499086, -0.0486112, 0.461084, 0, 0.0355586, 0, 
[2025-10-13 20:37:14.693257] [0x0000007f8f7929a0] [MocapTag] [0x00000f53] [14471] 1760402234693195, 30.8817, 0.0986737, -0.328438, -1.05319, -0.954464, -0.0107759, 0.00270476, 0.298121, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:37:14.696338] [0x0000007f8f7929a0] [MocapTag] [0x00000f53] [14472] 1760402234696223, 30.8847, 0.0986737, -0.328438, -1.05319, -0.954464, -0.0107759, 0.00270476, 0.298121, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:37:14.699250] [0x0000007f8f7929a0] [MocapTag] [0x00000f53] [14473] 1760402234699132, 30.8876, 0.0981745, -0.328944, -1.04853, -0.954446, -0.0108218, 0.00302171, 0.298171, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:37:14.702141] [0x0000007f8f7929a0] [MocapTag] [0x00000f53] [14474] 1760402234702025, 30.8905, 0.0981745, -0.328944, -1.04853, -0.954446, -0.0108218, 0.00302171, 0.298171, -0.0499187, -0.050645, 0.466618, 0, 0.0633427, 0, 
[2025-10-13 20:37:14.704721] [0x0000007f8f7929a0] [MocapTag] [0x00000f53] [14476] 1760402234704607, 30.8931, 0.0981745, -0.328944, -1.04853, -0.954446, -0.0108218, 0.00302171, 0.298171, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:37:14.707244] [0x0000007f8f7929a0] [MocapTag] [0x00000f53] [14477] 1760402234707134, 30.8956, 0.0979217, -0.32938, -1.04384, -0.954251, -0.0112786, 0.00393494, 0.298767, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:37:14.710157] [0x0000007f8f7929a0] [MocapTag] [0x00000f53] [14478] 1760402234709999, 30.8985, 0.0979217, -0.32938, -1.04384, -0.954251, -0.0112786, 0.00393494, 0.298767, -0.0252761, -0.0435522, 0.468794, 0, 0.202772, 0.123399, 
[2025-10-13 20:37:14.712660] [0x0000007f8f7929a0] [MocapTag] [0x00000f53] [14479] 1760402234712575, 30.901, 0.0979217, -0.32938, -1.04384, -0.954251, -0.0112786, 0.00393494, 0.298767, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:37:14.716959] [0x0000007f8f7929a0] [MocapTag] [0x00000f53] [14481] 1760402234716847, 30.9053, 0.0979217, -0.32938, -1.04384, -0.954251, -0.0112786, 0.00393494, 0.298767, 0, 0, 0, 0, 0, 0, 
