[2025-10-13 20:19:49.841174] [0x0000007f7ff327c0] [MocapTag] [0x00000e4e] [2] Mocap timestamp, Mocap time [s], Mocap position x [m], Mocap position y [m], Mocap position z [m], Mocap Quaternion q0 [-], Mocap Quaternion q1 [-], Mocap Quaternion q2 [-], Mocap Quaternion q3 [-], Mocap Velocity x [m/s], Mocap Velocity y [m/s], Mocap Velocity z [m/s], Mocap Angular velocity x [rad/s], Mocap Angular velocity y [rad/s], Mocap Angular velocity z [rad/s], 
[2025-10-13 20:19:49.844134] [0x0000007f66ffc9a0] [MocapTag] [0x00000e4e] [3] 1760401189843959, 0.051345, 0.0132476, -0.35743, -0.310895, -0.999419, -0.0118763, 0.00859727, 0.0307687, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:19:49.846830] [0x0000007f66ffc9a0] [MocapTag] [0x00000e4e] [5] 1760401189846708, 0.054094, 0.0132476, -0.35743, -0.310895, -0.999419, -0.0118763, 0.00859727, 0.0307687, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:19:49.849302] [0x0000007f66ffc9a0] [MocapTag] [0x00000e4e] [6] 1760401189849192, 0.056578, 0.0132452, -0.357422, -0.310898, -0.999417, -0.0118682, 0.00852963, 0.0308495, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:19:49.852079] [0x0000007f66ffc9a0] [MocapTag] [0x00000e4e] [8] 1760401189851962, 0.059348, 0.0132452, -0.357422, -0.310898, -0.999417, -0.0118682, 0.00852963, 0.0308495, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:19:49.854432] [0x0000007f66ffc9a0] [MocapTag] [0x00000e4e] [9] 1760401189854326, 0.061712, 0.0132452, -0.357422, -0.310898, -0.999417, -0.0118682, 0.00852963, 0.0308495, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:19:49.857292] [0x0000007f66ffc9a0] [MocapTag] [0x00000e4e] [10] 1760401189857186, 0.064572, 0.0132452, -0.357422, -0.310898, -0.999417, -0.0118682, 0.00852963, 0.0308495, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:19:49.860460] [0x0000007f66ffc9a0] [MocapTag] [0x00000e4e] [11] 1760401189860374, 0.06776, 0.0132378, -0.357431, -0.310892, -0.999417, -0.0118686, 0.00851147, 0.0308538, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:19:49.862876] [0x0000007f66ffc9a0] [MocapTag] [0x00000e4e] [13] 1760401189862766, 0.070152, 0.0132378, -0.357431, -0.310892, -0.999417, -0.0118686, 0.00851147, 0.0308538, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:19:49.865438] [0x0000007f66ffc9a0] [MocapTag] [0x00000e4e] [14] 1760401189865330, 0.072716, 0.0132378, -0.357431, -0.310892, -0.999417, -0.0118686, 0.00851147, 0.0308538, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:19:49.867908] [0x0000007f66ffc9a0] [MocapTag] [0x00000e4e] [15] 1760401189867804, 0.07519, 0.0132521, -0.357404, -0.31089, -0.999409, -0.0119222, 0.00833784, 0.0311318, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:19:49.870804] [0x0000007f66ffc9a0] [MocapTag] [0x00000e4e] [16] 1760401189870704, 0.07809, 0.0132521, -0.357404, -0.31089, -0.999409, -0.0119222, 0.00833784, 0.0311318, 0, 0.00273911, 0, 0, 0, 0.055927, 
[2025-10-13 20:19:49.873699] [0x0000007f66ffc9a0] [MocapTag] [0x00000e4e] [18] 1760401189873587, 0.080973, 0.0132521, -0.357404, -0.31089, -0.999409, -0.0119222, 0.00833784, 0.0311318, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:19:49.876479] [0x0000007f66ffc9a0] [MocapTag] [0x00000e4e] [19] 1760401189876375, 0.083761, 0.0132521, -0.357404, -0.31089, -0.999409, -0.0119222, 0.00833784, 0.0311318, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:19:49.878969] [0x0000007f66ffc9a0] [MocapTag] [0x00000e4e] [20] 1760401189878860, 0.086246, 0.0134465, -0.35754, -0.311203, -0.999421, -0.0116342, 0.0103737, 0.0302319, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:19:49.881810] [0x0000007f66ffc9a0] [MocapTag] [0x00000e4e] [22] 1760401189881700, 0.089086, 0.0134465, -0.35754, -0.311203, -0.999421, -0.0116342, 0.0103737, 0.0302319, 0.0194393, -0.0136196, -0.0312256, -0.0682116, 0.403142, -0.183969, 
[2025-10-13 20:19:49.884374] [0x0000007f66ffc9a0] [MocapTag] [0x00000e4e] [23] 1760401189884261, 0.091647, 0.0134465, -0.35754, -0.311203, -0.999421, -0.0116342, 0.0103737, 0.0302319, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:19:49.887283] [0x0000007f66ffc9a0] [MocapTag] [0x00000e4e] [24] 1760401189887173, 0.094559, 0.0134465, -0.35754, -0.311203, -0.999421, -0.0116342, 0.0103737, 0.0302319, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:19:49.889548] [0x0000007f66ffc9a0] [MocapTag] [0x00000e4e] [25] 1760401189889442, 0.096828, 0.0132163, -0.357433, -0.310901, -0.999422, -0.0118662, 0.00869128, 0.0306392, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:19:49.892400] [0x0000007f66ffc9a0] [MocapTag] [0x00000e4e] [27] 1760401189892275, 0.099661, 0.0132163, -0.357433, -0.310901, -0.999422, -0.0118662, 0.00869128, 0.0306392, -0.0230195, 0.0107583, 0.0301572, 0.0557184, -0.333981, 0.0847079, 
[2025-10-13 20:19:49.894833] [0x0000007f66ffc9a0] [MocapTag] [0x00000e4e] [28] 1760401189894724, 0.10211, 0.0132163, -0.357433, -0.310901, -0.999422, -0.0118662, 0.00869128, 0.0306392, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:19:49.897415] [0x0000007f66ffc9a0] [MocapTag] [0x00000e4e] [29] 1760401189897312, 0.104698, 0.0132163, -0.357433, -0.310901, -0.999422, -0.0118662, 0.00869128, 0.0306392, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:19:49.900851] [0x0000007f66ffc9a0] [MocapTag] [0x00000e4e] [31] 1760401189900771, 0.108157, 0.0132279, -0.357429, -0.310898, -0.99942, -0.0118501, 0.00859041, 0.0307586, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:19:49.902873] [0x0000007f66ffc9a0] [MocapTag] [0x00000e4e] [32] 1760401189902761, 0.110147, 0.0132279, -0.357429, -0.310898, -0.99942, -0.0118501, 0.00859041, 0.0307586, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:19:49.905814] [0x0000007f66ffc9a0] [MocapTag] [0x00000e4e] [33] 1760401189905692, 0.113078, 0.0132279, -0.357429, -0.310898, -0.99942, -0.0118501, 0.00859041, 0.0307586, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:19:49.908692] [0x0000007f66ffc9a0] [MocapTag] [0x00000e4e] [34] 1760401189908583, 0.115969, 0.0132466, -0.357435, -0.310901, -0.999416, -0.0118536, 0.00850304, 0.0309156, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:19:49.911746] [0x0000007f66ffc9a0] [MocapTag] [0x00000e4e] [36] 1760401189911634, 0.11902, 0.0132466, -0.357435, -0.310901, -0.999416, -0.0118536, 0.00850304, 0.0309156, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:19:49.914073] [0x0000007f66ffc9a0] [MocapTag] [0x00000e4e] [37] 1760401189913964, 0.12135, 0.0132466, -0.357435, -0.310901, -0.999416, -0.0118536, 0.00850304, 0.0309156, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:19:49.916682] [0x0000007f66ffc9a0] [MocapTag] [0x00000e4e] [38] 1760401189916577, 0.123963, 0.0132466, -0.357435, -0.310901, -0.999416, -0.0118536, 0.00850304, 0.0309156, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:19:49.919958] [0x0000007f66ffc9a0] [MocapTag] [0x00000e4e] [39] 1760401189919875, 0.127261, 0.0138901, -0.357312, -0.311128, -0.999393, -0.0115515, 0.00736078, 0.0320289, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:19:49.923226] [0x0000007f66ffc9a0] [MocapTag] [0x00000e4e] [41] 1760401189923115, 0.130501, 0.0138901, -0.357312, -0.311128, -0.999393, -0.0115515, 0.00736078, 0.0320289, 0.064347, 0.0123229, -0.0227307, -0.0551224, -0.22768, 0.225782, 
[2025-10-13 20:19:49.925979] [0x0000007f66ffc9a0] [MocapTag] [0x00000e4e] [42] 1760401189925861, 0.133247, 0.0138901, -0.357312, -0.311128, -0.999393, -0.0115515, 0.00736078, 0.0320289, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:19:49.928566] [0x0000007f66ffc9a0] [MocapTag] [0x00000e4e] [43] 1760401189928458, 0.135844, 0.0136179, -0.357473, -0.311319, -0.999439, -0.0117494, 0.0106035, 0.0295312, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:19:49.931456] [0x0000007f66ffc9a0] [MocapTag] [0x00000e4e] [45] 1760401189931341, 0.138727, 0.0136179, -0.357473, -0.311319, -0.999439, -0.0117494, 0.0106035, 0.0295312, -0.0272137, -0.0161195, -0.0190984, 0, 0.643756, -0.507178, 
[2025-10-13 20:19:49.934094] [0x0000007f66ffc9a0] [MocapTag] [0x00000e4e] [46] 1760401189933984, 0.14137, 0.0136179, -0.357473, -0.311319, -0.999439, -0.0117494, 0.0106035, 0.0295312, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:19:49.937144] [0x0000007f66ffc9a0] [MocapTag] [0x00000e4e] [47] 1760401189937041, 0.144427, 0.0136179, -0.357473, -0.311319, -0.999439, -0.0117494, 0.0106035, 0.0295312, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:19:49.940511] [0x0000007f66ffc9a0] [MocapTag] [0x00000e4e] [49] 1760401189940457, 0.147843, 0.0133751, -0.357409, -0.31107, -0.999443, -0.0119022, 0.00931149, 0.0297536, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:19:49.942620] [0x0000007f66ffc9a0] [MocapTag] [0x00000e4e] [50] 1760401189942510, 0.149896, 0.0133751, -0.357409, -0.31107, -0.999443, -0.0119022, 0.00931149, 0.0297536, -0.0242862, 0.00646511, 0.0249273, 0.037694, -0.256867, 0.0469983, 
[2025-10-13 20:19:49.945053] [0x0000007f66ffc9a0] [MocapTag] [0x00000e4e] [51] 1760401189944945, 0.152331, 0.0133751, -0.357409, -0.31107, -0.999443, -0.0119022, 0.00931149, 0.0297536, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:19:49.947739] [0x0000007f66ffc9a0] [MocapTag] [0x00000e4e] [52] 1760401189947622, 0.155008, 0.0132418, -0.357429, -0.310894, -0.999415, -0.0118888, 0.00844082, 0.0309494, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:19:49.950469] [0x0000007f66ffc9a0] [MocapTag] [0x00000e4e] [53] 1760401189950379, 0.157765, 0.0132418, -0.357429, -0.310894, -0.999415, -0.0118888, 0.00844082, 0.0309494, -0.0133218, 0, 0.0175596, 0, -0.17135, 0.241239, 
[2025-10-13 20:19:49.953168] [0x0000007f66ffc9a0] [MocapTag] [0x00000e4e] [55] 1760401189953056, 0.160442, 0.0132418, -0.357429, -0.310894, -0.999415, -0.0118888, 0.00844082, 0.0309494, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:19:49.955823] [0x0000007f66ffc9a0] [MocapTag] [0x00000e4e] [56] 1760401189955715, 0.163101, 0.0132418, -0.357429, -0.310894, -0.999415, -0.0118888, 0.00844082, 0.0309494, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:19:49.958400] [0x0000007f66ffc9a0] [MocapTag] [0x00000e4e] [57] 1760401189958295, 0.165681, 0.0132361, -0.357418, -0.310886, -0.999418, -0.0118948, 0.00853362, 0.030824, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:19:49.961209] [0x0000007f66ffc9a0] [MocapTag] [0x00000e4e] [59] 1760401189961127, 0.168513, 0.0132361, -0.357418, -0.310886, -0.999418, -0.0118948, 0.00853362, 0.030824, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:19:49.963747] [0x0000007f66ffc9a0] [MocapTag] [0x00000e4e] [60] 1760401189963636, 0.171022, 0.0132361, -0.357418, -0.310886, -0.999418, -0.0118948, 0.00853362, 0.030824, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:19:49.966549] [0x0000007f66ffc9a0] [MocapTag] [0x00000e4e] [61] 1760401189966445, 0.173831, 0.0132361, -0.357418, -0.310886, -0.999418, -0.0118948, 0.00853362, 0.030824, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:19:49.969094] [0x0000007f66ffc9a0] [MocapTag] [0x00000e4e] [62] 1760401189968986, 0.176372, 0.0133607, -0.357347, -0.311117, -0.999456, -0.0120616, 0.00982864, 0.0290966, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:19:49.972234] [0x0000007f66ffc9a0] [MocapTag] [0x00000e4e] [64] 1760401189972124, 0.17951, 0.0133607, -0.357347, -0.311117, -0.999456, -0.0120616, 0.00982864, 0.0290966, 0.0124547, 0.00711202, -0.0231792, 0, 0.255836, -0.348869, 
[2025-10-13 20:19:49.974428] [0x0000007f66ffc9a0] [MocapTag] [0x00000e4e] [65] 1760401189974320, 0.181706, 0.0133607, -0.357347, -0.311117, -0.999456, -0.0120616, 0.00982864, 0.0290966, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:19:49.977666] [0x0000007f66ffc9a0] [MocapTag] [0x00000e4e] [66] 1760401189977560, 0.184946, 0.0133607, -0.357347, -0.311117, -0.999456, -0.0120616, 0.00982864, 0.0290966, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:19:49.979674] [0x0000007f66ffc9a0] [MocapTag] [0x00000e4e] [67] 1760401189979570, 0.186956, 0.0133464, -0.357344, -0.311103, -0.999452, -0.0120603, 0.00976344, 0.0292456, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:19:49.984843] [0x0000007f66ffc9a0] [MocapTag] [0x00000e4e] [69] 1760401189984733, 0.192119, 0.0133464, -0.357344, -0.311103, -0.999452, -0.0120603, 0.00976344, 0.0292456, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:19:49.986474] [0x0000007f66ffc9a0] [MocapTag] [0x00000e4e] [70] 1760401189986366, 0.193752, 0.0133464, -0.357344, -0.311103, -0.999452, -0.0120603, 0.00976344, 0.0292456, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:19:49.989349] [0x0000007f66ffc9a0] [MocapTag] [0x00000e4e] [71] 1760401189989240, 0.196626, 0.0133022, -0.35738, -0.311025, -0.999443, -0.0119489, 0.00922417, 0.0297609, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:19:49.992128] [0x0000007f66ffc9a0] [MocapTag] [0x00000e4e] [73] 1760401189992014, 0.1994, 0.0133022, -0.35738, -0.311025, -0.999443, -0.0119489, 0.00922417, 0.0297609, -0.00442018, -0.00351718, 0.00783031, 0, -0.107252, 0.104542, 
[2025-10-13 20:19:49.994549] [0x0000007f66ffc9a0] [MocapTag] [0x00000e4e] [74] 1760401189994441, 0.201827, 0.0133022, -0.35738, -0.311025, -0.999443, -0.0119489, 0.00922417, 0.0297609, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:19:49.997820] [0x0000007f66ffc9a0] [MocapTag] [0x00000e4e] [75] 1760401189997712, 0.205098, 0.0133022, -0.35738, -0.311025, -0.999443, -0.0119489, 0.00922417, 0.0297609, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:19:50.000423] [0x0000007f66ffc9a0] [MocapTag] [0x00000e4e] [76] 1760401190000339, 0.207725, 0.0131972, -0.357414, -0.310878, -0.999424, -0.0119178, 0.00862443, 0.0305717, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:19:50.003388] [0x0000007f66ffc9a0] [MocapTag] [0x00000e4e] [78] 1760401190003270, 0.210656, 0.0131972, -0.357414, -0.310878, -0.999424, -0.0119178, 0.00862443, 0.0305717, -0.0104959, -0.00346867, 0.0147009, 0, -0.118187, 0.163627, 
[2025-10-13 20:19:50.006216] [0x0000007f66ffc9a0] [MocapTag] [0x00000e4e] [79] 1760401190006110, 0.213496, 0.0131972, -0.357414, -0.310878, -0.999424, -0.0119178, 0.00862443, 0.0305717, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:19:50.008743] [0x0000007f66ffc9a0] [MocapTag] [0x00000e4e] [80] 1760401190008634, 0.21602, 0.0132358, -0.35742, -0.310894, -0.999417, -0.0119097, 0.00852838, 0.0308374, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:19:50.011674] [0x0000007f66ffc9a0] [MocapTag] [0x00000e4e] [82] 1760401190011559, 0.218945, 0.0132358, -0.35742, -0.310894, -0.999417, -0.0119097, 0.00852838, 0.0308374, 0.00385973, 0, 0, 0, 0, 0.0533998, 
[2025-10-13 20:19:50.014559] [0x0000007f66ffc9a0] [MocapTag] [0x00000e4e] [83] 1760401190014454, 0.22184, 0.0132358, -0.35742, -0.310894, -0.999417, -0.0119097, 0.00852838, 0.0308374, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:19:50.017232] [0x0000007f66ffc9a0] [MocapTag] [0x00000e4e] [84] 1760401190017124, 0.22451, 0.0132358, -0.35742, -0.310894, -0.999417, -0.0119097, 0.00852838, 0.0308374, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:19:50.019697] [0x0000007f66ffc9a0] [MocapTag] [0x00000e4e] [85] 1760401190019587, 0.226973, 0.0137748, -0.357309, -0.311117, -0.999407, -0.0116725, 0.00784713, 0.0314202, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:19:50.022908] [0x0000007f66ffc9a0] [MocapTag] [0x00000e4e] [87] 1760401190022799, 0.230185, 0.0137748, -0.357309, -0.311117, -0.999407, -0.0116725, 0.00784713, 0.0314202, 0.0538965, 0.0111004, -0.022305, -0.0442028, -0.136307, 0.118525, 
[2025-10-13 20:19:50.025289] [0x0000007f66ffc9a0] [MocapTag] [0x00000e4e] [88] 1760401190025185, 0.232571, 0.0137748, -0.357309, -0.311117, -0.999407, -0.0116725, 0.00784713, 0.0314202, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:19:50.027932] [0x0000007f66ffc9a0] [MocapTag] [0x00000e4e] [89] 1760401190027822, 0.235208, 0.0134192, -0.357381, -0.311119, -0.999449, -0.0119162, 0.00940395, 0.0295168, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:19:50.030893] [0x0000007f66ffc9a0] [MocapTag] [0x00000e4e] [91] 1760401190030810, 0.238196, 0.0134192, -0.357381, -0.311119, -0.999449, -0.0119162, 0.00940395, 0.0295168, -0.0355543, -0.00716949, 0, 0.0427246, 0.308303, -0.384735, 
[2025-10-13 20:19:50.033476] [0x0000007f66ffc9a0] [MocapTag] [0x00000e4e] [92] 1760401190033366, 0.240752, 0.0134192, -0.357381, -0.311119, -0.999449, -0.0119162, 0.00940395, 0.0295168, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:19:50.036124] [0x0000007f66ffc9a0] [MocapTag] [0x00000e4e] [93] 1760401190035977, 0.243363, 0.0134192, -0.357381, -0.311119, -0.999449, -0.0119162, 0.00940395, 0.0295168, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:19:50.038786] [0x0000007f66ffc9a0] [MocapTag] [0x00000e4e] [94] 1760401190038682, 0.246068, 0.0133421, -0.357386, -0.311121, -0.999456, -0.0119927, 0.00979815, 0.0291144, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:19:50.042350] [0x0000007f66ffc9a0] [MocapTag] [0x00000e4e] [96] 1760401190042233, 0.249619, 0.0133421, -0.357386, -0.311121, -0.999456, -0.0119927, 0.00979815, 0.0291144, -0.00771508, 0, 0, 0, 0.0783116, -0.0815518, 
[2025-10-13 20:19:50.044191] [0x0000007f66ffc9a0] [MocapTag] [0x00000e4e] [97] 1760401190044084, 0.25147, 0.0133421, -0.357386, -0.311121, -0.999456, -0.0119927, 0.00979815, 0.0291144, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:19:50.046906] [0x0000007f66ffc9a0] [MocapTag] [0x00000e4e] [98] 1760401190046803, 0.254189, 0.0133421, -0.357386, -0.311121, -0.999456, -0.0119927, 0.00979815, 0.0291144, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:19:50.050718] [0x0000007f66ffc9a0] [MocapTag] [0x00000e4e] [100] 1760401190050645, 0.258031, 0.0133567, -0.357382, -0.311117, -0.999452, -0.0119959, 0.00969357, 0.0292873, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:19:50.052348] [0x0000007f66ffc9a0] [MocapTag] [0x00000e4e] [101] 1760401190052238, 0.259624, 0.0133567, -0.357382, -0.311117, -0.999452, -0.0119959, 0.00969357, 0.0292873, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:19:50.054853] [0x0000007f66ffc9a0] [MocapTag] [0x00000e4e] [102] 1760401190054718, 0.262104, 0.0133567, -0.357382, -0.311117, -0.999452, -0.0119959, 0.00969357, 0.0292873, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:19:50.057419] [0x0000007f66ffc9a0] [MocapTag] [0x00000e4e] [103] 1760401190057315, 0.264701, 0.0133567, -0.357382, -0.311117, -0.999452, -0.0119959, 0.00969357, 0.0292873, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:19:50.060697] [0x0000007f66ffc9a0] [MocapTag] [0x00000e4e] [105] 1760401190060633, 0.268019, 0.0133256, -0.357375, -0.311086, -0.999455, -0.0119629, 0.00967814, 0.0292076, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:19:50.063509] [0x0000007f66ffc9a0] [MocapTag] [0x00000e4e] [106] 1760401190063401, 0.270787, 0.0133256, -0.357375, -0.311086, -0.999455, -0.0119629, 0.00967814, 0.0292076, -0.00311096, 0, 0.00305736, 0, 0, 0, 
[2025-10-13 20:19:50.066221] [0x0000007f66ffc9a0] [MocapTag] [0x00000e4e] [107] 1760401190066114, 0.2735, 0.0133256, -0.357375, -0.311086, -0.999455, -0.0119629, 0.00967814, 0.0292076, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:19:50.069313] [0x0000007f66ffc9a0] [MocapTag] [0x00000e4e] [108] 1760401190069207, 0.276593, 0.0135961, -0.357352, -0.310816, -0.999361, -0.0115263, 0.00645113, 0.0332103, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:19:50.071727] [0x0000007f66ffc9a0] [MocapTag] [0x00000e4e] [110] 1760401190071611, 0.278997, 0.0135961, -0.357352, -0.310816, -0.999361, -0.0115263, 0.00645113, 0.0332103, 0.027046, 0.0023063, 0.027078, -0.0740767, -0.638586, 0.808781, 
[2025-10-13 20:19:50.074446] [0x0000007f66ffc9a0] [MocapTag] [0x00000e4e] [111] 1760401190074338, 0.281724, 0.0135961, -0.357352, -0.310816, -0.999361, -0.0115263, 0.00645113, 0.0332103, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:19:50.077229] [0x0000007f66ffc9a0] [MocapTag] [0x00000e4e] [112] 1760401190077122, 0.284508, 0.0135961, -0.357352, -0.310816, -0.999361, -0.0115263, 0.00645113, 0.0332103, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:19:50.079285] [0x0000007f66ffc9a0] [MocapTag] [0x00000e4e] [113] 1760401190079183, 0.286569, 0.0138656, -0.357265, -0.311088, -0.9994, -0.0115905, 0.00743207, 0.0317886, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:19:50.082188] [0x0000007f66ffc9a0] [MocapTag] [0x00000e4e] [115] 1760401190082071, 0.289457, 0.0138656, -0.357265, -0.311088, -0.9994, -0.0115905, 0.00743207, 0.0317886, 0.0269531, 0.00870703, -0.0272714, 0, 0.193272, -0.286726, 
[2025-10-13 20:19:50.084582] [0x0000007f66ffc9a0] [MocapTag] [0x00000e4e] [116] 1760401190084473, 0.291859, 0.0138656, -0.357265, -0.311088, -0.9994, -0.0115905, 0.00743207, 0.0317886, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:19:50.087350] [0x0000007f66ffc9a0] [MocapTag] [0x00000e4e] [117] 1760401190087244, 0.29463, 0.0138656, -0.357265, -0.311088, -0.9994, -0.0115905, 0.00743207, 0.0317886, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:19:50.089950] [0x0000007f66ffc9a0] [MocapTag] [0x00000e4e] [118] 1760401190089828, 0.297214, 0.0135575, -0.357445, -0.3113, -0.99945, -0.0117512, 0.010726, 0.0290976, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:19:50.092588] [0x0000007f66ffc9a0] [MocapTag] [0x00000e4e] [120] 1760401190092477, 0.299863, 0.0135575, -0.357445, -0.3113, -0.99945, -0.0117512, 0.010726, 0.0290976, -0.030817, -0.0179525, -0.0211652, 0, 0.653316, -0.545931, 
[2025-10-13 20:19:50.095231] [0x0000007f66ffc9a0] [MocapTag] [0x00000e4e] [121] 1760401190095118, 0.302504, 0.0135575, -0.357445, -0.3113, -0.99945, -0.0117512, 0.010726, 0.0290976, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:19:50.097976] [0x0000007f66ffc9a0] [MocapTag] [0x00000e4e] [122] 1760401190097866, 0.305252, 0.0133486, -0.357388, -0.311085, -0.999447, -0.0119471, 0.00944962, 0.0295483, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:19:50.100679] [0x0000007f66ffc9a0] [MocapTag] [0x00000e4e] [124] 1760401190100617, 0.308003, 0.0133486, -0.357388, -0.311085, -0.999447, -0.0119471, 0.00944962, 0.0295483, -0.0208881, 0.00572376, 0.0214422, 0.0456333, -0.252984, 0.0925813, 
[2025-10-13 20:19:50.103269] [0x0000007f66ffc9a0] [MocapTag] [0x00000e4e] [125] 1760401190103152, 0.310538, 0.0133486, -0.357388, -0.311085, -0.999447, -0.0119471, 0.00944962, 0.0295483, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:19:50.105955] [0x0000007f66ffc9a0] [MocapTag] [0x00000e4e] [126] 1760401190105848, 0.313234, 0.0133486, -0.357388, -0.311085, -0.999447, -0.0119471, 0.00944962, 0.0295483, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:19:50.108692] [0x0000007f66ffc9a0] [MocapTag] [0x00000e4e] [127] 1760401190108586, 0.315972, 0.0129623, -0.357489, -0.310939, -0.99945, -0.0121244, 0.00992663, 0.0292187, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:19:50.111760] [0x0000007f66ffc9a0] [MocapTag] [0x00000e4e] [129] 1760401190111646, 0.319032, 0.0129623, -0.357489, -0.310939, -0.99945, -0.0121244, 0.00992663, 0.0292187, -0.0386231, -0.0101272, 0.0146648, 0, 0.0956237, -0.06737, 
[2025-10-13 20:19:50.114193] [0x0000007f66ffc9a0] [MocapTag] [0x00000e4e] [130] 1760401190114086, 0.321472, 0.0129623, -0.357489, -0.310939, -0.99945, -0.0121244, 0.00992663, 0.0292187, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:19:50.116993] [0x0000007f66ffc9a0] [MocapTag] [0x00000e4e] [131] 1760401190116872, 0.324258, 0.0129623, -0.357489, -0.310939, -0.99945, -0.0121244, 0.00992663, 0.0292187, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:19:50.119497] [0x0000007f66ffc9a0] [MocapTag] [0x00000e4e] [132] 1760401190119357, 0.326743, 0.0132703, -0.357437, -0.310904, -0.999405, -0.011834, 0.00811079, 0.0313685, 0, 0, 0, 0, 0, 0, 
