[2025-10-13 20:19:49.841174] [0x0000007f7ff327c0] [MocapTag] [0x00000e4e] [2] Mocap timestamp, Mocap time [s], Mocap position x [m], Mocap position y [m], Mocap position z [m], Mocap Quaternion q0 [-], Mocap Quaternion q1 [-], Mocap Quaternion q2 [-], Mocap Quaternion q3 [-], Mocap Velocity x [m/s], Mocap Velocity y [m/s], Mocap Velocity z [m/s], Mocap Angular velocity x [rad/s], Mocap Angular velocity y [rad/s], Mocap Angular velocity z [rad/s], 
[2025-10-13 20:20:18.489217] [0x0000007f66ffc9a0] [MocapTag] [0x00000e4e] [13499] 1760401218489107, 28.6965, 0.133466, -0.342516, -1.24956, -0.952139, -0.0111365, 0.00976196, 0.305308, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:20:18.491956] [0x0000007f66ffc9a0] [MocapTag] [0x00000e4e] [13500] 1760401218491841, 28.6992, 0.133466, -0.342516, -1.24956, -0.952139, -0.0111365, 0.00976196, 0.305308, -0.0577412, -0.00969134, -0.00535546, 0, 0.0409456, 0, 
[2025-10-13 20:20:18.494296] [0x0000007f66ffc9a0] [MocapTag] [0x00000e4e] [13501] 1760401218494197, 28.7016, 0.133466, -0.342516, -1.24956, -0.952139, -0.0111365, 0.00976196, 0.305308, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:20:18.498430] [0x0000007f66ffc9a0] [MocapTag] [0x00000e4e] [13503] 1760401218498318, 28.7057, 0.133466, -0.342516, -1.24956, -0.952139, -0.0111365, 0.00976196, 0.305308, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:20:18.500126] [0x0000007f66ffc9a0] [MocapTag] [0x00000e4e] [13504] 1760401218500021, 28.7074, 0.132841, -0.342629, -1.24963, -0.95218, -0.0110403, 0.00981268, 0.305181, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:20:18.503156] [0x0000007f66ffc9a0] [MocapTag] [0x00000e4e] [13505] 1760401218503038, 28.7104, 0.132841, -0.342629, -1.24963, -0.95218, -0.0110403, 0.00981268, 0.305181, -0.0624821, -0.0113038, -0.00699224, 0, 0, 0, 
[2025-10-13 20:20:18.505668] [0x0000007f66ffc9a0] [MocapTag] [0x00000e4e] [13507] 1760401218505555, 28.7129, 0.132841, -0.342629, -1.24963, -0.95218, -0.0110403, 0.00981268, 0.305181, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:20:18.508316] [0x0000007f66ffc9a0] [MocapTag] [0x00000e4e] [13508] 1760401218508205, 28.7156, 0.132841, -0.342629, -1.24963, -0.95218, -0.0110403, 0.00981268, 0.305181, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:20:18.510813] [0x0000007f66ffc9a0] [MocapTag] [0x00000e4e] [13509] 1760401218510700, 28.7181, 0.132234, -0.342732, -1.24969, -0.952218, -0.0109911, 0.00993651, 0.30506, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:20:18.513623] [0x0000007f66ffc9a0] [MocapTag] [0x00000e4e] [13510] 1760401218513508, 28.7209, 0.132234, -0.342732, -1.24969, -0.952218, -0.0109911, 0.00993651, 0.30506, -0.0606909, -0.0103066, -0.00634136, 0, 0, 0, 
[2025-10-13 20:20:18.516896] [0x0000007f66ffc9a0] [MocapTag] [0x00000e4e] [13512] 1760401218516758, 28.7241, 0.132234, -0.342732, -1.24969, -0.952218, -0.0109911, 0.00993651, 0.30506, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:20:18.520517] [0x0000007f66ffc9a0] [MocapTag] [0x00000e4e] [13513] 1760401218520409, 28.7278, 0.131239, -0.343025, -1.24971, -0.952563, -0.0100804, 0.00896481, 0.304043, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:20:18.522178] [0x0000007f66ffc9a0] [MocapTag] [0x00000e4e] [13514] 1760401218522061, 28.7294, 0.131239, -0.343025, -1.24971, -0.952563, -0.0100804, 0.00896481, 0.304043, -0.0995032, -0.0293163, -0.00233406, -0.111771, -0.242123, -0.211728, 
[2025-10-13 20:20:18.524852] [0x0000007f66ffc9a0] [MocapTag] [0x00000e4e] [13515] 1760401218524739, 28.7321, 0.131239, -0.343025, -1.24971, -0.952563, -0.0100804, 0.00896481, 0.304043, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:20:18.527574] [0x0000007f66ffc9a0] [MocapTag] [0x00000e4e] [13517] 1760401218527462, 28.7348, 0.131239, -0.343025, -1.24971, -0.952563, -0.0100804, 0.00896481, 0.304043, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:20:18.530013] [0x0000007f66ffc9a0] [MocapTag] [0x00000e4e] [13518] 1760401218529907, 28.7373, 0.131037, -0.342941, -1.24985, -0.9522, -0.0110141, 0.0101729, 0.305108, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:20:18.533123] [0x0000007f66ffc9a0] [MocapTag] [0x00000e4e] [13519] 1760401218533004, 28.7404, 0.131037, -0.342941, -1.24985, -0.9522, -0.0110141, 0.0101729, 0.305108, -0.0201773, 0.0083991, -0.0140042, 0.101614, 0.288634, 0.221813, 
[2025-10-13 20:20:18.535311] [0x0000007f66ffc9a0] [MocapTag] [0x00000e4e] [13521] 1760401218535190, 28.7426, 0.131037, -0.342941, -1.24985, -0.9522, -0.0110141, 0.0101729, 0.305108, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:20:18.538043] [0x0000007f66ffc9a0] [MocapTag] [0x00000e4e] [13522] 1760401218537933, 28.7453, 0.131037, -0.342941, -1.24985, -0.9522, -0.0110141, 0.0101729, 0.305108, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:20:18.540589] [0x0000007f66ffc9a0] [MocapTag] [0x00000e4e] [13523] 1760401218540475, 28.7479, 0.130397, -0.343003, -1.24992, -0.952235, -0.0110477, 0.010214, 0.304997, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:20:18.543393] [0x0000007f66ffc9a0] [MocapTag] [0x00000e4e] [13524] 1760401218543273, 28.7507, 0.130397, -0.343003, -1.24992, -0.952235, -0.0110477, 0.010214, 0.304997, -0.0640377, -0.0061925, -0.00645677, 0, 0, 0, 
[2025-10-13 20:20:18.545801] [0x0000007f66ffc9a0] [MocapTag] [0x00000e4e] [13526] 1760401218545717, 28.7531, 0.130397, -0.343003, -1.24992, -0.952235, -0.0110477, 0.010214, 0.304997, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:20:18.548558] [0x0000007f66ffc9a0] [MocapTag] [0x00000e4e] [13527] 1760401218548446, 28.7558, 0.130397, -0.343003, -1.24992, -0.952235, -0.0110477, 0.010214, 0.304997, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:20:18.550725] [0x0000007f66ffc9a0] [MocapTag] [0x00000e4e] [13528] 1760401218550617, 28.758, 0.129775, -0.34309, -1.24998, -0.952271, -0.011053, 0.0102824, 0.304881, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:20:18.553877] [0x0000007f66ffc9a0] [MocapTag] [0x00000e4e] [13529] 1760401218553759, 28.7611, 0.129775, -0.34309, -1.24998, -0.952271, -0.011053, 0.0102824, 0.304881, -0.0621317, -0.00869625, -0.00626102, 0, 0, 0, 
[2025-10-13 20:20:18.556215] [0x0000007f66ffc9a0] [MocapTag] [0x00000e4e] [13531] 1760401218556104, 28.7635, 0.129775, -0.34309, -1.24998, -0.952271, -0.011053, 0.0102824, 0.304881, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:20:18.558866] [0x0000007f66ffc9a0] [MocapTag] [0x00000e4e] [13532] 1760401218558747, 28.7661, 0.129203, -0.343194, -1.25009, -0.952271, -0.0110055, 0.0102994, 0.304882, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:20:18.561591] [0x0000007f66ffc9a0] [MocapTag] [0x00000e4e] [13533] 1760401218561474, 28.7689, 0.129203, -0.343194, -1.25009, -0.952271, -0.0110055, 0.0102994, 0.304882, -0.0572161, -0.0103335, -0.0107942, 0, 0, 0, 
[2025-10-13 20:20:18.564074] [0x0000007f66ffc9a0] [MocapTag] [0x00000e4e] [13534] 1760401218563987, 28.7714, 0.129203, -0.343194, -1.25009, -0.952271, -0.0110055, 0.0102994, 0.304882, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:20:18.566706] [0x0000007f66ffc9a0] [MocapTag] [0x00000e4e] [13536] 1760401218566595, 28.774, 0.129203, -0.343194, -1.25009, -0.952271, -0.0110055, 0.0102994, 0.304882, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:20:18.569263] [0x0000007f66ffc9a0] [MocapTag] [0x00000e4e] [13537] 1760401218569158, 28.7765, 0.128611, -0.34325, -1.25014, -0.952337, -0.0110306, 0.010314, 0.304673, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:20:18.571981] [0x0000007f66ffc9a0] [MocapTag] [0x00000e4e] [13538] 1760401218571857, 28.7792, 0.128611, -0.34325, -1.25014, -0.952337, -0.0110306, 0.010314, 0.304673, -0.0592299, -0.00564525, -0.00479359, 0, 0, -0.0439286, 
[2025-10-13 20:20:18.574453] [0x0000007f66ffc9a0] [MocapTag] [0x00000e4e] [13539] 1760401218574368, 28.7818, 0.128611, -0.34325, -1.25014, -0.952337, -0.0110306, 0.010314, 0.304673, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:20:18.577811] [0x0000007f66ffc9a0] [MocapTag] [0x00000e4e] [13541] 1760401218577700, 28.7851, 0.128611, -0.34325, -1.25014, -0.952337, -0.0110306, 0.010314, 0.304673, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:20:18.580453] [0x0000007f66ffc9a0] [MocapTag] [0x00000e4e] [13542] 1760401218580342, 28.7877, 0.127626, -0.343516, -1.25019, -0.952756, -0.0101612, 0.00919634, 0.303429, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:20:18.583208] [0x0000007f66ffc9a0] [MocapTag] [0x00000e4e] [13543] 1760401218583091, 28.7905, 0.127626, -0.343516, -1.25019, -0.952756, -0.0101612, 0.00919634, 0.303429, -0.0984581, -0.0266402, -0.00568806, -0.0944853, -0.267689, -0.259483, 
[2025-10-13 20:20:18.585607] [0x0000007f66ffc9a0] [MocapTag] [0x00000e4e] [13545] 1760401218585487, 28.7929, 0.127626, -0.343516, -1.25019, -0.952756, -0.0101612, 0.00919634, 0.303429, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:20:18.588175] [0x0000007f66ffc9a0] [MocapTag] [0x00000e4e] [13546] 1760401218588065, 28.7955, 0.127626, -0.343516, -1.25019, -0.952756, -0.0101612, 0.00919634, 0.303429, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:20:18.590609] [0x0000007f66ffc9a0] [MocapTag] [0x00000e4e] [13547] 1760401218590503, 28.7979, 0.127033, -0.343603, -1.25027, -0.952768, -0.0102242, 0.0091775, 0.303388, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:20:18.594134] [0x0000007f66ffc9a0] [MocapTag] [0x00000e4e] [13548] 1760401218594046, 28.8014, 0.127033, -0.343603, -1.25027, -0.952768, -0.0102242, 0.0091775, 0.303388, -0.0593825, -0.00865175, -0.00745437, 0, 0, 0, 
[2025-10-13 20:20:18.596932] [0x0000007f66ffc9a0] [MocapTag] [0x00000e4e] [13550] 1760401218596820, 28.8042, 0.127033, -0.343603, -1.25027, -0.952768, -0.0102242, 0.0091775, 0.303388, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:20:18.599525] [0x0000007f66ffc9a0] [MocapTag] [0x00000e4e] [13551] 1760401218599412, 28.8068, 0.126877, -0.343538, -1.25041, -0.952426, -0.0111516, 0.0104284, 0.304388, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:20:18.602358] [0x0000007f66ffc9a0] [MocapTag] [0x00000e4e] [13552] 1760401218602242, 28.8096, 0.126877, -0.343538, -1.25041, -0.952426, -0.0111516, 0.0104284, 0.304388, -0.0155691, 0.00652753, -0.0141669, 0.0981092, 0.296237, 0.207967, 
[2025-10-13 20:20:18.604777] [0x0000007f66ffc9a0] [MocapTag] [0x00000e4e] [13554] 1760401218604722, 28.8121, 0.126877, -0.343538, -1.25041, -0.952426, -0.0111516, 0.0104284, 0.304388, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:20:18.607435] [0x0000007f66ffc9a0] [MocapTag] [0x00000e4e] [13555] 1760401218607322, 28.8147, 0.126877, -0.343538, -1.25041, -0.952426, -0.0111516, 0.0104284, 0.304388, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:20:18.610518] [0x0000007f66ffc9a0] [MocapTag] [0x00000e4e] [13556] 1760401218610410, 28.8178, 0.126269, -0.343639, -1.25049, -0.95249, -0.0110659, 0.0104009, 0.304192, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:20:18.614213] [0x0000007f66ffc9a0] [MocapTag] [0x00000e4e] [13557] 1760401218614125, 28.8215, 0.126269, -0.343639, -1.25049, -0.95249, -0.0110659, 0.0104009, 0.304192, -0.0608345, -0.0101549, -0.00816364, 0, 0, -0.0410497, 
[2025-10-13 20:20:18.615938] [0x0000007f66ffc9a0] [MocapTag] [0x00000e4e] [13559] 1760401218615827, 28.8232, 0.126269, -0.343639, -1.25049, -0.95249, -0.0110659, 0.0104009, 0.304192, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:20:18.618526] [0x0000007f66ffc9a0] [MocapTag] [0x00000e4e] [13560] 1760401218618414, 28.8258, 0.126269, -0.343639, -1.25049, -0.95249, -0.0110659, 0.0104009, 0.304192, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:20:18.621061] [0x0000007f66ffc9a0] [MocapTag] [0x00000e4e] [13561] 1760401218620949, 28.8283, 0.125685, -0.343692, -1.25058, -0.952531, -0.0110861, 0.0102108, 0.304067, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:20:18.624017] [0x0000007f66ffc9a0] [MocapTag] [0x00000e4e] [13562] 1760401218623927, 28.8313, 0.125685, -0.343692, -1.25058, -0.952531, -0.0110861, 0.0102108, 0.304067, -0.058318, -0.00523133, -0.00866444, 0, -0.0352042, 0, 
[2025-10-13 20:20:18.626585] [0x0000007f66ffc9a0] [MocapTag] [0x00000e4e] [13564] 1760401218626473, 28.8339, 0.125685, -0.343692, -1.25058, -0.952531, -0.0110861, 0.0102108, 0.304067, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:20:18.630514] [0x0000007f66ffc9a0] [MocapTag] [0x00000e4e] [13565] 1760401218630408, 28.8378, 0.125122, -0.343776, -1.25069, -0.952571, -0.0110863, 0.0101007, 0.303945, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:20:18.632133] [0x0000007f66ffc9a0] [MocapTag] [0x00000e4e] [13566] 1760401218632005, 28.8394, 0.125122, -0.343776, -1.25069, -0.952571, -0.0110863, 0.0101007, 0.303945, -0.0563196, -0.00849138, -0.0111619, 0, 0, 0, 
[2025-10-13 20:20:18.634703] [0x0000007f66ffc9a0] [MocapTag] [0x00000e4e] [13567] 1760401218634615, 28.842, 0.125122, -0.343776, -1.25069, -0.952571, -0.0110863, 0.0101007, 0.303945, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:20:18.637468] [0x0000007f66ffc9a0] [MocapTag] [0x00000e4e] [13569] 1760401218637352, 28.8447, 0.125122, -0.343776, -1.25069, -0.952571, -0.0110863, 0.0101007, 0.303945, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:20:18.640592] [0x0000007f66ffc9a0] [MocapTag] [0x00000e4e] [13570] 1760401218640480, 28.8479, 0.12454, -0.343867, -1.25082, -0.952625, -0.0111046, 0.0100048, 0.30378, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:20:18.643354] [0x0000007f66ffc9a0] [MocapTag] [0x00000e4e] [13571] 1760401218643235, 28.8506, 0.12454, -0.343867, -1.25082, -0.952625, -0.0111046, 0.0100048, 0.30378, -0.0582387, -0.00906313, -0.0129972, 0, 0, 0, 
[2025-10-13 20:20:18.645641] [0x0000007f66ffc9a0] [MocapTag] [0x00000e4e] [13573] 1760401218645516, 28.8529, 0.12454, -0.343867, -1.25082, -0.952625, -0.0111046, 0.0100048, 0.30378, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:20:18.648203] [0x0000007f66ffc9a0] [MocapTag] [0x00000e4e] [13574] 1760401218648091, 28.8555, 0.12454, -0.343867, -1.25082, -0.952625, -0.0111046, 0.0100048, 0.30378, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:20:18.650634] [0x0000007f66ffc9a0] [MocapTag] [0x00000e4e] [13575] 1760401218650527, 28.8579, 0.123962, -0.343929, -1.25094, -0.952642, -0.0111586, 0.009993, 0.303725, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:20:18.653365] [0x0000007f66ffc9a0] [MocapTag] [0x00000e4e] [13576] 1760401218653246, 28.8606, 0.123962, -0.343929, -1.25094, -0.952642, -0.0111586, 0.009993, 0.303725, -0.0577641, -0.00621913, -0.0123786, 0, 0, 0, 
[2025-10-13 20:20:18.656747] [0x0000007f66ffc9a0] [MocapTag] [0x00000e4e] [13578] 1760401218656632, 28.864, 0.123962, -0.343929, -1.25094, -0.952642, -0.0111586, 0.009993, 0.303725, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:20:18.658960] [0x0000007f66ffc9a0] [MocapTag] [0x00000e4e] [13579] 1760401218658856, 28.8662, 0.122929, -0.34419, -1.25103, -0.953012, -0.0102271, 0.00871736, 0.302635, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:20:18.661980] [0x0000007f66ffc9a0] [MocapTag] [0x00000e4e] [13580] 1760401218661865, 28.8693, 0.122929, -0.34419, -1.25103, -0.953012, -0.0102271, 0.00871736, 0.302635, -0.103346, -0.0260811, -0.00876394, -0.0974894, -0.301308, -0.226969, 
[2025-10-13 20:20:18.664516] [0x0000007f66ffc9a0] [MocapTag] [0x00000e4e] [13581] 1760401218664400, 28.8718, 0.122929, -0.34419, -1.25103, -0.953012, -0.0102271, 0.00871736, 0.302635, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:20:18.667212] [0x0000007f66ffc9a0] [MocapTag] [0x00000e4e] [13583] 1760401218667099, 28.8745, 0.122929, -0.34419, -1.25103, -0.953012, -0.0102271, 0.00871736, 0.302635, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:20:18.669659] [0x0000007f66ffc9a0] [MocapTag] [0x00000e4e] [13584] 1760401218669551, 28.8769, 0.122751, -0.344117, -1.2512, -0.952683, -0.0110178, 0.00964221, 0.303614, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:20:18.672756] [0x0000007f66ffc9a0] [MocapTag] [0x00000e4e] [13585] 1760401218672605, 28.88, 0.122751, -0.344117, -1.2512, -0.952683, -0.0110178, 0.00964221, 0.303614, -0.0177582, 0.0072903, -0.0169046, 0.0922441, 0.225728, 0.20386, 
[2025-10-13 20:20:18.675297] [0x0000007f66ffc9a0] [MocapTag] [0x00000e4e] [13586] 1760401218675212, 28.8826, 0.122751, -0.344117, -1.2512, -0.952683, -0.0110178, 0.00964221, 0.303614, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:20:18.677953] [0x0000007f66ffc9a0] [MocapTag] [0x00000e4e] [13588] 1760401218677840, 28.8852, 0.122751, -0.344117, -1.2512, -0.952683, -0.0110178, 0.00964221, 0.303614, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:20:18.680504] [0x0000007f66ffc9a0] [MocapTag] [0x00000e4e] [13589] 1760401218680397, 28.8878, 0.122199, -0.344194, -1.2513, -0.952764, -0.011015, 0.00948433, 0.303364, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:20:18.683604] [0x0000007f66ffc9a0] [MocapTag] [0x00000e4e] [13590] 1760401218683489, 28.8909, 0.122199, -0.344194, -1.2513, -0.952764, -0.011015, 0.00948433, 0.303364, -0.055256, -0.00767745, -0.00974222, 0, 0, -0.0524342, 
[2025-10-13 20:20:18.685827] [0x0000007f66ffc9a0] [MocapTag] [0x00000e4e] [13592] 1760401218685722, 28.8931, 0.122199, -0.344194, -1.2513, -0.952764, -0.011015, 0.00948433, 0.303364, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:20:18.688564] [0x0000007f66ffc9a0] [MocapTag] [0x00000e4e] [13593] 1760401218688446, 28.8958, 0.122199, -0.344194, -1.2513, -0.952764, -0.011015, 0.00948433, 0.303364, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:20:18.691189] [0x0000007f66ffc9a0] [MocapTag] [0x00000e4e] [13594] 1760401218691076, 28.8985, 0.121636, -0.344296, -1.25143, -0.952809, -0.0110176, 0.00940618, 0.303225, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:20:18.694584] [0x0000007f66ffc9a0] [MocapTag] [0x00000e4e] [13595] 1760401218694493, 28.9019, 0.121636, -0.344296, -1.25143, -0.952809, -0.0110176, 0.00940618, 0.303225, -0.0562572, -0.0101859, -0.0133617, 0, 0, 0, 
[2025-10-13 20:20:18.696825] [0x0000007f66ffc9a0] [MocapTag] [0x00000e4e] [13597] 1760401218696713, 28.9041, 0.121636, -0.344296, -1.25143, -0.952809, -0.0110176, 0.00940618, 0.303225, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:20:18.699413] [0x0000007f66ffc9a0] [MocapTag] [0x00000e4e] [13598] 1760401218699267, 28.9067, 0.121007, -0.344393, -1.25152, -0.952813, -0.0110395, 0.00932116, 0.303213, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:20:18.702554] [0x0000007f66ffc9a0] [MocapTag] [0x00000e4e] [13599] 1760401218702436, 28.9098, 0.121007, -0.344393, -1.25152, -0.952813, -0.0110395, 0.00932116, 0.303213, -0.0628494, -0.00968278, -0.00849089, 0, 0, 0, 
[2025-10-13 20:20:18.705187] [0x0000007f66ffc9a0] [MocapTag] [0x00000e4e] [13601] 1760401218705115, 28.9125, 0.121007, -0.344393, -1.25152, -0.952813, -0.0110395, 0.00932116, 0.303213, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:20:18.708089] [0x0000007f66ffc9a0] [MocapTag] [0x00000e4e] [13602] 1760401218707977, 28.9154, 0.121007, -0.344393, -1.25152, -0.952813, -0.0110395, 0.00932116, 0.303213, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:20:18.710685] [0x0000007f66ffc9a0] [MocapTag] [0x00000e4e] [13603] 1760401218710573, 28.918, 0.120386, -0.344513, -1.25164, -0.952842, -0.010917, 0.00926149, 0.303129, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:20:18.713507] [0x0000007f66ffc9a0] [MocapTag] [0x00000e4e] [13604] 1760401218713388, 28.9208, 0.120386, -0.344513, -1.25164, -0.952842, -0.010917, 0.00926149, 0.303129, -0.0621107, -0.0120649, -0.011956, 0, 0, 0, 
[2025-10-13 20:20:18.715902] [0x0000007f66ffc9a0] [MocapTag] [0x00000e4e] [13606] 1760401218715778, 28.9232, 0.120386, -0.344513, -1.25164, -0.952842, -0.010917, 0.00926149, 0.303129, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:20:18.719032] [0x0000007f66ffc9a0] [MocapTag] [0x00000e4e] [13607] 1760401218718922, 28.9263, 0.120386, -0.344513, -1.25164, -0.952842, -0.010917, 0.00926149, 0.303129, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:20:18.721656] [0x0000007f66ffc9a0] [MocapTag] [0x00000e4e] [13608] 1760401218721537, 28.9289, 0.119655, -0.344698, -1.25172, -0.953016, -0.0103998, 0.00865745, 0.302618, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:20:18.724351] [0x0000007f66ffc9a0] [MocapTag] [0x00000e4e] [13609] 1760401218724264, 28.9317, 0.119655, -0.344698, -1.25172, -0.953016, -0.0103998, 0.00865745, 0.302618, -0.0731725, -0.0184276, -0.00867182, -0.0607729, -0.147267, -0.105977, 
[2025-10-13 20:20:18.726966] [0x0000007f66ffc9a0] [MocapTag] [0x00000e4e] [13611] 1760401218726855, 28.9342, 0.119655, -0.344698, -1.25172, -0.953016, -0.0103998, 0.00865745, 0.302618, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:20:18.729442] [0x0000007f66ffc9a0] [MocapTag] [0x00000e4e] [13612] 1760401218729298, 28.9367, 0.119249, -0.344706, -1.25187, -0.952894, -0.0106529, 0.00903083, 0.302981, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:20:18.732818] [0x0000007f66ffc9a0] [MocapTag] [0x00000e4e] [13613] 1760401218732650, 28.94, 0.119249, -0.344706, -1.25187, -0.952894, -0.0106529, 0.00903083, 0.302981, -0.0405378, 0, -0.0143347, 0, 0.0870597, 0.0755012, 
[2025-10-13 20:20:18.735303] [0x0000007f66ffc9a0] [MocapTag] [0x00000e4e] [13614] 1760401218735220, 28.9426, 0.119249, -0.344706, -1.25187, -0.952894, -0.0106529, 0.00903083, 0.302981, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:20:18.737963] [0x0000007f66ffc9a0] [MocapTag] [0x00000e4e] [13616] 1760401218737850, 28.9452, 0.119249, -0.344706, -1.25187, -0.952894, -0.0106529, 0.00903083, 0.302981, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:20:18.740399] [0x0000007f66ffc9a0] [MocapTag] [0x00000e4e] [13617] 1760401218740293, 28.9477, 0.118647, -0.344808, -1.25199, -0.952944, -0.010529, 0.00896108, 0.30283, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:20:18.744748] [0x0000007f66ffc9a0] [MocapTag] [0x00000e4e] [13618] 1760401218744659, 28.952, 0.118647, -0.344808, -1.25199, -0.952944, -0.010529, 0.00896108, 0.30283, -0.0602234, -0.0101605, -0.0120375, 0, 0, 0, 
[2025-10-13 20:20:18.745971] [0x0000007f66ffc9a0] [MocapTag] [0x00000e4e] [13620] 1760401218745856, 28.9532, 0.118647, -0.344808, -1.25199, -0.952944, -0.010529, 0.00896108, 0.30283, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:20:18.748462] [0x0000007f66ffc9a0] [MocapTag] [0x00000e4e] [13621] 1760401218748351, 28.9557, 0.118647, -0.344808, -1.25199, -0.952944, -0.010529, 0.00896108, 0.30283, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:20:18.751416] [0x0000007f66ffc9a0] [MocapTag] [0x00000e4e] [13622] 1760401218751306, 28.9587, 0.118068, -0.344861, -1.25209, -0.95299, -0.0105162, 0.00900357, 0.302687, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:20:18.754258] [0x0000007f66ffc9a0] [MocapTag] [0x00000e4e] [13623] 1760401218754141, 28.9615, 0.118068, -0.344861, -1.25209, -0.95299, -0.0105162, 0.00900357, 0.302687, -0.0579331, -0.00532636, -0.0102368, 0, 0, 0, 
[2025-10-13 20:20:18.756938] [0x0000007f66ffc9a0] [MocapTag] [0x00000e4e] [13625] 1760401218756820, 28.9642, 0.118068, -0.344861, -1.25209, -0.95299, -0.0105162, 0.00900357, 0.302687, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:20:18.759550] [0x0000007f66ffc9a0] [MocapTag] [0x00000e4e] [13626] 1760401218759442, 28.9668, 0.117483, -0.344968, -1.25216, -0.953029, -0.0104654, 0.00921123, 0.302559, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:20:18.762394] [0x0000007f66ffc9a0] [MocapTag] [0x00000e4e] [13627] 1760401218762278, 28.9697, 0.117483, -0.344968, -1.25216, -0.953029, -0.0104654, 0.00921123, 0.302559, -0.0584838, -0.0106421, -0.00682212, 0, 0.0363162, 0, 
