[2025-10-13 20:07:12.397634] [0x0000007fbbd047c0] [MocapTag] [0x00003710] [2] Mocap timestamp, Mocap time [s], Mocap position x [m], Mocap position y [m], Mocap position z [m], Mocap Quaternion q0 [-], Mocap Quaternion q1 [-], Mocap Quaternion q2 [-], Mocap Quaternion q3 [-], Mocap Velocity x [m/s], Mocap Velocity y [m/s], Mocap Velocity z [m/s], Mocap Angular velocity x [rad/s], Mocap Angular velocity y [rad/s], Mocap Angular velocity z [rad/s], 
[2025-10-13 20:07:12.400901] [0x0000007faaffc9a0] [MocapTag] [0x00003710] [3] 1760400432400708, 0.057584, -0.00964029, -0.356726, -0.30994, -0.999733, -0.00891566, 0.0106204, 0.0184985, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:07:12.403396] [0x0000007faaffc9a0] [MocapTag] [0x00003710] [6] 1760400432403301, 0.060177, -0.00964029, -0.356726, -0.30994, -0.999733, -0.00891566, 0.0106204, 0.0184985, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:07:12.406079] [0x0000007faaffc9a0] [MocapTag] [0x00003710] [7] 1760400432405968, 0.062844, -0.00964029, -0.356726, -0.30994, -0.999733, -0.00891566, 0.0106204, 0.0184985, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:07:12.408927] [0x0000007faaffc9a0] [MocapTag] [0x00003710] [8] 1760400432408817, 0.065693, -0.00964029, -0.356726, -0.30994, -0.999733, -0.00891566, 0.0106204, 0.0184985, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:07:12.411630] [0x0000007faaffc9a0] [MocapTag] [0x00003710] [9] 1760400432411519, 0.068395, -0.00963304, -0.356714, -0.309942, -0.999732, -0.00893326, 0.0106271, 0.0185394, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:07:12.414497] [0x0000007faaffc9a0] [MocapTag] [0x00003710] [11] 1760400432414387, 0.071263, -0.00963304, -0.356714, -0.309942, -0.999732, -0.00893326, 0.0106271, 0.0185394, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:07:12.417772] [0x0000007faaffc9a0] [MocapTag] [0x00003710] [12] 1760400432417655, 0.074531, -0.00963304, -0.356714, -0.309942, -0.999732, -0.00893326, 0.0106271, 0.0185394, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:07:12.420456] [0x0000007faaffc9a0] [MocapTag] [0x00003710] [13] 1760400432420342, 0.077218, -0.00963838, -0.356716, -0.309922, -0.999732, -0.00892741, 0.0106071, 0.0185144, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:07:12.423497] [0x0000007faaffc9a0] [MocapTag] [0x00003710] [15] 1760400432423438, 0.080314, -0.00963838, -0.356716, -0.309922, -0.999732, -0.00892741, 0.0106071, 0.0185144, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:07:12.426808] [0x0000007faaffc9a0] [MocapTag] [0x00003710] [16] 1760400432426694, 0.08357, -0.00963838, -0.356716, -0.309922, -0.999732, -0.00892741, 0.0106071, 0.0185144, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:07:12.429323] [0x0000007faaffc9a0] [MocapTag] [0x00003710] [17] 1760400432429215, 0.086091, -0.00963838, -0.356716, -0.309922, -0.999732, -0.00892741, 0.0106071, 0.0185144, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:07:12.431780] [0x0000007faaffc9a0] [MocapTag] [0x00003710] [18] 1760400432431678, 0.088554, -0.00963498, -0.356707, -0.309935, -0.999732, -0.00893774, 0.0106019, 0.018527, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:07:12.434837] [0x0000007faaffc9a0] [MocapTag] [0x00003710] [20] 1760400432434723, 0.091599, -0.00963498, -0.356707, -0.309935, -0.999732, -0.00893774, 0.0106019, 0.018527, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:07:12.437498] [0x0000007faaffc9a0] [MocapTag] [0x00003710] [21] 1760400432437388, 0.094264, -0.00963498, -0.356707, -0.309935, -0.999732, -0.00893774, 0.0106019, 0.018527, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:07:12.440079] [0x0000007faaffc9a0] [MocapTag] [0x00003710] [22] 1760400432439969, 0.096845, -0.00976199, -0.35582, -0.311083, -0.999072, -0.0199295, 0.0199571, 0.0325418, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:07:12.442956] [0x0000007faaffc9a0] [MocapTag] [0x00003710] [23] 1760400432442840, 0.099716, -0.00976199, -0.35582, -0.311083, -0.999072, -0.0199295, 0.0199571, 0.0325418, -0.0127014, 0.0887771, -0.114825, 2.10826, 1.9655, 2.74551, 
[2025-10-13 20:07:12.445938] [0x0000007faaffc9a0] [MocapTag] [0x00003710] [25] 1760400432445829, 0.102705, -0.00976199, -0.35582, -0.311083, -0.999072, -0.0199295, 0.0199571, 0.0325418, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:07:12.449346] [0x0000007faaffc9a0] [MocapTag] [0x00003710] [26] 1760400432449238, 0.106114, -0.00976199, -0.35582, -0.311083, -0.999072, -0.0199295, 0.0199571, 0.0325418, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:07:12.452095] [0x0000007faaffc9a0] [MocapTag] [0x00003710] [27] 1760400432451986, 0.108862, -0.00974496, -0.355889, -0.311108, -0.999089, -0.0196188, 0.0198981, 0.032256, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:07:12.455739] [0x0000007faaffc9a0] [MocapTag] [0x00003710] [29] 1760400432455616, 0.112492, -0.00974496, -0.355889, -0.311108, -0.999089, -0.0196188, 0.0198981, 0.032256, 0, -0.00690573, -0.00247876, -0.0606298, 0, -0.0557251, 
[2025-10-13 20:07:12.458233] [0x0000007faaffc9a0] [MocapTag] [0x00003710] [30] 1760400432458124, 0.115, -0.00974496, -0.355889, -0.311108, -0.999089, -0.0196188, 0.0198981, 0.032256, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:07:12.460440] [0x0000007faaffc9a0] [MocapTag] [0x00003710] [31] 1760400432460334, 0.11721, -0.00971561, -0.355886, -0.311112, -0.999087, -0.0196517, 0.0199282, 0.0322893, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:07:12.463453] [0x0000007faaffc9a0] [MocapTag] [0x00003710] [33] 1760400432463397, 0.120273, -0.00971561, -0.355886, -0.311112, -0.999087, -0.0196517, 0.0199282, 0.0322893, 0.00293506, 0, 0, 0, 0, 0, 
[2025-10-13 20:07:12.466615] [0x0000007faaffc9a0] [MocapTag] [0x00003710] [34] 1760400432466504, 0.12338, -0.00971561, -0.355886, -0.311112, -0.999087, -0.0196517, 0.0199282, 0.0322893, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:07:12.468890] [0x0000007faaffc9a0] [MocapTag] [0x00003710] [35] 1760400432468783, 0.125659, -0.00971561, -0.355886, -0.311112, -0.999087, -0.0196517, 0.0199282, 0.0322893, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:07:12.471551] [0x0000007faaffc9a0] [MocapTag] [0x00003710] [36] 1760400432471449, 0.128325, -0.00946431, -0.355525, -0.311047, -0.999188, -0.0188246, 0.0187438, 0.030285, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:07:12.474383] [0x0000007faaffc9a0] [MocapTag] [0x00003710] [38] 1760400432474270, 0.131146, -0.00946431, -0.355525, -0.311047, -0.999188, -0.0188246, 0.0187438, 0.030285, 0.0251296, 0.0361415, 0.00641221, -0.150299, -0.249372, -0.393796, 
[2025-10-13 20:07:12.477119] [0x0000007faaffc9a0] [MocapTag] [0x00003710] [39] 1760400432477009, 0.133885, -0.00946431, -0.355525, -0.311047, -0.999188, -0.0188246, 0.0187438, 0.030285, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:07:12.479939] [0x0000007faaffc9a0] [MocapTag] [0x00003710] [40] 1760400432479834, 0.13671, -0.00940806, -0.355655, -0.311111, -0.999202, -0.0184787, 0.0188166, 0.0299924, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:07:12.484472] [0x0000007faaffc9a0] [MocapTag] [0x00003710] [42] 1760400432484362, 0.141238, -0.00940806, -0.355655, -0.311111, -0.999202, -0.0184787, 0.0188166, 0.0299924, 0.00562479, -0.0129668, -0.00637543, -0.0684977, 0, -0.0574738, 
[2025-10-13 20:07:12.485660] [0x0000007faaffc9a0] [MocapTag] [0x00003710] [43] 1760400432485552, 0.142428, -0.00940806, -0.355655, -0.311111, -0.999202, -0.0184787, 0.0188166, 0.0299924, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:07:12.488428] [0x0000007faaffc9a0] [MocapTag] [0x00003710] [44] 1760400432488321, 0.145197, -0.00940806, -0.355655, -0.311111, -0.999202, -0.0184787, 0.0188166, 0.0299924, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:07:12.491057] [0x0000007faaffc9a0] [MocapTag] [0x00003710] [45] 1760400432490950, 0.147826, -0.00965644, -0.35673, -0.309952, -0.999734, -0.00890803, 0.0105376, 0.0184755, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:07:12.494128] [0x0000007faaffc9a0] [MocapTag] [0x00003710] [47] 1760400432494034, 0.15091, -0.00965644, -0.35673, -0.309952, -0.999734, -0.00890803, 0.0105376, 0.0184755, -0.0248381, -0.107532, 0.115897, -1.84069, -1.7321, -2.25507, 
[2025-10-13 20:07:12.497511] [0x0000007faaffc9a0] [MocapTag] [0x00003710] [48] 1760400432497401, 0.154277, -0.00965644, -0.35673, -0.309952, -0.999734, -0.00890803, 0.0105376, 0.0184755, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:07:12.500079] [0x0000007faaffc9a0] [MocapTag] [0x00003710] [49] 1760400432499972, 0.156848, -0.00967078, -0.356744, -0.309959, -0.999735, -0.00887198, 0.0104976, 0.0184557, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:07:12.503014] [0x0000007faaffc9a0] [MocapTag] [0x00003710] [50] 1760400432502912, 0.159788, -0.00967078, -0.356744, -0.309959, -0.999735, -0.00887198, 0.0104976, 0.0184557, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:07:12.505625] [0x0000007faaffc9a0] [MocapTag] [0x00003710] [52] 1760400432505515, 0.162391, -0.00967078, -0.356744, -0.309959, -0.999735, -0.00887198, 0.0104976, 0.0184557, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:07:12.508435] [0x0000007faaffc9a0] [MocapTag] [0x00003710] [53] 1760400432508331, 0.165207, -0.00967078, -0.356744, -0.309959, -0.999735, -0.00887198, 0.0104976, 0.0184557, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:07:12.511244] [0x0000007faaffc9a0] [MocapTag] [0x00003710] [54] 1760400432511134, 0.16801, -0.00967675, -0.35673, -0.309952, -0.999735, -0.00888546, 0.0105325, 0.0184448, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:07:12.515251] [0x0000007faaffc9a0] [MocapTag] [0x00003710] [56] 1760400432515140, 0.172016, -0.00967675, -0.35673, -0.309952, -0.999735, -0.00888546, 0.0105325, 0.0184448, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:07:12.516812] [0x0000007faaffc9a0] [MocapTag] [0x00003710] [57] 1760400432516707, 0.173583, -0.00967675, -0.35673, -0.309952, -0.999735, -0.00888546, 0.0105325, 0.0184448, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:07:12.519602] [0x0000007faaffc9a0] [MocapTag] [0x00003710] [58] 1760400432519492, 0.176368, -0.00980523, -0.355795, -0.311074, -0.999072, -0.0199818, 0.0198872, 0.0325692, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:07:12.522445] [0x0000007faaffc9a0] [MocapTag] [0x00003710] [59] 1760400432522338, 0.179214, -0.00980523, -0.355795, -0.311074, -0.999072, -0.0199818, 0.0198872, 0.0325692, -0.0128478, 0.0934704, -0.112247, 2.12908, 1.96618, 2.76725, 
[2025-10-13 20:07:12.525233] [0x0000007faaffc9a0] [MocapTag] [0x00003710] [61] 1760400432525116, 0.181992, -0.00980523, -0.355795, -0.311074, -0.999072, -0.0199818, 0.0198872, 0.0325692, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:07:12.528464] [0x0000007faaffc9a0] [MocapTag] [0x00003710] [62] 1760400432528357, 0.185233, -0.00980523, -0.355795, -0.311074, -0.999072, -0.0199818, 0.0198872, 0.0325692, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:07:12.531103] [0x0000007faaffc9a0] [MocapTag] [0x00003710] [63] 1760400432530989, 0.187865, -0.00977834, -0.355815, -0.311089, -0.999074, -0.0199253, 0.0199368, 0.0325154, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:07:12.533965] [0x0000007faaffc9a0] [MocapTag] [0x00003710] [65] 1760400432533894, 0.19077, -0.00977834, -0.355815, -0.311089, -0.999074, -0.0199253, 0.0199368, 0.0325154, 0.00268905, 0, 0, 0, 0, 0, 
[2025-10-13 20:07:12.536617] [0x0000007faaffc9a0] [MocapTag] [0x00003710] [66] 1760400432536506, 0.193382, -0.00977834, -0.355815, -0.311089, -0.999074, -0.0199253, 0.0199368, 0.0325154, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:07:12.539347] [0x0000007faaffc9a0] [MocapTag] [0x00003710] [67] 1760400432539238, 0.196114, -0.00977834, -0.355815, -0.311089, -0.999074, -0.0199253, 0.0199368, 0.0325154, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:07:12.541912] [0x0000007faaffc9a0] [MocapTag] [0x00003710] [68] 1760400432541812, 0.198688, -0.00966182, -0.355789, -0.31112, -0.99904, -0.0202957, 0.0204264, 0.0330172, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:07:12.545546] [0x0000007faaffc9a0] [MocapTag] [0x00003710] [70] 1760400432545434, 0.20231, -0.00966182, -0.355789, -0.31112, -0.99904, -0.0202957, 0.0204264, 0.0330172, 0.0116521, 0.00263088, -0.00313022, 0.068903, 0.102242, 0.0971496, 
[2025-10-13 20:07:12.548392] [0x0000007faaffc9a0] [MocapTag] [0x00003710] [71] 1760400432548283, 0.205159, -0.00966182, -0.355789, -0.31112, -0.99904, -0.0202957, 0.0204264, 0.0330172, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:07:12.550897] [0x0000007faaffc9a0] [MocapTag] [0x00003710] [72] 1760400432550790, 0.207666, -0.00942508, -0.355674, -0.311103, -0.999202, -0.018476, 0.0188154, 0.0299885, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:07:12.553875] [0x0000007faaffc9a0] [MocapTag] [0x00003710] [74] 1760400432553797, 0.210673, -0.00942508, -0.355674, -0.311103, -0.999202, -0.018476, 0.0188154, 0.0299885, 0.0236743, 0.0114183, 0, -0.341988, -0.344786, -0.59331, 
[2025-10-13 20:07:12.556518] [0x0000007faaffc9a0] [MocapTag] [0x00003710] [75] 1760400432556409, 0.213285, -0.00942508, -0.355674, -0.311103, -0.999202, -0.018476, 0.0188154, 0.0299885, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:07:12.559258] [0x0000007faaffc9a0] [MocapTag] [0x00003710] [76] 1760400432559145, 0.216021, -0.00942508, -0.355674, -0.311103, -0.999202, -0.018476, 0.0188154, 0.0299885, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:07:12.562223] [0x0000007faaffc9a0] [MocapTag] [0x00003710] [77] 1760400432562117, 0.218993, -0.00964765, -0.356753, -0.309931, -0.999734, -0.00888471, 0.0105411, 0.0185143, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:07:12.565319] [0x0000007faaffc9a0] [MocapTag] [0x00003710] [79] 1760400432565177, 0.222053, -0.00964765, -0.356753, -0.309931, -0.999734, -0.00888471, 0.0105411, 0.0185143, -0.0222573, -0.107822, 0.117177, -1.84493, -1.73113, -2.24649, 
[2025-10-13 20:07:12.568276] [0x0000007faaffc9a0] [MocapTag] [0x00003710] [80] 1760400432568167, 0.225043, -0.00964765, -0.356753, -0.309931, -0.999734, -0.00888471, 0.0105411, 0.0185143, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:07:12.570698] [0x0000007faaffc9a0] [MocapTag] [0x00003710] [81] 1760400432570592, 0.227468, -0.00962679, -0.356753, -0.309924, -0.999733, -0.00892369, 0.010569, 0.0184975, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:07:12.573599] [0x0000007faaffc9a0] [MocapTag] [0x00003710] [83] 1760400432573542, 0.230418, -0.00962679, -0.356753, -0.309924, -0.999733, -0.00892369, 0.010569, 0.0184975, 0.00208586, 0, 0, 0, 0, 0, 
[2025-10-13 20:07:12.577131] [0x0000007faaffc9a0] [MocapTag] [0x00003710] [84] 1760400432577021, 0.233897, -0.00962679, -0.356753, -0.309924, -0.999733, -0.00892369, 0.010569, 0.0184975, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:07:12.579570] [0x0000007faaffc9a0] [MocapTag] [0x00003710] [85] 1760400432579466, 0.236342, -0.00962679, -0.356753, -0.309924, -0.999733, -0.00892369, 0.010569, 0.0184975, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:07:12.582437] [0x0000007faaffc9a0] [MocapTag] [0x00003710] [86] 1760400432582328, 0.239204, -0.00961689, -0.356763, -0.309932, -0.999732, -0.0089448, 0.0106069, 0.0185471, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:07:12.585405] [0x0000007faaffc9a0] [MocapTag] [0x00003710] [88] 1760400432585255, 0.242131, -0.00961689, -0.356763, -0.309932, -0.999732, -0.0089448, 0.0106069, 0.0185471, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:07:12.588006] [0x0000007faaffc9a0] [MocapTag] [0x00003710] [89] 1760400432587894, 0.24477, -0.00961689, -0.356763, -0.309932, -0.999732, -0.0089448, 0.0106069, 0.0185471, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:07:12.590744] [0x0000007faaffc9a0] [MocapTag] [0x00003710] [90] 1760400432590629, 0.247505, -0.00961911, -0.35677, -0.309926, -0.999733, -0.00892381, 0.0105868, 0.0184833, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:07:12.594293] [0x0000007faaffc9a0] [MocapTag] [0x00003710] [92] 1760400432594172, 0.251048, -0.00961911, -0.35677, -0.309926, -0.999733, -0.00892381, 0.0105868, 0.0184833, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:07:12.597005] [0x0000007faaffc9a0] [MocapTag] [0x00003710] [93] 1760400432596887, 0.253763, -0.00961911, -0.35677, -0.309926, -0.999733, -0.00892381, 0.0105868, 0.0184833, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:07:12.599676] [0x0000007faaffc9a0] [MocapTag] [0x00003710] [94] 1760400432599559, 0.256435, -0.00961911, -0.35677, -0.309926, -0.999733, -0.00892381, 0.0105868, 0.0184833, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:07:12.602526] [0x0000007faaffc9a0] [MocapTag] [0x00003710] [95] 1760400432602414, 0.25929, -0.00961468, -0.356767, -0.309937, -0.999732, -0.00892991, 0.0105932, 0.0185247, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:07:12.605505] [0x0000007faaffc9a0] [MocapTag] [0x00003710] [97] 1760400432605392, 0.262268, -0.00961468, -0.356767, -0.309937, -0.999732, -0.00892991, 0.0105932, 0.0185247, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:07:12.609064] [0x0000007faaffc9a0] [MocapTag] [0x00003710] [98] 1760400432608931, 0.265807, -0.00961468, -0.356767, -0.309937, -0.999732, -0.00892991, 0.0105932, 0.0185247, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:07:12.611807] [0x0000007faaffc9a0] [MocapTag] [0x00003710] [99] 1760400432611695, 0.268571, -0.00941074, -0.356612, -0.310037, -0.999742, -0.00895374, 0.0105687, 0.0180001, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:07:12.616370] [0x0000007faaffc9a0] [MocapTag] [0x00003710] [101] 1760400432616251, 0.273127, -0.00941074, -0.356612, -0.310037, -0.999742, -0.00895374, 0.0105687, 0.0180001, 0.0203939, 0.0154738, -0.0100599, 0, 0, -0.104959, 
[2025-10-13 20:07:12.617408] [0x0000007faaffc9a0] [MocapTag] [0x00003710] [102] 1760400432617286, 0.274162, -0.00941074, -0.356612, -0.310037, -0.999742, -0.00895374, 0.0105687, 0.0180001, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:07:12.620153] [0x0000007faaffc9a0] [MocapTag] [0x00003710] [103] 1760400432620030, 0.276906, -0.00944166, -0.356607, -0.310018, -0.999741, -0.00894739, 0.0106245, 0.018011, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:07:12.623137] [0x0000007faaffc9a0] [MocapTag] [0x00003710] [104] 1760400432623049, 0.279925, -0.00944166, -0.356607, -0.310018, -0.999741, -0.00894739, 0.0106245, 0.018011, -0.00309164, 0, 0, 0, 0, 0, 
[2025-10-13 20:07:12.625799] [0x0000007faaffc9a0] [MocapTag] [0x00003710] [106] 1760400432625671, 0.282547, -0.00944166, -0.356607, -0.310018, -0.999741, -0.00894739, 0.0106245, 0.018011, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:07:12.628874] [0x0000007faaffc9a0] [MocapTag] [0x00003710] [107] 1760400432628760, 0.285636, -0.00944166, -0.356607, -0.310018, -0.999741, -0.00894739, 0.0106245, 0.018011, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:07:12.631697] [0x0000007faaffc9a0] [MocapTag] [0x00003710] [108] 1760400432631584, 0.28846, -0.00965707, -0.356762, -0.309924, -0.99973, -0.00893895, 0.0106636, 0.0185908, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:07:12.634352] [0x0000007faaffc9a0] [MocapTag] [0x00003710] [110] 1760400432634289, 0.291165, -0.00965707, -0.356762, -0.309924, -0.99973, -0.00893895, 0.0106636, 0.0185908, -0.0215416, -0.0155517, 0.00943722, 0, 0, 0.115948, 
[2025-10-13 20:07:12.637218] [0x0000007faaffc9a0] [MocapTag] [0x00003710] [111] 1760400432637091, 0.293967, -0.00965707, -0.356762, -0.309924, -0.99973, -0.00893895, 0.0106636, 0.0185908, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:07:12.640174] [0x0000007faaffc9a0] [MocapTag] [0x00003710] [112] 1760400432640054, 0.29693, -0.00963407, -0.356749, -0.309951, -0.999731, -0.00896205, 0.0106238, 0.0185591, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:07:12.643833] [0x0000007faaffc9a0] [MocapTag] [0x00003710] [113] 1760400432643737, 0.300613, -0.00963407, -0.356749, -0.309951, -0.999731, -0.00896205, 0.0106238, 0.0185591, 0.00230072, 0, -0.00270246, 0, 0, 0, 
[2025-10-13 20:07:12.645733] [0x0000007faaffc9a0] [MocapTag] [0x00003710] [115] 1760400432645620, 0.302496, -0.00963407, -0.356749, -0.309951, -0.999731, -0.00896205, 0.0106238, 0.0185591, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:07:12.648709] [0x0000007faaffc9a0] [MocapTag] [0x00003710] [116] 1760400432648550, 0.305426, -0.00963407, -0.356749, -0.309951, -0.999731, -0.00896205, 0.0106238, 0.0185591, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:07:12.651211] [0x0000007faaffc9a0] [MocapTag] [0x00003710] [117] 1760400432651098, 0.307974, -0.00940828, -0.356605, -0.310031, -0.999741, -0.00894724, 0.0105804, 0.0180539, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:07:12.653958] [0x0000007faaffc9a0] [MocapTag] [0x00003710] [118] 1760400432653865, 0.310741, -0.00940828, -0.356605, -0.310031, -0.999741, -0.00894724, 0.0105804, 0.0180539, 0.0225789, 0.0144773, -0.00804867, 0, 0, -0.100966, 
[2025-10-13 20:07:12.657162] [0x0000007faaffc9a0] [MocapTag] [0x00003710] [120] 1760400432657047, 0.313923, -0.00940828, -0.356605, -0.310031, -0.999741, -0.00894724, 0.0105804, 0.0180539, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:07:12.660611] [0x0000007faaffc9a0] [MocapTag] [0x00003710] [121] 1760400432660484, 0.31736, -0.00942206, -0.356624, -0.310004, -0.999741, -0.00894938, 0.0105468, 0.018085, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:07:12.662673] [0x0000007faaffc9a0] [MocapTag] [0x00003710] [122] 1760400432662560, 0.319436, -0.00942206, -0.356624, -0.310004, -0.999741, -0.00894938, 0.0105468, 0.018085, 0, 0, 0.0027153, 0, 0, 0, 
[2025-10-13 20:07:12.665372] [0x0000007faaffc9a0] [MocapTag] [0x00003710] [124] 1760400432665218, 0.322094, -0.00942206, -0.356624, -0.310004, -0.999741, -0.00894938, 0.0105468, 0.018085, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:07:12.668142] [0x0000007faaffc9a0] [MocapTag] [0x00003710] [125] 1760400432668032, 0.324908, -0.00942206, -0.356624, -0.310004, -0.999741, -0.00894938, 0.0105468, 0.018085, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:07:12.671078] [0x0000007faaffc9a0] [MocapTag] [0x00003710] [126] 1760400432670974, 0.32785, -0.00949065, -0.356648, -0.309949, -0.999741, -0.00883521, 0.0105139, 0.0181479, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:07:12.673745] [0x0000007faaffc9a0] [MocapTag] [0x00003710] [127] 1760400432673656, 0.330532, -0.00949065, -0.356648, -0.309949, -0.999741, -0.00883521, 0.0105139, 0.0181479, -0.00685872, -0.00243907, 0.00546973, 0, 0, 0, 
[2025-10-13 20:07:12.676391] [0x0000007faaffc9a0] [MocapTag] [0x00003710] [129] 1760400432676278, 0.333154, -0.00949065, -0.356648, -0.309949, -0.999741, -0.00883521, 0.0105139, 0.0181479, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:07:12.679222] [0x0000007faaffc9a0] [MocapTag] [0x00003710] [130] 1760400432679110, 0.335986, -0.00949065, -0.356648, -0.309949, -0.999741, -0.00883521, 0.0105139, 0.0181479, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:07:12.681878] [0x0000007faaffc9a0] [MocapTag] [0x00003710] [131] 1760400432681769, 0.338645, -0.00962294, -0.356758, -0.309918, -0.999734, -0.00886915, 0.0105745, 0.0184645, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:07:12.684791] [0x0000007faaffc9a0] [MocapTag] [0x00003710] [133] 1760400432684675, 0.341551, -0.00962294, -0.356758, -0.309918, -0.999734, -0.00886915, 0.0105745, 0.0184645, -0.013229, -0.0110231, 0.00317034, 0, 0, 0.0631742, 
[2025-10-13 20:07:12.688123] [0x0000007faaffc9a0] [MocapTag] [0x00003710] [134] 1760400432688016, 0.344892, -0.00962294, -0.356758, -0.309918, -0.999734, -0.00886915, 0.0105745, 0.0184645, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:07:12.691754] [0x0000007faaffc9a0] [MocapTag] [0x00003710] [135] 1760400432691633, 0.348509, -0.00961647, -0.356763, -0.309919, -0.999734, -0.00890959, 0.0105951, 0.0184635, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:07:12.693812] [0x0000007faaffc9a0] [MocapTag] [0x00003710] [137] 1760400432693757, 0.350633, -0.00961647, -0.356763, -0.309919, -0.999734, -0.00890959, 0.0105951, 0.0184635, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:07:12.696493] [0x0000007faaffc9a0] [MocapTag] [0x00003710] [138] 1760400432696383, 0.353259, -0.00961647, -0.356763, -0.309919, -0.999734, -0.00890959, 0.0105951, 0.0184635, 0, 0, 0, 0, 0, 0, 
