[2025-10-13 20:07:12.397634] [0x0000007fbbd047c0] [MocapTag] [0x00003710] [2] Mocap timestamp, Mocap time [s], Mocap position x [m], Mocap position y [m], Mocap position z [m], Mocap Quaternion q0 [-], Mocap Quaternion q1 [-], Mocap Quaternion q2 [-], Mocap Quaternion q3 [-], Mocap Velocity x [m/s], Mocap Velocity y [m/s], Mocap Velocity z [m/s], Mocap Angular velocity x [rad/s], Mocap Angular velocity y [rad/s], Mocap Angular velocity z [rad/s], 
[2025-10-13 20:07:42.393168] [0x0000007faaffc9a0] [MocapTag] [0x00003710] [13940] 1760400462393056, 30.0499, 0.192937, -0.288761, -1.27688, -0.937988, -0.00157209, 0.00456781, 0.346634, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:07:42.396345] [0x0000007faaffc9a0] [MocapTag] [0x00003710] [13941] 1760400462396215, 30.0531, 0.192937, -0.288761, -1.27688, -0.937988, -0.00157209, 0.00456781, 0.346634, -0.13977, 0.0843029, 0.0770492, 628.253, 0, 0, 
[2025-10-13 20:07:42.398746] [0x0000007faaffc9a0] [MocapTag] [0x00003710] [13943] 1760400462398624, 30.0555, 0.192937, -0.288761, -1.27688, -0.937988, -0.00157209, 0.00456781, 0.346634, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:07:42.401389] [0x0000007faaffc9a0] [MocapTag] [0x00003710] [13944] 1760400462401277, 30.0582, 0.191536, -0.287908, -1.27612, -0.938047, -0.00120708, 0.00455503, 0.346477, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:07:42.404303] [0x0000007faaffc9a0] [MocapTag] [0x00003710] [13945] 1760400462404189, 30.0611, 0.191536, -0.287908, -1.27612, -0.938047, -0.00120708, 0.00455503, 0.346477, -0.140126, 0.0853354, 0.0767831, -0.0674248, 0, 0, 
[2025-10-13 20:07:42.406621] [0x0000007faaffc9a0] [MocapTag] [0x00003710] [13946] 1760400462406504, 30.0634, 0.191536, -0.287908, -1.27612, -0.938047, -0.00120708, 0.00455503, 0.346477, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:07:42.409545] [0x0000007faaffc9a0] [MocapTag] [0x00003710] [13948] 1760400462409430, 30.0663, 0.191536, -0.287908, -1.27612, -0.938047, -0.00120708, 0.00455503, 0.346477, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:07:42.412128] [0x0000007faaffc9a0] [MocapTag] [0x00003710] [13949] 1760400462412012, 30.0689, 0.190165, -0.287017, -1.27534, -0.93816, -0.000891512, 0.00455918, 0.34617, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:07:42.415230] [0x0000007faaffc9a0] [MocapTag] [0x00003710] [13950] 1760400462415114, 30.072, 0.190165, -0.287017, -1.27534, -0.93816, -0.000891512, 0.00455918, 0.34617, -0.137073, 0.089042, 0.0779024, -0.0591993, 0, -0.0652075, 
[2025-10-13 20:07:42.417346] [0x0000007faaffc9a0] [MocapTag] [0x00003710] [13951] 1760400462417232, 30.0741, 0.190165, -0.287017, -1.27534, -0.93816, -0.000891512, 0.00455918, 0.34617, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:07:42.420119] [0x0000007faaffc9a0] [MocapTag] [0x00003710] [13953] 1760400462419986, 30.0769, 0.190165, -0.287017, -1.27534, -0.93816, -0.000891512, 0.00455918, 0.34617, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:07:42.423137] [0x0000007faaffc9a0] [MocapTag] [0x00003710] [13954] 1760400462423028, 30.0799, 0.188768, -0.286177, -1.27452, -0.938241, -0.000533184, 0.00440198, 0.345953, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:07:42.425407] [0x0000007faaffc9a0] [MocapTag] [0x00003710] [13955] 1760400462425248, 30.0821, 0.188768, -0.286177, -1.27452, -0.938241, -0.000533184, 0.00440198, 0.345953, -0.139757, 0.0840306, 0.0820279, -0.0561476, -0.054258, -0.0461519, 
[2025-10-13 20:07:42.428647] [0x0000007faaffc9a0] [MocapTag] [0x00003710] [13957] 1760400462428505, 30.0854, 0.188768, -0.286177, -1.27452, -0.938241, -0.000533184, 0.00440198, 0.345953, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:07:42.431138] [0x0000007faaffc9a0] [MocapTag] [0x00003710] [13958] 1760400462431029, 30.0879, 0.187404, -0.285369, -1.27369, -0.938263, -0.000229733, 0.00428467, 0.345895, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:07:42.433939] [0x0000007faaffc9a0] [MocapTag] [0x00003710] [13959] 1760400462433827, 30.0907, 0.187404, -0.285369, -1.27369, -0.938263, -0.000229733, 0.00428467, 0.345895, -0.136347, 0.0808246, 0.0830893, -0.0487804, -0.0429956, 0, 
[2025-10-13 20:07:42.436462] [0x0000007faaffc9a0] [MocapTag] [0x00003710] [13960] 1760400462436346, 30.0932, 0.187404, -0.285369, -1.27369, -0.938263, -0.000229733, 0.00428467, 0.345895, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:07:42.439168] [0x0000007faaffc9a0] [MocapTag] [0x00003710] [13962] 1760400462439044, 30.0959, 0.187404, -0.285369, -1.27369, -0.938263, -0.000229733, 0.00428467, 0.345895, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:07:42.441658] [0x0000007faaffc9a0] [MocapTag] [0x00003710] [13963] 1760400462441547, 30.0984, 0.185996, -0.284519, -1.27283, -0.938333, 7.22047e-05, 0.00425798, 0.345708, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:07:42.444366] [0x0000007faaffc9a0] [MocapTag] [0x00003710] [13964] 1760400462444255, 30.1011, 0.185996, -0.284519, -1.27283, -0.938333, 7.22047e-05, 0.00425798, 0.345708, -0.140766, 0.0849419, 0.0852662, -0.0546455, 0, -0.0397861, 
[2025-10-13 20:07:42.446999] [0x0000007faaffc9a0] [MocapTag] [0x00003710] [13965] 1760400462446882, 30.1038, 0.185996, -0.284519, -1.27283, -0.938333, 7.22047e-05, 0.00425798, 0.345708, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:07:42.449825] [0x0000007faaffc9a0] [MocapTag] [0x00003710] [13967] 1760400462449708, 30.1066, 0.185996, -0.284519, -1.27283, -0.938333, 7.22047e-05, 0.00425798, 0.345708, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:07:42.452474] [0x0000007faaffc9a0] [MocapTag] [0x00003710] [13968] 1760400462452353, 30.1092, 0.184591, -0.2837, -1.27196, -0.938351, 0.000323903, 0.00422441, 0.345659, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:07:42.454886] [0x0000007faaffc9a0] [MocapTag] [0x00003710] [13969] 1760400462454765, 30.1116, 0.184591, -0.2837, -1.27196, -0.938351, 0.000323903, 0.00422441, 0.345659, -0.140567, 0.0819216, 0.0876389, -0.0448942, 0, 0, 
[2025-10-13 20:07:42.457474] [0x0000007faaffc9a0] [MocapTag] [0x00003710] [13970] 1760400462457357, 30.1142, 0.184591, -0.2837, -1.27196, -0.938351, 0.000323903, 0.00422441, 0.345659, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:07:42.460122] [0x0000007faaffc9a0] [MocapTag] [0x00003710] [13972] 1760400462460005, 30.1169, 0.184591, -0.2837, -1.27196, -0.938351, 0.000323903, 0.00422441, 0.345659, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:07:42.462920] [0x0000007faaffc9a0] [MocapTag] [0x00003710] [13973] 1760400462462807, 30.1197, 0.183216, -0.282894, -1.27104, -0.938341, 0.000522759, 0.00418608, 0.345685, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:07:42.465775] [0x0000007faaffc9a0] [MocapTag] [0x00003710] [13974] 1760400462465661, 30.1225, 0.183216, -0.282894, -1.27104, -0.938341, 0.000522759, 0.00418608, 0.345685, -0.137501, 0.0805868, 0.0918187, 0, 0, 0, 
[2025-10-13 20:07:42.468199] [0x0000007faaffc9a0] [MocapTag] [0x00003710] [13976] 1760400462468128, 30.125, 0.183216, -0.282894, -1.27104, -0.938341, 0.000522759, 0.00418608, 0.345685, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:07:42.471541] [0x0000007faaffc9a0] [MocapTag] [0x00003710] [13977] 1760400462471429, 30.1283, 0.181798, -0.282069, -1.2701, -0.938406, 0.000837944, 0.00417864, 0.345509, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:07:42.473188] [0x0000007faaffc9a0] [MocapTag] [0x00003710] [13978] 1760400462473079, 30.13, 0.181798, -0.282069, -1.2701, -0.938406, 0.000837944, 0.00417864, 0.345509, -0.141741, 0.0825258, 0.0943698, -0.0584841, 0, -0.0373423, 
[2025-10-13 20:07:42.476228] [0x0000007faaffc9a0] [MocapTag] [0x00003710] [13979] 1760400462476114, 30.133, 0.181798, -0.282069, -1.2701, -0.938406, 0.000837944, 0.00417864, 0.345509, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:07:42.478922] [0x0000007faaffc9a0] [MocapTag] [0x00003710] [13981] 1760400462478804, 30.1357, 0.181798, -0.282069, -1.2701, -0.938406, 0.000837944, 0.00417864, 0.345509, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:07:42.482687] [0x0000007faaffc9a0] [MocapTag] [0x00003710] [13982] 1760400462482575, 30.1395, 0.180468, -0.281228, -1.26908, -0.938459, 0.00104369, 0.00438502, 0.345362, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:07:42.484484] [0x0000007faaffc9a0] [MocapTag] [0x00003710] [13983] 1760400462484378, 30.1413, 0.180468, -0.281228, -1.26908, -0.938459, 0.00104369, 0.00438502, 0.345362, -0.133078, 0.0840951, 0.101202, -0.052762, 0, 0, 
[2025-10-13 20:07:42.487191] [0x0000007faaffc9a0] [MocapTag] [0x00003710] [13984] 1760400462487063, 30.1439, 0.180468, -0.281228, -1.26908, -0.938459, 0.00104369, 0.00438502, 0.345362, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:07:42.490072] [0x0000007faaffc9a0] [MocapTag] [0x00003710] [13986] 1760400462489957, 30.1468, 0.180468, -0.281228, -1.26908, -0.938459, 0.00104369, 0.00438502, 0.345362, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:07:42.492288] [0x0000007faaffc9a0] [MocapTag] [0x00003710] [13987] 1760400462492179, 30.1491, 0.179118, -0.280447, -1.26805, -0.93844, 0.00123403, 0.00445982, 0.34541, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:07:42.495592] [0x0000007faaffc9a0] [MocapTag] [0x00003710] [13988] 1760400462495475, 30.1524, 0.179118, -0.280447, -1.26805, -0.93844, 0.00123403, 0.00445982, 0.34541, -0.134928, 0.078077, 0.103182, -0.0409365, 0, 0, 
[2025-10-13 20:07:42.499211] [0x0000007faaffc9a0] [MocapTag] [0x00003710] [13990] 1760400462499128, 30.156, 0.179118, -0.280447, -1.26805, -0.93844, 0.00123403, 0.00445982, 0.34541, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:07:42.500545] [0x0000007faaffc9a0] [MocapTag] [0x00003710] [13991] 1760400462500433, 30.1573, 0.179118, -0.280447, -1.26805, -0.93844, 0.00123403, 0.00445982, 0.34541, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:07:42.503049] [0x0000007faaffc9a0] [MocapTag] [0x00003710] [13992] 1760400462502938, 30.1598, 0.177755, -0.279687, -1.26698, -0.938447, 0.00137337, 0.00445714, 0.345392, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:07:42.505792] [0x0000007faaffc9a0] [MocapTag] [0x00003710] [13993] 1760400462505674, 30.1625, 0.177755, -0.279687, -1.26698, -0.938447, 0.00137337, 0.00445714, 0.345392, -0.13638, 0.076083, 0.106937, 0, 0, 0, 
[2025-10-13 20:07:42.508802] [0x0000007faaffc9a0] [MocapTag] [0x00003710] [13995] 1760400462508678, 30.1656, 0.177755, -0.279687, -1.26698, -0.938447, 0.00137337, 0.00445714, 0.345392, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:07:42.510774] [0x0000007faaffc9a0] [MocapTag] [0x00003710] [13996] 1760400462510662, 30.1675, 0.176371, -0.278915, -1.26586, -0.93847, 0.00154255, 0.00456506, 0.345327, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:07:42.513753] [0x0000007faaffc9a0] [MocapTag] [0x00003710] [13997] 1760400462513644, 30.1705, 0.176371, -0.278915, -1.26586, -0.93847, 0.00154255, 0.00456506, 0.345327, -0.138317, 0.0771899, 0.111953, -0.0391483, 0, 0, 
[2025-10-13 20:07:42.516465] [0x0000007faaffc9a0] [MocapTag] [0x00003710] [13998] 1760400462516347, 30.1732, 0.176371, -0.278915, -1.26586, -0.93847, 0.00154255, 0.00456506, 0.345327, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:07:42.519076] [0x0000007faaffc9a0] [MocapTag] [0x00003710] [14000] 1760400462518956, 30.1758, 0.176371, -0.278915, -1.26586, -0.93847, 0.00154255, 0.00456506, 0.345327, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:07:42.521646] [0x0000007faaffc9a0] [MocapTag] [0x00003710] [14001] 1760400462521532, 30.1784, 0.175003, -0.278132, -1.26472, -0.938519, 0.00167663, 0.00476141, 0.34519, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:07:42.524315] [0x0000007faaffc9a0] [MocapTag] [0x00003710] [14002] 1760400462524201, 30.1811, 0.175003, -0.278132, -1.26472, -0.938519, 0.00167663, 0.00476141, 0.34519, -0.136862, 0.078262, 0.114406, -0.0386238, 0, 0, 
[2025-10-13 20:07:42.526853] [0x0000007faaffc9a0] [MocapTag] [0x00003710] [14003] 1760400462526740, 30.1836, 0.175003, -0.278132, -1.26472, -0.938519, 0.00167663, 0.00476141, 0.34519, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:07:42.530174] [0x0000007faaffc9a0] [MocapTag] [0x00003710] [14005] 1760400462530061, 30.1869, 0.175003, -0.278132, -1.26472, -0.938519, 0.00167663, 0.00476141, 0.34519, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:07:42.532474] [0x0000007faaffc9a0] [MocapTag] [0x00003710] [14006] 1760400462532367, 30.1892, 0.173643, -0.277387, -1.26351, -0.938541, 0.00178736, 0.00487794, 0.345128, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:07:42.535166] [0x0000007faaffc9a0] [MocapTag] [0x00003710] [14007] 1760400462535053, 30.1919, 0.173643, -0.277387, -1.26351, -0.938541, 0.00178736, 0.00487794, 0.345128, -0.136009, 0.0744988, 0.120571, 0, 0, 0, 
[2025-10-13 20:07:42.537979] [0x0000007faaffc9a0] [MocapTag] [0x00003710] [14008] 1760400462537868, 30.1947, 0.173643, -0.277387, -1.26351, -0.938541, 0.00178736, 0.00487794, 0.345128, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:07:42.540181] [0x0000007faaffc9a0] [MocapTag] [0x00003710] [14010] 1760400462540064, 30.1969, 0.173643, -0.277387, -1.26351, -0.938541, 0.00178736, 0.00487794, 0.345128, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:07:42.543324] [0x0000007faaffc9a0] [MocapTag] [0x00003710] [14011] 1760400462543203, 30.2001, 0.172298, -0.276685, -1.26226, -0.938515, 0.00193812, 0.00503465, 0.345197, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:07:42.545911] [0x0000007faaffc9a0] [MocapTag] [0x00003710] [14012] 1760400462545795, 30.2027, 0.172298, -0.276685, -1.26226, -0.938515, 0.00193812, 0.00503465, 0.345197, -0.134457, 0.0702448, 0.124958, -0.0391722, 0, 0, 
[2025-10-13 20:07:42.548570] [0x0000007faaffc9a0] [MocapTag] [0x00003710] [14014] 1760400462548459, 30.2053, 0.172298, -0.276685, -1.26226, -0.938515, 0.00193812, 0.00503465, 0.345197, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:07:42.551362] [0x0000007faaffc9a0] [MocapTag] [0x00003710] [14015] 1760400462551250, 30.2081, 0.17091, -0.275949, -1.26097, -0.938513, 0.00201487, 0.0052038, 0.345198, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:07:42.553754] [0x0000007faaffc9a0] [MocapTag] [0x00003710] [14016] 1760400462553644, 30.2105, 0.17091, -0.275949, -1.26097, -0.938513, 0.00201487, 0.0052038, 0.345198, -0.138842, 0.0735427, 0.12928, 0, 0, 0, 
[2025-10-13 20:07:42.556208] [0x0000007faaffc9a0] [MocapTag] [0x00003710] [14017] 1760400462556094, 30.213, 0.17091, -0.275949, -1.26097, -0.938513, 0.00201487, 0.0052038, 0.345198, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:07:42.559369] [0x0000007faaffc9a0] [MocapTag] [0x00003710] [14019] 1760400462559219, 30.2161, 0.17091, -0.275949, -1.26097, -0.938513, 0.00201487, 0.0052038, 0.345198, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:07:42.561185] [0x0000007faaffc9a0] [MocapTag] [0x00003710] [14020] 1760400462561054, 30.2179, 0.169557, -0.275228, -1.25964, -0.938488, 0.00212625, 0.00550765, 0.345261, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:07:42.564196] [0x0000007faaffc9a0] [MocapTag] [0x00003710] [14021] 1760400462564078, 30.221, 0.169557, -0.275228, -1.25964, -0.938488, 0.00212625, 0.00550765, 0.345261, -0.135307, 0.0720827, 0.133525, -0.0419617, 0.0492912, 0, 
[2025-10-13 20:07:42.566472] [0x0000007faaffc9a0] [MocapTag] [0x00003710] [14022] 1760400462566358, 30.2232, 0.169557, -0.275228, -1.25964, -0.938488, 0.00212625, 0.00550765, 0.345261, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:07:42.569171] [0x0000007faaffc9a0] [MocapTag] [0x00003710] [14024] 1760400462569068, 30.2259, 0.169557, -0.275228, -1.25964, -0.938488, 0.00212625, 0.00550765, 0.345261, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:07:42.571670] [0x0000007faaffc9a0] [MocapTag] [0x00003710] [14025] 1760400462571557, 30.2284, 0.168217, -0.274567, -1.25827, -0.938424, 0.00220148, 0.00584628, 0.345431, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:07:42.574436] [0x0000007faaffc9a0] [MocapTag] [0x00003710] [14026] 1760400462574323, 30.2312, 0.168217, -0.274567, -1.25827, -0.938424, 0.00220148, 0.00584628, 0.345431, -0.13398, 0.0661367, 0.136993, -0.0376701, 0.0582178, 0.0367284, 
[2025-10-13 20:07:42.576985] [0x0000007faaffc9a0] [MocapTag] [0x00003710] [14027] 1760400462576873, 30.2337, 0.168217, -0.274567, -1.25827, -0.938424, 0.00220148, 0.00584628, 0.345431, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:07:42.579703] [0x0000007faaffc9a0] [MocapTag] [0x00003710] [14029] 1760400462579590, 30.2365, 0.168217, -0.274567, -1.25827, -0.938424, 0.00220148, 0.00584628, 0.345431, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:07:42.582166] [0x0000007faaffc9a0] [MocapTag] [0x00003710] [14030] 1760400462582058, 30.2389, 0.166801, -0.273495, -1.25649, -0.938881, 0.00287483, 0.00369123, 0.34421, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:07:42.584919] [0x0000007faaffc9a0] [MocapTag] [0x00003710] [14031] 1760400462584800, 30.2417, 0.166801, -0.273495, -1.25649, -0.938881, 0.00287483, 0.00369123, 0.34421, -0.141628, 0.107198, 0.177504, 0, -0.449962, -0.262499, 
[2025-10-13 20:07:42.587447] [0x0000007faaffc9a0] [MocapTag] [0x00003710] [14032] 1760400462587362, 30.2442, 0.166801, -0.273495, -1.25649, -0.938881, 0.00287483, 0.00369123, 0.34421, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:07:42.590052] [0x0000007faaffc9a0] [MocapTag] [0x00003710] [14034] 1760400462589939, 30.2468, 0.166801, -0.273495, -1.25649, -0.938881, 0.00287483, 0.00369123, 0.34421, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:07:42.593556] [0x0000007faaffc9a0] [MocapTag] [0x00003710] [14035] 1760400462593445, 30.2503, 0.165451, -0.272763, -1.25505, -0.938938, 0.00328262, 0.00365388, 0.344052, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:07:42.595210] [0x0000007faaffc9a0] [MocapTag] [0x00003710] [14036] 1760400462595095, 30.252, 0.165451, -0.272763, -1.25505, -0.938938, 0.00328262, 0.00365388, 0.344052, -0.13495, 0.0731796, 0.144357, -0.0739336, -0.0349408, 0, 
[2025-10-13 20:07:42.599264] [0x0000007faaffc9a0] [MocapTag] [0x00003710] [14038] 1760400462599148, 30.256, 0.165451, -0.272763, -1.25505, -0.938938, 0.00328262, 0.00365388, 0.344052, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:07:42.600265] [0x0000007faaffc9a0] [MocapTag] [0x00003710] [14039] 1760400462600160, 30.257, 0.165451, -0.272763, -1.25505, -0.938938, 0.00328262, 0.00365388, 0.344052, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:07:42.603411] [0x0000007faaffc9a0] [MocapTag] [0x00003710] [14040] 1760400462603298, 30.2602, 0.164092, -0.272113, -1.25353, -0.938926, 0.00353914, 0.00393103, 0.344077, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:07:42.605928] [0x0000007faaffc9a0] [MocapTag] [0x00003710] [14041] 1760400462605809, 30.2627, 0.164092, -0.272113, -1.25353, -0.938926, 0.00353914, 0.00393103, 0.344077, -0.135855, 0.0650127, 0.151962, -0.0672579, 0, 0, 
[2025-10-13 20:07:42.609214] [0x0000007faaffc9a0] [MocapTag] [0x00003710] [14043] 1760400462609090, 30.266, 0.164092, -0.272113, -1.25353, -0.938926, 0.00353914, 0.00393103, 0.344077, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:07:42.610936] [0x0000007faaffc9a0] [MocapTag] [0x00003710] [14044] 1760400462610822, 30.2677, 0.162722, -0.271496, -1.25201, -0.938833, 0.00364095, 0.00450849, 0.344323, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:07:42.613631] [0x0000007faaffc9a0] [MocapTag] [0x00003710] [14045] 1760400462613522, 30.2704, 0.162722, -0.271496, -1.25201, -0.938833, 0.00364095, 0.00450849, 0.344323, -0.137021, 0.0617102, 0.151817, -0.0590086, 0.10117, 0.0532568, 
[2025-10-13 20:07:42.616385] [0x0000007faaffc9a0] [MocapTag] [0x00003710] [14046] 1760400462616258, 30.2731, 0.162722, -0.271496, -1.25201, -0.938833, 0.00364095, 0.00450849, 0.344323, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:07:42.618889] [0x0000007faaffc9a0] [MocapTag] [0x00003710] [14048] 1760400462618772, 30.2756, 0.162722, -0.271496, -1.25201, -0.938833, 0.00364095, 0.00450849, 0.344323, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:07:42.621652] [0x0000007faaffc9a0] [MocapTag] [0x00003710] [14049] 1760400462621542, 30.2784, 0.161334, -0.270834, -1.25043, -0.938773, 0.00386322, 0.00483025, 0.344481, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:07:42.624695] [0x0000007faaffc9a0] [MocapTag] [0x00003710] [14050] 1760400462624570, 30.2814, 0.161334, -0.270834, -1.25043, -0.938773, 0.00386322, 0.00483025, 0.344481, -0.138829, 0.0661644, 0.158023, -0.0640154, 0.04493, 0, 
[2025-10-13 20:07:42.626994] [0x0000007faaffc9a0] [MocapTag] [0x00003710] [14051] 1760400462626878, 30.2838, 0.161334, -0.270834, -1.25043, -0.938773, 0.00386322, 0.00483025, 0.344481, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:07:42.631340] [0x0000007faaffc9a0] [MocapTag] [0x00003710] [14053] 1760400462631227, 30.2881, 0.161334, -0.270834, -1.25043, -0.938773, 0.00386322, 0.00483025, 0.344481, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:07:42.631965] [0x0000007faaffc9a0] [MocapTag] [0x00003710] [14054] 1760400462631839, 30.2887, 0.160027, -0.270195, -1.24875, -0.938803, 0.00422924, 0.00491041, 0.344393, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:07:42.635386] [0x0000007faaffc9a0] [MocapTag] [0x00003710] [14055] 1760400462635209, 30.2921, 0.160027, -0.270195, -1.24875, -0.938803, 0.00422924, 0.00491041, 0.344393, -0.130706, 0.0639412, 0.167999, -0.0741959, 0, 0, 
[2025-10-13 20:07:42.637618] [0x0000007faaffc9a0] [MocapTag] [0x00003710] [14056] 1760400462637490, 30.2944, 0.160027, -0.270195, -1.24875, -0.938803, 0.00422924, 0.00491041, 0.344393, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:07:42.640296] [0x0000007faaffc9a0] [MocapTag] [0x00003710] [14058] 1760400462640178, 30.2971, 0.160027, -0.270195, -1.24875, -0.938803, 0.00422924, 0.00491041, 0.344393, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:07:42.642776] [0x0000007faaffc9a0] [MocapTag] [0x00003710] [14059] 1760400462642664, 30.2995, 0.158688, -0.269644, -1.24709, -0.938798, 0.00434934, 0.00490348, 0.344406, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:07:42.645489] [0x0000007faaffc9a0] [MocapTag] [0x00003710] [14060] 1760400462645372, 30.3022, 0.158688, -0.269644, -1.24709, -0.938798, 0.00434934, 0.00490348, 0.344406, -0.133901, 0.0551388, 0.165866, 0, 0, 0, 
[2025-10-13 20:07:42.648059] [0x0000007faaffc9a0] [MocapTag] [0x00003710] [14061] 1760400462647975, 30.3049, 0.158688, -0.269644, -1.24709, -0.938798, 0.00434934, 0.00490348, 0.344406, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:07:42.650582] [0x0000007faaffc9a0] [MocapTag] [0x00003710] [14063] 1760400462650458, 30.3073, 0.157337, -0.269077, -1.24541, -0.938725, 0.00431951, 0.00540812, 0.344598, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:07:42.654304] [0x0000007faaffc9a0] [MocapTag] [0x00003710] [14064] 1760400462654187, 30.3111, 0.157337, -0.269077, -1.24541, -0.938725, 0.00431951, 0.00540812, 0.344598, -0.135137, 0.0566297, 0.167613, 0, 0.0965641, 0.0415683, 
[2025-10-13 20:07:42.656213] [0x0000007faaffc9a0] [MocapTag] [0x00003710] [14065] 1760400462656094, 30.313, 0.157337, -0.269077, -1.24541, -0.938725, 0.00431951, 0.00540812, 0.344598, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:07:42.658846] [0x0000007faaffc9a0] [MocapTag] [0x00003710] [14067] 1760400462658720, 30.3156, 0.157337, -0.269077, -1.24541, -0.938725, 0.00431951, 0.00540812, 0.344598, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:07:42.661340] [0x0000007faaffc9a0] [MocapTag] [0x00003710] [14068] 1760400462661203, 30.3181, 0.156008, -0.268473, -1.24365, -0.938693, 0.00452286, 0.00547371, 0.344681, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:07:42.664929] [0x0000007faaffc9a0] [MocapTag] [0x00003710] [14069] 1760400462664808, 30.3217, 0.156008, -0.268473, -1.24365, -0.938693, 0.00452286, 0.00547371, 0.344681, -0.132859, 0.0604121, 0.176038, -0.0427723, 0, 0, 
[2025-10-13 20:07:42.666623] [0x0000007faaffc9a0] [MocapTag] [0x00003710] [14070] 1760400462666506, 30.3234, 0.156008, -0.268473, -1.24365, -0.938693, 0.00452286, 0.00547371, 0.344681, 0, 0, 0, 0, 0, 0, 
