[2024-06-13 11:56:33.143795] [0x0000007f887dd010] [LogDataTag] [0x00000af8] [1] Initial timestamp, Current time [s], User-defined position x [m], User-defined position y [m], User-defined position z [m], User-defined velocity x [m/s], User-defined velocity y [m/s], User-defined velocity z [m/s], User-defined acceleration x [m/s^2], User-defined acceleration y [m/s^2], User-defined acceleration z [m/s^2], User-defined yaw [rad], User-defined yaw_dot [rad/s], User-defined yaw_dot_dot [rad/s^2], Odometry time [s], Position x [m], Position y [m], Position z [m], Quaternion q0 [-], Quaternion q1 [-], Quaternion q2 [-], Quaternion q3 [-], Velocity x [m/s], Velocity y [m/s], Velocity z [m/s], Angular velocity x [rad/s], Angular velocity y [rad/s], Angular velocity z [rad/s], Roll [rad], Pitch [rad], Yaw [rad], Algorithm execution time [us], Mu translational raw x [N], Mu translational raw y [N], Mu translational raw z [N], Mu translational x [N], Mu translational y [N], Mu translational z [N], U control input U1 [N], U control input U2 [Nm], U control input U3 [Nm], U control input U4 [Nm], Roll reference [rad], Pitch reference [rad], Roll_dot reference [rad/s], Pitch_dot reference [rad/s], Roll_dot_dot reference [rad/s^2], Pitch_dot_dot reference [rad/s^2], Roll_dot [rad/s], Pitch_dot [rad/s], Yaw_dot [rad/s], Thrust motors QUADCOPTER T1 [N], Thrust motors QUADCOPTER T2 [N], Thrust motors QUADCOPTER T3 [N], Thrust motors QUADCOPTER T4 [N], Thrust motors normalized QUADCOPTER T1 [-], Thrust motors normalized QUADCOPTER T2 [-], Thrust motors normalized QUADCOPTER T3 [-], Thrust motors normalized QUADCOPTER T4 [-], Thrust motors X8COPTER T1 [N], Thrust motors X8COPTER T2 [N], Thrust motors X8COPTER T3 [N], Thrust motors X8COPTER T4 [N], Thrust motors X8COPTER T5 [N], Thrust motors X8COPTER T6 [N], Thrust motors X8COPTER T7 [N], Thrust motors X8COPTER T8 [N], Thrust motors normalized X8COPTER T1 [-], Thrust motors normalized X8COPTER T2 [-], Thrust motors normalized X8COPTER T3 [-], Thrust motors normalized X8COPTER T4 [-], Thrust motors normalized X8COPTER T5 [-], Thrust motors normalized X8COPTER T6 [-], Thrust motors normalized X8COPTER T7 [-], Thrust motors normalized X8COPTER T8 [-], Roll error [rad], Pitch error [rad], Yaw error [rad], Outer loop Proportional term x [-], Outer loop Proportional term y [-], Outer loop Proportional term z [-], Outer loop Integral term x [-], Outer loop Integral term y [-], Outer loop Integral term z [-], Outer loop Derivative term x [-], Outer loop Derivative term y [-], Outer loop Derivative term z [-], Outer loop Dynamic Inversion term x [-], Outer loop Dynamic Inversion term y [-], Outer loop Dynamic Inversion term z [-], Inner loop Proportional term x [-], Inner loop Proportional term y [-], Inner loop Proportional term z [-], Inner loop Integral term x [-], Inner loop Integral term y [-], Inner loop Integral term z [-], Inner loop Derivative term x [-], Inner loop Derivative term y [-], Inner loop Derivative term z [-], Inner loop Dynamic Inversion term x [-], Inner loop Dynamic Inversion term y [-], Inner loop Dynamic Inversion term z [-], 
[2024-06-13 11:56:40.762576] [0x0000007f820829a0] [LogDataTag] [0x00000af8] [3423] 1718294193138008, 7.62412, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.8445e+13, 0.103834, -0.134116, -0.311373, 0.998973, -0.00882022, -0.0172419, -0.0409551, 0.00439403, -0.00130795, -0.00466549, -0.0347339, -0.0154215, -0.00985122, -0.0162208, -0.035178, -0.0816631, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
[2024-06-13 11:56:40.772555] [0x0000007f810809a0] [LogDataTag] [0x00000af8] [3428] 1718294193138008, 7.63411, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.8445e+13, 0.103876, -0.134112, -0.311403, 0.998975, -0.00873643, -0.0172073, -0.0409393, 0.00226405, 0.00203108, 0.00296142, 0.0628628, -0.00458637, 0.00976688, -0.0160566, -0.0351019, -0.0816349, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
[2024-06-13 11:56:40.782673] [0x0000007f820829a0] [LogDataTag] [0x00000af8] [3433] 1718294193138008, 7.64418, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.8445e+13, 0.10385, -0.134088, -0.311371, 0.998976, -0.00872178, -0.0171676, -0.0409505, -0.00499049, 0.000878033, 0.00323949, 0.0163242, -0.0124828, -0.000261265, -0.0160302, -0.0350214, -0.0816583, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
[2024-06-13 11:56:40.792835] [0x0000007f820829a0] [LogDataTag] [0x00000af8] [3437] 1718294193138008, 7.65412, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.8445e+13, 0.10385, -0.134088, -0.311371, 0.998976, -0.00872178, -0.0171676, -0.0409505, -0.00499049, 0.000878033, 0.00323949, 0.0163242, -0.0124828, -0.000261265, -0.0160302, -0.0350214, -0.0816583, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
[2024-06-13 11:56:40.802557] [0x0000007f818819a0] [LogDataTag] [0x00000af8] [3442] 1718294193138008, 7.66411, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.8445e+13, 0.103803, -0.134076, -0.311369, 0.998977, -0.00879225, -0.0170595, -0.0409486, -0.00490853, 0.00361724, 0.00144535, 0.0280268, 0.0217195, 0.00949085, -0.0161799, -0.0348112, -0.0816535, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
[2024-06-13 11:56:40.812625] [0x0000007f810809a0] [LogDataTag] [0x00000af8] [3447] 1718294193138008, 7.67417, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.8445e+13, 0.103784, -0.134073, -0.311379, 0.998976, -0.00883122, -0.0170766, -0.0409576, -0.00165424, -0.000827388, -0.00690734, -0.0530178, 0.00772774, -0.00868931, -0.0162561, -0.0348487, -0.08167, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
[2024-06-13 11:56:40.822487] [0x0000007f818819a0] [LogDataTag] [0x00000af8] [3452] 1718294193138008, 7.68408, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.8445e+13, 0.103828, -0.134095, -0.311463, 0.998976, -0.00884308, -0.0170563, -0.0409597, 0.00180601, 5.77072e-05, -0.00489617, -0.0219896, 0.021601, -0.0019683, -0.0162814, -0.0348091, -0.0816741, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
[2024-06-13 11:56:40.832727] [0x0000007f818819a0] [LogDataTag] [0x00000af8] [3457] 1718294193138008, 7.6943, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.8445e+13, 0.103828, -0.134095, -0.311463, 0.998976, -0.00884308, -0.0170563, -0.0409597, 0.00180601, 5.77072e-05, -0.00489617, -0.0219896, 0.021601, -0.0019683, -0.0162814, -0.0348091, -0.0816741, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
[2024-06-13 11:56:40.842561] [0x0000007f887dd010] [LogDataTag] [0x00000af8] [3461] 1718294193138008, 7.70411, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.8445e+13, 0.103853, -0.134104, -0.31147, 0.998976, -0.00877008, -0.0171145, -0.0409595, 0.0005926, -0.00184795, -0.00114143, -0.0250302, -0.0116855, -0.00856625, -0.0161307, -0.0349194, -0.0816755, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
[2024-06-13 11:56:40.852568] [0x0000007f810809a0] [LogDataTag] [0x00000af8] [3465] 1718294193138008, 7.71411, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.8445e+13, 0.103845, -0.134107, -0.311477, 0.998978, -0.00875964, -0.0170229, -0.040954, -0.00259381, 0.00201891, 0.00395401, 0.0481072, 0.0107727, 0.00859104, -0.0161175, -0.0347354, -0.0816659, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
[2024-06-13 11:56:40.862561] [0x0000007f820829a0] [LogDataTag] [0x00000af8] [3470] 1718294193138008, 7.72411, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.8445e+13, 0.103815, -0.134109, -0.311455, 0.998976, -0.00887202, -0.0169792, -0.040978, -0.0054613, 0.000399971, -0.000913675, -0.0509877, 0.0240422, -0.00759239, -0.0163449, -0.0346577, -0.0817108, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
[2024-06-13 11:56:40.872461] [0x0000007f810809a0] [LogDataTag] [0x00000af8] [3475] 1718294193138008, 7.73405, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.8445e+13, 0.103763, -0.134102, -0.311453, 0.998979, -0.00882159, -0.0169105, -0.040948, -0.000981618, 0.00193362, -0.00130422, 0.0116158, 0.0190689, 0.00677524, -0.0162507, -0.0345158, -0.0816532, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
[2024-06-13 11:56:40.882554] [0x0000007f820829a0] [LogDataTag] [0x00000af8] [3479] 1718294193138008, 7.74411, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.8445e+13, 0.103763, -0.134102, -0.311453, 0.998979, -0.00882159, -0.0169105, -0.040948, -0.000981618, 0.00193362, -0.00130422, 0.0116158, 0.0190689, 0.00677524, -0.0162507, -0.0345158, -0.0816532, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
[2024-06-13 11:56:40.892522] [0x0000007f810809a0] [LogDataTag] [0x00000af8] [3484] 1718294193138008, 7.75407, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.8445e+13, 0.103813, -0.134099, -0.311507, 0.99898, -0.0087326, -0.0169765, -0.0409292, 0.0035935, 0.000583799, 0.000292453, 0.0559961, -0.013959, 0.00699918, -0.016068, -0.0346401, -0.0816179, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
[2024-06-13 11:56:40.902575] [0x0000007f810809a0] [LogDataTag] [0x00000af8] [3489] 1718294193138008, 7.76412, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.8445e+13, 0.103813, -0.134099, -0.311507, 0.99898, -0.0087326, -0.0169765, -0.0409292, 0.0035935, 0.000583799, 0.000292453, 0.0559961, -0.013959, 0.00699918, -0.016068, -0.0346401, -0.0816179, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
[2024-06-13 11:56:40.912521] [0x0000007f818819a0] [LogDataTag] [0x00000af8] [3494] 1718294193138008, 7.77411, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.8445e+13, 0.103844, -0.134111, -0.311537, 0.998977, -0.00887907, -0.0169499, -0.0409668, 0.000863354, 0.000735765, -0.00471085, -0.0332111, 0.0217183, -0.00594888, -0.0163617, -0.0345995, -0.0816884, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
[2024-06-13 11:56:40.922831] [0x0000007f820829a0] [LogDataTag] [0x00000af8] [3498] 1718294193138008, 7.78412, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.8445e+13, 0.103856, -0.134109, -0.311542, 0.998978, -0.00874476, -0.0169861, -0.0409521, -0.000134422, -0.000855522, -0.000173169, -0.00313093, -0.0140338, -0.00353942, -0.0160908, -0.0346607, -0.0816633, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
[2024-06-13 11:56:40.932564] [0x0000007f887dd010] [LogDataTag] [0x00000af8] [3503] 1718294193138008, 7.79411, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.8445e+13, 0.103841, -0.134108, -0.311553, 0.99898, -0.00876963, -0.0169019, -0.0409364, -0.00260342, 0.00236841, 0.00248962, 0.038503, 0.0131578, 0.0112718, -0.0161479, -0.0344942, -0.081632, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
[2024-06-13 11:56:40.942525] [0x0000007f820829a0] [LogDataTag] [0x00000af8] [3507] 1718294193138008, 7.80404, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.8445e+13, 0.103823, -0.134101, -0.311544, 0.998981, -0.00869784, -0.0169507, -0.0409211, 0.00130376, 0.000563025, 0.00265794, 0.0420855, -0.0232101, 0.00348386, -0.0160009, -0.0345856, -0.0816032, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
[2024-06-13 11:56:40.952545] [0x0000007f820829a0] [LogDataTag] [0x00000af8] [3512] 1718294193138008, 7.81411, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.8445e+13, 0.103823, -0.134101, -0.311544, 0.998981, -0.00869784, -0.0169507, -0.0409211, 0.00130376, 0.000563025, 0.00265794, 0.0420855, -0.0232101, 0.00348386, -0.0160009, -0.0345856, -0.0816032, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
[2024-06-13 11:56:40.962513] [0x0000007f818819a0] [LogDataTag] [0x00000af8] [3515] 1718294193138008, 7.82405, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.8445e+13, 0.103875, -0.134089, -0.311558, 0.998978, -0.00877354, -0.0170048, -0.0409526, 0.00300511, -2.89489e-05, -0.00237001, -0.0327493, -0.0168184, -0.0090586, -0.0161468, -0.0347004, -0.081663, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
[2024-06-13 11:56:40.972572] [0x0000007f818819a0] [LogDataTag] [0x00000af8] [3520] 1718294193138008, 7.83412, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.8445e+13, 0.103875, -0.134089, -0.311558, 0.998978, -0.00877354, -0.0170048, -0.0409526, 0.00300511, -2.89489e-05, -0.00237001, -0.0327493, -0.0168184, -0.0090586, -0.0161468, -0.0347004, -0.081663, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
[2024-06-13 11:56:40.982505] [0x0000007f810809a0] [LogDataTag] [0x00000af8] [3525] 1718294193138008, 7.84406, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.8445e+13, 0.103897, -0.134081, -0.311569, 0.998979, -0.00871659, -0.0169727, -0.0409387, 0.00190691, 0.00129219, 0.00336306, 0.052155, -0.00849712, 0.00705783, -0.016036, -0.0346313, -0.0816374, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
[2024-06-13 11:56:40.992667] [0x0000007f818819a0] [LogDataTag] [0x00000af8] [3530] 1718294193138008, 7.85416, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.8445e+13, 0.103905, -0.134109, -0.311548, 0.998979, -0.00870882, -0.017022, -0.0409346, 0.000155478, -0.0024627, 0.00124174, 0.0129775, -0.0233653, -0.00156329, -0.0160166, -0.0347292, -0.0816288, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
[2024-06-13 11:56:41.002721] [0x0000007f818819a0] [LogDataTag] [0x00000af8] [3535] 1718294193138008, 7.86429, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.8445e+13, 0.103905, -0.134109, -0.311548, 0.998979, -0.00870882, -0.017022, -0.0409346, 0.000155478, -0.0024627, 0.00124174, 0.0129775, -0.0233653, -0.00156329, -0.0160166, -0.0347292, -0.0816288, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
[2024-06-13 11:56:41.012605] [0x0000007f820829a0] [LogDataTag] [0x00000af8] [3539] 1718294193138008, 7.87414, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.8445e+13, 0.103919, -0.134135, -0.311554, 0.998977, -0.00883444, -0.0170406, -0.0409555, 0.00144524, -0.000250079, -0.00434043, -0.0550469, -0.00305912, -0.009826, -0.0162655, -0.034777, -0.0816662, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
[2024-06-13 11:56:41.022788] [0x0000007f820829a0] [LogDataTag] [0x00000af8] [3544] 1718294193138008, 7.88413, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.8445e+13, 0.103919, -0.134135, -0.311554, 0.998977, -0.00883444, -0.0170406, -0.0409555, 0.00144524, -0.000250079, -0.00434043, -0.0550469, -0.00305912, -0.009826, -0.0162655, -0.034777, -0.0816662, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
[2024-06-13 11:56:41.032606] [0x0000007f818819a0] [LogDataTag] [0x00000af8] [3548] 1718294193138008, 7.89412, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.8445e+13, 0.103967, -0.134117, -0.311581, 0.998977, -0.00885034, -0.0170202, -0.040955, 0.00107127, 0.0018762, -0.00282704, -0.0208973, 0.020909, -0.000157523, -0.016299, -0.0347375, -0.0816649, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
[2024-06-13 11:56:41.042565] [0x0000007f818819a0] [LogDataTag] [0x00000af8] [3552] 1718294193138008, 7.90412, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.8445e+13, 0.103967, -0.134117, -0.311581, 0.998977, -0.00885034, -0.0170202, -0.040955, 0.00107127, 0.0018762, -0.00282704, -0.0208973, 0.020909, -0.000157523, -0.016299, -0.0347375, -0.0816649, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
