[2025-10-20 15:11:48.219391] [0x0000007fb761d7c0] [MocapTag] [0x0000104a] [2] Mocap timestamp, Mocap time [s], Mocap position x [m], Mocap position y [m], Mocap position z [m], Mocap Quaternion q0 [-], Mocap Quaternion q1 [-], Mocap Quaternion q2 [-], Mocap Quaternion q3 [-], Mocap Velocity x [m/s], Mocap Velocity y [m/s], Mocap Velocity z [m/s], Mocap Angular velocity x [rad/s], Mocap Angular velocity y [rad/s], Mocap Angular velocity z [rad/s], 
[2025-10-20 15:11:48.222439] [0x0000007fa67fb9a0] [MocapTag] [0x0000104a] [3] 1760987508222260, 0.050495, 0.152945, -0.230062, -0.319161, 0.705911, 0.708242, 0.00344531, 0.00847194, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:11:48.225188] [0x0000007fa67fb9a0] [MocapTag] [0x0000104a] [5] 1760987508225067, 0.053302, 0.152945, -0.230062, -0.319161, 0.705911, 0.708242, 0.00344531, 0.00847194, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:11:48.227753] [0x0000007fa67fb9a0] [MocapTag] [0x0000104a] [6] 1760987508227639, 0.055874, 0.152945, -0.230062, -0.319161, 0.705911, 0.708242, 0.00344531, 0.00847194, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:11:48.230609] [0x0000007fa67fb9a0] [MocapTag] [0x0000104a] [8] 1760987508230497, 0.058732, 0.152945, -0.230062, -0.319161, 0.705911, 0.708242, 0.00344531, 0.00847194, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:11:48.232792] [0x0000007fa67fb9a0] [MocapTag] [0x0000104a] [9] 1760987508232686, 0.060921, 0.152948, -0.230048, -0.319141, 0.705905, 0.708246, 0.00343801, 0.00855393, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:11:48.235708] [0x0000007fa67fb9a0] [MocapTag] [0x0000104a] [10] 1760987508235594, 0.063829, 0.152948, -0.230048, -0.319141, 0.705905, 0.708246, 0.00343801, 0.00855393, 0, 0, 0.0020482, 0, 0, 0, 
[2025-10-20 15:11:48.238160] [0x0000007fa67fb9a0] [MocapTag] [0x0000104a] [11] 1760987508238052, 0.066287, 0.152948, -0.230048, -0.319141, 0.705905, 0.708246, 0.00343801, 0.00855393, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:11:48.240852] [0x0000007fa67fb9a0] [MocapTag] [0x0000104a] [13] 1760987508240738, 0.068973, 0.15294, -0.230065, -0.31916, 0.705903, 0.708249, 0.00344686, 0.00850485, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:11:48.243567] [0x0000007fa67fb9a0] [MocapTag] [0x0000104a] [14] 1760987508243460, 0.071695, 0.15294, -0.230065, -0.31916, 0.705903, 0.708249, 0.00344686, 0.00850485, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:11:48.245964] [0x0000007fa67fb9a0] [MocapTag] [0x0000104a] [15] 1760987508245852, 0.074087, 0.15294, -0.230065, -0.31916, 0.705903, 0.708249, 0.00344686, 0.00850485, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:11:48.248312] [0x0000007fa67fb9a0] [MocapTag] [0x0000104a] [16] 1760987508248192, 0.076427, 0.15294, -0.230065, -0.31916, 0.705903, 0.708249, 0.00344686, 0.00850485, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:11:48.251328] [0x0000007fa67fb9a0] [MocapTag] [0x0000104a] [18] 1760987508251212, 0.079447, 0.152936, -0.230067, -0.319152, 0.705899, 0.708253, 0.00342952, 0.00851409, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:11:48.254043] [0x0000007fa67fb9a0] [MocapTag] [0x0000104a] [19] 1760987508253929, 0.082164, 0.152936, -0.230067, -0.319152, 0.705899, 0.708253, 0.00342952, 0.00851409, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:11:48.258038] [0x0000007fa67fb9a0] [MocapTag] [0x0000104a] [20] 1760987508257928, 0.086163, 0.152936, -0.230067, -0.319152, 0.705899, 0.708253, 0.00342952, 0.00851409, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:11:48.259865] [0x0000007fa67fb9a0] [MocapTag] [0x0000104a] [22] 1760987508259717, 0.087952, 0.152936, -0.230067, -0.319152, 0.705899, 0.708253, 0.00342952, 0.00851409, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:11:48.262062] [0x0000007fa67fb9a0] [MocapTag] [0x0000104a] [23] 1760987508261949, 0.090184, 0.152941, -0.230058, -0.31915, 0.705911, 0.708241, 0.00343866, 0.00851044, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:11:48.264831] [0x0000007fa67fb9a0] [MocapTag] [0x0000104a] [24] 1760987508264717, 0.092952, 0.152941, -0.230058, -0.31915, 0.705911, 0.708241, 0.00343866, 0.00851044, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:11:48.267906] [0x0000007fa67fb9a0] [MocapTag] [0x0000104a] [25] 1760987508267798, 0.096033, 0.152941, -0.230058, -0.31915, 0.705911, 0.708241, 0.00343866, 0.00851044, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:11:48.270920] [0x0000007fa67fb9a0] [MocapTag] [0x0000104a] [27] 1760987508270798, 0.099033, 0.152941, -0.230058, -0.31915, 0.705911, 0.708241, 0.00343866, 0.00851044, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:11:48.273058] [0x0000007fa67fb9a0] [MocapTag] [0x0000104a] [28] 1760987508272946, 0.101181, 0.152943, -0.230066, -0.319158, 0.705913, 0.708239, 0.00343918, 0.00846222, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:11:48.275813] [0x0000007fa67fb9a0] [MocapTag] [0x0000104a] [29] 1760987508275660, 0.103895, 0.152943, -0.230066, -0.319158, 0.705913, 0.708239, 0.00343918, 0.00846222, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:11:48.278916] [0x0000007fa67fb9a0] [MocapTag] [0x0000104a] [30] 1760987508278830, 0.107065, 0.152943, -0.230066, -0.319158, 0.705913, 0.708239, 0.00343918, 0.00846222, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:11:48.281449] [0x0000007fa67fb9a0] [MocapTag] [0x0000104a] [32] 1760987508281338, 0.109573, 0.152939, -0.230065, -0.319148, 0.705887, 0.708264, 0.00342155, 0.00854753, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:11:48.285090] [0x0000007fa67fb9a0] [MocapTag] [0x0000104a] [33] 1760987508284980, 0.113215, 0.152939, -0.230065, -0.319148, 0.705887, 0.708264, 0.00342155, 0.00854753, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:11:48.286685] [0x0000007fa67fb9a0] [MocapTag] [0x0000104a] [34] 1760987508286579, 0.114814, 0.152939, -0.230065, -0.319148, 0.705887, 0.708264, 0.00342155, 0.00854753, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:11:48.289294] [0x0000007fa67fb9a0] [MocapTag] [0x0000104a] [36] 1760987508289223, 0.117458, 0.152939, -0.230065, -0.319148, 0.705887, 0.708264, 0.00342155, 0.00854753, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:11:48.292014] [0x0000007fa67fb9a0] [MocapTag] [0x0000104a] [37] 1760987508291904, 0.120139, 0.152944, -0.230052, -0.319137, 0.705932, 0.70822, 0.00345102, 0.00848405, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:11:48.294767] [0x0000007fa67fb9a0] [MocapTag] [0x0000104a] [38] 1760987508294660, 0.122895, 0.152944, -0.230052, -0.319137, 0.705932, 0.70822, 0.00345102, 0.00848405, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:11:48.297365] [0x0000007fa67fb9a0] [MocapTag] [0x0000104a] [39] 1760987508297259, 0.125494, 0.152944, -0.230052, -0.319137, 0.705932, 0.70822, 0.00345102, 0.00848405, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:11:48.300864] [0x0000007fa67fb9a0] [MocapTag] [0x0000104a] [41] 1760987508300753, 0.128988, 0.152944, -0.230052, -0.319137, 0.705932, 0.70822, 0.00345102, 0.00848405, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:11:48.303398] [0x0000007fa67fb9a0] [MocapTag] [0x0000104a] [42] 1760987508303293, 0.131528, 0.152947, -0.230064, -0.319143, 0.705931, 0.708222, 0.00343244, 0.00847517, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:11:48.306203] [0x0000007fa67fb9a0] [MocapTag] [0x0000104a] [43] 1760987508306092, 0.134327, 0.152947, -0.230064, -0.319143, 0.705931, 0.708222, 0.00343244, 0.00847517, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:11:48.309021] [0x0000007fa67fb9a0] [MocapTag] [0x0000104a] [44] 1760987508308939, 0.137174, 0.152947, -0.230064, -0.319143, 0.705931, 0.708222, 0.00343244, 0.00847517, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:11:48.311677] [0x0000007fa67fb9a0] [MocapTag] [0x0000104a] [46] 1760987508311558, 0.139793, 0.152935, -0.230057, -0.31913, 0.70589, 0.708261, 0.00343524, 0.00860061, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:11:48.315174] [0x0000007fa67fb9a0] [MocapTag] [0x0000104a] [47] 1760987508315063, 0.143298, 0.152935, -0.230057, -0.31913, 0.70589, 0.708261, 0.00343524, 0.00860061, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:11:48.317740] [0x0000007fa67fb9a0] [MocapTag] [0x0000104a] [48] 1760987508317639, 0.145874, 0.152935, -0.230057, -0.31913, 0.70589, 0.708261, 0.00343524, 0.00860061, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:11:48.320689] [0x0000007fa67fb9a0] [MocapTag] [0x0000104a] [50] 1760987508320577, 0.148812, 0.152935, -0.230057, -0.31913, 0.70589, 0.708261, 0.00343524, 0.00860061, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:11:48.322982] [0x0000007fa67fb9a0] [MocapTag] [0x0000104a] [51] 1760987508322880, 0.151115, 0.152945, -0.230064, -0.319136, 0.705901, 0.70825, 0.00342414, 0.00858218, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:11:48.325737] [0x0000007fa67fb9a0] [MocapTag] [0x0000104a] [52] 1760987508325633, 0.153868, 0.152945, -0.230064, -0.319136, 0.705901, 0.70825, 0.00342414, 0.00858218, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:11:48.329135] [0x0000007fa67fb9a0] [MocapTag] [0x0000104a] [54] 1760987508329075, 0.15731, 0.152945, -0.230064, -0.319136, 0.705901, 0.70825, 0.00342414, 0.00858218, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:11:48.331803] [0x0000007fa67fb9a0] [MocapTag] [0x0000104a] [55] 1760987508331683, 0.159918, 0.152946, -0.230075, -0.319149, 0.70589, 0.708262, 0.0034133, 0.00852718, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:11:48.334689] [0x0000007fa67fb9a0] [MocapTag] [0x0000104a] [56] 1760987508334577, 0.162812, 0.152946, -0.230075, -0.319149, 0.70589, 0.708262, 0.0034133, 0.00852718, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:11:48.337130] [0x0000007fa67fb9a0] [MocapTag] [0x0000104a] [57] 1760987508337023, 0.165258, 0.152946, -0.230075, -0.319149, 0.70589, 0.708262, 0.0034133, 0.00852718, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:11:48.340176] [0x0000007fa67fb9a0] [MocapTag] [0x0000104a] [59] 1760987508340058, 0.168293, 0.152946, -0.230075, -0.319149, 0.70589, 0.708262, 0.0034133, 0.00852718, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:11:48.342515] [0x0000007fa67fb9a0] [MocapTag] [0x0000104a] [60] 1760987508342405, 0.17064, 0.152947, -0.230071, -0.319153, 0.70591, 0.708242, 0.00343537, 0.00851782, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:11:48.345271] [0x0000007fa67fb9a0] [MocapTag] [0x0000104a] [61] 1760987508345163, 0.173398, 0.152947, -0.230071, -0.319153, 0.70591, 0.708242, 0.00343537, 0.00851782, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:11:48.347743] [0x0000007fa67fb9a0] [MocapTag] [0x0000104a] [62] 1760987508347637, 0.175872, 0.152947, -0.230071, -0.319153, 0.70591, 0.708242, 0.00343537, 0.00851782, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:11:48.350576] [0x0000007fa67fb9a0] [MocapTag] [0x0000104a] [64] 1760987508350465, 0.1787, 0.152947, -0.230071, -0.319153, 0.70591, 0.708242, 0.00343537, 0.00851782, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:11:48.353168] [0x0000007fa67fb9a0] [MocapTag] [0x0000104a] [65] 1760987508353024, 0.181259, 0.152944, -0.230062, -0.319153, 0.705903, 0.708249, 0.00344043, 0.00851036, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:11:48.355933] [0x0000007fa67fb9a0] [MocapTag] [0x0000104a] [66] 1760987508355823, 0.184058, 0.152944, -0.230062, -0.319153, 0.705903, 0.708249, 0.00344043, 0.00851036, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:11:48.358386] [0x0000007fa67fb9a0] [MocapTag] [0x0000104a] [67] 1760987508358274, 0.186509, 0.152944, -0.230062, -0.319153, 0.705903, 0.708249, 0.00344043, 0.00851036, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:11:48.361063] [0x0000007fa67fb9a0] [MocapTag] [0x0000104a] [69] 1760987508360953, 0.189188, 0.152946, -0.230061, -0.319169, 0.705912, 0.70824, 0.00345979, 0.00850948, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:11:48.363890] [0x0000007fa67fb9a0] [MocapTag] [0x0000104a] [70] 1760987508363780, 0.192015, 0.152946, -0.230061, -0.319169, 0.705912, 0.70824, 0.00345979, 0.00850948, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:11:48.367553] [0x0000007fa67fb9a0] [MocapTag] [0x0000104a] [71] 1760987508367441, 0.195676, 0.152946, -0.230061, -0.319169, 0.705912, 0.70824, 0.00345979, 0.00850948, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:11:48.368944] [0x0000007fa67fb9a0] [MocapTag] [0x0000104a] [72] 1760987508368855, 0.19709, 0.152946, -0.230061, -0.319169, 0.705912, 0.70824, 0.00345979, 0.00850948, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:11:48.371603] [0x0000007fa67fb9a0] [MocapTag] [0x0000104a] [74] 1760987508371491, 0.199726, 0.152935, -0.230061, -0.319134, 0.705965, 0.708188, 0.0034363, 0.0084935, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:11:48.374288] [0x0000007fa67fb9a0] [MocapTag] [0x0000104a] [75] 1760987508374179, 0.202414, 0.152935, -0.230061, -0.319134, 0.705965, 0.708188, 0.0034363, 0.0084935, 0, 0, 0.00352224, 0, 0, 0, 
[2025-10-20 15:11:48.377260] [0x0000007fa67fb9a0] [MocapTag] [0x0000104a] [76] 1760987508377155, 0.20539, 0.152935, -0.230061, -0.319134, 0.705965, 0.708188, 0.0034363, 0.0084935, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:11:48.380198] [0x0000007fa67fb9a0] [MocapTag] [0x0000104a] [78] 1760987508380082, 0.208317, 0.152935, -0.230061, -0.319134, 0.705965, 0.708188, 0.0034363, 0.0084935, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:11:48.382518] [0x0000007fa67fb9a0] [MocapTag] [0x0000104a] [79] 1760987508382411, 0.210646, 0.15292, -0.230099, -0.319091, 0.706006, 0.708147, 0.00340417, 0.00843652, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:11:48.385135] [0x0000007fa67fb9a0] [MocapTag] [0x0000104a] [80] 1760987508385028, 0.213263, 0.15292, -0.230099, -0.319091, 0.706006, 0.708147, 0.00340417, 0.00843652, 0, -0.00377198, 0.00427193, 0, 0, 0, 
[2025-10-20 15:11:48.387649] [0x0000007fa67fb9a0] [MocapTag] [0x0000104a] [81] 1760987508387535, 0.21577, 0.15292, -0.230099, -0.319091, 0.706006, 0.708147, 0.00340417, 0.00843652, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:11:48.390713] [0x0000007fa67fb9a0] [MocapTag] [0x0000104a] [83] 1760987508390603, 0.218838, 0.15292, -0.230099, -0.319091, 0.706006, 0.708147, 0.00340417, 0.00843652, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:11:48.393159] [0x0000007fa67fb9a0] [MocapTag] [0x0000104a] [84] 1760987508393019, 0.221254, 0.152971, -0.230011, -0.319193, 0.705897, 0.708253, 0.00359663, 0.00855884, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:11:48.396278] [0x0000007fa67fb9a0] [MocapTag] [0x0000104a] [85] 1760987508396171, 0.224406, 0.152971, -0.230011, -0.319193, 0.705897, 0.708253, 0.00359663, 0.00855884, 0.00514779, 0.00879821, -0.0101602, 0, -0.0446089, 0, 
[2025-10-20 15:11:48.398246] [0x0000007fa67fb9a0] [MocapTag] [0x0000104a] [86] 1760987508398141, 0.226376, 0.152971, -0.230011, -0.319193, 0.705897, 0.708253, 0.00359663, 0.00855884, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:11:48.400958] [0x0000007fa67fb9a0] [MocapTag] [0x0000104a] [88] 1760987508400842, 0.229077, 0.152914, -0.230128, -0.319065, 0.706047, 0.708108, 0.00327044, 0.00840648, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:11:48.403666] [0x0000007fa67fb9a0] [MocapTag] [0x0000104a] [89] 1760987508403557, 0.231792, 0.152914, -0.230128, -0.319065, 0.706047, 0.708108, 0.00327044, 0.00840648, -0.00572255, -0.0116852, 0.0127517, -0.0416398, 0.0677893, 0, 
[2025-10-20 15:11:48.407575] [0x0000007fa67fb9a0] [MocapTag] [0x0000104a] [90] 1760987508407466, 0.235701, 0.152914, -0.230128, -0.319065, 0.706047, 0.708108, 0.00327044, 0.00840648, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:11:48.408940] [0x0000007fa67fb9a0] [MocapTag] [0x0000104a] [91] 1760987508408852, 0.237087, 0.152914, -0.230128, -0.319065, 0.706047, 0.708108, 0.00327044, 0.00840648, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:11:48.411647] [0x0000007fa67fb9a0] [MocapTag] [0x0000104a] [93] 1760987508411533, 0.239768, 0.15292, -0.230102, -0.31909, 0.705961, 0.708193, 0.00323608, 0.00846895, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:11:48.414159] [0x0000007fa67fb9a0] [MocapTag] [0x0000104a] [94] 1760987508414054, 0.242289, 0.15292, -0.230102, -0.31909, 0.705961, 0.708193, 0.00323608, 0.00846895, 0, 0.00254459, -0.00247312, 0, 0, 0, 
[2025-10-20 15:11:48.416758] [0x0000007fa67fb9a0] [MocapTag] [0x0000104a] [95] 1760987508416641, 0.244876, 0.15292, -0.230102, -0.31909, 0.705961, 0.708193, 0.00323608, 0.00846895, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:11:48.420012] [0x0000007fa67fb9a0] [MocapTag] [0x0000104a] [97] 1760987508419901, 0.248136, 0.15292, -0.230102, -0.31909, 0.705961, 0.708193, 0.00323608, 0.00846895, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:11:48.422470] [0x0000007fa67fb9a0] [MocapTag] [0x0000104a] [98] 1760987508422357, 0.250592, 0.15296, -0.230065, -0.319136, 0.705925, 0.708227, 0.00338371, 0.00850482, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:11:48.425403] [0x0000007fa67fb9a0] [MocapTag] [0x0000104a] [99] 1760987508425296, 0.253531, 0.15296, -0.230065, -0.319136, 0.705925, 0.708227, 0.00338371, 0.00850482, 0.00402106, 0.00372229, -0.0046712, 0, 0, 0, 
[2025-10-20 15:11:48.427655] [0x0000007fa67fb9a0] [MocapTag] [0x0000104a] [100] 1760987508427543, 0.255778, 0.15296, -0.230065, -0.319136, 0.705925, 0.708227, 0.00338371, 0.00850482, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:11:48.430392] [0x0000007fa67fb9a0] [MocapTag] [0x0000104a] [102] 1760987508430278, 0.258513, 0.15296, -0.230065, -0.319136, 0.705925, 0.708227, 0.00338371, 0.00850482, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:11:48.432699] [0x0000007fa67fb9a0] [MocapTag] [0x0000104a] [103] 1760987508432576, 0.260811, 0.152923, -0.23014, -0.319084, 0.706041, 0.708115, 0.0032196, 0.00833444, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:11:48.436059] [0x0000007fa67fb9a0] [MocapTag] [0x0000104a] [104] 1760987508435948, 0.264183, 0.152923, -0.23014, -0.319084, 0.706041, 0.708115, 0.0032196, 0.00833444, -0.00373346, -0.00754847, 0.00520035, 0, 0.0474233, 0, 
[2025-10-20 15:11:48.438686] [0x0000007fa67fb9a0] [MocapTag] [0x0000104a] [105] 1760987508438588, 0.266823, 0.152923, -0.23014, -0.319084, 0.706041, 0.708115, 0.0032196, 0.00833444, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:11:48.441303] [0x0000007fa67fb9a0] [MocapTag] [0x0000104a] [107] 1760987508441192, 0.269427, 0.152928, -0.230137, -0.319073, 0.705969, 0.708183, 0.00332646, 0.0085218, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:11:48.443883] [0x0000007fa67fb9a0] [MocapTag] [0x0000104a] [108] 1760987508443779, 0.272014, 0.152928, -0.230137, -0.319073, 0.705969, 0.708183, 0.00332646, 0.0085218, 0, 0, 0, 0, -0.0416996, 0, 
[2025-10-20 15:11:48.446534] [0x0000007fa67fb9a0] [MocapTag] [0x0000104a] [109] 1760987508446398, 0.274633, 0.152928, -0.230137, -0.319073, 0.705969, 0.708183, 0.00332646, 0.0085218, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:11:48.449009] [0x0000007fa67fb9a0] [MocapTag] [0x0000104a] [110] 1760987508448922, 0.277157, 0.152928, -0.230137, -0.319073, 0.705969, 0.708183, 0.00332646, 0.0085218, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:11:48.451792] [0x0000007fa67fb9a0] [MocapTag] [0x0000104a] [112] 1760987508451667, 0.279902, 0.152959, -0.230066, -0.319158, 0.705897, 0.708254, 0.00351728, 0.00859008, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:11:48.454426] [0x0000007fa67fb9a0] [MocapTag] [0x0000104a] [113] 1760987508454317, 0.282552, 0.152959, -0.230066, -0.319158, 0.705897, 0.708254, 0.00351728, 0.00859008, 0.00302149, 0.00711544, -0.00855475, 0, -0.036688, 0, 
[2025-10-20 15:11:48.456906] [0x0000007fa67fb9a0] [MocapTag] [0x0000104a] [114] 1760987508456793, 0.285028, 0.152959, -0.230066, -0.319158, 0.705897, 0.708254, 0.00351728, 0.00859008, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:11:48.460217] [0x0000007fa67fb9a0] [MocapTag] [0x0000104a] [116] 1760987508460103, 0.288338, 0.152959, -0.230066, -0.319158, 0.705897, 0.708254, 0.00351728, 0.00859008, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:11:48.462024] [0x0000007fa67fb9a0] [MocapTag] [0x0000104a] [117] 1760987508461918, 0.290153, 0.152928, -0.230078, -0.319097, 0.706005, 0.708148, 0.00341165, 0.00846254, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:11:48.465658] [0x0000007fa67fb9a0] [MocapTag] [0x0000104a] [118] 1760987508465548, 0.293783, 0.152928, -0.230078, -0.319097, 0.706005, 0.708148, 0.00341165, 0.00846254, -0.00301736, 0, 0.00612056, 0, 0, 0, 
[2025-10-20 15:11:48.468255] [0x0000007fa67fb9a0] [MocapTag] [0x0000104a] [119] 1760987508468150, 0.296385, 0.152928, -0.230078, -0.319097, 0.706005, 0.708148, 0.00341165, 0.00846254, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:11:48.470811] [0x0000007fa67fb9a0] [MocapTag] [0x0000104a] [121] 1760987508470701, 0.298936, 0.15293, -0.230114, -0.319092, 0.706015, 0.708139, 0.00336365, 0.00841036, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:11:48.473653] [0x0000007fa67fb9a0] [MocapTag] [0x0000104a] [122] 1760987508473518, 0.301753, 0.15293, -0.230114, -0.319092, 0.706015, 0.708139, 0.00336365, 0.00841036, 0, -0.00363257, 0, 0, 0, 0, 
[2025-10-20 15:11:48.475872] [0x0000007fa67fb9a0] [MocapTag] [0x0000104a] [123] 1760987508475769, 0.304004, 0.15293, -0.230114, -0.319092, 0.706015, 0.708139, 0.00336365, 0.00841036, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:11:48.478835] [0x0000007fa67fb9a0] [MocapTag] [0x0000104a] [124] 1760987508478747, 0.306982, 0.15293, -0.230114, -0.319092, 0.706015, 0.708139, 0.00336365, 0.00841036, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:11:48.481612] [0x0000007fa67fb9a0] [MocapTag] [0x0000104a] [126] 1760987508481498, 0.309733, 0.152926, -0.230089, -0.319106, 0.705957, 0.708196, 0.0033286, 0.00850083, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:11:48.484373] [0x0000007fa67fb9a0] [MocapTag] [0x0000104a] [127] 1760987508484250, 0.312485, 0.152926, -0.230089, -0.319106, 0.705957, 0.708196, 0.0033286, 0.00850083, 0, 0.00252011, 0, 0, 0, 0, 
[2025-10-20 15:11:48.486964] [0x0000007fa67fb9a0] [MocapTag] [0x0000104a] [128] 1760987508486851, 0.315086, 0.152926, -0.230089, -0.319106, 0.705957, 0.708196, 0.0033286, 0.00850083, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:11:48.491314] [0x0000007fa67fb9a0] [MocapTag] [0x0000104a] [130] 1760987508491191, 0.319426, 0.152926, -0.230089, -0.319106, 0.705957, 0.708196, 0.0033286, 0.00850083, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:11:48.492293] [0x0000007fa67fb9a0] [MocapTag] [0x0000104a] [131] 1760987508492180, 0.320415, 0.152946, -0.230063, -0.319167, 0.705871, 0.708281, 0.00339918, 0.00850589, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:11:48.495424] [0x0000007fa67fb9a0] [MocapTag] [0x0000104a] [132] 1760987508495315, 0.32355, 0.152946, -0.230063, -0.319167, 0.705871, 0.708281, 0.00339918, 0.00850589, 0, 0.00261705, -0.00612421, 0, 0, 0, 
[2025-10-20 15:11:48.497427] [0x0000007fa67fb9a0] [MocapTag] [0x0000104a] [133] 1760987508497320, 0.325555, 0.152946, -0.230063, -0.319167, 0.705871, 0.708281, 0.00339918, 0.00850589, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:11:48.500905] [0x0000007fa67fb9a0] [MocapTag] [0x0000104a] [135] 1760987508500600, 0.328835, 0.152946, -0.230063, -0.319167, 0.705871, 0.708281, 0.00339918, 0.00850589, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:11:48.503357] [0x0000007fa67fb9a0] [MocapTag] [0x0000104a] [136] 1760987508503238, 0.331473, 0.152909, -0.230115, -0.319074, 0.706023, 0.708131, 0.00321059, 0.00846, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:11:48.506088] [0x0000007fa67fb9a0] [MocapTag] [0x0000104a] [137] 1760987508505975, 0.33421, 0.152909, -0.230115, -0.319074, 0.706023, 0.708131, 0.00321059, 0.00846, -0.00376213, -0.00518314, 0.00933697, -0.0427246, 0, 0, 
