[2025-10-20 15:11:48.219391] [0x0000007fb761d7c0] [MocapTag] [0x0000104a] [2] Mocap timestamp, Mocap time [s], Mocap position x [m], Mocap position y [m], Mocap position z [m], Mocap Quaternion q0 [-], Mocap Quaternion q1 [-], Mocap Quaternion q2 [-], Mocap Quaternion q3 [-], Mocap Velocity x [m/s], Mocap Velocity y [m/s], Mocap Velocity z [m/s], Mocap Angular velocity x [rad/s], Mocap Angular velocity y [rad/s], Mocap Angular velocity z [rad/s], 
[2025-10-20 15:12:06.985602] [0x0000007fa67fb9a0] [MocapTag] [0x0000104a] [8904] 1760987526985480, 18.8137, 0.462332, -1.3583, -1.27844, 0.0637461, 0.00245043, -0.688427, -0.722494, -2.42975, -0.0358382, 0.0182514, -0.253856, -0.0921272, 0.187635, 
[2025-10-20 15:12:06.988167] [0x0000007fa67fb9a0] [MocapTag] [0x0000104a] [8905] 1760987526988054, 18.8163, 0.462332, -1.3583, -1.27844, 0.0637461, 0.00245043, -0.688427, -0.722494, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:12:06.990851] [0x0000007fa67fb9a0] [MocapTag] [0x0000104a] [8906] 1760987526990736, 18.819, 0.462332, -1.3583, -1.27844, 0.0637461, 0.00245043, -0.688427, -0.722494, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:12:06.993404] [0x0000007fa67fb9a0] [MocapTag] [0x0000104a] [8908] 1760987526993283, 18.8215, 0.437213, -1.35875, -1.27771, 0.0635315, -0.000455473, -0.690131, -0.72089, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:12:06.996725] [0x0000007fa67fb9a0] [MocapTag] [0x0000104a] [8909] 1760987526996611, 18.8248, 0.437213, -1.35875, -1.27771, 0.0635315, -0.000455473, -0.690131, -0.72089, -2.51181, -0.0446637, 0.0728096, -0.472879, -0.429357, -0.348234, 
[2025-10-20 15:12:06.999120] [0x0000007fa67fb9a0] [MocapTag] [0x0000104a] [8910] 1760987526999016, 18.8273, 0.437213, -1.35875, -1.27771, 0.0635315, -0.000455473, -0.690131, -0.72089, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:12:07.001896] [0x0000007fa67fb9a0] [MocapTag] [0x0000104a] [8911] 1760987527001780, 18.83, 0.437213, -1.35875, -1.27771, 0.0635315, -0.000455473, -0.690131, -0.72089, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:12:07.004451] [0x0000007fa67fb9a0] [MocapTag] [0x0000104a] [8913] 1760987527004338, 18.8326, 0.412822, -1.35904, -1.27745, 0.0627486, -0.000638419, -0.691171, -0.719962, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:12:07.007044] [0x0000007fa67fb9a0] [MocapTag] [0x0000104a] [8914] 1760987527006931, 18.8352, 0.412822, -1.35904, -1.27745, 0.0627486, -0.000638419, -0.691171, -0.719962, -2.43918, -0.0287167, 0.0260116, -0.289202, -0.121733, 0.100946, 
[2025-10-20 15:12:07.009579] [0x0000007fa67fb9a0] [MocapTag] [0x0000104a] [8915] 1760987527009461, 18.8377, 0.412822, -1.35904, -1.27745, 0.0627486, -0.000638419, -0.691171, -0.719962, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:12:07.012486] [0x0000007fa67fb9a0] [MocapTag] [0x0000104a] [8916] 1760987527012399, 18.8406, 0.388441, -1.35927, -1.27718, 0.0620185, -0.00098091, -0.692131, -0.719102, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:12:07.015205] [0x0000007fa67fb9a0] [MocapTag] [0x0000104a] [8918] 1760987527015082, 18.8433, 0.388441, -1.35927, -1.27718, 0.0620185, -0.00098091, -0.692131, -0.719102, -2.43808, -0.0235519, 0.0270706, -0.267589, -0.13866, 0.0698805, 
[2025-10-20 15:12:07.018011] [0x0000007fa67fb9a0] [MocapTag] [0x0000104a] [8919] 1760987527017904, 18.8461, 0.388441, -1.35927, -1.27718, 0.0620185, -0.00098091, -0.692131, -0.719102, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:12:07.021421] [0x0000007fa67fb9a0] [MocapTag] [0x0000104a] [8920] 1760987527021303, 18.8495, 0.388441, -1.35927, -1.27718, 0.0620185, -0.00098091, -0.692131, -0.719102, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:12:07.023799] [0x0000007fa67fb9a0] [MocapTag] [0x0000104a] [8922] 1760987527023713, 18.8519, 0.364069, -1.35951, -1.27689, 0.0615569, -0.00132598, -0.693144, -0.718164, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:12:07.026994] [0x0000007fa67fb9a0] [MocapTag] [0x0000104a] [8923] 1760987527026877, 18.8551, 0.364069, -1.35951, -1.27689, 0.0615569, -0.00132598, -0.693144, -0.718164, -2.43714, -0.023598, 0.0287411, -0.282395, -0.101162, 0, 
[2025-10-20 15:12:07.029125] [0x0000007fa67fb9a0] [MocapTag] [0x0000104a] [8924] 1760987527029018, 18.8573, 0.364069, -1.35951, -1.27689, 0.0615569, -0.00132598, -0.693144, -0.718164, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:12:07.031896] [0x0000007fa67fb9a0] [MocapTag] [0x0000104a] [8925] 1760987527031782, 18.86, 0.364069, -1.35951, -1.27689, 0.0615569, -0.00132598, -0.693144, -0.718164, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:12:07.034595] [0x0000007fa67fb9a0] [MocapTag] [0x0000104a] [8927] 1760987527034474, 18.8627, 0.339646, -1.3597, -1.27659, 0.0611286, -0.00173744, -0.694112, -0.717265, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:12:07.037310] [0x0000007fa67fb9a0] [MocapTag] [0x0000104a] [8928] 1760987527037198, 18.8654, 0.339646, -1.3597, -1.27659, 0.0611286, -0.00173744, -0.694112, -0.717265, -2.44237, -0.0189711, 0.0300307, -0.270092, -0.106698, 0, 
[2025-10-20 15:12:07.040271] [0x0000007fa67fb9a0] [MocapTag] [0x0000104a] [8929] 1760987527040157, 18.8684, 0.339646, -1.3597, -1.27659, 0.0611286, -0.00173744, -0.694112, -0.717265, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:12:07.043591] [0x0000007fa67fb9a0] [MocapTag] [0x0000104a] [8931] 1760987527043473, 18.8717, 0.315079, -1.35998, -1.27642, 0.060364, 0.000938896, -0.694334, -0.717116, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:12:07.045663] [0x0000007fa67fb9a0] [MocapTag] [0x0000104a] [8932] 1760987527045549, 18.8738, 0.315079, -1.35998, -1.27642, 0.060364, 0.000938896, -0.694334, -0.717116, -2.45663, -0.0279997, 0.0175057, -0.0607848, 0.281435, 0.484562, 
[2025-10-20 15:12:07.048197] [0x0000007fa67fb9a0] [MocapTag] [0x0000104a] [8933] 1760987527048086, 18.8763, 0.315079, -1.35998, -1.27642, 0.060364, 0.000938896, -0.694334, -0.717116, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:12:07.051004] [0x0000007fa67fb9a0] [MocapTag] [0x0000104a] [8934] 1760987527050847, 18.8791, 0.315079, -1.35998, -1.27642, 0.060364, 0.000938896, -0.694334, -0.717116, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:12:07.054040] [0x0000007fa67fb9a0] [MocapTag] [0x0000104a] [8936] 1760987527053921, 18.8822, 0.290566, -1.36012, -1.27612, 0.0602098, 0.000634574, -0.695224, -0.716267, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:12:07.056212] [0x0000007fa67fb9a0] [MocapTag] [0x0000104a] [8937] 1760987527056098, 18.8843, 0.290566, -1.36012, -1.27612, 0.0602098, 0.000634574, -0.695224, -0.716267, -2.45136, -0.0147183, 0.0301031, -0.248313, -0.05465, 0, 
[2025-10-20 15:12:07.058613] [0x0000007fa67fb9a0] [MocapTag] [0x0000104a] [8938] 1760987527058506, 18.8867, 0.290566, -1.36012, -1.27612, 0.0602098, 0.000634574, -0.695224, -0.716267, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:12:07.061772] [0x0000007fa67fb9a0] [MocapTag] [0x0000104a] [8939] 1760987527061661, 18.8899, 0.290566, -1.36012, -1.27612, 0.0602098, 0.000634574, -0.695224, -0.716267, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:12:07.064077] [0x0000007fa67fb9a0] [MocapTag] [0x0000104a] [8941] 1760987527063965, 18.8922, 0.26607, -1.36027, -1.27583, 0.0602257, 0.0004031, -0.696146, -0.715369, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:12:07.066655] [0x0000007fa67fb9a0] [MocapTag] [0x0000104a] [8942] 1760987527066547, 18.8948, 0.26607, -1.36027, -1.27583, 0.0602257, 0.0004031, -0.696146, -0.715369, -2.44958, -0.0145697, 0.0288223, -0.257766, 0, 0, 
[2025-10-20 15:12:07.068975] [0x0000007fa67fb9a0] [MocapTag] [0x0000104a] [8943] 1760987527068873, 18.8971, 0.26607, -1.36027, -1.27583, 0.0602257, 0.0004031, -0.696146, -0.715369, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:12:07.071761] [0x0000007fa67fb9a0] [MocapTag] [0x0000104a] [8944] 1760987527071646, 18.8999, 0.26607, -1.36027, -1.27583, 0.0602257, 0.0004031, -0.696146, -0.715369, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:12:07.074138] [0x0000007fa67fb9a0] [MocapTag] [0x0000104a] [8946] 1760987527074027, 18.9023, 0.241611, -1.36035, -1.27552, 0.0601863, 0.000122694, -0.696912, -0.714627, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:12:07.076854] [0x0000007fa67fb9a0] [MocapTag] [0x0000104a] [8947] 1760987527076735, 18.905, 0.241611, -1.36035, -1.27552, 0.0601863, 0.000122694, -0.696912, -0.714627, -2.44592, -0.00840448, 0.0305114, -0.214231, -0.0365391, 0, 
[2025-10-20 15:12:07.079237] [0x0000007fa67fb9a0] [MocapTag] [0x0000104a] [8948] 1760987527079131, 18.9074, 0.241611, -1.36035, -1.27552, 0.0601863, 0.000122694, -0.696912, -0.714627, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:12:07.082455] [0x0000007fa67fb9a0] [MocapTag] [0x0000104a] [8949] 1760987527082368, 18.9106, 0.217167, -1.36096, -1.2758, 0.060222, 0.00190002, -0.698488, -0.71308, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:12:07.084818] [0x0000007fa67fb9a0] [MocapTag] [0x0000104a] [8951] 1760987527084698, 18.9129, 0.217167, -1.36096, -1.2758, 0.060222, 0.00190002, -0.698488, -0.71308, -2.44441, -0.0605041, -0.0281054, -0.441873, 0.27842, 0.261736, 
[2025-10-20 15:12:07.087313] [0x0000007fa67fb9a0] [MocapTag] [0x0000104a] [8952] 1760987527087200, 18.9154, 0.217167, -1.36096, -1.2758, 0.060222, 0.00190002, -0.698488, -0.71308, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:12:07.091705] [0x0000007fa67fb9a0] [MocapTag] [0x0000104a] [8953] 1760987527091575, 18.9198, 0.217167, -1.36096, -1.2758, 0.060222, 0.00190002, -0.698488, -0.71308, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:12:07.092436] [0x0000007fa67fb9a0] [MocapTag] [0x0000104a] [8954] 1760987527092321, 18.9206, 0.192667, -1.36094, -1.27551, 0.060027, 0.00151143, -0.699253, -0.712348, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:12:07.095681] [0x0000007fa67fb9a0] [MocapTag] [0x0000104a] [8956] 1760987527095568, 18.9238, 0.192667, -1.36094, -1.27551, 0.060027, 0.00151143, -0.699253, -0.712348, -2.44998, 0, 0.0295129, -0.214601, -0.0739761, 0, 
[2025-10-20 15:12:07.097431] [0x0000007fa67fb9a0] [MocapTag] [0x0000104a] [8957] 1760987527097321, 18.9256, 0.192667, -1.36094, -1.27551, 0.060027, 0.00151143, -0.699253, -0.712348, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:12:07.100735] [0x0000007fa67fb9a0] [MocapTag] [0x0000104a] [8958] 1760987527100623, 18.9289, 0.192667, -1.36094, -1.27551, 0.060027, 0.00151143, -0.699253, -0.712348, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:12:07.103541] [0x0000007fa67fb9a0] [MocapTag] [0x0000104a] [8960] 1760987527103485, 18.9317, 0.168161, -1.36095, -1.27522, 0.0599022, 0.00113885, -0.699987, -0.711638, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:12:07.106155] [0x0000007fa67fb9a0] [MocapTag] [0x0000104a] [8961] 1760987527106034, 18.9343, 0.168161, -1.36095, -1.27522, 0.0599022, 0.00113885, -0.699987, -0.711638, -2.45062, 0, 0.0289895, -0.20591, -0.0621438, 0, 
[2025-10-20 15:12:07.108561] [0x0000007fa67fb9a0] [MocapTag] [0x0000104a] [8962] 1760987527108448, 18.9367, 0.168161, -1.36095, -1.27522, 0.0599022, 0.00113885, -0.699987, -0.711638, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:12:07.111257] [0x0000007fa67fb9a0] [MocapTag] [0x0000104a] [8963] 1760987527111142, 18.9394, 0.168161, -1.36095, -1.27522, 0.0599022, 0.00113885, -0.699987, -0.711638, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:12:07.113840] [0x0000007fa67fb9a0] [MocapTag] [0x0000104a] [8965] 1760987527113722, 18.942, 0.143749, -1.3609, -1.27496, 0.0596107, 0.000813901, -0.700791, -0.710871, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:12:07.117029] [0x0000007fa67fb9a0] [MocapTag] [0x0000104a] [8966] 1760987527116918, 18.9452, 0.143749, -1.3609, -1.27496, 0.0596107, 0.000813901, -0.700791, -0.710871, -2.44117, 0.00521252, 0.0257816, -0.226235, -0.0778757, 0, 
[2025-10-20 15:12:07.118907] [0x0000007fa67fb9a0] [MocapTag] [0x0000104a] [8967] 1760987527118795, 18.947, 0.143749, -1.3609, -1.27496, 0.0596107, 0.000813901, -0.700791, -0.710871, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:12:07.121885] [0x0000007fa67fb9a0] [MocapTag] [0x0000104a] [8968] 1760987527121794, 18.95, 0.143749, -1.3609, -1.27496, 0.0596107, 0.000813901, -0.700791, -0.710871, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:12:07.124555] [0x0000007fa67fb9a0] [MocapTag] [0x0000104a] [8970] 1760987527124441, 18.9527, 0.119463, -1.36077, -1.2747, 0.0593503, 0.00241644, -0.701681, -0.710011, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:12:07.127834] [0x0000007fa67fb9a0] [MocapTag] [0x0000104a] [8971] 1760987527127717, 18.956, 0.119463, -1.36077, -1.2747, 0.0593503, 0.00241644, -0.701681, -0.710011, -2.42858, 0.0126962, 0.02601, -0.251234, 0.202231, 0.272751, 
[2025-10-20 15:12:07.131372] [0x0000007fa67fb9a0] [MocapTag] [0x0000104a] [8972] 1760987527131256, 18.9595, 0.119463, -1.36077, -1.2747, 0.0593503, 0.00241644, -0.701681, -0.710011, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:12:07.132315] [0x0000007fa67fb9a0] [MocapTag] [0x0000104a] [8973] 1760987527132201, 18.9604, 0.0952819, -1.36054, -1.27387, 0.0611366, -0.000555113, -0.695944, -0.715488, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:12:07.135131] [0x0000007fa67fb9a0] [MocapTag] [0x0000104a] [8975] 1760987527135012, 18.9632, 0.0952819, -1.36054, -1.27387, 0.0611366, -0.000555113, -0.695944, -0.715488, -2.41813, 0.0234006, 0.083419, 1.61045, -0.24292, -0.740623, 
[2025-10-20 15:12:07.137883] [0x0000007fa67fb9a0] [MocapTag] [0x0000104a] [8976] 1760987527137774, 18.966, 0.0952819, -1.36054, -1.27387, 0.0611366, -0.000555113, -0.695944, -0.715488, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:12:07.140847] [0x0000007fa67fb9a0] [MocapTag] [0x0000104a] [8977] 1760987527140717, 18.969, 0.0952819, -1.36054, -1.27387, 0.0611366, -0.000555113, -0.695944, -0.715488, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:12:07.143799] [0x0000007fa67fb9a0] [MocapTag] [0x0000104a] [8978] 1760987527143712, 18.9719, 0.0707653, -1.36043, -1.27376, 0.0607011, -0.000975255, -0.696438, -0.715045, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:12:07.146481] [0x0000007fa67fb9a0] [MocapTag] [0x0000104a] [8980] 1760987527146320, 18.9746, 0.0707653, -1.36043, -1.27376, 0.0607011, -0.000975255, -0.696438, -0.715045, -2.45165, 0.010927, 0.0104264, -0.138414, -0.115065, 0, 
[2025-10-20 15:12:07.148785] [0x0000007fa67fb9a0] [MocapTag] [0x0000104a] [8981] 1760987527148673, 18.9769, 0.0707653, -1.36043, -1.27376, 0.0607011, -0.000975255, -0.696438, -0.715045, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:12:07.151640] [0x0000007fa67fb9a0] [MocapTag] [0x0000104a] [8982] 1760987527151528, 18.9798, 0.0707653, -1.36043, -1.27376, 0.0607011, -0.000975255, -0.696438, -0.715045, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:12:07.154161] [0x0000007fa67fb9a0] [MocapTag] [0x0000104a] [8984] 1760987527154050, 18.9823, 0.0419842, -1.35618, -1.2719, 0.0572113, -0.000370522, -0.697578, -0.714221, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:12:07.156872] [0x0000007fa67fb9a0] [MocapTag] [0x0000104a] [8985] 1760987527156759, 18.985, 0.0419842, -1.35618, -1.2719, 0.0572113, -0.000370522, -0.697578, -0.714221, -2.87811, 0.424715, 0.186391, -0.319827, -0.387767, 0.599504, 
[2025-10-20 15:12:07.159286] [0x0000007fa67fb9a0] [MocapTag] [0x0000104a] [8986] 1760987527159176, 18.9874, 0.0419842, -1.35618, -1.2719, 0.0572113, -0.000370522, -0.697578, -0.714221, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:12:07.162116] [0x0000007fa67fb9a0] [MocapTag] [0x0000104a] [8987] 1760987527162000, 18.9902, 0.0161293, -1.35754, -1.2705, 0.0597386, -0.00260388, -0.699467, -0.712159, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:12:07.164832] [0x0000007fa67fb9a0] [MocapTag] [0x0000104a] [8989] 1760987527164714, 18.9929, 0.0161293, -1.35754, -1.2705, 0.0597386, -0.00260388, -0.699467, -0.712159, -2.58549, -0.13613, 0.140075, -0.530732, 0.0573918, -0.653815, 
[2025-10-20 15:12:07.167824] [0x0000007fa67fb9a0] [MocapTag] [0x0000104a] [8990] 1760987527167712, 18.9959, 0.0161293, -1.35754, -1.2705, 0.0597386, -0.00260388, -0.699467, -0.712159, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:12:07.170164] [0x0000007fa67fb9a0] [MocapTag] [0x0000104a] [8991] 1760987527170046, 18.9983, 0.0161293, -1.35754, -1.2705, 0.0597386, -0.00260388, -0.699467, -0.712159, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:12:07.172762] [0x0000007fa67fb9a0] [MocapTag] [0x0000104a] [8993] 1760987527172684, 19.0009, -0.00855765, -1.35722, -1.2706, 0.0586415, -0.00315315, -0.699876, -0.711847, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:12:07.175566] [0x0000007fa67fb9a0] [MocapTag] [0x0000104a] [8994] 1760987527175452, 19.0037, -0.00855765, -1.35722, -1.2706, 0.0586415, -0.00315315, -0.699876, -0.711847, -2.4687, 0.0324605, -0.0100601, -0.115824, -0.227424, 0.0850201, 
[2025-10-20 15:12:07.178019] [0x0000007fa67fb9a0] [MocapTag] [0x0000104a] [8995] 1760987527177911, 19.0061, -0.00855765, -1.35722, -1.2706, 0.0586415, -0.00315315, -0.699876, -0.711847, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:12:07.181005] [0x0000007fa67fb9a0] [MocapTag] [0x0000104a] [8996] 1760987527180888, 19.0091, -0.00855765, -1.35722, -1.2706, 0.0586415, -0.00315315, -0.699876, -0.711847, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:12:07.183680] [0x0000007fa67fb9a0] [MocapTag] [0x0000104a] [8998] 1760987527183561, 19.0118, -0.0325878, -1.35647, -1.27076, 0.0566698, -0.00273245, -0.699869, -0.712015, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:12:07.186693] [0x0000007fa67fb9a0] [MocapTag] [0x0000104a] [8999] 1760987527186578, 19.0148, -0.0325878, -1.35647, -1.27076, 0.0566698, -0.00273245, -0.699869, -0.712015, -2.40301, 0.074853, -0.0157045, 0, -0.2169, 0.341392, 
[2025-10-20 15:12:07.189316] [0x0000007fa67fb9a0] [MocapTag] [0x0000104a] [9000] 1760987527189200, 19.0174, -0.0325878, -1.35647, -1.27076, 0.0566698, -0.00273245, -0.699869, -0.712015, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:12:07.192225] [0x0000007fa67fb9a0] [MocapTag] [0x0000104a] [9001] 1760987527192110, 19.0203, -0.0570147, -1.35623, -1.27074, 0.055795, -0.00258891, -0.700131, -0.711826, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:12:07.194813] [0x0000007fa67fb9a0] [MocapTag] [0x0000104a] [9003] 1760987527194698, 19.0229, -0.0570147, -1.35623, -1.27074, 0.055795, -0.00258891, -0.700131, -0.711826, -2.44269, 0.023822, 0, -0.0737548, -0.0992648, 0.148225, 
[2025-10-20 15:12:07.197449] [0x0000007fa67fb9a0] [MocapTag] [0x0000104a] [9004] 1760987527197336, 19.0256, -0.0570147, -1.35623, -1.27074, 0.055795, -0.00258891, -0.700131, -0.711826, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:12:07.200095] [0x0000007fa67fb9a0] [MocapTag] [0x0000104a] [9005] 1760987527199979, 19.0282, -0.0570147, -1.35623, -1.27074, 0.055795, -0.00258891, -0.700131, -0.711826, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:12:07.202694] [0x0000007fa67fb9a0] [MocapTag] [0x0000104a] [9006] 1760987527202606, 19.0308, -0.0806139, -1.35564, -1.27142, 0.0531, -0.00135527, -0.700183, -0.711985, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:12:07.205575] [0x0000007fa67fb9a0] [MocapTag] [0x0000104a] [9008] 1760987527205458, 19.0337, -0.0806139, -1.35564, -1.27142, 0.0531, -0.00135527, -0.700183, -0.711985, -2.35992, 0.0591002, -0.0677827, 0, -0.201787, 0.559211, 
[2025-10-20 15:12:07.208166] [0x0000007fa67fb9a0] [MocapTag] [0x0000104a] [9009] 1760987527208055, 19.0363, -0.0806139, -1.35564, -1.27142, 0.0531, -0.00135527, -0.700183, -0.711985, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:12:07.211411] [0x0000007fa67fb9a0] [MocapTag] [0x0000104a] [9010] 1760987527211295, 19.0395, -0.0806139, -1.35564, -1.27142, 0.0531, -0.00135527, -0.700183, -0.711985, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:12:07.213674] [0x0000007fa67fb9a0] [MocapTag] [0x0000104a] [9012] 1760987527213552, 19.0418, -0.105048, -1.35536, -1.27145, 0.052192, -0.00149432, -0.700325, -0.711912, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:12:07.217027] [0x0000007fa67fb9a0] [MocapTag] [0x0000104a] [9013] 1760987527216913, 19.0451, -0.105048, -1.35536, -1.27145, 0.052192, -0.00149432, -0.700325, -0.711912, -2.44345, 0.0283281, -0.00372751, -0.0401616, -0.145817, 0.111961, 
[2025-10-20 15:12:07.219906] [0x0000007fa67fb9a0] [MocapTag] [0x0000104a] [9014] 1760987527219787, 19.048, -0.105048, -1.35536, -1.27145, 0.052192, -0.00149432, -0.700325, -0.711912, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:12:07.223376] [0x0000007fa67fb9a0] [MocapTag] [0x0000104a] [9015] 1760987527223285, 19.0515, -0.129458, -1.35504, -1.27144, 0.051352, -0.00167587, -0.700443, -0.711857, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:12:07.225575] [0x0000007fa67fb9a0] [MocapTag] [0x0000104a] [9017] 1760987527225459, 19.0537, -0.129458, -1.35504, -1.27144, 0.051352, -0.00167587, -0.700443, -0.711857, -2.441, 0.0310889, 0, 0, -0.142623, 0.0959873, 
[2025-10-20 15:12:07.228015] [0x0000007fa67fb9a0] [MocapTag] [0x0000104a] [9018] 1760987527227908, 19.0561, -0.129458, -1.35504, -1.27144, 0.051352, -0.00167587, -0.700443, -0.711857, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:12:07.230869] [0x0000007fa67fb9a0] [MocapTag] [0x0000104a] [9019] 1760987527230752, 19.059, -0.129458, -1.35504, -1.27144, 0.051352, -0.00167587, -0.700443, -0.711857, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:12:07.233549] [0x0000007fa67fb9a0] [MocapTag] [0x0000104a] [9021] 1760987527233493, 19.0617, -0.153979, -1.35447, -1.27158, 0.0494449, -0.00187579, -0.700669, -0.711769, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:12:07.237084] [0x0000007fa67fb9a0] [MocapTag] [0x0000104a] [9022] 1760987527236957, 19.0652, -0.153979, -1.35447, -1.27158, 0.0494449, -0.00187579, -0.700669, -0.711769, -2.4521, 0.0577844, -0.0138371, -0.06392, -0.294051, 0.247049, 
[2025-10-20 15:12:07.241359] [0x0000007fa67fb9a0] [MocapTag] [0x0000104a] [9023] 1760987527241243, 19.0695, -0.153979, -1.35447, -1.27158, 0.0494449, -0.00187579, -0.700669, -0.711769, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:12:07.242297] [0x0000007fa67fb9a0] [MocapTag] [0x0000104a] [9024] 1760987527242205, 19.0704, -0.153979, -1.35447, -1.27158, 0.0494449, -0.00187579, -0.700669, -0.711769, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:12:07.245006] [0x0000007fa67fb9a0] [MocapTag] [0x0000104a] [9026] 1760987527244890, 19.0731, -0.178385, -1.35416, -1.27161, 0.0486685, -0.0019287, -0.700681, -0.71181, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:12:07.247645] [0x0000007fa67fb9a0] [MocapTag] [0x0000104a] [9027] 1760987527247534, 19.0758, -0.178385, -1.35416, -1.27161, 0.0486685, -0.0019287, -0.700681, -0.71181, -2.4406, 0.0310604, -0.00221358, 0, -0.11647, 0.10376, 
[2025-10-20 15:12:07.251783] [0x0000007fa67fb9a0] [MocapTag] [0x0000104a] [9028] 1760987527251669, 19.0799, -0.178385, -1.35416, -1.27161, 0.0486685, -0.0019287, -0.700681, -0.71181, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:12:07.253398] [0x0000007fa67fb9a0] [MocapTag] [0x0000104a] [9030] 1760987527253273, 19.0815, -0.202737, -1.3537, -1.27165, 0.0477785, -0.00202108, -0.700519, -0.71203, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:12:07.256031] [0x0000007fa67fb9a0] [MocapTag] [0x0000104a] [9031] 1760987527255918, 19.0842, -0.202737, -1.3537, -1.27165, 0.0477785, -0.00202108, -0.700519, -0.71203, -2.43513, 0.0458721, -0.00468935, 0.0454068, -0.139812, 0.112891, 
[2025-10-20 15:12:07.258568] [0x0000007fa67fb9a0] [MocapTag] [0x0000104a] [9032] 1760987527258453, 19.0867, -0.202737, -1.3537, -1.27165, 0.0477785, -0.00202108, -0.700519, -0.71203, 0, 0, 0, 0, 0, 0, 
