[2025-10-20 15:09:28.727780] [0x0000007fa33c87c0] [MocapTag] [0x00000c36] [2] Mocap timestamp, Mocap time [s], Mocap position x [m], Mocap position y [m], Mocap position z [m], Mocap Quaternion q0 [-], Mocap Quaternion q1 [-], Mocap Quaternion q2 [-], Mocap Quaternion q3 [-], Mocap Velocity x [m/s], Mocap Velocity y [m/s], Mocap Velocity z [m/s], Mocap Angular velocity x [rad/s], Mocap Angular velocity y [rad/s], Mocap Angular velocity z [rad/s], 
[2025-10-20 15:09:45.558930] [0x0000007f927fb9a0] [MocapTag] [0x00000c36] [7898] 1760987385558815, 16.8789, 3.02409, -0.475763, -1.25267, 0.556693, 0.523901, -0.446534, -0.465003, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:09:45.561440] [0x0000007f927fb9a0] [MocapTag] [0x00000c36] [7900] 1760987385561364, 16.8814, 3.02488, -0.482582, -1.25258, 0.55336, 0.520007, -0.451519, -0.468525, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:09:45.563949] [0x0000007f927fb9a0] [MocapTag] [0x00000c36] [7901] 1760987385563834, 16.8839, 3.02488, -0.482582, -1.25258, 0.55336, 0.520007, -0.451519, -0.468525, 0.0785567, -0.681911, 0.00948695, -2.39456, 1.5332, 2.19254, 
[2025-10-20 15:09:45.566320] [0x0000007f927fb9a0] [MocapTag] [0x00000c36] [7902] 1760987385566199, 16.8863, 3.02488, -0.482582, -1.25258, 0.55336, 0.520007, -0.451519, -0.468525, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:09:45.569013] [0x0000007f927fb9a0] [MocapTag] [0x00000c36] [7903] 1760987385568900, 16.889, 3.02488, -0.482582, -1.25258, 0.55336, 0.520007, -0.451519, -0.468525, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:09:45.571574] [0x0000007f927fb9a0] [MocapTag] [0x00000c36] [7904] 1760987385571474, 16.8915, 3.02555, -0.489334, -1.25251, 0.549304, 0.515982, -0.456647, -0.472759, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:09:45.574225] [0x0000007f927fb9a0] [MocapTag] [0x00000c36] [7906] 1760987385574112, 16.8942, 3.02555, -0.489334, -1.25251, 0.549304, 0.515982, -0.456647, -0.472759, 0.0673226, -0.675197, 0.00664955, -3.19978, 1.68375, 3.11423, 
[2025-10-20 15:09:45.576693] [0x0000007f927fb9a0] [MocapTag] [0x00000c36] [7907] 1760987385576588, 16.8967, 3.02555, -0.489334, -1.25251, 0.549304, 0.515982, -0.456647, -0.472759, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:09:45.579360] [0x0000007f927fb9a0] [MocapTag] [0x00000c36] [7908] 1760987385579244, 16.8993, 3.02555, -0.489334, -1.25251, 0.549304, 0.515982, -0.456647, -0.472759, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:09:45.582323] [0x0000007f927fb9a0] [MocapTag] [0x00000c36] [7910] 1760987385582237, 16.9023, 3.0261, -0.496149, -1.25248, 0.545577, 0.511672, -0.461684, -0.476849, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:09:45.584828] [0x0000007f927fb9a0] [MocapTag] [0x00000c36] [7911] 1760987385584714, 16.9048, 3.0261, -0.496149, -1.25248, 0.545577, 0.511672, -0.461684, -0.476849, 0.05484, -0.681502, 0.00316565, -4.3801, 1.61726, 4.22768, 
[2025-10-20 15:09:45.587200] [0x0000007f927fb9a0] [MocapTag] [0x00000c36] [7912] 1760987385587077, 16.9071, 3.0261, -0.496149, -1.25248, 0.545577, 0.511672, -0.461684, -0.476849, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:09:45.589833] [0x0000007f927fb9a0] [MocapTag] [0x00000c36] [7913] 1760987385589692, 16.9098, 3.0261, -0.496149, -1.25248, 0.545577, 0.511672, -0.461684, -0.476849, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:09:45.592130] [0x0000007f927fb9a0] [MocapTag] [0x00000c36] [7915] 1760987385592012, 16.9121, 3.02654, -0.503014, -1.25249, 0.541968, 0.507028, -0.466634, -0.481088, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:09:45.594836] [0x0000007f927fb9a0] [MocapTag] [0x00000c36] [7916] 1760987385594723, 16.9148, 3.02654, -0.503014, -1.25249, 0.541968, 0.507028, -0.466634, -0.481088, 0.0445133, -0.686507, 0, -6.26949, 1.58094, 6.09541, 
[2025-10-20 15:09:45.597146] [0x0000007f927fb9a0] [MocapTag] [0x00000c36] [7917] 1760987385597041, 16.9171, 3.02654, -0.503014, -1.25249, 0.541968, 0.507028, -0.466634, -0.481088, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:09:45.599734] [0x0000007f927fb9a0] [MocapTag] [0x00000c36] [7918] 1760987385599614, 16.9197, 3.02654, -0.503014, -1.25249, 0.541968, 0.507028, -0.466634, -0.481088, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:09:45.602333] [0x0000007f927fb9a0] [MocapTag] [0x00000c36] [7920] 1760987385602231, 16.9223, 3.027, -0.509843, -1.25242, 0.53847, 0.502405, -0.471564, -0.485044, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:09:45.604950] [0x0000007f927fb9a0] [MocapTag] [0x00000c36] [7921] 1760987385604840, 16.9249, 3.027, -0.509843, -1.25242, 0.53847, 0.502405, -0.471564, -0.485044, 0.045249, -0.682842, 0.0062346, -7.87766, 1.49463, 7.6683, 
[2025-10-20 15:09:45.607293] [0x0000007f927fb9a0] [MocapTag] [0x00000c36] [7922] 1760987385607186, 16.9273, 3.027, -0.509843, -1.25242, 0.53847, 0.502405, -0.471564, -0.485044, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:09:45.610151] [0x0000007f927fb9a0] [MocapTag] [0x00000c36] [7923] 1760987385610034, 16.9301, 3.027, -0.509843, -1.25242, 0.53847, 0.502405, -0.471564, -0.485044, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:09:45.612152] [0x0000007f927fb9a0] [MocapTag] [0x00000c36] [7925] 1760987385612082, 16.9321, 3.02735, -0.51665, -1.25236, -0.534907, -0.497665, 0.476454, 0.489077, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:09:45.614854] [0x0000007f927fb9a0] [MocapTag] [0x00000c36] [7926] 1760987385614737, 16.9348, 3.02735, -0.51665, -1.25236, -0.534907, -0.497665, 0.476454, 0.489077, 0.0353529, -0.680735, 0.00674892, -10.9026, 1.42143, 10.7, 
[2025-10-20 15:09:45.618377] [0x0000007f927fb9a0] [MocapTag] [0x00000c36] [7927] 1760987385618260, 16.9383, 3.02735, -0.51665, -1.25236, -0.534907, -0.497665, 0.476454, 0.489077, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:09:45.621032] [0x0000007f927fb9a0] [MocapTag] [0x00000c36] [7929] 1760987385620974, 16.941, 3.02735, -0.51665, -1.25236, -0.534907, -0.497665, 0.476454, 0.489077, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:09:45.623613] [0x0000007f927fb9a0] [MocapTag] [0x00000c36] [7930] 1760987385623500, 16.9436, 3.02697, -0.523742, -1.25275, -0.530845, -0.491328, 0.481144, 0.495279, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:09:45.626170] [0x0000007f927fb9a0] [MocapTag] [0x00000c36] [7931] 1760987385626061, 16.9461, 3.02697, -0.523742, -1.25275, -0.530845, -0.491328, 0.481144, 0.495279, -0.0383404, -0.709222, -0.0396141, -22.5565, 1.30515, 22.4807, 
[2025-10-20 15:09:45.629027] [0x0000007f927fb9a0] [MocapTag] [0x00000c36] [7932] 1760987385628908, 16.949, 3.02697, -0.523742, -1.25275, -0.530845, -0.491328, 0.481144, 0.495279, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:09:45.631718] [0x0000007f927fb9a0] [MocapTag] [0x00000c36] [7934] 1760987385631613, 16.9517, 3.02712, -0.530535, -1.25268, -0.527055, -0.486352, 0.486074, 0.499405, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:09:45.634758] [0x0000007f927fb9a0] [MocapTag] [0x00000c36] [7935] 1760987385634635, 16.9547, 3.02712, -0.530535, -1.25268, -0.527055, -0.486352, 0.486074, 0.499405, 0.0153487, -0.679247, 0.00717144, -23.0031, 0.969124, 22.8044, 
[2025-10-20 15:09:45.636962] [0x0000007f927fb9a0] [MocapTag] [0x00000c36] [7936] 1760987385636850, 16.9569, 3.02712, -0.530535, -1.25268, -0.527055, -0.486352, 0.486074, 0.499405, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:09:45.639656] [0x0000007f927fb9a0] [MocapTag] [0x00000c36] [7937] 1760987385639537, 16.9596, 3.02712, -0.530535, -1.25268, -0.527055, -0.486352, 0.486074, 0.499405, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:09:45.642181] [0x0000007f927fb9a0] [MocapTag] [0x00000c36] [7939] 1760987385642060, 16.9621, 3.02716, -0.537446, -1.25267, -0.523191, -0.481041, 0.490993, 0.503782, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:09:45.644808] [0x0000007f927fb9a0] [MocapTag] [0x00000c36] [7940] 1760987385644698, 16.9648, 3.02716, -0.537446, -1.25267, -0.523191, -0.481041, 0.490993, 0.503782, 0.0038083, -0.691128, 0, -30.759, 0.507855, 30.5602, 
[2025-10-20 15:09:45.647153] [0x0000007f927fb9a0] [MocapTag] [0x00000c36] [7941] 1760987385647047, 16.9671, 3.02716, -0.537446, -1.25267, -0.523191, -0.481041, 0.490993, 0.503782, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:09:45.649965] [0x0000007f927fb9a0] [MocapTag] [0x00000c36] [7942] 1760987385649852, 16.9699, 3.02716, -0.537446, -1.25267, -0.523191, -0.481041, 0.490993, 0.503782, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:09:45.652319] [0x0000007f927fb9a0] [MocapTag] [0x00000c36] [7944] 1760987385652233, 16.9723, 3.02712, -0.544348, -1.25269, -0.519307, -0.475631, 0.495862, 0.50815, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:09:45.654980] [0x0000007f927fb9a0] [MocapTag] [0x00000c36] [7945] 1760987385654865, 16.9749, 3.02712, -0.544348, -1.25269, -0.519307, -0.475631, 0.495862, 0.50815, -0.00356414, -0.690169, -0.00211174, 595.096, -0.0947237, 33.0197, 
[2025-10-20 15:09:45.657465] [0x0000007f927fb9a0] [MocapTag] [0x00000c36] [7946] 1760987385657351, 16.9774, 3.02712, -0.544348, -1.25269, -0.519307, -0.475631, 0.495862, 0.50815, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:09:45.660497] [0x0000007f927fb9a0] [MocapTag] [0x00000c36] [7947] 1760987385660407, 16.9805, 3.02712, -0.544348, -1.25269, -0.519307, -0.475631, 0.495862, 0.50815, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:09:45.663131] [0x0000007f927fb9a0] [MocapTag] [0x00000c36] [7949] 1760987385662986, 16.9831, 3.027, -0.55123, -1.25273, -0.515513, -0.470172, 0.500628, 0.512403, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:09:45.667309] [0x0000007f927fb9a0] [MocapTag] [0x00000c36] [7950] 1760987385667198, 16.9873, 3.027, -0.55123, -1.25273, -0.515513, -0.470172, 0.500628, 0.512403, -0.0123128, -0.688233, -0.00422836, -28.6855, -0.663316, 28.4673, 
[2025-10-20 15:09:45.667898] [0x0000007f927fb9a0] [MocapTag] [0x00000c36] [7951] 1760987385667804, 16.9879, 3.027, -0.55123, -1.25273, -0.515513, -0.470172, 0.500628, 0.512403, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:09:45.670588] [0x0000007f927fb9a0] [MocapTag] [0x00000c36] [7952] 1760987385670501, 16.9906, 3.027, -0.55123, -1.25273, -0.515513, -0.470172, 0.500628, 0.512403, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:09:45.673130] [0x0000007f927fb9a0] [MocapTag] [0x00000c36] [7954] 1760987385672981, 16.993, 3.02675, -0.558142, -1.25279, 0.511601, 0.464497, -0.505411, -0.516785, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:09:45.676397] [0x0000007f927fb9a0] [MocapTag] [0x00000c36] [7955] 1760987385676267, 16.9963, 3.02675, -0.558142, -1.25279, 0.511601, 0.464497, -0.505411, -0.516785, -0.0248041, -0.691222, -0.00555434, -22.2129, -1.1144, 21.9957, 
[2025-10-20 15:09:45.679062] [0x0000007f927fb9a0] [MocapTag] [0x00000c36] [7956] 1760987385678948, 16.999, 3.02675, -0.558142, -1.25279, 0.511601, 0.464497, -0.505411, -0.516785, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:09:45.681201] [0x0000007f927fb9a0] [MocapTag] [0x00000c36] [7958] 1760987385681114, 17.0012, 3.0263, -0.56516, -1.2529, 0.507305, 0.45788, -0.510409, -0.521988, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:09:45.683999] [0x0000007f927fb9a0] [MocapTag] [0x00000c36] [7959] 1760987385683881, 17.0039, 3.0263, -0.56516, -1.2529, 0.507305, 0.45788, -0.510409, -0.521988, -0.0448534, -0.701793, -0.0109515, -16.7275, -1.632, 16.5144, 
[2025-10-20 15:09:45.686286] [0x0000007f927fb9a0] [MocapTag] [0x00000c36] [7960] 1760987385686182, 17.0062, 3.0263, -0.56516, -1.2529, 0.507305, 0.45788, -0.510409, -0.521988, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:09:45.689459] [0x0000007f927fb9a0] [MocapTag] [0x00000c36] [7961] 1760987385689345, 17.0094, 3.0263, -0.56516, -1.2529, 0.507305, 0.45788, -0.510409, -0.521988, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:09:45.693242] [0x0000007f927fb9a0] [MocapTag] [0x00000c36] [7963] 1760987385693127, 17.0132, 3.0263, -0.571955, -1.2528, 0.503919, 0.453738, -0.515202, -0.524169, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:09:45.694523] [0x0000007f927fb9a0] [MocapTag] [0x00000c36] [7964] 1760987385694416, 17.0145, 3.0263, -0.571955, -1.2528, 0.503919, 0.453738, -0.515202, -0.524169, 0, -0.679532, 0.00999756, -11.2162, -1.01171, 10.8778, 
[2025-10-20 15:09:45.696798] [0x0000007f927fb9a0] [MocapTag] [0x00000c36] [7965] 1760987385696682, 17.0167, 3.0263, -0.571955, -1.2528, 0.503919, 0.453738, -0.515202, -0.524169, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:09:45.699554] [0x0000007f927fb9a0] [MocapTag] [0x00000c36] [7966] 1760987385699441, 17.0195, 3.0263, -0.571955, -1.2528, 0.503919, 0.453738, -0.515202, -0.524169, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:09:45.701963] [0x0000007f927fb9a0] [MocapTag] [0x00000c36] [7968] 1760987385701874, 17.0219, 3.02568, -0.57891, -1.25298, 0.499854, 0.446599, -0.519782, -0.529643, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:09:45.704619] [0x0000007f927fb9a0] [MocapTag] [0x00000c36] [7969] 1760987385704500, 17.0246, 3.02568, -0.57891, -1.25298, 0.499854, 0.446599, -0.519782, -0.529643, -0.0623221, -0.695449, -0.0176965, -7.77688, -1.9933, 7.55625, 
[2025-10-20 15:09:45.706963] [0x0000007f927fb9a0] [MocapTag] [0x00000c36] [7970] 1760987385706852, 17.0269, 3.02568, -0.57891, -1.25298, 0.499854, 0.446599, -0.519782, -0.529643, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:09:45.710308] [0x0000007f927fb9a0] [MocapTag] [0x00000c36] [7971] 1760987385710220, 17.0303, 3.02568, -0.57891, -1.25298, 0.499854, 0.446599, -0.519782, -0.529643, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:09:45.712592] [0x0000007f927fb9a0] [MocapTag] [0x00000c36] [7973] 1760987385712482, 17.0325, 3.02519, -0.585799, -1.25312, 0.495837, 0.440459, -0.524383, -0.534008, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:09:45.715667] [0x0000007f927fb9a0] [MocapTag] [0x00000c36] [7974] 1760987385715554, 17.0356, 3.02519, -0.585799, -1.25312, 0.495837, 0.440459, -0.524383, -0.534008, -0.0490248, -0.68895, -0.0139982, -6.18474, -1.75815, 5.94575, 
[2025-10-20 15:09:45.717845] [0x0000007f927fb9a0] [MocapTag] [0x00000c36] [7975] 1760987385717723, 17.0378, 3.02519, -0.585799, -1.25312, 0.495837, 0.440459, -0.524383, -0.534008, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:09:45.720471] [0x0000007f927fb9a0] [MocapTag] [0x00000c36] [7976] 1760987385720386, 17.0405, 3.02519, -0.585799, -1.25312, 0.495837, 0.440459, -0.524383, -0.534008, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:09:45.722843] [0x0000007f927fb9a0] [MocapTag] [0x00000c36] [7978] 1760987385722732, 17.0428, 3.02464, -0.592667, -1.25328, 0.49181, 0.434592, -0.528803, -0.538164, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:09:45.726230] [0x0000007f927fb9a0] [MocapTag] [0x00000c36] [7979] 1760987385726115, 17.0462, 3.02464, -0.592667, -1.25328, 0.49181, 0.434592, -0.528803, -0.538164, -0.0540832, -0.686794, -0.0167018, -4.79552, -1.72613, 4.58152, 
[2025-10-20 15:09:45.728654] [0x0000007f927fb9a0] [MocapTag] [0x00000c36] [7980] 1760987385728538, 17.0486, 3.02464, -0.592667, -1.25328, 0.49181, 0.434592, -0.528803, -0.538164, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:09:45.731656] [0x0000007f927fb9a0] [MocapTag] [0x00000c36] [7982] 1760987385731595, 17.0517, 3.02402, -0.599539, -1.25345, 0.487751, 0.42836, -0.533178, -0.54252, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:09:45.733850] [0x0000007f927fb9a0] [MocapTag] [0x00000c36] [7983] 1760987385733736, 17.0538, 3.02402, -0.599539, -1.25345, 0.487751, 0.42836, -0.533178, -0.54252, -0.0623007, -0.687159, -0.017207, -3.67836, -1.82859, 3.45459, 
[2025-10-20 15:09:45.737197] [0x0000007f927fb9a0] [MocapTag] [0x00000c36] [7984] 1760987385737091, 17.0572, 3.02402, -0.599539, -1.25345, 0.487751, 0.42836, -0.533178, -0.54252, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:09:45.738879] [0x0000007f927fb9a0] [MocapTag] [0x00000c36] [7985] 1760987385738765, 17.0588, 3.02402, -0.599539, -1.25345, 0.487751, 0.42836, -0.533178, -0.54252, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:09:45.742103] [0x0000007f927fb9a0] [MocapTag] [0x00000c36] [7987] 1760987385742018, 17.0621, 3.02237, -0.60672, -1.25416, 0.484482, 0.419583, -0.536323, -0.549167, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:09:45.745101] [0x0000007f927fb9a0] [MocapTag] [0x00000c36] [7988] 1760987385744987, 17.0651, 3.02237, -0.60672, -1.25416, 0.484482, 0.419583, -0.536323, -0.549167, -0.165539, -0.718096, -0.0700403, -0.287199, -2.37242, 0.0799179, 
[2025-10-20 15:09:45.747270] [0x0000007f927fb9a0] [MocapTag] [0x00000c36] [7989] 1760987385747159, 17.0672, 3.02237, -0.60672, -1.25416, 0.484482, 0.419583, -0.536323, -0.549167, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:09:45.750092] [0x0000007f927fb9a0] [MocapTag] [0x00000c36] [7990] 1760987385749979, 17.07, 3.02237, -0.60672, -1.25416, 0.484482, 0.419583, -0.536323, -0.549167, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:09:45.752444] [0x0000007f927fb9a0] [MocapTag] [0x00000c36] [7992] 1760987385752324, 17.0724, 3.02148, -0.613723, -1.25431, 0.480506, 0.413203, -0.540657, -0.553233, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:09:45.755683] [0x0000007f927fb9a0] [MocapTag] [0x00000c36] [7993] 1760987385755571, 17.0756, 3.02148, -0.613723, -1.25431, 0.480506, 0.413203, -0.540657, -0.553233, -0.0884898, -0.700266, -0.0150443, -2.65381, -1.82462, 2.38006, 
[2025-10-20 15:09:45.757984] [0x0000007f927fb9a0] [MocapTag] [0x00000c36] [7994] 1760987385757867, 17.0779, 3.02148, -0.613723, -1.25431, 0.480506, 0.413203, -0.540657, -0.553233, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:09:45.760470] [0x0000007f927fb9a0] [MocapTag] [0x00000c36] [7995] 1760987385760385, 17.0805, 3.02148, -0.613723, -1.25431, 0.480506, 0.413203, -0.540657, -0.553233, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:09:45.762999] [0x0000007f927fb9a0] [MocapTag] [0x00000c36] [7997] 1760987385762886, 17.083, 3.02051, -0.620691, -1.25448, 0.476451, 0.406802, -0.544941, -0.557266, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:09:45.765667] [0x0000007f927fb9a0] [MocapTag] [0x00000c36] [7998] 1760987385765561, 17.0856, 3.02051, -0.620691, -1.25448, 0.476451, 0.406802, -0.544941, -0.557266, -0.0975447, -0.696851, -0.0179474, -2.27818, -1.8382, 2.01077, 
[2025-10-20 15:09:45.768399] [0x0000007f927fb9a0] [MocapTag] [0x00000c36] [7999] 1760987385768283, 17.0883, 3.02051, -0.620691, -1.25448, 0.476451, 0.406802, -0.544941, -0.557266, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:09:45.770801] [0x0000007f927fb9a0] [MocapTag] [0x00000c36] [8001] 1760987385770747, 17.0908, 3.02051, -0.620691, -1.25448, 0.476451, 0.406802, -0.544941, -0.557266, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:09:45.773723] [0x0000007f927fb9a0] [MocapTag] [0x00000c36] [8002] 1760987385773611, 17.0937, 3.01938, -0.627735, -1.25473, 0.472459, 0.400181, -0.548953, -0.561505, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:09:45.776523] [0x0000007f927fb9a0] [MocapTag] [0x00000c36] [8003] 1760987385776370, 17.0964, 3.01938, -0.627735, -1.25473, 0.472459, 0.400181, -0.548953, -0.561505, -0.112692, -0.704396, -0.0240565, -1.68419, -1.88398, 1.4354, 
[2025-10-20 15:09:45.779018] [0x0000007f927fb9a0] [MocapTag] [0x00000c36] [8004] 1760987385778907, 17.099, 3.01938, -0.627735, -1.25473, 0.472459, 0.400181, -0.548953, -0.561505, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:09:45.781343] [0x0000007f927fb9a0] [MocapTag] [0x00000c36] [8006] 1760987385781261, 17.1013, 3.01822, -0.634798, -1.25497, 0.468634, 0.393715, -0.55293, -0.565367, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:09:45.784151] [0x0000007f927fb9a0] [MocapTag] [0x00000c36] [8007] 1760987385784036, 17.1041, 3.01822, -0.634798, -1.25497, 0.468634, 0.393715, -0.55293, -0.565367, -0.11561, -0.706344, -0.0246688, -1.51594, -1.81053, 1.23038, 
[2025-10-20 15:09:45.786565] [0x0000007f927fb9a0] [MocapTag] [0x00000c36] [8008] 1760987385786456, 17.1065, 3.01822, -0.634798, -1.25497, 0.468634, 0.393715, -0.55293, -0.565367, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:09:45.789175] [0x0000007f927fb9a0] [MocapTag] [0x00000c36] [8009] 1760987385789061, 17.1091, 3.01822, -0.634798, -1.25497, 0.468634, 0.393715, -0.55293, -0.565367, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:09:45.791595] [0x0000007f927fb9a0] [MocapTag] [0x00000c36] [8011] 1760987385791510, 17.1116, 3.017, -0.64185, -1.25517, 0.46471, 0.387534, -0.556892, -0.568976, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:09:45.794482] [0x0000007f927fb9a0] [MocapTag] [0x00000c36] [8012] 1760987385794367, 17.1144, 3.017, -0.64185, -1.25517, 0.46471, 0.387534, -0.556892, -0.568976, -0.122596, -0.705189, -0.019813, -1.49359, -1.75416, 1.22192, 
[2025-10-20 15:09:45.796768] [0x0000007f927fb9a0] [MocapTag] [0x00000c36] [8013] 1760987385796657, 17.1167, 3.017, -0.64185, -1.25517, 0.46471, 0.387534, -0.556892, -0.568976, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:09:45.799259] [0x0000007f927fb9a0] [MocapTag] [0x00000c36] [8014] 1760987385799146, 17.1192, 3.017, -0.64185, -1.25517, 0.46471, 0.387534, -0.556892, -0.568976, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:09:45.803257] [0x0000007f927fb9a0] [MocapTag] [0x00000c36] [8016] 1760987385803143, 17.1232, 3.01553, -0.648937, -1.25552, 0.460886, 0.379914, -0.560308, -0.573851, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:09:45.804461] [0x0000007f927fb9a0] [MocapTag] [0x00000c36] [8017] 1760987385804356, 17.1244, 3.01553, -0.648937, -1.25552, 0.460886, 0.379914, -0.560308, -0.573851, -0.146419, -0.708697, -0.0354038, -0.487888, -2.06244, 0.24085, 
[2025-10-20 15:09:45.807033] [0x0000007f927fb9a0] [MocapTag] [0x00000c36] [8018] 1760987385806928, 17.127, 3.01553, -0.648937, -1.25552, 0.460886, 0.379914, -0.560308, -0.573851, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:09:45.809969] [0x0000007f927fb9a0] [MocapTag] [0x00000c36] [8019] 1760987385809851, 17.1299, 3.01553, -0.648937, -1.25552, 0.460886, 0.379914, -0.560308, -0.573851, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:09:45.812474] [0x0000007f927fb9a0] [MocapTag] [0x00000c36] [8021] 1760987385812364, 17.1324, 3.01392, -0.656127, -1.25578, 0.457074, 0.372702, -0.564017, -0.57798, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:09:45.815087] [0x0000007f927fb9a0] [MocapTag] [0x00000c36] [8022] 1760987385814969, 17.135, 3.01392, -0.656127, -1.25578, 0.457074, 0.372702, -0.564017, -0.57798, -0.161422, -0.719013, -0.0254485, -0.812531, -1.93788, 0.499749, 
[2025-10-20 15:09:45.817484] [0x0000007f927fb9a0] [MocapTag] [0x00000c36] [8023] 1760987385817370, 17.1374, 3.01392, -0.656127, -1.25578, 0.457074, 0.372702, -0.564017, -0.57798, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:09:45.820621] [0x0000007f927fb9a0] [MocapTag] [0x00000c36] [8024] 1760987385820528, 17.1406, 3.01392, -0.656127, -1.25578, 0.457074, 0.372702, -0.564017, -0.57798, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:09:45.823675] [0x0000007f927fb9a0] [MocapTag] [0x00000c36] [8026] 1760987385823563, 17.1436, 3.01232, -0.663236, -1.25611, 0.453279, 0.365894, -0.567191, -0.582198, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:09:45.826160] [0x0000007f927fb9a0] [MocapTag] [0x00000c36] [8027] 1760987385826055, 17.1461, 3.01232, -0.663236, -1.25611, 0.453279, 0.365894, -0.567191, -0.582198, -0.159935, -0.710828, -0.0328694, -0.550199, -1.86501, 0.338745, 
[2025-10-20 15:09:45.828748] [0x0000007f927fb9a0] [MocapTag] [0x00000c36] [8028] 1760987385828621, 17.1487, 3.01232, -0.663236, -1.25611, 0.453279, 0.365894, -0.567191, -0.582198, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:09:45.831182] [0x0000007f927fb9a0] [MocapTag] [0x00000c36] [8030] 1760987385831128, 17.1512, 3.01057, -0.670382, -1.25648, 0.449456, 0.358989, -0.570421, -0.58629, 0, 0, 0, 0, 0, 0, 
