[2025-10-20 15:09:28.727780] [0x0000007fa33c87c0] [MocapTag] [0x00000c36] [2] Mocap timestamp, Mocap time [s], Mocap position x [m], Mocap position y [m], Mocap position z [m], Mocap Quaternion q0 [-], Mocap Quaternion q1 [-], Mocap Quaternion q2 [-], Mocap Quaternion q3 [-], Mocap Velocity x [m/s], Mocap Velocity y [m/s], Mocap Velocity z [m/s], Mocap Angular velocity x [rad/s], Mocap Angular velocity y [rad/s], Mocap Angular velocity z [rad/s], 
[2025-10-20 15:09:31.177505] [0x0000007f927fb9a0] [MocapTag] [0x00000c36] [1164] 1760987371177450, 2.49752, 0.151471, -0.251589, -0.320477, 0.706348, 0.707375, 0.0190145, 0.0182092, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:09:31.180367] [0x0000007f927fb9a0] [MocapTag] [0x00000c36] [1165] 1760987371180256, 2.50032, 0.151471, -0.251589, -0.320477, 0.706348, 0.707375, 0.0190145, 0.0182092, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:09:31.182771] [0x0000007f927fb9a0] [MocapTag] [0x00000c36] [1166] 1760987371182670, 2.50274, 0.151461, -0.251581, -0.320441, 0.706347, 0.707376, 0.0189878, 0.0182132, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:09:31.185535] [0x0000007f927fb9a0] [MocapTag] [0x00000c36] [1167] 1760987371185430, 2.5055, 0.151461, -0.251581, -0.320441, 0.706347, 0.707376, 0.0189878, 0.0182132, 0, 0, 0.00363903, 0, 0, 0, 
[2025-10-20 15:09:31.188431] [0x0000007f927fb9a0] [MocapTag] [0x00000c36] [1169] 1760987371188323, 2.50839, 0.151461, -0.251581, -0.320441, 0.706347, 0.707376, 0.0189878, 0.0182132, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:09:31.190948] [0x0000007f927fb9a0] [MocapTag] [0x00000c36] [1170] 1760987371190840, 2.51091, 0.151525, -0.25159, -0.320428, 0.706298, 0.707419, 0.0190946, 0.0183556, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:09:31.193699] [0x0000007f927fb9a0] [MocapTag] [0x00000c36] [1171] 1760987371193590, 2.51366, 0.151525, -0.25159, -0.320428, 0.706298, 0.707419, 0.0190946, 0.0183556, 0.00641575, 0, 0, 0, -0.0352435, 0, 
[2025-10-20 15:09:31.196273] [0x0000007f927fb9a0] [MocapTag] [0x00000c36] [1172] 1760987371196173, 2.51624, 0.151525, -0.25159, -0.320428, 0.706298, 0.707419, 0.0190946, 0.0183556, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:09:31.199033] [0x0000007f927fb9a0] [MocapTag] [0x00000c36] [1174] 1760987371198919, 2.51898, 0.151525, -0.25159, -0.320428, 0.706298, 0.707419, 0.0190946, 0.0183556, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:09:31.201620] [0x0000007f927fb9a0] [MocapTag] [0x00000c36] [1175] 1760987371201510, 2.52158, 0.151494, -0.251606, -0.320436, 0.706298, 0.707421, 0.0191614, 0.0182173, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:09:31.204421] [0x0000007f927fb9a0] [MocapTag] [0x00000c36] [1176] 1760987371204319, 2.52439, 0.151494, -0.251606, -0.320436, 0.706298, 0.707421, 0.0191614, 0.0182173, -0.00312282, 0, 0, 0, 0, 0, 
[2025-10-20 15:09:31.206919] [0x0000007f927fb9a0] [MocapTag] [0x00000c36] [1177] 1760987371206814, 2.52688, 0.151494, -0.251606, -0.320436, 0.706298, 0.707421, 0.0191614, 0.0182173, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:09:31.209845] [0x0000007f927fb9a0] [MocapTag] [0x00000c36] [1179] 1760987371209704, 2.52977, 0.151494, -0.251606, -0.320436, 0.706298, 0.707421, 0.0191614, 0.0182173, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:09:31.212323] [0x0000007f927fb9a0] [MocapTag] [0x00000c36] [1180] 1760987371212216, 2.53228, 0.151488, -0.251583, -0.320448, 0.706268, 0.70745, 0.019125, 0.0182928, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:09:31.215358] [0x0000007f927fb9a0] [MocapTag] [0x00000c36] [1181] 1760987371215245, 2.53531, 0.151488, -0.251583, -0.320448, 0.706268, 0.70745, 0.019125, 0.0182928, 0, 0.00231802, 0, 0, 0, 0, 
[2025-10-20 15:09:31.217796] [0x0000007f927fb9a0] [MocapTag] [0x00000c36] [1183] 1760987371217736, 2.5378, 0.151488, -0.251583, -0.320448, 0.706268, 0.70745, 0.019125, 0.0182928, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:09:31.220874] [0x0000007f927fb9a0] [MocapTag] [0x00000c36] [1184] 1760987371220766, 2.54083, 0.151488, -0.251583, -0.320448, 0.706268, 0.70745, 0.019125, 0.0182928, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:09:31.223032] [0x0000007f927fb9a0] [MocapTag] [0x00000c36] [1185] 1760987371222930, 2.543, 0.151484, -0.251568, -0.320477, 0.706258, 0.707461, 0.0191385, 0.018249, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:09:31.225787] [0x0000007f927fb9a0] [MocapTag] [0x00000c36] [1186] 1760987371225681, 2.54575, 0.151484, -0.251568, -0.320477, 0.706258, 0.707461, 0.0191385, 0.018249, 0, 0, -0.00285683, 0, 0, 0, 
[2025-10-20 15:09:31.228344] [0x0000007f927fb9a0] [MocapTag] [0x00000c36] [1188] 1760987371228252, 2.54832, 0.151484, -0.251568, -0.320477, 0.706258, 0.707461, 0.0191385, 0.018249, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:09:31.231138] [0x0000007f927fb9a0] [MocapTag] [0x00000c36] [1189] 1760987371231021, 2.55109, 0.151527, -0.251571, -0.320484, 0.706255, 0.707465, 0.0190705, 0.0182699, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:09:31.233843] [0x0000007f927fb9a0] [MocapTag] [0x00000c36] [1190] 1760987371233733, 2.5538, 0.151527, -0.251571, -0.320484, 0.706255, 0.707465, 0.0190705, 0.0182699, 0.00431165, 0, 0, 0, 0, 0, 
[2025-10-20 15:09:31.236294] [0x0000007f927fb9a0] [MocapTag] [0x00000c36] [1191] 1760987371236184, 2.55625, 0.151527, -0.251571, -0.320484, 0.706255, 0.707465, 0.0190705, 0.0182699, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:09:31.239171] [0x0000007f927fb9a0] [MocapTag] [0x00000c36] [1193] 1760987371239052, 2.55912, 0.151527, -0.251571, -0.320484, 0.706255, 0.707465, 0.0190705, 0.0182699, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:09:31.241695] [0x0000007f927fb9a0] [MocapTag] [0x00000c36] [1194] 1760987371241586, 2.56165, 0.151496, -0.251567, -0.320487, 0.706271, 0.707447, 0.0191094, 0.0182874, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:09:31.244433] [0x0000007f927fb9a0] [MocapTag] [0x00000c36] [1195] 1760987371244325, 2.56439, 0.151496, -0.251567, -0.320487, 0.706271, 0.707447, 0.0191094, 0.0182874, -0.00309679, 0, 0, 0, 0, 0, 
[2025-10-20 15:09:31.246935] [0x0000007f927fb9a0] [MocapTag] [0x00000c36] [1196] 1760987371246821, 2.56689, 0.151496, -0.251567, -0.320487, 0.706271, 0.707447, 0.0191094, 0.0182874, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:09:31.249616] [0x0000007f927fb9a0] [MocapTag] [0x00000c36] [1198] 1760987371249508, 2.56957, 0.151496, -0.251567, -0.320487, 0.706271, 0.707447, 0.0191094, 0.0182874, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:09:31.252174] [0x0000007f927fb9a0] [MocapTag] [0x00000c36] [1199] 1760987371252070, 2.57214, 0.151498, -0.251558, -0.320488, 0.706259, 0.707459, 0.019095, 0.0183111, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:09:31.254781] [0x0000007f927fb9a0] [MocapTag] [0x00000c36] [1200] 1760987371254680, 2.57475, 0.151498, -0.251558, -0.320488, 0.706259, 0.707459, 0.019095, 0.0183111, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:09:31.257314] [0x0000007f927fb9a0] [MocapTag] [0x00000c36] [1202] 1760987371257256, 2.57732, 0.151498, -0.251558, -0.320488, 0.706259, 0.707459, 0.019095, 0.0183111, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:09:31.260880] [0x0000007f927fb9a0] [MocapTag] [0x00000c36] [1203] 1760987371260769, 2.58083, 0.151498, -0.251558, -0.320488, 0.706259, 0.707459, 0.019095, 0.0183111, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:09:31.262806] [0x0000007f927fb9a0] [MocapTag] [0x00000c36] [1204] 1760987371262701, 2.58277, 0.15152, -0.251563, -0.320492, 0.706274, 0.707445, 0.0191189, 0.0182602, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:09:31.265532] [0x0000007f927fb9a0] [MocapTag] [0x00000c36] [1205] 1760987371265430, 2.5855, 0.15152, -0.251563, -0.320492, 0.706274, 0.707445, 0.0191189, 0.0182602, 0.00220223, 0, 0, 0, 0, 0, 
[2025-10-20 15:09:31.268576] [0x0000007f927fb9a0] [MocapTag] [0x00000c36] [1207] 1760987371268388, 2.58845, 0.15152, -0.251563, -0.320492, 0.706274, 0.707445, 0.0191189, 0.0182602, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:09:31.271250] [0x0000007f927fb9a0] [MocapTag] [0x00000c36] [1208] 1760987371271139, 2.5912, 0.151478, -0.251564, -0.320498, 0.706288, 0.70743, 0.0191738, 0.0182489, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:09:31.273817] [0x0000007f927fb9a0] [MocapTag] [0x00000c36] [1209] 1760987371273712, 2.59378, 0.151478, -0.251564, -0.320498, 0.706288, 0.70743, 0.0191738, 0.0182489, -0.0041851, 0, 0, 0, 0, 0, 
[2025-10-20 15:09:31.276299] [0x0000007f927fb9a0] [MocapTag] [0x00000c36] [1210] 1760987371276197, 2.59626, 0.151478, -0.251564, -0.320498, 0.706288, 0.70743, 0.0191738, 0.0182489, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:09:31.279209] [0x0000007f927fb9a0] [MocapTag] [0x00000c36] [1212] 1760987371279097, 2.59916, 0.151478, -0.251564, -0.320498, 0.706288, 0.70743, 0.0191738, 0.0182489, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:09:31.281583] [0x0000007f927fb9a0] [MocapTag] [0x00000c36] [1213] 1760987371281478, 2.60154, 0.151474, -0.251575, -0.320494, 0.706285, 0.707432, 0.0191562, 0.0182851, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:09:31.284358] [0x0000007f927fb9a0] [MocapTag] [0x00000c36] [1214] 1760987371284246, 2.60431, 0.151474, -0.251575, -0.320494, 0.706285, 0.707432, 0.0191562, 0.0182851, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:09:31.287103] [0x0000007f927fb9a0] [MocapTag] [0x00000c36] [1215] 1760987371286989, 2.60705, 0.151474, -0.251575, -0.320494, 0.706285, 0.707432, 0.0191562, 0.0182851, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:09:31.289722] [0x0000007f927fb9a0] [MocapTag] [0x00000c36] [1217] 1760987371289614, 2.60968, 0.151474, -0.251575, -0.320494, 0.706285, 0.707432, 0.0191562, 0.0182851, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:09:31.292277] [0x0000007f927fb9a0] [MocapTag] [0x00000c36] [1218] 1760987371292173, 2.61224, 0.15147, -0.251574, -0.320487, 0.706285, 0.707432, 0.0191519, 0.0183168, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:09:31.295011] [0x0000007f927fb9a0] [MocapTag] [0x00000c36] [1219] 1760987371294909, 2.61497, 0.15147, -0.251574, -0.320487, 0.706285, 0.707432, 0.0191519, 0.0183168, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:09:31.297588] [0x0000007f927fb9a0] [MocapTag] [0x00000c36] [1221] 1760987371297511, 2.61758, 0.15147, -0.251574, -0.320487, 0.706285, 0.707432, 0.0191519, 0.0183168, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:09:31.300300] [0x0000007f927fb9a0] [MocapTag] [0x00000c36] [1222] 1760987371300190, 2.62026, 0.15147, -0.251574, -0.320487, 0.706285, 0.707432, 0.0191519, 0.0183168, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:09:31.303238] [0x0000007f927fb9a0] [MocapTag] [0x00000c36] [1223] 1760987371303126, 2.62319, 0.151479, -0.25156, -0.320486, 0.706291, 0.707426, 0.0191569, 0.0182769, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:09:31.305660] [0x0000007f927fb9a0] [MocapTag] [0x00000c36] [1224] 1760987371305557, 2.62562, 0.151479, -0.25156, -0.320486, 0.706291, 0.707426, 0.0191569, 0.0182769, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:09:31.308496] [0x0000007f927fb9a0] [MocapTag] [0x00000c36] [1226] 1760987371308387, 2.62845, 0.151479, -0.25156, -0.320486, 0.706291, 0.707426, 0.0191569, 0.0182769, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:09:31.310912] [0x0000007f927fb9a0] [MocapTag] [0x00000c36] [1227] 1760987371310799, 2.63087, 0.151479, -0.25156, -0.320486, 0.706291, 0.707426, 0.0191569, 0.0182769, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:09:31.313458] [0x0000007f927fb9a0] [MocapTag] [0x00000c36] [1228] 1760987371313353, 2.63342, 0.151478, -0.25158, -0.320491, 0.706301, 0.707419, 0.0191339, 0.0182039, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:09:31.316707] [0x0000007f927fb9a0] [MocapTag] [0x00000c36] [1229] 1760987371316582, 2.63665, 0.151478, -0.25158, -0.320491, 0.706301, 0.707419, 0.0191339, 0.0182039, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:09:31.318879] [0x0000007f927fb9a0] [MocapTag] [0x00000c36] [1231] 1760987371318766, 2.63883, 0.151478, -0.25158, -0.320491, 0.706301, 0.707419, 0.0191339, 0.0182039, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:09:31.322738] [0x0000007f927fb9a0] [MocapTag] [0x00000c36] [1232] 1760987371322630, 2.6427, 0.151486, -0.251579, -0.320487, 0.706279, 0.707439, 0.0190719, 0.0183311, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:09:31.325392] [0x0000007f927fb9a0] [MocapTag] [0x00000c36] [1233] 1760987371325272, 2.64534, 0.151486, -0.251579, -0.320487, 0.706279, 0.707439, 0.0190719, 0.0183311, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:09:31.327569] [0x0000007f927fb9a0] [MocapTag] [0x00000c36] [1235] 1760987371327506, 2.64757, 0.151486, -0.251579, -0.320487, 0.706279, 0.707439, 0.0190719, 0.0183311, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:09:31.330554] [0x0000007f927fb9a0] [MocapTag] [0x00000c36] [1236] 1760987371330438, 2.6505, 0.151486, -0.251579, -0.320487, 0.706279, 0.707439, 0.0190719, 0.0183311, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:09:31.332924] [0x0000007f927fb9a0] [MocapTag] [0x00000c36] [1237] 1760987371332819, 2.65288, 0.151474, -0.251571, -0.320477, 0.706288, 0.707432, 0.0191221, 0.0182216, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:09:31.336289] [0x0000007f927fb9a0] [MocapTag] [0x00000c36] [1238] 1760987371336184, 2.65625, 0.151474, -0.251571, -0.320477, 0.706288, 0.707432, 0.0191221, 0.0182216, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:09:31.339139] [0x0000007f927fb9a0] [MocapTag] [0x00000c36] [1240] 1760987371339028, 2.65909, 0.151474, -0.251571, -0.320477, 0.706288, 0.707432, 0.0191221, 0.0182216, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:09:31.341681] [0x0000007f927fb9a0] [MocapTag] [0x00000c36] [1241] 1760987371341573, 2.66164, 0.151477, -0.25158, -0.32048, 0.706311, 0.707409, 0.0191092, 0.018199, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:09:31.344352] [0x0000007f927fb9a0] [MocapTag] [0x00000c36] [1242] 1760987371344238, 2.6643, 0.151477, -0.25158, -0.32048, 0.706311, 0.707409, 0.0191092, 0.018199, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:09:31.347076] [0x0000007f927fb9a0] [MocapTag] [0x00000c36] [1243] 1760987371346991, 2.66706, 0.151477, -0.25158, -0.32048, 0.706311, 0.707409, 0.0191092, 0.018199, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:09:31.349727] [0x0000007f927fb9a0] [MocapTag] [0x00000c36] [1245] 1760987371349615, 2.66968, 0.151477, -0.25158, -0.32048, 0.706311, 0.707409, 0.0191092, 0.018199, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:09:31.352565] [0x0000007f927fb9a0] [MocapTag] [0x00000c36] [1246] 1760987371352457, 2.67252, 0.151501, -0.251566, -0.320478, 0.706261, 0.707458, 0.0191065, 0.0182863, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:09:31.355663] [0x0000007f927fb9a0] [MocapTag] [0x00000c36] [1247] 1760987371355560, 2.67563, 0.151501, -0.251566, -0.320478, 0.706261, 0.707458, 0.0191065, 0.0182863, 0.0024185, 0, 0, 0, 0, 0, 
[2025-10-20 15:09:31.358819] [0x0000007f927fb9a0] [MocapTag] [0x00000c36] [1249] 1760987371358705, 2.67877, 0.151501, -0.251566, -0.320478, 0.706261, 0.707458, 0.0191065, 0.0182863, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:09:31.360869] [0x0000007f927fb9a0] [MocapTag] [0x00000c36] [1250] 1760987371360719, 2.68079, 0.151501, -0.251566, -0.320478, 0.706261, 0.707458, 0.0191065, 0.0182863, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:09:31.363468] [0x0000007f927fb9a0] [MocapTag] [0x00000c36] [1251] 1760987371363364, 2.68343, 0.151485, -0.251576, -0.320486, 0.706305, 0.707414, 0.0191423, 0.0182272, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:09:31.366125] [0x0000007f927fb9a0] [MocapTag] [0x00000c36] [1252] 1760987371366012, 2.68608, 0.151485, -0.251576, -0.320486, 0.706305, 0.707414, 0.0191423, 0.0182272, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:09:31.368771] [0x0000007f927fb9a0] [MocapTag] [0x00000c36] [1254] 1760987371368660, 2.68873, 0.151485, -0.251576, -0.320486, 0.706305, 0.707414, 0.0191423, 0.0182272, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:09:31.371342] [0x0000007f927fb9a0] [MocapTag] [0x00000c36] [1255] 1760987371371227, 2.69129, 0.151528, -0.251549, -0.320461, 0.706265, 0.707452, 0.0191212, 0.0183186, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:09:31.374067] [0x0000007f927fb9a0] [MocapTag] [0x00000c36] [1256] 1760987371373962, 2.69403, 0.151528, -0.251549, -0.320461, 0.706265, 0.707452, 0.0191212, 0.0183186, 0.00429434, 0.00269864, 0.0024953, 0, 0, 0, 
[2025-10-20 15:09:31.376581] [0x0000007f927fb9a0] [MocapTag] [0x00000c36] [1257] 1760987371376477, 2.69654, 0.151528, -0.251549, -0.320461, 0.706265, 0.707452, 0.0191212, 0.0183186, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:09:31.379261] [0x0000007f927fb9a0] [MocapTag] [0x00000c36] [1259] 1760987371379149, 2.69922, 0.151528, -0.251549, -0.320461, 0.706265, 0.707452, 0.0191212, 0.0183186, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:09:31.381805] [0x0000007f927fb9a0] [MocapTag] [0x00000c36] [1260] 1760987371381700, 2.70177, 0.151522, -0.251556, -0.320468, 0.706246, 0.70747, 0.0190991, 0.0183842, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:09:31.384792] [0x0000007f927fb9a0] [MocapTag] [0x00000c36] [1261] 1760987371384688, 2.70475, 0.151522, -0.251556, -0.320468, 0.706246, 0.70747, 0.0190991, 0.0183842, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:09:31.388971] [0x0000007f927fb9a0] [MocapTag] [0x00000c36] [1263] 1760987371388861, 2.70893, 0.151522, -0.251556, -0.320468, 0.706246, 0.70747, 0.0190991, 0.0183842, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:09:31.390339] [0x0000007f927fb9a0] [MocapTag] [0x00000c36] [1264] 1760987371390232, 2.7103, 0.151522, -0.251556, -0.320468, 0.706246, 0.70747, 0.0190991, 0.0183842, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:09:31.395093] [0x0000007f927fb9a0] [MocapTag] [0x00000c36] [1265] 1760987371394984, 2.71505, 0.151498, -0.251573, -0.320479, 0.706281, 0.707437, 0.019101, 0.0183045, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:09:31.395666] [0x0000007f927fb9a0] [MocapTag] [0x00000c36] [1266] 1760987371395585, 2.71565, 0.151498, -0.251573, -0.320479, 0.706281, 0.707437, 0.019101, 0.0183045, -0.00237785, 0, 0, 0, 0, 0, 
[2025-10-20 15:09:31.398169] [0x0000007f927fb9a0] [MocapTag] [0x00000c36] [1268] 1760987371398055, 2.71812, 0.151498, -0.251573, -0.320479, 0.706281, 0.707437, 0.019101, 0.0183045, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:09:31.401505] [0x0000007f927fb9a0] [MocapTag] [0x00000c36] [1269] 1760987371401393, 2.72146, 0.151466, -0.251575, -0.32049, 0.706285, 0.707434, 0.0191455, 0.0182212, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:09:31.404326] [0x0000007f927fb9a0] [MocapTag] [0x00000c36] [1270] 1760987371404222, 2.72429, 0.151466, -0.251575, -0.32049, 0.706285, 0.707434, 0.0191455, 0.0182212, -0.00324931, 0, 0, 0, 0, 0, 
[2025-10-20 15:09:31.406867] [0x0000007f927fb9a0] [MocapTag] [0x00000c36] [1271] 1760987371406755, 2.72682, 0.151466, -0.251575, -0.32049, 0.706285, 0.707434, 0.0191455, 0.0182212, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:09:31.409515] [0x0000007f927fb9a0] [MocapTag] [0x00000c36] [1273] 1760987371409403, 2.72947, 0.151466, -0.251575, -0.32049, 0.706285, 0.707434, 0.0191455, 0.0182212, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:09:31.412002] [0x0000007f927fb9a0] [MocapTag] [0x00000c36] [1274] 1760987371411892, 2.73196, 0.151462, -0.251585, -0.320501, 0.706285, 0.707436, 0.0191228, 0.0181888, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:09:31.414717] [0x0000007f927fb9a0] [MocapTag] [0x00000c36] [1275] 1760987371414611, 2.73468, 0.151462, -0.251585, -0.320501, 0.706285, 0.707436, 0.0191228, 0.0181888, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:09:31.417248] [0x0000007f927fb9a0] [MocapTag] [0x00000c36] [1276] 1760987371417160, 2.73723, 0.151462, -0.251585, -0.320501, 0.706285, 0.707436, 0.0191228, 0.0181888, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:09:31.420316] [0x0000007f927fb9a0] [MocapTag] [0x00000c36] [1278] 1760987371420203, 2.74027, 0.151462, -0.251585, -0.320501, 0.706285, 0.707436, 0.0191228, 0.0181888, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:09:31.422725] [0x0000007f927fb9a0] [MocapTag] [0x00000c36] [1279] 1760987371422618, 2.74268, 0.151494, -0.251566, -0.320481, 0.706285, 0.707433, 0.0190988, 0.0182847, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:09:31.425413] [0x0000007f927fb9a0] [MocapTag] [0x00000c36] [1280] 1760987371425306, 2.74537, 0.151494, -0.251566, -0.320481, 0.706285, 0.707433, 0.0190988, 0.0182847, 0.00311952, 0, 0, 0, 0, 0, 
[2025-10-20 15:09:31.428053] [0x0000007f927fb9a0] [MocapTag] [0x00000c36] [1282] 1760987371427934, 2.748, 0.151494, -0.251566, -0.320481, 0.706285, 0.707433, 0.0190988, 0.0182847, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:09:31.430657] [0x0000007f927fb9a0] [MocapTag] [0x00000c36] [1283] 1760987371430547, 2.75061, 0.151494, -0.251566, -0.320481, 0.706285, 0.707433, 0.0190988, 0.0182847, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:09:31.433071] [0x0000007f927fb9a0] [MocapTag] [0x00000c36] [1284] 1760987371432967, 2.75303, 0.151478, -0.251569, -0.320485, 0.706275, 0.707443, 0.0191119, 0.0182985, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:09:31.436008] [0x0000007f927fb9a0] [MocapTag] [0x00000c36] [1285] 1760987371435898, 2.75596, 0.151478, -0.251569, -0.320485, 0.706275, 0.707443, 0.0191119, 0.0182985, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:09:31.438546] [0x0000007f927fb9a0] [MocapTag] [0x00000c36] [1287] 1760987371438431, 2.7585, 0.151478, -0.251569, -0.320485, 0.706275, 0.707443, 0.0191119, 0.0182985, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:09:31.440975] [0x0000007f927fb9a0] [MocapTag] [0x00000c36] [1288] 1760987371440860, 2.76093, 0.151491, -0.251567, -0.320482, 0.706264, 0.707453, 0.0191036, 0.0183594, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:09:31.443699] [0x0000007f927fb9a0] [MocapTag] [0x00000c36] [1289] 1760987371443591, 2.76366, 0.151491, -0.251567, -0.320482, 0.706264, 0.707453, 0.0191036, 0.0183594, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:09:31.446287] [0x0000007f927fb9a0] [MocapTag] [0x00000c36] [1290] 1760987371446186, 2.76625, 0.151491, -0.251567, -0.320482, 0.706264, 0.707453, 0.0191036, 0.0183594, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:09:31.448917] [0x0000007f927fb9a0] [MocapTag] [0x00000c36] [1292] 1760987371448794, 2.76886, 0.151491, -0.251567, -0.320482, 0.706264, 0.707453, 0.0191036, 0.0183594, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:09:31.451456] [0x0000007f927fb9a0] [MocapTag] [0x00000c36] [1293] 1760987371451349, 2.77142, 0.151488, -0.251573, -0.320489, 0.706277, 0.70744, 0.0191235, 0.0183101, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:09:31.454158] [0x0000007f927fb9a0] [MocapTag] [0x00000c36] [1294] 1760987371454055, 2.77412, 0.151488, -0.251573, -0.320489, 0.706277, 0.70744, 0.0191235, 0.0183101, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:09:31.456823] [0x0000007f927fb9a0] [MocapTag] [0x00000c36] [1295] 1760987371456702, 2.77677, 0.151488, -0.251573, -0.320489, 0.706277, 0.70744, 0.0191235, 0.0183101, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:09:31.459385] [0x0000007f927fb9a0] [MocapTag] [0x00000c36] [1297] 1760987371459273, 2.77934, 0.151488, -0.251573, -0.320489, 0.706277, 0.70744, 0.0191235, 0.0183101, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:09:31.461851] [0x0000007f927fb9a0] [MocapTag] [0x00000c36] [1298] 1760987371461743, 2.78181, 0.151473, -0.251564, -0.320482, 0.706276, 0.707441, 0.0191407, 0.0183015, 0, 0, 0, 0, 0, 0, 
