[2025-10-20 15:13:25.982309] [0x0000007fbae317c0] [MocapTag] [0x00001350] [2] Mocap timestamp, Mocap time [s], Mocap position x [m], Mocap position y [m], Mocap position z [m], Mocap Quaternion q0 [-], Mocap Quaternion q1 [-], Mocap Quaternion q2 [-], Mocap Quaternion q3 [-], Mocap Velocity x [m/s], Mocap Velocity y [m/s], Mocap Velocity z [m/s], Mocap Angular velocity x [rad/s], Mocap Angular velocity y [rad/s], Mocap Angular velocity z [rad/s], 
[2025-10-20 15:13:44.842745] [0x0000007fa9ffa9a0] [MocapTag] [0x00001350] [8946] 1760987624842687, 18.9147, 0.223875, -1.36484, -1.26858, 0.0679476, -0.00124433, -0.699804, -0.711095, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:13:44.845701] [0x0000007fa9ffa9a0] [MocapTag] [0x00001350] [8947] 1760987624845573, 18.9175, 0.223875, -1.36484, -1.26858, 0.0679476, -0.00124433, -0.699804, -0.711095, -2.47054, -0.0728408, -0.0478557, -0.111639, 0, 0.185704, 
[2025-10-20 15:13:44.848139] [0x0000007fa9ffa9a0] [MocapTag] [0x00001350] [8948] 1760987624848028, 18.92, 0.223875, -1.36484, -1.26858, 0.0679476, -0.00124433, -0.699804, -0.711095, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:13:44.851276] [0x0000007fa9ffa9a0] [MocapTag] [0x00001350] [8949] 1760987624851160, 18.9231, 0.223875, -1.36484, -1.26858, 0.0679476, -0.00124433, -0.699804, -0.711095, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:13:44.854171] [0x0000007fa9ffa9a0] [MocapTag] [0x00001350] [8951] 1760987624854068, 18.926, 0.199554, -1.36595, -1.26897, 0.0671707, -0.000326472, -0.701463, -0.709533, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:13:44.856844] [0x0000007fa9ffa9a0] [MocapTag] [0x00001350] [8952] 1760987624856728, 18.9287, 0.199554, -1.36595, -1.26897, 0.0671707, -0.000326472, -0.701463, -0.709533, -2.43213, -0.110974, -0.0395476, -0.466704, 0.0443935, 0.261807, 
[2025-10-20 15:13:44.859325] [0x0000007fa9ffa9a0] [MocapTag] [0x00001350] [8953] 1760987624859223, 18.9312, 0.199554, -1.36595, -1.26897, 0.0671707, -0.000326472, -0.701463, -0.709533, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:13:44.862094] [0x0000007fa9ffa9a0] [MocapTag] [0x00001350] [8954] 1760987624861975, 18.934, 0.199554, -1.36595, -1.26897, 0.0671707, -0.000326472, -0.701463, -0.709533, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:13:44.864599] [0x0000007fa9ffa9a0] [MocapTag] [0x00001350] [8956] 1760987624864489, 18.9365, 0.174938, -1.36642, -1.26929, 0.0662198, -0.000313439, -0.701058, -0.710023, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:13:44.868059] [0x0000007fa9ffa9a0] [MocapTag] [0x00001350] [8957] 1760987624867935, 18.9399, 0.174938, -1.36642, -1.26929, 0.0662198, -0.000313439, -0.701058, -0.710023, -2.4616, -0.0473863, -0.031791, 0.113988, -0.137552, 0.132704, 
[2025-10-20 15:13:44.870718] [0x0000007fa9ffa9a0] [MocapTag] [0x00001350] [8958] 1760987624870603, 18.9426, 0.174938, -1.36642, -1.26929, 0.0662198, -0.000313439, -0.701058, -0.710023, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:13:44.873816] [0x0000007fa9ffa9a0] [MocapTag] [0x00001350] [8960] 1760987624873690, 18.9457, 0.150399, -1.36692, -1.26961, 0.0652358, 0.000304029, -0.70107, -0.710102, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:13:44.876554] [0x0000007fa9ffa9a0] [MocapTag] [0x00001350] [8961] 1760987624876437, 18.9484, 0.150399, -1.36692, -1.26961, 0.0652358, 0.000304029, -0.70107, -0.710102, -2.45387, -0.0501982, -0.0319878, 0, -0.0503443, 0.22769, 
[2025-10-20 15:13:44.879098] [0x0000007fa9ffa9a0] [MocapTag] [0x00001350] [8962] 1760987624878995, 18.951, 0.150399, -1.36692, -1.26961, 0.0652358, 0.000304029, -0.70107, -0.710102, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:13:44.882099] [0x0000007fa9ffa9a0] [MocapTag] [0x00001350] [8963] 1760987624881988, 18.954, 0.150399, -1.36692, -1.26961, 0.0652358, 0.000304029, -0.70107, -0.710102, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:13:44.884620] [0x0000007fa9ffa9a0] [MocapTag] [0x00001350] [8965] 1760987624884505, 18.9565, 0.125864, -1.36736, -1.26998, 0.0639301, 0.00102006, -0.701031, -0.710258, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:13:44.887237] [0x0000007fa9ffa9a0] [MocapTag] [0x00001350] [8966] 1760987624887129, 18.9591, 0.125864, -1.36736, -1.26998, 0.0639301, 0.00102006, -0.701031, -0.710258, -2.45352, -0.0438581, -0.0368147, 0, -0.0821844, 0.286889, 
[2025-10-20 15:13:44.889889] [0x0000007fa9ffa9a0] [MocapTag] [0x00001350] [8967] 1760987624889762, 18.9617, 0.125864, -1.36736, -1.26998, 0.0639301, 0.00102006, -0.701031, -0.710258, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:13:44.892437] [0x0000007fa9ffa9a0] [MocapTag] [0x00001350] [8968] 1760987624892350, 18.9643, 0.125864, -1.36736, -1.26998, 0.0639301, 0.00102006, -0.701031, -0.710258, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:13:44.895246] [0x0000007fa9ffa9a0] [MocapTag] [0x00001350] [8970] 1760987624895132, 18.9671, 0.10137, -1.36779, -1.27035, 0.0626483, 0.00190326, -0.700869, -0.710531, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:13:44.897542] [0x0000007fa9ffa9a0] [MocapTag] [0x00001350] [8971] 1760987624897425, 18.9694, 0.10137, -1.36779, -1.27035, 0.0626483, 0.00190326, -0.700869, -0.710531, -2.44939, -0.0423909, -0.0368918, 0.0452399, -0.0564225, 0.305343, 
[2025-10-20 15:13:44.900076] [0x0000007fa9ffa9a0] [MocapTag] [0x00001350] [8972] 1760987624899958, 18.9719, 0.10137, -1.36779, -1.27035, 0.0626483, 0.00190326, -0.700869, -0.710531, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:13:44.902659] [0x0000007fa9ffa9a0] [MocapTag] [0x00001350] [8973] 1760987624902570, 18.9745, 0.0769497, -1.3682, -1.27076, 0.0612733, 0.00292468, -0.700696, -0.710818, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:13:44.905290] [0x0000007fa9ffa9a0] [MocapTag] [0x00001350] [8975] 1760987624905175, 18.9772, 0.0769497, -1.3682, -1.27076, 0.0612733, 0.00292468, -0.700696, -0.710818, -2.44205, -0.041919, -0.0411069, 0.0475407, -0.0497445, 0.337934, 
[2025-10-20 15:13:44.907964] [0x0000007fa9ffa9a0] [MocapTag] [0x00001350] [8976] 1760987624907853, 18.9798, 0.0769497, -1.3682, -1.27076, 0.0612733, 0.00292468, -0.700696, -0.710818, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:13:44.910723] [0x0000007fa9ffa9a0] [MocapTag] [0x00001350] [8977] 1760987624910607, 18.9826, 0.0769497, -1.3682, -1.27076, 0.0612733, 0.00292468, -0.700696, -0.710818, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:13:44.913354] [0x0000007fa9ffa9a0] [MocapTag] [0x00001350] [8979] 1760987624913245, 18.9852, 0.0476494, -1.36526, -1.26638, 0.0680607, 0.00340336, -0.692554, -0.71814, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:13:44.916163] [0x0000007fa9ffa9a0] [MocapTag] [0x00001350] [8980] 1760987624916051, 18.988, 0.0476494, -1.36526, -1.26638, 0.0680607, 0.00340336, -0.692554, -0.71814, -2.93003, 0.294369, 0.437618, 2.28199, 0.917503, -1.01929, 
[2025-10-20 15:13:44.918594] [0x0000007fa9ffa9a0] [MocapTag] [0x00001350] [8981] 1760987624918488, 18.9905, 0.0476494, -1.36526, -1.26638, 0.0680607, 0.00340336, -0.692554, -0.71814, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:13:44.921477] [0x0000007fa9ffa9a0] [MocapTag] [0x00001350] [8982] 1760987624921360, 18.9933, 0.0476494, -1.36526, -1.26638, 0.0680607, 0.00340336, -0.692554, -0.71814, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:13:44.924070] [0x0000007fa9ffa9a0] [MocapTag] [0x00001350] [8984] 1760987624923944, 18.9959, 0.0231272, -1.36575, -1.26685, 0.0668331, 0.00460791, -0.692371, -0.718425, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:13:44.926665] [0x0000007fa9ffa9a0] [MocapTag] [0x00001350] [8985] 1760987624926554, 18.9985, 0.0231272, -1.36575, -1.26685, 0.0668331, 0.00460791, -0.692371, -0.718425, -2.45222, -0.0490153, -0.0472105, 0.0491261, 0, 0.342298, 
[2025-10-20 15:13:44.929313] [0x0000007fa9ffa9a0] [MocapTag] [0x00001350] [8986] 1760987624929199, 19.0012, 0.0231272, -1.36575, -1.26685, 0.0668331, 0.00460791, -0.692371, -0.718425, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:13:44.932066] [0x0000007fa9ffa9a0] [MocapTag] [0x00001350] [8987] 1760987624931980, 19.004, 0.0231272, -1.36575, -1.26685, 0.0668331, 0.00460791, -0.692371, -0.718425, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:13:44.934670] [0x0000007fa9ffa9a0] [MocapTag] [0x00001350] [8989] 1760987624934550, 19.0065, -0.00204652, -1.3658, -1.26759, 0.0589518, 0.00442532, -0.692972, -0.718536, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:13:44.937377] [0x0000007fa9ffa9a0] [MocapTag] [0x00001350] [8990] 1760987624937266, 19.0092, -0.00204652, -1.3658, -1.26759, 0.0589518, 0.00442532, -0.692972, -0.718536, -2.51737, -0.00469453, -0.073858, -0.171423, -1.11531, 1.12414, 
[2025-10-20 15:13:44.940053] [0x0000007fa9ffa9a0] [MocapTag] [0x00001350] [8991] 1760987624939935, 19.0119, -0.00204652, -1.3658, -1.26759, 0.0589518, 0.00442532, -0.692972, -0.718536, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:13:44.942825] [0x0000007fa9ffa9a0] [MocapTag] [0x00001350] [8992] 1760987624942736, 19.0147, -0.0265887, -1.36616, -1.26798, 0.0573503, 0.00544099, -0.692798, -0.718827, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:13:44.945680] [0x0000007fa9ffa9a0] [MocapTag] [0x00001350] [8994] 1760987624945565, 19.0175, -0.0265887, -1.36616, -1.26798, 0.0573503, 0.00544099, -0.692798, -0.718827, -2.45422, -0.035868, -0.038754, 0.0462413, -0.077983, 0.370455, 
[2025-10-20 15:13:44.948162] [0x0000007fa9ffa9a0] [MocapTag] [0x00001350] [8995] 1760987624948052, 19.02, -0.0265887, -1.36616, -1.26798, 0.0573503, 0.00544099, -0.692798, -0.718827, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:13:44.951098] [0x0000007fa9ffa9a0] [MocapTag] [0x00001350] [8996] 1760987624950951, 19.0229, -0.0265887, -1.36616, -1.26798, 0.0573503, 0.00544099, -0.692798, -0.718827, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:13:44.953894] [0x0000007fa9ffa9a0] [MocapTag] [0x00001350] [8998] 1760987624953818, 19.0258, -0.0509139, -1.36673, -1.2683, 0.0567837, 0.00691141, -0.692137, -0.719495, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:13:44.956889] [0x0000007fa9ffa9a0] [MocapTag] [0x00001350] [8999] 1760987624956775, 19.0288, -0.0509139, -1.36673, -1.2683, 0.0567837, 0.00691141, -0.692137, -0.719495, -2.43252, -0.0574327, -0.0316967, 0.180626, 0.1268, 0.277686, 
[2025-10-20 15:13:44.959356] [0x0000007fa9ffa9a0] [MocapTag] [0x00001350] [9000] 1760987624959250, 19.0312, -0.0509139, -1.36673, -1.2683, 0.0567837, 0.00691141, -0.692137, -0.719495, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:13:44.962177] [0x0000007fa9ffa9a0] [MocapTag] [0x00001350] [9001] 1760987624962090, 19.0341, -0.0509139, -1.36673, -1.2683, 0.0567837, 0.00691141, -0.692137, -0.719495, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:13:44.964732] [0x0000007fa9ffa9a0] [MocapTag] [0x00001350] [9003] 1760987624964617, 19.0366, -0.0753524, -1.36692, -1.2687, 0.055076, 0.00789662, -0.691925, -0.719822, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:13:44.967738] [0x0000007fa9ffa9a0] [MocapTag] [0x00001350] [9004] 1760987624967631, 19.0396, -0.0753524, -1.36692, -1.2687, 0.055076, 0.00789662, -0.691925, -0.719822, -2.44385, -0.0188389, -0.0401886, 0.0556946, -0.0968225, 0.381231, 
[2025-10-20 15:13:44.970379] [0x0000007fa9ffa9a0] [MocapTag] [0x00001350] [9005] 1760987624970264, 19.0422, -0.0753524, -1.36692, -1.2687, 0.055076, 0.00789662, -0.691925, -0.719822, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:13:44.973125] [0x0000007fa9ffa9a0] [MocapTag] [0x00001350] [9007] 1760987624972997, 19.045, -0.0997912, -1.36713, -1.26906, 0.053767, 0.00887837, -0.691743, -0.720085, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:13:44.975950] [0x0000007fa9ffa9a0] [MocapTag] [0x00001350] [9008] 1760987624975836, 19.0478, -0.0997912, -1.36713, -1.26906, 0.053767, 0.00887837, -0.691743, -0.720085, -2.44388, -0.0214288, -0.03583, 0.0473142, -0.0414625, 0.323343, 
[2025-10-20 15:13:44.978294] [0x0000007fa9ffa9a0] [MocapTag] [0x00001350] [9009] 1760987624978182, 19.0502, -0.0997912, -1.36713, -1.26906, 0.053767, 0.00887837, -0.691743, -0.720085, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:13:44.981251] [0x0000007fa9ffa9a0] [MocapTag] [0x00001350] [9010] 1760987624981137, 19.0531, -0.0997912, -1.36713, -1.26906, 0.053767, 0.00887837, -0.691743, -0.720085, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:13:44.983964] [0x0000007fa9ffa9a0] [MocapTag] [0x00001350] [9012] 1760987624983840, 19.0558, -0.124208, -1.36736, -1.26934, 0.0523643, 0.00954235, -0.691667, -0.720253, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:13:44.986819] [0x0000007fa9ffa9a0] [MocapTag] [0x00001350] [9013] 1760987624986706, 19.0587, -0.124208, -1.36736, -1.26934, 0.0523643, 0.00954235, -0.691667, -0.720253, -2.44166, -0.0226371, -0.0278424, 0, -0.0992835, 0.294232, 
[2025-10-20 15:13:44.989239] [0x0000007fa9ffa9a0] [MocapTag] [0x00001350] [9014] 1760987624989133, 19.0611, -0.124208, -1.36736, -1.26934, 0.0523643, 0.00954235, -0.691667, -0.720253, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:13:44.991999] [0x0000007fa9ffa9a0] [MocapTag] [0x00001350] [9015] 1760987624991880, 19.0639, -0.124208, -1.36736, -1.26934, 0.0523643, 0.00954235, -0.691667, -0.720253, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:13:44.995058] [0x0000007fa9ffa9a0] [MocapTag] [0x00001350] [9017] 1760987624994945, 19.0669, -0.148478, -1.36767, -1.26951, 0.0518265, 0.0104189, -0.691994, -0.719965, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:13:44.997798] [0x0000007fa9ffa9a0] [MocapTag] [0x00001350] [9018] 1760987624997679, 19.0697, -0.148478, -1.36767, -1.26951, 0.0518265, 0.0104189, -0.691994, -0.719965, -2.42701, -0.0307935, -0.0179597, -0.0942826, 0.0548609, 0.203252, 
[2025-10-20 15:13:45.000738] [0x0000007fa9ffa9a0] [MocapTag] [0x00001350] [9019] 1760987625000621, 19.0726, -0.148478, -1.36767, -1.26951, 0.0518265, 0.0104189, -0.691994, -0.719965, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:13:45.003371] [0x0000007fa9ffa9a0] [MocapTag] [0x00001350] [9021] 1760987625003270, 19.0752, -0.173042, -1.36775, -1.26993, 0.0498754, 0.0107486, -0.691422, -0.720647, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:13:45.006056] [0x0000007fa9ffa9a0] [MocapTag] [0x00001350] [9022] 1760987625005940, 19.0779, -0.173042, -1.36775, -1.26993, 0.0498754, 0.0107486, -0.691422, -0.720647, -2.45643, -0.00772783, -0.0419916, 0.156724, -0.227618, 0.321412, 
[2025-10-20 15:13:45.008627] [0x0000007fa9ffa9a0] [MocapTag] [0x00001350] [9023] 1760987625008518, 19.0805, -0.173042, -1.36775, -1.26993, 0.0498754, 0.0107486, -0.691422, -0.720647, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:13:45.012356] [0x0000007fa9ffa9a0] [MocapTag] [0x00001350] [9024] 1760987625012270, 19.0842, -0.173042, -1.36775, -1.26993, 0.0498754, 0.0107486, -0.691422, -0.720647, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:13:45.014672] [0x0000007fa9ffa9a0] [MocapTag] [0x00001350] [9026] 1760987625014561, 19.0865, -0.19741, -1.36791, -1.27019, 0.0486527, 0.0116199, -0.691341, -0.720795, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:13:45.017385] [0x0000007fa9ffa9a0] [MocapTag] [0x00001350] [9027] 1760987625017275, 19.0893, -0.19741, -1.36791, -1.27019, 0.0486527, 0.0116199, -0.691341, -0.720795, -2.43675, -0.016612, -0.0252933, 0, -0.0441074, 0.296807, 
[2025-10-20 15:13:45.019839] [0x0000007fa9ffa9a0] [MocapTag] [0x00001350] [9028] 1760987625019683, 19.0917, -0.19741, -1.36791, -1.27019, 0.0486527, 0.0116199, -0.691341, -0.720795, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:13:45.023845] [0x0000007fa9ffa9a0] [MocapTag] [0x00001350] [9030] 1760987625023744, 19.0957, -0.19741, -1.36791, -1.27019, 0.0486527, 0.0116199, -0.691341, -0.720795, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:13:45.025057] [0x0000007fa9ffa9a0] [MocapTag] [0x00001350] [9031] 1760987625024943, 19.0969, -0.221893, -1.36803, -1.27035, 0.0477272, 0.0122538, -0.691167, -0.721013, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:13:45.027932] [0x0000007fa9ffa9a0] [MocapTag] [0x00001350] [9032] 1760987625027819, 19.0998, -0.221893, -1.36803, -1.27035, 0.0477272, 0.0122538, -0.691167, -0.721013, -2.44835, -0.0113333, -0.0160164, 0.0451565, -0.0378333, 0.219822, 
[2025-10-20 15:13:45.030725] [0x0000007fa9ffa9a0] [MocapTag] [0x00001350] [9033] 1760987625030609, 19.1026, -0.221893, -1.36803, -1.27035, 0.0477272, 0.0122538, -0.691167, -0.721013, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:13:45.033927] [0x0000007fa9ffa9a0] [MocapTag] [0x00001350] [9035] 1760987625033808, 19.1058, -0.246152, -1.36807, -1.27052, 0.0464482, 0.0129019, -0.691154, -0.721098, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:13:45.036146] [0x0000007fa9ffa9a0] [MocapTag] [0x00001350] [9036] 1760987625036034, 19.108, -0.246152, -1.36807, -1.27052, 0.0464482, 0.0129019, -0.691154, -0.721098, -2.42589, -0.00467247, -0.0175077, 0, -0.0835404, 0.274873, 
[2025-10-20 15:13:45.038606] [0x0000007fa9ffa9a0] [MocapTag] [0x00001350] [9037] 1760987625038501, 19.1105, -0.246152, -1.36807, -1.27052, 0.0464482, 0.0129019, -0.691154, -0.721098, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:13:45.041766] [0x0000007fa9ffa9a0] [MocapTag] [0x00001350] [9038] 1760987625041655, 19.1136, -0.246152, -1.36807, -1.27052, 0.0464482, 0.0129019, -0.691154, -0.721098, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:13:45.044209] [0x0000007fa9ffa9a0] [MocapTag] [0x00001350] [9040] 1760987625044096, 19.1161, -0.268222, -1.3664, -1.27268, 0.0366169, 0.0151137, -0.692291, -0.720531, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:13:45.046826] [0x0000007fa9ffa9a0] [MocapTag] [0x00001350] [9041] 1760987625046712, 19.1187, -0.268222, -1.3664, -1.27268, 0.0366169, 0.0151137, -0.692291, -0.720531, -2.20702, 0.167122, -0.215903, -0.331593, -1.03654, 1.74119, 
[2025-10-20 15:13:45.050114] [0x0000007fa9ffa9a0] [MocapTag] [0x00001350] [9042] 1760987625049995, 19.122, -0.268222, -1.3664, -1.27268, 0.0366169, 0.0151137, -0.692291, -0.720531, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:13:45.052940] [0x0000007fa9ffa9a0] [MocapTag] [0x00001350] [9043] 1760987625052854, 19.1248, -0.292416, -1.36642, -1.27289, 0.0352941, 0.0154837, -0.692372, -0.72051, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:13:45.055551] [0x0000007fa9ffa9a0] [MocapTag] [0x00001350] [9045] 1760987625055437, 19.1274, -0.292416, -1.36642, -1.27289, 0.0352941, 0.0154837, -0.692372, -0.72051, -2.41937, -0.00208697, -0.0206898, 0, -0.129655, 0.243282, 
[2025-10-20 15:13:45.058630] [0x0000007fa9ffa9a0] [MocapTag] [0x00001350] [9046] 1760987625058519, 19.1305, -0.292416, -1.36642, -1.27289, 0.0352941, 0.0154837, -0.692372, -0.72051, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:13:45.062098] [0x0000007fa9ffa9a0] [MocapTag] [0x00001350] [9047] 1760987625061981, 19.134, -0.292416, -1.36642, -1.27289, 0.0352941, 0.0154837, -0.692372, -0.72051, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:13:45.064774] [0x0000007fa9ffa9a0] [MocapTag] [0x00001350] [9049] 1760987625064658, 19.1366, -0.31664, -1.36648, -1.27306, 0.0342054, 0.0160004, -0.692561, -0.72037, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:13:45.067505] [0x0000007fa9ffa9a0] [MocapTag] [0x00001350] [9050] 1760987625067393, 19.1394, -0.31664, -1.36648, -1.27306, 0.0342054, 0.0160004, -0.692561, -0.72037, -2.42235, -0.00574969, -0.0170218, -0.0559807, -0.0756487, 0.230813, 
[2025-10-20 15:13:45.070140] [0x0000007fa9ffa9a0] [MocapTag] [0x00001350] [9051] 1760987625070022, 19.142, -0.31664, -1.36648, -1.27306, 0.0342054, 0.0160004, -0.692561, -0.72037, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:13:45.072541] [0x0000007fa9ffa9a0] [MocapTag] [0x00001350] [9052] 1760987625072452, 19.1444, -0.31664, -1.36648, -1.27306, 0.0342054, 0.0160004, -0.692561, -0.72037, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:13:45.075216] [0x0000007fa9ffa9a0] [MocapTag] [0x00001350] [9054] 1760987625075103, 19.1471, -0.340839, -1.36644, -1.27321, 0.0331898, 0.0166361, -0.692734, -0.720237, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:13:45.077897] [0x0000007fa9ffa9a0] [MocapTag] [0x00001350] [9055] 1760987625077786, 19.1498, -0.340839, -1.36644, -1.27321, 0.0331898, 0.0166361, -0.692734, -0.720237, -2.41991, 0.00439176, -0.0153388, -0.0523329, -0.0484928, 0.236583, 
[2025-10-20 15:13:45.082014] [0x0000007fa9ffa9a0] [MocapTag] [0x00001350] [9056] 1760987625081902, 19.1539, -0.340839, -1.36644, -1.27321, 0.0331898, 0.0166361, -0.692734, -0.720237, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:13:45.083420] [0x0000007fa9ffa9a0] [MocapTag] [0x00001350] [9058] 1760987625083324, 19.1553, -0.364982, -1.3664, -1.27332, 0.0323949, 0.0173198, -0.692948, -0.720051, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:13:45.086166] [0x0000007fa9ffa9a0] [MocapTag] [0x00001350] [9059] 1760987625086052, 19.158, -0.364982, -1.3664, -1.27332, 0.0323949, 0.0173198, -0.692948, -0.720051, -2.41433, 0.00393191, -0.0104252, -0.0642776, 0, 0.211763, 
[2025-10-20 15:13:45.089308] [0x0000007fa9ffa9a0] [MocapTag] [0x00001350] [9060] 1760987625089189, 19.1612, -0.364982, -1.3664, -1.27332, 0.0323949, 0.0173198, -0.692948, -0.720051, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:13:45.092108] [0x0000007fa9ffa9a0] [MocapTag] [0x00001350] [9061] 1760987625091995, 19.164, -0.364982, -1.3664, -1.27332, 0.0323949, 0.0173198, -0.692948, -0.720051, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:13:45.095051] [0x0000007fa9ffa9a0] [MocapTag] [0x00001350] [9063] 1760987625094939, 19.1669, -0.38911, -1.3663, -1.27347, 0.0314768, 0.0176389, -0.693215, -0.719827, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:13:45.098425] [0x0000007fa9ffa9a0] [MocapTag] [0x00001350] [9064] 1760987625098310, 19.1703, -0.38911, -1.3663, -1.27347, 0.0314768, 0.0176389, -0.693215, -0.719827, -2.41277, 0.00908192, -0.0149132, -0.0765324, -0.0805944, 0.179386, 
[2025-10-20 15:13:45.100227] [0x0000007fa9ffa9a0] [MocapTag] [0x00001350] [9065] 1760987625100111, 19.1721, -0.38911, -1.3663, -1.27347, 0.0314768, 0.0176389, -0.693215, -0.719827, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:13:45.103346] [0x0000007fa9ffa9a0] [MocapTag] [0x00001350] [9066] 1760987625103257, 19.1752, -0.41315, -1.36624, -1.27358, 0.0308189, 0.0177418, -0.69352, -0.719559, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:13:45.105550] [0x0000007fa9ffa9a0] [MocapTag] [0x00001350] [9068] 1760987625105436, 19.1774, -0.41315, -1.36624, -1.27358, 0.0308189, 0.0177418, -0.69352, -0.719559, -2.40404, 0.00683051, -0.0112435, -0.0859857, -0.0756375, 0.112128, 
[2025-10-20 15:13:45.108006] [0x0000007fa9ffa9a0] [MocapTag] [0x00001350] [9069] 1760987625107891, 19.1799, -0.41315, -1.36624, -1.27358, 0.0308189, 0.0177418, -0.69352, -0.719559, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:13:45.110718] [0x0000007fa9ffa9a0] [MocapTag] [0x00001350] [9070] 1760987625110604, 19.1826, -0.41315, -1.36624, -1.27358, 0.0308189, 0.0177418, -0.69352, -0.719559, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:13:45.113209] [0x0000007fa9ffa9a0] [MocapTag] [0x00001350] [9072] 1760987625113124, 19.1851, -0.437231, -1.36615, -1.27362, 0.0302296, 0.0175533, -0.693855, -0.719266, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:13:45.116053] [0x0000007fa9ffa9a0] [MocapTag] [0x00001350] [9073] 1760987625115934, 19.1879, -0.437231, -1.36615, -1.27362, 0.0302296, 0.0175533, -0.693855, -0.719266, -2.40814, 0.00823065, -0.00408856, -0.0920534, -0.108125, 0.0618935, 
[2025-10-20 15:13:45.118385] [0x0000007fa9ffa9a0] [MocapTag] [0x00001350] [9074] 1760987625118275, 19.1903, -0.437231, -1.36615, -1.27362, 0.0302296, 0.0175533, -0.693855, -0.719266, 0, 0, 0, 0, 0, 0, 
