[2025-10-20 11:45:15.034586] [0x0000007fb92e17c0] [MocapTag] [0x000015ca] [2] Mocap timestamp, Mocap time [s], Mocap position x [m], Mocap position y [m], Mocap position z [m], Mocap Quaternion q0 [-], Mocap Quaternion q1 [-], Mocap Quaternion q2 [-], Mocap Quaternion q3 [-], Mocap Velocity x [m/s], Mocap Velocity y [m/s], Mocap Velocity z [m/s], Mocap Angular velocity x [rad/s], Mocap Angular velocity y [rad/s], Mocap Angular velocity z [rad/s], 
[2025-10-20 11:45:39.789399] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [11735] 1760975139789286, 24.8085, 0.214787, 0.0100089, -1.26834, 0.675465, 0.6689, -0.222246, -0.216625, -0.0660181, 0.00524931, -0.0287474, 0, 0, 0.0932711, 
[2025-10-20 11:45:39.791844] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [11736] 1760975139791735, 24.811, 0.214787, 0.0100089, -1.26834, 0.675465, 0.6689, -0.222246, -0.216625, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:45:39.794820] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [11737] 1760975139794734, 24.814, 0.214787, 0.0100089, -1.26834, 0.675465, 0.6689, -0.222246, -0.216625, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:45:39.797291] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [11739] 1760975139797171, 24.8164, 0.214204, 0.0100276, -1.26869, 0.675354, 0.668892, -0.222526, -0.21671, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:45:39.800026] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [11740] 1760975139799915, 24.8191, 0.214204, 0.0100276, -1.26869, 0.675354, 0.668892, -0.222526, -0.21671, -0.0583251, 0, -0.0352368, 0, 0.0543833, -0.0378826, 
[2025-10-20 11:45:39.802645] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [11741] 1760975139802526, 24.8218, 0.214204, 0.0100276, -1.26869, 0.675354, 0.668892, -0.222526, -0.21671, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:45:39.805323] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [11742] 1760975139805224, 24.8244, 0.214204, 0.0100276, -1.26869, 0.675354, 0.668892, -0.222526, -0.21671, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:45:39.808543] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [11744] 1760975139808431, 24.8277, 0.213512, 0.0100375, -1.26879, 0.675425, 0.668932, -0.221941, -0.216963, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:45:39.811603] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [11745] 1760975139811495, 24.8307, 0.213512, 0.0100375, -1.26879, 0.675425, 0.668932, -0.221941, -0.216963, -0.0692527, 0, -0.00991069, -0.0508189, -0.0497818, 0.141048, 
[2025-10-20 11:45:39.814362] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [11746] 1760975139814243, 24.8335, 0.213512, 0.0100375, -1.26879, 0.675425, 0.668932, -0.221941, -0.216963, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:45:39.816981] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [11748] 1760975139816867, 24.8361, 0.212881, 0.010001, -1.26899, 0.675316, 0.669042, -0.221701, -0.21721, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:45:39.819626] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [11749] 1760975139819512, 24.8387, 0.212881, 0.010001, -1.26899, 0.675316, 0.669042, -0.221701, -0.21721, -0.0631056, -0.00364257, -0.0206173, 0, 0, 0.0690912, 
[2025-10-20 11:45:39.822084] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [11750] 1760975139821974, 24.8412, 0.212881, 0.010001, -1.26899, 0.675316, 0.669042, -0.221701, -0.21721, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:45:39.824886] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [11751] 1760975139824796, 24.844, 0.212881, 0.010001, -1.26899, 0.675316, 0.669042, -0.221701, -0.21721, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:45:39.827677] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [11753] 1760975139827564, 24.8468, 0.212282, 0.009936, -1.26919, 0.675196, 0.669182, -0.221518, -0.217337, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:45:39.830339] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [11754] 1760975139830229, 24.8495, 0.212282, 0.009936, -1.26919, 0.675196, 0.669182, -0.221518, -0.217337, -0.0598581, -0.00650434, -0.0191985, 0, 0, 0.0375692, 
[2025-10-20 11:45:39.832924] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [11755] 1760975139832809, 24.852, 0.212282, 0.009936, -1.26919, 0.675196, 0.669182, -0.221518, -0.217337, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:45:39.834830] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [11756] 1760975139834702, 24.8539, 0.212282, 0.009936, -1.26919, 0.675196, 0.669182, -0.221518, -0.217337, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:45:39.838155] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [11758] 1760975139838040, 24.8573, 0.211673, 0.0098444, -1.26936, 0.675003, 0.669394, -0.2213, -0.217506, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:45:39.842045] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [11759] 1760975139841920, 24.8611, 0.211673, 0.0098444, -1.26936, 0.675003, 0.669394, -0.2213, -0.217506, -0.0608828, -0.00916012, -0.0175026, 0.0464201, 0, 0.0424625, 
[2025-10-20 11:45:39.843543] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [11760] 1760975139843428, 24.8627, 0.211673, 0.0098444, -1.26936, 0.675003, 0.669394, -0.2213, -0.217506, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:45:39.846106] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [11762] 1760975139845985, 24.8652, 0.211673, 0.0098444, -1.26936, 0.675003, 0.669394, -0.2213, -0.217506, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:45:39.848517] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [11763] 1760975139848405, 24.8676, 0.211156, 0.00965948, -1.26955, 0.674871, 0.669466, -0.221466, -0.217526, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:45:39.851356] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [11764] 1760975139851247, 24.8705, 0.211156, 0.00965948, -1.26955, 0.674871, 0.669466, -0.221466, -0.217526, -0.0516748, -0.0184919, -0.0194678, 0.041914, 0, -0.0355198, 
[2025-10-20 11:45:39.854105] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [11765] 1760975139853992, 24.8732, 0.211156, 0.00965948, -1.26955, 0.674871, 0.669466, -0.221466, -0.217526, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:45:39.856704] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [11767] 1760975139856586, 24.8758, 0.210628, 0.00955285, -1.26969, 0.674677, 0.66965, -0.221526, -0.217501, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:45:39.859134] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [11768] 1760975139859018, 24.8782, 0.210628, 0.00955285, -1.26969, 0.674677, 0.66965, -0.221526, -0.217501, -0.052868, -0.0106631, -0.0131498, 0.0676274, 0, 0, 
[2025-10-20 11:45:39.861897] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [11769] 1760975139861786, 24.881, 0.210628, 0.00955285, -1.26969, 0.674677, 0.66965, -0.221526, -0.217501, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:45:39.864662] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [11770] 1760975139864577, 24.8838, 0.210628, 0.00955285, -1.26969, 0.674677, 0.66965, -0.221526, -0.217501, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:45:39.867290] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [11772] 1760975139867177, 24.8864, 0.210079, 0.00943869, -1.2698, 0.674487, 0.66983, -0.221531, -0.21753, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:45:39.870147] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [11773] 1760975139870036, 24.8893, 0.210079, 0.00943869, -1.2698, 0.674487, 0.66983, -0.221531, -0.21753, -0.0548559, -0.0114158, -0.0116425, 0.060308, 0, 0, 
[2025-10-20 11:45:39.872654] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [11774] 1760975139872534, 24.8918, 0.210079, 0.00943869, -1.2698, 0.674487, 0.66983, -0.221531, -0.21753, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:45:39.875307] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [11775] 1760975139875218, 24.8944, 0.210079, 0.00943869, -1.2698, 0.674487, 0.66983, -0.221531, -0.21753, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:45:39.877805] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [11777] 1760975139877691, 24.8969, 0.209622, 0.00930842, -1.26994, 0.67429, 0.670037, -0.221795, -0.217232, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:45:39.880662] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [11778] 1760975139880549, 24.8998, 0.209622, 0.00930842, -1.26994, 0.67429, 0.670037, -0.221795, -0.217232, -0.0457018, -0.0130273, -0.0133123, 0.0976682, 0, -0.115353, 
[2025-10-20 11:45:39.883237] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [11779] 1760975139883121, 24.9023, 0.209622, 0.00930842, -1.26994, 0.67429, 0.670037, -0.221795, -0.217232, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:45:39.885774] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [11781] 1760975139885689, 24.9049, 0.209622, 0.00930842, -1.26994, 0.67429, 0.670037, -0.221795, -0.217232, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:45:39.888559] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [11782] 1760975139888447, 24.9077, 0.209177, 0.00910172, -1.27007, 0.674104, 0.670199, -0.22207, -0.217029, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:45:39.891104] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [11783] 1760975139890995, 24.9102, 0.209177, 0.00910172, -1.27007, 0.674104, 0.670199, -0.22207, -0.217029, -0.0445193, -0.0206706, -0.0136415, 0.0841022, 0, -0.0986514, 
[2025-10-20 11:45:39.893687] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [11784] 1760975139893567, 24.9128, 0.209177, 0.00910172, -1.27007, 0.674104, 0.670199, -0.22207, -0.217029, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:45:39.896280] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [11786] 1760975139896169, 24.9154, 0.208747, 0.00886062, -1.2702, 0.673892, 0.670383, -0.222412, -0.21677, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:45:39.898878] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [11787] 1760975139898765, 24.918, 0.208747, 0.00886062, -1.2702, 0.673892, 0.670383, -0.222412, -0.21677, -0.0429674, -0.0241097, -0.0124543, 0.0985861, 0, -0.121534, 
[2025-10-20 11:45:39.901513] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [11788] 1760975139901402, 24.9206, 0.208747, 0.00886062, -1.2702, 0.673892, 0.670383, -0.222412, -0.21677, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:45:39.904218] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [11789] 1760975139904105, 24.9233, 0.208747, 0.00886062, -1.2702, 0.673892, 0.670383, -0.222412, -0.21677, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:45:39.906741] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [11791] 1760975139906628, 24.9259, 0.208327, 0.00862696, -1.2703, 0.673669, 0.670606, -0.222673, -0.216507, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:45:39.909253] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [11792] 1760975139909140, 24.9284, 0.208327, 0.00862696, -1.2703, 0.673669, 0.670606, -0.222673, -0.216507, -0.0420733, -0.0233658, -0.0101959, 0.102866, 0, -0.111612, 
[2025-10-20 11:45:39.911971] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [11793] 1760975139911861, 24.9311, 0.208327, 0.00862696, -1.2703, 0.673669, 0.670606, -0.222673, -0.216507, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:45:39.915581] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [11795] 1760975139915478, 24.9347, 0.208327, 0.00862696, -1.2703, 0.673669, 0.670606, -0.222673, -0.216507, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:45:39.918045] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [11796] 1760975139917932, 24.9372, 0.207988, 0.00839478, -1.27044, 0.673354, 0.670776, -0.223456, -0.216153, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:45:39.920774] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [11797] 1760975139920661, 24.9399, 0.207988, 0.00839478, -1.27044, 0.673354, 0.670776, -0.223456, -0.216153, -0.0338354, -0.0232185, -0.014401, 0.143111, 0.0634253, -0.216069, 
[2025-10-20 11:45:39.923560] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [11798] 1760975139923442, 24.9427, 0.207988, 0.00839478, -1.27044, 0.673354, 0.670776, -0.223456, -0.216153, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:45:39.925871] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [11800] 1760975139925755, 24.945, 0.207988, 0.00839478, -1.27044, 0.673354, 0.670776, -0.223456, -0.216153, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:45:39.928538] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [11801] 1760975139928427, 24.9477, 0.207558, 0.00811414, -1.2704, 0.673188, 0.671054, -0.223362, -0.215902, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:45:39.931277] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [11802] 1760975139931162, 24.9504, 0.207558, 0.00811414, -1.2704, 0.673188, 0.671054, -0.223362, -0.215902, -0.0429728, -0.0280639, 0.00426839, 0.0821829, -0.0515103, -0.0501142, 
[2025-10-20 11:45:39.933951] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [11803] 1760975139933839, 24.9531, 0.207558, 0.00811414, -1.2704, 0.673188, 0.671054, -0.223362, -0.215902, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:45:39.936652] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [11805] 1760975139936531, 24.9558, 0.207204, 0.00775397, -1.27046, 0.672933, 0.671329, -0.223715, -0.215476, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:45:39.939241] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [11806] 1760975139939134, 24.9584, 0.207204, 0.00775397, -1.27046, 0.672933, 0.671329, -0.223715, -0.215476, -0.0354062, -0.0360165, -0.00570404, 0.130606, 0, -0.158705, 
[2025-10-20 11:45:39.941762] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [11807] 1760975139941640, 24.9609, 0.207204, 0.00775397, -1.27046, 0.672933, 0.671329, -0.223715, -0.215476, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:45:39.944456] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [11808] 1760975139944344, 24.9636, 0.207204, 0.00775397, -1.27046, 0.672933, 0.671329, -0.223715, -0.215476, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:45:39.947010] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [11810] 1760975139946898, 24.9661, 0.20688, 0.00741212, -1.2705, 0.672583, 0.671671, -0.224086, -0.215116, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:45:39.949368] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [11811] 1760975139949248, 24.9685, 0.20688, 0.00741212, -1.2705, 0.672583, 0.671671, -0.224086, -0.215116, -0.0324075, -0.0341856, -0.00456022, 0.155067, 0, -0.159383, 
[2025-10-20 11:45:39.952319] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [11812] 1760975139952203, 24.9714, 0.20688, 0.00741212, -1.2705, 0.672583, 0.671671, -0.224086, -0.215116, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:45:39.956653] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [11814] 1760975139956540, 24.9758, 0.20688, 0.00741212, -1.2705, 0.672583, 0.671671, -0.224086, -0.215116, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:45:39.957294] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [11815] 1760975139957192, 24.9764, 0.206621, 0.00704834, -1.27064, 0.672161, 0.671926, -0.224928, -0.214759, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:45:39.960242] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [11816] 1760975139960135, 24.9794, 0.206621, 0.00704834, -1.27064, 0.672161, 0.671926, -0.224928, -0.214759, -0.0259154, -0.0363775, -0.013999, 0.178862, 0.0710428, -0.237153, 
[2025-10-20 11:45:39.962807] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [11817] 1760975139962693, 24.9819, 0.206621, 0.00704834, -1.27064, 0.672161, 0.671926, -0.224928, -0.214759, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:45:39.965639] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [11819] 1760975139965553, 24.9848, 0.206621, 0.00704834, -1.27064, 0.672161, 0.671926, -0.224928, -0.214759, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:45:39.968203] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [11820] 1760975139968091, 24.9873, 0.206251, 0.00667395, -1.27062, 0.671879, 0.67226, -0.224863, -0.214669, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:45:39.970923] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [11821] 1760975139970799, 24.99, 0.206251, 0.00667395, -1.27062, 0.671879, 0.67226, -0.224863, -0.214669, -0.0369771, -0.0374389, 0.00258685, 0.103641, 0, -0.0374513, 
[2025-10-20 11:45:39.973633] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [11822] 1760975139973517, 24.9927, 0.206251, 0.00667395, -1.27062, 0.671879, 0.67226, -0.224863, -0.214669, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:45:39.976115] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [11824] 1760975139976058, 24.9953, 0.206251, 0.00667395, -1.27062, 0.671879, 0.67226, -0.224863, -0.214669, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:45:39.978537] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [11825] 1760975139978423, 24.9976, 0.205964, 0.00633694, -1.2707, 0.671552, 0.672598, -0.225079, -0.214404, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:45:39.981486] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [11826] 1760975139981376, 25.0006, 0.205964, 0.00633694, -1.2707, 0.671552, 0.672598, -0.225079, -0.214404, -0.0286993, -0.0337009, -0.00815753, 0.137019, 0, -0.11642, 
[2025-10-20 11:45:39.984449] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [11827] 1760975139984333, 25.0036, 0.205964, 0.00633694, -1.2707, 0.671552, 0.672598, -0.225079, -0.214404, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:45:39.986890] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [11829] 1760975139986768, 25.006, 0.205728, 0.00600583, -1.27086, 0.671209, 0.672848, -0.225727, -0.214012, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:45:39.989525] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [11830] 1760975139989413, 25.0086, 0.205728, 0.00600583, -1.27086, 0.671209, 0.672848, -0.225727, -0.214012, -0.023652, -0.0331108, -0.0157617, 0.155807, 0.0366688, -0.205871, 
[2025-10-20 11:45:39.992054] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [11831] 1760975139991934, 25.0112, 0.205728, 0.00600583, -1.27086, 0.671209, 0.672848, -0.225727, -0.214012, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:45:39.995956] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [11833] 1760975139995838, 25.0151, 0.205728, 0.00600583, -1.27086, 0.671209, 0.672848, -0.225727, -0.214012, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:45:39.997490] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [11834] 1760975139997381, 25.0166, 0.205409, 0.00565267, -1.27086, 0.670991, 0.673239, -0.22545, -0.213758, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:45:40.000514] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [11835] 1760975140000404, 25.0196, 0.205409, 0.00565267, -1.27086, 0.670991, 0.673239, -0.22545, -0.213758, -0.0318379, -0.0353166, 0, 0.0988483, -0.0800371, 0, 
[2025-10-20 11:45:40.003216] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [11836] 1760975140003101, 25.0223, 0.205409, 0.00565267, -1.27086, 0.670991, 0.673239, -0.22545, -0.213758, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:45:40.006092] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [11838] 1760975140005998, 25.0252, 0.205409, 0.00565267, -1.27086, 0.670991, 0.673239, -0.22545, -0.213758, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:45:40.008537] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [11839] 1760975140008425, 25.0277, 0.205168, 0.00525212, -1.27101, 0.670607, 0.673635, -0.225639, -0.213517, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:45:40.011656] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [11840] 1760975140011536, 25.0308, 0.205168, 0.00525212, -1.27101, 0.670607, 0.673635, -0.225639, -0.213517, -0.0241531, -0.040055, -0.0148877, 0.153327, 0, -0.11411, 
[2025-10-20 11:45:40.015233] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [11841] 1760975140015146, 25.0344, 0.205168, 0.00525212, -1.27101, 0.670607, 0.673635, -0.225639, -0.213517, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:45:40.017785] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [11843] 1760975140017674, 25.0369, 0.204969, 0.00486173, -1.27112, 0.670294, 0.673974, -0.225753, -0.213309, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:45:40.020517] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [11844] 1760975140020405, 25.0396, 0.204969, 0.00486173, -1.27112, 0.670294, 0.673974, -0.225753, -0.213309, -0.0199087, -0.0390385, -0.0106135, 0.125682, 0, -0.0887124, 
[2025-10-20 11:45:40.023103] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [11845] 1760975140022940, 25.0422, 0.204969, 0.00486173, -1.27112, 0.670294, 0.673974, -0.225753, -0.213309, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:45:40.025672] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [11846] 1760975140025585, 25.0448, 0.204969, 0.00486173, -1.27112, 0.670294, 0.673974, -0.225753, -0.213309, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:45:40.028434] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [11848] 1760975140028319, 25.0475, 0.204846, 0.00443304, -1.27132, 0.669857, 0.674261, -0.226423, -0.213062, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:45:40.031735] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [11849] 1760975140031623, 25.0508, 0.204846, 0.00443304, -1.27132, 0.669857, 0.674261, -0.226423, -0.213062, -0.0122484, -0.0428699, -0.0207651, 0.171828, 0.0608206, -0.193247, 
[2025-10-20 11:45:40.034594] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [11850] 1760975140034480, 25.0537, 0.204846, 0.00443304, -1.27132, 0.669857, 0.674261, -0.226423, -0.213062, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:45:40.037038] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [11852] 1760975140036921, 25.0561, 0.204623, 0.0039425, -1.27132, 0.669575, 0.674636, -0.226213, -0.212988, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:45:40.040164] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [11853] 1760975140040044, 25.0593, 0.204623, 0.0039425, -1.27132, 0.669575, 0.674636, -0.226213, -0.212988, -0.0222927, -0.0490538, 0, 0.101233, -0.0433207, 0, 
[2025-10-20 11:45:40.042156] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [11854] 1760975140042039, 25.0613, 0.204623, 0.0039425, -1.27132, 0.669575, 0.674636, -0.226213, -0.212988, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:45:40.045572] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [11856] 1760975140045496, 25.0647, 0.204623, 0.0039425, -1.27132, 0.669575, 0.674636, -0.226213, -0.212988, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:45:40.048182] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [11857] 1760975140048070, 25.0673, 0.204543, 0.00345465, -1.27146, 0.669221, 0.674868, -0.226818, -0.21272, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:45:40.050865] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [11858] 1760975140050755, 25.07, 0.204543, 0.00345465, -1.27146, 0.669221, 0.674868, -0.226818, -0.21272, -0.00806525, -0.0487847, -0.0136755, 0.146186, 0.0479102, -0.178204, 
[2025-10-20 11:45:40.053598] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [11859] 1760975140053483, 25.0727, 0.204543, 0.00345465, -1.27146, 0.669221, 0.674868, -0.226818, -0.21272, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:45:40.056036] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [11861] 1760975140055943, 25.0752, 0.204543, 0.00345465, -1.27146, 0.669221, 0.674868, -0.226818, -0.21272, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:45:40.058585] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [11862] 1760975140058472, 25.0777, 0.204412, 0.0029302, -1.2715, 0.668956, 0.675125, -0.227023, -0.212518, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:45:40.061391] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [11863] 1760975140061278, 25.0805, 0.204412, 0.0029302, -1.2715, 0.668956, 0.675125, -0.227023, -0.212518, -0.0130942, -0.0524447, -0.00393489, 0.109053, 0, -0.0961322, 
[2025-10-20 11:45:40.064092] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [11864] 1760975140063979, 25.0832, 0.204412, 0.0029302, -1.2715, 0.668956, 0.675125, -0.227023, -0.212518, 0, 0, 0, 0, 0, 0, 
