[2025-10-20 11:45:15.034586] [0x0000007fb92e17c0] [MocapTag] [0x000015ca] [2] Mocap timestamp, Mocap time [s], Mocap position x [m], Mocap position y [m], Mocap position z [m], Mocap Quaternion q0 [-], Mocap Quaternion q1 [-], Mocap Quaternion q2 [-], Mocap Quaternion q3 [-], Mocap Velocity x [m/s], Mocap Velocity y [m/s], Mocap Velocity z [m/s], Mocap Angular velocity x [rad/s], Mocap Angular velocity y [rad/s], Mocap Angular velocity z [rad/s], 
[2025-10-20 11:45:15.038441] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [3] 1760975115038307, 0.057532, 0.127072, -0.207433, -0.323476, 0.704518, 0.709561, 0.00723393, -0.0111727, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:45:15.040896] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [5] 1760975115040773, 0.059998, 0.127072, -0.207433, -0.323476, 0.704518, 0.709561, 0.00723393, -0.0111727, 0.00262355, 0, 0.00282904, 0, 0, 0, 
[2025-10-20 11:45:15.043386] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [7] 1760975115043276, 0.062501, 0.127072, -0.207433, -0.323476, 0.704518, 0.709561, 0.00723393, -0.0111727, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:45:15.047404] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [8] 1760975115047295, 0.06652, 0.127072, -0.207433, -0.323476, 0.704518, 0.709561, 0.00723393, -0.0111727, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:45:15.049451] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [9] 1760975115049350, 0.068575, 0.127037, -0.20746, -0.323503, 0.704604, 0.709474, 0.00728078, -0.0112504, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:45:15.052438] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [11] 1760975115052318, 0.071543, 0.127037, -0.20746, -0.323503, 0.704604, 0.709474, 0.00728078, -0.0112504, -0.00344491, -0.00266618, -0.00277761, 0, 0, 0, 
[2025-10-20 11:45:15.055297] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [12] 1760975115055188, 0.074413, 0.127037, -0.20746, -0.323503, 0.704604, 0.709474, 0.00728078, -0.0112504, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:45:15.058432] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [13] 1760975115058317, 0.077542, 0.127025, -0.207485, -0.323539, 0.704639, 0.709439, 0.00727692, -0.0113025, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:45:15.060501] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [14] 1760975115060389, 0.079614, 0.127025, -0.207485, -0.323539, 0.704639, 0.709439, 0.00727692, -0.0113025, 0, -0.00252059, -0.00353719, 0, 0, 0, 
[2025-10-20 11:45:15.063495] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [16] 1760975115063384, 0.082609, 0.127025, -0.207485, -0.323539, 0.704639, 0.709439, 0.00727692, -0.0113025, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:45:15.065842] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [17] 1760975115065738, 0.084963, 0.127025, -0.207485, -0.323539, 0.704639, 0.709439, 0.00727692, -0.0113025, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:45:15.068539] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [18] 1760975115068419, 0.087644, 0.127044, -0.207446, -0.323524, 0.704504, 0.709576, 0.0072261, -0.011141, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:45:15.071801] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [20] 1760975115071710, 0.090935, 0.127044, -0.207446, -0.323524, 0.704504, 0.709576, 0.0072261, -0.011141, 0, 0.00394402, 0, 0.0388026, 0, 0, 
[2025-10-20 11:45:15.073665] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [21] 1760975115073555, 0.09278, 0.127044, -0.207446, -0.323524, 0.704504, 0.709576, 0.0072261, -0.011141, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:45:15.076261] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [22] 1760975115076154, 0.095379, 0.127029, -0.207445, -0.323546, 0.704487, 0.709592, 0.00724599, -0.0111981, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:45:15.079480] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [23] 1760975115079374, 0.098599, 0.127029, -0.207445, -0.323546, 0.704487, 0.709592, 0.00724599, -0.0111981, 0, 0, -0.00215056, 0, 0, 0, 
[2025-10-20 11:45:15.082232] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [25] 1760975115082123, 0.101348, 0.127029, -0.207445, -0.323546, 0.704487, 0.709592, 0.00724599, -0.0111981, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:45:15.085306] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [26] 1760975115085194, 0.104419, 0.127029, -0.207445, -0.323546, 0.704487, 0.709592, 0.00724599, -0.0111981, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:45:15.087360] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [27] 1760975115087254, 0.106479, 0.127032, -0.207433, -0.323561, 0.70445, 0.709629, 0.00721462, -0.0111914, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:45:15.090242] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [28] 1760975115090130, 0.109355, 0.127032, -0.207433, -0.323561, 0.70445, 0.709629, 0.00721462, -0.0111914, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:45:15.092526] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [30] 1760975115092431, 0.111656, 0.127032, -0.207433, -0.323561, 0.70445, 0.709629, 0.00721462, -0.0111914, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:45:15.095645] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [31] 1760975115095535, 0.11476, 0.127032, -0.207433, -0.323561, 0.70445, 0.709629, 0.00721462, -0.0111914, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:45:15.098139] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [32] 1760975115098031, 0.117256, 0.12704, -0.207423, -0.323584, 0.704439, 0.709639, 0.00720685, -0.011177, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:45:15.100734] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [33] 1760975115100620, 0.119845, 0.12704, -0.207423, -0.323584, 0.704439, 0.709639, 0.00720685, -0.011177, 0, 0, -0.00232701, 0, 0, 0, 
[2025-10-20 11:45:15.103305] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [35] 1760975115103194, 0.122419, 0.12704, -0.207423, -0.323584, 0.704439, 0.709639, 0.00720685, -0.011177, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:45:15.105914] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [36] 1760975115105806, 0.125031, 0.12704, -0.207423, -0.323584, 0.704439, 0.709639, 0.00720685, -0.011177, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:45:15.108235] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [37] 1760975115108128, 0.127353, 0.12704, -0.207342, -0.323732, 0.704087, 0.709985, 0.0073938, -0.0113325, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:45:15.111636] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [39] 1760975115111569, 0.130794, 0.12704, -0.207342, -0.323732, 0.704087, 0.709985, 0.0073938, -0.0113325, 0, 0.00810787, -0.0148003, 0.0985742, 0, 0.0481671, 
[2025-10-20 11:45:15.114428] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [40] 1760975115114317, 0.133542, 0.12704, -0.207342, -0.323732, 0.704087, 0.709985, 0.0073938, -0.0113325, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:45:15.116981] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [41] 1760975115116874, 0.136099, 0.127055, -0.207455, -0.323585, 0.704418, 0.709659, 0.0072476, -0.0112882, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:45:15.120243] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [42] 1760975115120136, 0.139361, 0.127055, -0.207455, -0.323585, 0.704418, 0.709659, 0.0072476, -0.0112882, 0, -0.0112773, 0.0146897, -0.0928998, 0, 0, 
[2025-10-20 11:45:15.122413] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [44] 1760975115122306, 0.141531, 0.127055, -0.207455, -0.323585, 0.704418, 0.709659, 0.0072476, -0.0112882, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:45:15.125062] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [45] 1760975115124947, 0.144172, 0.127055, -0.207455, -0.323585, 0.704418, 0.709659, 0.0072476, -0.0112882, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:45:15.127662] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [46] 1760975115127552, 0.146777, 0.127056, -0.207445, -0.323557, 0.704531, 0.709548, 0.00723335, -0.0112126, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:45:15.130373] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [47] 1760975115130258, 0.149483, 0.127056, -0.207445, -0.323557, 0.704531, 0.709548, 0.00723335, -0.0112126, 0, 0, 0.00283172, 0, 0, 0, 
[2025-10-20 11:45:15.132956] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [49] 1760975115132844, 0.152069, 0.127056, -0.207445, -0.323557, 0.704531, 0.709548, 0.00723335, -0.0112126, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:45:15.135480] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [50] 1760975115135376, 0.154601, 0.127056, -0.207445, -0.323557, 0.704531, 0.709548, 0.00723335, -0.0112126, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:45:15.137996] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [51] 1760975115137890, 0.157115, 0.127071, -0.207451, -0.323559, 0.704582, 0.709496, 0.00722245, -0.011274, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:45:15.140783] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [52] 1760975115140684, 0.159909, 0.127071, -0.207451, -0.323559, 0.704582, 0.709496, 0.00722245, -0.011274, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:45:15.143396] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [54] 1760975115143283, 0.162508, 0.127071, -0.207451, -0.323559, 0.704582, 0.709496, 0.00722245, -0.011274, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:45:15.145851] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [55] 1760975115145747, 0.164972, 0.127071, -0.207451, -0.323559, 0.704582, 0.709496, 0.00722245, -0.011274, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:45:15.148766] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [56] 1760975115148657, 0.167882, 0.127101, -0.207326, -0.323653, 0.704118, 0.709957, 0.00729529, -0.0112184, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:45:15.151134] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [57] 1760975115151048, 0.170273, 0.127101, -0.207326, -0.323653, 0.704118, 0.709957, 0.00729529, -0.0112184, 0.00296324, 0.0125197, -0.0093588, 0.131166, 0, 0, 
[2025-10-20 11:45:15.153673] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [59] 1760975115153553, 0.172778, 0.127101, -0.207326, -0.323653, 0.704118, 0.709957, 0.00729529, -0.0112184, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:45:15.156258] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [60] 1760975115156147, 0.175372, 0.127076, -0.20742, -0.323552, 0.704369, 0.709708, 0.00719968, -0.0113026, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:45:15.159428] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [61] 1760975115159311, 0.178536, 0.127076, -0.20742, -0.323552, 0.704369, 0.709708, 0.00719968, -0.0113026, -0.00246762, -0.0094446, 0.0100935, -0.0711083, 0, 0, 
[2025-10-20 11:45:15.162081] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [63] 1760975115161976, 0.181201, 0.127076, -0.20742, -0.323552, 0.704369, 0.709708, 0.00719968, -0.0113026, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:45:15.164830] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [64] 1760975115164719, 0.183944, 0.127076, -0.20742, -0.323552, 0.704369, 0.709708, 0.00719968, -0.0113026, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:45:15.167281] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [65] 1760975115167173, 0.186398, 0.12706, -0.207438, -0.323519, 0.70461, 0.709469, 0.00718216, -0.0112567, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:45:15.170107] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [66] 1760975115169995, 0.18922, 0.12706, -0.207438, -0.323519, 0.70461, 0.709469, 0.00718216, -0.0112567, 0, 0, 0.00323497, -0.0678301, 0, 0, 
[2025-10-20 11:45:15.174190] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [68] 1760975115174077, 0.193302, 0.12706, -0.207438, -0.323519, 0.70461, 0.709469, 0.00718216, -0.0112567, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:45:15.175765] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [69] 1760975115175649, 0.194874, 0.12706, -0.207438, -0.323519, 0.70461, 0.709469, 0.00718216, -0.0112567, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:45:15.178411] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [70] 1760975115178301, 0.197526, 0.127045, -0.207455, -0.323542, 0.704603, 0.709475, 0.00717806, -0.0112904, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:45:15.181202] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [71] 1760975115181112, 0.200337, 0.127045, -0.207455, -0.323542, 0.704603, 0.709475, 0.00717806, -0.0112904, 0, 0, -0.00225479, 0, 0, 0, 
[2025-10-20 11:45:15.183492] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [73] 1760975115183379, 0.202604, 0.127045, -0.207455, -0.323542, 0.704603, 0.709475, 0.00717806, -0.0112904, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:45:15.185866] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [74] 1760975115185762, 0.204987, 0.127045, -0.207455, -0.323542, 0.704603, 0.709475, 0.00717806, -0.0112904, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:45:15.189046] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [75] 1760975115188937, 0.208162, 0.12707, -0.207438, -0.323548, 0.704565, 0.709514, 0.00717172, -0.0112421, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:45:15.191792] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [77] 1760975115191712, 0.210937, 0.12707, -0.207438, -0.323548, 0.704565, 0.709514, 0.00717172, -0.0112421, 0.00259669, 0, 0, 0, 0, 0, 
[2025-10-20 11:45:15.194325] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [78] 1760975115194213, 0.213438, 0.12707, -0.207438, -0.323548, 0.704565, 0.709514, 0.00717172, -0.0112421, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:45:15.197067] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [79] 1760975115196956, 0.216181, 0.127067, -0.207298, -0.32369, 0.703991, 0.710083, 0.00732803, -0.0111917, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:45:15.201455] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [80] 1760975115201365, 0.22059, 0.127067, -0.207298, -0.32369, 0.703991, 0.710083, 0.00732803, -0.0111917, 0, 0.0140463, -0.0142897, 0.161862, 0, 0, 
[2025-10-20 11:45:15.202135] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [82] 1760975115202050, 0.221275, 0.127067, -0.207298, -0.32369, 0.703991, 0.710083, 0.00732803, -0.0111917, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:45:15.205333] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [83] 1760975115205223, 0.224448, 0.127067, -0.207298, -0.32369, 0.703991, 0.710083, 0.00732803, -0.0111917, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:45:15.207634] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [84] 1760975115207506, 0.226731, 0.127083, -0.207339, -0.323691, 0.704156, 0.709919, 0.00730827, -0.0112473, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:45:15.210416] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [85] 1760975115210305, 0.22953, 0.127083, -0.207339, -0.323691, 0.704156, 0.709919, 0.00730827, -0.0112473, 0, -0.0040913, 0, -0.0465512, 0, 0, 
[2025-10-20 11:45:15.212971] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [87] 1760975115212860, 0.232085, 0.127083, -0.207339, -0.323691, 0.704156, 0.709919, 0.00730827, -0.0112473, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:45:15.215619] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [88] 1760975115215513, 0.234738, 0.127083, -0.207339, -0.323691, 0.704156, 0.709919, 0.00730827, -0.0112473, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:45:15.218150] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [89] 1760975115218040, 0.237265, 0.127019, -0.207445, -0.323565, 0.704542, 0.709537, 0.00728671, -0.0112003, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:45:15.221361] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [91] 1760975115221307, 0.240532, 0.127019, -0.207445, -0.323565, 0.704542, 0.709537, 0.00728671, -0.0112003, -0.00643444, -0.0105874, 0.0125938, -0.108564, 0, 0, 
[2025-10-20 11:45:15.224193] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [92] 1760975115224084, 0.243309, 0.127019, -0.207445, -0.323565, 0.704542, 0.709537, 0.00728671, -0.0112003, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:45:15.226520] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [93] 1760975115226413, 0.245638, 0.127007, -0.207457, -0.323604, 0.704395, 0.70968, 0.00734384, -0.0113512, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:45:15.229478] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [94] 1760975115229373, 0.248598, 0.127007, -0.207457, -0.323604, 0.704395, 0.70968, 0.00734384, -0.0113512, 0, 0, -0.00393989, 0.04071, 0, 0, 
[2025-10-20 11:45:15.232047] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [96] 1760975115231967, 0.251192, 0.127007, -0.207457, -0.323604, 0.704395, 0.70968, 0.00734384, -0.0113512, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:45:15.234670] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [97] 1760975115234561, 0.253786, 0.127007, -0.207457, -0.323604, 0.704395, 0.70968, 0.00734384, -0.0113512, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:45:15.237561] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [98] 1760975115237442, 0.256667, 0.127013, -0.207422, -0.323537, 0.704549, 0.709528, 0.0072991, -0.0112691, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:45:15.240525] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [99] 1760975115240413, 0.259638, 0.127013, -0.207422, -0.323537, 0.704549, 0.709528, 0.0072991, -0.0112691, 0, 0.00354167, 0.00675574, -0.0431061, 0, 0, 
[2025-10-20 11:45:15.243227] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [101] 1760975115243105, 0.26233, 0.127013, -0.207422, -0.323537, 0.704549, 0.709528, 0.0072991, -0.0112691, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:45:15.246043] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [102] 1760975115245930, 0.265155, 0.127013, -0.207422, -0.323537, 0.704549, 0.709528, 0.0072991, -0.0112691, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:45:15.248567] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [103] 1760975115248452, 0.267677, 0.127007, -0.207416, -0.323541, 0.704482, 0.709594, 0.00728306, -0.0113467, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:45:15.251753] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [105] 1760975115251675, 0.2709, 0.127007, -0.207416, -0.323541, 0.704482, 0.709594, 0.00728306, -0.0113467, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:45:15.253692] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [106] 1760975115253578, 0.272803, 0.127007, -0.207416, -0.323541, 0.704482, 0.709594, 0.00728306, -0.0113467, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:45:15.256463] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [107] 1760975115256346, 0.275571, 0.127015, -0.207449, -0.323532, 0.704514, 0.709564, 0.00727519, -0.0112447, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:45:15.259122] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [108] 1760975115259016, 0.278241, 0.127015, -0.207449, -0.323532, 0.704514, 0.709564, 0.00727519, -0.0112447, 0, -0.00324603, 0, 0, 0, 0, 
[2025-10-20 11:45:15.261655] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [110] 1760975115261583, 0.280808, 0.127015, -0.207449, -0.323532, 0.704514, 0.709564, 0.00727519, -0.0112447, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:45:15.264304] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [111] 1760975115264195, 0.28342, 0.127015, -0.207449, -0.323532, 0.704514, 0.709564, 0.00727519, -0.0112447, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:45:15.267360] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [112] 1760975115267255, 0.28648, 0.127033, -0.207456, -0.323556, 0.70457, 0.709508, 0.00727944, -0.011287, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:45:15.269566] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [113] 1760975115269455, 0.28868, 0.127033, -0.207456, -0.323556, 0.70457, 0.709508, 0.00727944, -0.011287, 0, 0, -0.0023791, 0, 0, 0, 
[2025-10-20 11:45:15.272035] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [115] 1760975115271953, 0.291178, 0.127033, -0.207456, -0.323556, 0.70457, 0.709508, 0.00727944, -0.011287, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:45:15.275106] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [116] 1760975115274996, 0.294221, 0.127033, -0.207456, -0.323556, 0.70457, 0.709508, 0.00727944, -0.011287, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:45:15.277122] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [117] 1760975115277016, 0.296241, 0.127049, -0.207432, -0.323548, 0.704497, 0.709581, 0.00722871, -0.0112693, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:45:15.280031] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [118] 1760975115279917, 0.299142, 0.127049, -0.207432, -0.323548, 0.704497, 0.709581, 0.00722871, -0.0112693, 0, 0.00242268, 0, 0, 0, 0, 
[2025-10-20 11:45:15.283075] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [120] 1760975115282931, 0.302156, 0.127049, -0.207432, -0.323548, 0.704497, 0.709581, 0.00722871, -0.0112693, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:45:15.285104] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [121] 1760975115285003, 0.304228, 0.127049, -0.207432, -0.323548, 0.704497, 0.709581, 0.00722871, -0.0112693, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:45:15.287632] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [122] 1760975115287528, 0.306753, 0.127033, -0.207436, -0.323569, 0.704538, 0.709539, 0.00725828, -0.0113391, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:45:15.290441] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [123] 1760975115290330, 0.309555, 0.127033, -0.207436, -0.323569, 0.704538, 0.709539, 0.00725828, -0.0113391, 0, 0, -0.00212739, 0, 0, 0, 
[2025-10-20 11:45:15.293194] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [125] 1760975115293083, 0.312308, 0.127033, -0.207436, -0.323569, 0.704538, 0.709539, 0.00725828, -0.0113391, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:45:15.295610] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [126] 1760975115295508, 0.314733, 0.127033, -0.207436, -0.323569, 0.704538, 0.709539, 0.00725828, -0.0113391, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:45:15.298173] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [127] 1760975115298064, 0.317289, 0.127091, -0.207318, -0.323708, 0.704104, 0.70997, 0.00728512, -0.0112891, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:45:15.300848] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [128] 1760975115300758, 0.319983, 0.127091, -0.207318, -0.323708, 0.704104, 0.70997, 0.00728512, -0.0112891, 0.00574897, 0.0118216, -0.0139139, 0.122547, 0, 0, 
[2025-10-20 11:45:15.303528] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [130] 1760975115303414, 0.322639, 0.127091, -0.207318, -0.323708, 0.704104, 0.70997, 0.00728512, -0.0112891, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:45:15.305886] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [131] 1760975115305781, 0.325006, 0.127091, -0.207318, -0.323708, 0.704104, 0.70997, 0.00728512, -0.0112891, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:45:15.308508] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [132] 1760975115308399, 0.327624, 0.127073, -0.207435, -0.32359, 0.704379, 0.709698, 0.00721723, -0.0112608, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:45:15.311288] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [134] 1760975115311232, 0.330457, 0.127073, -0.207435, -0.32359, 0.704379, 0.709698, 0.00721723, -0.0112608, 0, -0.0117257, 0.011848, -0.0773907, 0, 0, 
[2025-10-20 11:45:15.313819] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [135] 1760975115313708, 0.332933, 0.127073, -0.207435, -0.32359, 0.704379, 0.709698, 0.00721723, -0.0112608, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:45:15.316846] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [136] 1760975115316685, 0.33591, 0.127032, -0.207265, -0.323789, 0.704452, 0.709627, 0.00724001, -0.0112152, 0, 0, 0, 0, 0, 0, 
