[2025-10-20 11:39:16.740603] [0x0000007f93d977c0] [MocapTag] [0x00000b4b] [2] Mocap timestamp, Mocap time [s], Mocap position x [m], Mocap position y [m], Mocap position z [m], Mocap Quaternion q0 [-], Mocap Quaternion q1 [-], Mocap Quaternion q2 [-], Mocap Quaternion q3 [-], Mocap Velocity x [m/s], Mocap Velocity y [m/s], Mocap Velocity z [m/s], Mocap Angular velocity x [rad/s], Mocap Angular velocity y [rad/s], Mocap Angular velocity z [rad/s], 
[2025-10-20 11:39:47.803458] [0x0000007f82ffc9a0] [MocapTag] [0x00000b4b] [14676] 1760974787803337, 31.1359, 0.148581, -0.204995, -0.942253, 0.675128, 0.683402, -0.191492, -0.201232, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:39:47.806375] [0x0000007f82ffc9a0] [MocapTag] [0x00000b4b] [14677] 1760974787806231, 31.1387, 0.148581, -0.204995, -0.942253, 0.675128, 0.683402, -0.191492, -0.201232, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:39:47.808396] [0x0000007f82ffc9a0] [MocapTag] [0x00000b4b] [14678] 1760974787808284, 31.1408, 0.148366, -0.205038, -0.937277, 0.673919, 0.683392, -0.19119, -0.20556, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:39:47.811830] [0x0000007f82ffc9a0] [MocapTag] [0x00000b4b] [14680] 1760974787811774, 31.1443, 0.148366, -0.205038, -0.937277, 0.673919, 0.683392, -0.19119, -0.20556, -0.0215546, -0.00429825, 0.497556, 0, 0.596982, 0.688573, 
[2025-10-20 11:39:47.814444] [0x0000007f82ffc9a0] [MocapTag] [0x00000b4b] [14681] 1760974787814331, 31.1468, 0.148366, -0.205038, -0.937277, 0.673919, 0.683392, -0.19119, -0.20556, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:39:47.817344] [0x0000007f82ffc9a0] [MocapTag] [0x00000b4b] [14682] 1760974787817226, 31.1497, 0.148103, -0.205279, -0.932401, 0.673627, 0.683825, -0.19004, -0.206144, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:39:47.820056] [0x0000007f82ffc9a0] [MocapTag] [0x00000b4b] [14683] 1760974787819939, 31.1525, 0.148103, -0.205279, -0.932401, 0.673627, 0.683825, -0.19004, -0.206144, -0.0262399, -0.0241873, 0.487666, 0.0358462, -0.0810623, 0.245242, 
[2025-10-20 11:39:47.822436] [0x0000007f82ffc9a0] [MocapTag] [0x00000b4b] [14684] 1760974787822350, 31.1549, 0.148103, -0.205279, -0.932401, 0.673627, 0.683825, -0.19004, -0.206144, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:39:47.825199] [0x0000007f82ffc9a0] [MocapTag] [0x00000b4b] [14686] 1760974787825086, 31.1576, 0.148103, -0.205279, -0.932401, 0.673627, 0.683825, -0.19004, -0.206144, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:39:47.828148] [0x0000007f82ffc9a0] [MocapTag] [0x00000b4b] [14687] 1760974787828038, 31.1606, 0.1476, -0.205199, -0.927555, 0.673307, 0.684384, -0.188252, -0.206975, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:39:47.831118] [0x0000007f82ffc9a0] [MocapTag] [0x00000b4b] [14688] 1760974787831007, 31.1635, 0.1476, -0.205199, -0.927555, 0.673307, 0.684384, -0.188252, -0.206975, -0.0503056, 0.00803157, 0.484588, 0, -0.137824, 0.379994, 
[2025-10-20 11:39:47.833689] [0x0000007f82ffc9a0] [MocapTag] [0x00000b4b] [14690] 1760974787833576, 31.1661, 0.1476, -0.205199, -0.927555, 0.673307, 0.684384, -0.188252, -0.206975, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:39:47.836113] [0x0000007f82ffc9a0] [MocapTag] [0x00000b4b] [14691] 1760974787836010, 31.1685, 0.1476, -0.205199, -0.927555, 0.673307, 0.684384, -0.188252, -0.206975, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:39:47.837944] [0x0000007f82ffc9a0] [MocapTag] [0x00000b4b] [14692] 1760974787837821, 31.1703, 0.147119, -0.205251, -0.92271, 0.672837, 0.685173, -0.186726, -0.207271, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:39:47.841385] [0x0000007f82ffc9a0] [MocapTag] [0x00000b4b] [14693] 1760974787841270, 31.1738, 0.147119, -0.205251, -0.92271, 0.672837, 0.685173, -0.186726, -0.207271, -0.0480799, -0.0051639, 0.484512, 0.119531, -0.177372, 0.233861, 
[2025-10-20 11:39:47.844248] [0x0000007f82ffc9a0] [MocapTag] [0x00000b4b] [14695] 1760974787844134, 31.1767, 0.147119, -0.205251, -0.92271, 0.672837, 0.685173, -0.186726, -0.207271, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:39:47.846874] [0x0000007f82ffc9a0] [MocapTag] [0x00000b4b] [14696] 1760974787846761, 31.1793, 0.146555, -0.205364, -0.917795, 0.672948, 0.685815, -0.185387, -0.205987, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:39:47.849944] [0x0000007f82ffc9a0] [MocapTag] [0x00000b4b] [14697] 1760974787849822, 31.1823, 0.146555, -0.205364, -0.917795, 0.672948, 0.685815, -0.185387, -0.205987, -0.0564637, -0.0113463, 0.491513, 0.0875711, -0.384861, 0, 
[2025-10-20 11:39:47.852406] [0x0000007f82ffc9a0] [MocapTag] [0x00000b4b] [14699] 1760974787852314, 31.1848, 0.146555, -0.205364, -0.917795, 0.672948, 0.685815, -0.185387, -0.205987, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:39:47.854948] [0x0000007f82ffc9a0] [MocapTag] [0x00000b4b] [14700] 1760974787854833, 31.1874, 0.146555, -0.205364, -0.917795, 0.672948, 0.685815, -0.185387, -0.205987, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:39:47.857393] [0x0000007f82ffc9a0] [MocapTag] [0x00000b4b] [14701] 1760974787857282, 31.1898, 0.145895, -0.205234, -0.912831, 0.672931, 0.68593, -0.184334, -0.206603, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:39:47.860415] [0x0000007f82ffc9a0] [MocapTag] [0x00000b4b] [14702] 1760974787860298, 31.1928, 0.145895, -0.205234, -0.912831, 0.672931, 0.68593, -0.184334, -0.206603, -0.0659554, 0.0130166, 0.496323, -0.054872, -0.062865, 0.261516, 
[2025-10-20 11:39:47.863394] [0x0000007f82ffc9a0] [MocapTag] [0x00000b4b] [14704] 1760974787863284, 31.1958, 0.145895, -0.205234, -0.912831, 0.672931, 0.68593, -0.184334, -0.206603, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:39:47.866082] [0x0000007f82ffc9a0] [MocapTag] [0x00000b4b] [14705] 1760974787865971, 31.1985, 0.145895, -0.205234, -0.912831, 0.672931, 0.68593, -0.184334, -0.206603, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:39:47.868642] [0x0000007f82ffc9a0] [MocapTag] [0x00000b4b] [14706] 1760974787868529, 31.201, 0.14511, -0.205271, -0.907644, 0.672013, 0.686314, -0.187952, -0.205049, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:39:47.871697] [0x0000007f82ffc9a0] [MocapTag] [0x00000b4b] [14707] 1760974787871610, 31.2041, 0.14511, -0.205271, -0.907644, 0.672013, 0.686314, -0.187952, -0.205049, -0.0785095, -0.00373135, 0.518776, 0.445175, 0.301433, -0.890648, 
[2025-10-20 11:39:47.873835] [0x0000007f82ffc9a0] [MocapTag] [0x00000b4b] [14709] 1760974787873723, 31.2062, 0.14511, -0.205271, -0.907644, 0.672013, 0.686314, -0.187952, -0.205049, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:39:47.876427] [0x0000007f82ffc9a0] [MocapTag] [0x00000b4b] [14710] 1760974787876280, 31.2088, 0.14511, -0.205271, -0.907644, 0.672013, 0.686314, -0.187952, -0.205049, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:39:47.878923] [0x0000007f82ffc9a0] [MocapTag] [0x00000b4b] [14711] 1760974787878800, 31.2113, 0.144755, -0.20546, -0.902415, 0.67198, 0.68615, -0.187795, -0.205849, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:39:47.881764] [0x0000007f82ffc9a0] [MocapTag] [0x00000b4b] [14712] 1760974787881650, 31.2142, 0.144755, -0.20546, -0.902415, 0.67198, 0.68615, -0.187795, -0.205849, -0.0354788, -0.0188956, 0.52292, -0.0662088, 0.0953913, 0.159784, 
[2025-10-20 11:39:47.884327] [0x0000007f82ffc9a0] [MocapTag] [0x00000b4b] [14714] 1760974787884215, 31.2167, 0.144755, -0.20546, -0.902415, 0.67198, 0.68615, -0.187795, -0.205849, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:39:47.886942] [0x0000007f82ffc9a0] [MocapTag] [0x00000b4b] [14715] 1760974787886822, 31.2193, 0.144343, -0.205633, -0.897158, 0.672061, 0.686106, -0.187204, -0.206271, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:39:47.889807] [0x0000007f82ffc9a0] [MocapTag] [0x00000b4b] [14716] 1760974787889650, 31.2222, 0.144343, -0.205633, -0.897158, 0.672061, 0.686106, -0.187204, -0.206271, -0.0412107, -0.0172566, 0.525689, -0.067234, 0, 0.168698, 
[2025-10-20 11:39:47.892160] [0x0000007f82ffc9a0] [MocapTag] [0x00000b4b] [14718] 1760974787892095, 31.2246, 0.144343, -0.205633, -0.897158, 0.672061, 0.686106, -0.187204, -0.206271, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:39:47.894836] [0x0000007f82ffc9a0] [MocapTag] [0x00000b4b] [14719] 1760974787894722, 31.2272, 0.144343, -0.205633, -0.897158, 0.672061, 0.686106, -0.187204, -0.206271, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:39:47.897279] [0x0000007f82ffc9a0] [MocapTag] [0x00000b4b] [14720] 1760974787897168, 31.2297, 0.143928, -0.205839, -0.891762, 0.672513, 0.685705, -0.186847, -0.206455, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:39:47.900193] [0x0000007f82ffc9a0] [MocapTag] [0x00000b4b] [14721] 1760974787900077, 31.2326, 0.143928, -0.205839, -0.891762, 0.672513, 0.685705, -0.186847, -0.206455, -0.0415399, -0.0205668, 0.53959, -0.161862, 0, 0.126566, 
[2025-10-20 11:39:47.902587] [0x0000007f82ffc9a0] [MocapTag] [0x00000b4b] [14723] 1760974787902490, 31.235, 0.143928, -0.205839, -0.891762, 0.672513, 0.685705, -0.186847, -0.206455, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:39:47.905189] [0x0000007f82ffc9a0] [MocapTag] [0x00000b4b] [14724] 1760974787905077, 31.2376, 0.143928, -0.205839, -0.891762, 0.672513, 0.685705, -0.186847, -0.206455, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:39:47.907969] [0x0000007f82ffc9a0] [MocapTag] [0x00000b4b] [14725] 1760974787907856, 31.2404, 0.143562, -0.206028, -0.886255, 0.673025, 0.68518, -0.186993, -0.206396, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:39:47.910797] [0x0000007f82ffc9a0] [MocapTag] [0x00000b4b] [14726] 1760974787910677, 31.2432, 0.143562, -0.206028, -0.886255, 0.673025, 0.68518, -0.186993, -0.206396, -0.0365467, -0.0189212, 0.550709, -0.157487, 0, 0, 
[2025-10-20 11:39:47.913389] [0x0000007f82ffc9a0] [MocapTag] [0x00000b4b] [14728] 1760974787913192, 31.2457, 0.143562, -0.206028, -0.886255, 0.673025, 0.68518, -0.186993, -0.206396, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:39:47.915843] [0x0000007f82ffc9a0] [MocapTag] [0x00000b4b] [14729] 1760974787915731, 31.2482, 0.143562, -0.206028, -0.886255, 0.673025, 0.68518, -0.186993, -0.206396, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:39:47.918302] [0x0000007f82ffc9a0] [MocapTag] [0x00000b4b] [14730] 1760974787918192, 31.2507, 0.143052, -0.206176, -0.880555, 0.673756, 0.684548, -0.186936, -0.20616, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:39:47.921165] [0x0000007f82ffc9a0] [MocapTag] [0x00000b4b] [14731] 1760974787921050, 31.2536, 0.143052, -0.206176, -0.880555, 0.673756, 0.684548, -0.186936, -0.20616, -0.0510377, -0.0148342, 0.569944, -0.209939, -0.0457525, 0, 
[2025-10-20 11:39:47.923753] [0x0000007f82ffc9a0] [MocapTag] [0x00000b4b] [14733] 1760974787923619, 31.2561, 0.143052, -0.206176, -0.880555, 0.673756, 0.684548, -0.186936, -0.20616, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:39:47.926293] [0x0000007f82ffc9a0] [MocapTag] [0x00000b4b] [14734] 1760974787926185, 31.2587, 0.143052, -0.206176, -0.880555, 0.673756, 0.684548, -0.186936, -0.20616, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:39:47.928729] [0x0000007f82ffc9a0] [MocapTag] [0x00000b4b] [14735] 1760974787928602, 31.2611, 0.142624, -0.206357, -0.874863, 0.674478, 0.683858, -0.187132, -0.205912, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:39:47.931333] [0x0000007f82ffc9a0] [MocapTag] [0x00000b4b] [14736] 1760974787931215, 31.2637, 0.142624, -0.206357, -0.874863, 0.674478, 0.683858, -0.187132, -0.205912, -0.0427503, -0.0180755, 0.569198, -0.206256, 0, 0, 
[2025-10-20 11:39:47.934290] [0x0000007f82ffc9a0] [MocapTag] [0x00000b4b] [14738] 1760974787934167, 31.2667, 0.142624, -0.206357, -0.874863, 0.674478, 0.683858, -0.187132, -0.205912, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:39:47.936889] [0x0000007f82ffc9a0] [MocapTag] [0x00000b4b] [14739] 1760974787936775, 31.2693, 0.142271, -0.206576, -0.869049, 0.675091, 0.683213, -0.187613, -0.205606, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:39:47.939815] [0x0000007f82ffc9a0] [MocapTag] [0x00000b4b] [14740] 1760974787939666, 31.2722, 0.142271, -0.206576, -0.869049, 0.675091, 0.683213, -0.187613, -0.205606, -0.0353382, -0.0218995, 0.581375, -0.165868, 0, -0.0677465, 
[2025-10-20 11:39:47.942191] [0x0000007f82ffc9a0] [MocapTag] [0x00000b4b] [14742] 1760974787942128, 31.2746, 0.142271, -0.206576, -0.869049, 0.675091, 0.683213, -0.187613, -0.205606, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:39:47.944987] [0x0000007f82ffc9a0] [MocapTag] [0x00000b4b] [14743] 1760974787944875, 31.2774, 0.142271, -0.206576, -0.869049, 0.675091, 0.683213, -0.187613, -0.205606, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:39:47.947680] [0x0000007f82ffc9a0] [MocapTag] [0x00000b4b] [14744] 1760974787947569, 31.2801, 0.141984, -0.206639, -0.862971, 0.674894, 0.682943, -0.188764, -0.206095, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:39:47.950545] [0x0000007f82ffc9a0] [MocapTag] [0x00000b4b] [14745] 1760974787950427, 31.2829, 0.141984, -0.206639, -0.862971, 0.674894, 0.682943, -0.188764, -0.206095, -0.028717, -0.00631267, 0.607828, 0, 0.241101, -0.102026, 
[2025-10-20 11:39:47.953095] [0x0000007f82ffc9a0] [MocapTag] [0x00000b4b] [14747] 1760974787952930, 31.2854, 0.141984, -0.206639, -0.862971, 0.674894, 0.682943, -0.188764, -0.206095, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:39:47.955751] [0x0000007f82ffc9a0] [MocapTag] [0x00000b4b] [14748] 1760974787955640, 31.2882, 0.141984, -0.206639, -0.862971, 0.674894, 0.682943, -0.188764, -0.206095, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:39:47.958023] [0x0000007f82ffc9a0] [MocapTag] [0x00000b4b] [14749] 1760974787957915, 31.2904, 0.141834, -0.206503, -0.856051, 0.679145, 0.6779, -0.18589, -0.211325, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:39:47.961029] [0x0000007f82ffc9a0] [MocapTag] [0x00000b4b] [14750] 1760974787960911, 31.2934, 0.141834, -0.206503, -0.856051, 0.679145, 0.6779, -0.18589, -0.211325, -0.0149791, 0.0135766, 0.69202, -1.88429, 0.321871, 1.74602, 
[2025-10-20 11:39:47.963628] [0x0000007f82ffc9a0] [MocapTag] [0x00000b4b] [14752] 1760974787963511, 31.296, 0.141834, -0.206503, -0.856051, 0.679145, 0.6779, -0.18589, -0.211325, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:39:47.966049] [0x0000007f82ffc9a0] [MocapTag] [0x00000b4b] [14753] 1760974787965941, 31.2985, 0.141834, -0.206503, -0.856051, 0.679145, 0.6779, -0.18589, -0.211325, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:39:47.968565] [0x0000007f82ffc9a0] [MocapTag] [0x00000b4b] [14754] 1760974787968442, 31.301, 0.141511, -0.206553, -0.850098, 0.678829, 0.678241, -0.186099, -0.211062, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:39:47.971615] [0x0000007f82ffc9a0] [MocapTag] [0x00000b4b] [14755] 1760974787971526, 31.304, 0.141511, -0.206553, -0.850098, 0.678829, 0.678241, -0.186099, -0.211062, -0.0322761, -0.00495609, 0.595312, 0.128448, 0, -0.107246, 
[2025-10-20 11:39:47.974199] [0x0000007f82ffc9a0] [MocapTag] [0x00000b4b] [14757] 1760974787974076, 31.3066, 0.141511, -0.206553, -0.850098, 0.678829, 0.678241, -0.186099, -0.211062, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:39:47.976607] [0x0000007f82ffc9a0] [MocapTag] [0x00000b4b] [14758] 1760974787976497, 31.309, 0.140989, -0.206717, -0.844536, 0.677605, 0.679349, -0.186099, -0.211432, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:39:47.979793] [0x0000007f82ffc9a0] [MocapTag] [0x00000b4b] [14759] 1760974787979633, 31.3122, 0.140989, -0.206717, -0.844536, 0.677605, 0.679349, -0.186099, -0.211432, -0.0522078, -0.0163655, 0.556134, 0.35665, 0.0611782, -0.0489961, 
[2025-10-20 11:39:47.982968] [0x0000007f82ffc9a0] [MocapTag] [0x00000b4b] [14761] 1760974787982891, 31.3154, 0.140989, -0.206717, -0.844536, 0.677605, 0.679349, -0.186099, -0.211432, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:39:47.985712] [0x0000007f82ffc9a0] [MocapTag] [0x00000b4b] [14762] 1760974787985574, 31.3181, 0.140989, -0.206717, -0.844536, 0.677605, 0.679349, -0.186099, -0.211432, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:39:47.988161] [0x0000007f82ffc9a0] [MocapTag] [0x00000b4b] [14763] 1760974787988051, 31.3206, 0.140508, -0.209019, -0.841722, 0.674765, 0.680003, -0.191379, -0.213687, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:39:47.991015] [0x0000007f82ffc9a0] [MocapTag] [0x00000b4b] [14764] 1760974787990896, 31.3234, 0.140508, -0.209019, -0.841722, 0.674765, 0.680003, -0.191379, -0.213687, -0.0480979, -0.230215, 0.281473, 0.682926, 1.12197, -0.639114, 
[2025-10-20 11:39:47.993500] [0x0000007f82ffc9a0] [MocapTag] [0x00000b4b] [14766] 1760974787993403, 31.3259, 0.140508, -0.209019, -0.841722, 0.674765, 0.680003, -0.191379, -0.213687, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:39:47.996091] [0x0000007f82ffc9a0] [MocapTag] [0x00000b4b] [14767] 1760974787995977, 31.3285, 0.140508, -0.209019, -0.841722, 0.674765, 0.680003, -0.191379, -0.213687, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:39:47.998523] [0x0000007f82ffc9a0] [MocapTag] [0x00000b4b] [14768] 1760974787998413, 31.3309, 0.139665, -0.208863, -0.835287, 0.674447, 0.680007, -0.191992, -0.21413, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:39:48.001342] [0x0000007f82ffc9a0] [MocapTag] [0x00000b4b] [14769] 1760974788001257, 31.3338, 0.139665, -0.208863, -0.835287, 0.674447, 0.680007, -0.191992, -0.21413, -0.0843538, 0.0155624, 0.64348, 0.0572324, 0.15651, -0.0412717, 
[2025-10-20 11:39:48.004227] [0x0000007f82ffc9a0] [MocapTag] [0x00000b4b] [14771] 1760974788004116, 31.3366, 0.139665, -0.208863, -0.835287, 0.674447, 0.680007, -0.191992, -0.21413, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:39:48.006405] [0x0000007f82ffc9a0] [MocapTag] [0x00000b4b] [14772] 1760974788006271, 31.3388, 0.139631, -0.209086, -0.829641, 0.674104, 0.68044, -0.191951, -0.213869, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:39:48.009254] [0x0000007f82ffc9a0] [MocapTag] [0x00000b4b] [14773] 1760974788009131, 31.3416, 0.139631, -0.209086, -0.829641, 0.674104, 0.68044, -0.191951, -0.213869, -0.00332882, -0.0223297, 0.564575, 0.137341, -0.0425339, -0.0739522, 
[2025-10-20 11:39:48.011817] [0x0000007f82ffc9a0] [MocapTag] [0x00000b4b] [14774] 1760974788011732, 31.3442, 0.139631, -0.209086, -0.829641, 0.674104, 0.68044, -0.191951, -0.213869, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:39:48.014339] [0x0000007f82ffc9a0] [MocapTag] [0x00000b4b] [14776] 1760974788014221, 31.3467, 0.139631, -0.209086, -0.829641, 0.674104, 0.68044, -0.191951, -0.213869, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:39:48.016923] [0x0000007f82ffc9a0] [MocapTag] [0x00000b4b] [14777] 1760974788016814, 31.3493, 0.139205, -0.209128, -0.823569, 0.673771, 0.680661, -0.192246, -0.213949, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:39:48.019659] [0x0000007f82ffc9a0] [MocapTag] [0x00000b4b] [14778] 1760974788019539, 31.3521, 0.139205, -0.209128, -0.823569, 0.673771, 0.680661, -0.192246, -0.213949, -0.0426384, -0.00412334, 0.607171, 0.0992894, 0.0566661, -0.0612684, 
[2025-10-20 11:39:48.022219] [0x0000007f82ffc9a0] [MocapTag] [0x00000b4b] [14779] 1760974788022134, 31.3547, 0.139205, -0.209128, -0.823569, 0.673771, 0.680661, -0.192246, -0.213949, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:39:48.025219] [0x0000007f82ffc9a0] [MocapTag] [0x00000b4b] [14781] 1760974788025107, 31.3576, 0.139205, -0.209128, -0.823569, 0.673771, 0.680661, -0.192246, -0.213949, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:39:48.027649] [0x0000007f82ffc9a0] [MocapTag] [0x00000b4b] [14782] 1760974788027542, 31.3601, 0.138777, -0.209172, -0.817469, 0.673399, 0.680889, -0.192645, -0.214038, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:39:48.030506] [0x0000007f82ffc9a0] [MocapTag] [0x00000b4b] [14783] 1760974788030390, 31.3629, 0.138777, -0.209172, -0.817469, 0.673399, 0.680889, -0.192645, -0.214038, -0.0427601, -0.00444515, 0.610005, 0.111187, 0.0734389, -0.0787903, 
[2025-10-20 11:39:48.033129] [0x0000007f82ffc9a0] [MocapTag] [0x00000b4b] [14785] 1760974788032992, 31.3655, 0.138777, -0.209172, -0.817469, 0.673399, 0.680889, -0.192645, -0.214038, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:39:48.036218] [0x0000007f82ffc9a0] [MocapTag] [0x00000b4b] [14786] 1760974788036105, 31.3686, 0.138777, -0.209172, -0.817469, 0.673399, 0.680889, -0.192645, -0.214038, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:39:48.038650] [0x0000007f82ffc9a0] [MocapTag] [0x00000b4b] [14787] 1760974788038540, 31.3711, 0.137929, -0.209113, -0.811481, 0.675212, 0.680588, -0.192787, -0.209095, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:39:48.041324] [0x0000007f82ffc9a0] [MocapTag] [0x00000b4b] [14788] 1760974788041207, 31.3737, 0.137929, -0.209113, -0.811481, 0.675212, 0.680588, -0.192787, -0.209095, -0.084882, 0.00585876, 0.598815, -0.0852704, -0.713265, -0.727501, 
[2025-10-20 11:39:48.044236] [0x0000007f82ffc9a0] [MocapTag] [0x00000b4b] [14790] 1760974788044118, 31.3766, 0.137929, -0.209113, -0.811481, 0.675212, 0.680588, -0.192787, -0.209095, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:39:48.046443] [0x0000007f82ffc9a0] [MocapTag] [0x00000b4b] [14791] 1760974788046294, 31.3788, 0.137946, -0.206999, -0.802933, 0.676313, 0.681129, -0.187644, -0.208457, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:39:48.049284] [0x0000007f82ffc9a0] [MocapTag] [0x00000b4b] [14792] 1760974788049168, 31.3817, 0.137946, -0.206999, -0.802933, 0.676313, 0.681129, -0.187644, -0.208457, 0, 0.211491, 0.854834, -0.290132, -0.853586, 0.745721, 
[2025-10-20 11:39:48.052480] [0x0000007f82ffc9a0] [MocapTag] [0x00000b4b] [14794] 1760974788052383, 31.3849, 0.137946, -0.206999, -0.802933, 0.676313, 0.681129, -0.187644, -0.208457, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:39:48.056797] [0x0000007f82ffc9a0] [MocapTag] [0x00000b4b] [14795] 1760974788056685, 31.3892, 0.137946, -0.206999, -0.802933, 0.676313, 0.681129, -0.187644, -0.208457, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:39:48.057359] [0x0000007f82ffc9a0] [MocapTag] [0x00000b4b] [14796] 1760974788057277, 31.3898, 0.137389, -0.207417, -0.797342, 0.677034, 0.682351, -0.187021, -0.202594, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:39:48.060258] [0x0000007f82ffc9a0] [MocapTag] [0x00000b4b] [14797] 1760974788060141, 31.3927, 0.137389, -0.207417, -0.797342, 0.677034, 0.682351, -0.187021, -0.202594, -0.0557204, -0.0418628, 0.559092, 0.339198, -0.95349, -0.873387, 
[2025-10-20 11:39:48.062795] [0x0000007f82ffc9a0] [MocapTag] [0x00000b4b] [14799] 1760974788062738, 31.3953, 0.137389, -0.207417, -0.797342, 0.677034, 0.682351, -0.187021, -0.202594, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:39:48.065478] [0x0000007f82ffc9a0] [MocapTag] [0x00000b4b] [14800] 1760974788065368, 31.3979, 0.137389, -0.207417, -0.797342, 0.677034, 0.682351, -0.187021, -0.202594, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:39:48.068090] [0x0000007f82ffc9a0] [MocapTag] [0x00000b4b] [14801] 1760974788067980, 31.4005, 0.136927, -0.207435, -0.791328, 0.677196, 0.682465, -0.187435, -0.201283, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:39:48.070933] [0x0000007f82ffc9a0] [MocapTag] [0x00000b4b] [14802] 1760974788070817, 31.4033, 0.136927, -0.207435, -0.791328, 0.677196, 0.682465, -0.187435, -0.201283, -0.0461508, 0, 0.601368, 0.0730991, -0.13243, -0.274979, 
[2025-10-20 11:39:48.073603] [0x0000007f82ffc9a0] [MocapTag] [0x00000b4b] [14804] 1760974788073484, 31.406, 0.136927, -0.207435, -0.791328, 0.677196, 0.682465, -0.187435, -0.201283, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:39:48.076106] [0x0000007f82ffc9a0] [MocapTag] [0x00000b4b] [14805] 1760974788075992, 31.4085, 0.136927, -0.207435, -0.791328, 0.677196, 0.682465, -0.187435, -0.201283, 0, 0, 0, 0, 0, 0, 
