[2025-10-20 11:39:16.740603] [0x0000007f93d977c0] [MocapTag] [0x00000b4b] [2] Mocap timestamp, Mocap time [s], Mocap position x [m], Mocap position y [m], Mocap position z [m], Mocap Quaternion q0 [-], Mocap Quaternion q1 [-], Mocap Quaternion q2 [-], Mocap Quaternion q3 [-], Mocap Velocity x [m/s], Mocap Velocity y [m/s], Mocap Velocity z [m/s], Mocap Angular velocity x [rad/s], Mocap Angular velocity y [rad/s], Mocap Angular velocity z [rad/s], 
[2025-10-20 11:39:16.743130] [0x0000007f82ffc9a0] [MocapTag] [0x00000b4b] [3] 1760974756742904, 0.075422, 0.11312, -0.230231, -0.321944, 0.701369, 0.712729, 0.00131666, -0.0098575, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:39:16.745902] [0x0000007f82ffc9a0] [MocapTag] [0x00000b4b] [5] 1760974756745783, 0.078301, 0.11312, -0.230231, -0.321944, 0.701369, 0.712729, 0.00131666, -0.0098575, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:39:16.748327] [0x0000007f82ffc9a0] [MocapTag] [0x00000b4b] [7] 1760974756748207, 0.080725, 0.113118, -0.23022, -0.321942, 0.701353, 0.712745, 0.0013147, -0.00981663, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:39:16.751064] [0x0000007f82ffc9a0] [MocapTag] [0x00000b4b] [8] 1760974756750902, 0.08342, 0.113118, -0.23022, -0.321942, 0.701353, 0.712745, 0.0013147, -0.00981663, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:39:16.753481] [0x0000007f82ffc9a0] [MocapTag] [0x00000b4b] [9] 1760974756753373, 0.085891, 0.113118, -0.23022, -0.321942, 0.701353, 0.712745, 0.0013147, -0.00981663, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:39:16.756120] [0x0000007f82ffc9a0] [MocapTag] [0x00000b4b] [10] 1760974756756008, 0.088526, 0.113118, -0.23022, -0.321942, 0.701353, 0.712745, 0.0013147, -0.00981663, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:39:16.758910] [0x0000007f82ffc9a0] [MocapTag] [0x00000b4b] [12] 1760974756758792, 0.09131, 0.113113, -0.23022, -0.321937, 0.701338, 0.71276, 0.00132741, -0.00980002, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:39:16.761705] [0x0000007f82ffc9a0] [MocapTag] [0x00000b4b] [13] 1760974756761592, 0.09411, 0.113113, -0.23022, -0.321937, 0.701338, 0.71276, 0.00132741, -0.00980002, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:39:16.763905] [0x0000007f82ffc9a0] [MocapTag] [0x00000b4b] [14] 1760974756763796, 0.096314, 0.113113, -0.23022, -0.321937, 0.701338, 0.71276, 0.00132741, -0.00980002, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:39:16.766731] [0x0000007f82ffc9a0] [MocapTag] [0x00000b4b] [15] 1760974756766609, 0.099127, 0.113114, -0.230222, -0.321932, 0.701321, 0.712777, 0.00132247, -0.00982295, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:39:16.769398] [0x0000007f82ffc9a0] [MocapTag] [0x00000b4b] [17] 1760974756769283, 0.101801, 0.113114, -0.230222, -0.321932, 0.701321, 0.712777, 0.00132247, -0.00982295, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:39:16.771778] [0x0000007f82ffc9a0] [MocapTag] [0x00000b4b] [18] 1760974756771670, 0.104188, 0.113114, -0.230222, -0.321932, 0.701321, 0.712777, 0.00132247, -0.00982295, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:39:16.774339] [0x0000007f82ffc9a0] [MocapTag] [0x00000b4b] [19] 1760974756774229, 0.106747, 0.113114, -0.230222, -0.321932, 0.701321, 0.712777, 0.00132247, -0.00982295, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:39:16.777058] [0x0000007f82ffc9a0] [MocapTag] [0x00000b4b] [20] 1760974756776939, 0.109457, 0.113109, -0.230238, -0.321938, 0.701339, 0.712758, 0.00133448, -0.00988137, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:39:16.780037] [0x0000007f82ffc9a0] [MocapTag] [0x00000b4b] [22] 1760974756779924, 0.112442, 0.113109, -0.230238, -0.321938, 0.701339, 0.712758, 0.00133448, -0.00988137, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:39:16.782275] [0x0000007f82ffc9a0] [MocapTag] [0x00000b4b] [23] 1760974756782170, 0.114688, 0.113109, -0.230238, -0.321938, 0.701339, 0.712758, 0.00133448, -0.00988137, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:39:16.785017] [0x0000007f82ffc9a0] [MocapTag] [0x00000b4b] [24] 1760974756784910, 0.117428, 0.113109, -0.230238, -0.321938, 0.701339, 0.712758, 0.00133448, -0.00988137, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:39:16.787613] [0x0000007f82ffc9a0] [MocapTag] [0x00000b4b] [25] 1760974756787522, 0.12004, 0.113125, -0.230214, -0.321892, 0.701299, 0.712798, 0.0012995, -0.0098804, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:39:16.790248] [0x0000007f82ffc9a0] [MocapTag] [0x00000b4b] [27] 1760974756790135, 0.122653, 0.113125, -0.230214, -0.321892, 0.701299, 0.712798, 0.0012995, -0.0098804, 0, 0.00242309, 0.00461212, 0, 0, 0, 
[2025-10-20 11:39:16.793622] [0x0000007f82ffc9a0] [MocapTag] [0x00000b4b] [28] 1760974756793504, 0.126022, 0.113125, -0.230214, -0.321892, 0.701299, 0.712798, 0.0012995, -0.0098804, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:39:16.795817] [0x0000007f82ffc9a0] [MocapTag] [0x00000b4b] [29] 1760974756795707, 0.128225, 0.113125, -0.230214, -0.321892, 0.701299, 0.712798, 0.0012995, -0.0098804, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:39:16.797937] [0x0000007f82ffc9a0] [MocapTag] [0x00000b4b] [31] 1760974756797857, 0.130375, 0.113122, -0.230219, -0.321895, 0.701284, 0.712813, 0.00130903, -0.00980993, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:39:16.801289] [0x0000007f82ffc9a0] [MocapTag] [0x00000b4b] [32] 1760974756801178, 0.133696, 0.113122, -0.230219, -0.321895, 0.701284, 0.712813, 0.00130903, -0.00980993, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:39:16.803310] [0x0000007f82ffc9a0] [MocapTag] [0x00000b4b] [33] 1760974756803202, 0.13572, 0.113122, -0.230219, -0.321895, 0.701284, 0.712813, 0.00130903, -0.00980993, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:39:16.806453] [0x0000007f82ffc9a0] [MocapTag] [0x00000b4b] [34] 1760974756806286, 0.138804, 0.113122, -0.230219, -0.321895, 0.701284, 0.712813, 0.00130903, -0.00980993, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:39:16.808973] [0x0000007f82ffc9a0] [MocapTag] [0x00000b4b] [36] 1760974756808863, 0.141381, 0.113119, -0.230213, -0.321882, 0.701285, 0.712812, 0.00130936, -0.0098432, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:39:16.811645] [0x0000007f82ffc9a0] [MocapTag] [0x00000b4b] [37] 1760974756811536, 0.144054, 0.113119, -0.230213, -0.321882, 0.701285, 0.712812, 0.00130936, -0.0098432, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:39:16.814349] [0x0000007f82ffc9a0] [MocapTag] [0x00000b4b] [38] 1760974756814232, 0.14675, 0.113119, -0.230213, -0.321882, 0.701285, 0.712812, 0.00130936, -0.0098432, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:39:16.816846] [0x0000007f82ffc9a0] [MocapTag] [0x00000b4b] [39] 1760974756816729, 0.149247, 0.113121, -0.230209, -0.321877, 0.701282, 0.712815, 0.00129591, -0.00985561, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:39:16.819592] [0x0000007f82ffc9a0] [MocapTag] [0x00000b4b] [41] 1760974756819480, 0.151998, 0.113121, -0.230209, -0.321877, 0.701282, 0.712815, 0.00129591, -0.00985561, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:39:16.822968] [0x0000007f82ffc9a0] [MocapTag] [0x00000b4b] [42] 1760974756822856, 0.155374, 0.113121, -0.230209, -0.321877, 0.701282, 0.712815, 0.00129591, -0.00985561, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:39:16.825776] [0x0000007f82ffc9a0] [MocapTag] [0x00000b4b] [43] 1760974756825669, 0.158187, 0.113121, -0.230209, -0.321877, 0.701282, 0.712815, 0.00129591, -0.00985561, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:39:16.828517] [0x0000007f82ffc9a0] [MocapTag] [0x00000b4b] [45] 1760974756828391, 0.160909, 0.113115, -0.230211, -0.321885, 0.701295, 0.712802, 0.00130642, -0.00985839, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:39:16.831205] [0x0000007f82ffc9a0] [MocapTag] [0x00000b4b] [46] 1760974756831095, 0.163613, 0.113115, -0.230211, -0.321885, 0.701295, 0.712802, 0.00130642, -0.00985839, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:39:16.833757] [0x0000007f82ffc9a0] [MocapTag] [0x00000b4b] [47] 1760974756833643, 0.166161, 0.113115, -0.230211, -0.321885, 0.701295, 0.712802, 0.00130642, -0.00985839, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:39:16.836400] [0x0000007f82ffc9a0] [MocapTag] [0x00000b4b] [48] 1760974756836260, 0.168778, 0.113115, -0.230211, -0.321885, 0.701295, 0.712802, 0.00130642, -0.00985839, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:39:16.839186] [0x0000007f82ffc9a0] [MocapTag] [0x00000b4b] [50] 1760974756839073, 0.171591, 0.113131, -0.230206, -0.321889, 0.701294, 0.712803, 0.00128149, -0.00985319, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:39:16.841739] [0x0000007f82ffc9a0] [MocapTag] [0x00000b4b] [51] 1760974756841615, 0.174133, 0.113131, -0.230206, -0.321889, 0.701294, 0.712803, 0.00128149, -0.00985319, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:39:16.844471] [0x0000007f82ffc9a0] [MocapTag] [0x00000b4b] [52] 1760974756844357, 0.176875, 0.113131, -0.230206, -0.321889, 0.701294, 0.712803, 0.00128149, -0.00985319, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:39:16.847480] [0x0000007f82ffc9a0] [MocapTag] [0x00000b4b] [53] 1760974756847389, 0.179907, 0.113128, -0.230208, -0.321899, 0.701314, 0.712784, 0.00129833, -0.00981995, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:39:16.849895] [0x0000007f82ffc9a0] [MocapTag] [0x00000b4b] [55] 1760974756849782, 0.1823, 0.113128, -0.230208, -0.321899, 0.701314, 0.712784, 0.00129833, -0.00981995, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:39:16.853291] [0x0000007f82ffc9a0] [MocapTag] [0x00000b4b] [56] 1760974756853185, 0.185703, 0.113128, -0.230208, -0.321899, 0.701314, 0.712784, 0.00129833, -0.00981995, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:39:16.855609] [0x0000007f82ffc9a0] [MocapTag] [0x00000b4b] [57] 1760974756855494, 0.188012, 0.113128, -0.230208, -0.321899, 0.701314, 0.712784, 0.00129833, -0.00981995, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:39:16.858224] [0x0000007f82ffc9a0] [MocapTag] [0x00000b4b] [59] 1760974756858128, 0.190646, 0.113125, -0.230206, -0.321913, 0.701339, 0.712759, 0.00129697, -0.00980897, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:39:16.860943] [0x0000007f82ffc9a0] [MocapTag] [0x00000b4b] [60] 1760974756860832, 0.19335, 0.113125, -0.230206, -0.321913, 0.701339, 0.712759, 0.00129697, -0.00980897, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:39:16.864318] [0x0000007f82ffc9a0] [MocapTag] [0x00000b4b] [61] 1760974756864206, 0.196724, 0.113125, -0.230206, -0.321913, 0.701339, 0.712759, 0.00129697, -0.00980897, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:39:16.866138] [0x0000007f82ffc9a0] [MocapTag] [0x00000b4b] [62] 1760974756866034, 0.198552, 0.113125, -0.230206, -0.321913, 0.701339, 0.712759, 0.00129697, -0.00980897, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:39:16.868886] [0x0000007f82ffc9a0] [MocapTag] [0x00000b4b] [64] 1760974756868766, 0.201284, 0.113125, -0.230222, -0.321926, 0.701351, 0.712747, 0.001304, -0.0097877, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:39:16.871932] [0x0000007f82ffc9a0] [MocapTag] [0x00000b4b] [65] 1760974756871823, 0.204341, 0.113125, -0.230222, -0.321926, 0.701351, 0.712747, 0.001304, -0.0097877, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:39:16.874277] [0x0000007f82ffc9a0] [MocapTag] [0x00000b4b] [66] 1760974756874165, 0.206683, 0.113125, -0.230222, -0.321926, 0.701351, 0.712747, 0.001304, -0.0097877, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:39:16.876780] [0x0000007f82ffc9a0] [MocapTag] [0x00000b4b] [67] 1760974756876666, 0.209184, 0.113125, -0.230236, -0.32195, 0.701375, 0.712724, 0.00131598, -0.00980855, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:39:16.879759] [0x0000007f82ffc9a0] [MocapTag] [0x00000b4b] [69] 1760974756879600, 0.212118, 0.113125, -0.230236, -0.32195, 0.701375, 0.712724, 0.00131598, -0.00980855, 0, 0, -0.00239419, 0, 0, 0, 
[2025-10-20 11:39:16.882842] [0x0000007f82ffc9a0] [MocapTag] [0x00000b4b] [70] 1760974756882729, 0.215247, 0.113125, -0.230236, -0.32195, 0.701375, 0.712724, 0.00131598, -0.00980855, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:39:16.886173] [0x0000007f82ffc9a0] [MocapTag] [0x00000b4b] [71] 1760974756886064, 0.218582, 0.113125, -0.230236, -0.32195, 0.701375, 0.712724, 0.00131598, -0.00980855, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:39:16.888877] [0x0000007f82ffc9a0] [MocapTag] [0x00000b4b] [73] 1760974756888762, 0.22128, 0.113128, -0.230231, -0.321939, 0.701376, 0.712724, 0.00131898, -0.00973309, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:39:16.891586] [0x0000007f82ffc9a0] [MocapTag] [0x00000b4b] [74] 1760974756891476, 0.223994, 0.113128, -0.230231, -0.321939, 0.701376, 0.712724, 0.00131898, -0.00973309, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:39:16.894465] [0x0000007f82ffc9a0] [MocapTag] [0x00000b4b] [75] 1760974756894344, 0.226862, 0.113128, -0.230231, -0.321939, 0.701376, 0.712724, 0.00131898, -0.00973309, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:39:16.896642] [0x0000007f82ffc9a0] [MocapTag] [0x00000b4b] [76] 1760974756896530, 0.229048, 0.113131, -0.230237, -0.321935, 0.701385, 0.712714, 0.00131984, -0.00976831, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:39:16.899492] [0x0000007f82ffc9a0] [MocapTag] [0x00000b4b] [78] 1760974756899379, 0.231897, 0.113131, -0.230237, -0.321935, 0.701385, 0.712714, 0.00131984, -0.00976831, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:39:16.903970] [0x0000007f82ffc9a0] [MocapTag] [0x00000b4b] [79] 1760974756903857, 0.236375, 0.113131, -0.230237, -0.321935, 0.701385, 0.712714, 0.00131984, -0.00976831, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:39:16.905397] [0x0000007f82ffc9a0] [MocapTag] [0x00000b4b] [80] 1760974756905293, 0.237811, 0.113131, -0.230237, -0.321935, 0.701385, 0.712714, 0.00131984, -0.00976831, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:39:16.907902] [0x0000007f82ffc9a0] [MocapTag] [0x00000b4b] [82] 1760974756907844, 0.240362, 0.113125, -0.230233, -0.321942, 0.701372, 0.712727, 0.00132812, -0.00981623, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:39:16.910791] [0x0000007f82ffc9a0] [MocapTag] [0x00000b4b] [83] 1760974756910678, 0.243196, 0.113125, -0.230233, -0.321942, 0.701372, 0.712727, 0.00132812, -0.00981623, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:39:16.913207] [0x0000007f82ffc9a0] [MocapTag] [0x00000b4b] [84] 1760974756913099, 0.245617, 0.113125, -0.230233, -0.321942, 0.701372, 0.712727, 0.00132812, -0.00981623, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:39:16.915842] [0x0000007f82ffc9a0] [MocapTag] [0x00000b4b] [85] 1760974756915725, 0.248243, 0.113125, -0.230233, -0.321942, 0.701372, 0.712727, 0.00132812, -0.00981623, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:39:16.918907] [0x0000007f82ffc9a0] [MocapTag] [0x00000b4b] [87] 1760974756918789, 0.251307, 0.113117, -0.230231, -0.321935, 0.701351, 0.712747, 0.00132841, -0.00982489, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:39:16.921548] [0x0000007f82ffc9a0] [MocapTag] [0x00000b4b] [88] 1760974756921440, 0.253958, 0.113117, -0.230231, -0.321935, 0.701351, 0.712747, 0.00132841, -0.00982489, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:39:16.925596] [0x0000007f82ffc9a0] [MocapTag] [0x00000b4b] [89] 1760974756925485, 0.258003, 0.113117, -0.230231, -0.321935, 0.701351, 0.712747, 0.00132841, -0.00982489, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:39:16.926897] [0x0000007f82ffc9a0] [MocapTag] [0x00000b4b] [90] 1760974756926781, 0.259299, 0.113119, -0.230217, -0.321929, 0.701334, 0.712763, 0.00131581, -0.00986446, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:39:16.929494] [0x0000007f82ffc9a0] [MocapTag] [0x00000b4b] [92] 1760974756929379, 0.261897, 0.113119, -0.230217, -0.321929, 0.701334, 0.712763, 0.00131581, -0.00986446, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:39:16.931907] [0x0000007f82ffc9a0] [MocapTag] [0x00000b4b] [93] 1760974756931800, 0.264318, 0.113119, -0.230217, -0.321929, 0.701334, 0.712763, 0.00131581, -0.00986446, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:39:16.934524] [0x0000007f82ffc9a0] [MocapTag] [0x00000b4b] [94] 1760974756934417, 0.266935, 0.113119, -0.230217, -0.321929, 0.701334, 0.712763, 0.00131581, -0.00986446, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:39:16.937114] [0x0000007f82ffc9a0] [MocapTag] [0x00000b4b] [95] 1760974756937029, 0.269547, 0.113114, -0.230207, -0.321915, 0.701289, 0.712807, 0.00132727, -0.00986813, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:39:16.940045] [0x0000007f82ffc9a0] [MocapTag] [0x00000b4b] [97] 1760974756939932, 0.27245, 0.113114, -0.230207, -0.321915, 0.701289, 0.712807, 0.00132727, -0.00986813, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:39:16.943590] [0x0000007f82ffc9a0] [MocapTag] [0x00000b4b] [98] 1760974756943479, 0.275997, 0.113114, -0.230207, -0.321915, 0.701289, 0.712807, 0.00132727, -0.00986813, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:39:16.945177] [0x0000007f82ffc9a0] [MocapTag] [0x00000b4b] [99] 1760974756945071, 0.277589, 0.113114, -0.230207, -0.321915, 0.701289, 0.712807, 0.00132727, -0.00986813, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:39:16.948629] [0x0000007f82ffc9a0] [MocapTag] [0x00000b4b] [101] 1760974756948511, 0.281029, 0.11312, -0.230208, -0.321913, 0.701295, 0.712802, 0.00130054, -0.0098937, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:39:16.951302] [0x0000007f82ffc9a0] [MocapTag] [0x00000b4b] [102] 1760974756951196, 0.283714, 0.11312, -0.230208, -0.321913, 0.701295, 0.712802, 0.00130054, -0.0098937, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:39:16.953773] [0x0000007f82ffc9a0] [MocapTag] [0x00000b4b] [103] 1760974756953662, 0.28618, 0.11312, -0.230208, -0.321913, 0.701295, 0.712802, 0.00130054, -0.0098937, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:39:16.956153] [0x0000007f82ffc9a0] [MocapTag] [0x00000b4b] [104] 1760974756956047, 0.288565, 0.11312, -0.230208, -0.321913, 0.701295, 0.712802, 0.00130054, -0.0098937, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:39:16.958733] [0x0000007f82ffc9a0] [MocapTag] [0x00000b4b] [106] 1760974756958618, 0.291136, 0.113124, -0.230201, -0.321899, 0.701274, 0.712822, 0.00127461, -0.00990321, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:39:16.961471] [0x0000007f82ffc9a0] [MocapTag] [0x00000b4b] [107] 1760974756961359, 0.293877, 0.113124, -0.230201, -0.321899, 0.701274, 0.712822, 0.00127461, -0.00990321, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:39:16.964520] [0x0000007f82ffc9a0] [MocapTag] [0x00000b4b] [108] 1760974756964416, 0.296934, 0.113124, -0.230201, -0.321899, 0.701274, 0.712822, 0.00127461, -0.00990321, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:39:16.967256] [0x0000007f82ffc9a0] [MocapTag] [0x00000b4b] [109] 1760974756967167, 0.299685, 0.113131, -0.230211, -0.3219, 0.701294, 0.712802, 0.00130072, -0.00990526, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:39:16.970120] [0x0000007f82ffc9a0] [MocapTag] [0x00000b4b] [111] 1760974756969967, 0.302485, 0.113131, -0.230211, -0.3219, 0.701294, 0.712802, 0.00130072, -0.00990526, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:39:16.972634] [0x0000007f82ffc9a0] [MocapTag] [0x00000b4b] [112] 1760974756972514, 0.305032, 0.113131, -0.230211, -0.3219, 0.701294, 0.712802, 0.00130072, -0.00990526, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:39:16.975362] [0x0000007f82ffc9a0] [MocapTag] [0x00000b4b] [113] 1760974756975249, 0.307767, 0.113131, -0.230211, -0.3219, 0.701294, 0.712802, 0.00130072, -0.00990526, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:39:16.977817] [0x0000007f82ffc9a0] [MocapTag] [0x00000b4b] [115] 1760974756977751, 0.310269, 0.113134, -0.230218, -0.321882, 0.701309, 0.712788, 0.00128687, -0.00981968, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:39:16.980879] [0x0000007f82ffc9a0] [MocapTag] [0x00000b4b] [116] 1760974756980763, 0.313281, 0.113134, -0.230218, -0.321882, 0.701309, 0.712788, 0.00128687, -0.00981968, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:39:16.983546] [0x0000007f82ffc9a0] [MocapTag] [0x00000b4b] [117] 1760974756983429, 0.315947, 0.113134, -0.230218, -0.321882, 0.701309, 0.712788, 0.00128687, -0.00981968, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:39:16.987461] [0x0000007f82ffc9a0] [MocapTag] [0x00000b4b] [118] 1760974756987372, 0.31989, 0.113134, -0.230218, -0.321882, 0.701309, 0.712788, 0.00128687, -0.00981968, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:39:16.988826] [0x0000007f82ffc9a0] [MocapTag] [0x00000b4b] [120] 1760974756988707, 0.321225, 0.113109, -0.230259, -0.321838, 0.701496, 0.712605, 0.00125972, -0.00978118, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:39:16.991312] [0x0000007f82ffc9a0] [MocapTag] [0x00000b4b] [121] 1760974756991199, 0.323717, 0.113109, -0.230259, -0.321838, 0.701496, 0.712605, 0.00125972, -0.00978118, -0.0024645, -0.00409406, 0.00437984, -0.0522137, 0, 0, 
[2025-10-20 11:39:16.993812] [0x0000007f82ffc9a0] [MocapTag] [0x00000b4b] [122] 1760974756993702, 0.32622, 0.113109, -0.230259, -0.321838, 0.701496, 0.712605, 0.00125972, -0.00978118, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:39:16.997210] [0x0000007f82ffc9a0] [MocapTag] [0x00000b4b] [123] 1760974756997093, 0.329611, 0.113122, -0.230239, -0.321877, 0.701465, 0.712636, 0.00131798, -0.00975756, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:39:16.999500] [0x0000007f82ffc9a0] [MocapTag] [0x00000b4b] [125] 1760974756999382, 0.3319, 0.113122, -0.230239, -0.321877, 0.701465, 0.712636, 0.00131798, -0.00975756, 0, 0, -0.00384959, 0, 0, 0, 
[2025-10-20 11:39:17.002227] [0x0000007f82ffc9a0] [MocapTag] [0x00000b4b] [126] 1760974757002117, 0.334635, 0.113122, -0.230239, -0.321877, 0.701465, 0.712636, 0.00131798, -0.00975756, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:39:17.005138] [0x0000007f82ffc9a0] [MocapTag] [0x00000b4b] [127] 1760974757005021, 0.337539, 0.113122, -0.230239, -0.321877, 0.701465, 0.712636, 0.00131798, -0.00975756, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:39:17.007336] [0x0000007f82ffc9a0] [MocapTag] [0x00000b4b] [128] 1760974757007253, 0.339771, 0.113149, -0.230185, -0.321976, 0.701138, 0.712958, 0.00136261, -0.00975716, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:39:17.010346] [0x0000007f82ffc9a0] [MocapTag] [0x00000b4b] [130] 1760974757010232, 0.34275, 0.113149, -0.230185, -0.321976, 0.701138, 0.712958, 0.00136261, -0.00975716, 0.00267303, 0.00539754, -0.00989488, 0.0918388, 0, 0, 
[2025-10-20 11:39:17.011837] [0x0000007f82ffc9a0] [MocapTag] [0x00000b4b] [131] 1760974757011733, 0.344251, 0.113149, -0.230185, -0.321976, 0.701138, 0.712958, 0.00136261, -0.00975716, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:39:17.015363] [0x0000007f82ffc9a0] [MocapTag] [0x00000b4b] [132] 1760974757015246, 0.347764, 0.113149, -0.230185, -0.321976, 0.701138, 0.712958, 0.00136261, -0.00975716, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:39:17.018277] [0x0000007f82ffc9a0] [MocapTag] [0x00000b4b] [134] 1760974757018162, 0.35068, 0.113126, -0.230227, -0.321922, 0.701341, 0.712758, 0.00130062, -0.00975571, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:39:17.021120] [0x0000007f82ffc9a0] [MocapTag] [0x00000b4b] [135] 1760974757021005, 0.353523, 0.113126, -0.230227, -0.321922, 0.701341, 0.712758, 0.00130062, -0.00975571, -0.00223341, -0.00415938, 0.0053337, -0.0570536, 0, 0, 
[2025-10-20 11:39:17.023633] [0x0000007f82ffc9a0] [MocapTag] [0x00000b4b] [136] 1760974757023504, 0.356022, 0.113126, -0.230227, -0.321922, 0.701341, 0.712758, 0.00130062, -0.00975571, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:39:17.026243] [0x0000007f82ffc9a0] [MocapTag] [0x00000b4b] [137] 1760974757026120, 0.358638, 0.113126, -0.230227, -0.321922, 0.701341, 0.712758, 0.00130062, -0.00975571, 0, 0, 0, 0, 0, 0, 
