[2025-10-20 15:07:43.193586] [0x0000007faf4887c0] [MocapTag] [0x00000903] [2] Mocap timestamp, Mocap time [s], Mocap position x [m], Mocap position y [m], Mocap position z [m], Mocap Quaternion q0 [-], Mocap Quaternion q1 [-], Mocap Quaternion q2 [-], Mocap Quaternion q3 [-], Mocap Velocity x [m/s], Mocap Velocity y [m/s], Mocap Velocity z [m/s], Mocap Angular velocity x [rad/s], Mocap Angular velocity y [rad/s], Mocap Angular velocity z [rad/s], 
[2025-10-20 15:08:01.608676] [0x0000007f9e7fb9a0] [MocapTag] [0x00000903] [8734] 1760987281608570, 18.4893, 1.39722, -1.09737, -1.30708, 0.113825, -0.00633791, -0.69042, -0.71437, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:08:01.611242] [0x0000007f9e7fb9a0] [MocapTag] [0x00000903] [8735] 1760987281611125, 18.4918, 1.37619, -1.10055, -1.30749, 0.111288, -0.00515358, -0.691464, -0.713769, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:08:01.613869] [0x0000007f9e7fb9a0] [MocapTag] [0x00000903] [8736] 1760987281613782, 18.4945, 1.37619, -1.10055, -1.30749, 0.111288, -0.00515358, -0.691464, -0.713769, -2.10338, -0.318316, -0.0416344, -0.29037, -0.159045, 0.556493, 
[2025-10-20 15:08:01.616352] [0x0000007f9e7fb9a0] [MocapTag] [0x00000903] [8738] 1760987281616231, 18.497, 1.37619, -1.10055, -1.30749, 0.111288, -0.00515358, -0.691464, -0.713769, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:08:01.619476] [0x0000007f9e7fb9a0] [MocapTag] [0x00000903] [8739] 1760987281619367, 18.5001, 1.37619, -1.10055, -1.30749, 0.111288, -0.00515358, -0.691464, -0.713769, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:08:01.622159] [0x0000007f9e7fb9a0] [MocapTag] [0x00000903] [8740] 1760987281622045, 18.5028, 1.35504, -1.10367, -1.30776, 0.109, -0.00461022, -0.692336, -0.71328, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:08:01.625254] [0x0000007f9e7fb9a0] [MocapTag] [0x00000903] [8742] 1760987281625175, 18.5059, 1.35504, -1.10367, -1.30776, 0.109, -0.00461022, -0.692336, -0.71328, -2.11495, -0.311925, -0.0269691, -0.244474, -0.221619, 0.427222, 
[2025-10-20 15:08:01.627354] [0x0000007f9e7fb9a0] [MocapTag] [0x00000903] [8743] 1760987281627242, 18.508, 1.35504, -1.10367, -1.30776, 0.109, -0.00461022, -0.692336, -0.71328, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:08:01.629833] [0x0000007f9e7fb9a0] [MocapTag] [0x00000903] [8744] 1760987281629694, 18.5104, 1.35504, -1.10367, -1.30776, 0.109, -0.00461022, -0.692336, -0.71328, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:08:01.632927] [0x0000007f9e7fb9a0] [MocapTag] [0x00000903] [8745] 1760987281632813, 18.5135, 1.33379, -1.10683, -1.30804, 0.107151, -0.00372683, -0.693149, -0.712776, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:08:01.635350] [0x0000007f9e7fb9a0] [MocapTag] [0x00000903] [8747] 1760987281635258, 18.516, 1.33379, -1.10683, -1.30804, 0.107151, -0.00372683, -0.693149, -0.712776, -2.12545, -0.315872, -0.0281406, -0.22701, -0.113457, 0.408554, 
[2025-10-20 15:08:01.637993] [0x0000007f9e7fb9a0] [MocapTag] [0x00000903] [8748] 1760987281637881, 18.5186, 1.33379, -1.10683, -1.30804, 0.107151, -0.00372683, -0.693149, -0.712776, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:08:01.640423] [0x0000007f9e7fb9a0] [MocapTag] [0x00000903] [8749] 1760987281640319, 18.521, 1.31243, -1.10999, -1.30824, 0.105608, -0.00286359, -0.693789, -0.712387, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:08:01.643170] [0x0000007f9e7fb9a0] [MocapTag] [0x00000903] [8750] 1760987281643011, 18.5237, 1.31243, -1.10999, -1.30824, 0.105608, -0.00286359, -0.693789, -0.712387, -2.13593, -0.31549, -0.0190646, -0.178766, -0.0779167, 0.357342, 
[2025-10-20 15:08:01.645753] [0x0000007f9e7fb9a0] [MocapTag] [0x00000903] [8752] 1760987281645648, 18.5264, 1.31243, -1.10999, -1.30824, 0.105608, -0.00286359, -0.693789, -0.712387, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:08:01.648144] [0x0000007f9e7fb9a0] [MocapTag] [0x00000903] [8753] 1760987281648028, 18.5287, 1.31243, -1.10999, -1.30824, 0.105608, -0.00286359, -0.693789, -0.712387, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:08:01.650884] [0x0000007f9e7fb9a0] [MocapTag] [0x00000903] [8754] 1760987281650761, 18.5315, 1.2909, -1.11302, -1.30829, 0.104268, -0.00273267, -0.694239, -0.712147, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:08:01.653451] [0x0000007f9e7fb9a0] [MocapTag] [0x00000903] [8755] 1760987281653365, 18.5341, 1.2909, -1.11302, -1.30829, 0.104268, -0.00273267, -0.694239, -0.712147, -2.15213, -0.303446, -0.00517638, -0.126898, -0.159314, 0.222182, 
[2025-10-20 15:08:01.655954] [0x0000007f9e7fb9a0] [MocapTag] [0x00000903] [8757] 1760987281655840, 18.5366, 1.2909, -1.11302, -1.30829, 0.104268, -0.00273267, -0.694239, -0.712147, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:08:01.658455] [0x0000007f9e7fb9a0] [MocapTag] [0x00000903] [8758] 1760987281658346, 18.5391, 1.2909, -1.11302, -1.30829, 0.104268, -0.00273267, -0.694239, -0.712147, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:08:01.660787] [0x0000007f9e7fb9a0] [MocapTag] [0x00000903] [8759] 1760987281660682, 18.5414, 1.26914, -1.11603, -1.30825, 0.103371, -0.0027327, -0.694577, -0.711947, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:08:01.663624] [0x0000007f9e7fb9a0] [MocapTag] [0x00000903] [8760] 1760987281663537, 18.5443, 1.26914, -1.11603, -1.30825, 0.103371, -0.0027327, -0.694577, -0.711947, -2.17601, -0.300567, 0.00347617, -0.0957131, -0.118697, 0.137281, 
[2025-10-20 15:08:01.667242] [0x0000007f9e7fb9a0] [MocapTag] [0x00000903] [8762] 1760987281667131, 18.5479, 1.26914, -1.11603, -1.30825, 0.103371, -0.0027327, -0.694577, -0.711947, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:08:01.669190] [0x0000007f9e7fb9a0] [MocapTag] [0x00000903] [8763] 1760987281669087, 18.5498, 1.26914, -1.11603, -1.30825, 0.103371, -0.0027327, -0.694577, -0.711947, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:08:01.675522] [0x0000007f9e7fb9a0] [MocapTag] [0x00000903] [8765] 1760987281675385, 18.5561, 1.24726, -1.119, -1.30808, 0.102837, -0.0031461, -0.694748, -0.711857, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:08:01.676178] [0x0000007f9e7fb9a0] [MocapTag] [0x00000903] [8766] 1760987281676072, 18.5568, 1.24726, -1.119, -1.30808, 0.102837, -0.0031461, -0.694748, -0.711857, -2.18818, -0.296992, 0.0168716, -0.0490189, -0.130697, 0, 
[2025-10-20 15:08:01.676868] [0x0000007f9e7fb9a0] [MocapTag] [0x00000903] [8767] 1760987281676760, 18.5575, 1.24726, -1.119, -1.30808, 0.102837, -0.0031461, -0.694748, -0.711857, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:08:01.679281] [0x0000007f9e7fb9a0] [MocapTag] [0x00000903] [8768] 1760987281679182, 18.5599, 1.24726, -1.119, -1.30808, 0.102837, -0.0031461, -0.694748, -0.711857, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:08:01.682396] [0x0000007f9e7fb9a0] [MocapTag] [0x00000903] [8769] 1760987281682281, 18.563, 1.22522, -1.12183, -1.30775, 0.102578, -0.00448054, -0.694615, -0.712016, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:08:01.685076] [0x0000007f9e7fb9a0] [MocapTag] [0x00000903] [8771] 1760987281684954, 18.5657, 1.22522, -1.12183, -1.30775, 0.102578, -0.00448054, -0.694615, -0.712016, -2.2039, -0.28341, 0.0329049, 0, -0.231047, -0.149989, 
[2025-10-20 15:08:01.687464] [0x0000007f9e7fb9a0] [MocapTag] [0x00000903] [8772] 1760987281687351, 18.5681, 1.22522, -1.12183, -1.30775, 0.102578, -0.00448054, -0.694615, -0.712016, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:08:01.689940] [0x0000007f9e7fb9a0] [MocapTag] [0x00000903] [8773] 1760987281689834, 18.5706, 1.22522, -1.12183, -1.30775, 0.102578, -0.00448054, -0.694615, -0.712016, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:08:01.692596] [0x0000007f9e7fb9a0] [MocapTag] [0x00000903] [8774] 1760987281692477, 18.5732, 1.2032, -1.12482, -1.30758, 0.102495, -0.00449364, -0.69462, -0.712024, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:08:01.697044] [0x0000007f9e7fb9a0] [MocapTag] [0x00000903] [8776] 1760987281696919, 18.5776, 1.2032, -1.12482, -1.30758, 0.102495, -0.00449364, -0.69462, -0.712024, -2.2024, -0.298986, 0.0169751, 0, 0, 0, 
[2025-10-20 15:08:01.697718] [0x0000007f9e7fb9a0] [MocapTag] [0x00000903] [8777] 1760987281697613, 18.5783, 1.2032, -1.12482, -1.30758, 0.102495, -0.00449364, -0.69462, -0.712024, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:08:01.700463] [0x0000007f9e7fb9a0] [MocapTag] [0x00000903] [8778] 1760987281700355, 18.5811, 1.18099, -1.12757, -1.30716, 0.102406, -0.00617347, -0.694361, -0.712276, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:08:01.703026] [0x0000007f9e7fb9a0] [MocapTag] [0x00000903] [8779] 1760987281702913, 18.5836, 1.18099, -1.12757, -1.30716, 0.102406, -0.00617347, -0.694361, -0.712276, -2.22057, -0.274907, 0.0429478, 0.0675917, -0.259598, -0.224805, 
[2025-10-20 15:08:01.705495] [0x0000007f9e7fb9a0] [MocapTag] [0x00000903] [8781] 1760987281705395, 18.5861, 1.18099, -1.12757, -1.30716, 0.102406, -0.00617347, -0.694361, -0.712276, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:08:01.708225] [0x0000007f9e7fb9a0] [MocapTag] [0x00000903] [8782] 1760987281708115, 18.5888, 1.18099, -1.12757, -1.30716, 0.102406, -0.00617347, -0.694361, -0.712276, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:08:01.710664] [0x0000007f9e7fb9a0] [MocapTag] [0x00000903] [8783] 1760987281710563, 18.5913, 1.15864, -1.1304, -1.30679, 0.102579, -0.00731447, -0.69423, -0.712368, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:08:01.714288] [0x0000007f9e7fb9a0] [MocapTag] [0x00000903] [8784] 1760987281714175, 18.5949, 1.15864, -1.1304, -1.30679, 0.102579, -0.00731447, -0.69423, -0.712368, -2.23592, -0.282883, 0.0368132, 0, -0.142598, -0.185752, 
[2025-10-20 15:08:01.716519] [0x0000007f9e7fb9a0] [MocapTag] [0x00000903] [8786] 1760987281716371, 18.5971, 1.15864, -1.1304, -1.30679, 0.102579, -0.00731447, -0.69423, -0.712368, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:08:01.718990] [0x0000007f9e7fb9a0] [MocapTag] [0x00000903] [8787] 1760987281718880, 18.5996, 1.15864, -1.1304, -1.30679, 0.102579, -0.00731447, -0.69423, -0.712368, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:08:01.721789] [0x0000007f9e7fb9a0] [MocapTag] [0x00000903] [8788] 1760987281721676, 18.6024, 1.1362, -1.13315, -1.30641, 0.1026, -0.00845887, -0.694069, -0.71251, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:08:01.724200] [0x0000007f9e7fb9a0] [MocapTag] [0x00000903] [8790] 1760987281724143, 18.6049, 1.1362, -1.13315, -1.30641, 0.1026, -0.00845887, -0.694069, -0.71251, -2.2432, -0.275382, 0.0375681, 0.0409245, -0.165047, -0.164652, 
[2025-10-20 15:08:01.726991] [0x0000007f9e7fb9a0] [MocapTag] [0x00000903] [8791] 1760987281726877, 18.6076, 1.1362, -1.13315, -1.30641, 0.1026, -0.00845887, -0.694069, -0.71251, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:08:01.729048] [0x0000007f9e7fb9a0] [MocapTag] [0x00000903] [8792] 1760987281728948, 18.6097, 1.1362, -1.13315, -1.30641, 0.1026, -0.00845887, -0.694069, -0.71251, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:08:01.732454] [0x0000007f9e7fb9a0] [MocapTag] [0x00000903] [8793] 1760987281732340, 18.6131, 1.11373, -1.13594, -1.30609, 0.102542, -0.00942332, -0.693977, -0.712596, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:08:01.734938] [0x0000007f9e7fb9a0] [MocapTag] [0x00000903] [8795] 1760987281734827, 18.6155, 1.11373, -1.13594, -1.30609, 0.102542, -0.00942332, -0.693977, -0.712596, -2.24731, -0.278507, 0.0325866, 0, -0.148855, -0.126743, 
[2025-10-20 15:08:01.737340] [0x0000007f9e7fb9a0] [MocapTag] [0x00000903] [8796] 1760987281737230, 18.618, 1.11373, -1.13594, -1.30609, 0.102542, -0.00942332, -0.693977, -0.712596, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:08:01.739157] [0x0000007f9e7fb9a0] [MocapTag] [0x00000903] [8797] 1760987281739041, 18.6198, 1.11373, -1.13594, -1.30609, 0.102542, -0.00942332, -0.693977, -0.712596, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:08:01.743268] [0x0000007f9e7fb9a0] [MocapTag] [0x00000903] [8798] 1760987281743154, 18.6239, 1.09124, -1.13869, -1.3058, 0.102233, -0.0101622, -0.693967, -0.712639, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:08:01.746303] [0x0000007f9e7fb9a0] [MocapTag] [0x00000903] [8800] 1760987281746190, 18.6269, 1.09124, -1.13869, -1.3058, 0.102233, -0.0101622, -0.693967, -0.712639, -2.2487, -0.27556, 0.0284688, 0, -0.149766, -0.0574589, 
[2025-10-20 15:08:01.748931] [0x0000007f9e7fb9a0] [MocapTag] [0x00000903] [8801] 1760987281748827, 18.6295, 1.09124, -1.13869, -1.3058, 0.102233, -0.0101622, -0.693967, -0.712639, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:08:01.751483] [0x0000007f9e7fb9a0] [MocapTag] [0x00000903] [8802] 1760987281751371, 18.6321, 1.06868, -1.14141, -1.30554, 0.101658, -0.0107228, -0.694093, -0.712591, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:08:01.754167] [0x0000007f9e7fb9a0] [MocapTag] [0x00000903] [8803] 1760987281754053, 18.6348, 1.06868, -1.14141, -1.30554, 0.101658, -0.0107228, -0.694093, -0.712591, -2.25607, -0.272031, 0.0261882, -0.0382423, -0.158238, 0, 
[2025-10-20 15:08:01.758365] [0x0000007f9e7fb9a0] [MocapTag] [0x00000903] [8805] 1760987281758253, 18.639, 1.06868, -1.14141, -1.30554, 0.101658, -0.0107228, -0.694093, -0.712591, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:08:01.758932] [0x0000007f9e7fb9a0] [MocapTag] [0x00000903] [8806] 1760987281758858, 18.6396, 1.06868, -1.14141, -1.30554, 0.101658, -0.0107228, -0.694093, -0.712591, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:08:01.762427] [0x0000007f9e7fb9a0] [MocapTag] [0x00000903] [8807] 1760987281762313, 18.643, 1.046, -1.14407, -1.30533, 0.100914, -0.0112165, -0.694229, -0.712556, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:08:01.764987] [0x0000007f9e7fb9a0] [MocapTag] [0x00000903] [8809] 1760987281764905, 18.6456, 1.046, -1.14407, -1.30533, 0.100914, -0.0112165, -0.694229, -0.712556, -2.26774, -0.265986, 0.0207512, -0.041306, -0.17217, 0.0422955, 
[2025-10-20 15:08:01.767495] [0x0000007f9e7fb9a0] [MocapTag] [0x00000903] [8810] 1760987281767383, 18.6481, 1.046, -1.14407, -1.30533, 0.100914, -0.0112165, -0.694229, -0.712556, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:08:01.769822] [0x0000007f9e7fb9a0] [MocapTag] [0x00000903] [8811] 1760987281769688, 18.6504, 1.046, -1.14407, -1.30533, 0.100914, -0.0112165, -0.694229, -0.712556, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:08:01.772272] [0x0000007f9e7fb9a0] [MocapTag] [0x00000903] [8812] 1760987281772157, 18.6529, 1.02335, -1.14632, -1.30503, 0.0998016, -0.0113384, -0.693893, -0.713039, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:08:01.775507] [0x0000007f9e7fb9a0] [MocapTag] [0x00000903] [8814] 1760987281775422, 18.6561, 1.02335, -1.14632, -1.30503, 0.0998016, -0.0113384, -0.693893, -0.713039, -2.26523, -0.2244, 0.0301593, 0.0929117, -0.18103, 0.139117, 
[2025-10-20 15:08:01.777743] [0x0000007f9e7fb9a0] [MocapTag] [0x00000903] [8815] 1760987281777630, 18.6584, 1.02335, -1.14632, -1.30503, 0.0998016, -0.0113384, -0.693893, -0.713039, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:08:01.780238] [0x0000007f9e7fb9a0] [MocapTag] [0x00000903] [8816] 1760987281780132, 18.6609, 1.0006, -1.14896, -1.30489, 0.0987663, -0.0114651, -0.694077, -0.713002, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:08:01.782913] [0x0000007f9e7fb9a0] [MocapTag] [0x00000903] [8817] 1760987281782797, 18.6635, 1.0006, -1.14896, -1.30489, 0.0987663, -0.0114651, -0.694077, -0.713002, -2.2751, -0.263895, 0.0137409, -0.052774, -0.159202, 0.136161, 
[2025-10-20 15:08:01.785185] [0x0000007f9e7fb9a0] [MocapTag] [0x00000903] [8819] 1760987281785131, 18.6659, 1.0006, -1.14896, -1.30489, 0.0987663, -0.0114651, -0.694077, -0.713002, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:08:01.787745] [0x0000007f9e7fb9a0] [MocapTag] [0x00000903] [8820] 1760987281787633, 18.6684, 1.0006, -1.14896, -1.30489, 0.0987663, -0.0114651, -0.694077, -0.713002, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:08:01.790295] [0x0000007f9e7fb9a0] [MocapTag] [0x00000903] [8821] 1760987281790191, 18.6709, 0.977839, -1.1516, -1.30482, 0.0976895, -0.0112174, -0.694215, -0.713019, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:08:01.793793] [0x0000007f9e7fb9a0] [MocapTag] [0x00000903] [8822] 1760987281793678, 18.6744, 0.977839, -1.1516, -1.30482, 0.0976895, -0.0112174, -0.694215, -0.713019, -2.27622, -0.263911, 0.00718214, -0.0382185, -0.112307, 0.193191, 
[2025-10-20 15:08:01.796499] [0x0000007f9e7fb9a0] [MocapTag] [0x00000903] [8824] 1760987281796333, 18.6771, 0.977839, -1.1516, -1.30482, 0.0976895, -0.0112174, -0.694215, -0.713019, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:08:01.798943] [0x0000007f9e7fb9a0] [MocapTag] [0x00000903] [8825] 1760987281798839, 18.6796, 0.977839, -1.1516, -1.30482, 0.0976895, -0.0112174, -0.694215, -0.713019, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:08:01.801486] [0x0000007f9e7fb9a0] [MocapTag] [0x00000903] [8826] 1760987281801376, 18.6821, 0.954981, -1.15418, -1.30475, 0.0964718, -0.0109993, -0.69433, -0.713076, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:08:01.804308] [0x0000007f9e7fb9a0] [MocapTag] [0x00000903] [8827] 1760987281804192, 18.6849, 0.954981, -1.15418, -1.30475, 0.0964718, -0.0109993, -0.69433, -0.713076, -2.28579, -0.25801, 0.00661444, 0, -0.136839, 0.209069, 
[2025-10-20 15:08:01.806834] [0x0000007f9e7fb9a0] [MocapTag] [0x00000903] [8829] 1760987281806723, 18.6874, 0.954981, -1.15418, -1.30475, 0.0964718, -0.0109993, -0.69433, -0.713076, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:08:01.810018] [0x0000007f9e7fb9a0] [MocapTag] [0x00000903] [8830] 1760987281809908, 18.6906, 0.954981, -1.15418, -1.30475, 0.0964718, -0.0109993, -0.69433, -0.713076, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:08:01.812802] [0x0000007f9e7fb9a0] [MocapTag] [0x00000903] [8831] 1760987281812688, 18.6934, 0.931969, -1.15673, -1.30464, 0.0953087, -0.0110586, -0.694465, -0.7131, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:08:01.815464] [0x0000007f9e7fb9a0] [MocapTag] [0x00000903] [8833] 1760987281815344, 18.6961, 0.931969, -1.15673, -1.30464, 0.0953087, -0.0110586, -0.694465, -0.7131, -2.30128, -0.255269, 0.0110916, -0.0386953, -0.168628, 0.162959, 
[2025-10-20 15:08:01.817820] [0x0000007f9e7fb9a0] [MocapTag] [0x00000903] [8834] 1760987281817711, 18.6984, 0.931969, -1.15673, -1.30464, 0.0953087, -0.0110586, -0.694465, -0.7131, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:08:01.820436] [0x0000007f9e7fb9a0] [MocapTag] [0x00000903] [8835] 1760987281820332, 18.7011, 0.931969, -1.15673, -1.30464, 0.0953087, -0.0110586, -0.694465, -0.7131, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:08:01.824360] [0x0000007f9e7fb9a0] [MocapTag] [0x00000903] [8837] 1760987281824285, 18.705, 0.908869, -1.15922, -1.30455, 0.0942664, -0.011044, -0.694557, -0.71315, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:08:01.826390] [0x0000007f9e7fb9a0] [MocapTag] [0x00000903] [8838] 1760987281826275, 18.707, 0.908869, -1.15922, -1.30455, 0.0942664, -0.011044, -0.694557, -0.71315, -2.30992, -0.248995, 0.00969059, 0, -0.142017, 0.154877, 
[2025-10-20 15:08:01.829010] [0x0000007f9e7fb9a0] [MocapTag] [0x00000903] [8839] 1760987281828899, 18.7096, 0.908869, -1.15922, -1.30455, 0.0942664, -0.011044, -0.694557, -0.71315, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:08:01.831708] [0x0000007f9e7fb9a0] [MocapTag] [0x00000903] [8840] 1760987281831593, 18.7123, 0.885734, -1.1617, -1.30445, 0.0933364, -0.0109226, -0.694554, -0.713277, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:08:01.834342] [0x0000007f9e7fb9a0] [MocapTag] [0x00000903] [8842] 1760987281834278, 18.715, 0.885734, -1.1617, -1.30445, 0.0933364, -0.0109226, -0.694554, -0.713277, -2.31351, -0.248128, 0.00933036, 0, -0.112947, 0.151777, 
[2025-10-20 15:08:01.836764] [0x0000007f9e7fb9a0] [MocapTag] [0x00000903] [8843] 1760987281836652, 18.7174, 0.885734, -1.1617, -1.30445, 0.0933364, -0.0109226, -0.694554, -0.713277, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:08:01.839555] [0x0000007f9e7fb9a0] [MocapTag] [0x00000903] [8844] 1760987281839450, 18.7202, 0.885734, -1.1617, -1.30445, 0.0933364, -0.0109226, -0.694554, -0.713277, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:08:01.842433] [0x0000007f9e7fb9a0] [MocapTag] [0x00000903] [8845] 1760987281842313, 18.723, 0.86248, -1.16419, -1.30432, 0.0925998, -0.0109437, -0.694482, -0.713443, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:08:01.845134] [0x0000007f9e7fb9a0] [MocapTag] [0x00000903] [8847] 1760987281845019, 18.7257, 0.86248, -1.16419, -1.30432, 0.0925998, -0.0109437, -0.694482, -0.713443, -2.32539, -0.248672, 0.0133221, 0, -0.107723, 0.102878, 
[2025-10-20 15:08:01.847589] [0x0000007f9e7fb9a0] [MocapTag] [0x00000903] [8848] 1760987281847481, 18.7282, 0.86248, -1.16419, -1.30432, 0.0925998, -0.0109437, -0.694482, -0.713443, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:08:01.850195] [0x0000007f9e7fb9a0] [MocapTag] [0x00000903] [8849] 1760987281850084, 18.7308, 0.86248, -1.16419, -1.30432, 0.0925998, -0.0109437, -0.694482, -0.713443, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:08:01.852946] [0x0000007f9e7fb9a0] [MocapTag] [0x00000903] [8850] 1760987281852834, 18.7336, 0.839139, -1.16669, -1.30429, 0.0922828, -0.0113592, -0.694144, -0.713806, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:08:01.855628] [0x0000007f9e7fb9a0] [MocapTag] [0x00000903] [8852] 1760987281855514, 18.7362, 0.839139, -1.16669, -1.30429, 0.0922828, -0.0113592, -0.694144, -0.713806, -2.33414, -0.250625, 0.00340849, 0.0922561, -0.111094, 0, 
[2025-10-20 15:08:01.858376] [0x0000007f9e7fb9a0] [MocapTag] [0x00000903] [8853] 1760987281858263, 18.739, 0.839139, -1.16669, -1.30429, 0.0922828, -0.0113592, -0.694144, -0.713806, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:08:01.860802] [0x0000007f9e7fb9a0] [MocapTag] [0x00000903] [8854] 1760987281860700, 18.7414, 0.815627, -1.16909, -1.30403, 0.0922514, -0.0119728, -0.693909, -0.714028, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:08:01.863756] [0x0000007f9e7fb9a0] [MocapTag] [0x00000903] [8855] 1760987281863636, 18.7444, 0.815627, -1.16909, -1.30403, 0.0922514, -0.0119728, -0.693909, -0.714028, -2.35123, -0.239997, 0.0257547, 0.0622988, -0.0974238, -0.0840664, 
[2025-10-20 15:08:01.866154] [0x0000007f9e7fb9a0] [MocapTag] [0x00000903] [8857] 1760987281866037, 18.7468, 0.815627, -1.16909, -1.30403, 0.0922514, -0.0119728, -0.693909, -0.714028, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:08:01.868811] [0x0000007f9e7fb9a0] [MocapTag] [0x00000903] [8858] 1760987281868704, 18.7494, 0.815627, -1.16909, -1.30403, 0.0922514, -0.0119728, -0.693909, -0.714028, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:08:01.871538] [0x0000007f9e7fb9a0] [MocapTag] [0x00000903] [8859] 1760987281871423, 18.7521, 0.791964, -1.17145, -1.30374, 0.0924232, -0.012712, -0.693633, -0.714261, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:08:01.874512] [0x0000007f9e7fb9a0] [MocapTag] [0x00000903] [8860] 1760987281874423, 18.7551, 0.791964, -1.17145, -1.30374, 0.0924232, -0.012712, -0.693633, -0.714261, -2.36631, -0.235817, 0.0287573, 0.0730634, -0.0879504, -0.131559, 
[2025-10-20 15:08:01.877761] [0x0000007f9e7fb9a0] [MocapTag] [0x00000903] [8862] 1760987281877646, 18.7584, 0.791964, -1.17145, -1.30374, 0.0924232, -0.012712, -0.693633, -0.714261, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:08:01.879546] [0x0000007f9e7fb9a0] [MocapTag] [0x00000903] [8863] 1760987281879443, 18.7602, 0.791964, -1.17145, -1.30374, 0.0924232, -0.012712, -0.693633, -0.714261, 0, 0, 0, 0, 0, 0, 
