[2025-10-20 15:07:43.193586] [0x0000007faf4887c0] [MocapTag] [0x00000903] [2] Mocap timestamp, Mocap time [s], Mocap position x [m], Mocap position y [m], Mocap position z [m], Mocap Quaternion q0 [-], Mocap Quaternion q1 [-], Mocap Quaternion q2 [-], Mocap Quaternion q3 [-], Mocap Velocity x [m/s], Mocap Velocity y [m/s], Mocap Velocity z [m/s], Mocap Angular velocity x [rad/s], Mocap Angular velocity y [rad/s], Mocap Angular velocity z [rad/s], 
[2025-10-20 15:07:43.198591] [0x0000007f9e7fb9a0] [MocapTag] [0x00000903] [4] 1760987263198445, 0.079167, 0.134877, -0.241562, -0.319463, 0.706223, 0.70798, 0.00108375, 0.0034784, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:07:43.201330] [0x0000007f9e7fb9a0] [MocapTag] [0x00000903] [6] 1760987263201226, 0.081948, 0.134881, -0.241563, -0.319462, 0.706221, 0.707982, 0.00107693, 0.00349777, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:07:43.204074] [0x0000007f9e7fb9a0] [MocapTag] [0x00000903] [7] 1760987263203963, 0.084685, 0.134881, -0.241563, -0.319462, 0.706221, 0.707982, 0.00107693, 0.00349777, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:07:43.206472] [0x0000007f9e7fb9a0] [MocapTag] [0x00000903] [8] 1760987263206335, 0.087057, 0.134881, -0.241563, -0.319462, 0.706221, 0.707982, 0.00107693, 0.00349777, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:07:43.209092] [0x0000007f9e7fb9a0] [MocapTag] [0x00000903] [9] 1760987263208986, 0.089708, 0.134885, -0.241562, -0.319461, 0.706233, 0.707971, 0.00107893, 0.00345327, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:07:43.211904] [0x0000007f9e7fb9a0] [MocapTag] [0x00000903] [11] 1760987263211789, 0.092511, 0.134885, -0.241562, -0.319461, 0.706233, 0.707971, 0.00107893, 0.00345327, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:07:43.214761] [0x0000007f9e7fb9a0] [MocapTag] [0x00000903] [12] 1760987263214650, 0.095372, 0.134885, -0.241562, -0.319461, 0.706233, 0.707971, 0.00107893, 0.00345327, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:07:43.217512] [0x0000007f9e7fb9a0] [MocapTag] [0x00000903] [13] 1760987263217405, 0.098127, 0.134885, -0.241562, -0.319461, 0.706233, 0.707971, 0.00107893, 0.00345327, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:07:43.220223] [0x0000007f9e7fb9a0] [MocapTag] [0x00000903] [14] 1760987263220113, 0.100835, 0.13488, -0.241556, -0.319456, 0.706237, 0.707966, 0.00108452, 0.00346575, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:07:43.222968] [0x0000007f9e7fb9a0] [MocapTag] [0x00000903] [16] 1760987263222851, 0.103573, 0.13488, -0.241556, -0.319456, 0.706237, 0.707966, 0.00108452, 0.00346575, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:07:43.225372] [0x0000007f9e7fb9a0] [MocapTag] [0x00000903] [17] 1760987263225263, 0.105985, 0.13488, -0.241556, -0.319456, 0.706237, 0.707966, 0.00108452, 0.00346575, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:07:43.227964] [0x0000007f9e7fb9a0] [MocapTag] [0x00000903] [18] 1760987263227859, 0.108581, 0.13488, -0.241556, -0.319456, 0.706237, 0.707966, 0.00108452, 0.00346575, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:07:43.230466] [0x0000007f9e7fb9a0] [MocapTag] [0x00000903] [20] 1760987263230396, 0.111118, 0.134874, -0.241555, -0.319447, 0.706231, 0.707972, 0.00106766, 0.00349308, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:07:43.234031] [0x0000007f9e7fb9a0] [MocapTag] [0x00000903] [21] 1760987263233920, 0.114642, 0.134874, -0.241555, -0.319447, 0.706231, 0.707972, 0.00106766, 0.00349308, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:07:43.236918] [0x0000007f9e7fb9a0] [MocapTag] [0x00000903] [22] 1760987263236811, 0.117533, 0.134874, -0.241555, -0.319447, 0.706231, 0.707972, 0.00106766, 0.00349308, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:07:43.239843] [0x0000007f9e7fb9a0] [MocapTag] [0x00000903] [23] 1760987263239705, 0.120427, 0.134868, -0.24156, -0.319456, 0.706222, 0.707981, 0.00107754, 0.00348198, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:07:43.242145] [0x0000007f9e7fb9a0] [MocapTag] [0x00000903] [25] 1760987263242036, 0.122758, 0.134868, -0.24156, -0.319456, 0.706222, 0.707981, 0.00107754, 0.00348198, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:07:43.244706] [0x0000007f9e7fb9a0] [MocapTag] [0x00000903] [26] 1760987263244592, 0.125314, 0.134868, -0.24156, -0.319456, 0.706222, 0.707981, 0.00107754, 0.00348198, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:07:43.247566] [0x0000007f9e7fb9a0] [MocapTag] [0x00000903] [27] 1760987263247455, 0.128177, 0.134868, -0.24156, -0.319456, 0.706222, 0.707981, 0.00107754, 0.00348198, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:07:43.250316] [0x0000007f9e7fb9a0] [MocapTag] [0x00000903] [28] 1760987263250228, 0.13095, 0.134866, -0.241568, -0.319459, 0.706234, 0.707969, 0.00107697, 0.00343724, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:07:43.253496] [0x0000007f9e7fb9a0] [MocapTag] [0x00000903] [30] 1760987263253388, 0.13411, 0.134866, -0.241568, -0.319459, 0.706234, 0.707969, 0.00107697, 0.00343724, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:07:43.255813] [0x0000007f9e7fb9a0] [MocapTag] [0x00000903] [31] 1760987263255712, 0.136434, 0.134866, -0.241568, -0.319459, 0.706234, 0.707969, 0.00107697, 0.00343724, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:07:43.258722] [0x0000007f9e7fb9a0] [MocapTag] [0x00000903] [32] 1760987263258614, 0.139336, 0.134866, -0.241568, -0.319459, 0.706234, 0.707969, 0.00107697, 0.00343724, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:07:43.261381] [0x0000007f9e7fb9a0] [MocapTag] [0x00000903] [34] 1760987263261285, 0.142007, 0.134871, -0.241566, -0.319466, 0.706224, 0.707979, 0.00109478, 0.00347411, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:07:43.264759] [0x0000007f9e7fb9a0] [MocapTag] [0x00000903] [35] 1760987263264650, 0.145372, 0.134871, -0.241566, -0.319466, 0.706224, 0.707979, 0.00109478, 0.00347411, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:07:43.267446] [0x0000007f9e7fb9a0] [MocapTag] [0x00000903] [36] 1760987263267342, 0.148064, 0.134871, -0.241566, -0.319466, 0.706224, 0.707979, 0.00109478, 0.00347411, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:07:43.270219] [0x0000007f9e7fb9a0] [MocapTag] [0x00000903] [37] 1760987263270131, 0.150853, 0.134933, -0.241497, -0.319511, 0.706153, 0.708048, 0.00132732, 0.0036669, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:07:43.273037] [0x0000007f9e7fb9a0] [MocapTag] [0x00000903] [39] 1760987263272925, 0.153647, 0.134933, -0.241497, -0.319511, 0.706153, 0.708048, 0.00132732, 0.0036669, 0.00616223, 0.00681835, -0.00442847, 0, -0.0601751, 0, 
[2025-10-20 15:07:43.275579] [0x0000007f9e7fb9a0] [MocapTag] [0x00000903] [40] 1760987263275476, 0.156198, 0.134933, -0.241497, -0.319511, 0.706153, 0.708048, 0.00132732, 0.0036669, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:07:43.278355] [0x0000007f9e7fb9a0] [MocapTag] [0x00000903] [41] 1760987263278248, 0.15897, 0.134933, -0.241497, -0.319511, 0.706153, 0.708048, 0.00132732, 0.0036669, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:07:43.281714] [0x0000007f9e7fb9a0] [MocapTag] [0x00000903] [43] 1760987263281594, 0.162316, 0.134858, -0.241573, -0.319453, 0.706269, 0.707934, 0.00110542, 0.00344304, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:07:43.284340] [0x0000007f9e7fb9a0] [MocapTag] [0x00000903] [44] 1760987263284227, 0.164949, 0.134858, -0.241573, -0.319453, 0.706269, 0.707934, 0.00110542, 0.00344304, -0.00753855, -0.00753702, 0.00574334, 0, 0.0630942, 0, 
[2025-10-20 15:07:43.287051] [0x0000007f9e7fb9a0] [MocapTag] [0x00000903] [45] 1760987263286940, 0.167662, 0.134858, -0.241573, -0.319453, 0.706269, 0.707934, 0.00110542, 0.00344304, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:07:43.290145] [0x0000007f9e7fb9a0] [MocapTag] [0x00000903] [46] 1760987263290059, 0.170781, 0.13487, -0.241633, -0.319403, 0.706328, 0.707876, 0.00109594, 0.00338496, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:07:43.292774] [0x0000007f9e7fb9a0] [MocapTag] [0x00000903] [48] 1760987263292658, 0.17338, 0.13487, -0.241633, -0.319403, 0.706328, 0.707876, 0.00109594, 0.00338496, 0, -0.00600356, 0.00504215, 0, 0, 0, 
[2025-10-20 15:07:43.295086] [0x0000007f9e7fb9a0] [MocapTag] [0x00000903] [49] 1760987263294980, 0.175702, 0.13487, -0.241633, -0.319403, 0.706328, 0.707876, 0.00109594, 0.00338496, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:07:43.297684] [0x0000007f9e7fb9a0] [MocapTag] [0x00000903] [50] 1760987263297585, 0.178307, 0.13487, -0.241633, -0.319403, 0.706328, 0.707876, 0.00109594, 0.00338496, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:07:43.300268] [0x0000007f9e7fb9a0] [MocapTag] [0x00000903] [51] 1760987263300174, 0.180896, 0.13498, -0.241472, -0.319535, 0.706095, 0.708106, 0.00132912, 0.00373889, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:07:43.303161] [0x0000007f9e7fb9a0] [MocapTag] [0x00000903] [53] 1760987263303008, 0.18373, 0.13498, -0.241472, -0.319535, 0.706095, 0.708106, 0.00132912, 0.00373889, 0.0109898, 0.016112, -0.0131868, 0.0652432, -0.0831592, 0, 
[2025-10-20 15:07:43.305385] [0x0000007f9e7fb9a0] [MocapTag] [0x00000903] [54] 1760987263305262, 0.185984, 0.13498, -0.241472, -0.319535, 0.706095, 0.708106, 0.00132912, 0.00373889, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:07:43.307980] [0x0000007f9e7fb9a0] [MocapTag] [0x00000903] [55] 1760987263307874, 0.188596, 0.13498, -0.241472, -0.319535, 0.706095, 0.708106, 0.00132912, 0.00373889, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:07:43.310458] [0x0000007f9e7fb9a0] [MocapTag] [0x00000903] [56] 1760987263310377, 0.191099, 0.135027, -0.241449, -0.319573, 0.70609, 0.70811, 0.00139937, 0.00372782, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:07:43.313648] [0x0000007f9e7fb9a0] [MocapTag] [0x00000903] [58] 1760987263313532, 0.194254, 0.135027, -0.241449, -0.319573, 0.70609, 0.70811, 0.00139937, 0.00372782, 0.00470947, 0.00221364, -0.00388429, 0, 0, 0, 
[2025-10-20 15:07:43.315956] [0x0000007f9e7fb9a0] [MocapTag] [0x00000903] [59] 1760987263315853, 0.196575, 0.135027, -0.241449, -0.319573, 0.70609, 0.70811, 0.00139937, 0.00372782, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:07:43.318697] [0x0000007f9e7fb9a0] [MocapTag] [0x00000903] [60] 1760987263318595, 0.199317, 0.135027, -0.241449, -0.319573, 0.70609, 0.70811, 0.00139937, 0.00372782, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:07:43.321335] [0x0000007f9e7fb9a0] [MocapTag] [0x00000903] [62] 1760987263321221, 0.201943, 0.134933, -0.241516, -0.319501, 0.706154, 0.708048, 0.00114443, 0.00367655, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:07:43.324012] [0x0000007f9e7fb9a0] [MocapTag] [0x00000903] [63] 1760987263323901, 0.204623, 0.134933, -0.241516, -0.319501, 0.706154, 0.708048, 0.00114443, 0.00367655, -0.00934941, -0.00668698, 0.00724805, 0, 0.0432957, 0, 
[2025-10-20 15:07:43.326501] [0x0000007f9e7fb9a0] [MocapTag] [0x00000903] [64] 1760987263326369, 0.207091, 0.134933, -0.241516, -0.319501, 0.706154, 0.708048, 0.00114443, 0.00367655, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:07:43.329331] [0x0000007f9e7fb9a0] [MocapTag] [0x00000903] [65] 1760987263329228, 0.20995, 0.134933, -0.241516, -0.319501, 0.706154, 0.708048, 0.00114443, 0.00367655, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:07:43.331938] [0x0000007f9e7fb9a0] [MocapTag] [0x00000903] [67] 1760987263331826, 0.212548, 0.134849, -0.241606, -0.319427, 0.706293, 0.707911, 0.000939133, 0.00336827, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:07:43.334649] [0x0000007f9e7fb9a0] [MocapTag] [0x00000903] [68] 1760987263334540, 0.215262, 0.134849, -0.241606, -0.319427, 0.706293, 0.707911, 0.000939133, 0.00336827, -0.00845375, -0.00900179, 0.00735788, -0.0389457, 0.072718, 0, 
[2025-10-20 15:07:43.337398] [0x0000007f9e7fb9a0] [MocapTag] [0x00000903] [69] 1760987263337288, 0.21801, 0.134849, -0.241606, -0.319427, 0.706293, 0.707911, 0.000939133, 0.00336827, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:07:43.340026] [0x0000007f9e7fb9a0] [MocapTag] [0x00000903] [70] 1760987263339940, 0.220662, 0.134829, -0.241603, -0.319429, 0.706276, 0.707927, 0.000968576, 0.00339263, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:07:43.342650] [0x0000007f9e7fb9a0] [MocapTag] [0x00000903] [72] 1760987263342539, 0.223261, 0.134829, -0.241603, -0.319429, 0.706276, 0.707927, 0.000968576, 0.00339263, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:07:43.346912] [0x0000007f9e7fb9a0] [MocapTag] [0x00000903] [73] 1760987263346804, 0.227526, 0.134829, -0.241603, -0.319429, 0.706276, 0.707927, 0.000968576, 0.00339263, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:07:43.347982] [0x0000007f9e7fb9a0] [MocapTag] [0x00000903] [74] 1760987263347882, 0.228604, 0.134829, -0.241603, -0.319429, 0.706276, 0.707927, 0.000968576, 0.00339263, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:07:43.350473] [0x0000007f9e7fb9a0] [MocapTag] [0x00000903] [75] 1760987263350391, 0.231113, 0.134857, -0.2416, -0.319423, 0.706266, 0.707937, 0.0010622, 0.00350034, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:07:43.353475] [0x0000007f9e7fb9a0] [MocapTag] [0x00000903] [77] 1760987263353351, 0.234073, 0.134857, -0.2416, -0.319423, 0.706266, 0.707937, 0.0010622, 0.00350034, 0.00275649, 0, 0, 0, 0, 0, 
[2025-10-20 15:07:43.355749] [0x0000007f9e7fb9a0] [MocapTag] [0x00000903] [78] 1760987263355637, 0.236359, 0.134857, -0.2416, -0.319423, 0.706266, 0.707937, 0.0010622, 0.00350034, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:07:43.358478] [0x0000007f9e7fb9a0] [MocapTag] [0x00000903] [79] 1760987263358371, 0.239093, 0.134857, -0.2416, -0.319423, 0.706266, 0.707937, 0.0010622, 0.00350034, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:07:43.361330] [0x0000007f9e7fb9a0] [MocapTag] [0x00000903] [81] 1760987263361207, 0.241929, 0.134962, -0.24148, -0.319539, 0.706069, 0.708132, 0.00139898, 0.00377738, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:07:43.364071] [0x0000007f9e7fb9a0] [MocapTag] [0x00000903] [82] 1760987263363956, 0.244678, 0.134962, -0.24148, -0.319539, 0.706069, 0.708132, 0.00139898, 0.00377738, 0.0105071, 0.0119421, -0.011637, 0.0553846, -0.0868916, 0, 
[2025-10-20 15:07:43.366622] [0x0000007f9e7fb9a0] [MocapTag] [0x00000903] [83] 1760987263366520, 0.247242, 0.134962, -0.24148, -0.319539, 0.706069, 0.708132, 0.00139898, 0.00377738, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:07:43.369115] [0x0000007f9e7fb9a0] [MocapTag] [0x00000903] [84] 1760987263369008, 0.24973, 0.135045, -0.24141, -0.319594, 0.705945, 0.708254, 0.0015824, 0.00400422, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:07:43.372179] [0x0000007f9e7fb9a0] [MocapTag] [0x00000903] [86] 1760987263372066, 0.252788, 0.135045, -0.24141, -0.319594, 0.705945, 0.708254, 0.0015824, 0.00400422, 0.00834428, 0.00700956, -0.00547419, 0, -0.0580879, 0, 
[2025-10-20 15:07:43.374610] [0x0000007f9e7fb9a0] [MocapTag] [0x00000903] [87] 1760987263374504, 0.255226, 0.135045, -0.24141, -0.319594, 0.705945, 0.708254, 0.0015824, 0.00400422, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:07:43.377289] [0x0000007f9e7fb9a0] [MocapTag] [0x00000903] [88] 1760987263377177, 0.257899, 0.135045, -0.24141, -0.319594, 0.705945, 0.708254, 0.0015824, 0.00400422, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:07:43.379731] [0x0000007f9e7fb9a0] [MocapTag] [0x00000903] [89] 1760987263379623, 0.260345, 0.135005, -0.241445, -0.319553, 0.706051, 0.708149, 0.00141764, 0.00384764, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:07:43.382567] [0x0000007f9e7fb9a0] [MocapTag] [0x00000903] [91] 1760987263382453, 0.263175, 0.135005, -0.241445, -0.319553, 0.706051, 0.708149, 0.00141764, 0.00384764, -0.0040502, -0.00348388, 0.00408729, 0, 0.0454946, 0, 
[2025-10-20 15:07:43.385112] [0x0000007f9e7fb9a0] [MocapTag] [0x00000903] [92] 1760987263385006, 0.265728, 0.135005, -0.241445, -0.319553, 0.706051, 0.708149, 0.00141764, 0.00384764, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:07:43.387880] [0x0000007f9e7fb9a0] [MocapTag] [0x00000903] [93] 1760987263387771, 0.268493, 0.135005, -0.241445, -0.319553, 0.706051, 0.708149, 0.00141764, 0.00384764, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:07:43.390373] [0x0000007f9e7fb9a0] [MocapTag] [0x00000903] [94] 1760987263390287, 0.271009, 0.13496, -0.241493, -0.319514, 0.706152, 0.708049, 0.00126665, 0.00362472, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:07:43.393371] [0x0000007f9e7fb9a0] [MocapTag] [0x00000903] [96] 1760987263393256, 0.273978, 0.13496, -0.241493, -0.319514, 0.706152, 0.708049, 0.00126665, 0.00362472, -0.00453117, -0.00484398, 0.00387205, 0, 0.0529419, 0, 
[2025-10-20 15:07:43.396295] [0x0000007f9e7fb9a0] [MocapTag] [0x00000903] [97] 1760987263396184, 0.276906, 0.13496, -0.241493, -0.319514, 0.706152, 0.708049, 0.00126665, 0.00362472, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:07:43.398238] [0x0000007f9e7fb9a0] [MocapTag] [0x00000903] [98] 1760987263398131, 0.278853, 0.13496, -0.241493, -0.319514, 0.706152, 0.708049, 0.00126665, 0.00362472, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:07:43.400774] [0x0000007f9e7fb9a0] [MocapTag] [0x00000903] [100] 1760987263400702, 0.281424, 0.134925, -0.241529, -0.319491, 0.706177, 0.708026, 0.00113486, 0.00355253, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:07:43.403465] [0x0000007f9e7fb9a0] [MocapTag] [0x00000903] [101] 1760987263403352, 0.284074, 0.134925, -0.241529, -0.319491, 0.706177, 0.708026, 0.00113486, 0.00355253, -0.00343196, -0.00357629, 0.0023577, 0, 0, 0, 
[2025-10-20 15:07:43.405926] [0x0000007f9e7fb9a0] [MocapTag] [0x00000903] [102] 1760987263405815, 0.286537, 0.134925, -0.241529, -0.319491, 0.706177, 0.708026, 0.00113486, 0.00355253, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:07:43.409103] [0x0000007f9e7fb9a0] [MocapTag] [0x00000903] [103] 1760987263408993, 0.289715, 0.134925, -0.241529, -0.319491, 0.706177, 0.708026, 0.00113486, 0.00355253, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:07:43.412217] [0x0000007f9e7fb9a0] [MocapTag] [0x00000903] [105] 1760987263412106, 0.292828, 0.134927, -0.241564, -0.319463, 0.706213, 0.70799, 0.00119111, 0.00355525, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:07:43.414847] [0x0000007f9e7fb9a0] [MocapTag] [0x00000903] [106] 1760987263414740, 0.295462, 0.134927, -0.241564, -0.319463, 0.706213, 0.70799, 0.00119111, 0.00355525, 0, -0.00348915, 0.00271638, 0, 0, 0, 
[2025-10-20 15:07:43.417990] [0x0000007f9e7fb9a0] [MocapTag] [0x00000903] [107] 1760987263417882, 0.298604, 0.134927, -0.241564, -0.319463, 0.706213, 0.70799, 0.00119111, 0.00355525, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:07:43.420488] [0x0000007f9e7fb9a0] [MocapTag] [0x00000903] [108] 1760987263420404, 0.301126, 0.134912, -0.241556, -0.31945, 0.706248, 0.707955, 0.00117712, 0.00354305, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:07:43.424080] [0x0000007f9e7fb9a0] [MocapTag] [0x00000903] [110] 1760987263423969, 0.304691, 0.134912, -0.241556, -0.31945, 0.706248, 0.707955, 0.00117712, 0.00354305, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:07:43.426200] [0x0000007f9e7fb9a0] [MocapTag] [0x00000903] [111] 1760987263426098, 0.30682, 0.134912, -0.241556, -0.31945, 0.706248, 0.707955, 0.00117712, 0.00354305, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:07:43.428836] [0x0000007f9e7fb9a0] [MocapTag] [0x00000903] [112] 1760987263428720, 0.309442, 0.134912, -0.241556, -0.31945, 0.706248, 0.707955, 0.00117712, 0.00354305, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:07:43.431855] [0x0000007f9e7fb9a0] [MocapTag] [0x00000903] [114] 1760987263431737, 0.312459, 0.13487, -0.241548, -0.319466, 0.706224, 0.707979, 0.00113651, 0.00350712, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:07:43.434256] [0x0000007f9e7fb9a0] [MocapTag] [0x00000903] [115] 1760987263434150, 0.314872, 0.13487, -0.241548, -0.319466, 0.706224, 0.707979, 0.00113651, 0.00350712, -0.00423191, 0, 0, 0, 0, 0, 
[2025-10-20 15:07:43.436779] [0x0000007f9e7fb9a0] [MocapTag] [0x00000903] [116] 1760987263436670, 0.317392, 0.13487, -0.241548, -0.319466, 0.706224, 0.707979, 0.00113651, 0.00350712, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:07:43.440032] [0x0000007f9e7fb9a0] [MocapTag] [0x00000903] [117] 1760987263439922, 0.320644, 0.134856, -0.241552, -0.319448, 0.706257, 0.707946, 0.00109702, 0.0035126, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:07:43.442996] [0x0000007f9e7fb9a0] [MocapTag] [0x00000903] [119] 1760987263442874, 0.323596, 0.134856, -0.241552, -0.319448, 0.706257, 0.707946, 0.00109702, 0.0035126, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:07:43.445917] [0x0000007f9e7fb9a0] [MocapTag] [0x00000903] [120] 1760987263445805, 0.326527, 0.134856, -0.241552, -0.319448, 0.706257, 0.707946, 0.00109702, 0.0035126, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:07:43.448109] [0x0000007f9e7fb9a0] [MocapTag] [0x00000903] [121] 1760987263448005, 0.328727, 0.134856, -0.241552, -0.319448, 0.706257, 0.707946, 0.00109702, 0.0035126, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:07:43.450852] [0x0000007f9e7fb9a0] [MocapTag] [0x00000903] [123] 1760987263450794, 0.331516, 0.134859, -0.24157, -0.319453, 0.706249, 0.707954, 0.00105762, 0.00348887, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:07:43.454394] [0x0000007f9e7fb9a0] [MocapTag] [0x00000903] [124] 1760987263454284, 0.335006, 0.134859, -0.24157, -0.319453, 0.706249, 0.707954, 0.00105762, 0.00348887, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:07:43.456978] [0x0000007f9e7fb9a0] [MocapTag] [0x00000903] [125] 1760987263456866, 0.337588, 0.134859, -0.24157, -0.319453, 0.706249, 0.707954, 0.00105762, 0.00348887, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:07:43.459399] [0x0000007f9e7fb9a0] [MocapTag] [0x00000903] [126] 1760987263459294, 0.340016, 0.134863, -0.241552, -0.31945, 0.706267, 0.707936, 0.00107565, 0.00347375, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:07:43.462424] [0x0000007f9e7fb9a0] [MocapTag] [0x00000903] [128] 1760987263462310, 0.343032, 0.134863, -0.241552, -0.31945, 0.706267, 0.707936, 0.00107565, 0.00347375, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:07:43.464870] [0x0000007f9e7fb9a0] [MocapTag] [0x00000903] [129] 1760987263464760, 0.345482, 0.134863, -0.241552, -0.31945, 0.706267, 0.707936, 0.00107565, 0.00347375, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:07:43.467522] [0x0000007f9e7fb9a0] [MocapTag] [0x00000903] [130] 1760987263467410, 0.348132, 0.134863, -0.241552, -0.31945, 0.706267, 0.707936, 0.00107565, 0.00347375, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:07:43.470183] [0x0000007f9e7fb9a0] [MocapTag] [0x00000903] [131] 1760987263470097, 0.350819, 0.134834, -0.241589, -0.319431, 0.706312, 0.707892, 0.000947501, 0.00337477, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:07:43.473047] [0x0000007f9e7fb9a0] [MocapTag] [0x00000903] [133] 1760987263472935, 0.353657, 0.134834, -0.241589, -0.319431, 0.706312, 0.707892, 0.000947501, 0.00337477, -0.00291836, -0.0037549, 0, 0, 0, 0, 
[2025-10-20 15:07:43.475574] [0x0000007f9e7fb9a0] [MocapTag] [0x00000903] [134] 1760987263475453, 0.356175, 0.134834, -0.241589, -0.319431, 0.706312, 0.707892, 0.000947501, 0.00337477, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:07:43.478894] [0x0000007f9e7fb9a0] [MocapTag] [0x00000903] [135] 1760987263478784, 0.359506, 0.134834, -0.241589, -0.319431, 0.706312, 0.707892, 0.000947501, 0.00337477, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:07:43.480750] [0x0000007f9e7fb9a0] [MocapTag] [0x00000903] [137] 1760987263480684, 0.361406, 0.134862, -0.241615, -0.319434, 0.706296, 0.707908, 0.000967114, 0.00332638, 0, 0, 0, 0, 0, 0, 
