[2025-10-20 11:47:29.379077] [0x0000007fa38ea7c0] [MocapTag] [0x0000199d] [2] Mocap timestamp, Mocap time [s], Mocap position x [m], Mocap position y [m], Mocap position z [m], Mocap Quaternion q0 [-], Mocap Quaternion q1 [-], Mocap Quaternion q2 [-], Mocap Quaternion q3 [-], Mocap Velocity x [m/s], Mocap Velocity y [m/s], Mocap Velocity z [m/s], Mocap Angular velocity x [rad/s], Mocap Angular velocity y [rad/s], Mocap Angular velocity z [rad/s], 
[2025-10-20 11:47:51.569296] [0x0000007f8afc29a0] [MocapTag] [0x0000199d] [10519] 1760975271569210, 22.2438, -1.83042, 0.286259, -1.28638, 0.736436, 0.666711, 0.0560205, 0.100099, 1.4863, 0.48393, -0.0145194, -0.201643, 0.726014, 0.116699, 
[2025-10-20 11:47:51.571777] [0x0000007f8afc29a0] [MocapTag] [0x0000199d] [10521] 1760975271571663, 22.2463, -1.83042, 0.286259, -1.28638, 0.736436, 0.666711, 0.0560205, 0.100099, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:47:51.574364] [0x0000007f8afc29a0] [MocapTag] [0x0000199d] [10522] 1760975271574251, 22.2489, -1.83042, 0.286259, -1.28638, 0.736436, 0.666711, 0.0560205, 0.100099, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:47:51.577049] [0x0000007f8afc29a0] [MocapTag] [0x0000199d] [10523] 1760975271576930, 22.2515, -1.81552, 0.29104, -1.28655, 0.737449, 0.666175, 0.0540554, 0.0972565, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:47:51.579704] [0x0000007f8afc29a0] [MocapTag] [0x0000199d] [10524] 1760975271579580, 22.2542, -1.81552, 0.29104, -1.28655, 0.737449, 0.666175, 0.0540554, 0.0972565, 1.48999, 0.478133, -0.0171987, -0.175488, 0.68358, 0.145586, 
[2025-10-20 11:47:51.582273] [0x0000007f8afc29a0] [MocapTag] [0x0000199d] [10526] 1760975271582162, 22.2568, -1.81552, 0.29104, -1.28655, 0.737449, 0.666175, 0.0540554, 0.0972565, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:47:51.584927] [0x0000007f8afc29a0] [MocapTag] [0x0000199d] [10527] 1760975271584814, 22.2594, -1.81552, 0.29104, -1.28655, 0.737449, 0.666175, 0.0540554, 0.0972565, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:47:51.587855] [0x0000007f8afc29a0] [MocapTag] [0x0000199d] [10528] 1760975271587742, 22.2623, -1.80052, 0.295714, -1.28671, 0.738427, 0.665659, 0.0520154, 0.0944396, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:47:51.590417] [0x0000007f8afc29a0] [MocapTag] [0x0000199d] [10530] 1760975271590325, 22.2649, -1.80052, 0.295714, -1.28671, 0.738427, 0.665659, 0.0520154, 0.0944396, 1.49983, 0.467358, -0.0162146, -0.169814, 0.690563, 0.133301, 
[2025-10-20 11:47:51.593144] [0x0000007f8afc29a0] [MocapTag] [0x0000199d] [10531] 1760975271593031, 22.2676, -1.80052, 0.295714, -1.28671, 0.738427, 0.665659, 0.0520154, 0.0944396, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:47:51.595610] [0x0000007f8afc29a0] [MocapTag] [0x0000199d] [10532] 1760975271595503, 22.2701, -1.80052, 0.295714, -1.28671, 0.738427, 0.665659, 0.0520154, 0.0944396, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:47:51.598266] [0x0000007f8afc29a0] [MocapTag] [0x0000199d] [10533] 1760975271598149, 22.2728, -1.7858, 0.300561, -1.28687, 0.739097, 0.665303, 0.0506871, 0.0923988, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:47:51.600812] [0x0000007f8afc29a0] [MocapTag] [0x0000199d] [10535] 1760975271600685, 22.2753, -1.7858, 0.300561, -1.28687, 0.739097, 0.665303, 0.0506871, 0.0923988, 1.47214, 0.484743, -0.0160288, -0.114238, 0.477305, 0.118053, 
[2025-10-20 11:47:51.603668] [0x0000007f8afc29a0] [MocapTag] [0x0000199d] [10536] 1760975271603555, 22.2782, -1.7858, 0.300561, -1.28687, 0.739097, 0.665303, 0.0506871, 0.0923988, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:47:51.606152] [0x0000007f8afc29a0] [MocapTag] [0x0000199d] [10537] 1760975271606032, 22.2806, -1.7685, 0.304069, -1.28529, 0.732922, 0.673317, 0.0399823, 0.0887165, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:47:51.608967] [0x0000007f8afc29a0] [MocapTag] [0x0000199d] [10538] 1760975271608852, 22.2835, -1.7685, 0.304069, -1.28529, 0.732922, 0.673317, 0.0399823, 0.0887165, 1.72979, 0.350783, 0.157929, 2.03682, 2.01549, -0.692633, 
[2025-10-20 11:47:51.611122] [0x0000007f8afc29a0] [MocapTag] [0x0000199d] [10540] 1760975271611038, 22.2856, -1.7685, 0.304069, -1.28529, 0.732922, 0.673317, 0.0399823, 0.0887165, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:47:51.613678] [0x0000007f8afc29a0] [MocapTag] [0x0000199d] [10541] 1760975271613566, 22.2882, -1.7685, 0.304069, -1.28529, 0.732922, 0.673317, 0.0399823, 0.0887165, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:47:51.616101] [0x0000007f8afc29a0] [MocapTag] [0x0000199d] [10542] 1760975271615994, 22.2906, -1.75338, 0.308481, -1.28548, 0.733847, 0.672826, 0.0379753, 0.0856226, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:47:51.619597] [0x0000007f8afc29a0] [MocapTag] [0x0000199d] [10543] 1760975271619487, 22.2941, -1.75338, 0.308481, -1.28548, 0.733847, 0.672826, 0.0379753, 0.0856226, 1.51155, 0.441178, -0.0184693, -0.155056, 0.723317, 0.176566, 
[2025-10-20 11:47:51.622119] [0x0000007f8afc29a0] [MocapTag] [0x0000199d] [10545] 1760975271621996, 22.2966, -1.75338, 0.308481, -1.28548, 0.733847, 0.672826, 0.0379753, 0.0856226, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:47:51.624636] [0x0000007f8afc29a0] [MocapTag] [0x0000199d] [10546] 1760975271624524, 22.2991, -1.75338, 0.308481, -1.28548, 0.733847, 0.672826, 0.0379753, 0.0856226, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:47:51.627342] [0x0000007f8afc29a0] [MocapTag] [0x0000199d] [10547] 1760975271627221, 22.3018, -1.73826, 0.312736, -1.28569, 0.734786, 0.672298, 0.0360961, 0.0824766, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:47:51.630077] [0x0000007f8afc29a0] [MocapTag] [0x0000199d] [10549] 1760975271630022, 22.3046, -1.73826, 0.312736, -1.28569, 0.734786, 0.672298, 0.0360961, 0.0824766, 1.51283, 0.425523, -0.0209334, -0.161576, 0.711127, 0.201873, 
[2025-10-20 11:47:51.632517] [0x0000007f8afc29a0] [MocapTag] [0x0000199d] [10550] 1760975271632405, 22.307, -1.73826, 0.312736, -1.28569, 0.734786, 0.672298, 0.0360961, 0.0824766, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:47:51.635666] [0x0000007f8afc29a0] [MocapTag] [0x0000199d] [10551] 1760975271635553, 22.3102, -1.73826, 0.312736, -1.28569, 0.734786, 0.672298, 0.0360961, 0.0824766, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:47:51.638217] [0x0000007f8afc29a0] [MocapTag] [0x0000199d] [10552] 1760975271638102, 22.3127, -1.72306, 0.316902, -1.28589, 0.735619, 0.671859, 0.034238, 0.0793647, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:47:51.640895] [0x0000007f8afc29a0] [MocapTag] [0x0000199d] [10554] 1760975271640816, 22.3154, -1.72306, 0.316902, -1.28589, 0.735619, 0.671859, 0.034238, 0.0793647, 1.51976, 0.416547, -0.0205936, -0.135887, 0.701855, 0.202574, 
[2025-10-20 11:47:51.643494] [0x0000007f8afc29a0] [MocapTag] [0x0000199d] [10555] 1760975271643382, 22.318, -1.72306, 0.316902, -1.28589, 0.735619, 0.671859, 0.034238, 0.0793647, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:47:51.645972] [0x0000007f8afc29a0] [MocapTag] [0x0000199d] [10556] 1760975271645869, 22.3205, -1.72306, 0.316902, -1.28589, 0.735619, 0.671859, 0.034238, 0.0793647, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:47:51.648735] [0x0000007f8afc29a0] [MocapTag] [0x0000199d] [10557] 1760975271648622, 22.3232, -1.70809, 0.320749, -1.2864, 0.736037, 0.671876, 0.0320705, 0.0761862, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:47:51.651632] [0x0000007f8afc29a0] [MocapTag] [0x0000199d] [10559] 1760975271651530, 22.3261, -1.70809, 0.320749, -1.2864, 0.736037, 0.671876, 0.0320705, 0.0761862, 1.49725, 0.384758, -0.050712, 0, 0.751933, 0.180858, 
[2025-10-20 11:47:51.654368] [0x0000007f8afc29a0] [MocapTag] [0x0000199d] [10560] 1760975271654246, 22.3288, -1.70809, 0.320749, -1.2864, 0.736037, 0.671876, 0.0320705, 0.0761862, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:47:51.656879] [0x0000007f8afc29a0] [MocapTag] [0x0000199d] [10561] 1760975271656762, 22.3314, -1.69405, 0.325628, -1.28825, 0.736162, 0.671888, 0.0374722, 0.072311, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:47:51.659589] [0x0000007f8afc29a0] [MocapTag] [0x0000199d] [10562] 1760975271659503, 22.3341, -1.69405, 0.325628, -1.28825, 0.736162, 0.671888, 0.0374722, 0.072311, 1.40341, 0.487902, -0.184547, 0.0754833, -0.278734, 1.30955, 
[2025-10-20 11:47:51.662132] [0x0000007f8afc29a0] [MocapTag] [0x0000199d] [10564] 1760975271662019, 22.3366, -1.69405, 0.325628, -1.28825, 0.736162, 0.671888, 0.0374722, 0.072311, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:47:51.664626] [0x0000007f8afc29a0] [MocapTag] [0x0000199d] [10565] 1760975271664516, 22.3391, -1.69405, 0.325628, -1.28825, 0.736162, 0.671888, 0.0374722, 0.072311, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:47:51.667604] [0x0000007f8afc29a0] [MocapTag] [0x0000199d] [10566] 1760975271667480, 22.3421, -1.67875, 0.329414, -1.28841, 0.737573, 0.670878, 0.0350591, 0.0684149, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:47:51.670121] [0x0000007f8afc29a0] [MocapTag] [0x0000199d] [10568] 1760975271670066, 22.3447, -1.67875, 0.329414, -1.28841, 0.737573, 0.670878, 0.0350591, 0.0684149, 1.53016, 0.378555, -0.0164356, -0.298107, 0.892571, 0.23325, 
[2025-10-20 11:47:51.672783] [0x0000007f8afc29a0] [MocapTag] [0x0000199d] [10569] 1760975271672671, 22.3473, -1.67875, 0.329414, -1.28841, 0.737573, 0.670878, 0.0350591, 0.0684149, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:47:51.675425] [0x0000007f8afc29a0] [MocapTag] [0x0000199d] [10570] 1760975271675300, 22.3499, -1.67875, 0.329414, -1.28841, 0.737573, 0.670878, 0.0350591, 0.0684149, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:47:51.678111] [0x0000007f8afc29a0] [MocapTag] [0x0000199d] [10571] 1760975271677994, 22.3526, -1.6619, 0.332387, -1.28675, 0.739079, 0.669799, 0.0271611, 0.0662826, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:47:51.680625] [0x0000007f8afc29a0] [MocapTag] [0x0000199d] [10573] 1760975271680567, 22.3552, -1.6619, 0.332387, -1.28675, 0.739079, 0.669799, 0.0271611, 0.0662826, 1.68501, 0.297333, 0.166243, -0.372696, 1.47102, -0.767783, 
[2025-10-20 11:47:51.683646] [0x0000007f8afc29a0] [MocapTag] [0x0000199d] [10574] 1760975271683530, 22.3581, -1.6619, 0.332387, -1.28675, 0.739079, 0.669799, 0.0271611, 0.0662826, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:47:51.685974] [0x0000007f8afc29a0] [MocapTag] [0x0000199d] [10575] 1760975271685869, 22.3605, -1.6619, 0.332387, -1.28675, 0.739079, 0.669799, 0.0271611, 0.0662826, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:47:51.688593] [0x0000007f8afc29a0] [MocapTag] [0x0000199d] [10576] 1760975271688481, 22.3631, -1.64657, 0.335987, -1.28698, 0.740004, 0.669129, 0.0257264, 0.0632345, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:47:51.691165] [0x0000007f8afc29a0] [MocapTag] [0x0000199d] [10578] 1760975271691055, 22.3657, -1.64657, 0.335987, -1.28698, 0.740004, 0.669129, 0.0257264, 0.0632345, 1.53329, 0.360008, -0.0229661, -0.189066, 0.629114, 0.250478, 
[2025-10-20 11:47:51.693680] [0x0000007f8afc29a0] [MocapTag] [0x0000199d] [10579] 1760975271693567, 22.3682, -1.64657, 0.335987, -1.28698, 0.740004, 0.669129, 0.0257264, 0.0632345, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:47:51.696360] [0x0000007f8afc29a0] [MocapTag] [0x0000199d] [10580] 1760975271696201, 22.3708, -1.6312, 0.339406, -1.2872, 0.740985, 0.668375, 0.0241033, 0.0602951, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:47:51.699784] [0x0000007f8afc29a0] [MocapTag] [0x0000199d] [10581] 1760975271699696, 22.3743, -1.6312, 0.339406, -1.2872, 0.740985, 0.668375, 0.0241033, 0.0602951, 1.53629, 0.341824, -0.0222615, -0.212419, 0.642564, 0.208707, 
[2025-10-20 11:47:51.702287] [0x0000007f8afc29a0] [MocapTag] [0x0000199d] [10583] 1760975271702175, 22.3768, -1.6312, 0.339406, -1.2872, 0.740985, 0.668375, 0.0241033, 0.0602951, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:47:51.704896] [0x0000007f8afc29a0] [MocapTag] [0x0000199d] [10584] 1760975271704787, 22.3794, -1.6312, 0.339406, -1.2872, 0.740985, 0.668375, 0.0241033, 0.0602951, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:47:51.707464] [0x0000007f8afc29a0] [MocapTag] [0x0000199d] [10585] 1760975271707348, 22.3819, -1.61582, 0.34274, -1.28743, 0.741964, 0.66761, 0.0226289, 0.0572287, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:47:51.710139] [0x0000007f8afc29a0] [MocapTag] [0x0000199d] [10587] 1760975271710081, 22.3847, -1.61582, 0.34274, -1.28743, 0.741964, 0.66761, 0.0226289, 0.0572287, 1.53859, 0.333467, -0.0231977, -0.21311, 0.636823, 0.248715, 
[2025-10-20 11:47:51.713227] [0x0000007f8afc29a0] [MocapTag] [0x0000199d] [10588] 1760975271713115, 22.3877, -1.61582, 0.34274, -1.28743, 0.741964, 0.66761, 0.0226289, 0.0572287, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:47:51.715858] [0x0000007f8afc29a0] [MocapTag] [0x0000199d] [10589] 1760975271715753, 22.3904, -1.61582, 0.34274, -1.28743, 0.741964, 0.66761, 0.0226289, 0.0572287, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:47:51.718463] [0x0000007f8afc29a0] [MocapTag] [0x0000199d] [10590] 1760975271718346, 22.3929, -1.60038, 0.346001, -1.28759, 0.742737, 0.667071, 0.0211186, 0.0539543, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:47:51.721042] [0x0000007f8afc29a0] [MocapTag] [0x0000199d] [10592] 1760975271720967, 22.3956, -1.60038, 0.346001, -1.28759, 0.742737, 0.667071, 0.0211186, 0.0539543, 1.5436, 0.32604, -0.0158135, -0.150943, 0.667662, 0.279438, 
[2025-10-20 11:47:51.723541] [0x0000007f8afc29a0] [MocapTag] [0x0000199d] [10593] 1760975271723430, 22.398, -1.60038, 0.346001, -1.28759, 0.742737, 0.667071, 0.0211186, 0.0539543, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:47:51.726549] [0x0000007f8afc29a0] [MocapTag] [0x0000199d] [10594] 1760975271726434, 22.401, -1.60038, 0.346001, -1.28759, 0.742737, 0.667071, 0.0211186, 0.0539543, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:47:51.729096] [0x0000007f8afc29a0] [MocapTag] [0x0000199d] [10595] 1760975271728981, 22.4036, -1.58493, 0.34909, -1.28778, 0.743608, 0.666396, 0.0195681, 0.0507944, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:47:51.731815] [0x0000007f8afc29a0] [MocapTag] [0x0000199d] [10597] 1760975271731696, 22.4063, -1.58493, 0.34909, -1.28778, 0.743608, 0.666396, 0.0195681, 0.0507944, 1.54569, 0.308901, -0.0191576, -0.187504, 0.658664, 0.256017, 
[2025-10-20 11:47:51.734303] [0x0000007f8afc29a0] [MocapTag] [0x0000199d] [10598] 1760975271734192, 22.4088, -1.58493, 0.34909, -1.28778, 0.743608, 0.666396, 0.0195681, 0.0507944, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:47:51.736909] [0x0000007f8afc29a0] [MocapTag] [0x0000199d] [10599] 1760975271736795, 22.4114, -1.56948, 0.352113, -1.28797, 0.744374, 0.665813, 0.0180945, 0.0476706, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:47:51.739552] [0x0000007f8afc29a0] [MocapTag] [0x0000199d] [10600] 1760975271739465, 22.4141, -1.56948, 0.352113, -1.28797, 0.744374, 0.665813, 0.0180945, 0.0476706, 1.54476, 0.302392, -0.0189489, -0.161338, 0.641096, 0.263149, 
[2025-10-20 11:47:51.742146] [0x0000007f8afc29a0] [MocapTag] [0x0000199d] [10602] 1760975271742032, 22.4166, -1.56948, 0.352113, -1.28797, 0.744374, 0.665813, 0.0180945, 0.0476706, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:47:51.744741] [0x0000007f8afc29a0] [MocapTag] [0x0000199d] [10603] 1760975271744632, 22.4192, -1.56948, 0.352113, -1.28797, 0.744374, 0.665813, 0.0180945, 0.0476706, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:47:51.747470] [0x0000007f8afc29a0] [MocapTag] [0x0000199d] [10604] 1760975271747351, 22.422, -1.55395, 0.354993, -1.28813, 0.745072, 0.665275, 0.0166648, 0.0447045, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:47:51.750143] [0x0000007f8afc29a0] [MocapTag] [0x0000199d] [10605] 1760975271750055, 22.4247, -1.55395, 0.354993, -1.28813, 0.745072, 0.665275, 0.0166648, 0.0447045, 1.55269, 0.287918, -0.0154964, -0.148714, 0.612644, 0.246806, 
[2025-10-20 11:47:51.752572] [0x0000007f8afc29a0] [MocapTag] [0x0000199d] [10607] 1760975271752461, 22.4271, -1.55395, 0.354993, -1.28813, 0.745072, 0.665275, 0.0166648, 0.0447045, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:47:51.755155] [0x0000007f8afc29a0] [MocapTag] [0x0000199d] [10608] 1760975271755043, 22.4296, -1.55395, 0.354993, -1.28813, 0.745072, 0.665275, 0.0166648, 0.0447045, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:47:51.757840] [0x0000007f8afc29a0] [MocapTag] [0x0000199d] [10609] 1760975271757725, 22.4323, -1.54044, 0.357992, -1.2901, 0.746018, 0.664322, 0.0236079, 0.0397052, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:47:51.760440] [0x0000007f8afc29a0] [MocapTag] [0x0000199d] [10610] 1760975271760355, 22.435, -1.54044, 0.357992, -1.2901, 0.746018, 0.664322, 0.0236079, 0.0397052, 1.35151, 0.299925, -0.197858, -0.203371, -0.367691, 1.66291, 
[2025-10-20 11:47:51.763415] [0x0000007f8afc29a0] [MocapTag] [0x0000199d] [10612] 1760975271763299, 22.4379, -1.54044, 0.357992, -1.2901, 0.746018, 0.664322, 0.0236079, 0.0397052, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:47:51.765854] [0x0000007f8afc29a0] [MocapTag] [0x0000199d] [10613] 1760975271765748, 22.4403, -1.54044, 0.357992, -1.2901, 0.746018, 0.664322, 0.0236079, 0.0397052, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:47:51.768516] [0x0000007f8afc29a0] [MocapTag] [0x0000199d] [10614] 1760975271768401, 22.443, -1.52499, 0.36064, -1.2903, 0.746593, 0.66389, 0.0226345, 0.0365701, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:47:51.770922] [0x0000007f8afc29a0] [MocapTag] [0x0000199d] [10616] 1760975271770798, 22.4454, -1.52499, 0.36064, -1.2903, 0.746593, 0.66389, 0.0226345, 0.0365701, 1.545, 0.264814, -0.0199919, -0.119412, 0.564385, 0.334884, 
[2025-10-20 11:47:51.773462] [0x0000007f8afc29a0] [MocapTag] [0x0000199d] [10617] 1760975271773352, 22.448, -1.52499, 0.36064, -1.2903, 0.746593, 0.66389, 0.0226345, 0.0365701, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:47:51.776161] [0x0000007f8afc29a0] [MocapTag] [0x0000199d] [10618] 1760975271776050, 22.4507, -1.52499, 0.36064, -1.2903, 0.746593, 0.66389, 0.0226345, 0.0365701, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:47:51.779696] [0x0000007f8afc29a0] [MocapTag] [0x0000199d] [10619] 1760975271779581, 22.4542, -1.50952, 0.363167, -1.29052, 0.747146, 0.663471, 0.0215118, 0.0334138, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:47:51.782060] [0x0000007f8afc29a0] [MocapTag] [0x0000199d] [10621] 1760975271781942, 22.4565, -1.50952, 0.363167, -1.29052, 0.747146, 0.663471, 0.0215118, 0.0334138, 1.54664, 0.252699, -0.0211125, -0.116646, 0.588994, 0.318891, 
[2025-10-20 11:47:51.784666] [0x0000007f8afc29a0] [MocapTag] [0x0000199d] [10622] 1760975271784553, 22.4592, -1.50952, 0.363167, -1.29052, 0.747146, 0.663471, 0.0215118, 0.0334138, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:47:51.787165] [0x0000007f8afc29a0] [MocapTag] [0x0000199d] [10623] 1760975271787050, 22.4617, -1.49402, 0.365534, -1.29067, 0.747592, 0.663163, 0.0202482, 0.0301874, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:47:51.790220] [0x0000007f8afc29a0] [MocapTag] [0x0000199d] [10624] 1760975271790132, 22.4647, -1.49402, 0.365534, -1.29067, 0.747592, 0.663163, 0.0202482, 0.0301874, 1.54966, 0.236652, -0.0150072, -0.0877261, 0.618681, 0.312314, 
[2025-10-20 11:47:51.792565] [0x0000007f8afc29a0] [MocapTag] [0x0000199d] [10626] 1760975271792452, 22.4671, -1.49402, 0.365534, -1.29067, 0.747592, 0.663163, 0.0202482, 0.0301874, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:47:51.795383] [0x0000007f8afc29a0] [MocapTag] [0x0000199d] [10627] 1760975271795266, 22.4699, -1.49402, 0.365534, -1.29067, 0.747592, 0.663163, 0.0202482, 0.0301874, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:47:51.798099] [0x0000007f8afc29a0] [MocapTag] [0x0000199d] [10628] 1760975271797985, 22.4726, -1.47839, 0.367608, -1.29056, 0.748501, 0.662346, 0.0177874, 0.0269928, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:47:51.801588] [0x0000007f8afc29a0] [MocapTag] [0x0000199d] [10630] 1760975271801465, 22.4761, -1.47839, 0.367608, -1.29056, 0.748501, 0.662346, 0.0177874, 0.0269928, 1.563, 0.207423, 0.0105212, -0.23123, 0.794571, 0.144737, 
[2025-10-20 11:47:51.803200] [0x0000007f8afc29a0] [MocapTag] [0x0000199d] [10631] 1760975271803086, 22.4777, -1.47839, 0.367608, -1.29056, 0.748501, 0.662346, 0.0177874, 0.0269928, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:47:51.805914] [0x0000007f8afc29a0] [MocapTag] [0x0000199d] [10632] 1760975271805803, 22.4804, -1.47839, 0.367608, -1.29056, 0.748501, 0.662346, 0.0177874, 0.0269928, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:47:51.808485] [0x0000007f8afc29a0] [MocapTag] [0x0000199d] [10633] 1760975271808374, 22.483, -1.46286, 0.369744, -1.29069, 0.748981, 0.661948, 0.0166267, 0.0239962, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:47:51.811550] [0x0000007f8afc29a0] [MocapTag] [0x0000199d] [10635] 1760975271811436, 22.486, -1.46286, 0.369744, -1.29069, 0.748981, 0.661948, 0.0166267, 0.0239962, 1.55343, 0.213621, -0.0133089, -0.110054, 0.57203, 0.29228, 
[2025-10-20 11:47:51.813872] [0x0000007f8afc29a0] [MocapTag] [0x0000199d] [10636] 1760975271813764, 22.4884, -1.46286, 0.369744, -1.29069, 0.748981, 0.661948, 0.0166267, 0.0239962, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:47:51.816407] [0x0000007f8afc29a0] [MocapTag] [0x0000199d] [10637] 1760975271816262, 22.4909, -1.44735, 0.371746, -1.2908, 0.749507, 0.661473, 0.0156374, 0.0211693, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:47:51.819609] [0x0000007f8afc29a0] [MocapTag] [0x0000199d] [10638] 1760975271819495, 22.4941, -1.44735, 0.371746, -1.2908, 0.749507, 0.661473, 0.0156374, 0.0211693, 1.55057, 0.200218, -0.0105649, -0.129986, 0.523585, 0.289572, 
[2025-10-20 11:47:51.822165] [0x0000007f8afc29a0] [MocapTag] [0x0000199d] [10640] 1760975271822051, 22.4967, -1.44735, 0.371746, -1.2908, 0.749507, 0.661473, 0.0156374, 0.0211693, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:47:51.824786] [0x0000007f8afc29a0] [MocapTag] [0x0000199d] [10641] 1760975271824677, 22.4993, -1.44735, 0.371746, -1.2908, 0.749507, 0.661473, 0.0156374, 0.0211693, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:47:51.827461] [0x0000007f8afc29a0] [MocapTag] [0x0000199d] [10642] 1760975271827347, 22.5019, -1.43189, 0.373647, -1.29093, 0.749907, 0.661131, 0.0146783, 0.0181741, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:47:51.830152] [0x0000007f8afc29a0] [MocapTag] [0x0000199d] [10644] 1760975271830070, 22.5047, -1.43189, 0.373647, -1.29093, 0.749907, 0.661131, 0.0146783, 0.0181741, 1.54659, 0.190128, -0.0132884, -0.0937581, 0.540733, 0.320291, 
[2025-10-20 11:47:51.832669] [0x0000007f8afc29a0] [MocapTag] [0x0000199d] [10645] 1760975271832556, 22.5072, -1.43189, 0.373647, -1.29093, 0.749907, 0.661131, 0.0146783, 0.0181741, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:47:51.835250] [0x0000007f8afc29a0] [MocapTag] [0x0000199d] [10646] 1760975271835142, 22.5097, -1.43189, 0.373647, -1.29093, 0.749907, 0.661131, 0.0146783, 0.0181741, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:47:51.837977] [0x0000007f8afc29a0] [MocapTag] [0x0000199d] [10647] 1760975271837865, 22.5125, -1.4164, 0.375392, -1.29101, 0.750276, 0.660811, 0.013484, 0.0152494, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:47:51.840687] [0x0000007f8afc29a0] [MocapTag] [0x0000199d] [10649] 1760975271840573, 22.5152, -1.4164, 0.375392, -1.29101, 0.750276, 0.660811, 0.013484, 0.0152494, 1.5487, 0.174417, -0.007604, -0.0888944, 0.56635, 0.279182, 
