[2025-10-20 11:47:29.379077] [0x0000007fa38ea7c0] [MocapTag] [0x0000199d] [2] Mocap timestamp, Mocap time [s], Mocap position x [m], Mocap position y [m], Mocap position z [m], Mocap Quaternion q0 [-], Mocap Quaternion q1 [-], Mocap Quaternion q2 [-], Mocap Quaternion q3 [-], Mocap Velocity x [m/s], Mocap Velocity y [m/s], Mocap Velocity z [m/s], Mocap Angular velocity x [rad/s], Mocap Angular velocity y [rad/s], Mocap Angular velocity z [rad/s], 
[2025-10-20 11:47:29.383059] [0x0000007f8afc29a0] [MocapTag] [0x0000199d] [3] 1760975249382885, 0.057487, 0.13748, -0.227486, -0.324619, 0.710392, 0.703691, -0.00521889, -0.0115697, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:47:29.386984] [0x0000007f8afc29a0] [MocapTag] [0x0000199d] [6] 1760975249386865, 0.061467, 0.13748, -0.227486, -0.324619, 0.710392, 0.703691, -0.00521889, -0.0115697, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:47:29.387992] [0x0000007f8afc29a0] [MocapTag] [0x0000199d] [7] 1760975249387873, 0.062475, 0.137491, -0.227487, -0.324619, 0.710375, 0.703709, -0.00530226, -0.0115521, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:47:29.390704] [0x0000007f8afc29a0] [MocapTag] [0x0000199d] [8] 1760975249390592, 0.065194, 0.137491, -0.227487, -0.324619, 0.710375, 0.703709, -0.00530226, -0.0115521, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:47:29.394443] [0x0000007f8afc29a0] [MocapTag] [0x0000199d] [9] 1760975249394334, 0.068936, 0.137491, -0.227487, -0.324619, 0.710375, 0.703709, -0.00530226, -0.0115521, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:47:29.397416] [0x0000007f8afc29a0] [MocapTag] [0x0000199d] [11] 1760975249397305, 0.071907, 0.137485, -0.227494, -0.324636, 0.710379, 0.703705, -0.00533124, -0.0115551, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:47:29.400252] [0x0000007f8afc29a0] [MocapTag] [0x0000199d] [12] 1760975249400137, 0.074739, 0.137485, -0.227494, -0.324636, 0.710379, 0.703705, -0.00533124, -0.0115551, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:47:29.402709] [0x0000007f8afc29a0] [MocapTag] [0x0000199d] [13] 1760975249402594, 0.077196, 0.137485, -0.227494, -0.324636, 0.710379, 0.703705, -0.00533124, -0.0115551, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:47:29.405697] [0x0000007f8afc29a0] [MocapTag] [0x0000199d] [14] 1760975249405580, 0.080182, 0.137485, -0.227494, -0.324636, 0.710379, 0.703705, -0.00533124, -0.0115551, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:47:29.408328] [0x0000007f8afc29a0] [MocapTag] [0x0000199d] [16] 1760975249408216, 0.082818, 0.137498, -0.22748, -0.324637, 0.710438, 0.703647, -0.00522466, -0.0115055, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:47:29.411070] [0x0000007f8afc29a0] [MocapTag] [0x0000199d] [17] 1760975249410946, 0.085548, 0.137498, -0.22748, -0.324637, 0.710438, 0.703647, -0.00522466, -0.0115055, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:47:29.413555] [0x0000007f8afc29a0] [MocapTag] [0x0000199d] [18] 1760975249413446, 0.088048, 0.137498, -0.22748, -0.324637, 0.710438, 0.703647, -0.00522466, -0.0115055, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:47:29.416176] [0x0000007f8afc29a0] [MocapTag] [0x0000199d] [20] 1760975249416112, 0.090714, 0.137498, -0.22748, -0.324637, 0.710438, 0.703647, -0.00522466, -0.0115055, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:47:29.418770] [0x0000007f8afc29a0] [MocapTag] [0x0000199d] [21] 1760975249418659, 0.093261, 0.137522, -0.227466, -0.324617, 0.710376, 0.703708, -0.00533123, -0.0115132, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:47:29.421679] [0x0000007f8afc29a0] [MocapTag] [0x0000199d] [22] 1760975249421572, 0.096174, 0.137522, -0.227466, -0.324617, 0.710376, 0.703708, -0.00533123, -0.0115132, 0.00242624, 0, 0.00201688, 0, 0, 0, 
[2025-10-20 11:47:29.423888] [0x0000007f8afc29a0] [MocapTag] [0x0000199d] [23] 1760975249423784, 0.098386, 0.137522, -0.227466, -0.324617, 0.710376, 0.703708, -0.00533123, -0.0115132, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:47:29.426673] [0x0000007f8afc29a0] [MocapTag] [0x0000199d] [25] 1760975249426561, 0.101163, 0.13751, -0.227458, -0.324628, 0.710391, 0.703692, -0.00530019, -0.0115859, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:47:29.429325] [0x0000007f8afc29a0] [MocapTag] [0x0000199d] [26] 1760975249429216, 0.103818, 0.13751, -0.227458, -0.324628, 0.710391, 0.703692, -0.00530019, -0.0115859, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:47:29.431838] [0x0000007f8afc29a0] [MocapTag] [0x0000199d] [27] 1760975249431729, 0.106331, 0.13751, -0.227458, -0.324628, 0.710391, 0.703692, -0.00530019, -0.0115859, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:47:29.434313] [0x0000007f8afc29a0] [MocapTag] [0x0000199d] [28] 1760975249434205, 0.108807, 0.13751, -0.227458, -0.324628, 0.710391, 0.703692, -0.00530019, -0.0115859, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:47:29.436852] [0x0000007f8afc29a0] [MocapTag] [0x0000199d] [30] 1760975249436747, 0.111349, 0.137518, -0.227446, -0.324617, 0.710424, 0.70366, -0.00525368, -0.0115439, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:47:29.440346] [0x0000007f8afc29a0] [MocapTag] [0x0000199d] [31] 1760975249440233, 0.114835, 0.137518, -0.227446, -0.324617, 0.710424, 0.70366, -0.00525368, -0.0115439, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:47:29.442881] [0x0000007f8afc29a0] [MocapTag] [0x0000199d] [32] 1760975249442777, 0.117379, 0.137518, -0.227446, -0.324617, 0.710424, 0.70366, -0.00525368, -0.0115439, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:47:29.445583] [0x0000007f8afc29a0] [MocapTag] [0x0000199d] [33] 1760975249445465, 0.120067, 0.137518, -0.227446, -0.324617, 0.710424, 0.70366, -0.00525368, -0.0115439, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:47:29.448083] [0x0000007f8afc29a0] [MocapTag] [0x0000199d] [35] 1760975249447973, 0.122575, 0.137498, -0.227461, -0.324628, 0.710392, 0.703691, -0.00525926, -0.0115855, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:47:29.450903] [0x0000007f8afc29a0] [MocapTag] [0x0000199d] [36] 1760975249450796, 0.125398, 0.137498, -0.227461, -0.324628, 0.710392, 0.703691, -0.00525926, -0.0115855, -0.00201345, 0, 0, 0, 0, 0, 
[2025-10-20 11:47:29.453964] [0x0000007f8afc29a0] [MocapTag] [0x0000199d] [37] 1760975249453855, 0.128457, 0.137498, -0.227461, -0.324628, 0.710392, 0.703691, -0.00525926, -0.0115855, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:47:29.456391] [0x0000007f8afc29a0] [MocapTag] [0x0000199d] [39] 1760975249456255, 0.130857, 0.137498, -0.227461, -0.324628, 0.710392, 0.703691, -0.00525926, -0.0115855, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:47:29.458997] [0x0000007f8afc29a0] [MocapTag] [0x0000199d] [40] 1760975249458885, 0.133487, 0.137502, -0.227449, -0.324608, 0.710461, 0.703623, -0.00520374, -0.0115348, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:47:29.461687] [0x0000007f8afc29a0] [MocapTag] [0x0000199d] [41] 1760975249461579, 0.136181, 0.137502, -0.227449, -0.324608, 0.710461, 0.703623, -0.00520374, -0.0115348, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:47:29.464600] [0x0000007f8afc29a0] [MocapTag] [0x0000199d] [42] 1760975249464490, 0.139092, 0.137502, -0.227449, -0.324608, 0.710461, 0.703623, -0.00520374, -0.0115348, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:47:29.466794] [0x0000007f8afc29a0] [MocapTag] [0x0000199d] [44] 1760975249466681, 0.141283, 0.137473, -0.227458, -0.32463, 0.710463, 0.70362, -0.00522194, -0.0115949, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:47:29.469609] [0x0000007f8afc29a0] [MocapTag] [0x0000199d] [45] 1760975249469495, 0.144097, 0.137473, -0.227458, -0.32463, 0.710463, 0.70362, -0.00522194, -0.0115949, -0.00296449, 0, -0.00214156, 0, 0, 0, 
[2025-10-20 11:47:29.472284] [0x0000007f8afc29a0] [MocapTag] [0x0000199d] [46] 1760975249472173, 0.146775, 0.137473, -0.227458, -0.32463, 0.710463, 0.70362, -0.00522194, -0.0115949, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:47:29.474796] [0x0000007f8afc29a0] [MocapTag] [0x0000199d] [47] 1760975249474687, 0.149289, 0.137473, -0.227458, -0.32463, 0.710463, 0.70362, -0.00522194, -0.0115949, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:47:29.477698] [0x0000007f8afc29a0] [MocapTag] [0x0000199d] [49] 1760975249477587, 0.152189, 0.137539, -0.227459, -0.32461, 0.710393, 0.703689, -0.00537074, -0.0115621, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:47:29.480155] [0x0000007f8afc29a0] [MocapTag] [0x0000199d] [50] 1760975249480049, 0.154651, 0.137539, -0.227459, -0.32461, 0.710393, 0.703689, -0.00537074, -0.0115621, 0.00663139, 0, 0, 0, 0, 0, 
[2025-10-20 11:47:29.482764] [0x0000007f8afc29a0] [MocapTag] [0x0000199d] [51] 1760975249482663, 0.157265, 0.137539, -0.227459, -0.32461, 0.710393, 0.703689, -0.00537074, -0.0115621, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:47:29.485596] [0x0000007f8afc29a0] [MocapTag] [0x0000199d] [52] 1760975249485480, 0.160082, 0.137539, -0.227459, -0.32461, 0.710393, 0.703689, -0.00537074, -0.0115621, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:47:29.488206] [0x0000007f8afc29a0] [MocapTag] [0x0000199d] [54] 1760975249488094, 0.162696, 0.137529, -0.227383, -0.324702, 0.710064, 0.704024, -0.00516203, -0.0115486, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:47:29.490901] [0x0000007f8afc29a0] [MocapTag] [0x0000199d] [55] 1760975249490797, 0.165399, 0.137529, -0.227383, -0.324702, 0.710064, 0.704024, -0.00516203, -0.0115486, 0, 0.00764195, -0.00921796, 0.0936508, 0, 0, 
[2025-10-20 11:47:29.493566] [0x0000007f8afc29a0] [MocapTag] [0x0000199d] [56] 1760975249493455, 0.168057, 0.137529, -0.227383, -0.324702, 0.710064, 0.704024, -0.00516203, -0.0115486, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:47:29.496014] [0x0000007f8afc29a0] [MocapTag] [0x0000199d] [58] 1760975249495959, 0.170561, 0.137529, -0.227383, -0.324702, 0.710064, 0.704024, -0.00516203, -0.0115486, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:47:29.498627] [0x0000007f8afc29a0] [MocapTag] [0x0000199d] [59] 1760975249498515, 0.173117, 0.137498, -0.227451, -0.324629, 0.710399, 0.703685, -0.00528326, -0.0115426, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:47:29.501285] [0x0000007f8afc29a0] [MocapTag] [0x0000199d] [60] 1760975249501176, 0.175778, 0.137498, -0.227451, -0.324629, 0.710399, 0.703685, -0.00528326, -0.0115426, -0.00311722, -0.00687664, 0.00735165, -0.0951529, 0, 0, 
[2025-10-20 11:47:29.504145] [0x0000007f8afc29a0] [MocapTag] [0x0000199d] [61] 1760975249504039, 0.178641, 0.137498, -0.227451, -0.324629, 0.710399, 0.703685, -0.00528326, -0.0115426, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:47:29.506865] [0x0000007f8afc29a0] [MocapTag] [0x0000199d] [63] 1760975249506743, 0.181345, 0.137496, -0.227444, -0.324641, 0.710377, 0.703708, -0.00522815, -0.0114977, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:47:29.509831] [0x0000007f8afc29a0] [MocapTag] [0x0000199d] [64] 1760975249509722, 0.184324, 0.137496, -0.227444, -0.324641, 0.710377, 0.703708, -0.00522815, -0.0114977, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:47:29.512144] [0x0000007f8afc29a0] [MocapTag] [0x0000199d] [65] 1760975249512041, 0.186643, 0.137496, -0.227444, -0.324641, 0.710377, 0.703708, -0.00522815, -0.0114977, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:47:29.515350] [0x0000007f8afc29a0] [MocapTag] [0x0000199d] [66] 1760975249515234, 0.189836, 0.137496, -0.227444, -0.324641, 0.710377, 0.703708, -0.00522815, -0.0114977, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:47:29.518579] [0x0000007f8afc29a0] [MocapTag] [0x0000199d] [68] 1760975249518469, 0.193071, 0.137486, -0.227329, -0.324792, 0.709976, 0.704115, -0.00493265, -0.0114988, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:47:29.520728] [0x0000007f8afc29a0] [MocapTag] [0x0000199d] [69] 1760975249520617, 0.195219, 0.137486, -0.227329, -0.324792, 0.709976, 0.704115, -0.00493265, -0.0114988, 0, 0.0114877, -0.0150657, 0.114048, -0.0413047, 0.0404174, 
[2025-10-20 11:47:29.523913] [0x0000007f8afc29a0] [MocapTag] [0x0000199d] [70] 1760975249523807, 0.198409, 0.137486, -0.227329, -0.324792, 0.709976, 0.704115, -0.00493265, -0.0114988, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:47:29.525979] [0x0000007f8afc29a0] [MocapTag] [0x0000199d] [71] 1760975249525885, 0.200487, 0.137486, -0.227329, -0.324792, 0.709976, 0.704115, -0.00493265, -0.0114988, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:47:29.528609] [0x0000007f8afc29a0] [MocapTag] [0x0000199d] [73] 1760975249528497, 0.203099, 0.137461, -0.227441, -0.324639, 0.710404, 0.70368, -0.00526779, -0.0115178, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:47:29.531394] [0x0000007f8afc29a0] [MocapTag] [0x0000199d] [74] 1760975249531285, 0.205887, 0.137461, -0.227441, -0.324639, 0.710404, 0.70368, -0.00526779, -0.0115178, -0.00243997, -0.0111763, 0.0152986, -0.12176, 0.0497323, -0.0430515, 
[2025-10-20 11:47:29.533988] [0x0000007f8afc29a0] [MocapTag] [0x0000199d] [75] 1760975249533879, 0.208481, 0.137461, -0.227441, -0.324639, 0.710404, 0.70368, -0.00526779, -0.0115178, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:47:29.537139] [0x0000007f8afc29a0] [MocapTag] [0x0000199d] [77] 1760975249537018, 0.21162, 0.137482, -0.227452, -0.324644, 0.710471, 0.703613, -0.00521347, -0.0115001, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:47:29.539358] [0x0000007f8afc29a0] [MocapTag] [0x0000199d] [78] 1760975249539246, 0.213848, 0.137482, -0.227452, -0.324644, 0.710471, 0.703613, -0.00521347, -0.0115001, 0.00207743, 0, 0, 0, 0, 0, 
[2025-10-20 11:47:29.541039] [0x0000007f8afc29a0] [MocapTag] [0x0000199d] [79] 1760975249540933, 0.215535, 0.137482, -0.227452, -0.324644, 0.710471, 0.703613, -0.00521347, -0.0115001, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:47:29.544515] [0x0000007f8afc29a0] [MocapTag] [0x0000199d] [80] 1760975249544411, 0.219013, 0.137482, -0.227452, -0.324644, 0.710471, 0.703613, -0.00521347, -0.0115001, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:47:29.547204] [0x0000007f8afc29a0] [MocapTag] [0x0000199d] [82] 1760975249547106, 0.221708, 0.137473, -0.227457, -0.324646, 0.710468, 0.703614, -0.00528819, -0.0115891, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:47:29.549982] [0x0000007f8afc29a0] [MocapTag] [0x0000199d] [83] 1760975249549871, 0.224473, 0.137473, -0.227457, -0.324646, 0.710468, 0.703614, -0.00528819, -0.0115891, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:47:29.552390] [0x0000007f8afc29a0] [MocapTag] [0x0000199d] [84] 1760975249552288, 0.22689, 0.137473, -0.227457, -0.324646, 0.710468, 0.703614, -0.00528819, -0.0115891, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:47:29.555251] [0x0000007f8afc29a0] [MocapTag] [0x0000199d] [85] 1760975249555113, 0.229715, 0.137473, -0.227457, -0.324646, 0.710468, 0.703614, -0.00528819, -0.0115891, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:47:29.558237] [0x0000007f8afc29a0] [MocapTag] [0x0000199d] [87] 1760975249558127, 0.232729, 0.137494, -0.227378, -0.324761, 0.710089, 0.703999, -0.00508449, -0.0115471, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:47:29.560471] [0x0000007f8afc29a0] [MocapTag] [0x0000199d] [88] 1760975249560360, 0.234962, 0.137494, -0.227378, -0.324761, 0.710089, 0.703999, -0.00508449, -0.0115471, 0.00216901, 0.00794894, -0.0115002, 0.107813, 0, 0, 
[2025-10-20 11:47:29.563083] [0x0000007f8afc29a0] [MocapTag] [0x0000199d] [89] 1760975249562927, 0.237529, 0.137494, -0.227378, -0.324761, 0.710089, 0.703999, -0.00508449, -0.0115471, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:47:29.565950] [0x0000007f8afc29a0] [MocapTag] [0x0000199d] [90] 1760975249565868, 0.24047, 0.137494, -0.227378, -0.324761, 0.710089, 0.703999, -0.00508449, -0.0115471, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:47:29.568471] [0x0000007f8afc29a0] [MocapTag] [0x0000199d] [92] 1760975249568360, 0.242962, 0.137497, -0.22747, -0.324647, 0.710494, 0.703588, -0.00527482, -0.0116203, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:47:29.571180] [0x0000007f8afc29a0] [MocapTag] [0x0000199d] [93] 1760975249571072, 0.245674, 0.137497, -0.22747, -0.324647, 0.710494, 0.703588, -0.00527482, -0.0116203, 0, -0.00925898, 0.0113844, -0.115299, 0.0368234, 0, 
[2025-10-20 11:47:29.573690] [0x0000007f8afc29a0] [MocapTag] [0x0000199d] [94] 1760975249573567, 0.248169, 0.137497, -0.22747, -0.324647, 0.710494, 0.703588, -0.00527482, -0.0116203, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:47:29.576191] [0x0000007f8afc29a0] [MocapTag] [0x0000199d] [96] 1760975249576105, 0.250707, 0.137501, -0.227469, -0.324609, 0.710449, 0.703633, -0.00531771, -0.0115773, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:47:29.578995] [0x0000007f8afc29a0] [MocapTag] [0x0000199d] [97] 1760975249578878, 0.25348, 0.137501, -0.227469, -0.324609, 0.710449, 0.703633, -0.00531771, -0.0115773, 0, 0, 0.00384073, 0, 0, 0, 
[2025-10-20 11:47:29.581604] [0x0000007f8afc29a0] [MocapTag] [0x0000199d] [98] 1760975249581493, 0.256095, 0.137501, -0.227469, -0.324609, 0.710449, 0.703633, -0.00531771, -0.0115773, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:47:29.585249] [0x0000007f8afc29a0] [MocapTag] [0x0000199d] [99] 1760975249585113, 0.259715, 0.137501, -0.227469, -0.324609, 0.710449, 0.703633, -0.00531771, -0.0115773, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:47:29.587097] [0x0000007f8afc29a0] [MocapTag] [0x0000199d] [101] 1760975249586975, 0.261577, 0.137502, -0.227462, -0.324608, 0.710387, 0.703697, -0.00531228, -0.0114889, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:47:29.589852] [0x0000007f8afc29a0] [MocapTag] [0x0000199d] [102] 1760975249589742, 0.264344, 0.137502, -0.227462, -0.324608, 0.710387, 0.703697, -0.00531228, -0.0114889, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:47:29.592486] [0x0000007f8afc29a0] [MocapTag] [0x0000199d] [103] 1760975249592378, 0.26698, 0.137502, -0.227462, -0.324608, 0.710387, 0.703697, -0.00531228, -0.0114889, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:47:29.595204] [0x0000007f8afc29a0] [MocapTag] [0x0000199d] [104] 1760975249595077, 0.269679, 0.137502, -0.227462, -0.324608, 0.710387, 0.703697, -0.00531228, -0.0114889, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:47:29.597711] [0x0000007f8afc29a0] [MocapTag] [0x0000199d] [106] 1760975249597597, 0.272199, 0.137493, -0.227454, -0.324606, 0.710375, 0.703709, -0.00524427, -0.0115342, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:47:29.600668] [0x0000007f8afc29a0] [MocapTag] [0x0000199d] [107] 1760975249600563, 0.275165, 0.137493, -0.227454, -0.324606, 0.710375, 0.703709, -0.00524427, -0.0115342, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:47:29.604137] [0x0000007f8afc29a0] [MocapTag] [0x0000199d] [108] 1760975249604033, 0.278635, 0.137493, -0.227454, -0.324606, 0.710375, 0.703709, -0.00524427, -0.0115342, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:47:29.606520] [0x0000007f8afc29a0] [MocapTag] [0x0000199d] [110] 1760975249606423, 0.281025, 0.137496, -0.227335, -0.324732, 0.70998, 0.704111, -0.00496446, -0.0114941, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:47:29.609379] [0x0000007f8afc29a0] [MocapTag] [0x0000199d] [111] 1760975249609266, 0.283868, 0.137496, -0.227335, -0.324732, 0.70998, 0.704111, -0.00496446, -0.0114941, 0, 0.0118617, -0.0126585, 0.112557, -0.0448763, 0, 
[2025-10-20 11:47:29.611982] [0x0000007f8afc29a0] [MocapTag] [0x0000199d] [112] 1760975249611873, 0.286475, 0.137496, -0.227335, -0.324732, 0.70998, 0.704111, -0.00496446, -0.0114941, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:47:29.615539] [0x0000007f8afc29a0] [MocapTag] [0x0000199d] [113] 1760975249615455, 0.290057, 0.137496, -0.227335, -0.324732, 0.70998, 0.704111, -0.00496446, -0.0114941, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:47:29.618096] [0x0000007f8afc29a0] [MocapTag] [0x0000199d] [115] 1760975249617985, 0.292587, 0.137507, -0.227402, -0.324676, 0.710063, 0.704025, -0.00520238, -0.0115435, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:47:29.620797] [0x0000007f8afc29a0] [MocapTag] [0x0000199d] [116] 1760975249620690, 0.295292, 0.137507, -0.227402, -0.324676, 0.710063, 0.704025, -0.00520238, -0.0115435, 0, -0.00667762, 0.00565108, 0, 0.0406412, 0, 
[2025-10-20 11:47:29.623326] [0x0000007f8afc29a0] [MocapTag] [0x0000199d] [117] 1760975249623217, 0.297819, 0.137507, -0.227402, -0.324676, 0.710063, 0.704025, -0.00520238, -0.0115435, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:47:29.626604] [0x0000007f8afc29a0] [MocapTag] [0x0000199d] [119] 1760975249626488, 0.30109, 0.137507, -0.227402, -0.324676, 0.710063, 0.704025, -0.00520238, -0.0115435, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:47:29.628709] [0x0000007f8afc29a0] [MocapTag] [0x0000199d] [120] 1760975249628598, 0.3032, 0.137518, -0.227454, -0.324607, 0.710386, 0.703698, -0.00534871, -0.0115457, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:47:29.632376] [0x0000007f8afc29a0] [MocapTag] [0x0000199d] [121] 1760975249632263, 0.306865, 0.137518, -0.227454, -0.324607, 0.710386, 0.703698, -0.00534871, -0.0115457, 0, -0.00524204, 0.0068448, -0.0918388, 0, 0, 
[2025-10-20 11:47:29.635216] [0x0000007f8afc29a0] [MocapTag] [0x0000199d] [122] 1760975249635086, 0.309688, 0.137518, -0.227454, -0.324607, 0.710386, 0.703698, -0.00534871, -0.0115457, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:47:29.637891] [0x0000007f8afc29a0] [MocapTag] [0x0000199d] [124] 1760975249637778, 0.31238, 0.137491, -0.227459, -0.324623, 0.710397, 0.703687, -0.00528907, -0.0115576, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:47:29.640566] [0x0000007f8afc29a0] [MocapTag] [0x0000199d] [125] 1760975249640457, 0.315059, 0.137491, -0.227459, -0.324623, 0.710397, 0.703687, -0.00528907, -0.0115576, -0.00262481, 0, 0, 0, 0, 0, 
[2025-10-20 11:47:29.643199] [0x0000007f8afc29a0] [MocapTag] [0x0000199d] [126] 1760975249643093, 0.317695, 0.137491, -0.227459, -0.324623, 0.710397, 0.703687, -0.00528907, -0.0115576, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:47:29.647093] [0x0000007f8afc29a0] [MocapTag] [0x0000199d] [128] 1760975249646977, 0.321579, 0.137491, -0.227459, -0.324623, 0.710397, 0.703687, -0.00528907, -0.0115576, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:47:29.651020] [0x0000007f8afc29a0] [MocapTag] [0x0000199d] [129] 1760975249650913, 0.325515, 0.137484, -0.227474, -0.324638, 0.710453, 0.703629, -0.00522751, -0.0116253, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:47:29.652497] [0x0000007f8afc29a0] [MocapTag] [0x0000199d] [130] 1760975249652383, 0.326985, 0.137484, -0.227474, -0.324638, 0.710453, 0.703629, -0.00522751, -0.0116253, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:47:29.654918] [0x0000007f8afc29a0] [MocapTag] [0x0000199d] [131] 1760975249654809, 0.329411, 0.137484, -0.227474, -0.324638, 0.710453, 0.703629, -0.00522751, -0.0116253, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:47:29.657808] [0x0000007f8afc29a0] [MocapTag] [0x0000199d] [133] 1760975249657689, 0.332291, 0.137496, -0.227441, -0.324534, 0.710121, 0.703963, -0.00557241, -0.0115528, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:47:29.660301] [0x0000007f8afc29a0] [MocapTag] [0x0000199d] [134] 1760975249660193, 0.334795, 0.137496, -0.227441, -0.324534, 0.710121, 0.703963, -0.00557241, -0.0115528, 0, 0.00328489, 0.0104076, 0.094831, 0.039226, -0.0599789, 
[2025-10-20 11:47:29.663415] [0x0000007f8afc29a0] [MocapTag] [0x0000199d] [135] 1760975249663314, 0.337916, 0.137496, -0.227441, -0.324534, 0.710121, 0.703963, -0.00557241, -0.0115528, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:47:29.666058] [0x0000007f8afc29a0] [MocapTag] [0x0000199d] [137] 1760975249666000, 0.340602, 0.137496, -0.227441, -0.324534, 0.710121, 0.703963, -0.00557241, -0.0115528, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:47:29.668734] [0x0000007f8afc29a0] [MocapTag] [0x0000199d] [138] 1760975249668623, 0.343225, 0.137505, -0.227455, -0.324637, 0.710459, 0.703623, -0.00525373, -0.011599, 0, 0, 0, 0, 0, 0, 
