[2025-10-20 11:43:20.239275] [0x0000007f899507c0] [MocapTag] [0x00001265] [2] Mocap timestamp, Mocap time [s], Mocap position x [m], Mocap position y [m], Mocap position z [m], Mocap Quaternion q0 [-], Mocap Quaternion q1 [-], Mocap Quaternion q2 [-], Mocap Quaternion q3 [-], Mocap Velocity x [m/s], Mocap Velocity y [m/s], Mocap Velocity z [m/s], Mocap Angular velocity x [rad/s], Mocap Angular velocity y [rad/s], Mocap Angular velocity z [rad/s], 
[2025-10-20 11:43:20.243204] [0x0000007f850299a0] [MocapTag] [0x00001265] [3] 1760975000243069, 0.051535, 0.115611, -0.239752, -0.322566, 0.711392, 0.702688, -0.00999465, -0.00720889, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:43:20.245914] [0x0000007f850299a0] [MocapTag] [0x00001265] [5] 1760975000245801, 0.054267, 0.115611, -0.239752, -0.322566, 0.711392, 0.702688, -0.00999465, -0.00720889, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:43:20.248040] [0x0000007f850299a0] [MocapTag] [0x00001265] [6] 1760975000247928, 0.056394, 0.115607, -0.239748, -0.322576, 0.711431, 0.702649, -0.00992436, -0.00718834, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:43:20.251083] [0x0000007f850299a0] [MocapTag] [0x00001265] [8] 1760975000250947, 0.059413, 0.115607, -0.239748, -0.322576, 0.711431, 0.702649, -0.00992436, -0.00718834, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:43:20.253646] [0x0000007f850299a0] [MocapTag] [0x00001265] [9] 1760975000253536, 0.062002, 0.115607, -0.239748, -0.322576, 0.711431, 0.702649, -0.00992436, -0.00718834, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:43:20.256215] [0x0000007f850299a0] [MocapTag] [0x00001265] [10] 1760975000256110, 0.064576, 0.115605, -0.239747, -0.322576, 0.71138, 0.702701, -0.00997502, -0.00715323, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:43:20.258989] [0x0000007f850299a0] [MocapTag] [0x00001265] [11] 1760975000258902, 0.067368, 0.115605, -0.239747, -0.322576, 0.71138, 0.702701, -0.00997502, -0.00715323, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:43:20.261728] [0x0000007f850299a0] [MocapTag] [0x00001265] [13] 1760975000261608, 0.070074, 0.115605, -0.239747, -0.322576, 0.71138, 0.702701, -0.00997502, -0.00715323, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:43:20.264284] [0x0000007f850299a0] [MocapTag] [0x00001265] [14] 1760975000264173, 0.072639, 0.115605, -0.239747, -0.322576, 0.71138, 0.702701, -0.00997502, -0.00715323, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:43:20.266889] [0x0000007f850299a0] [MocapTag] [0x00001265] [15] 1760975000266775, 0.075241, 0.115606, -0.239736, -0.322571, 0.711428, 0.702652, -0.00992437, -0.00719954, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:43:20.269810] [0x0000007f850299a0] [MocapTag] [0x00001265] [17] 1760975000269642, 0.078108, 0.115606, -0.239736, -0.322571, 0.711428, 0.702652, -0.00992437, -0.00719954, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:43:20.272262] [0x0000007f850299a0] [MocapTag] [0x00001265] [18] 1760975000272143, 0.080609, 0.115606, -0.239736, -0.322571, 0.711428, 0.702652, -0.00992437, -0.00719954, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:43:20.274728] [0x0000007f850299a0] [MocapTag] [0x00001265] [19] 1760975000274618, 0.083084, 0.115606, -0.239736, -0.322571, 0.711428, 0.702652, -0.00992437, -0.00719954, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:43:20.277080] [0x0000007f850299a0] [MocapTag] [0x00001265] [20] 1760975000276976, 0.085442, 0.115602, -0.239726, -0.322559, 0.711363, 0.702718, -0.00996552, -0.00718123, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:43:20.280667] [0x0000007f850299a0] [MocapTag] [0x00001265] [22] 1760975000280555, 0.089021, 0.115602, -0.239726, -0.322559, 0.711363, 0.702718, -0.00996552, -0.00718123, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:43:20.282452] [0x0000007f850299a0] [MocapTag] [0x00001265] [23] 1760975000282350, 0.090816, 0.115602, -0.239726, -0.322559, 0.711363, 0.702718, -0.00996552, -0.00718123, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:43:20.285288] [0x0000007f850299a0] [MocapTag] [0x00001265] [24] 1760975000285174, 0.09364, 0.115602, -0.239726, -0.322559, 0.711363, 0.702718, -0.00996552, -0.00718123, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:43:20.287785] [0x0000007f850299a0] [MocapTag] [0x00001265] [25] 1760975000287675, 0.096141, 0.115606, -0.23974, -0.322576, 0.711394, 0.702687, -0.00992845, -0.00719531, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:43:20.290564] [0x0000007f850299a0] [MocapTag] [0x00001265] [27] 1760975000290444, 0.09891, 0.115606, -0.23974, -0.322576, 0.711394, 0.702687, -0.00992845, -0.00719531, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:43:20.292902] [0x0000007f850299a0] [MocapTag] [0x00001265] [28] 1760975000292793, 0.101259, 0.115606, -0.23974, -0.322576, 0.711394, 0.702687, -0.00992845, -0.00719531, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:43:20.296219] [0x0000007f850299a0] [MocapTag] [0x00001265] [29] 1760975000296114, 0.10458, 0.115606, -0.23974, -0.322576, 0.711394, 0.702687, -0.00992845, -0.00719531, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:43:20.298141] [0x0000007f850299a0] [MocapTag] [0x00001265] [30] 1760975000298017, 0.106483, 0.115607, -0.239735, -0.322558, 0.711397, 0.702683, -0.00994605, -0.00716799, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:43:20.300928] [0x0000007f850299a0] [MocapTag] [0x00001265] [32] 1760975000300815, 0.109281, 0.115607, -0.239735, -0.322558, 0.711397, 0.702683, -0.00994605, -0.00716799, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:43:20.303484] [0x0000007f850299a0] [MocapTag] [0x00001265] [33] 1760975000303378, 0.111844, 0.115607, -0.239735, -0.322558, 0.711397, 0.702683, -0.00994605, -0.00716799, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:43:20.306033] [0x0000007f850299a0] [MocapTag] [0x00001265] [34] 1760975000305914, 0.11438, 0.115607, -0.239735, -0.322558, 0.711397, 0.702683, -0.00994605, -0.00716799, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:43:20.308654] [0x0000007f850299a0] [MocapTag] [0x00001265] [35] 1760975000308570, 0.117036, 0.115594, -0.239723, -0.322566, 0.711368, 0.702712, -0.00995951, -0.00718615, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:43:20.311428] [0x0000007f850299a0] [MocapTag] [0x00001265] [37] 1760975000311316, 0.119782, 0.115594, -0.239723, -0.322566, 0.711368, 0.702712, -0.00995951, -0.00718615, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:43:20.314529] [0x0000007f850299a0] [MocapTag] [0x00001265] [38] 1760975000314420, 0.122886, 0.115594, -0.239723, -0.322566, 0.711368, 0.702712, -0.00995951, -0.00718615, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:43:20.318184] [0x0000007f850299a0] [MocapTag] [0x00001265] [39] 1760975000318069, 0.126535, 0.115602, -0.239722, -0.322574, 0.711396, 0.702684, -0.00993877, -0.00720262, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:43:20.320383] [0x0000007f850299a0] [MocapTag] [0x00001265] [41] 1760975000320268, 0.128734, 0.115602, -0.239722, -0.322574, 0.711396, 0.702684, -0.00993877, -0.00720262, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:43:20.322756] [0x0000007f850299a0] [MocapTag] [0x00001265] [42] 1760975000322649, 0.131115, 0.115602, -0.239722, -0.322574, 0.711396, 0.702684, -0.00993877, -0.00720262, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:43:20.325506] [0x0000007f850299a0] [MocapTag] [0x00001265] [43] 1760975000325395, 0.133861, 0.115602, -0.239722, -0.322574, 0.711396, 0.702684, -0.00993877, -0.00720262, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:43:20.327974] [0x0000007f850299a0] [MocapTag] [0x00001265] [44] 1760975000327865, 0.136331, 0.115597, -0.239713, -0.322558, 0.711329, 0.702752, -0.00996793, -0.00718726, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:43:20.331053] [0x0000007f850299a0] [MocapTag] [0x00001265] [46] 1760975000330941, 0.139407, 0.115597, -0.239713, -0.322558, 0.711329, 0.702752, -0.00996793, -0.00718726, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:43:20.333624] [0x0000007f850299a0] [MocapTag] [0x00001265] [47] 1760975000333503, 0.141969, 0.115597, -0.239713, -0.322558, 0.711329, 0.702752, -0.00996793, -0.00718726, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:43:20.336265] [0x0000007f850299a0] [MocapTag] [0x00001265] [48] 1760975000336155, 0.144621, 0.115595, -0.239705, -0.32256, 0.711479, 0.702602, -0.00977776, -0.00725874, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:43:20.339105] [0x0000007f850299a0] [MocapTag] [0x00001265] [49] 1760975000339018, 0.147484, 0.115595, -0.239705, -0.32256, 0.711479, 0.702602, -0.00977776, -0.00725874, 0, 0, 0, -0.0429392, 0, 0.0374227, 
[2025-10-20 11:43:20.341880] [0x0000007f850299a0] [MocapTag] [0x00001265] [51] 1760975000341756, 0.150222, 0.115595, -0.239705, -0.32256, 0.711479, 0.702602, -0.00977776, -0.00725874, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:43:20.345675] [0x0000007f850299a0] [MocapTag] [0x00001265] [52] 1760975000345558, 0.154024, 0.115595, -0.239705, -0.32256, 0.711479, 0.702602, -0.00977776, -0.00725874, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:43:20.348650] [0x0000007f850299a0] [MocapTag] [0x00001265] [53] 1760975000348552, 0.157018, 0.115599, -0.2397, -0.32254, 0.711414, 0.702668, -0.00985637, -0.00719271, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:43:20.351047] [0x0000007f850299a0] [MocapTag] [0x00001265] [55] 1760975000350927, 0.159393, 0.115599, -0.2397, -0.32254, 0.711414, 0.702668, -0.00985637, -0.00719271, 0, 0, 0.00200021, 0, 0, 0, 
[2025-10-20 11:43:20.353413] [0x0000007f850299a0] [MocapTag] [0x00001265] [56] 1760975000353307, 0.161773, 0.115599, -0.2397, -0.32254, 0.711414, 0.702668, -0.00985637, -0.00719271, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:43:20.356058] [0x0000007f850299a0] [MocapTag] [0x00001265] [57] 1760975000355947, 0.164413, 0.115599, -0.2397, -0.32254, 0.711414, 0.702668, -0.00985637, -0.00719271, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:43:20.358632] [0x0000007f850299a0] [MocapTag] [0x00001265] [58] 1760975000358545, 0.167011, 0.115607, -0.239719, -0.322538, 0.711402, 0.702678, -0.00995321, -0.00718299, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:43:20.362196] [0x0000007f850299a0] [MocapTag] [0x00001265] [60] 1760975000362077, 0.170543, 0.115607, -0.239719, -0.322538, 0.711402, 0.702678, -0.00995321, -0.00718299, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:43:20.364800] [0x0000007f850299a0] [MocapTag] [0x00001265] [61] 1760975000364688, 0.173154, 0.115607, -0.239719, -0.322538, 0.711402, 0.702678, -0.00995321, -0.00718299, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:43:20.367276] [0x0000007f850299a0] [MocapTag] [0x00001265] [62] 1760975000367161, 0.175627, 0.115605, -0.239728, -0.322552, 0.711383, 0.702698, -0.00993738, -0.00716309, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:43:20.370189] [0x0000007f850299a0] [MocapTag] [0x00001265] [64] 1760975000370074, 0.17854, 0.115605, -0.239728, -0.322552, 0.711383, 0.702698, -0.00993738, -0.00716309, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:43:20.372656] [0x0000007f850299a0] [MocapTag] [0x00001265] [65] 1760975000372551, 0.181017, 0.115605, -0.239728, -0.322552, 0.711383, 0.702698, -0.00993738, -0.00716309, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:43:20.375264] [0x0000007f850299a0] [MocapTag] [0x00001265] [66] 1760975000375149, 0.183615, 0.115605, -0.239728, -0.322552, 0.711383, 0.702698, -0.00993738, -0.00716309, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:43:20.378058] [0x0000007f850299a0] [MocapTag] [0x00001265] [67] 1760975000377948, 0.186414, 0.115574, -0.239848, -0.322452, 0.711421, 0.702653, -0.0102896, -0.0072676, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:43:20.381424] [0x0000007f850299a0] [MocapTag] [0x00001265] [69] 1760975000381313, 0.189779, 0.115574, -0.239848, -0.322452, 0.711421, 0.702653, -0.0102896, -0.0072676, -0.00312557, -0.0119699, 0.0100258, 0, 0.0648275, 0, 
[2025-10-20 11:43:20.383917] [0x0000007f850299a0] [MocapTag] [0x00001265] [70] 1760975000383802, 0.192268, 0.115574, -0.239848, -0.322452, 0.711421, 0.702653, -0.0102896, -0.0072676, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:43:20.386541] [0x0000007f850299a0] [MocapTag] [0x00001265] [71] 1760975000386431, 0.194897, 0.115608, -0.239737, -0.322566, 0.711374, 0.702706, -0.00999205, -0.00719158, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:43:20.389265] [0x0000007f850299a0] [MocapTag] [0x00001265] [73] 1760975000389195, 0.197661, 0.115608, -0.239737, -0.322566, 0.711374, 0.702706, -0.00999205, -0.00719158, 0.00338387, 0.0110774, -0.0113754, 0, -0.0530481, 0, 
[2025-10-20 11:43:20.391916] [0x0000007f850299a0] [MocapTag] [0x00001265] [74] 1760975000391805, 0.200271, 0.115608, -0.239737, -0.322566, 0.711374, 0.702706, -0.00999205, -0.00719158, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:43:20.394723] [0x0000007f850299a0] [MocapTag] [0x00001265] [75] 1760975000394618, 0.203084, 0.115608, -0.239737, -0.322566, 0.711374, 0.702706, -0.00999205, -0.00719158, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:43:20.397552] [0x0000007f850299a0] [MocapTag] [0x00001265] [76] 1760975000397443, 0.205909, 0.115612, -0.239743, -0.32258, 0.711364, 0.702716, -0.0100109, -0.00723094, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:43:20.400380] [0x0000007f850299a0] [MocapTag] [0x00001265] [78] 1760975000400268, 0.208734, 0.115612, -0.239743, -0.32258, 0.711364, 0.702716, -0.0100109, -0.00723094, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:43:20.402776] [0x0000007f850299a0] [MocapTag] [0x00001265] [79] 1760975000402669, 0.211135, 0.115612, -0.239743, -0.32258, 0.711364, 0.702716, -0.0100109, -0.00723094, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:43:20.405427] [0x0000007f850299a0] [MocapTag] [0x00001265] [80] 1760975000405317, 0.213783, 0.115612, -0.239743, -0.32258, 0.711364, 0.702716, -0.0100109, -0.00723094, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:43:20.408001] [0x0000007f850299a0] [MocapTag] [0x00001265] [81] 1760975000407895, 0.216361, 0.115617, -0.239721, -0.322539, 0.711323, 0.702758, -0.0100291, -0.0071089, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:43:20.410827] [0x0000007f850299a0] [MocapTag] [0x00001265] [83] 1760975000410709, 0.219175, 0.115617, -0.239721, -0.322539, 0.711323, 0.702758, -0.0100291, -0.0071089, 0, 0.00225595, 0.00407317, 0, 0, 0, 
[2025-10-20 11:43:20.413329] [0x0000007f850299a0] [MocapTag] [0x00001265] [84] 1760975000413217, 0.221683, 0.115617, -0.239721, -0.322539, 0.711323, 0.702758, -0.0100291, -0.0071089, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:43:20.415861] [0x0000007f850299a0] [MocapTag] [0x00001265] [85] 1760975000415757, 0.224223, 0.115617, -0.239721, -0.322539, 0.711323, 0.702758, -0.0100291, -0.0071089, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:43:20.418408] [0x0000007f850299a0] [MocapTag] [0x00001265] [86] 1760975000418320, 0.226786, 0.115604, -0.239741, -0.322592, 0.711371, 0.702709, -0.00994683, -0.00724559, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:43:20.421212] [0x0000007f850299a0] [MocapTag] [0x00001265] [88] 1760975000421101, 0.229567, 0.115604, -0.239741, -0.322592, 0.711371, 0.702709, -0.00994683, -0.00724559, 0, -0.00202143, -0.0052483, 0, 0, 0, 
[2025-10-20 11:43:20.424443] [0x0000007f850299a0] [MocapTag] [0x00001265] [89] 1760975000424333, 0.232799, 0.115604, -0.239741, -0.322592, 0.711371, 0.702709, -0.00994683, -0.00724559, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:43:20.428242] [0x0000007f850299a0] [MocapTag] [0x00001265] [90] 1760975000428121, 0.236587, 0.11563, -0.239678, -0.322644, 0.711083, 0.703002, -0.00987316, -0.00719337, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:43:20.429764] [0x0000007f850299a0] [MocapTag] [0x00001265] [92] 1760975000429603, 0.238069, 0.11563, -0.239678, -0.322644, 0.711083, 0.703002, -0.00987316, -0.00719337, 0.00261074, 0.00629745, -0.00517874, 0.0822306, 0, 0, 
[2025-10-20 11:43:20.432148] [0x0000007f850299a0] [MocapTag] [0x00001265] [93] 1760975000432040, 0.240506, 0.11563, -0.239678, -0.322644, 0.711083, 0.703002, -0.00987316, -0.00719337, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:43:20.434929] [0x0000007f850299a0] [MocapTag] [0x00001265] [94] 1760975000434816, 0.243282, 0.11563, -0.239678, -0.322644, 0.711083, 0.703002, -0.00987316, -0.00719337, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:43:20.437762] [0x0000007f850299a0] [MocapTag] [0x00001265] [95] 1760975000437657, 0.246123, 0.115616, -0.239735, -0.322559, 0.711374, 0.702709, -0.00987404, -0.00706271, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:43:20.441355] [0x0000007f850299a0] [MocapTag] [0x00001265] [97] 1760975000441242, 0.249708, 0.115616, -0.239735, -0.322559, 0.711374, 0.702709, -0.00987404, -0.00706271, 0, -0.00565679, 0.00846515, -0.0825763, 0, 0, 
[2025-10-20 11:43:20.443345] [0x0000007f850299a0] [MocapTag] [0x00001265] [98] 1760975000443230, 0.251696, 0.115616, -0.239735, -0.322559, 0.711374, 0.702709, -0.00987404, -0.00706271, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:43:20.446061] [0x0000007f850299a0] [MocapTag] [0x00001265] [99] 1760975000445953, 0.254419, 0.115616, -0.239735, -0.322559, 0.711374, 0.702709, -0.00987404, -0.00706271, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:43:20.448393] [0x0000007f850299a0] [MocapTag] [0x00001265] [100] 1760975000448283, 0.256749, 0.115613, -0.239743, -0.322582, 0.711386, 0.702694, -0.00993118, -0.00718214, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:43:20.451241] [0x0000007f850299a0] [MocapTag] [0x00001265] [102] 1760975000451104, 0.25957, 0.115613, -0.239743, -0.322582, 0.711386, 0.702694, -0.00993118, -0.00718214, 0, 0, -0.00227598, 0, 0, 0, 
[2025-10-20 11:43:20.453655] [0x0000007f850299a0] [MocapTag] [0x00001265] [103] 1760975000453543, 0.262009, 0.115613, -0.239743, -0.322582, 0.711386, 0.702694, -0.00993118, -0.00718214, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:43:20.456952] [0x0000007f850299a0] [MocapTag] [0x00001265] [104] 1760975000456840, 0.265306, 0.115653, -0.239641, -0.322707, 0.710926, 0.703163, -0.00974387, -0.00712794, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:43:20.459880] [0x0000007f850299a0] [MocapTag] [0x00001265] [106] 1760975000459755, 0.268221, 0.115653, -0.239641, -0.322707, 0.710926, 0.703163, -0.00974387, -0.00712794, 0.00392775, 0.0102439, -0.0125602, 0.131118, 0, 0, 
[2025-10-20 11:43:20.462313] [0x0000007f850299a0] [MocapTag] [0x00001265] [107] 1760975000462194, 0.27066, 0.115653, -0.239641, -0.322707, 0.710926, 0.703163, -0.00974387, -0.00712794, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:43:20.465049] [0x0000007f850299a0] [MocapTag] [0x00001265] [108] 1760975000464938, 0.273404, 0.115653, -0.239641, -0.322707, 0.710926, 0.703163, -0.00974387, -0.00712794, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:43:20.467551] [0x0000007f850299a0] [MocapTag] [0x00001265] [109] 1760975000467442, 0.275908, 0.115631, -0.239734, -0.322616, 0.711136, 0.702946, -0.00998341, -0.00723529, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:43:20.470550] [0x0000007f850299a0] [MocapTag] [0x00001265] [111] 1760975000470420, 0.278886, 0.115631, -0.239734, -0.322616, 0.711136, 0.702946, -0.00998341, -0.00723529, -0.00219663, -0.00925586, 0.0091122, -0.0600815, 0.0492757, 0, 
[2025-10-20 11:43:20.473519] [0x0000007f850299a0] [MocapTag] [0x00001265] [112] 1760975000473413, 0.281879, 0.115631, -0.239734, -0.322616, 0.711136, 0.702946, -0.00998341, -0.00723529, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:43:20.475669] [0x0000007f850299a0] [MocapTag] [0x00001265] [113] 1760975000475547, 0.284013, 0.115631, -0.239734, -0.322616, 0.711136, 0.702946, -0.00998341, -0.00723529, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:43:20.478148] [0x0000007f850299a0] [MocapTag] [0x00001265] [114] 1760975000478037, 0.286503, 0.115621, -0.239762, -0.322572, 0.711299, 0.702782, -0.0100106, -0.00719057, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:43:20.481180] [0x0000007f850299a0] [MocapTag] [0x00001265] [116] 1760975000481069, 0.289535, 0.115621, -0.239762, -0.322572, 0.711299, 0.702782, -0.0100106, -0.00719057, 0, -0.00279457, 0.00442178, -0.0462174, 0, 0, 
[2025-10-20 11:43:20.483315] [0x0000007f850299a0] [MocapTag] [0x00001265] [117] 1760975000483195, 0.291661, 0.115621, -0.239762, -0.322572, 0.711299, 0.702782, -0.0100106, -0.00719057, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:43:20.485914] [0x0000007f850299a0] [MocapTag] [0x00001265] [118] 1760975000485805, 0.294271, 0.115621, -0.239762, -0.322572, 0.711299, 0.702782, -0.0100106, -0.00719057, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:43:20.488604] [0x0000007f850299a0] [MocapTag] [0x00001265] [119] 1760975000488490, 0.296956, 0.115607, -0.239729, -0.322559, 0.711298, 0.702783, -0.0100046, -0.0071548, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:43:20.491308] [0x0000007f850299a0] [MocapTag] [0x00001265] [121] 1760975000491197, 0.299663, 0.115607, -0.239729, -0.322559, 0.711298, 0.702783, -0.0100046, -0.0071548, 0, 0.00323671, 0, 0, 0, 0, 
[2025-10-20 11:43:20.493738] [0x0000007f850299a0] [MocapTag] [0x00001265] [122] 1760975000493635, 0.302101, 0.115607, -0.239729, -0.322559, 0.711298, 0.702783, -0.0100046, -0.0071548, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:43:20.496607] [0x0000007f850299a0] [MocapTag] [0x00001265] [123] 1760975000496497, 0.304963, 0.115614, -0.239733, -0.322564, 0.7113, 0.702781, -0.0100058, -0.00713881, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:43:20.499290] [0x0000007f850299a0] [MocapTag] [0x00001265] [125] 1760975000499215, 0.307681, 0.115614, -0.239733, -0.322564, 0.7113, 0.702781, -0.0100058, -0.00713881, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:43:20.501847] [0x0000007f850299a0] [MocapTag] [0x00001265] [126] 1760975000501705, 0.310171, 0.115614, -0.239733, -0.322564, 0.7113, 0.702781, -0.0100058, -0.00713881, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:43:20.504768] [0x0000007f850299a0] [MocapTag] [0x00001265] [127] 1760975000504657, 0.313123, 0.115614, -0.239733, -0.322564, 0.7113, 0.702781, -0.0100058, -0.00713881, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:43:20.507154] [0x0000007f850299a0] [MocapTag] [0x00001265] [128] 1760975000507048, 0.315514, 0.115601, -0.239711, -0.32256, 0.711341, 0.702742, -0.0098724, -0.00712168, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:43:20.510035] [0x0000007f850299a0] [MocapTag] [0x00001265] [130] 1760975000509912, 0.318378, 0.115601, -0.239711, -0.32256, 0.711341, 0.702742, -0.0098724, -0.00712168, 0, 0.00217138, 0, 0, 0, 0, 
[2025-10-20 11:43:20.512548] [0x0000007f850299a0] [MocapTag] [0x00001265] [131] 1760975000512439, 0.320905, 0.115601, -0.239711, -0.32256, 0.711341, 0.702742, -0.0098724, -0.00712168, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:43:20.515141] [0x0000007f850299a0] [MocapTag] [0x00001265] [132] 1760975000515029, 0.323495, 0.115601, -0.239711, -0.32256, 0.711341, 0.702742, -0.0098724, -0.00712168, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:43:20.517683] [0x0000007f850299a0] [MocapTag] [0x00001265] [133] 1760975000517571, 0.326037, 0.115601, -0.239732, -0.322567, 0.711352, 0.702729, -0.00996564, -0.00717721, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:43:20.521054] [0x0000007f850299a0] [MocapTag] [0x00001265] [135] 1760975000520942, 0.329408, 0.115601, -0.239732, -0.322567, 0.711352, 0.702729, -0.00996564, -0.00717721, 0, -0.00209138, 0, 0, 0, 0, 
[2025-10-20 11:43:20.524010] [0x0000007f850299a0] [MocapTag] [0x00001265] [136] 1760975000523895, 0.332361, 0.115601, -0.239732, -0.322567, 0.711352, 0.702729, -0.00996564, -0.00717721, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:43:20.526139] [0x0000007f850299a0] [MocapTag] [0x00001265] [137] 1760975000526030, 0.334496, 0.115601, -0.239732, -0.322567, 0.711352, 0.702729, -0.00996564, -0.00717721, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:43:20.528738] [0x0000007f850299a0] [MocapTag] [0x00001265] [138] 1760975000528624, 0.33709, 0.115633, -0.239632, -0.322696, 0.710941, 0.703148, -0.00976119, -0.00715962, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:43:20.531712] [0x0000007f850299a0] [MocapTag] [0x00001265] [140] 1760975000531598, 0.340064, 0.115633, -0.239632, -0.322696, 0.710941, 0.703148, -0.00976119, -0.00715962, 0.00327661, 0.0100034, -0.0128932, 0.117159, 0, 0, 
[2025-10-20 11:43:20.534482] [0x0000007f850299a0] [MocapTag] [0x00001265] [141] 1760975000534377, 0.342843, 0.115633, -0.239632, -0.322696, 0.710941, 0.703148, -0.00976119, -0.00715962, 0, 0, 0, 0, 0, 0, 
