[2025-10-20 11:43:20.239275] [0x0000007f899507c0] [MocapTag] [0x00001265] [2] Mocap timestamp, Mocap time [s], Mocap position x [m], Mocap position y [m], Mocap position z [m], Mocap Quaternion q0 [-], Mocap Quaternion q1 [-], Mocap Quaternion q2 [-], Mocap Quaternion q3 [-], Mocap Velocity x [m/s], Mocap Velocity y [m/s], Mocap Velocity z [m/s], Mocap Angular velocity x [rad/s], Mocap Angular velocity y [rad/s], Mocap Angular velocity z [rad/s], 
[2025-10-20 11:43:40.632820] [0x0000007f850299a0] [MocapTag] [0x00001265] [9670] 1760975020632709, 20.4412, -2.60189, -1.0035, -1.29238, -0.14943, -0.0921817, -0.677583, -0.714181, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:43:40.635752] [0x0000007f850299a0] [MocapTag] [0x00001265] [9672] 1760975020635637, 20.4441, -2.60189, -1.0035, -1.29238, -0.14943, -0.0921817, -0.677583, -0.714181, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:43:40.638068] [0x0000007f850299a0] [MocapTag] [0x00001265] [9673] 1760975020637962, 20.4464, -2.61023, -0.99901, -1.29262, -0.152306, -0.0967905, -0.67733, -0.713203, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:43:40.640946] [0x0000007f850299a0] [MocapTag] [0x00001265] [9674] 1760975020640830, 20.4493, -2.61023, -0.99901, -1.29262, -0.152306, -0.0967905, -0.67733, -0.713203, -0.834562, 0.449351, -0.0238451, -0.0856638, -1.08579, -0.21832, 
[2025-10-20 11:43:40.643593] [0x0000007f850299a0] [MocapTag] [0x00001265] [9676] 1760975020643521, 20.452, -2.61023, -0.99901, -1.29262, -0.152306, -0.0967905, -0.67733, -0.713203, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:43:40.646029] [0x0000007f850299a0] [MocapTag] [0x00001265] [9677] 1760975020645918, 20.4544, -2.61023, -0.99901, -1.29262, -0.152306, -0.0967905, -0.67733, -0.713203, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:43:40.648720] [0x0000007f850299a0] [MocapTag] [0x00001265] [9678] 1760975020648610, 20.4571, -2.61842, -0.994496, -1.29294, -0.155643, -0.101104, -0.676471, -0.712699, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:43:40.651444] [0x0000007f850299a0] [MocapTag] [0x00001265] [9679] 1760975020651327, 20.4598, -2.61842, -0.994496, -1.29294, -0.155643, -0.101104, -0.676471, -0.712699, -0.819141, 0.451391, -0.0314681, 0.0940681, -1.09974, -0.0766993, 
[2025-10-20 11:43:40.653926] [0x0000007f850299a0] [MocapTag] [0x00001265] [9681] 1760975020653807, 20.4623, -2.61842, -0.994496, -1.29294, -0.155643, -0.101104, -0.676471, -0.712699, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:43:40.656508] [0x0000007f850299a0] [MocapTag] [0x00001265] [9682] 1760975020656399, 20.4649, -2.6265, -0.98996, -1.29324, -0.158955, -0.105546, -0.675727, -0.712029, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:43:40.659126] [0x0000007f850299a0] [MocapTag] [0x00001265] [9683] 1760975020659012, 20.4675, -2.6265, -0.98996, -1.29324, -0.158955, -0.105546, -0.675727, -0.712029, -0.807947, 0.453649, -0.0302884, 0.0488043, -1.11856, -0.1055, 
[2025-10-20 11:43:40.661791] [0x0000007f850299a0] [MocapTag] [0x00001265] [9684] 1760975020661707, 20.4702, -2.6265, -0.98996, -1.29324, -0.158955, -0.105546, -0.675727, -0.712029, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:43:40.664247] [0x0000007f850299a0] [MocapTag] [0x00001265] [9686] 1760975020664124, 20.4726, -2.6265, -0.98996, -1.29324, -0.158955, -0.105546, -0.675727, -0.712029, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:43:40.666817] [0x0000007f850299a0] [MocapTag] [0x00001265] [9687] 1760975020666706, 20.4752, -2.63445, -0.985369, -1.29348, -0.162072, -0.110077, -0.675018, -0.711313, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:43:40.669341] [0x0000007f850299a0] [MocapTag] [0x00001265] [9688] 1760975020669229, 20.4777, -2.63445, -0.985369, -1.29348, -0.162072, -0.110077, -0.675018, -0.711313, -0.794324, 0.459108, -0.0240251, 0, -1.10642, -0.150847, 
[2025-10-20 11:43:40.671962] [0x0000007f850299a0] [MocapTag] [0x00001265] [9689] 1760975020671848, 20.4803, -2.63445, -0.985369, -1.29348, -0.162072, -0.110077, -0.675018, -0.711313, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:43:40.674628] [0x0000007f850299a0] [MocapTag] [0x00001265] [9691] 1760975020674517, 20.483, -2.63445, -0.985369, -1.29348, -0.162072, -0.110077, -0.675018, -0.711313, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:43:40.677215] [0x0000007f850299a0] [MocapTag] [0x00001265] [9692] 1760975020677106, 20.4856, -2.64225, -0.980707, -1.29377, -0.165431, -0.114793, -0.674235, -0.710536, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:43:40.680340] [0x0000007f850299a0] [MocapTag] [0x00001265] [9693] 1760975020680215, 20.4887, -2.64225, -0.980707, -1.29377, -0.165431, -0.114793, -0.674235, -0.710536, -0.779973, 0.466149, -0.0288189, 0, -1.16859, -0.138474, 
[2025-10-20 11:43:40.682557] [0x0000007f850299a0] [MocapTag] [0x00001265] [9694] 1760975020682470, 20.4909, -2.64225, -0.980707, -1.29377, -0.165431, -0.114793, -0.674235, -0.710536, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:43:40.686860] [0x0000007f850299a0] [MocapTag] [0x00001265] [9696] 1760975020686749, 20.4952, -2.64225, -0.980707, -1.29377, -0.165431, -0.114793, -0.674235, -0.710536, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:43:40.688158] [0x0000007f850299a0] [MocapTag] [0x00001265] [9697] 1760975020688051, 20.4965, -2.6499, -0.976001, -1.29402, -0.169034, -0.119482, -0.673158, -0.709937, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:43:40.690414] [0x0000007f850299a0] [MocapTag] [0x00001265] [9698] 1760975020690296, 20.4988, -2.6499, -0.976001, -1.29402, -0.169034, -0.119482, -0.673158, -0.709937, -0.764991, 0.470673, -0.0250535, 0.11301, -1.19709, -0.0807524, 
[2025-10-20 11:43:40.692958] [0x0000007f850299a0] [MocapTag] [0x00001265] [9699] 1760975020692871, 20.5013, -2.6499, -0.976001, -1.29402, -0.169034, -0.119482, -0.673158, -0.709937, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:43:40.695523] [0x0000007f850299a0] [MocapTag] [0x00001265] [9701] 1760975020695411, 20.5039, -2.6499, -0.976001, -1.29402, -0.169034, -0.119482, -0.673158, -0.709937, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:43:40.697980] [0x0000007f850299a0] [MocapTag] [0x00001265] [9702] 1760975020697869, 20.5063, -2.6574, -0.971313, -1.29428, -0.172213, -0.124235, -0.672345, -0.709127, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:43:40.700772] [0x0000007f850299a0] [MocapTag] [0x00001265] [9703] 1760975020700655, 20.5091, -2.6574, -0.971313, -1.29428, -0.172213, -0.124235, -0.672345, -0.709127, -0.75079, 0.468759, -0.0260328, 0, -1.1522, -0.171876, 
[2025-10-20 11:43:40.703188] [0x0000007f850299a0] [MocapTag] [0x00001265] [9704] 1760975020703099, 20.5116, -2.6574, -0.971313, -1.29428, -0.172213, -0.124235, -0.672345, -0.709127, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:43:40.705640] [0x0000007f850299a0] [MocapTag] [0x00001265] [9706] 1760975020705529, 20.514, -2.6574, -0.971313, -1.29428, -0.172213, -0.124235, -0.672345, -0.709127, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:43:40.708105] [0x0000007f850299a0] [MocapTag] [0x00001265] [9707] 1760975020707987, 20.5165, -2.66472, -0.966611, -1.2945, -0.175275, -0.129426, -0.672193, -0.70759, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:43:40.711468] [0x0000007f850299a0] [MocapTag] [0x00001265] [9708] 1760975020711353, 20.5198, -2.66472, -0.966611, -1.2945, -0.175275, -0.129426, -0.672193, -0.70759, -0.73185, 0.470158, -0.0223337, -0.206411, -1.21127, -0.299764, 
[2025-10-20 11:43:40.714296] [0x0000007f850299a0] [MocapTag] [0x00001265] [9710] 1760975020714170, 20.5226, -2.66472, -0.966611, -1.2945, -0.175275, -0.129426, -0.672193, -0.70759, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:43:40.716512] [0x0000007f850299a0] [MocapTag] [0x00001265] [9711] 1760975020716401, 20.5249, -2.67184, -0.962155, -1.29449, -0.177591, -0.134387, -0.673426, -0.70491, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:43:40.719203] [0x0000007f850299a0] [MocapTag] [0x00001265] [9712] 1760975020719096, 20.5276, -2.67184, -0.962155, -1.29449, -0.177591, -0.134387, -0.673426, -0.70491, -0.712047, 0.445652, 0, -0.623167, -1.08773, -0.477457, 
[2025-10-20 11:43:40.722379] [0x0000007f850299a0] [MocapTag] [0x00001265] [9713] 1760975020722294, 20.5308, -2.67184, -0.962155, -1.29449, -0.177591, -0.134387, -0.673426, -0.70491, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:43:40.724440] [0x0000007f850299a0] [MocapTag] [0x00001265] [9715] 1760975020724328, 20.5328, -2.67184, -0.962155, -1.29449, -0.177591, -0.134387, -0.673426, -0.70491, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:43:40.726988] [0x0000007f850299a0] [MocapTag] [0x00001265] [9716] 1760975020726879, 20.5353, -2.67889, -0.957358, -1.29466, -0.181376, -0.139612, -0.673217, -0.703129, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:43:40.730346] [0x0000007f850299a0] [MocapTag] [0x00001265] [9717] 1760975020730220, 20.5387, -2.67889, -0.957358, -1.29466, -0.181376, -0.139612, -0.673217, -0.703129, -0.704989, 0.479708, -0.0173045, -0.216353, -1.32011, -0.206542, 
[2025-10-20 11:43:40.732897] [0x0000007f850299a0] [MocapTag] [0x00001265] [9718] 1760975020732811, 20.5413, -2.67889, -0.957358, -1.29466, -0.181376, -0.139612, -0.673217, -0.703129, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:43:40.735651] [0x0000007f850299a0] [MocapTag] [0x00001265] [9720] 1760975020735536, 20.544, -2.67889, -0.957358, -1.29466, -0.181376, -0.139612, -0.673217, -0.703129, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:43:40.738108] [0x0000007f850299a0] [MocapTag] [0x00001265] [9721] 1760975020737998, 20.5465, -2.68589, -0.952408, -1.29489, -0.185302, -0.144951, -0.67277, -0.701451, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:43:40.740932] [0x0000007f850299a0] [MocapTag] [0x00001265] [9722] 1760975020740816, 20.5493, -2.68589, -0.952408, -1.29489, -0.185302, -0.144951, -0.67277, -0.701451, -0.699798, 0.49497, -0.0234166, -0.164711, -1.35719, -0.191832, 
[2025-10-20 11:43:40.743625] [0x0000007f850299a0] [MocapTag] [0x00001265] [9723] 1760975020743538, 20.552, -2.68589, -0.952408, -1.29489, -0.185302, -0.144951, -0.67277, -0.701451, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:43:40.746843] [0x0000007f850299a0] [MocapTag] [0x00001265] [9725] 1760975020746733, 20.5552, -2.68589, -0.952408, -1.29489, -0.185302, -0.144951, -0.67277, -0.701451, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:43:40.748704] [0x0000007f850299a0] [MocapTag] [0x00001265] [9726] 1760975020748599, 20.5571, -2.69274, -0.947452, -1.29512, -0.188949, -0.150318, -0.67225, -0.699845, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:43:40.751569] [0x0000007f850299a0] [MocapTag] [0x00001265] [9727] 1760975020751455, 20.5599, -2.69274, -0.947452, -1.29512, -0.188949, -0.150318, -0.67225, -0.699845, -0.684597, 0.495625, -0.0224395, -0.159693, -1.32289, -0.23942, 
[2025-10-20 11:43:40.754119] [0x0000007f850299a0] [MocapTag] [0x00001265] [9729] 1760975020754041, 20.5625, -2.69274, -0.947452, -1.29512, -0.188949, -0.150318, -0.67225, -0.699845, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:43:40.756747] [0x0000007f850299a0] [MocapTag] [0x00001265] [9730] 1760975020756633, 20.5651, -2.69938, -0.942606, -1.29532, -0.192665, -0.155403, -0.671365, -0.698569, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:43:40.759325] [0x0000007f850299a0] [MocapTag] [0x00001265] [9731] 1760975020759216, 20.5677, -2.69938, -0.942606, -1.29532, -0.192665, -0.155403, -0.671365, -0.698569, -0.664452, 0.484624, -0.0199652, -0.0436425, -1.28913, -0.162411, 
[2025-10-20 11:43:40.761947] [0x0000007f850299a0] [MocapTag] [0x00001265] [9732] 1760975020761836, 20.5703, -2.69938, -0.942606, -1.29532, -0.192665, -0.155403, -0.671365, -0.698569, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:43:40.764894] [0x0000007f850299a0] [MocapTag] [0x00001265] [9734] 1760975020764783, 20.5732, -2.69938, -0.942606, -1.29532, -0.192665, -0.155403, -0.671365, -0.698569, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:43:40.767341] [0x0000007f850299a0] [MocapTag] [0x00001265] [9735] 1760975020767232, 20.5757, -2.70587, -0.937673, -1.29553, -0.195993, -0.160787, -0.670654, -0.697106, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:43:40.770308] [0x0000007f850299a0] [MocapTag] [0x00001265] [9736] 1760975020770193, 20.5787, -2.70587, -0.937673, -1.29553, -0.195993, -0.160787, -0.670654, -0.697106, -0.64913, 0.493263, -0.0210619, -0.131178, -1.28244, -0.286818, 
[2025-10-20 11:43:40.772751] [0x0000007f850299a0] [MocapTag] [0x00001265] [9737] 1760975020772687, 20.5812, -2.70587, -0.937673, -1.29553, -0.195993, -0.160787, -0.670654, -0.697106, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:43:40.775512] [0x0000007f850299a0] [MocapTag] [0x00001265] [9739] 1760975020775399, 20.5839, -2.70587, -0.937673, -1.29553, -0.195993, -0.160787, -0.670654, -0.697106, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:43:40.777967] [0x0000007f850299a0] [MocapTag] [0x00001265] [9740] 1760975020777861, 20.5863, -2.71221, -0.932692, -1.29567, -0.199195, -0.166249, -0.670208, -0.695344, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:43:40.780954] [0x0000007f850299a0] [MocapTag] [0x00001265] [9741] 1760975020780841, 20.5893, -2.71221, -0.932692, -1.29567, -0.199195, -0.166249, -0.670208, -0.695344, -0.633541, 0.49812, -0.0145333, -0.23371, -1.28095, -0.346684, 
[2025-10-20 11:43:40.782616] [0x0000007f850299a0] [MocapTag] [0x00001265] [9742] 1760975020782501, 20.591, -2.71221, -0.932692, -1.29567, -0.199195, -0.166249, -0.670208, -0.695344, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:43:40.786029] [0x0000007f850299a0] [MocapTag] [0x00001265] [9744] 1760975020785918, 20.5944, -2.71221, -0.932692, -1.29567, -0.199195, -0.166249, -0.670208, -0.695344, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:43:40.788453] [0x0000007f850299a0] [MocapTag] [0x00001265] [9745] 1760975020788345, 20.5968, -2.71842, -0.927634, -1.29639, -0.213346, -0.170925, -0.666036, -0.69402, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:43:40.791241] [0x0000007f850299a0] [MocapTag] [0x00001265] [9746] 1760975020791126, 20.5996, -2.71842, -0.927634, -1.29639, -0.213346, -0.170925, -0.666036, -0.69402, -0.620891, 0.505742, -0.0715449, 1.02501, -2.70151, 1.77803, 
[2025-10-20 11:43:40.793782] [0x0000007f850299a0] [MocapTag] [0x00001265] [9748] 1760975020793662, 20.6021, -2.71842, -0.927634, -1.29639, -0.213346, -0.170925, -0.666036, -0.69402, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:43:40.796635] [0x0000007f850299a0] [MocapTag] [0x00001265] [9749] 1760975020796524, 20.605, -2.72455, -0.922472, -1.2966, -0.218595, -0.176682, -0.664826, -0.692103, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:43:40.799070] [0x0000007f850299a0] [MocapTag] [0x00001265] [9750] 1760975020798967, 20.6074, -2.72455, -0.922472, -1.2966, -0.218595, -0.176682, -0.664826, -0.692103, -0.612896, 0.516275, -0.0207365, 0, -1.62265, 0, 
[2025-10-20 11:43:40.801752] [0x0000007f850299a0] [MocapTag] [0x00001265] [9751] 1760975020801635, 20.6101, -2.72455, -0.922472, -1.2966, -0.218595, -0.176682, -0.664826, -0.692103, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:43:40.804331] [0x0000007f850299a0] [MocapTag] [0x00001265] [9753] 1760975020804219, 20.6127, -2.72455, -0.922472, -1.2966, -0.218595, -0.176682, -0.664826, -0.692103, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:43:40.806875] [0x0000007f850299a0] [MocapTag] [0x00001265] [9754] 1760975020806766, 20.6152, -2.7305, -0.91728, -1.29679, -0.22395, -0.182635, -0.663536, -0.69008, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:43:40.812677] [0x0000007f850299a0] [MocapTag] [0x00001265] [9756] 1760975020812603, 20.6211, -2.7305, -0.91728, -1.29679, -0.22395, -0.182635, -0.663536, -0.69008, -0.59551, 0.519173, -0.0195166, 0, -1.67149, 0, 
[2025-10-20 11:43:40.813181] [0x0000007f850299a0] [MocapTag] [0x00001265] [9757] 1760975020813083, 20.6215, -2.7305, -0.91728, -1.29679, -0.22395, -0.182635, -0.663536, -0.69008, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:43:40.815020] [0x0000007f850299a0] [MocapTag] [0x00001265] [9758] 1760975020814909, 20.6234, -2.7305, -0.91728, -1.29679, -0.22395, -0.182635, -0.663536, -0.69008, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:43:40.818716] [0x0000007f850299a0] [MocapTag] [0x00001265] [9759] 1760975020818607, 20.6271, -2.73636, -0.912043, -1.29702, -0.229486, -0.188838, -0.662019, -0.688046, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:43:40.820292] [0x0000007f850299a0] [MocapTag] [0x00001265] [9760] 1760975020820175, 20.6286, -2.73636, -0.912043, -1.29702, -0.229486, -0.188838, -0.662019, -0.688046, -0.586329, 0.523658, -0.0232291, 0, -1.73826, 0, 
[2025-10-20 11:43:40.823339] [0x0000007f850299a0] [MocapTag] [0x00001265] [9762] 1760975020823265, 20.6317, -2.73636, -0.912043, -1.29702, -0.229486, -0.188838, -0.662019, -0.688046, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:43:40.826166] [0x0000007f850299a0] [MocapTag] [0x00001265] [9763] 1760975020826054, 20.6345, -2.73636, -0.912043, -1.29702, -0.229486, -0.188838, -0.662019, -0.688046, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:43:40.829274] [0x0000007f850299a0] [MocapTag] [0x00001265] [9764] 1760975020829161, 20.6376, -2.74203, -0.906809, -1.29721, -0.235521, -0.194959, -0.660347, -0.685902, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:43:40.832091] [0x0000007f850299a0] [MocapTag] [0x00001265] [9765] 1760975020831977, 20.6404, -2.74203, -0.906809, -1.29721, -0.235521, -0.194959, -0.660347, -0.685902, -0.566196, 0.523429, -0.0185357, 0.0456929, -1.80187, 0.0812054, 
[2025-10-20 11:43:40.835007] [0x0000007f850299a0] [MocapTag] [0x00001265] [9767] 1760975020834890, 20.6434, -2.74203, -0.906809, -1.29721, -0.235521, -0.194959, -0.660347, -0.685902, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:43:40.837374] [0x0000007f850299a0] [MocapTag] [0x00001265] [9768] 1760975020837262, 20.6457, -2.74758, -0.901481, -1.29745, -0.241281, -0.201372, -0.65867, -0.683657, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:43:40.840441] [0x0000007f850299a0] [MocapTag] [0x00001265] [9769] 1760975020840320, 20.6488, -2.74758, -0.901481, -1.29745, -0.241281, -0.201372, -0.65867, -0.683657, -0.555775, 0.532774, -0.0238408, 0, -1.81283, 0, 
[2025-10-20 11:43:40.842901] [0x0000007f850299a0] [MocapTag] [0x00001265] [9770] 1760975020842813, 20.6513, -2.74758, -0.901481, -1.29745, -0.241281, -0.201372, -0.65867, -0.683657, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:43:40.845775] [0x0000007f850299a0] [MocapTag] [0x00001265] [9772] 1760975020845663, 20.6541, -2.74758, -0.901481, -1.29745, -0.241281, -0.201372, -0.65867, -0.683657, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:43:40.848406] [0x0000007f850299a0] [MocapTag] [0x00001265] [9773] 1760975020848292, 20.6568, -2.75431, -0.89792, -1.29621, -0.272328, -0.209941, -0.656792, -0.671109, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:43:40.851238] [0x0000007f850299a0] [MocapTag] [0x00001265] [9774] 1760975020851124, 20.6596, -2.75431, -0.89792, -1.29621, -0.272328, -0.209941, -0.656792, -0.671109, -0.672928, 0.35611, 0.124128, 0, -5.88495, 3.66395, 
[2025-10-20 11:43:40.853670] [0x0000007f850299a0] [MocapTag] [0x00001265] [9776] 1760975020853551, 20.662, -2.75431, -0.89792, -1.29621, -0.272328, -0.209941, -0.656792, -0.671109, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:43:40.856906] [0x0000007f850299a0] [MocapTag] [0x00001265] [9777] 1760975020856795, 20.6653, -2.75431, -0.89792, -1.29621, -0.272328, -0.209941, -0.656792, -0.671109, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:43:40.859467] [0x0000007f850299a0] [MocapTag] [0x00001265] [9778] 1760975020859352, 20.6678, -2.75956, -0.892481, -1.29632, -0.278324, -0.216844, -0.655726, -0.667487, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:43:40.863489] [0x0000007f850299a0] [MocapTag] [0x00001265] [9780] 1760975020863379, 20.6718, -2.75956, -0.892481, -1.29632, -0.278324, -0.216844, -0.655726, -0.667487, -0.525054, 0.543953, -0.011001, -0.302303, -1.96436, -0.144982, 
[2025-10-20 11:43:40.865024] [0x0000007f850299a0] [MocapTag] [0x00001265] [9781] 1760975020864911, 20.6734, -2.75956, -0.892481, -1.29632, -0.278324, -0.216844, -0.655726, -0.667487, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:43:40.867253] [0x0000007f850299a0] [MocapTag] [0x00001265] [9782] 1760975020867144, 20.6756, -2.76478, -0.887068, -1.29648, -0.28541, -0.223192, -0.652033, -0.666018, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:43:40.870494] [0x0000007f850299a0] [MocapTag] [0x00001265] [9783] 1760975020870382, 20.6788, -2.76478, -0.887068, -1.29648, -0.28541, -0.223192, -0.652033, -0.666018, -0.522101, 0.541281, -0.0168667, 0.658131, -2.00208, 0.47071, 
[2025-10-20 11:43:40.872853] [0x0000007f850299a0] [MocapTag] [0x00001265] [9785] 1760975020872792, 20.6813, -2.76478, -0.887068, -1.29648, -0.28541, -0.223192, -0.652033, -0.666018, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:43:40.875805] [0x0000007f850299a0] [MocapTag] [0x00001265] [9786] 1760975020875685, 20.6842, -2.76478, -0.887068, -1.29648, -0.28541, -0.223192, -0.652033, -0.666018, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:43:40.878127] [0x0000007f850299a0] [MocapTag] [0x00001265] [9787] 1760975020878018, 20.6865, -2.77342, -0.879295, -1.297, -0.263109, -0.231963, -0.645953, -0.678021, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:43:40.880959] [0x0000007f850299a0] [MocapTag] [0x00001265] [9788] 1760975020880843, 20.6893, -2.77342, -0.879295, -1.297, -0.263109, -0.231963, -0.645953, -0.678021, -0.863403, 0.777269, -0.0515061, 0.915468, 2.00546, -4.46577, 
[2025-10-20 11:43:40.883276] [0x0000007f850299a0] [MocapTag] [0x00001265] [9789] 1760975020883189, 20.6917, -2.77342, -0.879295, -1.297, -0.263109, -0.231963, -0.645953, -0.678021, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:43:40.885868] [0x0000007f850299a0] [MocapTag] [0x00001265] [9791] 1760975020885757, 20.6942, -2.77342, -0.879295, -1.297, -0.263109, -0.231963, -0.645953, -0.678021, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:43:40.888749] [0x0000007f850299a0] [MocapTag] [0x00001265] [9792] 1760975020888634, 20.6971, -2.77849, -0.873898, -1.29707, -0.270162, -0.239576, -0.643102, -0.675304, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:43:40.891503] [0x0000007f850299a0] [MocapTag] [0x00001265] [9793] 1760975020891388, 20.6999, -2.77849, -0.873898, -1.29707, -0.270162, -0.239576, -0.643102, -0.675304, -0.506761, 0.539682, -0.00741203, 0.175071, -2.21621, 0.0997543, 
[2025-10-20 11:43:40.894099] [0x0000007f850299a0] [MocapTag] [0x00001265] [9795] 1760975020893976, 20.7024, -2.77849, -0.873898, -1.29707, -0.270162, -0.239576, -0.643102, -0.675304, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:43:40.896557] [0x0000007f850299a0] [MocapTag] [0x00001265] [9796] 1760975020896442, 20.7049, -2.78299, -0.868302, -1.29714, -0.275261, -0.247355, -0.641232, -0.672212, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:43:40.899246] [0x0000007f850299a0] [MocapTag] [0x00001265] [9797] 1760975020899134, 20.7076, -2.78299, -0.868302, -1.29714, -0.275261, -0.247355, -0.641232, -0.672212, -0.4505, 0.559663, -0.00676154, -0.237465, -1.97402, -0.395441, 
[2025-10-20 11:43:40.901830] [0x0000007f850299a0] [MocapTag] [0x00001265] [9798] 1760975020901717, 20.7102, -2.78299, -0.868302, -1.29714, -0.275261, -0.247355, -0.641232, -0.672212, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:43:40.904415] [0x0000007f850299a0] [MocapTag] [0x00001265] [9800] 1760975020904312, 20.7128, -2.78299, -0.868302, -1.29714, -0.275261, -0.247355, -0.641232, -0.672212, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:43:40.907007] [0x0000007f850299a0] [MocapTag] [0x00001265] [9801] 1760975020906897, 20.7154, -2.78766, -0.862847, -1.29696, -0.281472, -0.254803, -0.63802, -0.66991, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:43:40.909900] [0x0000007f850299a0] [MocapTag] [0x00001265] [9802] 1760975020909781, 20.7182, -2.78766, -0.862847, -1.29696, -0.281472, -0.254803, -0.63802, -0.66991, -0.466862, 0.545481, 0.0181633, 0.257719, -2.08073, 0, 
[2025-10-20 11:43:40.912418] [0x0000007f850299a0] [MocapTag] [0x00001265] [9803] 1760975020912333, 20.7208, -2.78766, -0.862847, -1.29696, -0.281472, -0.254803, -0.63802, -0.66991, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:43:40.915540] [0x0000007f850299a0] [MocapTag] [0x00001265] [9805] 1760975020915426, 20.7239, -2.78766, -0.862847, -1.29696, -0.281472, -0.254803, -0.63802, -0.66991, 0, 0, 0, 0, 0, 0, 
