[2025-10-20 15:15:16.936839] [0x0000007f8609c7c0] [MocapTag] [0x000016b8] [2] Mocap timestamp, Mocap time [s], Mocap position x [m], Mocap position y [m], Mocap position z [m], Mocap Quaternion q0 [-], Mocap Quaternion q1 [-], Mocap Quaternion q2 [-], Mocap Quaternion q3 [-], Mocap Velocity x [m/s], Mocap Velocity y [m/s], Mocap Velocity z [m/s], Mocap Angular velocity x [rad/s], Mocap Angular velocity y [rad/s], Mocap Angular velocity z [rad/s], 
[2025-10-20 15:15:16.939884] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [3] 1760987716939652, 0.056451, 0.151946, -0.222043, -0.319525, 0.70598, 0.708037, 0.00939018, 0.0137268, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:15:16.942311] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [5] 1760987716942200, 0.058999, 0.151946, -0.222043, -0.319525, 0.70598, 0.708037, 0.00939018, 0.0137268, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:15:16.944944] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [7] 1760987716944830, 0.061629, 0.151939, -0.22203, -0.319511, 0.705988, 0.708027, 0.00939443, 0.0137927, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:15:16.947706] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [8] 1760987716947597, 0.064396, 0.151939, -0.22203, -0.319511, 0.705988, 0.708027, 0.00939443, 0.0137927, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:15:16.950208] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [9] 1760987716950101, 0.0669, 0.151939, -0.22203, -0.319511, 0.705988, 0.708027, 0.00939443, 0.0137927, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:15:16.953116] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [10] 1760987716952968, 0.069767, 0.151939, -0.22203, -0.319511, 0.705988, 0.708027, 0.00939443, 0.0137927, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:15:16.955587] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [12] 1760987716955476, 0.072275, 0.151936, -0.222044, -0.319522, 0.70598, 0.708036, 0.00939884, 0.0137538, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:15:16.958337] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [13] 1760987716958211, 0.07501, 0.151936, -0.222044, -0.319522, 0.70598, 0.708036, 0.00939884, 0.0137538, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:15:16.961029] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [14] 1760987716960914, 0.077713, 0.151936, -0.222044, -0.319522, 0.70598, 0.708036, 0.00939884, 0.0137538, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:15:16.963601] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [15] 1760987716963511, 0.08031, 0.151938, -0.222039, -0.319505, 0.705982, 0.708033, 0.00938012, 0.0138233, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:15:16.967045] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [17] 1760987716966935, 0.083734, 0.151938, -0.222039, -0.319505, 0.705982, 0.708033, 0.00938012, 0.0138233, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:15:16.969657] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [18] 1760987716969539, 0.086338, 0.151938, -0.222039, -0.319505, 0.705982, 0.708033, 0.00938012, 0.0138233, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:15:16.972296] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [19] 1760987716972187, 0.088986, 0.151938, -0.222039, -0.319505, 0.705982, 0.708033, 0.00938012, 0.0138233, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:15:16.974911] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [21] 1760987716974796, 0.091595, 0.15194, -0.222055, -0.319517, 0.706003, 0.708014, 0.00939277, 0.0137405, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:15:16.978917] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [22] 1760987716978808, 0.095607, 0.15194, -0.222055, -0.319517, 0.706003, 0.708014, 0.00939277, 0.0137405, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:15:16.980348] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [23] 1760987716980248, 0.097047, 0.15194, -0.222055, -0.319517, 0.706003, 0.708014, 0.00939277, 0.0137405, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:15:16.983226] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [24] 1760987716983102, 0.099901, 0.15194, -0.222055, -0.319517, 0.706003, 0.708014, 0.00939277, 0.0137405, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:15:16.985729] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [26] 1760987716985614, 0.102413, 0.151947, -0.22206, -0.31952, 0.706007, 0.70801, 0.00938411, 0.0137043, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:15:16.988657] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [27] 1760987716988552, 0.105351, 0.151947, -0.22206, -0.31952, 0.706007, 0.70801, 0.00938411, 0.0137043, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:15:16.991192] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [28] 1760987716991080, 0.107879, 0.151947, -0.22206, -0.31952, 0.706007, 0.70801, 0.00938411, 0.0137043, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:15:16.993644] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [29] 1760987716993560, 0.110359, 0.151948, -0.222052, -0.319516, 0.705998, 0.708018, 0.0093866, 0.0137724, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:15:16.996720] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [31] 1760987716996608, 0.113407, 0.151948, -0.222052, -0.319516, 0.705998, 0.708018, 0.0093866, 0.0137724, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:15:16.998992] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [32] 1760987716998889, 0.115688, 0.151948, -0.222052, -0.319516, 0.705998, 0.708018, 0.0093866, 0.0137724, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:15:17.001730] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [33] 1760987717001626, 0.118425, 0.151948, -0.222052, -0.319516, 0.705998, 0.708018, 0.0093866, 0.0137724, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:15:17.004299] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [35] 1760987717004221, 0.12102, 0.151948, -0.222062, -0.319531, 0.706004, 0.708013, 0.00938624, 0.013701, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:15:17.007296] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [36] 1760987717007186, 0.123985, 0.151948, -0.222062, -0.319531, 0.706004, 0.708013, 0.00938624, 0.013701, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:15:17.009669] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [37] 1760987717009562, 0.126361, 0.151948, -0.222062, -0.319531, 0.706004, 0.708013, 0.00938624, 0.013701, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:15:17.012806] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [38] 1760987717012695, 0.129494, 0.151948, -0.222062, -0.319531, 0.706004, 0.708013, 0.00938624, 0.013701, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:15:17.016047] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [40] 1760987717015936, 0.132735, 0.151944, -0.222042, -0.319507, 0.70601, 0.708006, 0.00939486, 0.0137603, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:15:17.018499] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [41] 1760987717018380, 0.135179, 0.151944, -0.222042, -0.319507, 0.70601, 0.708006, 0.00939486, 0.0137603, 0, 0.00204689, 0.0024076, 0, 0, 0, 
[2025-10-20 15:15:17.020910] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [42] 1760987717020801, 0.1376, 0.151944, -0.222042, -0.319507, 0.70601, 0.708006, 0.00939486, 0.0137603, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:15:17.023498] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [43] 1760987717023387, 0.140186, 0.151938, -0.222056, -0.319522, 0.705984, 0.708032, 0.00936981, 0.0137526, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:15:17.026176] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [45] 1760987717026064, 0.142863, 0.151938, -0.222056, -0.319522, 0.705984, 0.708032, 0.00936981, 0.0137526, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:15:17.028625] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [46] 1760987717028514, 0.145313, 0.151938, -0.222056, -0.319522, 0.705984, 0.708032, 0.00936981, 0.0137526, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:15:17.031637] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [47] 1760987717031533, 0.148332, 0.151938, -0.222056, -0.319522, 0.705984, 0.708032, 0.00936981, 0.0137526, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:15:17.034169] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [49] 1760987717034082, 0.150881, 0.151947, -0.222057, -0.319526, 0.705998, 0.70802, 0.00937387, 0.013676, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:15:17.036938] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [50] 1760987717036827, 0.153626, 0.151947, -0.222057, -0.319526, 0.705998, 0.70802, 0.00937387, 0.013676, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:15:17.040191] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [51] 1760987717040084, 0.156883, 0.151947, -0.222057, -0.319526, 0.705998, 0.70802, 0.00937387, 0.013676, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:15:17.042240] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [52] 1760987717042135, 0.158934, 0.151947, -0.222057, -0.319526, 0.705998, 0.70802, 0.00937387, 0.013676, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:15:17.044777] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [54] 1760987717044686, 0.161485, 0.151937, -0.222049, -0.319514, 0.705982, 0.708035, 0.00937768, 0.0137175, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:15:17.047819] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [55] 1760987717047706, 0.164505, 0.151937, -0.222049, -0.319514, 0.705982, 0.708035, 0.00937768, 0.0137175, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:15:17.050160] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [56] 1760987717050056, 0.166855, 0.151937, -0.222049, -0.319514, 0.705982, 0.708035, 0.00937768, 0.0137175, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:15:17.052793] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [57] 1760987717052684, 0.169483, 0.151937, -0.222049, -0.319514, 0.705982, 0.708035, 0.00937768, 0.0137175, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:15:17.055684] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [59] 1760987717055572, 0.172371, 0.151935, -0.222044, -0.319516, 0.705964, 0.708051, 0.00936905, 0.0137752, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:15:17.058039] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [60] 1760987717057928, 0.174727, 0.151935, -0.222044, -0.319516, 0.705964, 0.708051, 0.00936905, 0.0137752, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:15:17.060560] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [61] 1760987717060450, 0.177249, 0.151935, -0.222044, -0.319516, 0.705964, 0.708051, 0.00936905, 0.0137752, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:15:17.063028] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [62] 1760987717062917, 0.179716, 0.151945, -0.222047, -0.319522, 0.706011, 0.708007, 0.00939087, 0.0136608, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:15:17.066090] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [64] 1760987717065980, 0.182779, 0.151945, -0.222047, -0.319522, 0.706011, 0.708007, 0.00939087, 0.0136608, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:15:17.068617] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [65] 1760987717068511, 0.18531, 0.151945, -0.222047, -0.319522, 0.706011, 0.708007, 0.00939087, 0.0136608, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:15:17.071247] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [66] 1760987717071141, 0.18794, 0.151945, -0.222047, -0.319522, 0.706011, 0.708007, 0.00939087, 0.0136608, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:15:17.074437] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [68] 1760987717074333, 0.191132, 0.151949, -0.222049, -0.319525, 0.705998, 0.708019, 0.00938493, 0.0136887, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:15:17.077035] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [69] 1760987717076927, 0.193726, 0.151949, -0.222049, -0.319525, 0.705998, 0.708019, 0.00938493, 0.0136887, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:15:17.079638] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [70] 1760987717079517, 0.196316, 0.151949, -0.222049, -0.319525, 0.705998, 0.708019, 0.00938493, 0.0136887, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:15:17.082770] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [71] 1760987717082663, 0.199462, 0.151949, -0.222049, -0.319525, 0.705998, 0.708019, 0.00938493, 0.0136887, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:15:17.085493] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [73] 1760987717085377, 0.202176, 0.151948, -0.222035, -0.319509, 0.705983, 0.708032, 0.00939134, 0.0137883, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:15:17.087638] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [74] 1760987717087532, 0.204331, 0.151948, -0.222035, -0.319509, 0.705983, 0.708032, 0.00939134, 0.0137883, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:15:17.090255] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [75] 1760987717090151, 0.20695, 0.151948, -0.222035, -0.319509, 0.705983, 0.708032, 0.00939134, 0.0137883, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:15:17.092813] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [76] 1760987717092698, 0.209497, 0.151948, -0.222035, -0.319509, 0.705983, 0.708032, 0.00939134, 0.0137883, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:15:17.095410] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [78] 1760987717095298, 0.212097, 0.151946, -0.222036, -0.319503, 0.705987, 0.708028, 0.00939082, 0.0138089, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:15:17.098210] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [79] 1760987717098104, 0.214903, 0.151946, -0.222036, -0.319503, 0.705987, 0.708028, 0.00939082, 0.0138089, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:15:17.100809] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [80] 1760987717100696, 0.217495, 0.151946, -0.222036, -0.319503, 0.705987, 0.708028, 0.00939082, 0.0138089, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:15:17.103420] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [81] 1760987717103303, 0.220102, 0.151953, -0.222058, -0.319521, 0.706002, 0.708015, 0.009383, 0.0137073, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:15:17.106606] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [83] 1760987717106495, 0.223294, 0.151953, -0.222058, -0.319521, 0.706002, 0.708015, 0.009383, 0.0137073, 0, -0.00216922, 0, 0, 0, 0, 
[2025-10-20 15:15:17.108870] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [84] 1760987717108768, 0.225567, 0.151953, -0.222058, -0.319521, 0.706002, 0.708015, 0.009383, 0.0137073, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:15:17.111637] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [85] 1760987717111532, 0.228331, 0.151953, -0.222058, -0.319521, 0.706002, 0.708015, 0.009383, 0.0137073, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:15:17.114599] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [87] 1760987717114506, 0.231305, 0.151949, -0.222047, -0.319502, 0.705966, 0.708048, 0.00937169, 0.0138764, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:15:17.117052] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [88] 1760987717116942, 0.233741, 0.151949, -0.222047, -0.319502, 0.705966, 0.708048, 0.00937169, 0.0138764, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:15:17.119612] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [89] 1760987717119511, 0.23631, 0.151949, -0.222047, -0.319502, 0.705966, 0.708048, 0.00937169, 0.0138764, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:15:17.122937] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [90] 1760987717122825, 0.239624, 0.151949, -0.222047, -0.319502, 0.705966, 0.708048, 0.00937169, 0.0138764, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:15:17.126172] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [92] 1760987717126063, 0.242862, 0.151949, -0.222058, -0.31952, 0.706008, 0.708008, 0.00940397, 0.0137639, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:15:17.128424] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [93] 1760987717128302, 0.245101, 0.151949, -0.222058, -0.31952, 0.706008, 0.708008, 0.00940397, 0.0137639, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:15:17.132518] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [94] 1760987717132409, 0.249208, 0.151949, -0.222058, -0.31952, 0.706008, 0.708008, 0.00940397, 0.0137639, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:15:17.133773] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [95] 1760987717133693, 0.250492, 0.151951, -0.222057, -0.31952, 0.706008, 0.708009, 0.00938305, 0.0137415, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:15:17.136575] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [97] 1760987717136465, 0.253264, 0.151951, -0.222057, -0.31952, 0.706008, 0.708009, 0.00938305, 0.0137415, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:15:17.139539] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [98] 1760987717139420, 0.256219, 0.151951, -0.222057, -0.31952, 0.706008, 0.708009, 0.00938305, 0.0137415, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:15:17.142259] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [99] 1760987717142152, 0.258951, 0.151951, -0.222057, -0.31952, 0.706008, 0.708009, 0.00938305, 0.0137415, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:15:17.144816] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [101] 1760987717144705, 0.261504, 0.151945, -0.222052, -0.319526, 0.706004, 0.708012, 0.00939753, 0.0137481, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:15:17.147956] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [102] 1760987717147845, 0.264644, 0.151945, -0.222052, -0.319526, 0.706004, 0.708012, 0.00939753, 0.0137481, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:15:17.150002] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [103] 1760987717149897, 0.266696, 0.151945, -0.222052, -0.319526, 0.706004, 0.708012, 0.00939753, 0.0137481, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:15:17.153375] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [104] 1760987717153285, 0.270084, 0.151945, -0.222052, -0.319526, 0.706004, 0.708012, 0.00939753, 0.0137481, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:15:17.155806] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [106] 1760987717155693, 0.272492, 0.151947, -0.222053, -0.319536, 0.705996, 0.708022, 0.00939003, 0.0136953, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:15:17.158626] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [107] 1760987717158521, 0.27532, 0.151947, -0.222053, -0.319536, 0.705996, 0.708022, 0.00939003, 0.0136953, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:15:17.161179] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [108] 1760987717161069, 0.277868, 0.151947, -0.222053, -0.319536, 0.705996, 0.708022, 0.00939003, 0.0136953, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:15:17.163739] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [109] 1760987717163678, 0.280477, 0.151948, -0.222041, -0.31953, 0.706016, 0.708001, 0.0094081, 0.0136723, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:15:17.166874] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [111] 1760987717166763, 0.283562, 0.151948, -0.222041, -0.31953, 0.706016, 0.708001, 0.0094081, 0.0136723, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:15:17.169483] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [112] 1760987717169383, 0.286182, 0.151948, -0.222041, -0.31953, 0.706016, 0.708001, 0.0094081, 0.0136723, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:15:17.172331] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [113] 1760987717172219, 0.289018, 0.151948, -0.222041, -0.31953, 0.706016, 0.708001, 0.0094081, 0.0136723, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:15:17.174826] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [115] 1760987717174710, 0.291509, 0.151937, -0.22204, -0.319513, 0.705989, 0.708027, 0.00939382, 0.0137698, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:15:17.177551] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [116] 1760987717177431, 0.29423, 0.151937, -0.22204, -0.319513, 0.705989, 0.708027, 0.00939382, 0.0137698, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:15:17.180077] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [117] 1760987717179968, 0.296767, 0.151937, -0.22204, -0.319513, 0.705989, 0.708027, 0.00939382, 0.0137698, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:15:17.183644] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [118] 1760987717183547, 0.300346, 0.151937, -0.22204, -0.319513, 0.705989, 0.708027, 0.00939382, 0.0137698, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:15:17.185808] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [120] 1760987717185698, 0.302497, 0.151948, -0.222043, -0.319518, 0.706, 0.708017, 0.00939269, 0.0136981, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:15:17.188515] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [121] 1760987717188408, 0.305207, 0.151948, -0.222043, -0.319518, 0.706, 0.708017, 0.00939269, 0.0136981, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:15:17.191367] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [122] 1760987717191243, 0.308042, 0.151948, -0.222043, -0.319518, 0.706, 0.708017, 0.00939269, 0.0136981, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:15:17.194009] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [124] 1760987717193955, 0.310754, 0.151946, -0.222048, -0.319517, 0.705974, 0.708042, 0.0093698, 0.0137283, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:15:17.196594] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [125] 1760987717196485, 0.313284, 0.151946, -0.222048, -0.319517, 0.705974, 0.708042, 0.0093698, 0.0137283, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:15:17.199192] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [126] 1760987717199075, 0.315874, 0.151946, -0.222048, -0.319517, 0.705974, 0.708042, 0.0093698, 0.0137283, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:15:17.201915] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [127] 1760987717201806, 0.318605, 0.151946, -0.222048, -0.319517, 0.705974, 0.708042, 0.0093698, 0.0137283, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:15:17.204972] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [129] 1760987717204850, 0.321649, 0.151943, -0.222039, -0.319508, 0.705982, 0.708034, 0.00937996, 0.0137669, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:15:17.207160] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [130] 1760987717207053, 0.323852, 0.151943, -0.222039, -0.319508, 0.705982, 0.708034, 0.00937996, 0.0137669, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:15:17.209601] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [131] 1760987717209502, 0.326301, 0.151943, -0.222039, -0.319508, 0.705982, 0.708034, 0.00937996, 0.0137669, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:15:17.212614] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [132] 1760987717212504, 0.329303, 0.151943, -0.222039, -0.319508, 0.705982, 0.708034, 0.00937996, 0.0137669, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:15:17.214949] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [134] 1760987717214830, 0.331629, 0.151952, -0.222047, -0.319516, 0.705994, 0.708023, 0.00940206, 0.0137002, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:15:17.217891] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [135] 1760987717217786, 0.334585, 0.151952, -0.222047, -0.319516, 0.705994, 0.708023, 0.00940206, 0.0137002, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:15:17.220552] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [136] 1760987717220444, 0.337243, 0.151952, -0.222047, -0.319516, 0.705994, 0.708023, 0.00940206, 0.0137002, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:15:17.223535] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [137] 1760987717223451, 0.34025, 0.151949, -0.222046, -0.319516, 0.705985, 0.708031, 0.00939777, 0.0137245, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:15:17.225836] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [139] 1760987717225724, 0.342523, 0.151949, -0.222046, -0.319516, 0.705985, 0.708031, 0.00939777, 0.0137245, 0, 0, 0, 0, 0, 0, 
