[2025-10-20 15:15:16.936839] [0x0000007f8609c7c0] [MocapTag] [0x000016b8] [2] Mocap timestamp, Mocap time [s], Mocap position x [m], Mocap position y [m], Mocap position z [m], Mocap Quaternion q0 [-], Mocap Quaternion q1 [-], Mocap Quaternion q2 [-], Mocap Quaternion q3 [-], Mocap Velocity x [m/s], Mocap Velocity y [m/s], Mocap Velocity z [m/s], Mocap Angular velocity x [rad/s], Mocap Angular velocity y [rad/s], Mocap Angular velocity z [rad/s], 
[2025-10-20 15:15:39.245554] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [10586] 1760987739245437, 22.3622, -1.647, 0.433555, -1.28361, 0.737127, 0.664648, 0.0708973, 0.0992979, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:15:39.248136] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [10588] 1760987739248054, 22.3649, -1.647, 0.433555, -1.28361, 0.737127, 0.664648, 0.0708973, 0.0992979, 1.57479, 0.418694, -0.0502283, -0.249875, 0.618178, 0.172679, 
[2025-10-20 15:15:39.250906] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [10589] 1760987739250791, 22.3676, -1.647, 0.433555, -1.28361, 0.737127, 0.664648, 0.0708973, 0.0992979, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:15:39.253241] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [10590] 1760987739253131, 22.3699, -1.63125, 0.437645, -1.28417, 0.738193, 0.664049, 0.06912, 0.0966027, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:15:39.255927] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [10591] 1760987739255806, 22.3726, -1.63125, 0.437645, -1.28417, 0.738193, 0.664049, 0.06912, 0.0966027, 1.57535, 0.408932, -0.0562845, -0.199211, 0.634661, 0.144251, 
[2025-10-20 15:15:39.258388] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [10593] 1760987739258299, 22.3751, -1.63125, 0.437645, -1.28417, 0.738193, 0.664049, 0.06912, 0.0966027, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:15:39.260872] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [10594] 1760987739260760, 22.3776, -1.63125, 0.437645, -1.28417, 0.738193, 0.664049, 0.06912, 0.0966027, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:15:39.263546] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [10595] 1760987739263435, 22.3802, -1.61546, 0.441619, -1.28471, 0.739352, 0.66333, 0.0672594, 0.0939566, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:15:39.266741] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [10596] 1760987739266625, 22.3834, -1.61546, 0.441619, -1.28471, 0.739352, 0.66333, 0.0672594, 0.0939566, 1.57818, 0.397393, -0.0539917, -0.232792, 0.640807, 0.123008, 
[2025-10-20 15:15:39.268804] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [10598] 1760987739268688, 22.3855, -1.61546, 0.441619, -1.28471, 0.739352, 0.66333, 0.0672594, 0.0939566, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:15:39.271418] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [10599] 1760987739271306, 22.3881, -1.61546, 0.441619, -1.28471, 0.739352, 0.66333, 0.0672594, 0.0939566, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:15:39.274218] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [10600] 1760987739274112, 22.3909, -1.59965, 0.445448, -1.28518, 0.74055, 0.662536, 0.06534, 0.0914452, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:15:39.276756] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [10601] 1760987739276641, 22.3934, -1.59965, 0.445448, -1.28518, 0.74055, 0.662536, 0.06534, 0.0914452, 1.58107, 0.382903, -0.0468502, -0.253248, 0.63148, 0.093928, 
[2025-10-20 15:15:39.279208] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [10603] 1760987739279093, 22.3959, -1.59965, 0.445448, -1.28518, 0.74055, 0.662536, 0.06534, 0.0914452, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:15:39.281968] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [10604] 1760987739281862, 22.3987, -1.59965, 0.445448, -1.28518, 0.74055, 0.662536, 0.06534, 0.0914452, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:15:39.284527] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [10605] 1760987739284413, 22.4012, -1.58379, 0.449165, -1.28565, 0.741734, 0.661745, 0.063331, 0.0889552, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:15:39.287148] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [10606] 1760987739287063, 22.4039, -1.58379, 0.449165, -1.28565, 0.741734, 0.661745, 0.063331, 0.0889552, 1.5862, 0.371697, -0.0471174, -0.252652, 0.641556, 0.0803038, 
[2025-10-20 15:15:39.289626] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [10608] 1760987739289515, 22.4063, -1.58379, 0.449165, -1.28565, 0.741734, 0.661745, 0.063331, 0.0889552, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:15:39.292250] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [10609] 1760987739292142, 22.4089, -1.58379, 0.449165, -1.28565, 0.741734, 0.661745, 0.063331, 0.0889552, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:15:39.295544] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [10610] 1760987739295420, 22.4122, -1.56794, 0.452749, -1.28612, 0.742765, 0.661118, 0.0611279, 0.0865213, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:15:39.298110] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [10612] 1760987739298041, 22.4148, -1.56794, 0.452749, -1.28612, 0.742765, 0.661118, 0.0611279, 0.0865213, 1.58529, 0.358411, -0.0468852, -0.210261, 0.661725, 0.0519544, 
[2025-10-20 15:15:39.300876] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [10613] 1760987739300764, 22.4176, -1.56794, 0.452749, -1.28612, 0.742765, 0.661118, 0.0611279, 0.0865213, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:15:39.303769] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [10614] 1760987739303649, 22.4204, -1.55208, 0.456203, -1.28659, 0.743778, 0.660472, 0.0591005, 0.084132, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:15:39.306333] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [10615] 1760987739306217, 22.423, -1.55208, 0.456203, -1.28659, 0.743778, 0.660472, 0.0591005, 0.084132, 1.58577, 0.345446, -0.0472579, -0.209916, 0.62898, 0.0698511, 
[2025-10-20 15:15:39.308904] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [10617] 1760987739308787, 22.4256, -1.55208, 0.456203, -1.28659, 0.743778, 0.660472, 0.0591005, 0.084132, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:15:39.311998] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [10618] 1760987739311887, 22.4287, -1.55208, 0.456203, -1.28659, 0.743778, 0.660472, 0.0591005, 0.084132, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:15:39.314469] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [10619] 1760987739314352, 22.4312, -1.53635, 0.459764, -1.28725, 0.744565, 0.660018, 0.0576345, 0.081715, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:15:39.317136] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [10620] 1760987739317050, 22.4338, -1.53635, 0.459764, -1.28725, 0.744565, 0.660018, 0.0576345, 0.081715, 1.57312, 0.356075, -0.0662953, -0.144732, 0.546327, 0.156086, 
[2025-10-20 15:15:39.319828] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [10622] 1760987739319677, 22.4365, -1.53635, 0.459764, -1.28725, 0.744565, 0.660018, 0.0576345, 0.081715, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:15:39.322444] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [10623] 1760987739322342, 22.4391, -1.53635, 0.459764, -1.28725, 0.744565, 0.660018, 0.0576345, 0.081715, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:15:39.325066] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [10624] 1760987739324950, 22.4417, -1.52067, 0.462972, -1.28776, 0.745172, 0.659977, 0.0543558, 0.0787043, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:15:39.327913] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [10626] 1760987739327837, 22.4446, -1.52067, 0.462972, -1.28776, 0.745172, 0.659977, 0.0543558, 0.0787043, 1.56797, 0.320837, -0.0507721, -0.064826, 0.895925, 0, 
[2025-10-20 15:15:39.330398] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [10627] 1760987739330286, 22.4471, -1.52067, 0.462972, -1.28776, 0.745172, 0.659977, 0.0543558, 0.0787043, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:15:39.332990] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [10628] 1760987739332881, 22.4497, -1.52067, 0.462972, -1.28776, 0.745172, 0.659977, 0.0543558, 0.0787043, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:15:39.335711] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [10629] 1760987739335594, 22.4524, -1.50473, 0.466132, -1.28832, 0.745729, 0.659699, 0.0534835, 0.0763209, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:15:39.338430] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [10631] 1760987739338322, 22.4551, -1.50473, 0.466132, -1.28832, 0.745729, 0.659699, 0.0534835, 0.0763209, 1.59412, 0.315974, -0.0553528, -0.0839233, 0.450461, 0.236544, 
[2025-10-20 15:15:39.340915] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [10632] 1760987739340796, 22.4576, -1.50473, 0.466132, -1.28832, 0.745729, 0.659699, 0.0534835, 0.0763209, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:15:39.343734] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [10633] 1760987739343627, 22.4604, -1.48817, 0.469042, -1.28866, 0.746396, 0.659215, 0.0523358, 0.0747611, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:15:39.346510] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [10634] 1760987739346361, 22.4632, -1.48817, 0.469042, -1.28866, 0.746396, 0.659215, 0.0523358, 0.0747611, 1.65612, 0.291029, -0.0342509, -0.146723, 0.383396, 0.0703517, 
[2025-10-20 15:15:39.348973] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [10636] 1760987739348899, 22.4657, -1.48817, 0.469042, -1.28866, 0.746396, 0.659215, 0.0523358, 0.0747611, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:15:39.351639] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [10637] 1760987739351527, 22.4683, -1.48817, 0.469042, -1.28866, 0.746396, 0.659215, 0.0523358, 0.0747611, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:15:39.354240] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [10638] 1760987739354130, 22.4709, -1.47198, 0.471781, -1.28908, 0.746676, 0.659219, 0.0514691, 0.0724991, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:15:39.356976] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [10639] 1760987739356860, 22.4737, -1.47198, 0.471781, -1.28908, 0.746676, 0.659219, 0.0514691, 0.0724991, 1.61872, 0.273855, -0.041834, 0, 0.431292, 0.22623, 
[2025-10-20 15:15:39.359899] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [10641] 1760987739359778, 22.4766, -1.47198, 0.471781, -1.28908, 0.746676, 0.659219, 0.0514691, 0.0724991, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:15:39.362520] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [10642] 1760987739362410, 22.4792, -1.47198, 0.471781, -1.28908, 0.746676, 0.659219, 0.0514691, 0.0724991, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:15:39.365148] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [10643] 1760987739365036, 22.4818, -1.45641, 0.47455, -1.2896, 0.747186, 0.659278, 0.0481561, 0.068905, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:15:39.367738] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [10645] 1760987739367681, 22.4845, -1.45641, 0.47455, -1.2896, 0.747186, 0.659278, 0.0481561, 0.068905, 1.55678, 0.276891, -0.0527924, 0, 0.976713, 0.101624, 
[2025-10-20 15:15:39.371007] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [10646] 1760987739370894, 22.4877, -1.45641, 0.47455, -1.2896, 0.747186, 0.659278, 0.0481561, 0.068905, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:15:39.372932] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [10647] 1760987739372831, 22.4896, -1.45641, 0.47455, -1.2896, 0.747186, 0.659278, 0.0481561, 0.068905, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:15:39.375685] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [10648] 1760987739375569, 22.4924, -1.44079, 0.477397, -1.29041, 0.747316, 0.659513, 0.047124, 0.0658903, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:15:39.378270] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [10650] 1760987739378184, 22.495, -1.44079, 0.477397, -1.29041, 0.747316, 0.659513, 0.047124, 0.0658903, 1.5622, 0.284691, -0.0805913, 0.0548124, 0.554571, 0.322712, 
[2025-10-20 15:15:39.380770] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [10651] 1760987739380658, 22.4975, -1.44079, 0.477397, -1.29041, 0.747316, 0.659513, 0.047124, 0.0658903, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:15:39.383779] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [10652] 1760987739383664, 22.5005, -1.42505, 0.479875, -1.291, 0.747531, 0.659663, 0.0455991, 0.0629528, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:15:39.386757] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [10653] 1760987739386637, 22.5034, -1.42505, 0.479875, -1.291, 0.747531, 0.659663, 0.0455991, 0.0629528, 1.5744, 0.247806, -0.0589326, 0, 0.618936, 0.243052, 
[2025-10-20 15:15:39.389596] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [10655] 1760987739389480, 22.5063, -1.42505, 0.479875, -1.291, 0.747531, 0.659663, 0.0455991, 0.0629528, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:15:39.392982] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [10656] 1760987739392876, 22.5097, -1.42505, 0.479875, -1.291, 0.747531, 0.659663, 0.0455991, 0.0629528, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:15:39.394831] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [10657] 1760987739394715, 22.5115, -1.4093, 0.482241, -1.29163, 0.747694, 0.65986, 0.0441675, 0.0599038, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:15:39.397576] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [10658] 1760987739397464, 22.5143, -1.4093, 0.482241, -1.29163, 0.747694, 0.65986, 0.0441675, 0.0599038, 1.575, 0.236591, -0.0631767, 0.0385404, 0.619344, 0.272936, 
[2025-10-20 15:15:39.400215] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [10660] 1760987739400102, 22.5169, -1.4093, 0.482241, -1.29163, 0.747694, 0.65986, 0.0441675, 0.0599038, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:15:39.402714] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [10661] 1760987739402607, 22.5194, -1.4093, 0.482241, -1.29163, 0.747694, 0.65986, 0.0441675, 0.0599038, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:15:39.405355] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [10662] 1760987739405242, 22.522, -1.39352, 0.48446, -1.29227, 0.747827, 0.660084, 0.0426117, 0.0568121, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:15:39.407876] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [10664] 1760987739407809, 22.5246, -1.39352, 0.48446, -1.29227, 0.747827, 0.660084, 0.0426117, 0.0568121, 1.57773, 0.221963, -0.0638333, 0.0446439, 0.643489, 0.262969, 
[2025-10-20 15:15:39.410399] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [10665] 1760987739410286, 22.5271, -1.39352, 0.48446, -1.29227, 0.747827, 0.660084, 0.0426117, 0.0568121, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:15:39.413124] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [10666] 1760987739412976, 22.5298, -1.39352, 0.48446, -1.29227, 0.747827, 0.660084, 0.0426117, 0.0568121, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:15:39.415842] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [10667] 1760987739415725, 22.5325, -1.37775, 0.486572, -1.29294, 0.747911, 0.660333, 0.0411766, 0.053805, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:15:39.418411] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [10669] 1760987739418273, 22.5351, -1.37775, 0.486572, -1.29294, 0.747911, 0.660333, 0.0411766, 0.053805, 1.57677, 0.211165, -0.0673561, 0.0529051, 0.61395, 0.266293, 
[2025-10-20 15:15:39.420925] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [10670] 1760987739420814, 22.5376, -1.37775, 0.486572, -1.29294, 0.747911, 0.660333, 0.0411766, 0.053805, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:15:39.423701] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [10671] 1760987739423597, 22.5404, -1.36202, 0.488561, -1.29359, 0.748032, 0.660516, 0.0397119, 0.0508853, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:15:39.426491] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [10672] 1760987739426315, 22.5431, -1.36202, 0.488561, -1.29359, 0.748032, 0.660516, 0.0397119, 0.0508853, 1.57279, 0.19896, -0.0650747, 0.0352383, 0.606978, 0.247684, 
[2025-10-20 15:15:39.428882] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [10674] 1760987739428800, 22.5456, -1.36202, 0.488561, -1.29359, 0.748032, 0.660516, 0.0397119, 0.0508853, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:15:39.431517] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [10675] 1760987739431405, 22.5482, -1.36202, 0.488561, -1.29359, 0.748032, 0.660516, 0.0397119, 0.0508853, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:15:39.434278] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [10676] 1760987739434169, 22.551, -1.34632, 0.490423, -1.29422, 0.748176, 0.660647, 0.0382787, 0.0480955, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:15:39.436978] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [10677] 1760987739436861, 22.5537, -1.34632, 0.490423, -1.29422, 0.748176, 0.660647, 0.0382787, 0.0480955, 1.56988, 0.186142, -0.0626309, 0, 0.585105, 0.231128, 
[2025-10-20 15:15:39.439591] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [10679] 1760987739439475, 22.5563, -1.34632, 0.490423, -1.29422, 0.748176, 0.660647, 0.0382787, 0.0480955, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:15:39.442124] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [10680] 1760987739442012, 22.5588, -1.34632, 0.490423, -1.29422, 0.748176, 0.660647, 0.0382787, 0.0480955, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:15:39.444789] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [10681] 1760987739444675, 22.5615, -1.33068, 0.492269, -1.29497, 0.748234, 0.660796, 0.037776, 0.0454725, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:15:39.447419] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [10682] 1760987739447332, 22.5641, -1.33068, 0.492269, -1.29497, 0.748234, 0.660796, 0.037776, 0.0454725, 1.5644, 0.184593, -0.0747164, 0.0385165, 0.422991, 0.330072, 
[2025-10-20 15:15:39.449940] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [10684] 1760987739449826, 22.5666, -1.33068, 0.492269, -1.29497, 0.748234, 0.660796, 0.037776, 0.0454725, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:15:39.452454] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [10685] 1760987739452350, 22.5691, -1.33068, 0.492269, -1.29497, 0.748234, 0.660796, 0.037776, 0.0454725, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:15:39.455455] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [10686] 1760987739455340, 22.5721, -1.31496, 0.493748, -1.29551, 0.748362, 0.660895, 0.0364554, 0.0429397, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:15:39.458020] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [10687] 1760987739457932, 22.5747, -1.31496, 0.493748, -1.29551, 0.748362, 0.660895, 0.0364554, 0.0429397, 1.57251, 0.14796, -0.0543515, 0, 0.534057, 0.206536, 
[2025-10-20 15:15:39.460526] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [10689] 1760987739460408, 22.5772, -1.31496, 0.493748, -1.29551, 0.748362, 0.660895, 0.0364554, 0.0429397, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:15:39.463200] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [10690] 1760987739463038, 22.5798, -1.31496, 0.493748, -1.29551, 0.748362, 0.660895, 0.0364554, 0.0429397, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:15:39.465709] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [10691] 1760987739465595, 22.5824, -1.29927, 0.495227, -1.29609, 0.748519, 0.660964, 0.0350219, 0.0402468, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:15:39.468642] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [10693] 1760987739468520, 22.5853, -1.29927, 0.495227, -1.29609, 0.748519, 0.660964, 0.0350219, 0.0402468, 1.56854, 0.147879, -0.0579029, 0, 0.572217, 0.215022, 
[2025-10-20 15:15:39.471490] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [10694] 1760987739471379, 22.5882, -1.29927, 0.495227, -1.29609, 0.748519, 0.660964, 0.0350219, 0.0402468, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:15:39.474125] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [10695] 1760987739474015, 22.5908, -1.28428, 0.496764, -1.29724, 0.749302, 0.660293, 0.034631, 0.0368854, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:15:39.476911] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [10696] 1760987739476791, 22.5936, -1.28428, 0.496764, -1.29724, 0.749302, 0.660293, 0.034631, 0.0368854, 1.49916, 0.153676, -0.114968, -0.178671, 0.50509, 0.444147, 
[2025-10-20 15:15:39.479354] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [10698] 1760987739479242, 22.596, -1.28428, 0.496764, -1.29724, 0.749302, 0.660293, 0.034631, 0.0368854, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:15:39.482146] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [10699] 1760987739482033, 22.5988, -1.28428, 0.496764, -1.29724, 0.749302, 0.660293, 0.034631, 0.0368854, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:15:39.484635] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [10700] 1760987739484515, 22.6013, -1.26837, 0.498024, -1.29775, 0.749508, 0.660189, 0.0341753, 0.0349285, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:15:39.487445] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [10701] 1760987739487333, 22.6041, -1.26837, 0.498024, -1.29775, 0.749508, 0.660189, 0.0341753, 0.0349285, 1.59043, 0.125966, -0.0510307, 0, 0.327644, 0.23235, 
[2025-10-20 15:15:39.489956] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [10703] 1760987739489830, 22.6066, -1.26837, 0.498024, -1.29775, 0.749508, 0.660189, 0.0341753, 0.0349285, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:15:39.492386] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [10704] 1760987739492275, 22.6091, -1.26837, 0.498024, -1.29775, 0.749508, 0.660189, 0.0341753, 0.0349285, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:15:39.494955] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [10705] 1760987739494834, 22.6116, -1.25261, 0.499109, -1.29827, 0.749579, 0.660267, 0.0332347, 0.0327723, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:15:39.497545] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [10706] 1760987739497458, 22.6143, -1.25261, 0.499109, -1.29827, 0.749579, 0.660267, 0.0332347, 0.0327723, 1.57652, 0.108564, -0.0519439, 0, 0.426657, 0.200238, 
[2025-10-20 15:15:39.500086] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [10708] 1760987739499973, 22.6168, -1.25261, 0.499109, -1.29827, 0.749579, 0.660267, 0.0332347, 0.0327723, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:15:39.503202] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [10709] 1760987739503086, 22.6199, -1.25261, 0.499109, -1.29827, 0.749579, 0.660267, 0.0332347, 0.0327723, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:15:39.507154] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [10710] 1760987739507068, 22.6239, -1.23714, 0.499782, -1.29883, 0.7496, 0.660482, 0.0309967, 0.0300481, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:15:39.508433] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [10712] 1760987739508314, 22.6251, -1.23714, 0.499782, -1.29883, 0.7496, 0.660482, 0.0309967, 0.0300481, 1.54641, 0.0673146, -0.0564753, 0.036478, 0.696629, 0.114831, 
[2025-10-20 15:15:39.511076] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [10713] 1760987739510963, 22.6278, -1.23714, 0.499782, -1.29883, 0.7496, 0.660482, 0.0309967, 0.0300481, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:15:39.513496] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [10714] 1760987739513391, 22.6302, -1.22159, 0.500598, -1.29933, 0.749655, 0.66059, 0.0295409, 0.0276598, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:15:39.516753] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [10715] 1760987739516640, 22.6334, -1.22159, 0.500598, -1.29933, 0.749655, 0.66059, 0.0295409, 0.0276598, 1.55508, 0.0815216, -0.0498958, 0, 0.534673, 0.166818, 
