[2025-10-20 11:49:44.478220] [0x0000007f8c2777c0] [MocapTag] [0x00001e07] [2] Mocap timestamp, Mocap time [s], Mocap position x [m], Mocap position y [m], Mocap position z [m], Mocap Quaternion q0 [-], Mocap Quaternion q1 [-], Mocap Quaternion q2 [-], Mocap Quaternion q3 [-], Mocap Velocity x [m/s], Mocap Velocity y [m/s], Mocap Velocity z [m/s], Mocap Angular velocity x [rad/s], Mocap Angular velocity y [rad/s], Mocap Angular velocity z [rad/s], 
[2025-10-20 11:49:54.423068] [0x0000007f737fd9a0] [MocapTag] [0x00001e07] [4699] 1760975394422888, 9.99867, 0.142285, -0.226206, -0.323164, 0.710103, 0.704051, -0.00798777, -0.00135227, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:49:54.425804] [0x0000007f737fd9a0] [MocapTag] [0x00001e07] [4700] 1760975394425689, 10.0015, 0.142285, -0.226206, -0.323164, 0.710103, 0.704051, -0.00798777, -0.00135227, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:49:54.428389] [0x0000007f737fd9a0] [MocapTag] [0x00001e07] [4701] 1760975394428293, 10.0041, 0.14226, -0.226268, -0.323051, 0.710612, 0.703536, -0.00810235, -0.00146984, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:49:54.430900] [0x0000007f737fd9a0] [MocapTag] [0x00001e07] [4703] 1760975394430781, 10.0066, 0.14226, -0.226268, -0.323051, 0.710612, 0.703536, -0.00810235, -0.00146984, -0.00255835, -0.00620874, 0.0113009, -0.14478, 0, 0, 
[2025-10-20 11:49:54.433386] [0x0000007f737fd9a0] [MocapTag] [0x00001e07] [4704] 1760975394433275, 10.0091, 0.14226, -0.226268, -0.323051, 0.710612, 0.703536, -0.00810235, -0.00146984, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:49:54.436057] [0x0000007f737fd9a0] [MocapTag] [0x00001e07] [4705] 1760975394435945, 10.0117, 0.14226, -0.226268, -0.323051, 0.710612, 0.703536, -0.00810235, -0.00146984, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:49:54.438767] [0x0000007f737fd9a0] [MocapTag] [0x00001e07] [4707] 1760975394438692, 10.0145, 0.14228, -0.226244, -0.323144, 0.710094, 0.70406, -0.00805718, -0.00141587, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:49:54.441524] [0x0000007f737fd9a0] [MocapTag] [0x00001e07] [4708] 1760975394441411, 10.0172, 0.14228, -0.226244, -0.323144, 0.710094, 0.70406, -0.00805718, -0.00141587, 0.00202104, 0.0023776, -0.00927218, 0.147283, 0, 0, 
[2025-10-20 11:49:54.444030] [0x0000007f737fd9a0] [MocapTag] [0x00001e07] [4709] 1760975394443919, 10.0197, 0.14228, -0.226244, -0.323144, 0.710094, 0.70406, -0.00805718, -0.00141587, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:49:54.446789] [0x0000007f737fd9a0] [MocapTag] [0x00001e07] [4710] 1760975394446668, 10.0225, 0.142293, -0.226189, -0.323184, 0.709991, 0.704165, -0.00800043, -0.0013519, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:49:54.449569] [0x0000007f737fd9a0] [MocapTag] [0x00001e07] [4712] 1760975394449449, 10.0252, 0.142293, -0.226189, -0.323184, 0.709991, 0.704165, -0.00800043, -0.0013519, 0, 0.0054897, -0.00402302, 0, 0, 0, 
[2025-10-20 11:49:54.451848] [0x0000007f737fd9a0] [MocapTag] [0x00001e07] [4713] 1760975394451736, 10.0275, 0.142293, -0.226189, -0.323184, 0.709991, 0.704165, -0.00800043, -0.0013519, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:49:54.454957] [0x0000007f737fd9a0] [MocapTag] [0x00001e07] [4714] 1760975394454846, 10.0306, 0.142293, -0.226189, -0.323184, 0.709991, 0.704165, -0.00800043, -0.0013519, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:49:54.457636] [0x0000007f737fd9a0] [MocapTag] [0x00001e07] [4715] 1760975394457552, 10.0333, 0.142269, -0.226297, -0.323037, 0.7105, 0.703649, -0.00812354, -0.00137899, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:49:54.460411] [0x0000007f737fd9a0] [MocapTag] [0x00001e07] [4717] 1760975394460295, 10.0361, 0.142269, -0.226297, -0.323037, 0.7105, 0.703649, -0.00812354, -0.00137899, -0.00237467, -0.0107739, 0.0147232, -0.144649, 0, 0, 
[2025-10-20 11:49:54.462835] [0x0000007f737fd9a0] [MocapTag] [0x00001e07] [4718] 1760975394462730, 10.0385, 0.142269, -0.226297, -0.323037, 0.7105, 0.703649, -0.00812354, -0.00137899, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:49:54.465689] [0x0000007f737fd9a0] [MocapTag] [0x00001e07] [4719] 1760975394465572, 10.0414, 0.142269, -0.226297, -0.323037, 0.7105, 0.703649, -0.00812354, -0.00137899, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:49:54.468013] [0x0000007f737fd9a0] [MocapTag] [0x00001e07] [4720] 1760975394467928, 10.0437, 0.142267, -0.226309, -0.323047, 0.710481, 0.703668, -0.00809485, -0.00137905, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:49:54.471171] [0x0000007f737fd9a0] [MocapTag] [0x00001e07] [4722] 1760975394471049, 10.0468, 0.142267, -0.226309, -0.323047, 0.710481, 0.703668, -0.00809485, -0.00137905, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:49:54.473625] [0x0000007f737fd9a0] [MocapTag] [0x00001e07] [4723] 1760975394473512, 10.0493, 0.142267, -0.226309, -0.323047, 0.710481, 0.703668, -0.00809485, -0.00137905, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:49:54.476399] [0x0000007f737fd9a0] [MocapTag] [0x00001e07] [4724] 1760975394476228, 10.052, 0.142267, -0.226309, -0.323047, 0.710481, 0.703668, -0.00809485, -0.00137905, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:49:54.478972] [0x0000007f737fd9a0] [MocapTag] [0x00001e07] [4726] 1760975394478848, 10.0546, 0.142276, -0.226316, -0.32311, 0.710508, 0.703641, -0.00810595, -0.00141268, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:49:54.481515] [0x0000007f737fd9a0] [MocapTag] [0x00001e07] [4727] 1760975394481401, 10.0572, 0.142276, -0.226316, -0.32311, 0.710508, 0.703641, -0.00810595, -0.00141268, 0, 0, -0.00632419, 0, 0, 0, 
[2025-10-20 11:49:54.483991] [0x0000007f737fd9a0] [MocapTag] [0x00001e07] [4728] 1760975394483879, 10.0597, 0.142276, -0.226316, -0.32311, 0.710508, 0.703641, -0.00810595, -0.00141268, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:49:54.486960] [0x0000007f737fd9a0] [MocapTag] [0x00001e07] [4729] 1760975394486844, 10.0626, 0.142286, -0.226278, -0.323328, 0.710457, 0.703692, -0.00818412, -0.00135639, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:49:54.489772] [0x0000007f737fd9a0] [MocapTag] [0x00001e07] [4731] 1760975394489608, 10.0654, 0.142286, -0.226278, -0.323328, 0.710457, 0.703692, -0.00818412, -0.00135639, 0, 0.00380586, -0.0218413, 0, 0, 0, 
[2025-10-20 11:49:54.492166] [0x0000007f737fd9a0] [MocapTag] [0x00001e07] [4732] 1760975394492053, 10.0678, 0.142286, -0.226278, -0.323328, 0.710457, 0.703692, -0.00818412, -0.00135639, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:49:54.494734] [0x0000007f737fd9a0] [MocapTag] [0x00001e07] [4733] 1760975394494624, 10.0704, 0.142286, -0.226278, -0.323328, 0.710457, 0.703692, -0.00818412, -0.00135639, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:49:54.497450] [0x0000007f737fd9a0] [MocapTag] [0x00001e07] [4734] 1760975394497337, 10.0731, 0.13582, -0.22263, -0.324499, 0.70182, 0.712224, 0.00953158, -0.00976512, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:49:54.500191] [0x0000007f737fd9a0] [MocapTag] [0x00001e07] [4736] 1760975394500069, 10.0759, 0.13582, -0.22263, -0.324499, 0.70182, 0.712224, 0.00953158, -0.00976512, -0.646558, 0.364851, -0.117035, 2.42114, -1.30073, 3.68792, 
[2025-10-20 11:49:54.503165] [0x0000007f737fd9a0] [MocapTag] [0x00001e07] [4737] 1760975394503045, 10.0788, 0.13582, -0.22263, -0.324499, 0.70182, 0.712224, 0.00953158, -0.00976512, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:49:54.505764] [0x0000007f737fd9a0] [MocapTag] [0x00001e07] [4738] 1760975394505647, 10.0814, 0.13582, -0.22263, -0.324499, 0.70182, 0.712224, 0.00953158, -0.00976512, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:49:54.508426] [0x0000007f737fd9a0] [MocapTag] [0x00001e07] [4739] 1760975394508319, 10.0841, 0.135824, -0.222571, -0.324652, 0.701687, 0.712353, 0.00959898, -0.0098026, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:49:54.511163] [0x0000007f737fd9a0] [MocapTag] [0x00001e07] [4741] 1760975394511050, 10.0868, 0.135824, -0.222571, -0.324652, 0.701687, 0.712353, 0.00959898, -0.0098026, 0, 0.00582672, -0.0153434, 0.0369549, 0, 0, 
[2025-10-20 11:49:54.513774] [0x0000007f737fd9a0] [MocapTag] [0x00001e07] [4742] 1760975394513662, 10.0894, 0.135824, -0.222571, -0.324652, 0.701687, 0.712353, 0.00959898, -0.0098026, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:49:54.516525] [0x0000007f737fd9a0] [MocapTag] [0x00001e07] [4743] 1760975394516411, 10.0922, 0.135871, -0.222632, -0.324528, 0.701785, 0.712261, 0.00931369, -0.00980101, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:49:54.521116] [0x0000007f737fd9a0] [MocapTag] [0x00001e07] [4745] 1760975394521000, 10.0968, 0.135871, -0.222632, -0.324528, 0.701785, 0.712261, 0.00931369, -0.00980101, 0.00463629, -0.0060501, 0.0124245, 0, 0.0394494, -0.0408627, 
[2025-10-20 11:49:54.521979] [0x0000007f737fd9a0] [MocapTag] [0x00001e07] [4746] 1760975394521867, 10.0977, 0.135871, -0.222632, -0.324528, 0.701785, 0.712261, 0.00931369, -0.00980101, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:49:54.524775] [0x0000007f737fd9a0] [MocapTag] [0x00001e07] [4747] 1760975394524661, 10.1004, 0.135871, -0.222632, -0.324528, 0.701785, 0.712261, 0.00931369, -0.00980101, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:49:54.527453] [0x0000007f737fd9a0] [MocapTag] [0x00001e07] [4748] 1760975394527340, 10.1031, 0.135929, -0.222621, -0.324389, 0.701677, 0.712372, 0.00907205, -0.00970207, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:49:54.530268] [0x0000007f737fd9a0] [MocapTag] [0x00001e07] [4750] 1760975394530145, 10.1059, 0.135929, -0.222621, -0.324389, 0.701677, 0.712372, 0.00907205, -0.00970207, 0.00585451, 0, 0.013836, 0, 0, -0.0483358, 
[2025-10-20 11:49:54.532510] [0x0000007f737fd9a0] [MocapTag] [0x00001e07] [4751] 1760975394532395, 10.1082, 0.135929, -0.222621, -0.324389, 0.701677, 0.712372, 0.00907205, -0.00970207, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:49:54.535410] [0x0000007f737fd9a0] [MocapTag] [0x00001e07] [4752] 1760975394535290, 10.1111, 0.135929, -0.222621, -0.324389, 0.701677, 0.712372, 0.00907205, -0.00970207, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:49:54.537899] [0x0000007f737fd9a0] [MocapTag] [0x00001e07] [4753] 1760975394537811, 10.1136, 0.136001, -0.222575, -0.324318, 0.701615, 0.712437, 0.00905519, -0.00938197, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:49:54.540656] [0x0000007f737fd9a0] [MocapTag] [0x00001e07] [4755] 1760975394540541, 10.1163, 0.136001, -0.222575, -0.324318, 0.701615, 0.712437, 0.00905519, -0.00938197, 0.0071775, 0.0046172, 0.00714699, 0, -0.0430043, -0.0473388, 
[2025-10-20 11:49:54.543256] [0x0000007f737fd9a0] [MocapTag] [0x00001e07] [4756] 1760975394543143, 10.1189, 0.136001, -0.222575, -0.324318, 0.701615, 0.712437, 0.00905519, -0.00938197, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:49:54.546062] [0x0000007f737fd9a0] [MocapTag] [0x00001e07] [4757] 1760975394545951, 10.1217, 0.136001, -0.222575, -0.324318, 0.701615, 0.712437, 0.00905519, -0.00938197, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:49:54.548333] [0x0000007f737fd9a0] [MocapTag] [0x00001e07] [4759] 1760975394548279, 10.1241, 0.136008, -0.22263, -0.32429, 0.701832, 0.712224, 0.00921877, -0.00915586, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:49:54.551176] [0x0000007f737fd9a0] [MocapTag] [0x00001e07] [4760] 1760975394551061, 10.1268, 0.136008, -0.22263, -0.32429, 0.701832, 0.712224, 0.00921877, -0.00915586, 0, -0.00548958, 0.00277178, -0.0601292, -0.0559628, 0, 
[2025-10-20 11:49:54.553471] [0x0000007f737fd9a0] [MocapTag] [0x00001e07] [4761] 1760975394553364, 10.1291, 0.136008, -0.22263, -0.32429, 0.701832, 0.712224, 0.00921877, -0.00915586, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:49:54.556215] [0x0000007f737fd9a0] [MocapTag] [0x00001e07] [4762] 1760975394556098, 10.1319, 0.136048, -0.222673, -0.324408, 0.701846, 0.71221, 0.00934271, -0.00905217, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:49:54.558997] [0x0000007f737fd9a0] [MocapTag] [0x00001e07] [4764] 1760975394558934, 10.1347, 0.136048, -0.222673, -0.324408, 0.701846, 0.71221, 0.00934271, -0.00905217, 0.00401627, -0.00428036, -0.0117644, 0, 0, 0, 
[2025-10-20 11:49:54.561520] [0x0000007f737fd9a0] [MocapTag] [0x00001e07] [4765] 1760975394561408, 10.1372, 0.136048, -0.222673, -0.324408, 0.701846, 0.71221, 0.00934271, -0.00905217, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:49:54.565131] [0x0000007f737fd9a0] [MocapTag] [0x00001e07] [4766] 1760975394565016, 10.1408, 0.136048, -0.222673, -0.324408, 0.701846, 0.71221, 0.00934271, -0.00905217, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:49:54.567190] [0x0000007f737fd9a0] [MocapTag] [0x00001e07] [4767] 1760975394567074, 10.1429, 0.136012, -0.222659, -0.324619, 0.701822, 0.712229, 0.00938344, -0.00935529, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:49:54.569684] [0x0000007f737fd9a0] [MocapTag] [0x00001e07] [4769] 1760975394569546, 10.1453, 0.136012, -0.222659, -0.324619, 0.701822, 0.712229, 0.00938344, -0.00935529, -0.00360048, 0, -0.0211338, 0, 0.0375373, 0.048358, 
[2025-10-20 11:49:54.572141] [0x0000007f737fd9a0] [MocapTag] [0x00001e07] [4770] 1760975394572030, 10.1478, 0.136012, -0.222659, -0.324619, 0.701822, 0.712229, 0.00938344, -0.00935529, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:49:54.574956] [0x0000007f737fd9a0] [MocapTag] [0x00001e07] [4771] 1760975394574849, 10.1506, 0.136012, -0.222659, -0.324619, 0.701822, 0.712229, 0.00938344, -0.00935529, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:49:54.577571] [0x0000007f737fd9a0] [MocapTag] [0x00001e07] [4772] 1760975394577455, 10.1532, 0.136034, -0.222704, -0.324576, 0.701878, 0.712178, 0.00911459, -0.00932965, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:49:54.580377] [0x0000007f737fd9a0] [MocapTag] [0x00001e07] [4774] 1760975394580255, 10.156, 0.136034, -0.222704, -0.324576, 0.701878, 0.712178, 0.00911459, -0.00932965, 0.00214244, -0.00452293, 0.00433126, 0, 0, -0.0418989, 
[2025-10-20 11:49:54.582774] [0x0000007f737fd9a0] [MocapTag] [0x00001e07] [4775] 1760975394582663, 10.1584, 0.136034, -0.222704, -0.324576, 0.701878, 0.712178, 0.00911459, -0.00932965, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:49:54.585669] [0x0000007f737fd9a0] [MocapTag] [0x00001e07] [4776] 1760975394585555, 10.1613, 0.136034, -0.222704, -0.324576, 0.701878, 0.712178, 0.00911459, -0.00932965, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:49:54.587893] [0x0000007f737fd9a0] [MocapTag] [0x00001e07] [4777] 1760975394587806, 10.1636, 0.136018, -0.222765, -0.324576, 0.702172, 0.711883, 0.00943759, -0.00939042, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:49:54.590800] [0x0000007f737fd9a0] [MocapTag] [0x00001e07] [4779] 1760975394590686, 10.1665, 0.136018, -0.222765, -0.324576, 0.702172, 0.711883, 0.00943759, -0.00939042, 0, -0.00609436, 0, -0.0827551, -0.037794, 0.0545513, 
[2025-10-20 11:49:54.593469] [0x0000007f737fd9a0] [MocapTag] [0x00001e07] [4780] 1760975394593355, 10.1691, 0.136018, -0.222765, -0.324576, 0.702172, 0.711883, 0.00943759, -0.00939042, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:49:54.596183] [0x0000007f737fd9a0] [MocapTag] [0x00001e07] [4781] 1760975394596067, 10.1719, 0.136018, -0.222765, -0.324576, 0.702172, 0.711883, 0.00943759, -0.00939042, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:49:54.598519] [0x0000007f737fd9a0] [MocapTag] [0x00001e07] [4783] 1760975394598448, 10.1742, 0.136111, -0.22274, -0.324506, 0.70201, 0.712047, 0.00931151, -0.00918059, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:49:54.601176] [0x0000007f737fd9a0] [MocapTag] [0x00001e07] [4784] 1760975394601059, 10.1768, 0.136111, -0.22274, -0.324506, 0.70201, 0.712047, 0.00931151, -0.00918059, 0.00936076, 0.00252067, 0.00697263, 0.0463963, 0, -0.0474265, 
[2025-10-20 11:49:54.604257] [0x0000007f737fd9a0] [MocapTag] [0x00001e07] [4785] 1760975394604147, 10.1799, 0.136111, -0.22274, -0.324506, 0.70201, 0.712047, 0.00931151, -0.00918059, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:49:54.606347] [0x0000007f737fd9a0] [MocapTag] [0x00001e07] [4786] 1760975394606196, 10.182, 0.136182, -0.22284, -0.324277, 0.702085, 0.711979, 0.00900067, -0.00905237, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:49:54.609064] [0x0000007f737fd9a0] [MocapTag] [0x00001e07] [4788] 1760975394608951, 10.1847, 0.136182, -0.22284, -0.324277, 0.702085, 0.711979, 0.00900067, -0.00905237, 0.00701912, -0.0099816, 0.0229631, 0, 0, -0.0622762, 
[2025-10-20 11:49:54.613205] [0x0000007f737fd9a0] [MocapTag] [0x00001e07] [4789] 1760975394613091, 10.1889, 0.136182, -0.22284, -0.324277, 0.702085, 0.711979, 0.00900067, -0.00905237, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:49:54.614706] [0x0000007f737fd9a0] [MocapTag] [0x00001e07] [4790] 1760975394614602, 10.1904, 0.136182, -0.22284, -0.324277, 0.702085, 0.711979, 0.00900067, -0.00905237, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:49:54.618902] [0x0000007f737fd9a0] [MocapTag] [0x00001e07] [4792] 1760975394618843, 10.1946, 0.136175, -0.222846, -0.324246, 0.702331, 0.711736, 0.00905682, -0.00900991, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:49:54.620229] [0x0000007f737fd9a0] [MocapTag] [0x00001e07] [4793] 1760975394620107, 10.1959, 0.136175, -0.222846, -0.324246, 0.702331, 0.711736, 0.00905682, -0.00900991, 0, 0, 0.00304262, -0.0688553, 0, 0, 
[2025-10-20 11:49:54.622615] [0x0000007f737fd9a0] [MocapTag] [0x00001e07] [4794] 1760975394622506, 10.1983, 0.136175, -0.222846, -0.324246, 0.702331, 0.711736, 0.00905682, -0.00900991, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:49:54.625899] [0x0000007f737fd9a0] [MocapTag] [0x00001e07] [4795] 1760975394625781, 10.2016, 0.136175, -0.222846, -0.324246, 0.702331, 0.711736, 0.00905682, -0.00900991, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:49:54.627919] [0x0000007f737fd9a0] [MocapTag] [0x00001e07] [4796] 1760975394627804, 10.2036, 0.136137, -0.222867, -0.324327, 0.70236, 0.711705, 0.00925865, -0.00897395, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:49:54.631231] [0x0000007f737fd9a0] [MocapTag] [0x00001e07] [4798] 1760975394631107, 10.2069, 0.136137, -0.222867, -0.324327, 0.70236, 0.711705, 0.00925865, -0.00897395, -0.00380912, -0.00213615, -0.00813, 0, 0, 0, 
[2025-10-20 11:49:54.633259] [0x0000007f737fd9a0] [MocapTag] [0x00001e07] [4799] 1760975394633149, 10.2089, 0.136137, -0.222867, -0.324327, 0.70236, 0.711705, 0.00925865, -0.00897395, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:49:54.635937] [0x0000007f737fd9a0] [MocapTag] [0x00001e07] [4800] 1760975394635820, 10.2116, 0.136137, -0.222867, -0.324327, 0.70236, 0.711705, 0.00925865, -0.00897395, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:49:54.638394] [0x0000007f737fd9a0] [MocapTag] [0x00001e07] [4801] 1760975394638294, 10.2141, 0.136121, -0.222771, -0.324432, 0.702249, 0.711816, 0.00928932, -0.00886846, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:49:54.641160] [0x0000007f737fd9a0] [MocapTag] [0x00001e07] [4803] 1760975394641045, 10.2168, 0.136121, -0.222771, -0.324432, 0.702249, 0.711816, 0.00928932, -0.00886846, 0, 0.00963134, -0.0104833, 0, 0, 0, 
[2025-10-20 11:49:54.643733] [0x0000007f737fd9a0] [MocapTag] [0x00001e07] [4804] 1760975394643618, 10.2194, 0.136121, -0.222771, -0.324432, 0.702249, 0.711816, 0.00928932, -0.00886846, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:49:54.646492] [0x0000007f737fd9a0] [MocapTag] [0x00001e07] [4805] 1760975394646379, 10.2222, 0.136166, -0.222721, -0.324544, 0.701838, 0.712219, 0.00937771, -0.00888771, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:49:54.649317] [0x0000007f737fd9a0] [MocapTag] [0x00001e07] [4807] 1760975394649232, 10.225, 0.136166, -0.222721, -0.324544, 0.701838, 0.712219, 0.00937771, -0.00888771, 0.0045174, 0.00496832, -0.0111506, 0.115192, 0, 0, 
[2025-10-20 11:49:54.651788] [0x0000007f737fd9a0] [MocapTag] [0x00001e07] [4808] 1760975394651674, 10.2275, 0.136166, -0.222721, -0.324544, 0.701838, 0.712219, 0.00937771, -0.00888771, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:49:54.654348] [0x0000007f737fd9a0] [MocapTag] [0x00001e07] [4809] 1760975394654240, 10.23, 0.136166, -0.222721, -0.324544, 0.701838, 0.712219, 0.00937771, -0.00888771, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:49:54.657081] [0x0000007f737fd9a0] [MocapTag] [0x00001e07] [4810] 1760975394656967, 10.2328, 0.136117, -0.222764, -0.324417, 0.702052, 0.712008, 0.00923391, -0.00909958, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:49:54.659876] [0x0000007f737fd9a0] [MocapTag] [0x00001e07] [4812] 1760975394659753, 10.2355, 0.136117, -0.222764, -0.324417, 0.702052, 0.712008, 0.00923391, -0.00909958, -0.00491813, -0.00425886, 0.0126869, -0.0607848, 0.049585, 0, 
[2025-10-20 11:49:54.662254] [0x0000007f737fd9a0] [MocapTag] [0x00001e07] [4813] 1760975394662142, 10.2379, 0.136117, -0.222764, -0.324417, 0.702052, 0.712008, 0.00923391, -0.00909958, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:49:54.665051] [0x0000007f737fd9a0] [MocapTag] [0x00001e07] [4814] 1760975394664935, 10.2407, 0.136117, -0.222764, -0.324417, 0.702052, 0.712008, 0.00923391, -0.00909958, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:49:54.667589] [0x0000007f737fd9a0] [MocapTag] [0x00001e07] [4815] 1760975394667473, 10.2433, 0.136116, -0.222816, -0.324441, 0.70191, 0.712146, 0.00902575, -0.00946193, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:49:54.670297] [0x0000007f737fd9a0] [MocapTag] [0x00001e07] [4817] 1760975394670179, 10.246, 0.136116, -0.222816, -0.324441, 0.70191, 0.712146, 0.00902575, -0.00946193, 0, -0.00522299, -0.00242943, 0.038588, 0.0813446, 0, 
[2025-10-20 11:49:54.672879] [0x0000007f737fd9a0] [MocapTag] [0x00001e07] [4818] 1760975394672769, 10.2486, 0.136116, -0.222816, -0.324441, 0.70191, 0.712146, 0.00902575, -0.00946193, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:49:54.675458] [0x0000007f737fd9a0] [MocapTag] [0x00001e07] [4819] 1760975394675363, 10.2511, 0.136116, -0.222816, -0.324441, 0.70191, 0.712146, 0.00902575, -0.00946193, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:49:54.678342] [0x0000007f737fd9a0] [MocapTag] [0x00001e07] [4820] 1760975394678228, 10.254, 0.13616, -0.222735, -0.324496, 0.701796, 0.712261, 0.00886218, -0.00934041, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:49:54.681073] [0x0000007f737fd9a0] [MocapTag] [0x00001e07] [4822] 1760975394680954, 10.2567, 0.13616, -0.222735, -0.324496, 0.701796, 0.712261, 0.00886218, -0.00934041, 0.00432422, 0.00806446, -0.00550597, 0, 0, -0.0403764, 
[2025-10-20 11:49:54.683463] [0x0000007f737fd9a0] [MocapTag] [0x00001e07] [4823] 1760975394683353, 10.2591, 0.13616, -0.222735, -0.324496, 0.701796, 0.712261, 0.00886218, -0.00934041, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:49:54.686077] [0x0000007f737fd9a0] [MocapTag] [0x00001e07] [4824] 1760975394685963, 10.2617, 0.13616, -0.222735, -0.324496, 0.701796, 0.712261, 0.00886218, -0.00934041, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:49:54.688502] [0x0000007f737fd9a0] [MocapTag] [0x00001e07] [4826] 1760975394688441, 10.2642, 0.13623, -0.222733, -0.324379, 0.702111, 0.711955, 0.00883182, -0.00904047, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:49:54.691763] [0x0000007f737fd9a0] [MocapTag] [0x00001e07] [4827] 1760975394691649, 10.2674, 0.13623, -0.222733, -0.324379, 0.702111, 0.711955, 0.00883182, -0.00904047, 0.00702799, 0, 0.0116782, -0.0873566, -0.0395746, -0.0464115, 
[2025-10-20 11:49:54.693873] [0x0000007f737fd9a0] [MocapTag] [0x00001e07] [4828] 1760975394693762, 10.2695, 0.13623, -0.222733, -0.324379, 0.702111, 0.711955, 0.00883182, -0.00904047, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:49:54.696775] [0x0000007f737fd9a0] [MocapTag] [0x00001e07] [4829] 1760975394696657, 10.2724, 0.136165, -0.222748, -0.324412, 0.70201, 0.712056, 0.00888305, -0.0089397, 0, 0, 0, 0, 0, 0, 
