[2025-10-20 11:49:44.478220] [0x0000007f8c2777c0] [MocapTag] [0x00001e07] [2] Mocap timestamp, Mocap time [s], Mocap position x [m], Mocap position y [m], Mocap position z [m], Mocap Quaternion q0 [-], Mocap Quaternion q1 [-], Mocap Quaternion q2 [-], Mocap Quaternion q3 [-], Mocap Velocity x [m/s], Mocap Velocity y [m/s], Mocap Velocity z [m/s], Mocap Angular velocity x [rad/s], Mocap Angular velocity y [rad/s], Mocap Angular velocity z [rad/s], 
[2025-10-20 11:49:44.480954] [0x0000007f737fd9a0] [MocapTag] [0x00001e07] [3] 1760975384480773, 0.056558, 0.135782, -0.222582, -0.323818, 0.701944, 0.7121, 0.00963704, -0.00971426, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:49:44.483281] [0x0000007f737fd9a0] [MocapTag] [0x00001e07] [5] 1760975384483167, 0.058952, 0.135782, -0.222582, -0.323818, 0.701944, 0.7121, 0.00963704, -0.00971426, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:49:44.485786] [0x0000007f737fd9a0] [MocapTag] [0x00001e07] [7] 1760975384485708, 0.061493, 0.135782, -0.222582, -0.323818, 0.701944, 0.7121, 0.00963704, -0.00971426, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:49:44.488371] [0x0000007f737fd9a0] [MocapTag] [0x00001e07] [8] 1760975384488261, 0.064046, 0.13578, -0.222582, -0.323815, 0.701926, 0.712118, 0.00965281, -0.00974631, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:49:44.491040] [0x0000007f737fd9a0] [MocapTag] [0x00001e07] [9] 1760975384490929, 0.066714, 0.13578, -0.222582, -0.323815, 0.701926, 0.712118, 0.00965281, -0.00974631, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:49:44.493618] [0x0000007f737fd9a0] [MocapTag] [0x00001e07] [10] 1760975384493512, 0.069297, 0.13578, -0.222582, -0.323815, 0.701926, 0.712118, 0.00965281, -0.00974631, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:49:44.496259] [0x0000007f737fd9a0] [MocapTag] [0x00001e07] [12] 1760975384496136, 0.071921, 0.13578, -0.222582, -0.323815, 0.701926, 0.712118, 0.00965281, -0.00974631, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:49:44.498656] [0x0000007f737fd9a0] [MocapTag] [0x00001e07] [13] 1760975384498544, 0.074329, 0.135837, -0.222581, -0.323802, 0.701928, 0.712119, 0.00954424, -0.0096498, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:49:44.501403] [0x0000007f737fd9a0] [MocapTag] [0x00001e07] [14] 1760975384501291, 0.077076, 0.135837, -0.222581, -0.323802, 0.701928, 0.712119, 0.00954424, -0.0096498, 0.00566337, 0, 0, 0, 0, 0, 
[2025-10-20 11:49:44.503912] [0x0000007f737fd9a0] [MocapTag] [0x00001e07] [15] 1760975384503799, 0.079584, 0.135837, -0.222581, -0.323802, 0.701928, 0.712119, 0.00954424, -0.0096498, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:49:44.506528] [0x0000007f737fd9a0] [MocapTag] [0x00001e07] [17] 1760975384506413, 0.082198, 0.135822, -0.222569, -0.323787, 0.701984, 0.712064, 0.00961126, -0.00959043, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:49:44.509177] [0x0000007f737fd9a0] [MocapTag] [0x00001e07] [18] 1760975384509068, 0.084853, 0.135822, -0.222569, -0.323787, 0.701984, 0.712064, 0.00961126, -0.00959043, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:49:44.510998] [0x0000007f737fd9a0] [MocapTag] [0x00001e07] [19] 1760975384510893, 0.086678, 0.135822, -0.222569, -0.323787, 0.701984, 0.712064, 0.00961126, -0.00959043, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:49:44.514174] [0x0000007f737fd9a0] [MocapTag] [0x00001e07] [20] 1760975384514056, 0.089841, 0.135822, -0.222569, -0.323787, 0.701984, 0.712064, 0.00961126, -0.00959043, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:49:44.516858] [0x0000007f737fd9a0] [MocapTag] [0x00001e07] [22] 1760975384516747, 0.092532, 0.135834, -0.222554, -0.323793, 0.701884, 0.71216, 0.00955832, -0.00977483, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:49:44.519754] [0x0000007f737fd9a0] [MocapTag] [0x00001e07] [23] 1760975384519642, 0.095427, 0.135834, -0.222554, -0.323793, 0.701884, 0.71216, 0.00955832, -0.00977483, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:49:44.522220] [0x0000007f737fd9a0] [MocapTag] [0x00001e07] [24] 1760975384522111, 0.097896, 0.135834, -0.222554, -0.323793, 0.701884, 0.71216, 0.00955832, -0.00977483, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:49:44.525006] [0x0000007f737fd9a0] [MocapTag] [0x00001e07] [25] 1760975384524918, 0.100703, 0.135834, -0.222554, -0.323793, 0.701884, 0.71216, 0.00955832, -0.00977483, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:49:44.527573] [0x0000007f737fd9a0] [MocapTag] [0x00001e07] [27] 1760975384527460, 0.103245, 0.135784, -0.222588, -0.323818, 0.702003, 0.71204, 0.00967131, -0.00979645, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:49:44.530425] [0x0000007f737fd9a0] [MocapTag] [0x00001e07] [28] 1760975384530301, 0.106086, 0.135784, -0.222588, -0.323818, 0.702003, 0.71204, 0.00967131, -0.00979645, -0.00499655, -0.00348032, -0.00244322, 0, 0, 0, 
[2025-10-20 11:49:44.532928] [0x0000007f737fd9a0] [MocapTag] [0x00001e07] [29] 1760975384532800, 0.108585, 0.135784, -0.222588, -0.323818, 0.702003, 0.71204, 0.00967131, -0.00979645, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:49:44.535778] [0x0000007f737fd9a0] [MocapTag] [0x00001e07] [31] 1760975384535694, 0.111479, 0.135784, -0.222588, -0.323818, 0.702003, 0.71204, 0.00967131, -0.00979645, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:49:44.538307] [0x0000007f737fd9a0] [MocapTag] [0x00001e07] [32] 1760975384538190, 0.113975, 0.13575, -0.222563, -0.323826, 0.701869, 0.712174, 0.00970925, -0.00968632, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:49:44.541002] [0x0000007f737fd9a0] [MocapTag] [0x00001e07] [33] 1760975384540895, 0.11668, 0.13575, -0.222563, -0.323826, 0.701869, 0.712174, 0.00970925, -0.00968632, -0.00344591, 0.00257926, 0, 0.0382066, 0, 0, 
[2025-10-20 11:49:44.543513] [0x0000007f737fd9a0] [MocapTag] [0x00001e07] [34] 1760975384543404, 0.119189, 0.13575, -0.222563, -0.323826, 0.701869, 0.712174, 0.00970925, -0.00968632, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:49:44.546048] [0x0000007f737fd9a0] [MocapTag] [0x00001e07] [36] 1760975384545955, 0.12174, 0.13575, -0.222563, -0.323826, 0.701869, 0.712174, 0.00970925, -0.00968632, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:49:44.548537] [0x0000007f737fd9a0] [MocapTag] [0x00001e07] [37] 1760975384548424, 0.124209, 0.135786, -0.222542, -0.323804, 0.701884, 0.712163, 0.0096473, -0.00950793, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:49:44.551939] [0x0000007f737fd9a0] [MocapTag] [0x00001e07] [38] 1760975384551827, 0.127612, 0.135786, -0.222542, -0.323804, 0.701884, 0.712163, 0.0096473, -0.00950793, 0.0035966, 0.00209197, 0.00217799, 0, 0, 0, 
[2025-10-20 11:49:44.554239] [0x0000007f737fd9a0] [MocapTag] [0x00001e07] [39] 1760975384554134, 0.129919, 0.135786, -0.222542, -0.323804, 0.701884, 0.712163, 0.0096473, -0.00950793, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:49:44.556830] [0x0000007f737fd9a0] [MocapTag] [0x00001e07] [41] 1760975384556718, 0.132503, 0.135815, -0.222554, -0.323827, 0.701856, 0.71219, 0.00956974, -0.00963647, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:49:44.559545] [0x0000007f737fd9a0] [MocapTag] [0x00001e07] [42] 1760975384559435, 0.13522, 0.135815, -0.222554, -0.323827, 0.701856, 0.71219, 0.00956974, -0.00963647, 0.00291174, 0, -0.00226617, 0, 0, 0, 
[2025-10-20 11:49:44.561985] [0x0000007f737fd9a0] [MocapTag] [0x00001e07] [43] 1760975384561880, 0.137665, 0.135815, -0.222554, -0.323827, 0.701856, 0.71219, 0.00956974, -0.00963647, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:49:44.564527] [0x0000007f737fd9a0] [MocapTag] [0x00001e07] [44] 1760975384564412, 0.140197, 0.135815, -0.222554, -0.323827, 0.701856, 0.71219, 0.00956974, -0.00963647, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:49:44.567676] [0x0000007f737fd9a0] [MocapTag] [0x00001e07] [46] 1760975384567564, 0.143349, 0.135807, -0.222541, -0.323799, 0.701912, 0.712134, 0.00961144, -0.00957662, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:49:44.570397] [0x0000007f737fd9a0] [MocapTag] [0x00001e07] [47] 1760975384570280, 0.146065, 0.135807, -0.222541, -0.323799, 0.701912, 0.712134, 0.00961144, -0.00957662, 0, 0, 0.00273396, 0, 0, 0, 
[2025-10-20 11:49:44.572914] [0x0000007f737fd9a0] [MocapTag] [0x00001e07] [48] 1760975384572805, 0.14859, 0.135807, -0.222541, -0.323799, 0.701912, 0.712134, 0.00961144, -0.00957662, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:49:44.575815] [0x0000007f737fd9a0] [MocapTag] [0x00001e07] [50] 1760975384575705, 0.15149, 0.135807, -0.222541, -0.323799, 0.701912, 0.712134, 0.00961144, -0.00957662, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:49:44.578684] [0x0000007f737fd9a0] [MocapTag] [0x00001e07] [51] 1760975384578563, 0.154348, 0.135794, -0.222559, -0.323817, 0.701883, 0.712161, 0.00961444, -0.00969218, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:49:44.581015] [0x0000007f737fd9a0] [MocapTag] [0x00001e07] [52] 1760975384580907, 0.156692, 0.135794, -0.222559, -0.323817, 0.701883, 0.712161, 0.00961444, -0.00969218, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:49:44.583518] [0x0000007f737fd9a0] [MocapTag] [0x00001e07] [53] 1760975384583403, 0.159188, 0.135794, -0.222559, -0.323817, 0.701883, 0.712161, 0.00961444, -0.00969218, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:49:44.585998] [0x0000007f737fd9a0] [MocapTag] [0x00001e07] [55] 1760975384585921, 0.161706, 0.135794, -0.222559, -0.323817, 0.701883, 0.712161, 0.00961444, -0.00969218, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:49:44.588667] [0x0000007f737fd9a0] [MocapTag] [0x00001e07] [56] 1760975384588555, 0.16434, 0.135792, -0.222545, -0.323806, 0.701877, 0.712168, 0.00960097, -0.00964691, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:49:44.591567] [0x0000007f737fd9a0] [MocapTag] [0x00001e07] [57] 1760975384591452, 0.167237, 0.135792, -0.222545, -0.323806, 0.701877, 0.712168, 0.00960097, -0.00964691, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:49:44.594259] [0x0000007f737fd9a0] [MocapTag] [0x00001e07] [58] 1760975384594152, 0.169937, 0.135792, -0.222545, -0.323806, 0.701877, 0.712168, 0.00960097, -0.00964691, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:49:44.596852] [0x0000007f737fd9a0] [MocapTag] [0x00001e07] [60] 1760975384596737, 0.172522, 0.135802, -0.222559, -0.32381, 0.701903, 0.712142, 0.00957569, -0.00974758, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:49:44.600175] [0x0000007f737fd9a0] [MocapTag] [0x00001e07] [61] 1760975384600065, 0.17585, 0.135802, -0.222559, -0.32381, 0.701903, 0.712142, 0.00957569, -0.00974758, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:49:44.602614] [0x0000007f737fd9a0] [MocapTag] [0x00001e07] [62] 1760975384602511, 0.178296, 0.135802, -0.222559, -0.32381, 0.701903, 0.712142, 0.00957569, -0.00974758, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:49:44.605392] [0x0000007f737fd9a0] [MocapTag] [0x00001e07] [64] 1760975384605319, 0.181104, 0.135802, -0.222559, -0.32381, 0.701903, 0.712142, 0.00957569, -0.00974758, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:49:44.608159] [0x0000007f737fd9a0] [MocapTag] [0x00001e07] [65] 1760975384608049, 0.183834, 0.135836, -0.222527, -0.323801, 0.701868, 0.712177, 0.0095393, -0.00967752, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:49:44.610880] [0x0000007f737fd9a0] [MocapTag] [0x00001e07] [66] 1760975384610774, 0.186559, 0.135836, -0.222527, -0.323801, 0.701868, 0.712177, 0.0095393, -0.00967752, 0.00338202, 0.00325501, 0, 0, 0, 0, 
[2025-10-20 11:49:44.613421] [0x0000007f737fd9a0] [MocapTag] [0x00001e07] [67] 1760975384613317, 0.189102, 0.135836, -0.222527, -0.323801, 0.701868, 0.712177, 0.0095393, -0.00967752, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:49:44.616382] [0x0000007f737fd9a0] [MocapTag] [0x00001e07] [69] 1760975384616225, 0.19201, 0.135836, -0.222527, -0.323801, 0.701868, 0.712177, 0.0095393, -0.00967752, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:49:44.618754] [0x0000007f737fd9a0] [MocapTag] [0x00001e07] [70] 1760975384618648, 0.194433, 0.135812, -0.22254, -0.323804, 0.701916, 0.712128, 0.00956012, -0.00980168, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:49:44.622309] [0x0000007f737fd9a0] [MocapTag] [0x00001e07] [71] 1760975384622194, 0.197979, 0.135812, -0.22254, -0.323804, 0.701916, 0.712128, 0.00956012, -0.00980168, -0.00237514, 0, 0, 0, 0, 0, 
[2025-10-20 11:49:44.624502] [0x0000007f737fd9a0] [MocapTag] [0x00001e07] [72] 1760975384624389, 0.200174, 0.135812, -0.22254, -0.323804, 0.701916, 0.712128, 0.00956012, -0.00980168, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:49:44.627166] [0x0000007f737fd9a0] [MocapTag] [0x00001e07] [74] 1760975384627053, 0.202838, 0.135798, -0.22254, -0.323816, 0.701926, 0.712119, 0.00958942, -0.00969171, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:49:44.629912] [0x0000007f737fd9a0] [MocapTag] [0x00001e07] [75] 1760975384629801, 0.205586, 0.135798, -0.22254, -0.323816, 0.701926, 0.712119, 0.00958942, -0.00969171, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:49:44.632881] [0x0000007f737fd9a0] [MocapTag] [0x00001e07] [76] 1760975384632769, 0.208554, 0.135798, -0.22254, -0.323816, 0.701926, 0.712119, 0.00958942, -0.00969171, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:49:44.635814] [0x0000007f737fd9a0] [MocapTag] [0x00001e07] [78] 1760975384635724, 0.211509, 0.135798, -0.22254, -0.323816, 0.701926, 0.712119, 0.00958942, -0.00969171, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:49:44.638321] [0x0000007f737fd9a0] [MocapTag] [0x00001e07] [79] 1760975384638205, 0.21399, 0.13579, -0.222484, -0.323973, 0.701616, 0.712421, 0.00973275, -0.00978766, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:49:44.641031] [0x0000007f737fd9a0] [MocapTag] [0x00001e07] [80] 1760975384640920, 0.216705, 0.13579, -0.222484, -0.323973, 0.701616, 0.712421, 0.00973275, -0.00978766, 0, 0.00555443, -0.0157284, 0.0866413, 0, 0, 
[2025-10-20 11:49:44.643493] [0x0000007f737fd9a0] [MocapTag] [0x00001e07] [81] 1760975384643383, 0.219168, 0.13579, -0.222484, -0.323973, 0.701616, 0.712421, 0.00973275, -0.00978766, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:49:44.646816] [0x0000007f737fd9a0] [MocapTag] [0x00001e07] [83] 1760975384646707, 0.222492, 0.13579, -0.222484, -0.323973, 0.701616, 0.712421, 0.00973275, -0.00978766, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:49:44.649216] [0x0000007f737fd9a0] [MocapTag] [0x00001e07] [84] 1760975384649114, 0.224899, 0.135746, -0.222589, -0.323833, 0.701874, 0.712169, 0.00968423, -0.00975562, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:49:44.652046] [0x0000007f737fd9a0] [MocapTag] [0x00001e07] [85] 1760975384651937, 0.227722, 0.135746, -0.222589, -0.323833, 0.701874, 0.712169, 0.00968423, -0.00975562, -0.00444948, -0.0104531, 0.0139567, -0.0721812, 0, 0, 
[2025-10-20 11:49:44.654749] [0x0000007f737fd9a0] [MocapTag] [0x00001e07] [86] 1760975384654664, 0.230449, 0.135746, -0.222589, -0.323833, 0.701874, 0.712169, 0.00968423, -0.00975562, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:49:44.657299] [0x0000007f737fd9a0] [MocapTag] [0x00001e07] [88] 1760975384657187, 0.232972, 0.135741, -0.222572, -0.323835, 0.701945, 0.7121, 0.00973013, -0.00960774, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:49:44.660181] [0x0000007f737fd9a0] [MocapTag] [0x00001e07] [89] 1760975384660071, 0.235856, 0.135741, -0.222572, -0.323835, 0.701945, 0.7121, 0.00973013, -0.00960774, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:49:44.663124] [0x0000007f737fd9a0] [MocapTag] [0x00001e07] [90] 1760975384663018, 0.238803, 0.135741, -0.222572, -0.323835, 0.701945, 0.7121, 0.00973013, -0.00960774, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:49:44.665915] [0x0000007f737fd9a0] [MocapTag] [0x00001e07] [92] 1760975384665828, 0.241613, 0.135741, -0.222572, -0.323835, 0.701945, 0.7121, 0.00973013, -0.00960774, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:49:44.668451] [0x0000007f737fd9a0] [MocapTag] [0x00001e07] [93] 1760975384668341, 0.244126, 0.135713, -0.222591, -0.323843, 0.70195, 0.712093, 0.00973046, -0.00975341, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:49:44.671160] [0x0000007f737fd9a0] [MocapTag] [0x00001e07] [94] 1760975384671045, 0.24683, 0.135713, -0.222591, -0.323843, 0.70195, 0.712093, 0.00973046, -0.00975341, -0.00277514, 0, 0, 0, 0, 0, 
[2025-10-20 11:49:44.673687] [0x0000007f737fd9a0] [MocapTag] [0x00001e07] [95] 1760975384673576, 0.249361, 0.135713, -0.222591, -0.323843, 0.70195, 0.712093, 0.00973046, -0.00975341, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:49:44.676382] [0x0000007f737fd9a0] [MocapTag] [0x00001e07] [97] 1760975384676221, 0.252006, 0.135713, -0.222591, -0.323843, 0.70195, 0.712093, 0.00973046, -0.00975341, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:49:44.679296] [0x0000007f737fd9a0] [MocapTag] [0x00001e07] [98] 1760975384679180, 0.254965, 0.135757, -0.222498, -0.323959, 0.701638, 0.712403, 0.00973234, -0.00960777, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:49:44.682052] [0x0000007f737fd9a0] [MocapTag] [0x00001e07] [99] 1760975384681941, 0.257726, 0.135757, -0.222498, -0.323959, 0.701638, 0.712403, 0.00973234, -0.00960777, 0.00433875, 0.0093012, -0.0116077, 0.0882506, 0, 0, 
[2025-10-20 11:49:44.684653] [0x0000007f737fd9a0] [MocapTag] [0x00001e07] [100] 1760975384684538, 0.260323, 0.135757, -0.222498, -0.323959, 0.701638, 0.712403, 0.00973234, -0.00960777, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:49:44.687312] [0x0000007f737fd9a0] [MocapTag] [0x00001e07] [102] 1760975384687201, 0.262986, 0.135724, -0.222579, -0.323832, 0.701803, 0.71224, 0.00966764, -0.00969457, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:49:44.691020] [0x0000007f737fd9a0] [MocapTag] [0x00001e07] [103] 1760975384690911, 0.266696, 0.135724, -0.222579, -0.323832, 0.701803, 0.71224, 0.00966764, -0.00969457, -0.00329093, -0.00801642, 0.0127316, -0.046742, 0, 0, 
[2025-10-20 11:49:44.693250] [0x0000007f737fd9a0] [MocapTag] [0x00001e07] [104] 1760975384693139, 0.268924, 0.135724, -0.222579, -0.323832, 0.701803, 0.71224, 0.00966764, -0.00969457, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:49:44.695378] [0x0000007f737fd9a0] [MocapTag] [0x00001e07] [106] 1760975384695310, 0.271095, 0.135724, -0.222579, -0.323832, 0.701803, 0.71224, 0.00966764, -0.00969457, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:49:44.698027] [0x0000007f737fd9a0] [MocapTag] [0x00001e07] [107] 1760975384697861, 0.273646, 0.135765, -0.222576, -0.323826, 0.70193, 0.712115, 0.00961836, -0.00966793, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:49:44.700700] [0x0000007f737fd9a0] [MocapTag] [0x00001e07] [108] 1760975384700589, 0.276374, 0.135765, -0.222576, -0.323826, 0.70193, 0.712115, 0.00961836, -0.00966793, 0.00412347, 0, 0, -0.0356793, 0, 0, 
[2025-10-20 11:49:44.703189] [0x0000007f737fd9a0] [MocapTag] [0x00001e07] [109] 1760975384703084, 0.278869, 0.135765, -0.222576, -0.323826, 0.70193, 0.712115, 0.00961836, -0.00966793, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:49:44.705863] [0x0000007f737fd9a0] [MocapTag] [0x00001e07] [111] 1760975384705755, 0.28154, 0.135765, -0.222576, -0.323826, 0.70193, 0.712115, 0.00961836, -0.00966793, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:49:44.708814] [0x0000007f737fd9a0] [MocapTag] [0x00001e07] [112] 1760975384708701, 0.284486, 0.135798, -0.222563, -0.32381, 0.70197, 0.712076, 0.00961365, -0.00965672, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:49:44.711459] [0x0000007f737fd9a0] [MocapTag] [0x00001e07] [113] 1760975384711347, 0.287132, 0.135798, -0.222563, -0.32381, 0.70197, 0.712076, 0.00961365, -0.00965672, 0.00324528, 0, 0, 0, 0, 0, 
[2025-10-20 11:49:44.714544] [0x0000007f737fd9a0] [MocapTag] [0x00001e07] [114] 1760975384714430, 0.290215, 0.135798, -0.222563, -0.32381, 0.70197, 0.712076, 0.00961365, -0.00965672, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:49:44.716712] [0x0000007f737fd9a0] [MocapTag] [0x00001e07] [116] 1760975384716602, 0.292387, 0.135791, -0.222592, -0.323838, 0.701967, 0.712078, 0.00959728, -0.00972337, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:49:44.719369] [0x0000007f737fd9a0] [MocapTag] [0x00001e07] [117] 1760975384719256, 0.295041, 0.135791, -0.222592, -0.323838, 0.701967, 0.712078, 0.00959728, -0.00972337, 0, -0.00289478, -0.00281866, 0, 0, 0, 
[2025-10-20 11:49:44.721778] [0x0000007f737fd9a0] [MocapTag] [0x00001e07] [118] 1760975384721670, 0.297455, 0.135791, -0.222592, -0.323838, 0.701967, 0.712078, 0.00959728, -0.00972337, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:49:44.724458] [0x0000007f737fd9a0] [MocapTag] [0x00001e07] [119] 1760975384724339, 0.300124, 0.135791, -0.222592, -0.323838, 0.701967, 0.712078, 0.00959728, -0.00972337, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:49:44.727225] [0x0000007f737fd9a0] [MocapTag] [0x00001e07] [121] 1760975384727114, 0.302899, 0.135803, -0.222489, -0.323982, 0.701636, 0.712405, 0.00969528, -0.00957639, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:49:44.730074] [0x0000007f737fd9a0] [MocapTag] [0x00001e07] [122] 1760975384729953, 0.305738, 0.135803, -0.222489, -0.323982, 0.701636, 0.712405, 0.00969528, -0.00957639, 0, 0.010314, -0.0144032, 0.0933528, 0, 0, 
[2025-10-20 11:49:44.732539] [0x0000007f737fd9a0] [MocapTag] [0x00001e07] [123] 1760975384732418, 0.308203, 0.135803, -0.222489, -0.323982, 0.701636, 0.712405, 0.00969528, -0.00957639, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:49:44.735185] [0x0000007f737fd9a0] [MocapTag] [0x00001e07] [125] 1760975384735129, 0.310914, 0.135803, -0.222489, -0.323982, 0.701636, 0.712405, 0.00969528, -0.00957639, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:49:44.738002] [0x0000007f737fd9a0] [MocapTag] [0x00001e07] [126] 1760975384737876, 0.313661, 0.135775, -0.222525, -0.323924, 0.701797, 0.712244, 0.00970763, -0.0096955, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:49:44.740537] [0x0000007f737fd9a0] [MocapTag] [0x00001e07] [127] 1760975384740413, 0.316198, 0.135775, -0.222525, -0.323924, 0.701797, 0.712244, 0.00970763, -0.0096955, -0.0028363, -0.00362474, 0.00572858, -0.0456452, 0, 0, 
[2025-10-20 11:49:44.743725] [0x0000007f737fd9a0] [MocapTag] [0x00001e07] [128] 1760975384743500, 0.319285, 0.135775, -0.222525, -0.323924, 0.701797, 0.712244, 0.00970763, -0.0096955, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:49:44.745894] [0x0000007f737fd9a0] [MocapTag] [0x00001e07] [130] 1760975384745808, 0.321593, 0.135775, -0.222525, -0.323924, 0.701797, 0.712244, 0.00970763, -0.0096955, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:49:44.748497] [0x0000007f737fd9a0] [MocapTag] [0x00001e07] [131] 1760975384748376, 0.324161, 0.135746, -0.222566, -0.323879, 0.701845, 0.712197, 0.00971038, -0.00973188, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:49:44.751191] [0x0000007f737fd9a0] [MocapTag] [0x00001e07] [132] 1760975384751063, 0.326848, 0.135746, -0.222566, -0.323879, 0.701845, 0.712197, 0.00971038, -0.00973188, -0.0028311, -0.00406674, 0.00456262, 0, 0, 0, 
[2025-10-20 11:49:44.753286] [0x0000007f737fd9a0] [MocapTag] [0x00001e07] [133] 1760975384753167, 0.328952, 0.135746, -0.222566, -0.323879, 0.701845, 0.712197, 0.00971038, -0.00973188, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:49:44.756977] [0x0000007f737fd9a0] [MocapTag] [0x00001e07] [135] 1760975384756866, 0.332651, 0.135758, -0.222554, -0.323823, 0.701798, 0.712245, 0.00960388, -0.00971637, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:49:44.759412] [0x0000007f737fd9a0] [MocapTag] [0x00001e07] [136] 1760975384759290, 0.335075, 0.135758, -0.222554, -0.323823, 0.701798, 0.712245, 0.00960388, -0.00971637, 0, 0, 0.00559396, 0, 0, 0, 
[2025-10-20 11:49:44.761703] [0x0000007f737fd9a0] [MocapTag] [0x00001e07] [137] 1760975384761586, 0.337371, 0.135758, -0.222554, -0.323823, 0.701798, 0.712245, 0.00960388, -0.00971637, 0, 0, 0, 0, 0, 0, 
