[2024-06-21 10:38:07.285652] [0x0000007faff34010] [LogDataTag] [0x000021f9] [1] Initial timestamp, Current time [s], User-defined position x [m], User-defined position y [m], User-defined position z [m], User-defined velocity x [m/s], User-defined velocity y [m/s], User-defined velocity z [m/s], User-defined acceleration x [m/s^2], User-defined acceleration y [m/s^2], User-defined acceleration z [m/s^2], User-defined yaw [rad], User-defined yaw_dot [rad/s], User-defined yaw_dot_dot [rad/s^2], Odometry time [s], Position x [m], Position y [m], Position z [m], Quaternion q0 [-], Quaternion q1 [-], Quaternion q2 [-], Quaternion q3 [-], Velocity x [m/s], Velocity y [m/s], Velocity z [m/s], Angular velocity x [rad/s], Angular velocity y [rad/s], Angular velocity z [rad/s], Roll [rad], Pitch [rad], Yaw [rad], Algorithm execution time [us], Mu translational raw x [N], Mu translational raw y [N], Mu translational raw z [N], Mu translational x [N], Mu translational y [N], Mu translational z [N], U control input U1 [N], U control input U2 [Nm], U control input U3 [Nm], U control input U4 [Nm], Roll desired [rad], Pitch desired [rad], Roll_dot desired [rad/s], Pitch_dot desired [rad/s], Roll_dot_dot desired [rad/s^2], Pitch_dot_dot desired [rad/s^2], Roll_dot [rad/s], Pitch_dot [rad/s], Yaw_dot [rad/s], Thrust motors QUADCOPTER T1 [N], Thrust motors QUADCOPTER T2 [N], Thrust motors QUADCOPTER T3 [N], Thrust motors QUADCOPTER T4 [N], Thrust motors normalized QUADCOPTER T1 [-], Thrust motors normalized QUADCOPTER T2 [-], Thrust motors normalized QUADCOPTER T3 [-], Thrust motors normalized QUADCOPTER T4 [-], Thrust motors X8COPTER T1 [N], Thrust motors X8COPTER T2 [N], Thrust motors X8COPTER T3 [N], Thrust motors X8COPTER T4 [N], Thrust motors X8COPTER T5 [N], Thrust motors X8COPTER T6 [N], Thrust motors X8COPTER T7 [N], Thrust motors X8COPTER T8 [N], Thrust motors normalized X8COPTER T1 [-], Thrust motors normalized X8COPTER T2 [-], Thrust motors normalized X8COPTER T3 [-], Thrust motors normalized X8COPTER T4 [-], Thrust motors normalized X8COPTER T5 [-], Thrust motors normalized X8COPTER T6 [-], Thrust motors normalized X8COPTER T7 [-], Thrust motors normalized X8COPTER T8 [-], Roll error [rad], Pitch error [rad], Yaw error [rad], Outer loop Proportional term x [-], Outer loop Proportional term y [-], Outer loop Proportional term z [-], Outer loop Integral term x [-], Outer loop Integral term y [-], Outer loop Integral term z [-], Outer loop Derivative term x [-], Outer loop Derivative term y [-], Outer loop Derivative term z [-], Outer loop Dynamic Inversion term x [-], Outer loop Dynamic Inversion term y [-], Outer loop Dynamic Inversion term z [-], Inner loop Proportional term x [-], Inner loop Proportional term y [-], Inner loop Proportional term z [-], Inner loop Integral term x [-], Inner loop Integral term y [-], Inner loop Integral term z [-], Inner loop Derivative term x [-], Inner loop Derivative term y [-], Inner loop Derivative term z [-], Inner loop Dynamic Inversion term x [-], Inner loop Dynamic Inversion term y [-], Inner loop Dynamic Inversion term z [-], 
[2024-06-21 10:38:07.341758] [0x0000007f9bffe9a0] [LogDataTag] [0x000021f9] [4] 1718980687273216, 0.068092, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
[2024-06-21 10:38:07.346513] [0x0000007fa97d99a0] [LogDataTag] [0x000021f9] [6] 1718980687273216, 0.072868, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
[2024-06-21 10:38:07.356499] [0x0000007fa97d99a0] [LogDataTag] [0x000021f9] [11] 1718980687273216, 0.08289, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
[2024-06-21 10:38:07.366483] [0x0000007f9bffe9a0] [LogDataTag] [0x000021f9] [15] 1718980687273216, 0.092852, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.072038, 0.00971546, -0.282829, -0.297931, 0.999536, -0.00644932, -0.00584623, -0.0292065, -0.00221991, 0.000911602, 0.00113508, 0.00159496, 0.0109517, 0.00795288, -0.0125524, -0.0120641, -0.0583477, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
[2024-06-21 10:38:07.376937] [0x0000007fa8fd89a0] [LogDataTag] [0x000021f9] [20] 1718980687273216, 0.102918, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.082548, 0.00971169, -0.28284, -0.297912, 0.999535, -0.00644159, -0.00586376, -0.0292143, -0.00230963, 0.000983552, 0.00119137, 0.00188964, -0.00212079, -0.00212195, -0.0125358, -0.0120987, -0.0583632, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
[2024-06-21 10:38:07.386415] [0x0000007faff34010] [LogDataTag] [0x000021f9] [24] 1718980687273216, 0.112776, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.100459, 0.00969671, -0.282861, -0.297877, 0.999535, -0.00643818, -0.00588269, -0.0292064, -0.00263621, 0.000859149, 0.00119879, -0.00239913, -0.00362418, 0.00674899, -0.012528, -0.0121363, -0.0583472, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
[2024-06-21 10:38:07.396455] [0x0000007faff34010] [LogDataTag] [0x000021f9] [28] 1718980687273216, 0.122835, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.100459, 0.00969671, -0.282861, -0.297877, 0.999535, -0.00643818, -0.00588269, -0.0292064, -0.00263621, 0.000859149, 0.00119879, -0.00239913, -0.00362418, 0.00674899, -0.012528, -0.0121363, -0.0583472, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
[2024-06-21 10:38:07.406485] [0x0000007fa8fd89a0] [LogDataTag] [0x000021f9] [33] 1718980687273216, 0.132871, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.127637, 0.00966489, -0.282888, -0.297748, 0.999535, -0.00642253, -0.00588182, -0.0292168, -0.00295487, 0.000897136, 0.00110766, 0.00693741, 0.00907205, 0.00616459, -0.0124966, -0.0121338, -0.0583684, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
[2024-06-21 10:38:07.416491] [0x0000007fa8fd89a0] [LogDataTag] [0x000021f9] [37] 1718980687273216, 0.142868, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.127637, 0.00966489, -0.282888, -0.297748, 0.999535, -0.00642253, -0.00588182, -0.0292168, -0.00295487, 0.000897136, 0.00110766, 0.00693741, 0.00907205, 0.00616459, -0.0124966, -0.0121338, -0.0583684, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
[2024-06-21 10:38:07.426487] [0x0000007f9bffe9a0] [LogDataTag] [0x000021f9] [41] 1718980687273216, 0.152862, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.136491, 0.0096504, -0.282895, -0.297727, 0.999534, -0.00643839, -0.00588797, -0.0292395, -0.00300079, 0.00087211, 0.00128876, -0.00366329, -0.00389871, -0.00459295, -0.0125277, -0.0121473, -0.0584135, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
[2024-06-21 10:38:07.436491] [0x0000007faff34010] [LogDataTag] [0x000021f9] [46] 1718980687273216, 0.162865, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.145468, 0.00963422, -0.282902, -0.297707, 0.999534, -0.00643707, -0.00590199, -0.0292384, -0.00314805, 0.000968396, 0.0013282, -0.000134157, 0.00116551, -0.00390652, -0.0125243, -0.0121752, -0.0584111, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
[2024-06-21 10:38:07.446471] [0x0000007fa97d99a0] [LogDataTag] [0x000021f9] [50] 1718980687273216, 0.172847, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.154424, 0.00961639, -0.282905, -0.297686, 0.999535, -0.0064141, -0.00590331, -0.0292282, -0.00300543, 0.00155739, 0.00141085, 0.00509476, 0.005256, 0.000645838, -0.0124784, -0.0121764, -0.058391, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
[2024-06-21 10:38:07.456394] [0x0000007fa8fd89a0] [LogDataTag] [0x000021f9] [54] 1718980687273216, 0.182794, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.163435, 0.00959808, -0.282908, -0.297702, 0.999534, -0.00641473, -0.00591526, -0.0292516, -0.0030932, 0.000808476, 0.00157936, -0.00261127, -0.000549301, -0.0140702, -0.0124787, -0.0122006, -0.0584377, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
[2024-06-21 10:38:07.466465] [0x0000007fa97d99a0] [LogDataTag] [0x000021f9] [59] 1718980687273216, 0.192784, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.18153, 0.00959483, -0.28292, -0.297731, 0.999532, -0.00642612, -0.00592108, -0.0293322, -0.00303335, 0.00363053, 0.00121877, -0.000841209, 0.00832985, -0.000741902, -0.0125001, -0.0122139, -0.0585987, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
[2024-06-21 10:38:07.476422] [0x0000007fa97d99a0] [LogDataTag] [0x000021f9] [63] 1718980687273216, 0.202824, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.18153, 0.00959483, -0.28292, -0.297731, 0.999532, -0.00642612, -0.00592108, -0.0293322, -0.00303335, 0.00363053, 0.00121877, -0.000841209, 0.00832985, -0.000741902, -0.0125001, -0.0122139, -0.0585987, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
[2024-06-21 10:38:07.486425] [0x0000007f9bffe9a0] [LogDataTag] [0x000021f9] [67] 1718980687273216, 0.212818, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.208447, 0.00962221, -0.282867, -0.297768, 0.999542, -0.00639356, -0.00589136, -0.028981, -0.003005, 0.00434336, 0.000976413, 0.00877846, 0.00455043, 0.00891238, -0.012441, -0.0121482, -0.0578967, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
[2024-06-21 10:38:07.496421] [0x0000007f9bffe9a0] [LogDataTag] [0x000021f9] [72] 1718980687273216, 0.222823, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.208447, 0.00962221, -0.282867, -0.297768, 0.999542, -0.00639356, -0.00589136, -0.028981, -0.003005, 0.00434336, 0.000976413, 0.00877846, 0.00455043, 0.00891238, -0.012441, -0.0121482, -0.0578967, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
[2024-06-21 10:38:07.506416] [0x0000007f9bffe9a0] [LogDataTag] [0x000021f9] [76] 1718980687273216, 0.232819, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.208447, 0.00962221, -0.282867, -0.297768, 0.999542, -0.00639356, -0.00589136, -0.028981, -0.003005, 0.00434336, 0.000976413, 0.00877846, 0.00455043, 0.00891238, -0.012441, -0.0121482, -0.0578967, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
[2024-06-21 10:38:07.516484] [0x0000007fa97d99a0] [LogDataTag] [0x000021f9] [81] 1718980687273216, 0.242882, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.217456, 0.00962767, -0.282865, -0.297785, 0.999539, -0.00638663, -0.00591116, -0.0290728, -0.00294165, 0.00234243, 0.00174918, 0.00135733, 0.000429934, -0.0251142, -0.0124249, -0.0121885, -0.0580802, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
[2024-06-21 10:38:07.526430] [0x0000007f9bffe9a0] [LogDataTag] [0x000021f9] [85] 1718980687273216, 0.252777, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.244399, 0.00963261, -0.282833, -0.297812, 0.999529, -0.00645983, -0.00595276, -0.0294142, -0.0027705, 0.00664382, 0.00146572, -0.00152912, -0.00159987, 0.0019655, -0.0125647, -0.0122802, -0.0587619, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
[2024-06-21 10:38:07.536541] [0x0000007fa97d99a0] [LogDataTag] [0x000021f9] [90] 1718980687273216, 0.262862, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.253409, 0.00963289, -0.282784, -0.297823, 0.999531, -0.00644524, -0.00594783, -0.0293386, -0.00254641, 0.00861214, 0.000847627, -0.000456431, 0.00337201, 0.0194441, -0.0125367, -0.0122686, -0.058611, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
[2024-06-21 10:38:07.546471] [0x0000007fa8fd89a0] [LogDataTag] [0x000021f9] [94] 1718980687273216, 0.272847, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.262483, 0.00963286, -0.282723, -0.297836, 0.999536, -0.00642643, -0.00593276, -0.0291905, -0.0025006, 0.00903113, 0.000639406, 0.00461085, 0.00990528, 0.0323799, -0.0125018, -0.0122355, -0.058315, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
[2024-06-21 10:38:07.556451] [0x0000007faff34010] [LogDataTag] [0x000021f9] [99] 1718980687273216, 0.282838, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.271459, 0.00963154, -0.282663, -0.297886, 0.999539, -0.00645082, -0.00588124, -0.0290951, -0.002547, 0.00840674, 0.000913514, -0.00858835, 0.00818739, 0.0178846, -0.0125547, -0.0121327, -0.0581245, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
[2024-06-21 10:38:07.566439] [0x0000007f9bffe9a0] [LogDataTag] [0x000021f9] [103] 1718980687273216, 0.292829, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.280492, 0.00962862, -0.282608, -0.297928, 0.999539, -0.00645728, -0.00586868, -0.0290813, -0.00238325, 0.00772168, 0.000957202, -0.00146098, 0.00185019, -0.00384003, -0.0125685, -0.0121078, -0.0580968, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
[2024-06-21 10:38:07.576438] [0x0000007fa97d99a0] [LogDataTag] [0x000021f9] [108] 1718980687273216, 0.302833, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.289393, 0.0120788, -0.230681, -0.315553, 0.999537, -0.00645186, -0.005897, -0.0291635, -0.00249474, 0.00730161, 0.0010157, 0.00664048, -0.00573071, -0.0210418, -0.012555, -0.0121651, -0.0582611, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
[2024-06-21 10:38:07.586457] [0x0000007fa8fd89a0] [LogDataTag] [0x000021f9] [112] 1718980687273216, 0.312845, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.298396, 0.0120751, -0.230627, -0.315589, 0.999533, -0.0064536, -0.00590916, -0.0292651, -0.00242341, 0.00842807, 0.000712186, -0.00200347, 0.00513333, -0.0232817, -0.0125566, -0.0121908, -0.0584642, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
[2024-06-21 10:38:07.596770] [0x0000007faff34010] [LogDataTag] [0x000021f9] [116] 1718980687273216, 0.322855, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.307287, 0.012069, -0.23056, -0.315622, 0.99953, -0.00645214, -0.00593069, -0.029363, -0.00265353, 0.00996456, 0.000759916, -9.28485e-05, -0.00693404, -0.0185904, -0.0125512, -0.012235, -0.05866, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
[2024-06-21 10:38:07.606432] [0x0000007f9bffe9a0] [LogDataTag] [0x000021f9] [121] 1718980687273216, 0.332822, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.3164, 0.0120626, -0.230476, -0.315655, 0.999531, -0.00646556, -0.00590523, -0.029354, -0.00262262, 0.0115706, 0.000446623, -0.000199815, 0.0113075, 0.0102755, -0.0125796, -0.0121848, -0.0586421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
[2024-06-21 10:38:07.616435] [0x0000007fa97d99a0] [LogDataTag] [0x000021f9] [125] 1718980687273216, 0.342829, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.325358, 0.0120561, -0.230377, -0.315684, 0.999534, -0.00647544, -0.00590053, -0.0292502, -0.00250073, 0.0131224, 0.000885328, -0.00103798, 0.000779328, 0.030529, -0.0126009, -0.0121747, -0.0584342, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
