[2024-06-21 10:38:07.285652] [0x0000007faff34010] [LogDataTag] [0x000021f9] [1] Initial timestamp, Current time [s], User-defined position x [m], User-defined position y [m], User-defined position z [m], User-defined velocity x [m/s], User-defined velocity y [m/s], User-defined velocity z [m/s], User-defined acceleration x [m/s^2], User-defined acceleration y [m/s^2], User-defined acceleration z [m/s^2], User-defined yaw [rad], User-defined yaw_dot [rad/s], User-defined yaw_dot_dot [rad/s^2], Odometry time [s], Position x [m], Position y [m], Position z [m], Quaternion q0 [-], Quaternion q1 [-], Quaternion q2 [-], Quaternion q3 [-], Velocity x [m/s], Velocity y [m/s], Velocity z [m/s], Angular velocity x [rad/s], Angular velocity y [rad/s], Angular velocity z [rad/s], Roll [rad], Pitch [rad], Yaw [rad], Algorithm execution time [us], Mu translational raw x [N], Mu translational raw y [N], Mu translational raw z [N], Mu translational x [N], Mu translational y [N], Mu translational z [N], U control input U1 [N], U control input U2 [Nm], U control input U3 [Nm], U control input U4 [Nm], Roll desired [rad], Pitch desired [rad], Roll_dot desired [rad/s], Pitch_dot desired [rad/s], Roll_dot_dot desired [rad/s^2], Pitch_dot_dot desired [rad/s^2], Roll_dot [rad/s], Pitch_dot [rad/s], Yaw_dot [rad/s], Thrust motors QUADCOPTER T1 [N], Thrust motors QUADCOPTER T2 [N], Thrust motors QUADCOPTER T3 [N], Thrust motors QUADCOPTER T4 [N], Thrust motors normalized QUADCOPTER T1 [-], Thrust motors normalized QUADCOPTER T2 [-], Thrust motors normalized QUADCOPTER T3 [-], Thrust motors normalized QUADCOPTER T4 [-], Thrust motors X8COPTER T1 [N], Thrust motors X8COPTER T2 [N], Thrust motors X8COPTER T3 [N], Thrust motors X8COPTER T4 [N], Thrust motors X8COPTER T5 [N], Thrust motors X8COPTER T6 [N], Thrust motors X8COPTER T7 [N], Thrust motors X8COPTER T8 [N], Thrust motors normalized X8COPTER T1 [-], Thrust motors normalized X8COPTER T2 [-], Thrust motors normalized X8COPTER T3 [-], Thrust motors normalized X8COPTER T4 [-], Thrust motors normalized X8COPTER T5 [-], Thrust motors normalized X8COPTER T6 [-], Thrust motors normalized X8COPTER T7 [-], Thrust motors normalized X8COPTER T8 [-], Roll error [rad], Pitch error [rad], Yaw error [rad], Outer loop Proportional term x [-], Outer loop Proportional term y [-], Outer loop Proportional term z [-], Outer loop Integral term x [-], Outer loop Integral term y [-], Outer loop Integral term z [-], Outer loop Derivative term x [-], Outer loop Derivative term y [-], Outer loop Derivative term z [-], Outer loop Dynamic Inversion term x [-], Outer loop Dynamic Inversion term y [-], Outer loop Dynamic Inversion term z [-], Inner loop Proportional term x [-], Inner loop Proportional term y [-], Inner loop Proportional term z [-], Inner loop Integral term x [-], Inner loop Integral term y [-], Inner loop Integral term z [-], Inner loop Derivative term x [-], Inner loop Derivative term y [-], Inner loop Derivative term z [-], Inner loop Dynamic Inversion term x [-], Inner loop Dynamic Inversion term y [-], Inner loop Dynamic Inversion term z [-], 
[2024-06-21 10:38:18.057650] [0x0000007f9bffe9a0] [LogDataTag] [0x000021f9] [4747] 1718980687273216, 10.7828, 0.0223543, 0.00794627, -0.199606, 0.10285, 0.0434141, -0.640394, 0.328464, 0.170877, -0.714163, 0.399422, 0.265963, -0.589296, 10.7621, 0.0303339, 0.0331593, -0.158829, 0.982405, -0.00976803, -0.0157883, 0.185839, 0.0943694, 0.0700808, -0.496248, 0.190061, -0.328826, 0.728064, -0.0250725, -0.0273939, 0.374259, 1124, 0.632086, -0.730964, -23.7225, -0.328786, -0.316442, -23.7378, 23.7422, -0.0547704, 0.109164, -0.0106561, -0.0133287, 0.0138499, 0.0282464, 0.00691917, -1.56308, 0.0624672, 0.169892, -0.31047, 0.736356, 0, 0, 0, 0, 0, 0, 0, 0, 3.0526, 3.19262, 2.61654, 3.00932, 2.92622, 3.319, 2.74292, 2.88294, 0.413548, 0.426403, 0.37229, 0.409539, 0.401789, 0.437856, 0.384451, 0.397726, -0.0117438, -0.0412438, -0.0251629, -0.055857, -0.226917, -0.366987, -0.00275706, -0.0313358, -0.0262024, 0.0593618, -0.293334, -1.44146, -0, -0, -18.8288, 0.469754, 1.64975, 0.251629, 0.000358269, 0.0518431, 0.472912, -1.41645, 3.17389, -0.940785, 0.0014674, 0.000415786, -0.000195276, 
[2024-06-21 10:38:18.067709] [0x0000007fa97d99a0] [LogDataTag] [0x000021f9] [4751] 1718980687273216, 10.7928, 0.0233991, 0.00838893, -0.206043, 0.106161, 0.0451411, -0.647401, 0.333935, 0.174598, -0.687469, 0.402052, 0.260095, -0.584448, 10.7709, 0.0313326, 0.0335247, -0.162853, 0.981755, -0.00831429, -0.016843, 0.18922, 0.0988066, 0.0641659, -0.485184, 0.337573, -0.274783, 0.781619, -0.0227114, -0.0299295, 0.381144, 1064, 0.62785, -0.563258, -24.0672, -0.347107, -0.209631, -24.0786, 24.082, -0.0623863, 0.102199, -0.0127189, -0.00870497, 0.0144146, 0.00400152, 0.0104683, -0.307312, 0.0837355, 0.313991, -0.256962, 0.78801, 0, 0, 0, 0, 0, 0, 0, 0, 3.0682, 3.24222, 2.63433, 3.09625, 2.92425, 3.38617, 2.77828, 2.9523, 0.41499, 0.430915, 0.374012, 0.417575, 0.401604, 0.443888, 0.387823, 0.404228, -0.0140064, -0.0443441, -0.0209077, -0.0555342, -0.226222, -0.388713, -0.00287629, -0.0324681, -0.0300171, 0.0514807, -0.209272, -1.62217, -0, -0, -18.8288, 0.560257, 1.77376, 0.209077, 0.000557512, 0.0524925, 0.474251, -3.0999, 2.67431, -1.05583, 0.00135328, 0.00123752, -0.000149408, 
[2024-06-21 10:38:18.077664] [0x0000007fa97d99a0] [LogDataTag] [0x000021f9] [4755] 1718980687273216, 10.8028, 0.024478, 0.00884937, -0.212555, 0.109529, 0.0469065, -0.654146, 0.339388, 0.178303, -0.660798, 0.404625, 0.254273, -0.579403, 10.7979, 0.034471, 0.0346269, -0.174788, 0.979774, -0.00374102, -0.02042, 0.199028, 0.106649, 0.0732273, -0.507701, 0.288358, -0.392161, 0.726399, -0.0154711, -0.0385343, 0.401117, 1113, 0.550249, -0.723525, -23.6266, -0.686299, -0.515456, -23.6284, 23.644, -0.127638, 0.213496, -0.0109713, -0.0218024, 0.0290373, -0.0526049, 0.0632091, -2.35912, 2.45444, 0.260123, -0.380876, 0.732924, 0, 0, 0, 0, 0, 0, 0, 0, 3.26845, 3.24821, 2.36828, 2.93708, 2.97393, 3.54273, 2.6628, 2.64256, 0.433291, 0.431458, 0.347853, 0.402806, 0.406246, 0.457806, 0.376761, 0.374808, 0.00633133, -0.0675717, -0.00350762, -0.0699506, -0.231998, -0.339899, -0.0030106, -0.0336129, -0.0336987, 0.0201615, -0.289528, -1.46445, -0, -0, -18.8288, -0.253253, 2.70287, 0.0350762, 0.000579213, 0.0533651, 0.47481, -3.12727, 4.44085, -0.957301, 0.0017859, 0.000933243, -0.00020512, 
[2024-06-21 10:38:18.088096] [0x0000007fa8fd89a0] [LogDataTag] [0x000021f9] [4760] 1718980687273216, 10.8128, 0.0255894, 0.00932697, -0.219123, 0.112947, 0.0487063, -0.660615, 0.344809, 0.18198, -0.634256, 0.407136, 0.24851, -0.574172, 10.8071, 0.0355606, 0.0349895, -0.17881, 0.979095, -0.00198265, -0.0213672, 0.20227, 0.103691, 0.0720164, -0.502242, 0.376381, -0.266156, 0.734731, -0.0125372, -0.0410506, 0.407703, 1571, 0.646362, -0.653108, -23.8555, -0.644865, -0.556798, -23.858, 23.8732, -0.141544, 0.160203, -0.0112544, -0.0233253, 0.0270227, -0.117981, 0.115132, -1.2592, 0.711225, 0.346068, -0.256924, 0.738632, 0, 0, 0, 0, 0, 0, 0, 0, 3.234, 3.18876, 2.45293, 3.0609, 2.9074, 3.51536, 2.77954, 2.73429, 0.430169, 0.426051, 0.356272, 0.414315, 0.400024, 0.455387, 0.387942, 0.383626, 0.0107881, -0.0680733, 0.000566659, -0.0697986, -0.230963, -0.362812, -0.00315851, -0.0347675, -0.0372904, 0.0647953, -0.256411, -1.58373, -0, -0, -18.8288, -0.431524, 2.72293, -0.00566659, 0.000444974, 0.0543752, 0.474857, -4.64049, 3.72056, -0.980244, 0.00124828, 0.00141997, -0.000125071, 
[2024-06-21 10:38:18.097881] [0x0000007f9bffe9a0] [LogDataTag] [0x000021f9] [4764] 1718980687273216, 10.8228, 0.0267343, 0.00982239, -0.22575, 0.116417, 0.0505415, -0.666816, 0.350199, 0.185631, -0.607876, 0.409589, 0.242804, -0.568752, 10.816, 0.0366809, 0.0353745, -0.182893, 0.978414, -0.000298477, -0.0227667, 0.205398, 0.112277, 0.0661833, -0.522375, 0.298268, -0.351978, 0.70334, -0.0099465, -0.0444424, 0.414071, 1320, 0.587987, -0.48445, -23.5886, -0.704944, -0.445505, -23.5861, 23.6009, -0.0789945, 0.177875, -0.013775, -0.0188778, 0.0298792, -0.128188, 0.140573, 0.716823, 0.148989, 0.266835, -0.344965, 0.707505, 0, 0, 0, 0, 0, 0, 0, 0, 3.12136, 3.28346, 2.43448, 2.96113, 2.93908, 3.46573, 2.61676, 2.77886, 0.419883, 0.434649, 0.354445, 0.405053, 0.402993, 0.450985, 0.372311, 0.387878, 0.00893127, -0.0743216, 0.00448162, -0.0696263, -0.229969, -0.385708, -0.00330784, -0.035919, -0.0410711, 0.0289779, -0.17206, -1.44441, -0, -0, -18.8288, -0.357251, 2.97286, -0.0448162, 0.000302186, 0.0554584, 0.474667, -3.95023, 4.85538, -0.929401, 0.00155869, 0.000973976, -0.000173582, 
[2024-06-21 10:38:18.108032] [0x0000007faff34010] [LogDataTag] [0x000021f9] [4769] 1718980687273216, 10.8328, 0.0279201, 0.0103389, -0.23247, 0.119957, 0.0524222, -0.672782, 0.355588, 0.189272, -0.581556, 0.411996, 0.237126, -0.563111, 10.8251, 0.0378117, 0.0357321, -0.186973, 0.977732, 0.00125014, -0.0236718, 0.208513, 0.107148, 0.0741361, -0.525029, 0.321888, -0.289352, 0.698302, -0.00743534, -0.0468278, 0.420402, 1092, 0.715301, -0.605153, -23.655, -0.701713, -0.66854, -23.6537, 23.6735, -0.121341, 0.144897, -0.0124157, -0.0282438, 0.0296574, -0.141166, 0.137201, -0.309222, -0.800452, 0.289064, -0.284152, 0.701203, 0, 0, 0, 0, 0, 0, 0, 0, 3.14951, 3.17991, 2.45848, 3.04886, 2.86952, 3.4599, 2.73846, 2.76887, 0.422464, 0.425244, 0.35682, 0.413202, 0.396463, 0.450467, 0.384025, 0.386927, 0.0208084, -0.0764852, 0.00840551, -0.0692417, -0.228539, -0.409469, -0.00345649, -0.0370641, -0.0450866, 0.0896624, -0.238853, -1.47753, -0, -0, -18.8288, -0.832337, 3.05941, -0.0840551, 4.98961e-05, 0.0565945, 0.474241, -4.3023, 4.21353, -0.928153, 0.00127943, 0.00109393, -0.000136476, 
[2024-06-21 10:38:18.117559] [0x0000007fa97d99a0] [LogDataTag] [0x000021f9] [4772] 1718980687273216, 10.8428, 0.029137, 0.0108724, -0.239224, 0.123539, 0.0543322, -0.678465, 0.360928, 0.19287, -0.555568, 0.414339, 0.231526, -0.557297, 10.8341, 0.0389795, 0.036137, -0.191187, 0.977025, 0.00270706, -0.0248159, 0.21166, 0.115323, 0.0697266, -0.534602, 0.290331, -0.258854, 0.726015, -0.0052218, -0.0496578, 0.426811, 998, 0.66419, -0.464741, -23.5824, -0.758862, -0.574897, -23.5771, 23.5964, -0.0723519, 0.137619, -0.0162077, -0.0243662, 0.0321752, -0.127128, 0.119633, 1.29147, -0.871925, 0.254183, -0.25506, 0.728255, 0, 0, 0, 0, 0, 0, 0, 0, 3.02562, 3.26387, 2.46827, 3.04041, 2.85867, 3.43082, 2.63522, 2.87347, 0.411051, 0.432877, 0.357788, 0.412421, 0.39544, 0.447876, 0.374099, 0.396834, 0.0191444, -0.081833, 0.0124723, -0.0688972, -0.227381, -0.432332, -0.00360437, -0.038203, -0.0493337, 0.057506, -0.169339, -1.43863, -0, -0, -18.8288, -0.765777, 3.27332, -0.124723, -0.000245143, 0.0577949, 0.473574, -3.81311, 3.74693, -0.993457, 0.00117802, 0.000942786, -0.000134946, 
[2024-06-21 10:38:18.128062] [0x0000007fa8fd89a0] [LogDataTag] [0x000021f9] [4778] 1718980687273216, 10.8528, 0.0303878, 0.0114242, -0.246021, 0.127167, 0.0562746, -0.683881, 0.366226, 0.196431, -0.529899, 0.416621, 0.225995, -0.5513, 10.843, 0.0401638, 0.0365476, -0.195409, 0.976303, 0.00422774, -0.025605, 0.214848, 0.113297, 0.0777327, -0.547557, 0.277425, -0.288682, 0.709081, -0.00275096, -0.0518362, 0.433293, 1457, 0.750966, -0.585701, -23.4415, -0.779505, -0.782411, -23.4348, 23.4608, -0.106634, 0.138471, -0.0149133, -0.0333559, 0.0332504, -0.123181, 0.0950498, 0.0609105, -1.03256, 0.240595, -0.28673, 0.710828, 0, 0, 0, 0, 0, 0, 0, 0, 3.06562, 3.1924, 2.42675, 3.04564, 2.81957, 3.43845, 2.67281, 2.79958, 0.414752, 0.426383, 0.353679, 0.412905, 0.391743, 0.448557, 0.377726, 0.389848, 0.0306049, -0.0850867, 0.0166712, -0.0684316, -0.22611, -0.455509, -0.00375134, -0.0393356, -0.0538116, 0.0970853, -0.236038, -1.36324, -0, -0, -18.8288, -1.2242, 3.40347, -0.166712, -0.00064648, 0.0590546, 0.472658, -3.63776, 3.8178, -0.969666, 0.00128159, 0.000867487, -0.000148244, 
[2024-06-21 10:38:18.137711] [0x0000007f9bffe9a0] [LogDataTag] [0x000021f9] [4782] 1718980687273216, 10.8628, 0.031679, 0.0119973, -0.252892, 0.130858, 0.0582582, -0.689057, 0.371505, 0.199969, -0.50447, 0.418856, 0.220508, -0.54509, 10.8519, 0.041366, 0.0369481, -0.199778, 0.975597, 0.00550408, -0.0264414, 0.217901, 0.11756, 0.0739879, -0.55444, 0.269569, -0.1929, 0.697094, -0.000784824, -0.0540173, 0.439511, 1175, 0.754345, -0.457105, -23.4121, -0.776601, -0.716264, -23.4049, 23.4288, -0.0738936, 0.109658, -0.0166676, -0.0305768, 0.0331689, -0.104492, 0.0625356, 1.21386, -1.15488, 0.231869, -0.192353, 0.698264, 0, 0, 0, 0, 0, 0, 0, 0, 2.96104, 3.20723, 2.47946, 3.06665, 2.79054, 3.37773, 2.64996, 2.89615, 0.405045, 0.427734, 0.358891, 0.414847, 0.388988, 0.443132, 0.375523, 0.398968, 0.029792, -0.0871862, 0.020655, -0.0678093, -0.224557, -0.478023, -0.00389709, -0.040461, -0.0585167, 0.0930894, -0.173026, -1.34617, -0, -0, -18.8288, -1.19168, 3.48745, -0.20655, -0.00109699, 0.0603515, 0.471498, -3.36361, 2.54889, -0.955511, 0.000840688, 0.000821618, -9.7739e-05, 
[2024-06-21 10:38:18.147743] [0x0000007f9bffe9a0] [LogDataTag] [0x000021f9] [4786] 1718980687273216, 10.8728, 0.0330081, 0.0125908, -0.259817, 0.134605, 0.0602783, -0.693983, 0.376752, 0.203472, -0.479377, 0.421037, 0.215082, -0.538681, 10.8519, 0.041366, 0.0369481, -0.199778, 0.975597, 0.00550408, -0.0264414, 0.217901, 0.11756, 0.0739879, -0.55444, 0.269569, -0.1929, 0.697094, -0.000784824, -0.0540173, 0.439511, 1191, 0.832382, -0.39958, -23.5882, -0.691148, -0.69727, -23.5858, 23.6062, -0.0578538, 0.0849772, -0.017121, -0.0295418, 0.0292951, -0.0627753, 0.0127321, 1.4621, -1.62374, 0.231869, -0.192353, 0.698264, 0, 0, 0, 0, 0, 0, 0, 0, 2.92405, 3.21858, 2.54949, 3.11101, 2.79055, 3.35207, 2.68298, 2.97751, 0.401586, 0.428767, 0.365764, 0.418932, 0.38899, 0.44083, 0.378705, 0.40658, 0.028757, -0.0833124, 0.018474, -0.0585054, -0.219216, -0.540349, -0.0040291, -0.041566, -0.0637125, 0.119315, -0.150805, -1.39542, -0, -0, -18.8288, -1.15028, 3.3325, -0.18474, -0.00153311, 0.0616202, 0.470346, -2.94644, 2.05085, -0.966365, 0.000840688, 0.000821618, -9.7739e-05, 
[2024-06-21 10:38:18.158640] [0x0000007fa8fd89a0] [LogDataTag] [0x000021f9] [4792] 1718980687273216, 10.8831, 0.0344034, 0.0132175, -0.266933, 0.138482, 0.0623757, -0.698752, 0.382066, 0.207008, -0.454165, 0.423207, 0.209611, -0.531937, 10.87, 0.0438595, 0.0377985, -0.208652, 0.974182, 0.0080818, -0.0276418, 0.223922, 0.120597, 0.0776204, -0.569746, 0.291871, -0.151152, 0.690655, 0.00337266, -0.0575073, 0.451767, 1584, 0.838878, -0.431173, -23.3178, -0.774653, -0.832752, -23.3091, 23.3369, -0.098895, 0.106304, -0.016776, -0.0356916, 0.0332217, -0.0285856, -0.025569, -0.066414, -0.187035, 0.252139, -0.153481, 0.691284, 0, 0, 0, 0, 0, 0, 0, 0, 2.97229, 3.16349, 2.44253, 3.09012, 2.74409, 3.39169, 2.67072, 2.86193, 0.406093, 0.423744, 0.355242, 0.417011, 0.384563, 0.444381, 0.377525, 0.395747, 0.0390642, -0.090729, 0.0285605, -0.0661927, -0.221229, -0.524533, -0.00415287, -0.042656, -0.0692777, 0.125195, -0.167692, -1.29006, -0, -0, -18.8288, -1.56257, 3.62916, -0.285605, -0.00201475, 0.0629118, 0.468957, -2.80724, 1.27912, -0.963346, 0.000656185, 0.000932739, -7.31706e-05, 
[2024-06-21 10:38:18.167796] [0x0000007faff34010] [LogDataTag] [0x000021f9] [4796] 1718980687273216, 10.8928, 0.035773, 0.0138361, -0.273773, 0.142235, 0.064412, -0.703068, 0.387102, 0.210345, -0.43049, 0.425227, 0.204453, -0.525304, 10.888, 0.0464463, 0.0386891, -0.217884, 0.97279, 0.0104436, -0.0284134, 0.229702, 0.126291, 0.0802741, -0.588549, 0.238243, -0.0965895, 0.627176, 0.00727875, -0.0601146, 0.46354, 1207, 0.805815, -0.444633, -22.9629, -0.858536, -0.925053, -22.9466, 22.9813, -0.11239, 0.123764, -0.0157703, -0.0402633, 0.0373971, -0.0404579, -0.0167385, -0.704351, 0.781014, 0.200539, -0.101152, 0.62759, 0, 0, 0, 0, 0, 0, 0, 0, 2.98075, 3.11567, 2.37032, 3.02391, 2.72141, 3.375, 2.62965, 2.76458, 0.406882, 0.419361, 0.348057, 0.410892, 0.382394, 0.442888, 0.37356, 0.386518, 0.0475421, -0.0975117, 0.0383137, -0.0747132, -0.223677, -0.502996, -0.00430164, -0.043765, -0.0744907, 0.111609, -0.174483, -1.14519, -0, -0, -18.8288, -1.90168, 3.90047, -0.383137, -0.00266236, 0.0643263, 0.466915, -2.40997, 0.844135, -0.846274, 0.00037771, 0.000644897, -4.41609e-05, 
[2024-06-21 10:38:18.177539] [0x0000007faff34010] [LogDataTag] [0x000021f9] [4800] 1718980687273216, 10.9028, 0.0372175, 0.014492, -0.280838, 0.146139, 0.0665364, -0.707261, 0.39223, 0.21373, -0.406613, 0.427249, 0.199225, -0.518295, 10.888, 0.0464463, 0.0386891, -0.217884, 0.97279, 0.0104436, -0.0284134, 0.229702, 0.126291, 0.0802741, -0.588549, 0.238243, -0.0965895, 0.627176, 0.00727875, -0.0601146, 0.46354, 998, 0.887267, -0.384041, -23.1301, -0.768814, -0.908532, -23.1197, 23.1503, -0.0981327, 0.101303, -0.0161711, -0.0392551, 0.0332415, -0.0532955, -0.012104, 0.0122772, -0.120328, 0.200539, -0.101152, 0.62759, 0, 0, 0, 0, 0, 0, 0, 0, 2.94855, 3.12639, 2.43474, 3.06545, 2.72212, 3.35283, 2.66117, 2.83902, 0.403878, 0.420346, 0.354471, 0.414736, 0.382461, 0.440898, 0.376605, 0.393584, 0.0465338, -0.0933561, 0.0362915, -0.0646012, -0.217774, -0.566583, -0.00444729, -0.0448637, -0.0799446, 0.138937, -0.151114, -1.18712, -0, -0, -18.8288, -1.86135, 3.73424, -0.362915, -0.003365, 0.065747, 0.464697, -2.53834, 0.89048, -0.85673, 0.00037771, 0.000644897, -4.41609e-05, 
[2024-06-21 10:38:18.187660] [0x0000007fa97d99a0] [LogDataTag] [0x000021f9] [4805] 1718980687273216, 10.9128, 0.0386913, 0.0151648, -0.287896, 0.150067, 0.0686798, -0.711191, 0.397279, 0.217048, -0.38335, 0.429206, 0.194103, -0.511134, 10.906, 0.0491657, 0.0396605, -0.227366, 0.971395, 0.0123432, -0.0290053, 0.235367, 0.13441, 0.0807186, -0.605056, 0.166802, -0.140135, 0.623997, 0.0103466, -0.0622018, 0.47511, 1162, 0.823599, -0.349059, -22.8127, -0.846474, -0.923047, -22.7958, 22.8302, -0.0828605, 0.135429, -0.0183712, -0.040442, 0.0371158, -0.0552455, 0.000839908, 0.139174, 0.620598, 0.128031, -0.146584, 0.62372, 0, 0, 0, 0, 0, 0, 0, 0, 2.91182, 3.17991, 2.33644, 2.98692, 2.72063, 3.3711, 2.52764, 2.79572, 0.40044, 0.425243, 0.344663, 0.407456, 0.382319, 0.442538, 0.363626, 0.389481, 0.0507886, -0.0993176, 0.0459046, -0.0733211, -0.220462, -0.54477, -0.00459818, -0.0459615, -0.085465, 0.109598, -0.132426, -1.06136, -0, -0, -18.8288, -2.03154, 3.9727, -0.459046, -0.00410515, 0.0672065, 0.462135, -1.83276, 1.47424, -0.859235, 0.000535652, 0.000322034, -7.08654e-05, 
[2024-06-21 10:38:18.198256] [0x0000007f9bffe9a0] [LogDataTag] [0x000021f9] [4810] 1718980687273216, 10.9228, 0.0402157, 0.0158642, -0.295044, 0.154075, 0.0708723, -0.714919, 0.402318, 0.220345, -0.360387, 0.431126, 0.189015, -0.503715, 10.9149, 0.0505726, 0.040163, -0.232206, 0.970722, 0.0132465, -0.0289705, 0.238082, 0.133721, 0.0837745, -0.607704, 0.237438, 0.00288685, 0.623222, 0.0119464, -0.062593, 0.480656, 1718, 0.897694, -0.359666, -22.8399, -0.800235, -1.0067, -22.8242, 22.8604, -0.112799, 0.0914447, -0.0177091, -0.0440513, 0.0350465, -0.0635788, 0.00887058, -0.160949, 0.013992, 0.198378, -0.00455845, 0.624435, 0, 0, 0, 0, 0, 0, 0, 0, 2.89603, 3.07848, 2.37634, 3.07934, 2.63575, 3.33875, 2.63661, 2.81906, 0.398956, 0.415938, 0.348659, 0.416017, 0.374149, 0.439634, 0.374233, 0.391695, 0.0559978, -0.0976395, 0.0495302, -0.072498, -0.218689, -0.565542, -0.00475412, -0.0470579, -0.0910512, 0.142483, -0.141924, -1.07215, -0, -0, -18.8288, -2.23991, 3.90558, -0.495302, -0.00491868, 0.068679, 0.459236, -2.61957, 0.13429, -0.870838, -1.24826e-05, 0.00063944, 1.79372e-06, 
[2024-06-21 10:38:18.207787] [0x0000007fa8fd89a0] [LogDataTag] [0x000021f9] [4815] 1718980687273216, 10.9328, 0.041771, 0.0165814, -0.302185, 0.158109, 0.0730839, -0.718398, 0.407278, 0.223574, -0.338045, 0.432985, 0.184034, -0.496136, 10.924, 0.0520094, 0.0407025, -0.237124, 0.970051, 0.0141311, -0.0291411, 0.240733, 0.139949, 0.0839147, -0.61543, 0.199102, -0.076482, 0.619136, 0.0134127, -0.0633828, 0.486076, 1339, 0.879013, -0.308737, -22.765, -0.810245, -0.988811, -22.7482, 22.7841, -0.0915974, 0.111283, -0.019162, -0.0434129, 0.035603, -0.062282, 0.010942, 0.393701, 0.0448062, 0.159875, -0.0847792, 0.619298, 0, 0, 0, 0, 0, 0, 0, 0, 2.872, 3.1397, 2.34496, 3.03537, 2.66065, 3.35105, 2.55631, 2.82401, 0.396696, 0.421566, 0.345518, 0.411954, 0.376554, 0.440739, 0.366431, 0.392164, 0.0568256, -0.0989858, 0.0530918, -0.0716686, -0.21709, -0.585556, -0.00490829, -0.048146, -0.09684, 0.127118, -0.119139, -1.02968, -0, -0, -18.8288, -2.27302, 3.95943, -0.530918, -0.00576653, 0.0701567, 0.456122, -2.22157, 0.957211, -0.870528, 0.000292082, 0.000465764, -3.63917e-05, 
[2024-06-21 10:38:18.217576] [0x0000007faff34010] [LogDataTag] [0x000021f9] [4819] 1718980687273216, 10.9428, 0.0433806, 0.0173272, -0.309422, 0.162227, 0.075347, -0.721684, 0.412229, 0.226782, -0.316003, 0.434809, 0.179087, -0.488281, 10.933, 0.0534872, 0.0412766, -0.24208, 0.969369, 0.014913, -0.029078, 0.243424, 0.142542, 0.0912792, -0.61973, 0.170021, -0.0557976, 0.593247, 0.0147864, -0.063678, 0.491587, 1028, 0.910493, -0.409427, -22.7541, -0.839777, -1.12696, -22.7326, 22.776, -0.112106, 0.112229, -0.0181008, -0.0495005, 0.0369247, -0.0735732, 0.0168683, -0.368595, 0.169956, 0.132249, -0.0645632, 0.59356, 0, 0, 0, 0, 0, 0, 0, 0, 2.90927, 3.10311, 2.33222, 3.04342, 2.65059, 3.36179, 2.5909, 2.78474, 0.4002, 0.418206, 0.344238, 0.412699, 0.375584, 0.441702, 0.3698, 0.388437, 0.0642869, -0.100603, 0.0567775, -0.0707458, -0.215545, -0.606081, -0.00506055, -0.0492263, -0.102832, 0.137792, -0.175254, -1.01954, -0, -0, -18.8288, -2.57147, 4.02411, -0.567775, -0.00669315, 0.0716572, 0.452789, -2.05823, 0.814314, -0.828945, 0.000202632, 0.000339083, -2.61806e-05, 
[2024-06-21 10:38:18.227833] [0x0000007fa97d99a0] [LogDataTag] [0x000021f9] [4824] 1718980687273216, 10.9529, 0.0450313, 0.0180957, -0.316688, 0.166393, 0.0776411, -0.72475, 0.417124, 0.229937, -0.294469, 0.436584, 0.174222, -0.480216, 10.942, 0.0550133, 0.041865, -0.247088, 0.968698, 0.0155141, -0.0290551, 0.246046, 0.146202, 0.0923106, -0.625867, 0.177729, 0.0156799, 0.61162, 0.0157922, -0.0639693, 0.496968, 999, 0.928075, -0.375649, -22.7047, -0.816004, -1.13103, -22.684, 22.7268, -0.103859, 0.0888663, -0.0197404, -0.0497871, 0.0359572, -0.0811909, 0.0165535, 0.193881, -0.157765, 0.13854, 0.0060195, 0.613045, 0, 0, 0, 0, 0, 0, 0, 0, 2.83997, 3.09383, 2.34822, 3.08138, 2.60032, 3.33348, 2.58787, 2.84173, 0.393673, 0.417352, 0.345845, 0.416205, 0.370716, 0.439159, 0.369506, 0.39384, 0.0655793, -0.0999265, 0.0603842, -0.0698744, -0.213924, -0.626399, -0.0052109, -0.0502986, -0.109029, 0.141334, -0.161365, -0.98883, -0, -0, -18.8288, -2.62317, 3.99706, -0.603842, -0.00767002, 0.073159, 0.449238, -2.19731, 0.10534, -0.877646, -6.0527e-05, 0.000370732, 8.08408e-06, 
