[2024-06-21 10:38:07.336511] [0x0000007faff34010] [MocapTag] [0x000021f9] [2] Mocap timestamp, Mocap time [s], Mocap position x [m], Mocap position y [m], Mocap position z [m], Mocap Quaternion q0 [-], Mocap Quaternion q1 [-], Mocap Quaternion q2 [-], Mocap Quaternion q3 [-], Mocap Velocity x [m/s], Mocap Velocity y [m/s], Mocap Velocity z [m/s], Mocap Angular velocity x [rad/s], Mocap Angular velocity y [rad/s], Mocap Angular velocity z [rad/s], 
[2024-06-21 10:38:13.141863] [0x0000007faa00d9a0] [MocapTag] [0x000021f9] [2571] 1718980693141742, 5.86853, 0.0125137, -0.231456, -0.316402, -0.999585, -0.000410572, 0.00240509, 0.0287089, 0, 0, 0, 0, 0, 0, 
[2024-06-21 10:38:13.144574] [0x0000007faa00d9a0] [MocapTag] [0x000021f9] [2572] 1718980693144461, 5.87125, 0.0125137, -0.231456, -0.316402, -0.999585, -0.000410572, 0.00240509, 0.0287089, 0, 0, 0, 0, 0, 0, 
[2024-06-21 10:38:13.147987] [0x0000007faa00d9a0] [MocapTag] [0x000021f9] [2574] 1718980693147880, 5.87466, 0.0125137, -0.231456, -0.316402, -0.999585, -0.000410572, 0.00240509, 0.0287089, 0, 0, 0, 0, 0, 0, 
[2024-06-21 10:38:13.149950] [0x0000007faa00d9a0] [MocapTag] [0x000021f9] [2575] 1718980693149840, 5.87662, 0.0124999, -0.231459, -0.316419, -0.999585, -0.000412136, 0.00238452, 0.0286905, 0, 0, 0, 0, 0, 0, 
[2024-06-21 10:38:13.152692] [0x0000007faa00d9a0] [MocapTag] [0x000021f9] [2576] 1718980693152584, 5.87937, 0.0124999, -0.231459, -0.316419, -0.999585, -0.000412136, 0.00238452, 0.0286905, 0, 0, 0, 0, 0, 0, 
[2024-06-21 10:38:13.155222] [0x0000007faa00d9a0] [MocapTag] [0x000021f9] [2577] 1718980693155120, 5.8819, 0.0124999, -0.231459, -0.316419, -0.999585, -0.000412136, 0.00238452, 0.0286905, 0, 0, 0, 0, 0, 0, 
[2024-06-21 10:38:13.159812] [0x0000007faa00d9a0] [MocapTag] [0x000021f9] [2579] 1718980693159696, 5.88648, 0.0124999, -0.231459, -0.316419, -0.999585, -0.000412136, 0.00238452, 0.0286905, 0, 0, 0, 0, 0, 0, 
[2024-06-21 10:38:13.162368] [0x0000007faa00d9a0] [MocapTag] [0x000021f9] [2580] 1718980693162264, 5.88905, 0.0125268, -0.231462, -0.316418, -0.999584, -0.000403415, 0.00238472, 0.0287257, 0, 0, 0, 0, 0, 0, 
[2024-06-21 10:38:13.165212] [0x0000007faa00d9a0] [MocapTag] [0x000021f9] [2581] 1718980693165110, 5.89189, 0.0125268, -0.231462, -0.316418, -0.999584, -0.000403415, 0.00238472, 0.0287257, 0.00269252, 0, 0, 0, 0, 0, 
[2024-06-21 10:38:13.168123] [0x0000007faa00d9a0] [MocapTag] [0x000021f9] [2583] 1718980693168005, 5.89479, 0.0125268, -0.231462, -0.316418, -0.999584, -0.000403415, 0.00238472, 0.0287257, 0, 0, 0, 0, 0, 0, 
[2024-06-21 10:38:13.170499] [0x0000007faa00d9a0] [MocapTag] [0x000021f9] [2584] 1718980693170393, 5.89718, 0.0125282, -0.231465, -0.316401, -0.999583, -0.000422877, 0.0024195, 0.0287626, 0, 0, 0, 0, 0, 0, 
[2024-06-21 10:38:13.175509] [0x0000007faa00d9a0] [MocapTag] [0x000021f9] [2585] 1718980693175405, 5.90219, 0.0125282, -0.231465, -0.316401, -0.999583, -0.000422877, 0.0024195, 0.0287626, 0, 0, 0, 0, 0, 0, 
[2024-06-21 10:38:13.178681] [0x0000007faa00d9a0] [MocapTag] [0x000021f9] [2587] 1718980693178571, 5.90536, 0.0125282, -0.231465, -0.316401, -0.999583, -0.000422877, 0.0024195, 0.0287626, 0, 0, 0, 0, 0, 0, 
[2024-06-21 10:38:13.181119] [0x0000007faa00d9a0] [MocapTag] [0x000021f9] [2588] 1718980693181003, 5.90779, 0.0125183, -0.231467, -0.316382, -0.999583, -0.000408729, 0.00239764, 0.0287641, 0, 0, 0, 0, 0, 0, 
[2024-06-21 10:38:13.184007] [0x0000007faa00d9a0] [MocapTag] [0x000021f9] [2589] 1718980693183900, 5.91068, 0.0125183, -0.231467, -0.316382, -0.999583, -0.000408729, 0.00239764, 0.0287641, 0, 0, 0, 0, 0, 0, 
[2024-06-21 10:38:13.186697] [0x0000007faa00d9a0] [MocapTag] [0x000021f9] [2591] 1718980693186646, 5.91343, 0.0125183, -0.231467, -0.316382, -0.999583, -0.000408729, 0.00239764, 0.0287641, 0, 0, 0, 0, 0, 0, 
[2024-06-21 10:38:13.190047] [0x0000007faa00d9a0] [MocapTag] [0x000021f9] [2592] 1718980693189938, 5.91672, 0.0125413, -0.231467, -0.316368, -0.999583, -0.000407188, 0.00243776, 0.0287648, 0, 0, 0, 0, 0, 0, 
[2024-06-21 10:38:13.193254] [0x0000007faa00d9a0] [MocapTag] [0x000021f9] [2593] 1718980693193148, 5.91993, 0.0125413, -0.231467, -0.316368, -0.999583, -0.000407188, 0.00243776, 0.0287648, 0.00229592, 0, 0, 0, 0, 0, 
[2024-06-21 10:38:13.195631] [0x0000007faa00d9a0] [MocapTag] [0x000021f9] [2594] 1718980693195522, 5.92231, 0.0125413, -0.231467, -0.316368, -0.999583, -0.000407188, 0.00243776, 0.0287648, 0, 0, 0, 0, 0, 0, 
[2024-06-21 10:38:13.198553] [0x0000007faa00d9a0] [MocapTag] [0x000021f9] [2596] 1718980693198444, 5.92523, 0.0125413, -0.231467, -0.316368, -0.999583, -0.000407188, 0.00243776, 0.0287648, 0, 0, 0, 0, 0, 0, 
[2024-06-21 10:38:13.200826] [0x0000007faa00d9a0] [MocapTag] [0x000021f9] [2597] 1718980693200715, 5.9275, 0.0125381, -0.231457, -0.316348, -0.999583, -0.000432953, 0.00247065, 0.0287594, 0, 0, 0, 0, 0, 0, 
[2024-06-21 10:38:13.204848] [0x0000007faa00d9a0] [MocapTag] [0x000021f9] [2598] 1718980693204731, 5.93152, 0.0125381, -0.231457, -0.316348, -0.999583, -0.000432953, 0.00247065, 0.0287594, 0, 0, 0, 0, 0, 0, 
[2024-06-21 10:38:13.207769] [0x0000007faa00d9a0] [MocapTag] [0x000021f9] [2600] 1718980693207650, 5.93443, 0.0125381, -0.231457, -0.316348, -0.999583, -0.000432953, 0.00247065, 0.0287594, 0, 0, 0, 0, 0, 0, 
[2024-06-21 10:38:13.210382] [0x0000007faa00d9a0] [MocapTag] [0x000021f9] [2601] 1718980693210267, 5.93705, 0.0125254, -0.231461, -0.316345, -0.999584, -0.000433218, 0.00241679, 0.0287364, 0, 0, 0, 0, 0, 0, 
[2024-06-21 10:38:13.213116] [0x0000007faa00d9a0] [MocapTag] [0x000021f9] [2602] 1718980693212998, 5.93978, 0.0125254, -0.231461, -0.316345, -0.999584, -0.000433218, 0.00241679, 0.0287364, 0, 0, 0, 0, 0, 0, 
[2024-06-21 10:38:13.215663] [0x0000007faa00d9a0] [MocapTag] [0x000021f9] [2603] 1718980693215534, 5.94232, 0.0125254, -0.231461, -0.316345, -0.999584, -0.000433218, 0.00241679, 0.0287364, 0, 0, 0, 0, 0, 0, 
[2024-06-21 10:38:13.220022] [0x0000007faa00d9a0] [MocapTag] [0x000021f9] [2605] 1718980693219904, 5.94669, 0.0125492, -0.231462, -0.316358, -0.999584, -0.000411151, 0.00243399, 0.0287413, 0, 0, 0, 0, 0, 0, 
[2024-06-21 10:38:13.223196] [0x0000007faa00d9a0] [MocapTag] [0x000021f9] [2606] 1718980693223081, 5.94986, 0.0125492, -0.231462, -0.316358, -0.999584, -0.000411151, 0.00243399, 0.0287413, 0.00238616, 0, 0, 0, 0, 0, 
[2024-06-21 10:38:13.225226] [0x0000007faa00d9a0] [MocapTag] [0x000021f9] [2607] 1718980693225109, 5.95189, 0.0125492, -0.231462, -0.316358, -0.999584, -0.000411151, 0.00243399, 0.0287413, 0, 0, 0, 0, 0, 0, 
[2024-06-21 10:38:13.227902] [0x0000007faa00d9a0] [MocapTag] [0x000021f9] [2609] 1718980693227785, 5.95457, 0.0125492, -0.231462, -0.316358, -0.999584, -0.000411151, 0.00243399, 0.0287413, 0, 0, 0, 0, 0, 0, 
[2024-06-21 10:38:13.230349] [0x0000007faa00d9a0] [MocapTag] [0x000021f9] [2610] 1718980693230225, 5.95701, 0.0125459, -0.231456, -0.316368, -0.999585, -0.000459544, 0.00245452, 0.0287105, 0, 0, 0, 0, 0, 0, 
[2024-06-21 10:38:13.234396] [0x0000007faa00d9a0] [MocapTag] [0x000021f9] [2611] 1718980693234280, 5.96106, 0.0125459, -0.231456, -0.316368, -0.999585, -0.000459544, 0.00245452, 0.0287105, 0, 0, 0, 0, 0, 0, 
[2024-06-21 10:38:13.238221] [0x0000007faa00d9a0] [MocapTag] [0x000021f9] [2613] 1718980693238098, 5.96488, 0.0125459, -0.231456, -0.316368, -0.999585, -0.000459544, 0.00245452, 0.0287105, 0, 0, 0, 0, 0, 0, 
[2024-06-21 10:38:13.240670] [0x0000007faa00d9a0] [MocapTag] [0x000021f9] [2614] 1718980693240548, 5.96733, 0.012536, -0.23145, -0.316391, -0.999585, -0.000453408, 0.00241423, 0.0287121, 0, 0, 0, 0, 0, 0, 
[2024-06-21 10:38:13.243518] [0x0000007faa00d9a0] [MocapTag] [0x000021f9] [2615] 1718980693243395, 5.97018, 0.012536, -0.23145, -0.316391, -0.999585, -0.000453408, 0.00241423, 0.0287121, 0, 0, -0.00233366, 0, 0, 0, 
[2024-06-21 10:38:13.245994] [0x0000007faa00d9a0] [MocapTag] [0x000021f9] [2616] 1718980693245878, 5.97266, 0.012536, -0.23145, -0.316391, -0.999585, -0.000453408, 0.00241423, 0.0287121, 0, 0, 0, 0, 0, 0, 
[2024-06-21 10:38:13.248442] [0x0000007faa00d9a0] [MocapTag] [0x000021f9] [2618] 1718980693248332, 5.97512, 0.0125554, -0.231452, -0.316396, -0.999583, -0.000432408, 0.00245159, 0.02876, 0, 0, 0, 0, 0, 0, 
[2024-06-21 10:38:13.252555] [0x0000007faa00d9a0] [MocapTag] [0x000021f9] [2619] 1718980693252438, 5.97922, 0.0125554, -0.231452, -0.316396, -0.999583, -0.000432408, 0.00245159, 0.02876, 0, 0, 0, 0, 0, 0, 
[2024-06-21 10:38:13.256120] [0x0000007faa00d9a0] [MocapTag] [0x000021f9] [2620] 1718980693255988, 5.98277, 0.0125554, -0.231452, -0.316396, -0.999583, -0.000432408, 0.00245159, 0.02876, 0, 0, 0, 0, 0, 0, 
[2024-06-21 10:38:13.257834] [0x0000007faa00d9a0] [MocapTag] [0x000021f9] [2622] 1718980693257719, 5.9845, 0.0125554, -0.231452, -0.316396, -0.999583, -0.000432408, 0.00245159, 0.02876, 0, 0, 0, 0, 0, 0, 
[2024-06-21 10:38:13.260342] [0x0000007faa00d9a0] [MocapTag] [0x000021f9] [2623] 1718980693260224, 5.98701, 0.0125377, -0.231446, -0.316406, -0.999583, -0.000432378, 0.00243922, 0.0287544, 0, 0, 0, 0, 0, 0, 
[2024-06-21 10:38:13.263474] [0x0000007faa00d9a0] [MocapTag] [0x000021f9] [2624] 1718980693263359, 5.99014, 0.0125377, -0.231446, -0.316406, -0.999583, -0.000432378, 0.00243922, 0.0287544, 0, 0, 0, 0, 0, 0, 
[2024-06-21 10:38:13.265478] [0x0000007faa00d9a0] [MocapTag] [0x000021f9] [2625] 1718980693265357, 5.99214, 0.0125377, -0.231446, -0.316406, -0.999583, -0.000432378, 0.00243922, 0.0287544, 0, 0, 0, 0, 0, 0, 
[2024-06-21 10:38:13.268589] [0x0000007faa00d9a0] [MocapTag] [0x000021f9] [2627] 1718980693268475, 5.99526, 0.0125377, -0.231446, -0.316406, -0.999583, -0.000432378, 0.00243922, 0.0287544, 0, 0, 0, 0, 0, 0, 
[2024-06-21 10:38:13.270970] [0x0000007faa00d9a0] [MocapTag] [0x000021f9] [2628] 1718980693270862, 5.99765, 0.0125312, -0.231449, -0.316407, -0.999585, -0.000405015, 0.00236829, 0.0287045, 0, 0, 0, 0, 0, 0, 
[2024-06-21 10:38:13.273885] [0x0000007faa00d9a0] [MocapTag] [0x000021f9] [2629] 1718980693273771, 6.00056, 0.0125312, -0.231449, -0.316407, -0.999585, -0.000405015, 0.00236829, 0.0287045, 0, 0, 0, 0, 0, 0, 
[2024-06-21 10:38:13.276590] [0x0000007faa00d9a0] [MocapTag] [0x000021f9] [2630] 1718980693276502, 6.00329, 0.0125312, -0.231449, -0.316407, -0.999585, -0.000405015, 0.00236829, 0.0287045, 0, 0, 0, 0, 0, 0, 
[2024-06-21 10:38:13.279252] [0x0000007faa00d9a0] [MocapTag] [0x000021f9] [2632] 1718980693279137, 6.00592, 0.012528, -0.231461, -0.316373, -0.999583, -0.000395499, 0.00243798, 0.0287861, 0, 0, 0, 0, 0, 0, 
[2024-06-21 10:38:13.283688] [0x0000007faa00d9a0] [MocapTag] [0x000021f9] [2633] 1718980693283576, 6.01036, 0.012528, -0.231461, -0.316373, -0.999583, -0.000395499, 0.00243798, 0.0287861, 0, 0, 0.00332106, 0, 0, 0, 
[2024-06-21 10:38:13.286314] [0x0000007faa00d9a0] [MocapTag] [0x000021f9] [2634] 1718980693286207, 6.01299, 0.012528, -0.231461, -0.316373, -0.999583, -0.000395499, 0.00243798, 0.0287861, 0, 0, 0, 0, 0, 0, 
[2024-06-21 10:38:13.288872] [0x0000007faa00d9a0] [MocapTag] [0x000021f9] [2636] 1718980693288761, 6.01555, 0.0125093, -0.231462, -0.316359, -0.999583, -0.000412866, 0.00242809, 0.0287713, 0, 0, 0, 0, 0, 0, 
[2024-06-21 10:38:13.291870] [0x0000007faa00d9a0] [MocapTag] [0x000021f9] [2637] 1718980693291752, 6.01854, 0.0125093, -0.231462, -0.316359, -0.999583, -0.000412866, 0.00242809, 0.0287713, 0, 0, 0, 0, 0, 0, 
[2024-06-21 10:38:13.294361] [0x0000007faa00d9a0] [MocapTag] [0x000021f9] [2638] 1718980693294235, 6.02102, 0.0125093, -0.231462, -0.316359, -0.999583, -0.000412866, 0.00242809, 0.0287713, 0, 0, 0, 0, 0, 0, 
[2024-06-21 10:38:13.297118] [0x0000007faa00d9a0] [MocapTag] [0x000021f9] [2640] 1718980693297019, 6.0238, 0.0125093, -0.231462, -0.316359, -0.999583, -0.000412866, 0.00242809, 0.0287713, 0, 0, 0, 0, 0, 0, 
[2024-06-21 10:38:13.300317] [0x0000007faa00d9a0] [MocapTag] [0x000021f9] [2641] 1718980693300202, 6.02699, 0.0124931, -0.231471, -0.31636, -0.999583, -0.000404737, 0.0023846, 0.0287632, 0, 0, 0, 0, 0, 0, 
[2024-06-21 10:38:13.304102] [0x0000007faa00d9a0] [MocapTag] [0x000021f9] [2642] 1718980693303982, 6.03077, 0.0124931, -0.231471, -0.31636, -0.999583, -0.000404737, 0.0023846, 0.0287632, 0, 0, 0, 0, 0, 0, 
[2024-06-21 10:38:13.305696] [0x0000007faa00d9a0] [MocapTag] [0x000021f9] [2643] 1718980693305585, 6.03237, 0.0124931, -0.231471, -0.31636, -0.999583, -0.000404737, 0.0023846, 0.0287632, 0, 0, 0, 0, 0, 0, 
[2024-06-21 10:38:13.308325] [0x0000007faa00d9a0] [MocapTag] [0x000021f9] [2645] 1718980693308203, 6.03499, 0.0124931, -0.231471, -0.31636, -0.999583, -0.000404737, 0.0023846, 0.0287632, 0, 0, 0, 0, 0, 0, 
[2024-06-21 10:38:13.310845] [0x0000007faa00d9a0] [MocapTag] [0x000021f9] [2646] 1718980693310730, 6.03751, 0.0124753, -0.231493, -0.316303, -0.999578, -0.000308799, 0.00245713, 0.0289277, 0, 0, 0, 0, 0, 0, 
[2024-06-21 10:38:13.315237] [0x0000007faa00d9a0] [MocapTag] [0x000021f9] [2647] 1718980693315123, 6.04191, 0.0124753, -0.231493, -0.316303, -0.999578, -0.000308799, 0.00245713, 0.0289277, 0, -0.00215235, 0.00575044, 0, 0, 0, 
[2024-06-21 10:38:13.317929] [0x0000007faa00d9a0] [MocapTag] [0x000021f9] [2649] 1718980693317821, 6.0446, 0.0124753, -0.231493, -0.316303, -0.999578, -0.000308799, 0.00245713, 0.0289277, 0, 0, 0, 0, 0, 0, 
[2024-06-21 10:38:13.320317] [0x0000007faa00d9a0] [MocapTag] [0x000021f9] [2650] 1718980693320203, 6.04699, 0.0124632, -0.23148, -0.316312, -0.99958, -0.000317461, 0.00243308, 0.0288676, 0, 0, 0, 0, 0, 0, 
[2024-06-21 10:38:13.323077] [0x0000007faa00d9a0] [MocapTag] [0x000021f9] [2651] 1718980693322963, 6.04975, 0.0124632, -0.23148, -0.316312, -0.99958, -0.000317461, 0.00243308, 0.0288676, 0, 0, 0, 0, 0, 0, 
[2024-06-21 10:38:13.325771] [0x0000007faa00d9a0] [MocapTag] [0x000021f9] [2652] 1718980693325627, 6.05241, 0.0124632, -0.23148, -0.316312, -0.99958, -0.000317461, 0.00243308, 0.0288676, 0, 0, 0, 0, 0, 0, 
[2024-06-21 10:38:13.330033] [0x0000007faa00d9a0] [MocapTag] [0x000021f9] [2654] 1718980693329924, 6.05671, 0.0124585, -0.231482, -0.316349, -0.999582, -0.00034345, 0.00234994, 0.0288287, 0, 0, 0, 0, 0, 0, 
[2024-06-21 10:38:13.332950] [0x0000007faa00d9a0] [MocapTag] [0x000021f9] [2655] 1718980693332836, 6.05962, 0.0124585, -0.231482, -0.316349, -0.999582, -0.00034345, 0.00234994, 0.0288287, 0, 0, -0.00369624, 0, 0, 0, 
[2024-06-21 10:38:13.335818] [0x0000007faa00d9a0] [MocapTag] [0x000021f9] [2656] 1718980693335659, 6.06244, 0.0124585, -0.231482, -0.316349, -0.999582, -0.00034345, 0.00234994, 0.0288287, 0, 0, 0, 0, 0, 0, 
[2024-06-21 10:38:13.337855] [0x0000007faa00d9a0] [MocapTag] [0x000021f9] [2658] 1718980693337733, 6.06452, 0.0124585, -0.231482, -0.316349, -0.999582, -0.00034345, 0.00234994, 0.0288287, 0, 0, 0, 0, 0, 0, 
[2024-06-21 10:38:13.340576] [0x0000007faa00d9a0] [MocapTag] [0x000021f9] [2659] 1718980693340459, 6.06724, 0.0124746, -0.231476, -0.316379, -0.999584, -0.00039851, 0.00239721, 0.0287523, 0, 0, 0, 0, 0, 0, 
[2024-06-21 10:38:13.343398] [0x0000007faa00d9a0] [MocapTag] [0x000021f9] [2660] 1718980693343277, 6.07006, 0.0124746, -0.231476, -0.316379, -0.999584, -0.00039851, 0.00239721, 0.0287523, 0, 0, -0.00296951, 0, 0, 0, 
[2024-06-21 10:38:13.346124] [0x0000007faa00d9a0] [MocapTag] [0x000021f9] [2661] 1718980693346003, 6.07279, 0.0124746, -0.231476, -0.316379, -0.999584, -0.00039851, 0.00239721, 0.0287523, 0, 0, 0, 0, 0, 0, 
[2024-06-21 10:38:13.348815] [0x0000007faa00d9a0] [MocapTag] [0x000021f9] [2663] 1718980693348698, 6.07548, 0.0124478, -0.231471, -0.316386, -0.999585, -0.000448764, 0.00238919, 0.0287004, 0, 0, 0, 0, 0, 0, 
[2024-06-21 10:38:13.351597] [0x0000007faa00d9a0] [MocapTag] [0x000021f9] [2664] 1718980693351487, 6.07827, 0.0124478, -0.231471, -0.316386, -0.999585, -0.000448764, 0.00238919, 0.0287004, -0.0026745, 0, 0, 0, 0, 0, 
[2024-06-21 10:38:13.354082] [0x0000007faa00d9a0] [MocapTag] [0x000021f9] [2665] 1718980693353972, 6.08076, 0.0124478, -0.231471, -0.316386, -0.999585, -0.000448764, 0.00238919, 0.0287004, 0, 0, 0, 0, 0, 0, 
[2024-06-21 10:38:13.357000] [0x0000007faa00d9a0] [MocapTag] [0x000021f9] [2667] 1718980693356891, 6.08368, 0.0124478, -0.231471, -0.316386, -0.999585, -0.000448764, 0.00238919, 0.0287004, 0, 0, 0, 0, 0, 0, 
[2024-06-21 10:38:13.361882] [0x0000007faa00d9a0] [MocapTag] [0x000021f9] [2668] 1718980693361768, 6.08855, 0.0124396, -0.231465, -0.316401, -0.999587, -0.000411349, 0.002325, 0.0286478, 0, 0, 0, 0, 0, 0, 
[2024-06-21 10:38:13.366042] [0x0000007faa00d9a0] [MocapTag] [0x000021f9] [2669] 1718980693365929, 6.09271, 0.0124396, -0.231465, -0.316401, -0.999587, -0.000411349, 0.002325, 0.0286478, 0, 0, 0, 0, 0, 0, 
[2024-06-21 10:38:13.367386] [0x0000007faa00d9a0] [MocapTag] [0x000021f9] [2671] 1718980693367268, 6.09405, 0.0124396, -0.231465, -0.316401, -0.999587, -0.000411349, 0.002325, 0.0286478, 0, 0, 0, 0, 0, 0, 
[2024-06-21 10:38:13.370410] [0x0000007faa00d9a0] [MocapTag] [0x000021f9] [2672] 1718980693370295, 6.09708, 0.012442, -0.231456, -0.316404, -0.999587, -0.000466082, 0.00236809, 0.0286241, 0, 0, 0, 0, 0, 0, 
[2024-06-21 10:38:13.373091] [0x0000007faa00d9a0] [MocapTag] [0x000021f9] [2673] 1718980693372970, 6.09975, 0.012442, -0.231456, -0.316404, -0.999587, -0.000466082, 0.00236809, 0.0286241, 0, 0, 0, 0, 0, 0, 
[2024-06-21 10:38:13.377601] [0x0000007faa00d9a0] [MocapTag] [0x000021f9] [2675] 1718980693377478, 6.10426, 0.012442, -0.231456, -0.316404, -0.999587, -0.000466082, 0.00236809, 0.0286241, 0, 0, 0, 0, 0, 0, 
[2024-06-21 10:38:13.380513] [0x0000007faa00d9a0] [MocapTag] [0x000021f9] [2676] 1718980693380389, 6.10717, 0.0124218, -0.231455, -0.316396, -0.999589, -0.000528347, 0.00237775, 0.0285631, 0, 0, 0, 0, 0, 0, 
[2024-06-21 10:38:13.383323] [0x0000007faa00d9a0] [MocapTag] [0x000021f9] [2677] 1718980693383207, 6.10999, 0.0124218, -0.231455, -0.316396, -0.999589, -0.000528347, 0.00237775, 0.0285631, -0.00202259, 0, 0, 0, 0, 0, 
[2024-06-21 10:38:13.386181] [0x0000007faa00d9a0] [MocapTag] [0x000021f9] [2678] 1718980693386066, 6.11285, 0.0124218, -0.231455, -0.316396, -0.999589, -0.000528347, 0.00237775, 0.0285631, 0, 0, 0, 0, 0, 0, 
[2024-06-21 10:38:13.388721] [0x0000007faa00d9a0] [MocapTag] [0x000021f9] [2680] 1718980693388602, 6.11539, 0.0124063, -0.231446, -0.316394, -0.999592, -0.000535932, 0.00239781, 0.0284438, 0, 0, 0, 0, 0, 0, 
[2024-06-21 10:38:13.393136] [0x0000007faa00d9a0] [MocapTag] [0x000021f9] [2681] 1718980693393025, 6.11981, 0.0124063, -0.231446, -0.316394, -0.999592, -0.000535932, 0.00239781, 0.0284438, 0, 0, 0, 0, 0, 0, 
[2024-06-21 10:38:13.395700] [0x0000007faa00d9a0] [MocapTag] [0x000021f9] [2682] 1718980693395589, 6.12237, 0.0124063, -0.231446, -0.316394, -0.999592, -0.000535932, 0.00239781, 0.0284438, 0, 0, 0, 0, 0, 0, 
[2024-06-21 10:38:13.398460] [0x0000007faa00d9a0] [MocapTag] [0x000021f9] [2684] 1718980693398324, 6.12511, 0.012418, -0.231442, -0.316376, -0.999588, -0.000589388, 0.00232121, 0.0286071, 0, 0, 0, 0, 0, 0, 
[2024-06-21 10:38:13.401486] [0x0000007faa00d9a0] [MocapTag] [0x000021f9] [2685] 1718980693401353, 6.12814, 0.012418, -0.231442, -0.316376, -0.999588, -0.000589388, 0.00232121, 0.0286071, 0, 0, 0, 0, 0, 0, 
[2024-06-21 10:38:13.403826] [0x0000007faa00d9a0] [MocapTag] [0x000021f9] [2686] 1718980693403699, 6.13048, 0.012418, -0.231442, -0.316376, -0.999588, -0.000589388, 0.00232121, 0.0286071, 0, 0, 0, 0, 0, 0, 
[2024-06-21 10:38:13.406488] [0x0000007faa00d9a0] [MocapTag] [0x000021f9] [2687] 1718980693406362, 6.13315, 0.012418, -0.231442, -0.316376, -0.999588, -0.000589388, 0.00232121, 0.0286071, 0, 0, 0, 0, 0, 0, 
[2024-06-21 10:38:13.410812] [0x0000007faa00d9a0] [MocapTag] [0x000021f9] [2689] 1718980693410691, 6.13748, 0.0124002, -0.231442, -0.316364, -0.999588, -0.00061879, 0.00225747, 0.0286153, 0, 0, 0, 0, 0, 0, 
[2024-06-21 10:38:13.413351] [0x0000007faa00d9a0] [MocapTag] [0x000021f9] [2690] 1718980693413225, 6.14001, 0.0124002, -0.231442, -0.316364, -0.999588, -0.00061879, 0.00225747, 0.0286153, 0, 0, 0, 0, 0, 0, 
[2024-06-21 10:38:13.416059] [0x0000007faa00d9a0] [MocapTag] [0x000021f9] [2691] 1718980693415939, 6.14272, 0.0124002, -0.231442, -0.316364, -0.999588, -0.00061879, 0.00225747, 0.0286153, 0, 0, 0, 0, 0, 0, 
[2024-06-21 10:38:13.418458] [0x0000007faa00d9a0] [MocapTag] [0x000021f9] [2693] 1718980693418345, 6.14513, 0.0123899, -0.231444, -0.31637, -0.99959, -0.000612957, 0.00225878, 0.028544, 0, 0, 0, 0, 0, 0, 
[2024-06-21 10:38:13.421209] [0x0000007faa00d9a0] [MocapTag] [0x000021f9] [2694] 1718980693421098, 6.14788, 0.0123899, -0.231444, -0.31637, -0.99959, -0.000612957, 0.00225878, 0.028544, 0, 0, 0, 0, 0, 0, 
[2024-06-21 10:38:13.425669] [0x0000007faa00d9a0] [MocapTag] [0x000021f9] [2695] 1718980693425549, 6.15233, 0.0123899, -0.231444, -0.31637, -0.99959, -0.000612957, 0.00225878, 0.028544, 0, 0, 0, 0, 0, 0, 
[2024-06-21 10:38:13.428797] [0x0000007faa00d9a0] [MocapTag] [0x000021f9] [2697] 1718980693428673, 6.15546, 0.0123899, -0.231444, -0.31637, -0.99959, -0.000612957, 0.00225878, 0.028544, 0, 0, 0, 0, 0, 0, 
[2024-06-21 10:38:13.430690] [0x0000007faa00d9a0] [MocapTag] [0x000021f9] [2698] 1718980693430574, 6.15736, 0.0124178, -0.231444, -0.316367, -0.999581, -0.000577173, 0.00208273, 0.0288609, 0, 0, 0, 0, 0, 0, 
[2024-06-21 10:38:13.433474] [0x0000007faa00d9a0] [MocapTag] [0x000021f9] [2699] 1718980693433354, 6.16014, 0.0124178, -0.231444, -0.316367, -0.999581, -0.000577173, 0.00208273, 0.0288609, 0.00279502, 0, 0, 0, -0.0353665, 0.0634395, 
[2024-06-21 10:38:13.436006] [0x0000007faa00d9a0] [MocapTag] [0x000021f9] [2700] 1718980693435886, 6.16267, 0.0124178, -0.231444, -0.316367, -0.999581, -0.000577173, 0.00208273, 0.0288609, 0, 0, 0, 0, 0, 0, 
[2024-06-21 10:38:13.439980] [0x0000007faa00d9a0] [MocapTag] [0x000021f9] [2702] 1718980693439859, 6.16664, 0.0124063, -0.231456, -0.316377, -0.999579, -0.000552628, 0.00199731, 0.0289538, 0, 0, 0, 0, 0, 0, 
[2024-06-21 10:38:13.442925] [0x0000007faa00d9a0] [MocapTag] [0x000021f9] [2703] 1718980693442811, 6.1696, 0.0124063, -0.231456, -0.316377, -0.999579, -0.000552628, 0.00199731, 0.0289538, 0, 0, 0, 0, 0, 0, 
[2024-06-21 10:38:13.445352] [0x0000007faa00d9a0] [MocapTag] [0x000021f9] [2704] 1718980693445242, 6.17203, 0.0124063, -0.231456, -0.316377, -0.999579, -0.000552628, 0.00199731, 0.0289538, 0, 0, 0, 0, 0, 0, 
[2024-06-21 10:38:13.447947] [0x0000007faa00d9a0] [MocapTag] [0x000021f9] [2706] 1718980693447838, 6.17462, 0.0124063, -0.231456, -0.316377, -0.999579, -0.000552628, 0.00199731, 0.0289538, 0, 0, 0, 0, 0, 0, 
