[2024-06-21 10:38:07.336511] [0x0000007faff34010] [MocapTag] [0x000021f9] [2] Mocap timestamp, Mocap time [s], Mocap position x [m], Mocap position y [m], Mocap position z [m], Mocap Quaternion q0 [-], Mocap Quaternion q1 [-], Mocap Quaternion q2 [-], Mocap Quaternion q3 [-], Mocap Velocity x [m/s], Mocap Velocity y [m/s], Mocap Velocity z [m/s], Mocap Angular velocity x [rad/s], Mocap Angular velocity y [rad/s], Mocap Angular velocity z [rad/s], 
[2024-06-21 10:38:07.340812] [0x0000007faa00d9a0] [MocapTag] [0x000021f9] [3] 1718980687340627, 0.067411, 0.0124837, -0.231465, -0.316195, -0.999583, -0.000418202, 0.00237915, 0.0287632, 0, 0, 0, 0, 0, 0, 
[2024-06-21 10:38:07.345005] [0x0000007faa00d9a0] [MocapTag] [0x000021f9] [5] 1718980687344889, 0.071673, 0.0124837, -0.231465, -0.316195, -0.999583, -0.000418202, 0.00237915, 0.0287632, 0, 0, 0, 0, 0, 0, 
[2024-06-21 10:38:07.347858] [0x0000007faa00d9a0] [MocapTag] [0x000021f9] [7] 1718980687347732, 0.074516, 0.0124837, -0.231465, -0.316195, -0.999583, -0.000418202, 0.00237915, 0.0287632, 0, 0, 0, 0, 0, 0, 
[2024-06-21 10:38:07.350463] [0x0000007faa00d9a0] [MocapTag] [0x000021f9] [8] 1718980687350337, 0.077121, 0.0124817, -0.231466, -0.316198, -0.999584, -0.000413275, 0.00238448, 0.0287513, 0, 0, 0, 0, 0, 0, 
[2024-06-21 10:38:07.353265] [0x0000007faa00d9a0] [MocapTag] [0x000021f9] [9] 1718980687353135, 0.079919, 0.0124817, -0.231466, -0.316198, -0.999584, -0.000413275, 0.00238448, 0.0287513, 0, 0, 0, 0, 0, 0, 
[2024-06-21 10:38:07.355651] [0x0000007faa00d9a0] [MocapTag] [0x000021f9] [10] 1718980687355526, 0.08231, 0.0124817, -0.231466, -0.316198, -0.999584, -0.000413275, 0.00238448, 0.0287513, 0, 0, 0, 0, 0, 0, 
[2024-06-21 10:38:07.358413] [0x0000007faa00d9a0] [MocapTag] [0x000021f9] [12] 1718980687358283, 0.085067, 0.0124817, -0.231466, -0.316198, -0.999584, -0.000413275, 0.00238448, 0.0287513, 0, 0, 0, 0, 0, 0, 
[2024-06-21 10:38:07.361740] [0x0000007faa00d9a0] [MocapTag] [0x000021f9] [13] 1718980687361619, 0.088403, 0.0124846, -0.231467, -0.316202, -0.999584, -0.000424495, 0.00238933, 0.028753, 0, 0, 0, 0, 0, 0, 
[2024-06-21 10:38:07.364755] [0x0000007faa00d9a0] [MocapTag] [0x000021f9] [14] 1718980687364635, 0.091419, 0.0124846, -0.231467, -0.316202, -0.999584, -0.000424495, 0.00238933, 0.028753, 0, 0, 0, 0, 0, 0, 
[2024-06-21 10:38:07.367507] [0x0000007faa00d9a0] [MocapTag] [0x000021f9] [16] 1718980687367382, 0.094166, 0.0124846, -0.231467, -0.316202, -0.999584, -0.000424495, 0.00238933, 0.028753, 0, 0, 0, 0, 0, 0, 
[2024-06-21 10:38:07.370022] [0x0000007faa00d9a0] [MocapTag] [0x000021f9] [17] 1718980687369897, 0.096681, 0.0124863, -0.231461, -0.316199, -0.999584, -0.000424269, 0.00238556, 0.028735, 0, 0, 0, 0, 0, 0, 
[2024-06-21 10:38:07.372887] [0x0000007faa00d9a0] [MocapTag] [0x000021f9] [18] 1718980687372756, 0.09954, 0.0124863, -0.231461, -0.316199, -0.999584, -0.000424269, 0.00238556, 0.028735, 0, 0, 0, 0, 0, 0, 
[2024-06-21 10:38:07.376860] [0x0000007faa00d9a0] [MocapTag] [0x000021f9] [19] 1718980687376769, 0.103553, 0.0124863, -0.231461, -0.316199, -0.999584, -0.000424269, 0.00238556, 0.028735, 0, 0, 0, 0, 0, 0, 
[2024-06-21 10:38:07.379627] [0x0000007faa00d9a0] [MocapTag] [0x000021f9] [21] 1718980687379500, 0.106284, 0.0124866, -0.231463, -0.316208, -0.999583, -0.000422898, 0.00237428, 0.0287596, 0, 0, 0, 0, 0, 0, 
[2024-06-21 10:38:07.382336] [0x0000007faa00d9a0] [MocapTag] [0x000021f9] [22] 1718980687382210, 0.108994, 0.0124866, -0.231463, -0.316208, -0.999583, -0.000422898, 0.00237428, 0.0287596, 0, 0, 0, 0, 0, 0, 
[2024-06-21 10:38:07.384708] [0x0000007faa00d9a0] [MocapTag] [0x000021f9] [23] 1718980687384595, 0.111379, 0.0124866, -0.231463, -0.316208, -0.999583, -0.000422898, 0.00237428, 0.0287596, 0, 0, 0, 0, 0, 0, 
[2024-06-21 10:38:07.387653] [0x0000007faa00d9a0] [MocapTag] [0x000021f9] [25] 1718980687387531, 0.114315, 0.0124866, -0.231463, -0.316208, -0.999583, -0.000422898, 0.00237428, 0.0287596, 0, 0, 0, 0, 0, 0, 
[2024-06-21 10:38:07.390074] [0x0000007faa00d9a0] [MocapTag] [0x000021f9] [26] 1718980687389964, 0.116748, 0.0124916, -0.231463, -0.316203, -0.999584, -0.000427475, 0.00238312, 0.0287493, 0, 0, 0, 0, 0, 0, 
[2024-06-21 10:38:07.394006] [0x0000007faa00d9a0] [MocapTag] [0x000021f9] [27] 1718980687393887, 0.120671, 0.0124916, -0.231463, -0.316203, -0.999584, -0.000427475, 0.00238312, 0.0287493, 0, 0, 0, 0, 0, 0, 
[2024-06-21 10:38:07.397047] [0x0000007faa00d9a0] [MocapTag] [0x000021f9] [29] 1718980687396929, 0.123713, 0.0124916, -0.231463, -0.316203, -0.999584, -0.000427475, 0.00238312, 0.0287493, 0, 0, 0, 0, 0, 0, 
[2024-06-21 10:38:07.399687] [0x0000007faa00d9a0] [MocapTag] [0x000021f9] [30] 1718980687399564, 0.126348, 0.0124873, -0.23146, -0.316202, -0.999584, -0.000419818, 0.00238462, 0.0287435, 0, 0, 0, 0, 0, 0, 
[2024-06-21 10:38:07.402620] [0x0000007faa00d9a0] [MocapTag] [0x000021f9] [31] 1718980687402493, 0.129277, 0.0124873, -0.23146, -0.316202, -0.999584, -0.000419818, 0.00238462, 0.0287435, 0, 0, 0, 0, 0, 0, 
[2024-06-21 10:38:07.405866] [0x0000007faa00d9a0] [MocapTag] [0x000021f9] [32] 1718980687405689, 0.132473, 0.0124873, -0.23146, -0.316202, -0.999584, -0.000419818, 0.00238462, 0.0287435, 0, 0, 0, 0, 0, 0, 
[2024-06-21 10:38:07.410308] [0x0000007faa00d9a0] [MocapTag] [0x000021f9] [34] 1718980687410186, 0.13697, 0.0124873, -0.23146, -0.316202, -0.999584, -0.000419818, 0.00238462, 0.0287435, 0, 0, 0, 0, 0, 0, 
[2024-06-21 10:38:07.412312] [0x0000007faa00d9a0] [MocapTag] [0x000021f9] [35] 1718980687412189, 0.138973, 0.0124879, -0.231466, -0.316199, -0.999584, -0.00042584, 0.00237128, 0.0287562, 0, 0, 0, 0, 0, 0, 
[2024-06-21 10:38:07.415188] [0x0000007faa00d9a0] [MocapTag] [0x000021f9] [36] 1718980687415063, 0.141847, 0.0124879, -0.231466, -0.316199, -0.999584, -0.00042584, 0.00237128, 0.0287562, 0, 0, 0, 0, 0, 0, 
[2024-06-21 10:38:07.417792] [0x0000007faa00d9a0] [MocapTag] [0x000021f9] [38] 1718980687417671, 0.144455, 0.0124879, -0.231466, -0.316199, -0.999584, -0.00042584, 0.00237128, 0.0287562, 0, 0, 0, 0, 0, 0, 
[2024-06-21 10:38:07.420343] [0x0000007faa00d9a0] [MocapTag] [0x000021f9] [39] 1718980687420221, 0.147005, 0.0124868, -0.231465, -0.3162, -0.999584, -0.000412005, 0.0023824, 0.0287536, 0, 0, 0, 0, 0, 0, 
[2024-06-21 10:38:07.425057] [0x0000007faa00d9a0] [MocapTag] [0x000021f9] [40] 1718980687424935, 0.151719, 0.0124868, -0.231465, -0.3162, -0.999584, -0.000412005, 0.0023824, 0.0287536, 0, 0, 0, 0, 0, 0, 
[2024-06-21 10:38:07.427824] [0x0000007faa00d9a0] [MocapTag] [0x000021f9] [42] 1718980687427698, 0.154482, 0.0124868, -0.231465, -0.3162, -0.999584, -0.000412005, 0.0023824, 0.0287536, 0, 0, 0, 0, 0, 0, 
[2024-06-21 10:38:07.430245] [0x0000007faa00d9a0] [MocapTag] [0x000021f9] [43] 1718980687430120, 0.156904, 0.012485, -0.231466, -0.316197, -0.999584, -0.000424475, 0.00237899, 0.0287484, 0, 0, 0, 0, 0, 0, 
[2024-06-21 10:38:07.433652] [0x0000007faa00d9a0] [MocapTag] [0x000021f9] [44] 1718980687433529, 0.160313, 0.012485, -0.231466, -0.316197, -0.999584, -0.000424475, 0.00237899, 0.0287484, 0, 0, 0, 0, 0, 0, 
[2024-06-21 10:38:07.436102] [0x0000007faa00d9a0] [MocapTag] [0x000021f9] [45] 1718980687435982, 0.162766, 0.012485, -0.231466, -0.316197, -0.999584, -0.000424475, 0.00237899, 0.0287484, 0, 0, 0, 0, 0, 0, 
[2024-06-21 10:38:07.439896] [0x0000007faa00d9a0] [MocapTag] [0x000021f9] [47] 1718980687439781, 0.166565, 0.012485, -0.231466, -0.316197, -0.999584, -0.000424475, 0.00237899, 0.0287484, 0, 0, 0, 0, 0, 0, 
[2024-06-21 10:38:07.442233] [0x0000007faa00d9a0] [MocapTag] [0x000021f9] [48] 1718980687442113, 0.168897, 0.0124866, -0.231468, -0.316196, -0.999584, -0.000445473, 0.00237742, 0.0287256, 0, 0, 0, 0, 0, 0, 
[2024-06-21 10:38:07.445613] [0x0000007faa00d9a0] [MocapTag] [0x000021f9] [49] 1718980687445491, 0.172275, 0.0124866, -0.231468, -0.316196, -0.999584, -0.000445473, 0.00237742, 0.0287256, 0, 0, 0, 0, 0, 0, 
[2024-06-21 10:38:07.448339] [0x0000007faa00d9a0] [MocapTag] [0x000021f9] [51] 1718980687448223, 0.175007, 0.0124866, -0.231468, -0.316196, -0.999584, -0.000445473, 0.00237742, 0.0287256, 0, 0, 0, 0, 0, 0, 
[2024-06-21 10:38:07.450215] [0x0000007faa00d9a0] [MocapTag] [0x000021f9] [52] 1718980687450097, 0.176881, 0.0125118, -0.231479, -0.31618, -0.999568, -0.000492243, 0.00190771, 0.0293413, 0, 0, 0, 0, 0, 0, 
[2024-06-21 10:38:07.455050] [0x0000007faa00d9a0] [MocapTag] [0x000021f9] [53] 1718980687454939, 0.181723, 0.0125118, -0.231479, -0.31618, -0.999568, -0.000492243, 0.00190771, 0.0293413, 0.0025116, 0, 0, 0, -0.0935811, 0.123186, 
[2024-06-21 10:38:07.457288] [0x0000007faa00d9a0] [MocapTag] [0x000021f9] [55] 1718980687457173, 0.183957, 0.0125118, -0.231479, -0.31618, -0.999568, -0.000492243, 0.00190771, 0.0293413, 0, 0, 0, 0, 0, 0, 
[2024-06-21 10:38:07.460309] [0x0000007faa00d9a0] [MocapTag] [0x000021f9] [56] 1718980687460201, 0.186985, 0.0124731, -0.231479, -0.316179, -0.999581, -0.000412686, 0.00240686, 0.0288474, 0, 0, 0, 0, 0, 0, 
[2024-06-21 10:38:07.462663] [0x0000007faa00d9a0] [MocapTag] [0x000021f9] [57] 1718980687462553, 0.189337, 0.0124731, -0.231479, -0.316179, -0.999581, -0.000412686, 0.00240686, 0.0288474, -0.00386314, 0, 0, 0, 0.0992848, -0.0988141, 
[2024-06-21 10:38:07.465266] [0x0000007faa00d9a0] [MocapTag] [0x000021f9] [58] 1718980687465149, 0.191933, 0.0124731, -0.231479, -0.316179, -0.999581, -0.000412686, 0.00240686, 0.0288474, 0, 0, 0, 0, 0, 0, 
[2024-06-21 10:38:07.468046] [0x0000007faa00d9a0] [MocapTag] [0x000021f9] [60] 1718980687467936, 0.19472, 0.0124731, -0.231479, -0.316179, -0.999581, -0.000412686, 0.00240686, 0.0288474, 0, 0, 0, 0, 0, 0, 
[2024-06-21 10:38:07.471513] [0x0000007faa00d9a0] [MocapTag] [0x000021f9] [61] 1718980687471400, 0.198184, 0.0124849, -0.231478, -0.316198, -0.999582, -0.000431849, 0.00239397, 0.0287997, 0, 0, 0, 0, 0, 0, 
[2024-06-21 10:38:07.474383] [0x0000007faa00d9a0] [MocapTag] [0x000021f9] [62] 1718980687474274, 0.201058, 0.0124849, -0.231478, -0.316198, -0.999582, -0.000431849, 0.00239397, 0.0287997, 0, 0, 0, 0, 0, 0, 
[2024-06-21 10:38:07.477901] [0x0000007faa00d9a0] [MocapTag] [0x000021f9] [64] 1718980687477789, 0.204573, 0.0124849, -0.231478, -0.316198, -0.999582, -0.000431849, 0.00239397, 0.0287997, 0, 0, 0, 0, 0, 0, 
[2024-06-21 10:38:07.480344] [0x0000007faa00d9a0] [MocapTag] [0x000021f9] [65] 1718980687480224, 0.207008, 0.0125064, -0.231474, -0.316194, -0.999575, -0.000435309, 0.00214005, 0.0290676, 0, 0, 0, 0, 0, 0, 
[2024-06-21 10:38:07.483165] [0x0000007faa00d9a0] [MocapTag] [0x000021f9] [66] 1718980687483052, 0.209836, 0.0125064, -0.231474, -0.316194, -0.999575, -0.000435309, 0.00214005, 0.0290676, 0.00214841, 0, 0, 0, -0.0507223, 0.0536293, 
[2024-06-21 10:38:07.487236] [0x0000007faa00d9a0] [MocapTag] [0x000021f9] [68] 1718980687487124, 0.213908, 0.0125064, -0.231474, -0.316194, -0.999575, -0.000435309, 0.00214005, 0.0290676, 0, 0, 0, 0, 0, 0, 
[2024-06-21 10:38:07.489881] [0x0000007faa00d9a0] [MocapTag] [0x000021f9] [69] 1718980687489773, 0.216557, 0.0124815, -0.231459, -0.31619, -0.999586, -0.000431448, 0.00241106, 0.0286511, 0, 0, 0, 0, 0, 0, 
[2024-06-21 10:38:07.492853] [0x0000007faa00d9a0] [MocapTag] [0x000021f9] [70] 1718980687492743, 0.219527, 0.0124815, -0.231459, -0.31619, -0.999586, -0.000431448, 0.00241106, 0.0286511, -0.00249627, 0, 0, 0, 0.054126, -0.0833586, 
[2024-06-21 10:38:07.495216] [0x0000007faa00d9a0] [MocapTag] [0x000021f9] [71] 1718980687495113, 0.221897, 0.0124815, -0.231459, -0.31619, -0.999586, -0.000431448, 0.00241106, 0.0286511, 0, 0, 0, 0, 0, 0, 
[2024-06-21 10:38:07.498055] [0x0000007faa00d9a0] [MocapTag] [0x000021f9] [73] 1718980687497944, 0.224728, 0.0124815, -0.231459, -0.31619, -0.999586, -0.000431448, 0.00241106, 0.0286511, 0, 0, 0, 0, 0, 0, 
[2024-06-21 10:38:07.502366] [0x0000007faa00d9a0] [MocapTag] [0x000021f9] [74] 1718980687502260, 0.229044, 0.0124906, -0.231449, -0.316213, -0.999587, -0.000446837, 0.00238901, 0.0286167, 0, 0, 0, 0, 0, 0, 
[2024-06-21 10:38:07.505084] [0x0000007faa00d9a0] [MocapTag] [0x000021f9] [75] 1718980687504983, 0.231767, 0.0124906, -0.231449, -0.316213, -0.999587, -0.000446837, 0.00238901, 0.0286167, 0, 0, -0.00223532, 0, 0, 0, 
[2024-06-21 10:38:07.507887] [0x0000007faa00d9a0] [MocapTag] [0x000021f9] [77] 1718980687507778, 0.234562, 0.0124906, -0.231449, -0.316213, -0.999587, -0.000446837, 0.00238901, 0.0286167, 0, 0, 0, 0, 0, 0, 
[2024-06-21 10:38:07.510782] [0x0000007faa00d9a0] [MocapTag] [0x000021f9] [78] 1718980687510673, 0.237457, 0.0124891, -0.231464, -0.316208, -0.999585, -0.000422281, 0.00238299, 0.0287199, 0, 0, 0, 0, 0, 0, 
[2024-06-21 10:38:07.513352] [0x0000007faa00d9a0] [MocapTag] [0x000021f9] [79] 1718980687513231, 0.240015, 0.0124891, -0.231464, -0.316208, -0.999585, -0.000422281, 0.00238299, 0.0287199, 0, 0, 0, 0, 0, 0, 
[2024-06-21 10:38:07.515826] [0x0000007faa00d9a0] [MocapTag] [0x000021f9] [80] 1718980687515664, 0.242448, 0.0124891, -0.231464, -0.316208, -0.999585, -0.000422281, 0.00238299, 0.0287199, 0, 0, 0, 0, 0, 0, 
[2024-06-21 10:38:07.519039] [0x0000007faa00d9a0] [MocapTag] [0x000021f9] [82] 1718980687518916, 0.2457, 0.0124891, -0.231464, -0.316208, -0.999585, -0.000422281, 0.00238299, 0.0287199, 0, 0, 0, 0, 0, 0, 
[2024-06-21 10:38:07.521477] [0x0000007faa00d9a0] [MocapTag] [0x000021f9] [83] 1718980687521358, 0.248142, 0.01251, -0.231486, -0.316213, -0.999568, -0.000229337, 0.00208309, 0.0293145, 0, 0, 0, 0, 0, 0, 
[2024-06-21 10:38:07.524546] [0x0000007faa00d9a0] [MocapTag] [0x000021f9] [84] 1718980687524428, 0.251212, 0.01251, -0.231486, -0.316213, -0.999568, -0.000229337, 0.00208309, 0.0293145, 0.00209142, -0.00227918, 0, -0.0370979, -0.0610438, 0.119073, 
[2024-06-21 10:38:07.526840] [0x0000007faa00d9a0] [MocapTag] [0x000021f9] [86] 1718980687526748, 0.253532, 0.01251, -0.231486, -0.316213, -0.999568, -0.000229337, 0.00208309, 0.0293145, 0, 0, 0, 0, 0, 0, 
[2024-06-21 10:38:07.529450] [0x0000007faa00d9a0] [MocapTag] [0x000021f9] [87] 1718980687529336, 0.25612, 0.0124477, -0.231512, -0.316115, -0.999574, -0.00026973, 0.00250548, 0.0290892, 0, 0, 0, 0, 0, 0, 
[2024-06-21 10:38:07.533950] [0x0000007faa00d9a0] [MocapTag] [0x000021f9] [88] 1718980687533833, 0.260617, 0.0124477, -0.231512, -0.316115, -0.999574, -0.00026973, 0.00250548, 0.0290892, -0.00623278, -0.00259007, 0.00978513, 0, 0.0846701, -0.0451043, 
[2024-06-21 10:38:07.536499] [0x0000007faa00d9a0] [MocapTag] [0x000021f9] [89] 1718980687536404, 0.263188, 0.0124477, -0.231512, -0.316115, -0.999574, -0.00026973, 0.00250548, 0.0290892, 0, 0, 0, 0, 0, 0, 
[2024-06-21 10:38:07.540341] [0x0000007faa00d9a0] [MocapTag] [0x000021f9] [91] 1718980687540224, 0.267008, 0.0124927, -0.231473, -0.3162, -0.999581, -0.000397611, 0.00238542, 0.0288318, 0, 0, 0, 0, 0, 0, 
[2024-06-21 10:38:07.541899] [0x0000007faa00d9a0] [MocapTag] [0x000021f9] [92] 1718980687541777, 0.268561, 0.0124927, -0.231473, -0.3162, -0.999581, -0.000397611, 0.00238542, 0.0288318, 0.00450427, 0.00389923, -0.00843965, 0, 0, -0.0515696, 
[2024-06-21 10:38:07.544352] [0x0000007faa00d9a0] [MocapTag] [0x000021f9] [93] 1718980687544240, 0.271024, 0.0124927, -0.231473, -0.3162, -0.999581, -0.000397611, 0.00238542, 0.0288318, 0, 0, 0, 0, 0, 0, 
[2024-06-21 10:38:07.547153] [0x0000007faa00d9a0] [MocapTag] [0x000021f9] [95] 1718980687547047, 0.273831, 0.0124927, -0.231473, -0.3162, -0.999581, -0.000397611, 0.00238542, 0.0288318, 0, 0, 0, 0, 0, 0, 
[2024-06-21 10:38:07.550294] [0x0000007faa00d9a0] [MocapTag] [0x000021f9] [96] 1718980687550178, 0.276962, 0.0124905, -0.231466, -0.316187, -0.999584, -0.00041661, 0.00239484, 0.0287311, 0, 0, 0, 0, 0, 0, 
[2024-06-21 10:38:07.553100] [0x0000007faa00d9a0] [MocapTag] [0x000021f9] [97] 1718980687552992, 0.279776, 0.0124905, -0.231466, -0.316187, -0.999584, -0.00041661, 0.00239484, 0.0287311, 0, 0, 0, 0, 0, 0, 
[2024-06-21 10:38:07.555468] [0x0000007faa00d9a0] [MocapTag] [0x000021f9] [98] 1718980687555360, 0.282144, 0.0124905, -0.231466, -0.316187, -0.999584, -0.00041661, 0.00239484, 0.0287311, 0, 0, 0, 0, 0, 0, 
[2024-06-21 10:38:07.558218] [0x0000007faa00d9a0] [MocapTag] [0x000021f9] [100] 1718980687558105, 0.284889, 0.0124905, -0.231466, -0.316187, -0.999584, -0.00041661, 0.00239484, 0.0287311, 0, 0, 0, 0, 0, 0, 
[2024-06-21 10:38:07.560805] [0x0000007faa00d9a0] [MocapTag] [0x000021f9] [101] 1718980687560687, 0.287471, 0.0124893, -0.231451, -0.316187, -0.999587, -0.000432368, 0.0023884, 0.0286384, 0, 0, 0, 0, 0, 0, 
[2024-06-21 10:38:07.565267] [0x0000007faa00d9a0] [MocapTag] [0x000021f9] [102] 1718980687565157, 0.291941, 0.0124893, -0.231451, -0.316187, -0.999587, -0.000432368, 0.0023884, 0.0286384, 0, 0, 0, 0, 0, 0, 
[2024-06-21 10:38:07.567974] [0x0000007faa00d9a0] [MocapTag] [0x000021f9] [104] 1718980687567849, 0.294633, 0.0124893, -0.231451, -0.316187, -0.999587, -0.000432368, 0.0023884, 0.0286384, 0, 0, 0, 0, 0, 0, 
[2024-06-21 10:38:07.570391] [0x0000007faa00d9a0] [MocapTag] [0x000021f9] [105] 1718980687570275, 0.297059, 0.0125133, -0.23147, -0.316171, -0.999572, -0.000453261, 0.00198706, 0.0291856, 0, 0, 0, 0, 0, 0, 
[2024-06-21 10:38:07.573091] [0x0000007faa00d9a0] [MocapTag] [0x000021f9] [106] 1718980687572975, 0.299759, 0.0125133, -0.23147, -0.316171, -0.999572, -0.000453261, 0.00198706, 0.0291856, 0.00240388, 0, 0, 0, -0.0800719, 0.109483, 
[2024-06-21 10:38:07.575646] [0x0000007faa00d9a0] [MocapTag] [0x000021f9] [107] 1718980687575528, 0.302312, 0.0125133, -0.23147, -0.316171, -0.999572, -0.000453261, 0.00198706, 0.0291856, 0, 0, 0, 0, 0, 0, 
[2024-06-21 10:38:07.578328] [0x0000007faa00d9a0] [MocapTag] [0x000021f9] [109] 1718980687578213, 0.304997, 0.0125133, -0.23147, -0.316171, -0.999572, -0.000453261, 0.00198706, 0.0291856, 0, 0, 0, 0, 0, 0, 
[2024-06-21 10:38:07.581602] [0x0000007faa00d9a0] [MocapTag] [0x000021f9] [110] 1718980687581485, 0.308269, 0.0124751, -0.231467, -0.316167, -0.999587, -0.000466758, 0.00251416, 0.0286059, 0, 0, 0, 0, 0, 0, 
[2024-06-21 10:38:07.584520] [0x0000007faa00d9a0] [MocapTag] [0x000021f9] [111] 1718980687584397, 0.311181, 0.0124751, -0.231467, -0.316167, -0.999587, -0.000466758, 0.00251416, 0.0286059, -0.00382231, 0, 0, 0, 0.105409, -0.116027, 
[2024-06-21 10:38:07.587341] [0x0000007faa00d9a0] [MocapTag] [0x000021f9] [113] 1718980687587209, 0.313993, 0.0124751, -0.231467, -0.316167, -0.999587, -0.000466758, 0.00251416, 0.0286059, 0, 0, 0, 0, 0, 0, 
[2024-06-21 10:38:07.589830] [0x0000007faa00d9a0] [MocapTag] [0x000021f9] [114] 1718980687589717, 0.316501, 0.0124806, -0.231477, -0.316181, -0.999581, -0.000414416, 0.00243735, 0.0288414, 0, 0, 0, 0, 0, 0, 
[2024-06-21 10:38:07.592688] [0x0000007faa00d9a0] [MocapTag] [0x000021f9] [115] 1718980687592576, 0.31936, 0.0124806, -0.231477, -0.316181, -0.999581, -0.000414416, 0.00243735, 0.0288414, 0, 0, 0, 0, 0, 0.0471517, 
[2024-06-21 10:38:07.596992] [0x0000007faa00d9a0] [MocapTag] [0x000021f9] [117] 1718980687596916, 0.3237, 0.0124806, -0.231477, -0.316181, -0.999581, -0.000414416, 0.00243735, 0.0288414, 0, 0, 0, 0, 0, 0, 
[2024-06-21 10:38:07.599652] [0x0000007faa00d9a0] [MocapTag] [0x000021f9] [118] 1718980687599536, 0.32632, 0.0124903, -0.231472, -0.316201, -0.999581, -0.000408575, 0.00238944, 0.0288311, 0, 0, 0, 0, 0, 0, 
[2024-06-21 10:38:07.602451] [0x0000007faa00d9a0] [MocapTag] [0x000021f9] [119] 1718980687602284, 0.329068, 0.0124903, -0.231472, -0.316201, -0.999581, -0.000408575, 0.00238944, 0.0288311, 0, 0, 0, 0, 0, 0, 
[2024-06-21 10:38:07.604827] [0x0000007faa00d9a0] [MocapTag] [0x000021f9] [120] 1718980687604709, 0.331493, 0.0124903, -0.231472, -0.316201, -0.999581, -0.000408575, 0.00238944, 0.0288311, 0, 0, 0, 0, 0, 0, 
[2024-06-21 10:38:07.607631] [0x0000007faa00d9a0] [MocapTag] [0x000021f9] [122] 1718980687607518, 0.334302, 0.0124903, -0.231472, -0.316201, -0.999581, -0.000408575, 0.00238944, 0.0288311, 0, 0, 0, 0, 0, 0, 
[2024-06-21 10:38:07.611842] [0x0000007faa00d9a0] [MocapTag] [0x000021f9] [123] 1718980687611726, 0.33851, 0.0124858, -0.231473, -0.316197, -0.999582, -0.000406377, 0.00238211, 0.0288005, 0, 0, 0, 0, 0, 0, 
[2024-06-21 10:38:07.614700] [0x0000007faa00d9a0] [MocapTag] [0x000021f9] [124] 1718980687614585, 0.341369, 0.0124858, -0.231473, -0.316197, -0.999582, -0.000406377, 0.00238211, 0.0288005, 0, 0, 0, 0, 0, 0, 
[2024-06-21 10:38:07.617319] [0x0000007faa00d9a0] [MocapTag] [0x000021f9] [126] 1718980687617199, 0.343983, 0.0124858, -0.231473, -0.316197, -0.999582, -0.000406377, 0.00238211, 0.0288005, 0, 0, 0, 0, 0, 0, 
[2024-06-21 10:38:07.620014] [0x0000007faa00d9a0] [MocapTag] [0x000021f9] [127] 1718980687619902, 0.346686, 0.0124892, -0.231473, -0.316197, -0.999585, -0.000419916, 0.00238543, 0.0287009, 0, 0, 0, 0, 0, 0, 
[2024-06-21 10:38:07.622755] [0x0000007faa00d9a0] [MocapTag] [0x000021f9] [128] 1718980687622641, 0.349425, 0.0124892, -0.231473, -0.316197, -0.999585, -0.000419916, 0.00238543, 0.0287009, 0, 0, 0, 0, 0, 0, 
[2024-06-21 10:38:07.626826] [0x0000007faa00d9a0] [MocapTag] [0x000021f9] [129] 1718980687626745, 0.353529, 0.0124892, -0.231473, -0.316197, -0.999585, -0.000419916, 0.00238543, 0.0287009, 0, 0, 0, 0, 0, 0, 
[2024-06-21 10:38:07.629567] [0x0000007faa00d9a0] [MocapTag] [0x000021f9] [131] 1718980687629448, 0.356232, 0.0124871, -0.231466, -0.316193, -0.999586, -0.000418306, 0.00238742, 0.0286642, 0, 0, 0, 0, 0, 0, 
[2024-06-21 10:38:07.632217] [0x0000007faa00d9a0] [MocapTag] [0x000021f9] [132] 1718980687632099, 0.358883, 0.0124871, -0.231466, -0.316193, -0.999586, -0.000418306, 0.00238742, 0.0286642, 0, 0, 0, 0, 0, 0, 
[2024-06-21 10:38:07.634748] [0x0000007faa00d9a0] [MocapTag] [0x000021f9] [133] 1718980687634631, 0.361415, 0.0124871, -0.231466, -0.316193, -0.999586, -0.000418306, 0.00238742, 0.0286642, 0, 0, 0, 0, 0, 0, 
[2024-06-21 10:38:07.638711] [0x0000007faa00d9a0] [MocapTag] [0x000021f9] [135] 1718980687638597, 0.365381, 0.0124871, -0.231466, -0.316193, -0.999586, -0.000418306, 0.00238742, 0.0286642, 0, 0, 0, 0, 0, 0, 
[2024-06-21 10:38:07.640017] [0x0000007faa00d9a0] [MocapTag] [0x000021f9] [136] 1718980687639898, 0.366682, 0.0124871, -0.231461, -0.316199, -0.999586, -0.000418903, 0.00238302, 0.028685, 0, 0, 0, 0, 0, 0, 
[2024-06-21 10:38:07.643068] [0x0000007faa00d9a0] [MocapTag] [0x000021f9] [137] 1718980687642952, 0.369736, 0.0124871, -0.231461, -0.316199, -0.999586, -0.000418903, 0.00238302, 0.028685, 0, 0, 0, 0, 0, 0, 
[2024-06-21 10:38:07.645472] [0x0000007faa00d9a0] [MocapTag] [0x000021f9] [138] 1718980687645355, 0.372139, 0.0124871, -0.231461, -0.316199, -0.999586, -0.000418903, 0.00238302, 0.028685, 0, 0, 0, 0, 0, 0, 
